,Concept_ID,ku,uz
790,klingen::V,deng pe ketin,yangramoq
791,bellen::V,kewtîn,hurmoq
792,heulen::V,ûrîn,uvlamoq
793,blasen::V,puf kirin,puflamoq
794,pfeifen::V,fîkandin,xushtak chalmoq 
795,schreien::V,qîrîn,qiyqirmoq
796,stöhnen::V,nalîn,nola qilmoq
797,zittern::V,hejîn,titramoq
798,leben::V,jihîn,yashamoq
799,geboren werden::V,hatin dinyê,tug'ilmoq
800,geboren werden::V,bûn,tug'ilmoq
801,atmen::V,hilmijîn,nafas chiqarmoq
802,trinken::V,vexwarin,ichmoq
803,essen::V,xwarin,emoq
804,schlucken::V,daqulbandin,yutmoq
805,müde werden::V,betilîln,horimoq
806,müde werden::V,qerimîn,horimoq
807,einschlafen::V,razan,uxlab qolmoq
808,schlafen::V,razan,uxlamoq
809,schlafen::V,razandin,uxlamoq
810,aufwachen::V,şiyarbûn,uyg'onmoq
811,aufstehen::V,rabûn,qo'pmoq
812,sich erholen::V,baş bûn,dam olmoq
813,krank werden::V,nexweş kêt,kasallanmoq
814,krank sein::V,nexweş bû,betob yotmoq
815,schmerzen::V,êşandin,og'rimoq
816,husten::V,kuxin,yo'talmoq
817,genesen::V,baş bûn,tuzalmoq
818,sterben::V,mirin,o'lmoq
819,umkommen::V,mirin,halok bo'lmoq
820,sich bewegen::V,leqîn,harakat qilmoq
821,sich rühren::V,leqîn,qimirlamoq
822,sich erheben::V,rabûn,qo'pmoq
823,sich setzen::V,runiştin,o'tirmoq
824,hinfallen::V,kêtin,yiqilmoq
825,laufen::V,meşîn,yurmoq
826,schreiten::V,meşkirin,yurmoq
827,spazierengehen::V,gerandin,sayr ätmoq
828,eilen::V,lezandin,tezlamoq
829,sich beeilen::V,zûkirin,shoshmoq
830,sausen::V,fîzîn,chopqillamoq
831,rennen::V,baz dan,yugurmoq
832,springen::V,hilpekîn,sakramoq
833,klettern::V,hilperikîn,yuqorilamoq
834,schaukeln::V,lorandin,irg'amoq
835,kriechen::V,xuşandin,ämaklamoq
836,schwimmen::V,avjenîn,suzmoq
837,tauchen::V,qutxuyardin,chu'mmoq
838,tauchen::V,noqîn,chu'mmoq
839,rudern::V,qaîq ajotin,eshkak eshmoq
840,fahren::V,ajotin,haydamoq
841,fliegen::V,firîn,uchmoq
842,gehen::V,çûn,bormoq
843,weggehen::V,çûn,ketoq
844,abfahren::V,çûyin,jo'namoq
845,anhalten::V,rawestîn,to'xtamoq
846,hineingehen::V,ketin hundir,kirmoq
847,eintreten::V,têketin,kirmoq
848,kommen::V,hatin,kelmoq
849,ankommen::V,gihan,etib kelmoq
850,ankommen::V,gihîştin,etib kelmoq
851,zurückkommen::V,vegerandin,qaytib kelmoq
852,bleiben::V,sekinîn,qolmoq
853,warten::V,payîn,poylamoq
854,erwarten::V,payîn,kutmoq
855,suchen::V,lêgerîn,izlamoq
856,finden::V,peyda kirin,topmoq
857,versuchen::V,çeribandin,chalishmoq
858,vorbereiten::V,amade kirin,hozirlamoq
859,lieben::V,hez kirin,sevmoq
860,mögen::V,dil kirin,ardoqlamoq
861,lachen::V,kenîn,kulmoq
862,rühren::V,hêjan,ta'sirlantirmoq
863,weinen::V,girîn,yig'lamoq
864,schimpfen::V,pevçûn,koyinmoq
865,sich ärgern::V,enirîn,g'azab qilmoq
866,sich fürchten::V,tirsîn,hurkmoq
867,fürchten::V,tirsin,qo'rqmoq
868,fliehen::V,bazdan,qochmoq
869,flüchten::V,revîn,qochmoq
870,sehen::V,dîtin,ko'rmoq
871,anschauen::V,sêr kirin,razm solmoq
872,ansehen::V,hesibandin,razm qilmoq
873,hören::V,guhdar jirin,äshitmoq
874,zuhören::V,guhdarî kirin,tinglamoq
875,probieren::V,tehm kirin,tatib ko'rmoq
876,riechen::V,bihn kirin,iskamoq
877,fühlen::V,hîs kirin,sezmoq
878,scheinen::V,xoyer kir,tuyilmoq
879,zu sehen sein::V,diyar bûn,ko'rinmoq
880,vernehmen::V,bihîstin,äshitmoq
881,frieren::V,qerişîn,sovuq qotmoq
882,tun::V,kirin,ätmoq
883,können::V,karin,-a olmoq
884,können::V,karin,-y olmoq
885,wollen::V,xwestîn,istamoq
886,anfangen::V,dest pêkirin,boshlamoq
887,beenden::V,xelas kirin,bitirmoq
888,aufhören::V,xelas kirin,tinmoq
889,gelingen::V,çe bûn,muvaffaqiyat qozonmoq
890,geraten::V,qewîmîn,bo'lmoq
891,öffnen::V,vekirin,ochmoq
892,schließen::V,girtin,yopmoq
893,stellen::V,danîn,qo'ymoq
894,setzen::V,rûniştin,o'tqazmoq
895,legen::V,danîn,yotqizmoq
896,legen::V,razandin,yotqizmoq
897,berühren::V,lêketin,tegmoq
898,verbinden::V,anîn pê,ulamoq
899,bedecken::V,sergirtin,bekitmoq
900,aufhängen::V,aliqandin,ildirmoq
901,anzünden::V,pêxistin,yondirmoq
902,aufheben::V,hildan,ko'tarmoq
903,zurücklassen::V,hiştin,ayrilmoq
904,zurücklassen::V,vehiştin,ayrilmoq
905,verlieren::V,wendakirin,yo'qotmoq
906,fallen lassen::V,xistin bixe,tushirmoq
907,fallen lassen::V,xistin,tushirmoq
908,machen::V,kirin,qilmoq
909,machen::V,çêkirin,qilmoq
910,herstellen::V,çê kirin,chiqarmoq
911,herstellen::V,peyda kirin,chiqarmoq
912,bauen::V,lêkirin,solmoq
913,reparieren::V,veherînerîn,tuzatmoq
914,verbessern::V,sererastkirin,isloh qilmoq
915,ändern::V,degiş kirin,o'zgartirmoq
916,graben::V,kolandin,qazimoq
917,beugen::V,tewîn,bukmoq
918,beugen::V,xwar kirin,bukmoq
919,biegen::V,tewandin,bukmoq
920,biegen::V,xwarkirin,bukmoq
921,drehen::V,fitilandin,aylantirmoq
922,wenden::V,zivîrin,burmoq
923,umdrehen::V,vegerandin,ag'darmoq
924,heben::V,hildan,yuksaltirmoq
925,hochheben::V,hildan,ko'tarmoq
926,ergreifen::V,dest avêtin,tutamlamoq
927,halten::V,hîştin,tutmoq
928,halten::V,sekinîn,tutmoq
929,drücken::V,pêl kirin,bosmoq
930,schieben::V,damdan,surmoq
931,kratzen::V,xurandin,qashimoq
932,lecken::V,alastin,mijimoq
933,beißen::V,gez kirin,tishlamoq
934,abreißen::V,hilşandin,emirmoq
935,abschneiden::V,jêkirin,cho'rt kesmoq
936,binden::V,girêdan,bog'lamoq
937,stecken::V,têxistin,suqmoq
938,brechen::V,şikandin,sindirmoq
939,klopfen::V,kutandin,dukurlamoq
940,hauen::V,li dan,urmoq
941,kleben::V,zeliqîn,yopishtirmoq
942,kleben::V,şirêz kirin,yopishtirmoq
943,reiben::V,firikandin,surkamoq
944,streichen::V,bax dan,surkamoq
945,schleifen::V,çarkirin,qayramoq
946,schneiden::V,jêkirin,kesmoq
947,rütteln::V,hejandin,chayqamoq
948,schütteln::V,daweşîn,chayqamoq
949,schwenken::V,têwdan,chayqatmoq
950,schütten::V,rijandin,quymoq
951,füllen::V,dagirtin,to'ldirmoq
952,einwickeln::V,pêçandin,chulg'amoq
953,tragen::V,kişandin,tashimoq
954,tragen::V,rajtin,tashimoq
955,schleppen::V,kişandin,sudramoq
956,ziehen::V,kişandin,tortmoq
957,aufbewahren::V,hilandin,tutmoq
958,werfen::V,avêtin,tashlamoq
959,fangen::V,sem kirin,tutmoq
960,fangen::V,girtin,tutmoq
961,packen::V,pê girtin,opqochmoq
962,verstecken::V,hîlanin,yashirmoq
963,teilen::V,parvekirin,bo'lmoq
964,schicken::V,şandin,yubormoq
965,bringen::V,anîn,keltirmoq
966,bringen::V,birin,keltirmoq
967,hinzufügen::V,dan ser,tirkamoq
968,hinzufügen::V,li tiştekî zêde kirin,tirkamoq
969,bekommen::V,standin,olmoq
970,erhalten::V,standin,olmoq
971,nehmen::V,girtin,olmoq
972,wählen::V,ray dan,saylamoq
973,auswählen::V,bijartin,saylamoq
974,bewahren::V,rê li ber girtin,saqlamoq
975,bewahren::V,lê xwedî derketin,saqlamoq
976,behindern::V,bara wi,xalal bermoq
977,verderben::V,heram bûn,xazon qilmoq
978,beschädigen::V,xerab kirin,buzmoq
979,zerbrechen::V,şikênandin,sindirmoq
980,zerbrechen::V,perçe kirin,sindirmoq
981,zerreißen::V,qelişandin,yirtmoq
982,zerstören::V,hilşandin,vayron qilmoq
983,verbrennen::V,şewitandin,kuydirmoq
984,geben::V,dan,bermoq
985,geben::V,dayin,bermoq
986,reichen::V,besbûn,bermoq
987,reichen::V,têrkirin,bermoq
988,schenken::V,diyarî kirin,sovg'a qilmoq
989,versprechen::V,soz dan,va'da bermoq
990,wünschen::V,dil kirin,orziqmoq
991,loben::V,pesinandin,maqtamoq
992,küssen::V,maçkirin,o'pmoq
993,wiegen::V,lorandin,tebratmoq
994,wiegen::V,wezinandin,tebratmoq
995,zudecken::V,nixumandin,yopmoq
996,wecken::V,bixwe hesandin,uyg'otmoq
997,zeigen::V,şanîdan,ko'rsatmoq
998,führen::V,raber kirin,boshlik bo'lmoq
999,lehren::V,hîn kirin,o'rgatmoq
1000,unterrichten::V,ders dan,dars bermoq
1001,aufziehen::V,mesinkirin,o'stirmoq
1002,leiten::V,rêberî kirin,boshqarmoq
1003,antreiben::V,bezandin,shoshiltirmoq
1004,lassen::V,berdan,ruxsat bermoq
1005,lassen::V,hiştin,ruxsat bermoq
1006,einladen::V,dawet kirin,taklif kilmoq
1007,vereinigen::V,bi yek kirin,qo'shmoq
1008,besuchen::V,mêvan bûn,mehmonga bormoq
1009,treffen::V,rast hatin,duchor bo'lmoq
1010,sich versammeln::V,li hev çivîn,to'planmoq
1011,spielen::V,listin,o'ynamoq
1012,singen::V,stran,yalla qilmoq
1013,tanzen::V,reqisîn,raqs qilmoq
1014,sich trennen::V,hew berdan,yakkalanmoq
1015,verlassen::V,tanê hişt,qoldirmoq
1016,verlassen::V,bêkes,qoldirmoq
1017,retten::V,rihakirin,qutqazmoq
1018,bewachen::V,raçavkirin,qo'rimoq
1019,schützen::V,hemet kirin,yoniga olmoq
1020,verteidigen::V,paraztin,yoqlamoq
1021,sich schlagen::V,li hev bezîn,yoqalashmoq
1022,schießen::V,agir kirin,otmoq
1023,siegen::V,biser ketin,engmoq
1024,ärgern::V,xeyirandin,jahl chiqarmoq
1025,schlagen::V,lêdan,urmoq
1026,schlagen::V,lêxistin,urmoq
1027,treten::V,têlekirin,tepmoq
1028,stechen::V,têrekirin,qadamoq
1029,stoßen::V,lêketin,turtmoq
1030,stehlen::V,dizîn,o'g'rilamoq
1031,stehlen::V,dizî birin,o'g'rilamoq
1032,stören::V,aciz kirin,tebratmoq
1033,belästigen::V,li tela yeki ketin,g'ashini keltirmoq
1034,verbergen::V,veşartin,berkitmoq
1035,verbergen::V,kemîndanîn,berkitmoq
1036,täuschen::V,xapandin,aldamoq
1037,täuschen::V,lê zexeli kirin,aldamoq
1038,betrügen::V,xapandin,tirriq qilmoq
1039,töten::V,kûştin,o'ldirmoq
1040,wohnen::V,rûniştin,istiqomat qilmoq
1041,arbeiten::V,kar kirin,ishlamoq
1042,arbeiten::V,şêxulin,ishlamoq
1043,sammeln::V,komkirin,yig'moq
1044,pflücken::V,çinîn,termoq
1045,jagen::V,nêçîr kirin,ov qilmoq
1046,fischen::V,masî girtin,baliq ovlamoq
1047,fassen::V,pê girtin,ilinmoq
1048,fassen::V,sêm kirin,ilinmoq
1049,hüten::V,hei jê man,boqtirmoq
1050,treiben::V,bêherandin,haydamoq
1051,anbinden::V,tewilandin,bog'lamoq
1052,füttern::V,xwarine dan lê,edirmoq
1053,melken::V,dotin,sog'moq
1054,hacken::V,kolandin,chopmoq
1055,gießen::V,av dan,oqizmoq
1056,reifen::V,kemilîn,qizarmoq
1057,zubereiten::V,çe kirin,pishirmoq
1058,kochen::V,xwarin çe kirin,qaynatmoq
1059,kochen::V,kelandin,qaynatmoq
1060,backen::V,pijandin,yopmoq
1061,braten::V,qelandin,qovurmoq
1062,braten::V,sor kirin,qovurmoq
1063,umrühren::V,têvdan,atalamoq
1064,stricken::V,hûnan,to'qimoq
1065,nähen::V,kêl kirin,tikmoq
1066,färben::V,boyax kirin,bo'yoqlamoq
1067,reinigen::V,paqijkirin,tozalamoq
1068,waschen::V,şuştin,yuvmoq
1069,abwischen::V,pakîj kirin,surkamoq
1070,spülen::V,şuştin,chaymoq
1071,fegen::V,maliştin,cho'tkalamoq
1072,kehren::V,maliştin,supurmoq
1073,baden::V,serîşûştin,cho'milmoq
1074,sich waschen::V,serîşûştin,yuvinmoq
1075,ausziehen::V,jê kirin,echintirmoq
1076,anziehen::V,pê kirin,kiymoq
1077,sich anziehen::V,xwe kirin,kiyinmoq
1078,kämmen::V,şeh kirin,taramoq
1079,schmücken::V,xemilandin,yasatmoq
1080,sagen::V,gotin,aytmoq
1081,sagen::V,peyivîn,aytmoq
1082,sprechen::V,peyivîn,so'zlamoq
1083,reden::V,axaftin,gapirmoq
1084,sich unterhalten::V,hev biştaxilin,suhbatlashmoq
1085,fragen::V,pirsîn,so'ramoq
1086,fragen::V,pirs kirin,so'ramoq
1087,bitten::V,tika kirin,iltimos qilmoq
1088,erzählen::V,behs kirin,aytib bermoq
1089,mitteilen::V,vegotin,bildirmoq
1090,nennen::V,bi nav kirin,atamoq
1091,rufen::V,bakirin,chaqirmoq
1092,prahlen::V,pesnê xwe dan,gerdaymoq
1093,übersetzen::V,qulibandin,tarjima qilmoq
1094,übersetzen::V,derbas kirin,tarjima qilmoq
1095,denken::V,fikirîn,o'ylamoq
1096,glauben::V,bawer bûn,ishonmoq
1097,bemerken::V,bala xwe dan,payqamoq
1098,bemerken::V,çac lê ketin,payqamoq
1099,erkennen::V,pêhesîn,tanimoq
1100,begreifen::V,fêmkirin,tushunmoq
1101,verstehen::V,fêmkirin,anglamoq
1102,lernen::V,halmandin,o'qimoq
1103,lernen::V,fêrbun,o'qimoq
1104,wissen::V,zanîn,bilmoq
1105,sich erinnern an::V,bir bûn,äsni tanimoq
1106,vergessen::V,ji bir kirin,unutmoq
1107,messen::V,pê kanîn,o'lchamoq
1108,zählen::V,hejmardin,raqamlamoq
1109,rechnen::V,hesibandin,cho'tlamoq
1110,lesen::V,xwendin,o'qimoq
1111,malen::V,rengandin,rasm solmoq
1112,malen::V,boyax kirin,rasm solmoq
1113,zeichnen::V,işaret kirin,chizmoq
1114,schreiben::V,nivîsandin,yozmoq
1115,besitzen::V,hebûn,ägalamoq
1116,kaufen::V,kirîn,olmoq
1117,verkaufen::V,firotin,sotmoq
1118,bezahlen::V,pere dan,to'lamoq
1119,zahlen::V,pere dan,to'lamoq
1120,zahlen::V,dayin,to'lamoq
1121,beherrschen::V,zebt kirin,ägalamoq
1122,beherrschen::V,hukim kirin,ägalamoq
1123,ertragen::V,bihêzkirin,chidamoq
