,Concept_ID,ps,ce
129,Stamm::N,ډډ,тайпа
130,Rinde::N,پوستکی,кевстиг
131,Ast::N,ښاخ,га
132,Zweig::N,څانګه,га
133,Blatt::N,پاڼه,гӏа
134,Birke::N,توس,дакх
135,Kiefer[Baum]::N,نښتر,бага
136,Weide[Baum]::N,وله,дак
137,Tanne::N,ناجو,база
138,Horn::N,ښکر,маӏа
139,Feder::N,بڼکه,пелаг
140,Fell::N,پوستکی,цӏока
141,Flügel::N,وزر,тӏам
142,Klaue::N,پنجه,мӏара
143,Klaue::N,منګول,мӏара
144,Kralle::N,پنجه,тlод
145,Kralle::N,منګول,тlод
146,Schwanz::N,لکۍ,цӏога
147,Ei::N,وۍ,xӏoa
148,Ei::N,هګۍ,xӏoa
149,Nest::N,جاله,бен
150,Bau::N,کاز,lуьрг
151,Tier::N,ژوی,дийнат
152,Tier::N,حیوان,дийнат
153,Herde::N,رمه,жа
154,Herde::N,غېله,жа
155,Kuh::N,غوا,етт
156,Bulle::N,غوئی,сту
157,Pferd::N,آس,говр
158,Schaf::N,پسه,жий
159,Schaf::N,پسه,уьстагӏ
160,Schwein::N,سرکوزی,хьакха
161,Hund::N,سپی,жӏаьла
162,Katze::N,پشه,цициг
163,Bär::N,خرس,ча
164,Eichhörnchen::N,خړ لمی,тарсал
165,Elch::N,ګوزن,сай
166,Fuchs::N,سپلم,цхьогал
167,Hase::N,سوی,пхьагал
168,Maus::N,مږک,дахка
169,Wolf::N,لېوه,борз
170,Vogel::N,مرغه,олхазар
171,Schwarm::N,سېل,
172,Huhn::N,چرګه,котам
173,Hahn::N,چرګ,нӏаьна
174,Hahn::N,چرګ,боргӏал
175,Gans::N,بته,гӏаз
176,Adler::N,عقاب,aьрзу
177,Ente::N,ایلۍ,бад
178,Eule::N,ګونګی,бухӏа
179,Kranich::N,کلنګ,гӏаргӏули
180,Krähe::N,کارغه,къиг
181,Kuckuck::N,فاخته,aттйокх
182,Schwan::N,قو,гӏургӏаз
183,Fisch::N,کب,чӏара
184,Fisch::N,ماهی,чӏара
185,Schlange[Tier]::N,مار,лаьхьа
186,Wurm::N,چینجی,нӏаьна
187,Spinne::N,غڼه,гезг
188,Spinne::N,تارکښ,гезг
189,Ameise::N,مېږی,зингат
190,Laus::N,سپږه,меза
191,Laus::N,سپږه,гӏениг
192,Mücke::N,ماشی,чуьрк
193,Fliege::N,مچ,моза
194,Schmetterling::N,پتنګ,полла
195,Beere::N,مېوۍ,цӏазам
196,Apfel::N,مڼه,ӏаж
197,Pilz::N,خرېړی,жӏаьлин нускал
198,Zwiebel::N,پیاز,xох
199,Saat::N,تخم,чlу
200,Korn::N,تخم,буьртиг
201,Korn::N,دانه,буьртиг
202,Heu::N,بوس,йол
203,Heu::N,پروړه,йол
204,Schale::N,پوستکی,пардо
205,Grube::N,کنده,ор
206,Falle::N,دام,кӏело
207,Falle::N,لومه,кӏело
208,Schlinge::N,کړۍ,
209,Spur::N,نښه,лар
210,Asche::N,آس,чим
211,Asche::N,ایره,чим
212,Dreck::N,ناپاکي,мода
213,Eisen::N,اوسپنه,эчиг
214,Gold::N,سره زر,деши
215,Silber::N,نقره,дети
216,Silber::N,سپین زر,дети
217,Kohle::N,سکور,кӏора
218,Kohle::N,سکاره,кӏора
219,Glas::N,ښيښه,aнгали
220,Lehm::N,خټه,поппар
221,Sand::N,شګه,гӏум
222,Mensch::N,انسان,адам
223,Mann::N,سړی,майра
224,Mann::N,نارینه,майра
225,Frau::N,ښځه,зуда
226,Kind::N,بچی,бер
227,Kind::N,ماشوم,бер
228,Junge::N,هلک,жимха
229,Mädchen::N,نجلۍ,жима йоӏ
230,Familie::N,کورنۍ,доьзал
231,Großvater::N,بابا,ненада
232,Großmutter::N,انا,денана
233,Eltern::N,مور او پلار,да-нана
234,Vater::N,پلار,да
235,Mutter::N,مور,нана
236,Sohn::N,زوی,кӏант
237,Tochter::N,لور,йоӏ
238,Bruder::N,ورور,ваша
239,Schwester::N,خور,йиша
240,Onkel::N,تره,деваша
241,Onkel::N,ماما,деваша
242,Tante::N,خاله,дейиша
243,Ehemann::N,مېړه,майра
244,Ehefrau::N,مېرمن,зуда
245,Freude::N,خوشحالي,самукъа
246,Freude::N,خوشحالي,хазахетар
247,Gelächter::N,خندا,белам
248,Glück::N,بخت,ирс
249,Kummer::N,غم,бала
250,Wunsch::N,هيله,лаам
251,Wunsch::N,غوښتنه,лаам
252,Lust::N,شوق,лаам
253,Lust::N,مینه,лаам
254,Geist::N,روح,са
255,Gedanke::N,فکر,ойла
256,Gedächtnis::N,یاد,диццадалар
257,Gedächtnis::N,حافظه,диццадалар
258,Verstand::N,عقل,хьекъал
259,Verstand::N,شعور,хьекъал
260,Sinn::N,معنی,маьӏна
261,Grund::N,علت,бахьана
262,Grund::N,اساس,бахьана
263,Wahrheit::N,حقیقت,бакъдерг
264,Gespräch::N,مرکه,къамел
265,Gespräch::N,خبرې اترې,къамел
266,Märchen::N,افسانه,туьйра
267,Erzählung::N,قصه,дийцар
268,Erzählung::N,کیسه,дийцар
269,Nachricht::N,خبر,хаам
270,Neuigkeit::N,نوی خبر,керланиг
271,Name::N,نوم,цӏе
272,Rätsel::N,کیسۍ,хӏетал-метал
273,Rätsel::N,چیستان,хӏетал-метал
274,Rede::N,وینا,къамел
275,Sprache::N,ژبه,мотт
276,Stimme::N,غږ,aз
277,Stimme::N,اواز,aз
278,Wort::N,لغت,дош
279,Wort::N,کلمه,дош
280,Zeichen::N,نښه,билгало
281,Zeichen::N,اشاره,билгало
282,Ruf::N,ږغ,кхайкхар
283,Ruf::N,بلنه,кхайкхар
284,Lärm::N,غالمغال,гӏовгӏа
285,Laut::N,ږغ,аз
286,Ton::N,اواز,aз
287,Lied::N,غزله,илли
288,Lied::N,سندره,илли
289,Ruhe::N,ارامي,тийналла
290,Leute::N,خلک,нах
291,Volk::N,ولس,халкъ
292,Arbeit::N,کار,болх
293,Gast::N,مېلمه,хьаша
294,Geschenk::N,تحفه,совгӏат
295,Geschenk::N,سوغات,совгӏат
296,Spiel::N,لوبه,ловзар
297,Gesellschaft::N,ډله,юкъаралла
298,Hilfe::N,کومک,гӏо
299,Hilfe::N,مرسته,гӏо
300,Freund::N,ملګری,доттагl
301,Kamerad::N,انډيوال,накъост
302,Angelegenheit::N,موضوع,гӏуллакх
303,Anzahl::N,شمېر,терахь
304,Anzahl::N,تعداد,терахь
305,Art::N,ډول,
306,Stück::N,ټوټه,юьхк
307,Teil::N,برخه,дакъа
308,Hälfte::N,نیم,ах
309,Kreis::N,دایره,го
310,Kreuz::N,صلیب,жӏара
311,Linie::N,خط,сиз
312,Linie::N,لیکه,сиз
313,Strich::N,کرښه,сиз
314,Abstand::N,فاصله,юкъ
315,Entfernung::N,واټن,
316,Gegend::N,سیمه,мeттиг
317,Gegend::N,منطقه,мeттиг
318,Platz::N,ځای,майда
319,Ort::N,ځای,меттиг
320,Seite::N,مخ,aгӏo
321,Seite::N,اړخ,aгӏo
322,Mitte::N,وسط,юкъ
323,Mitte::N,مینځ,юкъ
324,Gegenstand::N,شی,хӏума
325,Sache::N,شی,хӏума
326,Sache::N,څيز,хӏума
327,Rand::N,څنډه,йист
328,Rand::N,کناره,йист
329,Kante::N,اړخ,йист
330,Ecke::N,ګوټ,са
331,Spitze::N,څوکه,ралла
332,Ende::N,څوکه,юьхьиг
333,Loch::N,سوری,ӏуьрг
334,Winkel::N,کنج,са
335,Winkel::N,کوتی,са
336,Muster::N,نمونه,дагар
337,Muster::N,نمونه,тӏамар
338,Größe::N,قد,барам
339,Größe::N,لويوالی,барам
340,Länge::N,طول,йохалла
341,Länge::N,اوږد والی,йохалла
342,Höhe::N,جګوالی,локхалла
343,Gewicht::N,وزن,йозалла
344,Menge::N,اندازه,дукхалла
345,Haufen::N,کوټه,сал
346,Haufen::N,کوټه,оьла
347,Reihe::N,صف,рагӏ
348,Reihe::N,صف,могӏа
349,Reihe::N,کتار,рагӏ
350,Reihe::N,کتار,могӏа
351,Boot::N,قايق,кема
352,Ruder::N,چپه,пийсиг
353,Schlitten::N,ښویېدونی,салаз
354,Ski::N,سکي,когсалаз
355,Lagerfeuer::N,اور,цӏе
356,Last::N,بار,дукъ
357,Last::N,پېټی,дукъ
358,Gang::N,تګ,лелар
359,Schritt::N,ګام,гӏулч
360,Norden::N,شمال,къилбаседе
361,Süden::N,سوېل,къилбе
362,Westen::N,لوېدېځ,малхбузе
363,Osten::N,شرق,малхбале
364,Osten::N,ختیځ,малхбале
365,Holz::N,لرګی,дечиг
366,Brett::N,تخته,у
367,Platte::N,تخته,у
368,Stütze::N,تکیوان,гӏopтоp
369,Stange::N,ډاګه,гӏуркх
370,Stock::N,لرګی,ӏаса
371,Stab::N,چيخله,гӏаж
372,Rohr::N,نل,биргӏа
373,Haus::N,کور,цӏа
374,Heim::N,کور,кхерч
375,Ofen::N,تودنۍ,кхерч
376,Fußboden::N,غولی,цӏенкъа
377,Tisch::N,مېز,шун
378,Stuhl::N,چوکۍ,гӏант
379,Wiege::N,زانګو,ага
380,Bett::N,کټ,маьнга
381,Bett::N,چپرکټ,маьнга
382,Regal::N,تاخچۍ,терхи
383,Kiste::N,صندوق,яьшка
384,Fenster::N,کړکۍ,кор
385,Tür::N,دروازه,неӏ
386,Tor::N,دروازه,ков
387,Zaun::N,کټاره,керт
388,Dach::N,بام,тхов
389,Leiter::N,زينه,лами
390,Besen::N,جارو,нуй
391,Spaten::N,یوم,бел
392,Schaufel::N,بېلچه,аьшкал
393,Gabel::N,پنجه,мӏара
394,Löffel::N,کاشوغه,ӏайг
395,Messer::N,چاقو,урс
396,Nagel::N,ميخ,хьостам
397,Netz::N,جال,бой
398,Haken::N,څنګک,мӏара
399,Griff::N,لاستی,
400,Schloss::N,کلپ,чӏега
401,Bild::N,رسم,сурт
402,Figur::N,قدوقامت,
403,Puppe::N,ګوډۍ,тайниг
404,Beutel::N,کڅوړه,гали
405,Bündel::N,دسته,кочар
406,Tasche::N,بکس,тӏоьрмиг
407,Tasche::N,توبره,тӏоьрмиг
408,Eimer::N,سطل,чийлик
409,Deckel::N,سرپوښ,негӏар
410,Geschirr::N,لوښی,пхьегӏа
411,Sack::N,جوال,гали
412,Tasse::N,پیاله,кад
413,Topf::N,دېګی,яй
414,Kessel::N,دېګ,яй
415,Essen::N,خوراک,юург
416,Nahrung::N,خوراک,кхача
417,Speise::N,خواړه,юург
418,Fleisch::N,غوښه,жижиг
419,Getreide::N,غله,буьртиг
420,Brei::N,اوګره,xудар
421,Brot::N,ډوډۍ,бепиг
422,Brot::N,ډوډۍ,кхаллар
423,Scheibe::N,مړۍ,цастар
424,Fett::N,غوړي,мохь
425,Butter::N,کوچ,налха
426,Öl::N,تېل,даьтта
427,Salz::N,مالګه,туьха
428,Suppe::N,شوربا,чорпа
429,Honig::N,شات,моз
430,Milch::N,شوده,шура
431,Tee::N,چای,чай
432,Leder::N,څرمن,цӏока
433,Wolle::N,پشم,тӏapгӏa
434,Stoff::N,ټوټه,кӏади
435,Nadel::N,ستن,маха
436,Faden::N,تار,тай
437,Knopf::N,تڼۍ,нуьйда
438,Knopf::N,تکمه,нуьйда
439,Knoten::N,غوټه,шад
440,Farbe::N,رنګ,сир
441,Farbe::N,رنګ,басар
442,Kleidung::N,کالي,бедар
443,Hemd::N,کميس,коч
444,Kragen::N,غاړه,кач
445,Ärmel::N,لستوڼی,пхьош
446,Hose::N,پطلون,хеча
447,Gürtel::N,کمربند,доьхка
448,Mütze::N,خولۍ,куй
449,Schuh::N,بوټ,мача
450,Stiefel::N,موزه,этка
451,Ring::N,ګوته,чӏуг
452,Band::N,فيته,лента
453,Kamm::N,ګمنځ,ехк
454,Spiegel::N,ایینه,куьзга
455,Spiegel::N,هنداره,куьзга
456,Riemen::N,تسمه,доьхка
457,Schnur::N,مزی,муш
458,Leine::N,رسۍ,кочатосу доьхка
459,Decke::N,بړستن,юргӏа
460,Kissen::N,بالښت,гIайба
461,Tuch::N,ټیکری,исхар
462,Handtuch::N,دسمال,гата
463,Kraft::N,زور,гӏора
464,Kraft::N,توان,гӏора
465,Stärke::N,قوت,гӏап
466,Gesundheit::N,صحت,могашалла
467,Gesundheit::N,روغتیا,могашалла
468,Krankheit::N,مرض,цамгар
469,Krankheit::N,ناروغي,цамгар
470,Schmerz::N,درد,лазар
471,Wunde::N,ټپ,чов
472,Wunde::N,زخم,чов
473,Fieber::N,تبه,xорша
474,Arznei::N,دوا,молха
475,Arznei::N,دارو,молха
476,Brücke::N,پول,тӏай
477,Brunnen::N,څاه,гӏу
478,Brunnen::N,کوهی,гӏу
479,Weide::N,وله,дак
480,Pfad::N,تړه,тача
481,Weg::N,لیار,некъ
482,Straße::N,سړک,урам
483,Dorf::N,کلی,юрт
484,Stadt::N,ښار,гӏала
485,Brief::N,لیک,кехат
486,Brief::N,مکتوب,кехат
487,Buch::N,کتاب,жайна
488,Buchstabe::N,حرف,элп
489,Buchstabe::N,توری,элп
490,Zeitung::N,اخبار,газет
491,Leben::N,ژوند,дахар
492,Tod::N,مرګ,далар
493,Tod::N,مرګ,ӏожалла
494,Tod::N,مړینه,далар
495,Tod::N,مړینه,ӏожалла
496,Grab::N,قبر,каш
497,Grab::N,ډورۍ,каш
498,Kirche::N,کلیسا,килс
499,Sünde::N,ګناه,къа
500,Gott::N,خدای,дела
501,Arbeiter::N,کاریګر,белхало
502,Chef::N,آمر,хьаькам
503,Meister::N,استاد,говзанча
504,Arzt::N,طبیب,лор
505,Arzt::N,ډاکټر,лор
506,Lehrer::N,معلم,хьехархо
507,Lehrer::N,ښوونکی,хьехархо
508,Geld::N,پیسې,aхча
509,Geschäft::N,سوداګري,туька
510,Laden::N,دکان,туька
511,Laden::N,مغازه,туька
512,Preis::N,بیه,мах
513,Ware::N,مال,хlума
514,Nutzen::N,ګټه,пайда
515,Reichtum::N,شتمني,хьал
516,Welt::N,نړۍ,дуьне
517,Welt::N,دنیا,дуьне
518,Land::N,هېواد,мохк
519,Staat::N,دولت,пачхьалкх
520,König::N,باچا,паччахь
521,König::N,پادشاه,паччахь
522,Macht::N,قدرت,ӏедал
523,Grenze::N,حد,доза
524,Grenze::N,سرحد,доза
525,Krieg::N,جګړه,тӏом
526,Feind::N,دښمن,мостагӏ
527,Gewalt::N,زور,гӏело
528,Gewalt::N,تشدد,гӏело
529,Kampf::N,جنګ,къийсам
530,Kampf::N,مبارزه,къийсам
531,Bogen[Waffe]::N,لیندۍ,
532,Pfeil::N,غشی,пха
533,Gewehr::N,ټوپک,топ
534,Fehler::N,خطا,гӏалат
535,Fehler::N,غلطي,гӏалат
536,Lüge::N,دروغ,аьшпаш
537,Schaden::N,زیان,зен
538,Schaden::N,تاوان,зен
539,Unglück::N,بدبختي,бала
540,Schuld::N,ګناه,бехк
541,Alter::N,منګ,хан
542,Schluss::N,اخر,чакхе
543,Zeit::N,وخت,хан
544,Tag::N,ورځ,де
545,Morgen::N,سبا,ӏуьйре
546,Morgen::N,سهار,ӏуьйре
547,Mittag::N,غرمه,делкъе
548,Abend::N,ماښام,суьйре
549,Nacht::N,شپه,буьйса
550,Woche::N,اونۍ,кӏира
551,Monat::N,مياشت,бутт
552,Jahr::N,کال,шо
553,Frühling::N,پسرلی,бӏаьсте
554,Sommer::N,دوبی,аьхке
555,Herbst::N,منی,гуьйре
556,Herbst::N,خزان,гуьйре
557,Winter::N,ژمی,ӏа
558,Januar::N,جنوري,январь
559,Februar::N,فبروري,февраль
560,März::N,مارچ,март
561,April::N,اپریل,апрель
562,Mai::N,مې,май
563,Juni::N,جون,июнь
564,Juli::N,جولای,июль
565,August::N,اګست,август
566,September::N,سپټامبر,сентябрь
567,Oktober::N,اکتوبر,октябрь
568,November::N,نومبر,ноябрь
569,Dezember::N,دسمبر,декабрь
570,Montag::N,دوشنبه,оршот
571,Dienstag::N,سه شنبه,шинара
572,Mittwoch::N,چارشنبه,кхаара
573,Donnerstag::N,پنجشنبه,еара
574,Freitag::N,جمعه,пӏераска
575,Samstag::N,خالي,шот
576,Sonntag::N,یکشنبه,кӏиранде
577,groß::A,لوی,доккха
578,klein::A,وړوکی,кегий
579,lang::A,اوړد,еха
580,kurz::A,لنډ,доца
581,breit::A,پراخه,шуьйра
582,schmal::A,تنګ,готта
583,dicht::A,ګڼ,луьста
584,dick[Gegenstand]::A,پنډ,стомма
585,dünn::A,نری,дуткъа
586,fein::A,نازک,ховха
587,fest::A,کلک,чӏогӏа
588,fest::A,ټینګ,чӏогӏа
589,flach::A,هوار,чӏапа
590,glatt::A,ښوی,шера
591,hart::A,کلک,чӏогӏa
592,weich::A,نرم,кӏеда
593,weich::A,پوست,кӏеда
594,rund::A,ګرد,горга
595,spitz::A,تېره,ира
596,scharf::A,تېز,ира
597,scharf::A,تېره,ира
598,stumpf::A,پڅ,аьртa
599,schwer::A,دروند,деза
600,schön::A,ښکلی,хаза
601,heiß::A,تود,довха
602,warm::A,تود,довха
603,kalt::A,ېخ,шийла
604,kalt::A,سوړ,шийла
605,kühl::A,ېخ,шийла
606,kühl::A,سوړ,шийла
607,frisch::A,تازه,керла
608,feucht::A,مرطوب,тӏуьна
609,nass::A,لوند,тӏеда
610,trocken::A,وچ,eкъа
611,voll::A,ډک,дуьзна
612,leer::A,خالی,яьсса
613,offen::A,خلاص,диллина
614,offen::A,پرانیستی,диллина
615,geschlossen::A,تړلی,дӏакъевлина
616,geschlossen::A,تړلی,дӏачӏагӏдина
617,sauber::A,پاک,цӏена
618,schmutzig::A,چټل,боьха
619,roh::A,خام,буьйда
620,reif::A,پوخ,хилла
621,reif::A,رسېدلی,хилла
622,lecker::A,خوندور,чоме
623,lecker::A,مزه دار,чоме
624,süß::A,خوږ,мерза
625,süß::A,شیرین,мерза
626,bitter::A,تریخ,къаьхьа
627,sauer::A,ټاک,муьста
628,sauer::A,تريو,муьста
629,hell::A,روڼ,сирла
630,hell::A,روښان,сирла
631,dunkel::A,تیاره,бодане
632,schwarz::A,تور,ӏаьржа
633,weiß::A,سپين,кӏайн
634,rot::A,سور,цӏен
635,gelb::A,زېړ,можа
636,blau::A,شین,сийна
637,blau::A,اسماني رنګه,сийна
638,grün::A,زرغون,баьццара
639,grau::A,خړ,cира
640,grau::A,خړ,мокха
641,bunt::A,رنګارنګ,къорза
642,billig::A,ارزان,дораха
643,teuer::A,ګران,деза
644,wertvoll::A,قیمتي,мехала
645,blind::A,ړوند,бӏаьрзе
646,taub::A,کوڼ,къора
647,kräftig::A,قوی,нуьцкъала
648,stark::A,قوی,зоьртала
649,stark::A,قوی,нуьцкъала
650,stark::A,تکړه,зоьртала
651,stark::A,تکړه,нуьцкъала
652,schwach::A,ضعیف,гӏорасиза
653,schwach::A,کمزوری,гӏорасиза
654,fett::A,چاغ,дерстана
655,schlank::A,خوش اندام,куц долу
656,hübsch::A,ښکلی,хаза
657,hübsch::A,ښایسته,хаза
658,böse::A,شریر,вон
659,böse::A,قهرناک,вон
660,dumm::A,احمق,сонта
661,faul::A,لټ,мало ен
662,faul::A,تنبل,мало ен
663,fleißig::A,زحمت کښ,тӏера
664,geizig::A,بخیل,пис
665,geizig::A,بخیل,сутара
666,klug::A,عاقل,хьекъале
667,klug::A,هوښیار,хьекъале
668,geschickt::A,ماهر,тӏахъаьлла
669,lieb::A,عزیز,хьоме
670,lieb::A,محبوب,хьоме
671,lustig::A,خوشحال,самукъане
672,sanft::A,پوست,кlеда
673,sanft::A,ملایم,кlеда
674,hungrig::A,وږی,меца
675,krank::A,مريض,цомгуш долу
676,krank::A,ناروغ,цомгуш долу
677,nackt::A,لوڅ,дерзана
678,traurig::A,غمجن,самукъане воцу
679,lebendig::A,ژوندی,дийна
680,gut::A,ښه,дика
681,schlecht::A,بد,вон
682,schlecht::A,خراب,вон
683,richtig::A,سم,нийса
684,richtig::A,صحیح,нийса
685,schlimm::A,بد,вон
686,schlimm::A,مخوف,вон
687,wahr::A,واقعي,бакъдолу
688,alt::A,زوړ,къена
689,neu::A,نوی,керла
690,ehemalig::A,پخوانی,хилла
691,alt[Lebewesen]::A,زوړ,къена
692,jung::A,ځوان,къона
693,arm::A,غریب,къен
694,arm::A,بې وزله,къен
695,reich::A,شتمن,хьоле
696,reich::A,دولتمند,хьоле
697,bekannt::A,اشنا,девзаш долу
698,berühmt::A,مشهور,цӏеяхана
699,fremd::A,پردی,нехан
700,fremd::A,بېګانه,нехан
701,verschieden::A,مختلف,тайп-тайпанара
702,nah::A,نژدې,гергара
703,fern::A,لیری,гена
704,fern::A,لیری,генара
705,linker::A,چپ,аьрру
706,linker::A,کیڼ,аьрру
707,rechter::A,ښی,аьтту
708,anderer::A,بل,кхин
709,erster::A,لومړی,хьалхара
710,zweiter::A,دوهم,шолгIа
711,dritter::A,درېم,кхоалгӏа
712,letzter::A,آخرنی,тӏаьххьара
713,letzter::A,وروستی,тӏаьххьара
714,allein::ADV,یوازې,цхьаъ
715,auf einmal::ADV,په یوه وخت کی,цу сохьтта
716,zusammen::ADV,یو ځای,цхьана
717,lange::ADV,ډېر وخت,дукха
718,lange::ADV,ډېره موده,дукха
719,plötzlich::ADV,ناببره,цIеххьана
720,plötzlich::ADV,یوناڅاپه,цIеххьана
721,sofort::ADV,فوراً,цу сохьтта
722,sofort::ADV,سمدلاسه,цу сохьтта
723,später::ADV,وروسته,тӏаьхьо
724,jetzt::ADV,اوس,хӏинца
725,heute::ADV,نن,тахана
726,morgen::ADV,سبا,кхана
727,bald::ADV,ژر,кеста
728,dann::ADV,پس,тӏаккха
729,dann::ADV,وروسته,тӏаккха
730,gestern::ADV,پرون,селхана
731,einst::ADV,پخوا,цкъа
732,damals::ADV,هغه وخت,хӏетахьь
733,danach::ADV,بیا,тӏаккха
734,vorher::ADV,دمخه,хьалхa
735,zuerst::ADV,لومړی,хьалха
736,einmal::ADV,یو ځل,цкъа
737,manchmal::ADV,ګاهی ګاهی,цкъаццкъа
738,oft::ADV,ډېر ځله,кест-кеста
739,immer::ADV,تل,даим
740,immer::ADV,همېشه,даим
741,niemals::ADV,هیڅکله نه,цкъа а
742,hier::ADV,دلته,кхузахь
743,hierhin::ADV,دلته,кхуза
744,hierhin::ADV,دې ځای ته,кхуза
745,von hier::ADV,د دې ځای نه,кхузара
746,dort::ADV,هلته,цигахь
747,dorthin::ADV,هلته,цига
748,dorthin::ADV,هغه ځای ته,цига
749,geradeaus::ADV,مخامخ,нийса дӏа
750,vorwärts::ADV,مخ پهٔ وړاندې,хьалха
751,rückwärts::ADV,بېرته,юха
752,zurück::ADV,بېرته,юха
753,unten::ADV,لاندي,лахахь
754,hinab::ADV,ښکته,охьа
755,oben::ADV,پورته,лакхахь
756,hinauf::ADV,پاس,хьала
757,überall::ADV,هره خوا,массанхьа
758,nicht::ADV,نه,ца
759,ein wenig::ADV,یو څه,кӏеззиг
760,kaum::ADV,ایله,халла
761,sehr::ADV,ډېر,вуно
762,sehr::ADV,زيات,вуно
763,so::ADV,داسې,
764,so::ADV,دومره,
765,noch::ADV,نور,кхин
