,Concept_ID,sk,bg
415,Rohr::N,rúra,цев
416,Rohr::N,rúra,тръба
417,Haus::N,dom,къща
418,Heim::N,domov,дом
419,Ofen::N,pec,печка
420,Ofen::N,kachle,печка
421,Fußboden::N,dlážka,под
422,Fußboden::N,podlaha,под
423,Tisch::N,stôl,маса
424,Stuhl::N,stolička,стол
425,Wiege::N,kolíska,люлка
426,Bett::N,lôžko,легло
427,Bett::N,lôžko,креват
428,Bett::N,posteľ,легло
429,Bett::N,posteľ,креват
430,Regal::N,regál,рафт
431,Regal::N,regál,етажерка
432,Regal::N,polica,рафт
433,Regal::N,polica,етажерка
434,Kiste::N,debna,кутия
435,Kiste::N,debna,сандък
436,Fenster::N,okno,прозорец
437,Fenster::N,oblok,прозорец
438,Tür::N,dvere,врата
439,Tor::N,vráta,врата
440,Zaun::N,plot,ограда
441,Zaun::N,ohrada,ограда
442,Dach::N,krov,покрив
443,Dach::N,strecha,покрив
444,Leiter::N,rebrík,стълба
445,Leiter::N,rebrina,стълба
446,Besen::N,metla,метла
447,Spaten::N,rýľ,лопата
448,Schaufel::N,lopata,лопата
449,Gabel::N,vidlička,вилица
450,Löffel::N,lyžica,лъжица
451,Messer::N,nôž,нож
452,Nagel::N,klinec,гвоздей
453,Netz::N,sieť,мрежа
454,Haken::N,hák,кука
455,Haken::N,hák,закачалка
456,Haken::N,háčik,кука
457,Haken::N,háčik,закачалка
458,Griff::N,rukoväť,ръчка
459,Griff::N,rukoväť,дръжка
460,Schloss::N,zámka,брава
461,Schloss::N,zámka,ключалка
462,Bild::N,obraz,картина
463,Figur::N,figúra,фигура
464,Puppe::N,bábka,кукла
465,Puppe::N,bábika,кукла
466,Beutel::N,vrece,кесия
467,Beutel::N,vrecko,кесия
468,Bündel::N,uzlík,връзка
469,Bündel::N,zväzok,връзка
470,Tasche::N,taška,чанта
471,Tasche::N,kabelka,чанта
472,Eimer::N,vedro,кофа
473,Deckel::N,vrchnák,капак
474,Deckel::N,vrchnák,похлупак
475,Deckel::N,pokrývka,капак
476,Deckel::N,pokrývka,похлупак
477,Geschirr::N,nádoba,съдове
478,Sack::N,mech,чувал
479,Sack::N,vrece,чувал
480,Tasse::N,šálka,чаша
481,Topf::N,hrniec,гърне
482,Topf::N,hrniec,тенджера
483,Kessel::N,kotol,котел
484,Essen::N,jedlo,ядене
485,Nahrung::N,strava,храна
486,Nahrung::N,potrava,храна
487,Speise::N,jedlo,ястие
488,Fleisch::N,mäso,месо
489,Getreide::N,obilie,зърнено храни
490,Brei::N,kaša,каша
491,Brot::N,chlieb,хляб
492,Scheibe::N,kotúč,резен
493,Scheibe::N,krajec,резен
494,Fett::N,tuk,мазнина
495,Fett::N,masť,мазнина
496,Butter::N,maslo,масло
497,Öl::N,olej,олио
498,Öl::N,olej,оливия
499,Salz::N,soľ,сол
500,Suppe::N,polievka,супа
501,Honig::N,med,мед
502,Milch::N,mlieko,мляко
503,Tee::N,čaj,чай
504,Leder::N,koža,кожа
505,Wolle::N,vlna,вълна
506,Stoff::N,súkno,плат
507,Stoff::N,súkno,материал
508,Nadel::N,ihla,игла
509,Faden::N,niť,конец
510,Faden::N,vlákno,конец
511,Knopf::N,gombík,копче
512,Knoten::N,uzol,възел
513,Farbe::N,farba,боя
514,Kleidung::N,šaty,дрехи
515,Kleidung::N,šaty,облекло
516,Kleidung::N,šatstvo,дрехи
517,Kleidung::N,šatstvo,облекло
518,Hemd::N,košeľa,риза
519,Kragen::N,golier,яка
520,Ärmel::N,rukáv,ръкав
521,Hose::N,nohavice,панталони
522,Gürtel::N,pás,пояс
523,Gürtel::N,pás,колан
524,Gürtel::N,opasok,пояс
525,Gürtel::N,opasok,колан
526,Mütze::N,čiapka,каскет
527,Mütze::N,čiapka,фуражка
528,Schuh::N,obuv,обувка
529,Schuh::N,topánka,обувка
530,Stiefel::N,čižma,ботуш
531,Ring::N,prsteň,пръстен
532,Band::N,stuha,лента
533,Band::N,stuha,връзка
534,Kamm::N,hrebeň,гребен
535,Spiegel::N,zrkadlo,огледало
536,Riemen::N,remeň,каиш
537,Riemen::N,remeň,ремък
538,Schnur::N,šnúra,връв
539,Leine::N,vodidlo,връв
540,Leine::N,vodidlo,въже
541,Decke::N,deka,покривка
542,Decke::N,prikrývka,покривка
543,Kissen::N,poduška,възглавница
544,Tuch::N,šatka,сукно
545,Handtuch::N,uterák,пешкир
546,Handtuch::N,uterák,кърпа за лице
547,Kraft::N,moc,мощ
548,Kraft::N,moc,сила
549,Stärke::N,sila,сила
550,Gesundheit::N,zdravie,здраве
551,Krankheit::N,nemoc,болест
552,Krankheit::N,choroba,болест
553,Schmerz::N,bolesť,болка
554,Wunde::N,rana,рана
555,Fieber::N,horúčka,треска
556,Fieber::N,horúčka,температура
557,Arznei::N,liek,лек
558,Arznei::N,liek,лекарство
559,Brücke::N,most,мост
560,Brunnen::N,studňa,чешма
561,Brunnen::N,studňa,кладенец
562,Weide::N,pastva,паша
563,Weide::N,pastva,пасище
564,Pfad::N,chodník,пътека
565,Weg::N,cesta,път
566,Straße::N,hradská,шосе
567,Dorf::N,dedina,село
568,Stadt::N,mesto,град
569,Brief::N,list,писмо
570,Buch::N,kniha,книга
571,Buchstabe::N,litera,буква
572,Buchstabe::N,písmeno,буква
573,Zeitung::N,noviny,вестник
574,Leben::N,život,живот
575,Tod::N,smrť,смърт
576,Grab::N,hrob,гроб
577,Kirche::N,kostol,църква
578,Sünde::N,hriech,грях
579,Gott::N,boh,бог
580,Arbeiter::N,robotník,работник
581,Arbeiter::N,pracnovík,работник
582,Chef::N,šéf,шеф
583,Chef::N,šéf,началник
584,Chef::N,riaditeľ,шеф
585,Chef::N,riaditeľ,началник
586,Meister::N,majster,майстор
587,Arzt::N,lekár,лекар
588,Lehrer::N,učiteľ,учител
589,Geld::N,peniaze,пари
590,Geschäft::N,obchod,сделка
591,Laden::N,obchod,дюкян
592,Laden::N,obchod,магазин
593,Preis::N,cena,цена
594,Ware::N,tovar,стока
595,Nutzen::N,osoh,полза
596,Nutzen::N,osoh,облага
597,Nutzen::N,úžitok,полза
598,Nutzen::N,úžitok,облага
599,Reichtum::N,bohatstvo,богатство
600,Welt::N,svet,свят
601,Land::N,územie,страна
602,Land::N,krajina,страна
603,Staat::N,štát,щат
604,Staat::N,štát,държава
605,König::N,kráľ,крал
606,Macht::N,moc,мощ
607,Macht::N,moc,власт
608,Macht::N,mocnosť,мощ
609,Macht::N,mocnosť,власт
610,Grenze::N,hranica,граница
611,Krieg::N,vojna,война
612,Feind::N,nepriateľ,враг
613,Feind::N,nepriateľ,неприятел
614,Gewalt::N,násilie,сила
615,Gewalt::N,násilie,насилие
616,Kampf::N,boj,борба
617,Kampf::N,boj,сражение
618,Bogen[Waffe]::N,luk,лък
619,Pfeil::N,šíp,стрела
620,Pfeil::N,strela,стрела
621,Gewehr::N,puška,пушка
622,Fehler::N,omyl,грешка
623,Fehler::N,chyba,грешка
624,Lüge::N,lož,лъжа
625,Schaden::N,ujma,повреда
626,Schaden::N,škoda,повреда
627,Unglück::N,nešťastie,нещастие
628,Schuld::N,vina,вина
629,Schuld::N,previnenie,вина
630,Alter::N,vek,възраст
631,Schluss::N,záver,край
632,Schluss::N,koniec,край
633,Zeit::N,čas,време
634,Tag::N,deň,ден
635,Morgen::N,ráno,утро
636,Morgen::N,ráno,сутрин
637,Mittag::N,poludnie,обед
638,Mittag::N,poludnie,пладне
639,Abend::N,večer,вечер
640,Nacht::N,noc,нощ
641,Woche::N,týždeň,седмица
642,Monat::N,mesiac,месец
643,Jahr::N,rok,година
644,Frühling::N,jar,пролет
645,Sommer::N,leto,лято
646,Herbst::N,jeseň,есен
647,Winter::N,zima,зима
648,Januar::N,január,януари
649,Februar::N,február,февруари
650,März::N,marec,март
651,April::N,apríl,април
652,Mai::N,máj,май
653,Juni::N,jún,юни
654,Juli::N,júl,юли
655,August::N,august,август
656,September::N,september,септември
657,Oktober::N,október,октомври
658,November::N,november,ноември
659,Dezember::N,december,декември
660,Montag::N,pondelok,понеделник
661,Dienstag::N,utorok,вторник
662,Mittwoch::N,streda,сряда
663,Donnerstag::N,štvrtok,четвъртък
664,Freitag::N,piatok,петък
665,Samstag::N,sobota,събота
666,Sonntag::N,nedeľa,неделя
667,groß::A,veľký,едър
668,groß::A,veľký,голям
669,klein::A,malý,малък
670,klein::A,malý,дребен
671,lang::A,dlhý,дълъг
672,kurz::A,krátky,къс
673,breit::A,široký,широк
674,schmal::A,úzky,тесен
675,dicht::A,hustý,гъст
676,dick[Gegenstand]::A,tlstý,дебел
677,dünn::A,tenký,тънък
678,fein::A,jemný,фин
679,fein::A,jemný,тънък
680,fest::A,pevný,твърд
681,fest::A,pevný,плътен
682,flach::A,rovný,равен
683,flach::A,rovný,плосък
684,flach::A,plochý,равен
685,flach::A,plochý,плосък
686,glatt::A,hladký,гладък
687,hart::A,tvrdý,твърд
688,hart::A,tvrdý,корав
689,weich::A,mäkký,мек
690,rund::A,guľatý,кръгъл
691,rund::A,okrúhly,кръгъл
692,spitz::A,končitý,островръх
693,scharf::A,ostrý,остър
694,stumpf::A,tupý,тъп
695,schwer::A,ťažký,тежък
696,schön::A,pekný,хубав
697,schön::A,pekný,красив
698,schön::A,krásny,хубав
699,schön::A,krásny,красив
700,heiß::A,horúci,жарък
701,warm::A,teplý,топъл
702,kalt::A,studený,студен
703,kühl::A,chladný,хладен
704,frisch::A,svieži,свеж
705,feucht::A,vlhký,влажен
706,feucht::A,zvlhnutý,влажен
707,nass::A,mokrý,мокър
708,trocken::A,suchý,сух
709,voll::A,plný,пълен
710,leer::A,prázdny,празен
711,offen::A,otvorený,откровен
712,geschlossen::A,zavretý,закрит
713,geschlossen::A,zavretý,затворен
714,sauber::A,čistý,чист
715,schmutzig::A,špinavý,мръсен
716,roh::A,surový,суров
717,reif::A,zrelý,зрял
718,lecker::A,chutný,вкусен
719,süß::A,sladký,сладък
720,bitter::A,horký,горчив
721,sauer::A,kyslý,кисел
722,hell::A,jasný,ясен
723,hell::A,jasný,светъл
724,hell::A,svetlý,ясен
725,hell::A,svetlý,светъл
726,dunkel::A,temný,тъмен
727,schwarz::A,čierny,черен
728,weiß::A,biely,бял
729,rot::A,červený,червен
730,gelb::A,žltý,жълт
731,blau::A,modrý,син
732,blau::A,belasý,син
733,grün::A,zelený,зелен
734,grau::A,šedý,сив
735,bunt::A,pestrý,шарен
736,bunt::A,pestrý,пъстър
737,billig::A,lacný,евтин
738,teuer::A,drahý,скъп
739,wertvoll::A,cenný,ценен
740,blind::A,slepý,сляп
741,taub::A,hluchý,глух
742,kräftig::A,silný,силен
743,stark::A,silný,здрав
744,stark::A,silný,силен
745,schwach::A,slabý,слаб
746,schwach::A,bezvládny,слаб
747,fett::A,tučný,тлъст
748,schlank::A,štíhly,тънък
749,schlank::A,štíhly,строен
750,hübsch::A,šumný,хубав
751,hübsch::A,švárny,хубав
752,böse::A,zlý,зъл
753,dumm::A,hlúpy,глупав
754,faul::A,lenivý,ленив
755,faul::A,lenivý,мързелив
756,fleißig::A,snaživý,прилежен
757,fleißig::A,usilovný,прилежен
758,geizig::A,skupý,скъпернически
759,geizig::A,lakomý,скъпернически
760,klug::A,múdry,умен
761,klug::A,múdry,разумен
762,klug::A,bystrý,умен
763,klug::A,bystrý,разумен
764,geschickt::A,zručný,умел
765,geschickt::A,zručný,сръчен
766,geschickt::A,šikovný,умел
767,geschickt::A,šikovný,сръчен
768,lieb::A,milý,мил
769,lieb::A,milý,драг
770,lustig::A,veselý,весел
771,sanft::A,nežný,нежен
772,sanft::A,nežný,кротък
773,hungrig::A,lačný,гладен
774,hungrig::A,hladný,гладен
775,krank::A,chorý,болен
776,krank::A,nemocný,болен
777,nackt::A,nahý,гол
778,traurig::A,smutný,тъжен
779,traurig::A,smutný,печален
780,lebendig::A,živý,жив
781,gut::A,dobrý,добър
782,schlecht::A,zlý,лош
783,richtig::A,správny,правилен
784,schlimm::A,zlý,лош
785,schlimm::A,nepríjemný,лош
786,wahr::A,pravý,верен
787,wahr::A,pravý,истински
788,wahr::A,pravdivý,верен
789,wahr::A,pravdivý,истински
790,alt::A,starý,стар
791,alt::A,starý,древен
792,neu::A,nový,нов
793,ehemalig::A,bývalý,бивш
794,alt[Lebewesen]::A,starý,стар
795,jung::A,mladý,млад
796,arm::A,chudobný,беден
797,reich::A,bohatý,богат
798,bekannt::A,známy,познат
799,bekannt::A,známy,известен
800,berühmt::A,slávny,почут
801,berühmt::A,slávny,известен
802,berühmt::A,povestný,почут
803,berühmt::A,povestný,известен
804,fremd::A,cudzí,чужд
805,verschieden::A,rôzny,разен
806,verschieden::A,rôzny,различен
807,verschieden::A,rozličný,разен
808,verschieden::A,rozličný,различен
809,nah::A,blízky,близък
810,fern::A,ďaleký,далечен
811,linker::A,ľavý,ляв
812,rechter::A,pravý,прав
813,anderer::A,iný,друг
814,anderer::A,druhý,друг
815,erster::A,prvý,пръв
816,erster::A,prvý,първи
817,zweiter::A,druhý,втори
818,dritter::A,tretí,трети
819,letzter::A,ostatný,последен
820,letzter::A,posledný,последен
821,allein::ADV,sám,само
822,auf einmal::ADV,zároveň,същевременно
823,zusammen::ADV,spolu,заедно
824,zusammen::ADV,spoločne,заедно
825,lange::ADV,dlho,дълго
826,plötzlich::ADV,náhle,изведнъж
827,sofort::ADV,hneď,веднага
828,sofort::ADV,ihneď,веднага
829,später::ADV,neskoršie,по-късно
830,jetzt::ADV,teraz,сега
831,heute::ADV,dnes,днес
832,morgen::ADV,zajtra,утре
833,bald::ADV,skoro,скоро
834,dann::ADV,nato,после
835,dann::ADV,nato,тогава
836,dann::ADV,potom,после
837,dann::ADV,potom,тогава
838,gestern::ADV,včera,вчера
839,einst::ADV,kedysi,някога
840,einst::ADV,niekedy,някога
841,damals::ADV,vtedy,тогава
842,danach::ADV,potom,после
843,danach::ADV,potom,след това
844,danach::ADV,podľa toho,после
845,danach::ADV,podľa toho,след това
846,vorher::ADV,napred,преди
847,vorher::ADV,napred,преди това
848,vorher::ADV,predtým,преди
849,vorher::ADV,predtým,преди това
850,zuerst::ADV,najprv,най-напред
851,einmal::ADV,raz,веднъж
852,einmal::ADV,raz,един път
