,Concept_ID,tr,mn
301,Ehemann::N,koca,нөхөр
302,Ehefrau::N,karı,эхнэр
303,Ehefrau::N,karı,гэргий
304,Freude::N,neşe,баяр
305,Freude::N,neşe,баясгалан
306,Freude::N,sevinç,баяр
307,Freude::N,sevinç,баясгалан
308,Gelächter::N,gülme,инээдэм
309,Gelächter::N,kahkaha,инээдэм
310,Glück::N,mutluluk,жаргалан
311,Kummer::N,dert,гаслан
312,Kummer::N,keder,гаслан
313,Wunsch::N,arzu,ерөөл
314,Wunsch::N,istek,ерөөл
315,Lust::N,arzu,дур
316,Lust::N,arzu,хүсэл
317,Lust::N,heves,дур
318,Lust::N,heves,хүсэл
319,Geist::N,tin,оюун
320,Gedanke::N,fikir,сэтгэл
321,Gedanke::N,düşünce,сэтгэл
322,Gedächtnis::N,bellek,ой
323,Gedächtnis::N,bellek,цээж
324,Verstand::N,zekâ,ухаан
325,Sinn::N,anlam,утга
326,Grund::N,sebep,учир
327,Wahrheit::N,doğruluk,үнэн
328,Wahrheit::N,gerçeklik,үнэн
329,Gespräch::N,görüşme,яриа
330,Märchen::N,masal,явган үлгэр
331,Erzählung::N,öykü,тууж
332,Erzählung::N,hikâye,тууж
333,Nachricht::N,haber,мэдээ
334,Neuigkeit::N,haber,сонин
335,Name::N,ad,нэр
336,Name::N,isim,нэр
337,Rätsel::N,bilmece,оньсого
338,Rede::N,söylev,хэлсэн үг
339,Rede::N,konuşma,хэлсэн үг
340,Sprache::N,dil,хэл
341,Sprache::N,lisan,хэл
342,Stimme::N,ses,дуу
343,Wort::N,kelime,үг
344,Zeichen::N,işaret,тамга
345,Zeichen::N,işaret,тэмдэг
346,Ruf::N,çağırma,дуудлага
347,Lärm::N,şamata,шуугиан
348,Lärm::N,şamata,чимээ
349,Lärm::N,gürültü,шуугиан
350,Lärm::N,gürültü,чимээ
351,Laut::N,ses,анир
352,Laut::N,ses,дуу
353,Ton::N,ses,авиа
354,Ton::N,ses,аялгуу
355,Lied::N,türkü,дуу
356,Ruhe::N,sakinlik,энх
357,Ruhe::N,sakinlik,тайван
358,Leute::N,halk,хүмүүс
359,Leute::N,insanlar,хүмүүс
360,Volk::N,ulus,улс
361,Volk::N,millet,улс
362,Arbeit::N,iş,ажил
363,Arbeit::N,iş,хөдөлмөр
364,Arbeit::N,çalışma,ажил
365,Arbeit::N,çalışma,хөдөлмөр
366,Gast::N,konuk,зочин
367,Gast::N,konuk,айлчин
368,Gast::N,misafir,зочин
369,Gast::N,misafir,айлчин
370,Geschenk::N,hediye,бэлэг
371,Geschenk::N,armağan,бэлэг
372,Spiel::N,oyun,наадам
373,Spiel::N,oyun,тоглоом
374,Gesellschaft::N,çevre,хамт байх
375,Gesellschaft::N,arkadaşlık,хамт байх
376,Hilfe::N,yardım,тусламж
377,Freund::N,dost,найз
378,Freund::N,dost,нөхөр
379,Freund::N,arkadaş,найз
380,Freund::N,arkadaş,нөхөр
381,Kamerad::N,arkadaş,хань
382,Kamerad::N,arkadaş,нөхөр
383,Angelegenheit::N,iş,хэрэг
384,Angelegenheit::N,husus,хэрэг
385,Anzahl::N,sayı,тоо
386,Art::N,çeşit,төрөл
387,Art::N,çeşit,янз
388,Stück::N,tane,хэсэг
389,Stück::N,parça,хэсэг
390,Teil::N,kısım,хувь
391,Teil::N,kısım,хэсэг
392,Hälfte::N,yarı,хагас
393,Kreis::N,daire,тойрог
394,Kreis::N,daire,хүрээ
395,Kreuz::N,haç,загалмай
396,Linie::N,hat,шугам
397,Linie::N,çizgi,шугам
398,Strich::N,çizgi,зураас
399,Abstand::N,aralık,зай
400,Entfernung::N,mesafe,зай
401,Entfernung::N,mesafe,хол ойр
402,Entfernung::N,uzaklık,зай
403,Entfernung::N,uzaklık,хол ойр
404,Gegend::N,yöre,хавь
405,Gegend::N,yöre,газар
406,Platz::N,yer,зай
407,Platz::N,yer,завсар
408,Ort::N,yer,газар
409,Ort::N,yer,байр
410,Seite::N,yan,тал
411,Seite::N,yan,этгээд
412,Seite::N,taraf,тал
413,Seite::N,taraf,этгээд
414,Mitte::N,orta,төв
415,Mitte::N,orta,дунд
416,Mitte::N,merkez,төв
417,Mitte::N,merkez,дунд
418,Gegenstand::N,şey,юм
419,Sache::N,iş,үйл
420,Sache::N,iş,хэрэг
421,Sache::N,şey,үйл
422,Sache::N,şey,хэрэг
423,Rand::N,kenar,зах
424,Rand::N,kenar,хөвөө
425,Kante::N,kenar,ирмэг
426,Ecke::N,köşe,өнцөг
427,Spitze::N,uç,үзүүр
428,Spitze::N,baş,үзүүр
429,Ende::N,uç,зах
430,Ende::N,uç,үзүүр
431,Loch::N,oyuk,цоорхой
432,Loch::N,oyuk,онгорхой
433,Loch::N,delik,цоорхой
434,Loch::N,delik,онгорхой
435,Winkel::N,köşe,өнцөг
436,Muster::N,örnek,хээ
437,Muster::N,örnek,угалз
438,Größe::N,büyüklük,хэмжээ
439,Länge::N,uzunluk,урт
440,Höhe::N,yükseklik,өндөр
441,Gewicht::N,ağırlık,жин
442,Menge::N,miktar,тоо
443,Haufen::N,küme,бөөн
444,Haufen::N,yığın,бөөн
445,Reihe::N,sıra,эгнээ
446,Boot::N,kayık,завь
447,Boot::N,sandal,завь
448,Ruder::N,kürek,сэлүүр
449,Schlitten::N,kızak,чарга
450,Ski::N,kayak,цана
451,Lagerfeuer::N,kamp ateşi,түүдэг
452,Last::N,yük,ачаа
453,Gang::N,gidiş,явдал
454,Gang::N,yürüyüş,явдал
455,Schritt::N,adım,алхам
456,Norden::N,kuzey,умар
457,Süden::N,güney,урд
458,Süden::N,güney,өмнө
459,Westen::N,batı,өрнө
460,Westen::N,batı,баруун
461,Osten::N,doğu,зүүн
462,Osten::N,doğu,дорно
463,Holz::N,ağaç,мод
464,Holz::N,tahta,мод
465,Brett::N,tahta,банз
466,Platte::N,levha,хавтан
467,Stütze::N,dayak,тулгуур
468,Stütze::N,dayak,тулга
469,Stütze::N,destek,тулгуур
470,Stütze::N,destek,тулга
471,Stange::N,çubuk,сургааг
472,Stock::N,sopa,саваа
473,Stock::N,değnek,саваа
474,Stab::N,sırık,таяг
475,Stab::N,baston,таяг
476,Rohr::N,boru,хоолой
477,Haus::N,ev,гэр
478,Haus::N,ev,байшин
479,Heim::N,ev,гэр
480,Heim::N,yurt,гэр
481,Ofen::N,soba,зуух
482,Ofen::N,soba,пийшин
483,Fußboden::N,taban,шал
484,Fußboden::N,döşeme,шал
485,Tisch::N,masa,ширээ
486,Stuhl::N,iskemle,сандал
487,Stuhl::N,sandalye,сандал
488,Wiege::N,beşik,өлгий
489,Bett::N,yatak,ор
490,Regal::N,raf,тавиур
491,Kiste::N,sandık,авдар
492,Kiste::N,sandık,хайрцаг
493,Fenster::N,pencere,гэгээвч
494,Tür::N,kapı,үүд
495,Tür::N,kapı,хаалга
496,Tor::N,kapı,хаалга
497,Zaun::N,çit,хашаа
498,Dach::N,dam,дээвэр
499,Dach::N,çatı,дээвэр
500,Leiter::N,merdiven,шат
501,Besen::N,süpürge,хамуур
502,Besen::N,süpürge,туужуу
503,Spaten::N,bel,хүрз
504,Schaufel::N,kürek,хүрз
505,Gabel::N,çatal,сэрээ
506,Löffel::N,kaşık,халбага
507,Messer::N,bıçak,хутга
508,Nagel::N,çivi,хадаас
509,Netz::N,ağ,өөш
510,Netz::N,ağ,тор
511,Haken::N,çengel,гох
512,Griff::N,kulp,иш
513,Griff::N,kulp,сэнж
514,Griff::N,tutamak,иш
515,Griff::N,tutamak,сэнж
516,Schloss::N,kilit,цуурга
517,Schloss::N,kilit,цоож
518,Bild::N,imaj,зураг
519,Bild::N,resim,зураг
520,Figur::N,şekil,баримал
521,Figur::N,heykel,баримал
522,Puppe::N,kukla,хүүхэлдэй
523,Beutel::N,kese,агсаа
524,Beutel::N,kese,уут
525,Beutel::N,torba,агсаа
526,Beutel::N,torba,уут
527,Bündel::N,deste,боодол
528,Tasche::N,çanta,цүнх
529,Eimer::N,kova,хөнөг
530,Eimer::N,kova,хувин
531,Deckel::N,kapak,таг
532,Deckel::N,kapak,хавхаг
533,Geschirr::N,kap kacak,сав суулга
534,Sack::N,torba,шуудай
535,Tasse::N,fincan,аяга
536,Topf::N,tencere,тогоо
537,Kessel::N,kazan,тогоо
538,Essen::N,yemek,идээ
539,Nahrung::N,gıda,хүнс
540,Nahrung::N,besin,хүнс
541,Speise::N,yemek,идээ
542,Fleisch::N,et,мах
543,Getreide::N,tahıl,будаа
544,Getreide::N,hububat,будаа
545,Brei::N,ezme,богшмол
546,Brei::N,ezme,будаа
547,Brot::N,ekmek,талх
548,Scheibe::N,dilim,зүсэм
549,Scheibe::N,dilim,хэрчим
550,Fett::N,yağ,өөх
551,Butter::N,tereyağı,тос
552,Öl::N,yağ,тос
553,Öl::N,akar yağ,тос
554,Salz::N,tuz,давс
555,Suppe::N,çorba,шөл
556,Honig::N,bal,бал
557,Milch::N,süt,сүү
558,Tee::N,çay,цай
559,Leder::N,deri,арьс
560,Leder::N,deri,савхи
561,Leder::N,meşin,арьс
562,Leder::N,meşin,савхи
563,Wolle::N,yün,ноос
564,Wolle::N,yün,унгас
565,Stoff::N,kumaş,бөс
566,Nadel::N,iğne,зүү
567,Faden::N,tire,боолт
568,Faden::N,tire,утас
569,Faden::N,iplik,боолт
570,Faden::N,iplik,утас
571,Knopf::N,düğme,товч
572,Knoten::N,düğüm,зангилаа
573,Farbe::N,boya,будаг
574,Kleidung::N,giyim,хувцас
575,Hemd::N,gömlek,цамц
576,Kragen::N,yaka,зах заам
577,Ärmel::N,yen,ханцуй
578,Ärmel::N,elbise kolu,ханцуй
579,Hose::N,pantolon,өмд
580,Gürtel::N,kuşak,бүс
581,Mütze::N,bere,малгай
582,Mütze::N,bere,бүрх
583,Mütze::N,kasket,малгай
584,Mütze::N,kasket,бүрх
585,Schuh::N,kundura,туфли
586,Schuh::N,ayakkabı,туфли
587,Stiefel::N,çizme,гутал
588,Ring::N,yüzük,бөгж
589,Band::N,bağ,тууз
590,Band::N,şerit,тууз
591,Kamm::N,tarak,сам
592,Spiegel::N,ayna,толь
593,Riemen::N,kayış,тасам
594,Riemen::N,kayış,сур
595,Schnur::N,ip,татлага
596,Schnur::N,sicim,татлага
597,Leine::N,kayış,оосор
598,Decke::N,örtü,хөнжил
599,Decke::N,örtü,хучлага
600,Decke::N,yorgan,хөнжил
601,Decke::N,yorgan,хучлага
602,Kissen::N,yastık,дэр
603,Tuch::N,bez,алчуур
604,Tuch::N,bez,даавуу
605,Handtuch::N,havlu,алчуур
606,Kraft::N,güç,чадал
607,Kraft::N,güç,хүч
608,Kraft::N,kuvvet,чадал
609,Kraft::N,kuvvet,хүч
610,Stärke::N,kuvvet,эрч
611,Stärke::N,kuvvet,тэнхээ
612,Gesundheit::N,sağlık,бие
613,Gesundheit::N,sağlık,эрүүл мэнд
614,Krankheit::N,hastalık,эмгэг
615,Schmerz::N,ağrı,өвчин
616,Schmerz::N,sancı,өвчин
617,Wunde::N,yara,шарх
618,Fieber::N,ateş,халуун
619,Arznei::N,ilâç,эм
620,Brücke::N,köprü,гүүр
621,Brunnen::N,kuyu,худаг
622,Brunnen::N,çeşme,худаг
623,Weide::N,otlak,бэлчээр
624,Pfad::N,patika,жим
625,Pfad::N,patika,зөрөг
626,Pfad::N,keçiyolu,жим
627,Pfad::N,keçiyolu,зөрөг
628,Weg::N,yol,зам
629,Weg::N,yol,харгуй
630,Straße::N,yol,зам
631,Straße::N,yol,харгуй
632,Straße::N,cadde,зам
633,Straße::N,cadde,харгуй
634,Dorf::N,köy,тосгон
635,Dorf::N,köy,гацаа
636,Stadt::N,kent,хот
637,Stadt::N,şehir,хот
638,Brief::N,mektup,захидал
639,Brief::N,mektup,захиа
640,Buch::N,kitap,ном
641,Buch::N,kitap,бичиг
642,Buchstabe::N,harf,үсэг
643,Zeitung::N,gazete,сонин
644,Leben::N,hayat,амь
645,Leben::N,hayat,амьдрал
646,Tod::N,ölüm,үхэл
647,Grab::N,kabir,булш
648,Kirche::N,kilise,сүм
649,Sünde::N,günah,нүгэл
650,Sünde::N,günah,хилэнц
651,Gott::N,tanrı,бурхан
652,Arbeiter::N,işçi,ажилчин
653,Arbeiter::N,işçi,хөдөлмөрчин
654,Chef::N,şef,дарга
655,Chef::N,müdür,дарга
656,Meister::N,usta,дархан
657,Arzt::N,hekim,эмч
658,Arzt::N,doktor,эмч
659,Lehrer::N,hoca,багш
660,Lehrer::N,öğretmen,багш
661,Geld::N,para,цаас
662,Geld::N,para,мөнгө
663,Geschäft::N,ticaret,наймаа
664,Laden::N,dükkân,дэлгүүр
665,Preis::N,fiyat,үнэ
666,Ware::N,mal,таваар
667,Ware::N,mal,бараа
668,Nutzen::N,fayda,ашиг
669,Reichtum::N,servet,баялаг
670,Reichtum::N,zenginlik,баялаг
671,Welt::N,dünya,дэлхий
672,Welt::N,dünya,орчлон
673,Land::N,ülke,улс
674,Land::N,ülke,орон
675,Staat::N,devlet,төр
676,Staat::N,devlet,гүрэн
677,König::N,kral,ван
678,Macht::N,kudret,засаг
679,Macht::N,iktidar,засаг
680,Grenze::N,had,хил
681,Grenze::N,sınır,хил
682,Krieg::N,savaş,дайн
683,Feind::N,düşman,дайсан
684,Gewalt::N,zor,хүчирхэх
685,Gewalt::N,cebir,хүчирхэх
686,Kampf::N,savaş,тэмцэл
687,Kampf::N,savaş,байлдаан
688,Bogen[Waffe]::N,yay,нум
689,Pfeil::N,ok,годил
690,Pfeil::N,ok,сум
691,Gewehr::N,tüfek,буу
692,Fehler::N,hata,эндэл
693,Fehler::N,hata,алдаа
694,Fehler::N,yanlış,эндэл
695,Fehler::N,yanlış,алдаа
696,Lüge::N,yalan,худал
697,Schaden::N,zarar,хор
698,Schaden::N,zarar,хөнөөл
699,Unglück::N,felâket,гай
700,Unglück::N,felâket,гамшиг
701,Unglück::N,talihsizlik,гай
702,Unglück::N,talihsizlik,гамшиг
703,Schuld::N,suç,гэм
704,Schuld::N,suç,буруу
705,Schuld::N,kabahat,гэм
706,Schuld::N,kabahat,буруу
707,Alter::N,yaş,нас
708,Schluss::N,son,эцэс
709,Schluss::N,son,төгсгөл
710,Zeit::N,zaman,цаг
711,Tag::N,gün,өдөр
712,Morgen::N,sabah,өглөө
713,Mittag::N,öğle,үд
714,Abend::N,akşam,үдэш
715,Nacht::N,gece,шөнө
716,Woche::N,hafta,долоо хоног
717,Monat::N,ay,сар
718,Jahr::N,yıl,жил
719,Jahr::N,sene,жил
720,Frühling::N,ilkbahar,хавар
721,Sommer::N,yaz,зун
722,Herbst::N,güz,намар
723,Herbst::N,sonbahar,намар
724,Winter::N,kış,өвөл
725,Januar::N,ocak,нэгдүгээр сар
726,Februar::N,şubat,хоёрдугаар сар
727,März::N,mart,гуравдугаар сар
728,April::N,nisan,дөрөвдүгээр сар
729,Mai::N,mayıs,тавдугаар сар
730,Juni::N,haziran,зургаадугаар сар
731,Juli::N,temmuz,долдугаар сар
732,August::N,ağustos,наймдугаар сар
733,September::N,eylül,есдүгээр сар
734,Oktober::N,ekim,аравдугаар сар
735,November::N,kasım,арван нэгдүгээр сар
736,Dezember::N,aralık,арван хоёрдугаар сар
737,Montag::N,pazartesi,даваа
738,Dienstag::N,salı,мягмар
739,Mittwoch::N,çarşamba,лхагва
740,Donnerstag::N,perşembe,пүрэв
741,Freitag::N,cuma,баасан
742,Samstag::N,cumartesi,бямба
743,Sonntag::N,pazar,ням
744,groß::A,büyük,их
745,groß::A,büyük,том
746,klein::A,ufak,бага
747,klein::A,ufak,жаахан
748,klein::A,küçük,бага
749,klein::A,küçük,жаахан
750,lang::A,uzun,урт
751,kurz::A,kısa,охор
752,kurz::A,kısa,богино
753,breit::A,enli,өргөн
754,breit::A,geniş,өргөн
755,schmal::A,dar,уйтан
756,schmal::A,dar,нарийн
757,dicht::A,sık,нягт
758,dicht::A,sık,чигжүү
759,dicht::A,yoğun,нягт
760,dicht::A,yoğun,чигжүү
761,dick[Gegenstand]::A,kalın,зузаан
762,dick[Gegenstand]::A,iri,зузаан
763,dünn::A,ince,нимгэн
764,fein::A,ince,нарийн
765,fein::A,narin,нарийн
766,fest::A,sabit,бөх
767,fest::A,sabit,хатуу
768,fest::A,sağlam,бөх
769,fest::A,sağlam,хатуу
770,flach::A,düz,хавтгай
771,flach::A,yassı,хавтгай
772,glatt::A,düz,цагаан
773,hart::A,katı,хатуу
774,weich::A,yumuşak,зөөлөн
775,rund::A,yuvarlak,дугуй
776,rund::A,yuvarlak,дугариг
777,spitz::A,sivri,шовх
778,spitz::A,sivri,шовгор
779,scharf::A,keskin,хурц
780,scharf::A,keskin,иртэй
781,stumpf::A,kör,мохоо
782,schwer::A,ağır,хүнд
783,schön::A,güzel,гуа
784,schön::A,güzel,сайхан
785,heiß::A,kızgın,халуун
786,warm::A,sıcak,дулаан
787,kalt::A,soğuk,хүйтэн
788,kühl::A,serin,сэрүүн
789,frisch::A,taze,эрүүл
790,frisch::A,taze,жихүүн
791,feucht::A,nemli,чийгтэй
792,feucht::A,rutubetli,чийгтэй
793,nass::A,yaş,нойтон
794,nass::A,ıslak,нойтон
795,trocken::A,kuru,хатсан
796,voll::A,dolu,дүүрэн
797,voll::A,dolmuş,дүүрэн
798,leer::A,boş,хоосон
799,offen::A,açık,онгорхой
