,Concept_ID,av,tr
758,berühmt::A,машгьураб,ünlü
759,berühmt::A,машгьураб,meşhur
760,fremd::A,чияр,yabancı
761,verschieden::A,батӏи-батӏияб,ayrı
762,verschieden::A,батӏи-батӏияб,farklı
763,nah::A,гӏагарда бугеб,yakın
764,nah::A,гӏагарда бугеб,bitişik
765,fern::A,рикӏкӏадаб,uzak
766,linker::A,квегӏаб,sol
767,rechter::A,кваранаб,sağ
768,anderer::A,батӏияб,diğer
769,erster::A,тӏоцебесеб,ilk
770,erster::A,тӏоцебесеб,birinci
771,zweiter::A,кӏиабилеб,ikinci
772,dritter::A,лъабабилеб,üçüncü
773,letzter::A,ахирисеб,son
774,letzter::A,ахирисеб,sonuncu
775,allein::ADV,ялгъузго,yalnız
776,allein::ADV,ялгъузго,tek başına
777,auf einmal::ADV,цихӏинтӏаго,birden
778,zusammen::ADV,цойида,beraber
779,zusammen::ADV,цойида,birlikte
780,plötzlich::ADV,цойидасанго,ansızın
781,plötzlich::ADV,цойидасанго,birdenbire
782,sofort::ADV,гьебсагӏат,hemen
783,sofort::ADV,гьебсагӏат,derhal
784,jetzt::ADV,гьанже,şimdi
785,heute::ADV,жакъа,bugün
786,morgen::ADV,метер,yarın
787,bald::ADV,гьабсагӏаталъ,yakında
788,dann::ADV,цинги,sonra
789,gestern::ADV,сон,dün
790,einst::ADV,цин,eskiden
791,damals::ADV,гьебмехалъ,o zamanlar
792,damals::ADV,гьебмехалда,o zamanlar
793,danach::ADV,цинги,sonradan
794,danach::ADV,цинги,ondan sonra
795,danach::ADV,хадуса,sonradan
796,danach::ADV,хадуса,ondan sonra
797,vorher::ADV,цебе,önce
798,vorher::ADV,цебе,önceden
799,zuerst::ADV,тӏоцебе,ilk önce
800,einmal::ADV,цинцӏул,bir defa
801,einmal::ADV,цихӏин,bir defa
802,einmal::ADV,цоцӏул,bir defa
803,manchmal::ADV,олоцӏул,bazan
804,oft::ADV,гӏемерго,sık sık
805,oft::ADV,гӏемерго,çok defa
806,immer::ADV,кидаго,daima
807,immer::ADV,кидаго,her zaman
808,niemals::ADV,киданиги,asla değil
809,niemals::ADV,киданиги,hiçbir zaman
810,hier::ADV,аниб,burada
811,hierhin::ADV,анибехун,buraya
812,von hier::ADV,гьаниса,buradan
813,dort::ADV,гьениб,orada
814,dort::ADV,гьениб,şurada
815,dorthin::ADV,гьадаба,oraya
816,dorthin::ADV,гьадаба,şuraya
817,geradeaus::ADV,битӏутӏа,doğru
818,vorwärts::ADV,цебехун,ileri
819,rückwärts::ADV,нахъ-нахъ,geri
820,zurück::ADV,нахъе,geriye
821,unten::ADV,ахакь,aşağıda
822,unten::ADV,гъоркь,aşağıda
823,hinab::ADV,эхебе,aşağıya
824,oben::ADV,тӏад,yukarıda
825,oben::ADV,тӏадехун,yukarıda
826,hinauf::ADV,эхеде,yukarı
827,hinauf::ADV,эхеде,yukarıya
828,überall::ADV,кибго,her yerde
829,ein wenig::ADV,дагьабго,biraz
830,kaum::ADV,хӏалалъ,dar
831,kaum::ADV,хӏалалъ,hemen hemen değil
832,sehr::ADV,кутакалда,pek
833,sehr::ADV,кутакалда,gayet
834,so::ADV,гьедин,öyle
835,so::ADV,гьедин,böyle
836,noch::ADV,жеги,hâlâ
837,noch::ADV,жеги,henüz
838,nur::ADV,гӏӣцӏго,ancak
839,nur::ADV,гӏӣцӏго,yalnız
840,wieder::ADV,на́хъеги,tekrar
841,wieder::ADV,на́хъеги,yeniden
842,vergebens::ADV,чӏалгӏаде,boşuna
843,vor::PRP,цебе,önünde
844,hinter::PRP,хадуса,arkasında
845,unter::PRP,ахакь,altında
846,unter::PRP,гъоркь,altında
847,neben::PRP,аскӏо,yanında
848,zwischen::PRP,гьоркьоб,arasında
849,wegen::PRP,гьелда,dolayı
850,dies::PRN,гьаб,bu
851,dies::PRN,гьеб,bu
852,das::PRN,доб,o
853,das::PRN,доб,şu
854,ich::PRN,дун,ben
855,du::PRN,дуца,sen
856,er::PRN,доб,o
857,wir::PRN,ниж,biz
858,ihr::PRN,нуж,siz
859,sie::PRN,дол,onlar
860,sie::PRN,эл,onlar
861,was::FPRN,щиб,ne
862,wer::FPRN,щиб,kim
863,wo::FADV,киб,nerede
864,wo::FADV,кибехун,nerede
865,wohin::FADV,кибехун,nereye
866,wie::FADV,кин,nasıl
867,warum::FADV,щай,neden
868,wieviel::FNUM,кигӏан,kaç
869,wieviel::FNUM,кигӏан,ne kadar
870,eins::NUM,цо,bir
871,zwei::NUM,кӏиго,iki
872,drei::NUM,лъабго,üç
873,vier::NUM,ункъо,dört
874,fünf::NUM,щуго,beş
875,sechs::NUM,анлъго,altı
876,sieben::NUM,анкьго,yedi
877,acht::NUM,микьго,sekiz
878,neun::NUM,ичӏго,dokuz
879,zehn::NUM,анцӏго,on
880,elf::NUM,анцӏила цо,on bir
881,zwölf::NUM,кӏиго-анцӏила,on iki
882,zwanzig::NUM,къого,yirmi
883,dreißig::NUM,лъеберго,otuz
884,vierzig::NUM,кӏикъого,kırk
885,fünfzig::NUM,кӏикъо́ялда анцӏго,elli
886,sechzig::NUM,лъабкъого,altmış
887,siebzig::NUM,лъабкъо́ялда анцӏго,yetmiş
888,achtzig::NUM,ункъого,seksen
889,neunzig::NUM,ункъоялда а́нцӏила,doksan
890,hundert::NUM,нусго,yüz
891,tausend::NUM,азарго,bin
892,und::CNJ,ва,ve
893,und::CNJ,ва,ile
894,und::CNJ,-ги,ve
895,und::CNJ,-ги,ile
896,oder::CNJ,ялъуни,ya
897,oder::CNJ,ялъуни,yahut
898,stehen::V,бахъунчӏезе,durmak
899,sitzen::V,гӏодов чӏезе,oturmak
900,liegen::V,бегизе,yatmak
901,hängen::V,базе,asılı olmak
902,werden::V,бахъине,olmak
903,werden::V,бахъине,olunmak
904,passieren::V,лъугьине,olmak
905,passieren::V,лъугьа-бахъине,olmak
906,beginnen::V,байбихьизе,başlamak
907,enden::V,лъугӏизе,bitmek
908,enden::V,лъугӏизе,sona ermek
909,wechseln::V,хиса-басизе,değişmek
910,wechseln::V,хисизе,değişmek
911,aufgehen[Sonne]::V,баккизе,doğmak
912,untergehen[Sonne]::V,щинкӏизе,batmak
913,scheinen[Sonne]::V,къалъ-къалъизе,parlamak
914,donnern::V,гъугъазе,gök gürlemek
915,wehen::V,пуйзе,esmek
916,strömen::V,чвахизе,akmak
917,fließen::V,чвахизе,akmak
918,sich drehen::V,сверизе,dönmek
919,schwanken::V,хьвагӏезе,sallanmak
920,schwanken::V,багъа-бачаризе,sallanmak
921,schwingen::V,щвартӏезе,titremek
922,fallen::V,бортизе,düşmek
923,brennen::V,рекӏине,yanmak
924,rauchen::V,кӏкӏуй буризе,tütmek
925,regnen::V,базе,yağmak
926,gefrieren::V,гӏу́низе,donmak
927,tauen::V,биаризе,erimek
928,schmelzen::V,биине,erimek
929,trocknen::V,бакъвазе,kurumak
930,sieden::V,гьалдезе,kaynamak
931,faulen::V,махӏцине,çürümek
932,verfaulen::V,туризе,çürümek
933,reißen::V,бихъизе,yırtılmak
934,versinken::V,гъанкъизе,batmak
935,vergehen::V,базе,geçmek
936,vergehen::V,бахъизе,geçmek
937,vergehen::V,ине,geçmek
938,erscheinen::V,баккизе,görünmek
939,verschwinden::V,къине,kaybolmak
940,verschwinden::V,билизе,kaybolmak
941,sinken::V,гӏодо́бе ккезе,inmek
942,abnehmen::V,тӏаса камизе,azalmak
943,zunehmen::V,гӏемерлъизе,artmak
944,zunehmen::V,гӏемерлъизе,çoğalmak
945,steigen::V,бахине,artmak
946,steigen::V,бахине,yükselmek
947,wachsen::V,кӏодолъизе,büyümek
948,wachsen::V,кӏодолъизе,gelişmek
949,glänzen::V,цӏвакизе,parlamak
950,funkeln::V,паркъезе,parıldamak
951,lärmen::V,хъудизе,gürültü yapmak
952,lärmen::V,чӏиргъдизе,gürültü yapmak
953,läuten::V,кьабизе,çalmak
954,klingeln::V,кьабизе,zil çalmak
955,klirren::V,зваргъизе,şakırdamak
956,klirren::V,зваргъизе,zangırdamak
957,brausen::V,гьалаглъизе,köpürmek
958,brausen::V,гьалаглъизе,kükremek
959,rauschen::V,шуршудизе,fışırdamak
960,klingen::V,бахъине,tınlamak
961,bellen::V,гъанчдезе,havlamak
962,heulen::V,рурудизе,ulumak
963,blasen::V,гьохьизе,üflemek
964,pfeifen::V,гьещтӏезе,düdük çalmak
965,schreien::V,ахӏизе,bağırmak
966,schreien::V,ахӏизе,haykırmak
967,schreien::V,ахӏдезе,bağırmak
968,schreien::V,ахӏдезе,haykırmak
969,stöhnen::V,зигардизе,inlemek
970,zittern::V,дарран,titremek
971,zittern::V,гьаргьадизе,titremek
972,leben::V,бетӏербахъизе,yaşamak
973,leben::V,бетӏербахъизе,hayatta olmak
974,geboren werden::V,лъугьине,doğmak
975,atmen::V,хӏухьел биччазе,solunmak
976,atmen::V,хӏухьел биччазе,nefes almak
977,trinken::V,гьекъезе,içmek
978,essen::V,квине,yemek
979,essen::V,кваназе,yemek
980,schlucken::V,кӏкӏвине,yutmak
981,schlucken::V,къулчӏизе,yutmak
982,müde werden::V,сваказе,yorulmak
983,einschlafen::V,кьижизе,uykuya dalmak
984,einschlafen::V,гъапуллъизе,uykuya dalmak
985,schlafen::V,кьижизе,uyumak
986,aufwachen::V,бигьине,uyanmak
987,aufstehen::V,бахъине,kalkmak
988,aufstehen::V,бахъине,yataktan kalkmak
989,aufstehen::V,тӏадебахъине,kalkmak
990,aufstehen::V,тӏадебахъине,yataktan kalkmak
991,sich erholen::V,хьи бахъизе,dinlenmek
992,sich erholen::V,хӏалхьи гьабизе,dinlenmek
993,krank werden::V,унтизе,hastalanmak
994,krank sein::V,унтизе,hasta olmak
995,schmerzen::V,унтизе,ağrımak
996,husten::V,хъегӏизе,öksürmek
997,genesen::V,лъилъизе,şifa bulmak
998,sterben::V,хвезе,ölmek
999,sterben::V,хвезе,vefat etmek
1000,umkommen::V,гьалаглъизе,ölmek
1001,sich bewegen::V,багъаризе,hareket etmek
1002,sich bewegen::V,багъаргъизе,hareket etmek
1003,sich rühren::V,багъаризе,kımıldanmak
1004,sich erheben::V,тӏадебахъине,kalkmak
1005,sich erheben::V,тӏадебахъине,ayağa kalkmak
1006,sich erheben::V,бахъине,kalkmak
1007,sich erheben::V,бахъине,ayağa kalkmak
1008,sich setzen::V,гӏодов чӏезе,oturmak
1009,hinfallen::V,щапизе,yere düşmek
1010,laufen::V,хьвадизе,yürümek
1011,schreiten::V,чӏезе,yürümek
1012,schreiten::V,чӏезе,adım atmak
1013,spazierengehen::V,тира-сверизе,gezmek
1014,spazierengehen::V,тира-сверизе,dolaşmak
1015,eilen::V,ракӏхӏалакине,seğirtmek
1016,eilen::V,дуризе,seğirtmek
1017,sich beeilen::V,дуризе,acele etmek
1018,sich beeilen::V,гӏедегӏизе,acele etmek
1019,sausen::V,тӏуризе,hızla gitmek
1020,rennen::V,бекеризе,koşmak
1021,springen::V,кӏанцӏизе,atlamak
1022,springen::V,кӏанцӏизе,sıçramak
1023,klettern::V,хархадизе,tırmanmak
1024,schaukeln::V,гьерщезе,sallanmak
1025,kriechen::V,хъурщизе,sürünmek
1026,schwimmen::V,лъедезе,yüzmek
1027,tauchen::V,букъардизе,dalmak
1028,rudern::V,хазе,kürek çekmek
1029,fahren::V,ине,gitmek
1030,fliegen::V,боржине,uçmak
1031,gehen::V,ине,gitmek
1032,weggehen::V,ине,gitmek
1033,abfahren::V,къокъине,kalkmak
1034,anhalten::V,чӏезе,durmak
1035,anhalten::V,тархъизе,durmak
1036,anhalten::V,лъалхъизе,durmak
1037,hineingehen::V,тӏаделъугьине,içeri girmek
1038,eintreten::V,лъугьине,girmek
1039,kommen::V,бачӏине,gelmek
1040,ankommen::V,щвезе,varmak
1041,ankommen::V,тӏадебачӏине,varmak
1042,zurückkommen::V,тадбуссине,dönmek
1043,zurückkommen::V,тӏадбуссине,dönmek
1044,bleiben::V,чӏезе,kalmak
1045,bleiben::V,хутӏизе,kalmak
1046,warten::V,чӏезе,beklemek
1047,erwarten::V,балагьизе,beklemek
1048,suchen::V,балагьизе,aramak
1049,finden::V,батизе,bulmak
1050,versuchen::V,хӏалбихьизе,denemek
1051,vorbereiten::V,хӏадурлъизабизе,hazırlamak
1052,lieben::V,балай бегьизе,sevmek
1053,mögen::V,бокьизе,beğenmek
1054,lachen::V,белъизе,gülmek
1055,weinen::V,гӏодизе,ağlamak
1056,schimpfen::V,гъанчдезе,küfretmek
1057,sich ärgern::V,вагъизе,kızmak
1058,sich ärgern::V,ццида́хине,kızmak
1059,sich fürchten::V,хӏинкъизе,korkmak
1060,fürchten::V,беркъазе,korkmak
1061,fürchten::V,хӏинкъа-къазе,korkmak
1062,fliehen::V,лъутизе,kaçmak
1063,flüchten::V,лъутизе,kaçmak
1064,sehen::V,бихьизе,görmek
1065,anschauen::V,бертӏамизе,seyretmek
1066,anschauen::V,балагьизе,seyretmek
1067,ansehen::V,бала-гъалагьизе,bakmak
1068,hören::V,рагӏизе,duymak
1069,hören::V,рагӏизе,işitmek
1070,zuhören::V,гӏенеккизе,dinlemek
1071,probieren::V,кӏалдиб хъва́зе,denemek
1072,probieren::V,кӏалдиб хъва́зе,tadına bakmak
1073,probieren::V,чӏамизе,denemek
1074,probieren::V,чӏамизе,tadına bakmak
1075,riechen::V,су́нтӏизе,kokusunu almak
1076,fühlen::V,чӏвазе,duymak
1077,fühlen::V,чӏвазе,hissetmek
1078,zu sehen sein::V,бихьизе,görünmek
1079,vernehmen::V,рагӏизе,haber almak
1080,frieren::V,цӏорозе,üşümek
1081,tun::V,гьабизе,etmek
1082,tun::V,гьабизе,yapmak
1083,können::V,кӏвезе,bilmek
1084,können::V,лъазе,bilmek
1085,wollen::V,бокьизе,istemek
1086,anfangen::V,байбихьизе,başlamak
1087,beenden::V,тӏубазабизе,bitirmek
1088,beenden::V,лъугӏизабизе,bitirmek
1089,aufhören::V,бахъизе,bitmek
1090,gelingen::V,бахъизе,başarmak
1091,geraten::V,бахъизе,düşmek
1092,öffnen::V,рагьизе,açmak
1093,schließen::V,къазе,kapamak
1094,stellen::V,чӏвазе,koymak
1095,setzen::V,рекӏинабизе,koymak
1096,setzen::V,рекӏинабизе,oturtmak
1097,setzen::V,гӏодор чӏезаризе,koymak
1098,setzen::V,гӏодор чӏезаризе,oturtmak
1099,legen::V,лъезе,koymak
1100,legen::V,лъезе,yatırmak
1101,berühren::V,хъвазе,dokunmak
1102,verbinden::V,хьухьине,bağlamak
1103,verbinden::V,хьухьине,birleştirmek
1104,verbinden::V,бухьине,bağlamak
1105,verbinden::V,бухьине,birleştirmek
1106,bedecken::V,кквезе,örtmek
1107,bedecken::V,кквезе,kaplamak
1108,aufhängen::V,базе,asmak
1109,anzünden::V,бакизе,yakmak
1110,anzünden::V,бакизе,ateşlemek
1111,anzünden::V,рекӏинабизе,yakmak
1112,anzünden::V,рекӏинабизе,ateşlemek
1113,zurücklassen::V,тезе,geride bırakmak
1114,verlieren::V,билизабизе,yitirmek
1115,verlieren::V,билизабизе,kaybetmek
1116,fallen lassen::V,бортизабизе,düşürmek
1117,machen::V,гьабизе,yapmak
1118,herstellen::V,гьабизе,yapmak
1119,herstellen::V,гьабизе,imal etmek
1120,herstellen::V,хӏадурлъизабизе,yapmak
1121,herstellen::V,хӏадурлъизабизе,imal etmek
1122,bauen::V,базе,kurmak
1123,bauen::V,базе,inşa etmek
1124,bauen::V,гьабизе,kurmak
1125,bauen::V,гьабизе,inşa etmek
1126,reparieren::V,къачӏазе,onarmak
1127,reparieren::V,къачӏазе,tamir etmek
1128,verbessern::V,лъикӏлъизабизе,düzeltmek
1129,ändern::V,хисизабизе,değiştirmek
1130,graben::V,бухъизе,kazmak
1131,beugen::V,хьетӏизабизе,eğmek
1132,biegen::V,гьетӏизабизе,bükmek
1133,drehen::V,тиризабизе,çevirmek
1134,drehen::V,тиризабизе,döndürmek
1135,drehen::V,свердизабизе,çevirmek
1136,drehen::V,свердизабизе,döndürmek
1137,wenden::V,бегизе,çevirmek
1138,umdrehen::V,бегизе,çevirmek
1139,umdrehen::V,бега-битӏизе,çevirmek
1140,heben::V,борхизе,kaldırmak
1141,hochheben::V,борхалъизабизе,yukarı kaldırmak
1142,hochheben::V,борхизе,yukarı kaldırmak
1143,ergreifen::V,кквезе,tutmak
1144,ergreifen::V,кквезе,yakalamak
1145,halten::V,кквезе,tutmak
1146,drücken::V,къазе,sıkmak
1147,drücken::V,къанцӏу́зе,sıkmak
1148,drücken::V,къвал ба́зе,sıkmak
1149,schieben::V,хъилдизе,itmek
1150,schieben::V,хъилдизе,sürmek
1151,kratzen::V,хачазе,kaşımak
1152,lecken::V,чӏикӏизе,yalamak
1153,beißen::V,хӏанчӏизе,ısırmak
1154,beißen::V,хӏанчӏизабизе,ısırmak
1155,abreißen::V,тӏезе,koparmak
1156,abreißen::V,тӏезабизе,koparmak
1157,abschneiden::V,къотӏизе,keserek ayırmak
1158,binden::V,бухьине,bağlamak
1159,stecken::V,къазабизе,sokmak
1160,brechen::V,бекизе,kırmak
1161,klopfen::V,дванкезе,çalmak
1162,hauen::V,базе,vurmak
1163,kleben::V,бацӏцӏине,yapıştırmak
1164,reiben::V,хачазе,ovmak
1165,reiben::V,хачазе,sürtmek
1166,streichen::V,бахине,sürmek
1167,streichen::V,жужазе,sürmek
1168,schleifen::V,лъухьизе,bilemek
1169,schneiden::V,къотӏизе,kesmek
1170,rütteln::V,багъа-бачаризабизе,sallamak
1171,schütteln::V,кӏобокӏизе,sarsmak
1172,schütteln::V,кӏобокӏизе,çalkamak
1173,schwenken::V,гьесадизе,sallamak
1174,schwenken::V,хьвагӏезабизе,sallamak
1175,schütten::V,тӏезе,dökmek
1176,schütten::V,тӏезе,akıtmak
1177,füllen::V,цӏезабизе,doldurmak
1178,einwickeln::V,жемизе,sarmak
1179,tragen::V,баччизе,taşımak
1180,schleppen::V,бехъерхъизе,sürüklemek
1181,ziehen::V,цӏазе,çekmek
1182,aufbewahren::V,цӏунизе,saklamak
1183,werfen::V,рехизе,atmak
1184,fangen::V,кквезе,tutmak
1185,fangen::V,кквезе,yakalamak
1186,packen::V,кквезе,tutmak
1187,packen::V,кквезе,yakalamak
1188,verstecken::V,бахчизе,saklamak
1189,teilen::V,бикьизе,bölmek
1190,teilen::V,бикьизе,ayırmak
1191,schicken::V,битӏизе,yollamak
1192,schicken::V,битӏизе,göndermek
1193,bringen::V,баччизе,getirmek
1194,hinzufügen::V,жубазе,katmak
1195,hinzufügen::V,жубазе,eklemek
1196,bekommen::V,щвезе,almak
1197,bekommen::V,щвезе,eline geçmek
1198,erhalten::V,щвезе,almak
1199,erhalten::V,босизе,almak
1200,nehmen::V,босизе,almak
1201,wählen::V,бищизе,seçmek
1202,auswählen::V,тӏасабищизе,seçmek
1203,auswählen::V,тӏасабищизе,ayırmak
1204,bewahren::V,цӏунизе,korumak
1205,behindern::V,квекӏен гьабизе,engellemek
1206,verderben::V,хвезабизе,bozmak
1207,beschädigen::V,галгъазабизе,zedelemek
1208,beschädigen::V,галгъазабизе,ziyan vermek
1209,zerbrechen::V,щущазабизе,kırmak
1210,zerreißen::V,бихъизе,yırtmak
1211,zerstören::V,биххизабизе,yıkmak
1212,zerstören::V,биххизабизе,tahrip etmek
1213,verbrennen::V,бухӏизе,yakmak
1214,geben::V,кьезе,vermek
1215,reichen::V,кьезе,uzatmak
1216,schenken::V,кьезе,hediye etmek
1217,versprechen::V,назру гьабизе,vaat etmek
1218,wünschen::V,бокьизе,kutlamak
1219,loben::V,беццизе,övmek
1220,loben::V,бецца-бекъизе,övmek
1221,küssen::V,баизе,öpmek
1222,wiegen::V,чӏучӏадизабизе,sallamak
1223,zudecken::V,тӏадбигъине,örtmek
1224,wecken::V,бигьинабизе,uyandırmak
1225,zeigen::V,бихьизабизе,göstermek
1226,führen::V,бачине,gezdirmek
1227,führen::V,бачине,yol göstermek
1228,lehren::V,малъизе,okutmak
1229,lehren::V,малъизе,öğretmek
1230,lehren::V,цӏализабизе,okutmak
1231,lehren::V,цӏализабизе,öğretmek
1232,unterrichten::V,цӏализабизе,öğretmek
1233,aufziehen::V,гӏезабизе,yetiştirmek
1234,leiten::V,нухмалъи гьабизе,yönetmek
1235,leiten::V,нухмалъи гьабизе,idare etmek
1236,antreiben::V,гӏедегӏизабизе,teşvik etmek
1237,einladen::V,ахӏизе,davet etmek
1238,einladen::V,тӏадеахӏизе,davet etmek
1239,vereinigen::V,цолъизабизе,birleştirmek
1240,besuchen::V,баккизе,uğramak
1241,besuchen::V,баккизе,ziyaret etmek
1242,besuchen::V,баккизе,görmeye gitmek
1243,besuchen::V,хьвадизе,uğramak
1244,besuchen::V,хьвадизе,ziyaret etmek
1245,besuchen::V,хьвадизе,görmeye gitmek
1246,treffen::V,дандчӏвазе,rastlamak
1247,treffen::V,дандчӏвазе,isabet etmek
1248,sich versammeln::V,данделъизе,toplanmak
1249,sich versammeln::V,бакӏаризе,toplanmak
1250,spielen::V,басандизе,oynamak
1251,singen::V,ахӏизе,söylemek
1252,singen::V,ахӏизе,şarkı söylemek
1253,tanzen::V,кьурдизе,oynamak
1254,tanzen::V,кьурдизе,dans etmek
1255,sich trennen::V,батӏалъизе,ayrılmak
1256,verlassen::V,тезе,bırakmak
1257,verlassen::V,тезе,terk etmek
1258,verlassen::V,рехунтезе,bırakmak
1259,verlassen::V,рехунтезе,terk etmek
1260,retten::V,хвасар гьабизе,kurtarmak
1261,retten::V,хвасарлъизабизе,kurtarmak
1262,bewachen::V,цӏунизе,gözetmek
1263,schützen::V,цӏунизе,korumak
1264,verteidigen::V,цӏунизе,savunmak
1265,sich schlagen::V,багъизе,dövüşmek
1266,schießen::V,речӏчӏизе,ateş etmek
1267,siegen::V,бергьине,yenmek
1268,ärgern::V,вагъизавизе,kızdırmak
1269,schlagen::V,кьабизе,dövmek
1270,treten::V,мал тункизе,tepmek
1271,stechen::V,къазабизе,sokmak
1272,stechen::V,къазабизе,batırmak
1273,stoßen::V,тункизе,itmek
1274,stoßen::V,хъилдизе,itmek
1275,stehlen::V,щинкӏизабизе,çalmak
1276,stören::V,квекӏен гьабизе,bozmak
1277,stören::V,квекӏен гьабизе,etkilemek
1278,stören::V,татубахъи гьабизе,bozmak
1279,stören::V,татубахъи гьабизе,etkilemek
1280,belästigen::V,рахӏатхвезабизе,rahatsız etmek
1281,verbergen::V,бахчизе,saklamak
1282,verbergen::V,балъго тезе,saklamak
1283,täuschen::V,божуда рекӏкӏ гьабизе,aldatmak
1284,täuschen::V,гуккизе,aldatmak
1285,betrügen::V,хӏилла гьабизе,aldatmak
1286,betrügen::V,хӏилла гьабизе,dolandırmak
1287,betrügen::V,сандирахълъи гьабизе,aldatmak
1288,betrügen::V,сандирахълъи гьабизе,dolandırmak
1289,töten::V,чӏвазе,öldürmek
1290,wohnen::V,яшав гьабизе,oturmak
1291,arbeiten::V,хӏалтӏизе,çalışmak
1292,sammeln::V,бакӏаризе,toplamak
1293,pflücken::V,бетӏизе,koparmak
1294,jagen::V,чан гьабизе,avlanmak
1295,fischen::V,ччугӏа кквезе,balık tutmak
1296,fassen::V,кквезе,tutmak
1297,fassen::V,кквезе,yakalamak
1298,hüten::V,кваназабизе,otlatmak
1299,treiben::V,гъезе,gütmek
1300,anbinden::V,бухьине,bağlamak
1301,füttern::V,кваназабизе,beslemek
1302,melken::V,бечӏчӏизе,sağmak
1303,hacken::V,чӏвазе,yarmak
1304,gießen::V,лъалъазе,sulamak
1305,reifen::V,барщизе,olgunlaşmak
1306,zubereiten::V,бежа-белъине,hazırlamak
1307,kochen::V,белъине,pişirmek
1308,kochen::V,белъине,kaynatmak
1309,backen::V,базе,pişirmek
1310,backen::V,базе,fırında pişirmek
1311,braten::V,бежизе,kızartmak
1312,umrühren::V,багъаризе,karıştırmak
1313,stricken::V,хьухьине,örmek
1314,nähen::V,букъизе,dikmek
1315,färben::V,кьер гьабизе,boyamak
1316,reinigen::V,бацӏцӏине,temizlemek
1317,waschen::V,чуризе,yıkamak
1318,abwischen::V,бацӏцӏине,silmek
1319,spülen::V,хулизе,çalkamak
1320,fegen::V,лъухьизе,süpürmek
1321,kehren::V,лъухьизе,süpürmek
1322,baden::V,чордезе,yıkanmak
1323,baden::V,чордезе,banyo yapmak
1324,ausziehen::V,бахъизе,çıkarmak
1325,anziehen::V,ретӏине,giymek
1326,sich anziehen::V,ретӏине,giyinmek
1327,kämmen::V,хазе,taramak
1328,schmücken::V,чӏухӏизабизе,süslemek
1329,sagen::V,бицине,demek
1330,sagen::V,бицине,söylemek
1331,sprechen::V,бицине,konuşmak
1332,reden::V,гаргадизе,konuşmak
1333,sich unterhalten::V,гаргадизе,sohbet etmek
1334,fragen::V,цӏехезе,sormak
1335,fragen::V,гьикъизе,sormak
1336,bitten::V,гьаризе,dilemek
1337,bitten::V,гьаризе,rica etmek
1338,erzählen::V,бицине,bahsetmek
1339,erzählen::V,бицине,hikâye etmek
1340,mitteilen::V,лъазабизе,bildirmek
1341,nennen::V,цӏар лъезе,adlandırmak
1342,rufen::V,ахӏизе,çağırmak
1343,prahlen::V,беццаризе,övünmek
1344,übersetzen::V,буссинабизе,çevirmek
1345,übersetzen::V,буссинабизе,tercüme etmek
1346,denken::V,ургъизе,düşünmek
1347,glauben::V,божизе,inanmak
1348,glauben::V,божизе,zannetmek
1349,bemerken::V,берречӏчӏизе,farkına varmak
1350,erkennen::V,лъазе,tanımak
1351,erkennen::V,батӏаго бахъизе,tanımak
1352,begreifen::V,бичӏчӏизе,anlamak
1353,begreifen::V,бичӏчӏизе,kavramak
1354,lernen::V,цӏализе,öğrenmek
1355,wissen::V,лъазе,bilmek
1356,sich erinnern an::V,ракӏалде щвезе,hatırlamak
1357,vergessen::V,кӏочене,unutmak
1358,messen::V,борцине,ölçmek
1359,zählen::V,рикӏкӏине,saymak
1360,rechnen::V,рикӏкӏине,hesap etmek
1361,lesen::V,цӏализе,okumak
1362,malen::V,бахъизе,resmini yapmak
1363,zeichnen::V,бахъизе,çizmek
1364,schreiben::V,хъвазе,yazmak
1365,besitzen::V,щвезе,haiz olmak
1366,besitzen::V,щвезе,sahip olmak
1367,besitzen::V,бу́кӏине,haiz olmak
1368,besitzen::V,бу́кӏине,sahip olmak
1369,kaufen::V,босизе,almak
1370,verkaufen::V,бичизе,satmak
1371,bezahlen::V,кьезе,ödemek
1372,zahlen::V,кьезе,ödemek
1373,ertragen::V,баччизе,dayanmak
1374,ertragen::V,баччизе,katlanmak
1375,Auge::N,,göz
1376,Sehne::N,,kiriş
1377,Funke::N,,kıvılcım
1378,Moor::N,,cılgıt
1379,Elch::N,,büyük kuzey geyiği
1380,Beere::N,,tane
1381,Gedächtnis::N,,bellek
1382,Ton::N,,ses
1383,Winkel::N,,köşe
1384,Menge::N,,miktar
1385,Stütze::N,,dayak
1386,Stütze::N,,destek
1387,Figur::N,,şekil
1388,Figur::N,,heykel
1389,Schuh::N,,kundura
1390,Schuh::N,,ayakkabı
1391,Schnur::N,,ip
1392,Schnur::N,,sicim
1393,Leine::N,,kayış
1394,Geschäft::N,,ticaret
1395,voll::A,,dolu
1396,voll::A,,dolmuş
1397,lange::ADV,,çok
1398,lange::ADV,,uzun
1399,später::ADV,,daha sonra
1400,nicht::ADV,,-mi-
1401,nicht::ADV,,değil
1402,schon::ADV,,çoktan
1403,durch::PRP,,sayesinde
1404,durch::PRP,,ortasından
1405,alles::PRN,,hepsi
1406,alles::PRN,,her şey
1407,rühren::V,,dokunmak
1408,rühren::V,,duygulandırmak
1409,scheinen::V,,görünmek
1410,aufheben::V,,kaldırmak
1411,lassen::V,,-tırmak
1412,sich waschen::V,,yıkanmak
1413,verstehen::V,,duymak
1414,verstehen::V,,anlamak
