,Concept_ID,hu,sah
781,unten::ADV,alul,аллара
782,hinab::ADV,le,аллара
783,hinab::ADV,lefelé,аллара
784,oben::ADV,fenn,үөһэ
785,oben::ADV,felül,үөһэ
786,hinauf::ADV,fel,өрө
787,hinauf::ADV,fel,үөһэ
788,hinauf::ADV,felfelé,өрө
789,hinauf::ADV,felfelé,үөһэ
790,überall::ADV,mindenütt,бэйдиэ
791,nicht::ADV,nem,буолбатах
792,ein wenig::ADV,egy kicsit,кыратык
793,kaum::ADV,alig,нэһиилэ
794,sehr::ADV,nagyon,бэрт
795,sehr::ADV,nagyon,наһаа
796,so::ADV,úgy,оччо
797,so::ADV,úgy,оннук
798,noch::ADV,még,өссө
799,nur::ADV,csak,эрэ
800,nur::ADV,csak,сыччах
801,nur::ADV,csupán,эрэ
802,nur::ADV,csupán,сыччах
803,schon::ADV,már,бэлиэр
804,wieder::ADV,ismét,эмиэ
805,wieder::ADV,megint,эмиэ
806,vergebens::ADV,hiába,таак
807,vor::PRP,előtt,иннигэр
808,hinter::PRP,mögött,кэлин
809,unter::PRP,alatt,-ҕа
810,unter::PRP,alatt,оһох түгэҕэ
811,durch::PRP,át,курдары
812,durch::PRP,keresztül,курдары
813,neben::PRP,mellett,аттыгар
814,zwischen::PRP,között,ыккардынан
815,wegen::PRP,miatt,уҥуортан
816,wegen::PRP,végett,уҥуортан
817,dies::PRN,ez,ити
818,dies::PRN,ez,бу
819,das::PRN,az,били
820,alles::PRN,minden,барыта
821,ich::PRN,én,мин
822,du::PRN,te,эн
823,er::PRN,ő,кнни
824,wir::PRN,mi,биһиги
825,ihr::PRN,ti,эһиги
826,sie::PRN,ők,кинилэр
827,was::FPRN,mi,туох
828,wer::FPRN,ki,ким
829,wo::FADV,hol,ханна
830,wohin::FADV,hova,ханна
831,wie::FADV,hogy,хайдах
832,wie::FADV,hogyan,хайдах
833,warum::FADV,miért,тоҕо
834,wieviel::FNUM,hány,төһө
835,wieviel::FNUM,mennyi,төһө
836,eins::NUM,egy,биир
837,zwei::NUM,kettő,икки
838,drei::NUM,három,үс
839,vier::NUM,négy,түөрт
840,fünf::NUM,öt,биэс
841,sechs::NUM,hat,алта
842,sieben::NUM,hét,сэттэ
843,acht::NUM,nyolc,аҕыс
844,neun::NUM,kilenc,тоҕус
845,zehn::NUM,tíz,уон
846,elf::NUM,tizenegy,уон биир
847,zwölf::NUM,tizenkettő,уон икки
848,zwanzig::NUM,húsz,сүүрбэ
849,dreißig::NUM,harminc,отут
850,vierzig::NUM,negyven,түөрт уон
851,fünfzig::NUM,ötven,биэс уон
852,sechzig::NUM,hatvan,алта уон
853,siebzig::NUM,hetven,сэттэ уон
854,achtzig::NUM,nyolcvan,аҕыс уон
855,neunzig::NUM,kilencven,тоҕус уонус
856,hundert::NUM,száz,сүүс
857,tausend::NUM,ezer,тыһыынча
858,und::CNJ,és,да
859,und::CNJ,és,уонна
860,und::CNJ,és,итиэннэ
861,und::CNJ,meg,да
862,und::CNJ,meg,уонна
863,und::CNJ,meg,итиэннэ
864,oder::CNJ,vagy,эбэтэр
865,stehen::V,áll,тур
866,sitzen::V,ül,олор
867,liegen::V,fekszik,сыт
868,hängen::V,függ,санньылый
869,werden::V,lesz,буол
870,passieren::V,történik,буол
871,beginnen::V,kezdődik,саҕалан
872,enden::V,végződik,бүт
873,enden::V,befejeződik,бүт
874,wechseln::V,változik,уларый
875,aufgehen[Sonne]::V,kel,ой
876,untergehen[Sonne]::V,lemegy,киир
877,scheinen[Sonne]::V,süt,сырдат
878,donnern::V,dörög,эт
879,wehen::V,fúj,үр
880,strömen::V,áramlik,кутулун
881,fließen::V,folyik,сүүр
882,sich drehen::V,forog,эргий
883,schwanken::V,inog,биэтэҥнээ
884,schwanken::V,ingadozik,биэтэҥнээ
885,schwingen::V,leng,эйэҥнээ
886,fallen::V,esik,оҕут
887,brennen::V,ég,умай
888,rauchen::V,füstöl,буруолаа
889,regnen::V,esik,самыырдаа
890,gefrieren::V,megfagy,тоҥ
891,tauen::V,olvad,ир
892,schmelzen::V,olvad,уулун
893,schmelzen::V,elolvad,уулун
894,trocknen::V,szárad,куур
895,sieden::V,forr,оргуй
896,faulen::V,rothad,сытый
897,verfaulen::V,elrothad,сытыйан_хаал
898,verfaulen::V,megrothad,сытыйан_хаал
899,reißen::V,szakad,хайыт
900,reißen::V,szakad,быһытталан
901,versinken::V,süllyed,тимир
902,versinken::V,süllyed,батылын
903,versinken::V,elsüllyed,тимир
904,versinken::V,elsüllyed,батылын
905,vergehen::V,múlik,дьай
906,vergehen::V,elmúlik,дьай
907,erscheinen::V,feltűnik,көһүн
908,erscheinen::V,megjelenik,көһүн
909,verschwinden::V,letűnik,сүт
910,sinken::V,süllyed,намтаа
911,abnehmen::V,apad,аччаа
912,abnehmen::V,csökken,аччаа
913,zunehmen::V,növekszik,элбээ
914,zunehmen::V,gyarapszik,элбээ
915,steigen::V,emelkedik,үрдээ
916,wachsen::V,nő,үүн
917,wachsen::V,terem,үүн
918,wachsen::V,növekszik,үүн
919,glänzen::V,ragyog,кылбай
920,glänzen::V,fénylik,кылбай
921,funkeln::V,csillog,күлүмнээ
922,funkeln::V,csillog,күлүмүрдээ
923,funkeln::V,tündöklik,күлүмнээ
924,funkeln::V,tündöklik,күлүмүрдээ
925,lärmen::V,lármázik,тыаһаа
926,läuten::V,cseng,собуоннаа
927,klingeln::V,csenget,линкинээ
928,klirren::V,csörömpöl,айгырат
929,brausen::V,zúg,сирилээ
930,brausen::V,morajlik,сирилээ
931,rauschen::V,zúg,суугунаа
932,klingen::V,hangzik,доргуй
933,bellen::V,ugat,үр
934,heulen::V,bőg,улуй
935,heulen::V,üvölt,улуй
936,blasen::V,fúj,үр
937,pfeifen::V,fütyül,иһиир
938,schreien::V,kiált,кылан
939,schreien::V,kiált,хаһыытаа
940,schreien::V,kiabál,кылан
941,schreien::V,kiabál,хаһыытаа
942,stöhnen::V,nyög,ынчыктаа
943,zittern::V,remeg,титирээ
944,zittern::V,remeg,дьигиһий
945,zittern::V,reszket,титирээ
946,zittern::V,reszket,дьигиһий
947,leben::V,él,олор
948,geboren werden::V,születik,төрөө
949,atmen::V,lélegzik,тыын
950,trinken::V,iszik,ис
951,essen::V,eszik,аһаа
952,schlucken::V,nyel,ыйыһын
953,müde werden::V,elfárad,сылай
954,müde werden::V,kifárad,сылай
955,einschlafen::V,elalszik,утуйан хаал
956,schlafen::V,alszik,утуй
957,schlafen::V,alszik,утуйа сыт
958,aufwachen::V,felébred,уһугун
959,aufstehen::V,felkel,тур
960,sich erholen::V,pihen,сынньан
961,krank werden::V,megbetegedik,ыарый
962,krank werden::V,belebetegszik,ыарый
963,krank sein::V,betegeskedik,ыарый
964,krank sein::V,betegeskedik,ыарыт
965,schmerzen::V,fáj,ыарыт
966,husten::V,köhög,сөтөлүн
967,genesen::V,meggyógyul,көн
968,sterben::V,hal,өл
969,umkommen::V,elpusztul,өл
970,umkommen::V,elpusztul,оҕут
971,sich bewegen::V,mozog,хамсаа
972,sich rühren::V,mozdul,хамсаа
973,sich erheben::V,feláll,тур
974,sich erheben::V,felemelkedik,тур
975,sich setzen::V,ül,олор
976,sich setzen::V,leül,олор
977,hinfallen::V,bukik,оҕут
978,hinfallen::V,elesik,оҕут
979,laufen::V,jár,хаам
980,schreiten::V,lép,атыллаа
981,spazierengehen::V,sétál,дьаарбай
982,eilen::V,siet,тиэтэй
983,sich beeilen::V,siet,ыксаа
984,sausen::V,robog,элээр
985,rennen::V,fut,сүүрэкэлээ
986,rennen::V,szalad,сүүрэкэлээ
987,springen::V,ugrik,ой
988,springen::V,ugrik,ыстан
989,klettern::V,kúszik,ытын
990,schaukeln::V,hintázik,эйэҥнээ
991,schaukeln::V,hintázik,биэрэҥнээ
992,kriechen::V,kúszik,сыыл
993,schwimmen::V,úszik,уһун
994,schwimmen::V,úszik,харбаа
995,tauchen::V,merül,умус
996,rudern::V,evez,эрт
997,fahren::V,jár,айаннаа
998,fahren::V,megy,айаннаа
999,fahren::V,utazik,айаннаа
1000,fliegen::V,száll,көт
1001,gehen::V,megy,бар
1002,weggehen::V,elmegy,бар
1003,abfahren::V,indul,бар
1004,anhalten::V,megáll,тохтоо
1005,hineingehen::V,bemegy,киир
1006,eintreten::V,belép,киир
1007,kommen::V,jön,кэл
1008,ankommen::V,érkezik,кэл
1009,ankommen::V,érkezik,тиий
1010,ankommen::V,megérkezik,кэл
1011,ankommen::V,megérkezik,тиий
1012,zurückkommen::V,visszajön,төнүн
1013,bleiben::V,marad,хаал
1014,bleiben::V,megmarad,хаал
1015,warten::V,vár,көһүт
1016,warten::V,várakozik,көһүт
1017,erwarten::V,vár,күүт
1018,erwarten::V,vár,көһүт
1019,erwarten::V,megvár,күүт
1020,erwarten::V,megvár,көһүт
1021,suchen::V,kutat,ирдээ
1022,suchen::V,kutat,көрдөө
1023,finden::V,talál,бул
1024,versuchen::V,megpróbál,сорун
1025,versuchen::V,megkísérel,сорун
1026,vorbereiten::V,előkészít,бэлэмнээ
1027,lieben::V,szeret,таптаа
1028,mögen::V,szeret,сөбүл
1029,lachen::V,nevet,күл
1030,rühren::V,mozdít,долгут
1031,weinen::V,sír,ытаа
1032,schimpfen::V,szid,үөҕүс
1033,schimpfen::V,szitkozódik,үөҕүс
1034,sich ärgern::V,mérgelődik,кыыһыр
1035,sich ärgern::V,mérgelődik,кыйахан
1036,sich ärgern::V,bosszankodik,кыыһыр
1037,sich ärgern::V,bosszankodik,кыйахан
1038,sich fürchten::V,fél,куттан
1039,sich fürchten::V,fél,дьиксин
1040,sich fürchten::V,retteg,куттан
1041,sich fürchten::V,retteg,дьиксин
1042,fürchten::V,fél,дьиксин
1043,fürchten::V,fél,куттан
1044,fliehen::V,menekül,күрээ
1045,flüchten::V,elmenekül,күрээ
1046,sehen::V,néz,көр
1047,anschauen::V,megnéz,көр
1048,ansehen::V,néz,көр
1049,ansehen::V,ránéz,көр
1050,ansehen::V,megnéz,көр
1051,hören::V,hall,бил
1052,hören::V,hall,иһит
1053,zuhören::V,hallgat,иһит
1054,zuhören::V,meghallgat,иһит
1055,probieren::V,kóstol,боруобалаан көр
1056,probieren::V,kóstol,амсайан көр
1057,probieren::V,megkóstol,боруобалаан көр
1058,probieren::V,megkóstol,амсайан көр
1059,riechen::V,szagol,сытырҕаа
1060,fühlen::V,érez,бил
1061,scheinen::V,tűnik,көһүн
1062,scheinen::V,látszik,көһүн
1063,zu sehen sein::V,mutatkozik,көһүн
1064,vernehmen::V,hall,иһит
1065,frieren::V,fázik,тоҥ
1066,frieren::V,fázik,үлүй
1067,tun::V,csinál,гын
1068,tun::V,cselekszik,гын
1069,können::V,tud,кыай
1070,wollen::V,akar,баҕар
1071,anfangen::V,kezd,саҕалаа
1072,beenden::V,befejez,бүтэр
1073,aufhören::V,megszűnik,уурай
1074,gelingen::V,sikerül,сатан
1075,geraten::V,kerül,баар буолан биэр
1076,geraten::V,kerül,баар буола тус
1077,geraten::V,kerül,буолан таҕыс
1078,geraten::V,jut,баар буолан биэр
1079,geraten::V,jut,баар буола тус
1080,geraten::V,jut,буолан таҕыс
1081,öffnen::V,nyit,ас
1082,öffnen::V,kinyit,ас
1083,schließen::V,csuk,сап
1084,schließen::V,csuk,хатаа
1085,schließen::V,becsuk,сап
1086,schließen::V,becsuk,хатаа
1087,stellen::V,állít,уур
1088,stellen::V,állít,туруор
1089,stellen::V,helyez,уур
1090,stellen::V,helyez,туруор
1091,setzen::V,ültet,туруор
1092,setzen::V,ültet,уур
1093,setzen::V,helyez,туруор
1094,setzen::V,helyez,уур
1095,legen::V,tesz,уур
1096,legen::V,fektet,уур
1097,berühren::V,érint,тыыт
1098,berühren::V,érint,таарый
1099,verbinden::V,beköt,кэлгий
1100,verbinden::V,összeköt,кэлгий
1101,bedecken::V,betakar,бүрүй
1102,bedecken::V,beborít,бүрүй
1103,aufhängen::V,felakaszt,ыйаа
1104,anzünden::V,gyújt,умат
1105,anzünden::V,meggyújt,умат
1106,aufheben::V,felemel,өрө тарт
1107,zurücklassen::V,hátrahagy,бырах
1108,verlieren::V,veszít,сүтэр
1109,verlieren::V,elveszít,сүтэр
1110,fallen lassen::V,elejt,түһэр
1111,fallen lassen::V,elejt,мүлчү тут
1112,machen::V,tesz,оҥор
1113,machen::V,tesz,оҥоһун
1114,machen::V,csinál,оҥор
1115,machen::V,csinál,оҥоһун
1116,herstellen::V,gyárt,оҥор
1117,herstellen::V,előállít,оҥор
1118,bauen::V,épít,тут
1119,reparieren::V,javít,абырахтаа
1120,reparieren::V,kijavít,абырахтаа
1121,reparieren::V,megjavít,абырахтаа
1122,verbessern::V,megjavít,тупсар
1123,ändern::V,változtat,уларыт
1124,ändern::V,megváltoztat,уларыт
1125,graben::V,ás,хас
1126,beugen::V,meghajt,бокут
1127,beugen::V,meghajt,токурут
1128,beugen::V,meghajt,бүк баттаа
1129,biegen::V,hajlít,иэх
1130,biegen::V,hajlít,өҕүлүннэр
1131,drehen::V,forgat,эргит
1132,drehen::V,forgat,эргичит
1133,wenden::V,fordít,эргилин
1134,wenden::V,megfordít,эргилин
1135,umdrehen::V,megfordít,түҥнэр
1136,umdrehen::V,megforgat,түҥнэр
1137,heben::V,emel,көтөх
1138,hochheben::V,felemel,таһаар
1139,ergreifen::V,megfog,тут
1140,halten::V,tart,тут
1141,drücken::V,nyom,ык
1142,drücken::V,megnyom,ык
1143,schieben::V,tol,ас
1144,kratzen::V,vakar,кыһыы
1145,lecken::V,nyal,салаа
1146,beißen::V,harap,ытыр
1147,abreißen::V,letép,быһа тарт
1148,abreißen::V,letép,туура тарт
1149,abschneiden::V,levág,быс
1150,abschneiden::V,levág,быһан ыл
1151,abschneiden::V,levág,быһа баттаа
1152,binden::V,köt,кэлгий
1153,binden::V,kötöz,кэлгий
1154,stecken::V,dug,батары ас
1155,brechen::V,tör,тоһут
1156,brechen::V,eltör,тоһут
1157,klopfen::V,kopogtat,тоҥсуй
1158,hauen::V,vág,оҕус
1159,hauen::V,levág,оҕус
1160,kleben::V,tapaszt,силимнээ
1161,reiben::V,dörzsöl,аал
1162,reiben::V,súrol,аал
1163,streichen::V,simít,сыбаа
1164,schleifen::V,fen,чочуй
1165,schleifen::V,csiszol,чочуй
1166,schleifen::V,köszörül,чочуй
1167,schneiden::V,vág,быс
1168,schneiden::V,szel,быс
1169,schneiden::V,metsz,быс
1170,rütteln::V,ráz,иэҕэҥнэт
1171,schütteln::V,ráz,сахсый
1172,schütteln::V,megráz,сахсый
1173,schwenken::V,lóbál,дайбаа
1174,schwenken::V,lobogtat,дайбаа
1175,schütten::V,önt,кут
1176,füllen::V,tölt,толор
1177,füllen::V,megtölt,толор
1178,einwickeln::V,becsavar,суулаа
1179,tragen::V,hord,ит
1180,schleppen::V,vonszol,сос
1181,ziehen::V,húz,тарт
1182,aufbewahren::V,megőriz,уур
1183,aufbewahren::V,megőriz,харай
1184,werfen::V,dob,бырах
1185,werfen::V,hajít,бырах
1186,fangen::V,fog,хап
1187,packen::V,megragad,тут
1188,verstecken::V,eldug,саһыар
1189,verstecken::V,elrejt,саһыар
1190,teilen::V,oszt,үллэр
1191,teilen::V,megoszt,үллэр
1192,schicken::V,küld,ыыт
1193,bringen::V,hoz,аҕал
1194,bringen::V,visz,аҕал
1195,hinzufügen::V,hozzáad,эп
1196,bekommen::V,kap,ыл
1197,bekommen::V,kap,булун
1198,bekommen::V,megkap,ыл
1199,bekommen::V,megkap,булун
1200,erhalten::V,kap,ыл
1201,erhalten::V,megkap,ыл
1202,nehmen::V,vesz,ыл
1203,wählen::V,választ,быыбардаа
1204,auswählen::V,kiválaszt,тал
1205,bewahren::V,megtart,харай
1206,behindern::V,akadályoz,мэһэйдээ
1207,behindern::V,gátol,мэһэйдээ
1208,verderben::V,elront,буорту гын
1209,beschädigen::V,rongál,алдьат
1210,zerbrechen::V,eltör,үлтүрүт
1211,zerbrechen::V,széttör,үлтүрүт
1212,zerbrechen::V,kettétör,үлтүрүт
1213,zerreißen::V,eltép,хайыта тарт
1214,zerreißen::V,széttép,хайыта тарт
1215,zerstören::V,elpusztít,алдьат
1216,verbrennen::V,éget,уоттаа
1217,verbrennen::V,eléget,уоттаа
1218,geben::V,ad,биэр
1219,reichen::V,nyújt,аҕал
1220,schenken::V,ajándékoz,бэлэхтээ
1221,versprechen::V,ígér,эрэннэр
1222,wünschen::V,kíván,баҕар
1223,loben::V,dicsér,хайҕаа
1224,küssen::V,csókol,уураа
1225,wiegen::V,ringat,бигээ
1226,zudecken::V,betakar,сап
1227,zudecken::V,betakar,бүрүй
1228,wecken::V,kelt,уһугуннар
1229,wecken::V,ébreszt,уһугуннар
1230,zeigen::V,mutat,көрдөр
1231,führen::V,visz,салай
1232,führen::V,vezet,салай
1233,lehren::V,tanít,үөрэт
1234,unterrichten::V,tanít,үөрэт
1235,aufziehen::V,felnevel,иит
1236,leiten::V,vezet,салай
1237,leiten::V,vezérel,салай
1238,antreiben::V,hajt,кыһай
1239,lassen::V,-tat,күһэй
1240,lassen::V,-at,күһэй
1241,einladen::V,meghív,ыҥыр
1242,vereinigen::V,egyesít,холбоо
1243,vereinigen::V,egyesít,түм
1244,besuchen::V,látogat,сырыт
1245,besuchen::V,látogat,билсэ сырыт
1246,treffen::V,talál,көрүс
1247,sich versammeln::V,gyülekezik,мүһүн
1248,sich versammeln::V,gyülekezik,түмүс
1249,sich versammeln::V,összegyűlik,мүһүн
1250,sich versammeln::V,összegyűlik,түмүс
1251,spielen::V,játszik,оонньоо
1252,singen::V,énekel,ыллаа
1253,tanzen::V,táncol,үҥкүүлээ
1254,sich trennen::V,elválik,араҕыс
1255,verlassen::V,elhagy,хааллар
1256,retten::V,ment,өрүһүй
1257,bewachen::V,őriz,араҥаччылаа
1258,schützen::V,óv,көмүскээ
1259,schützen::V,véd,көмүскээ
1260,verteidigen::V,véd,көмүскээ
1261,sich schlagen::V,verekszik,охсус
1262,schießen::V,lő,ытыалаа
1263,siegen::V,győz,хот
1264,siegen::V,győz,кыай
1265,ärgern::V,bosszant,кыыһырт
1266,schlagen::V,üt,оҕус
1267,schlagen::V,ver,оҕус
1268,treten::V,rúg,тэп
1269,stechen::V,döf,кэй
1270,stechen::V,szúr,кэй
1271,stoßen::V,lök,кэп
1272,stoßen::V,lök,үтүрүй
1273,stehlen::V,lop,уор
1274,stören::V,zavar,мэһэйдээ
1275,belästigen::V,zaklat,батар
1276,verbergen::V,rejt,кистээ
1277,verbergen::V,elrejt,кистээ
1278,täuschen::V,megtéveszt,албыннаа
1279,betrügen::V,csal,албыннаа
1280,töten::V,öl,өлөр
1281,wohnen::V,lakik,олор
1282,arbeiten::V,dolgozik,үлэлээ
1283,sammeln::V,szed,мус
1284,sammeln::V,szed,хомуй
1285,sammeln::V,gyűjt,мус
1286,sammeln::V,gyűjt,хомуй
1287,pflücken::V,szed,үргээ
1288,jagen::V,vadászik,бултаа
1289,fischen::V,halászik,балыктаа
1290,fassen::V,fog,тут
1291,hüten::V,őriz,манаа
1292,hüten::V,legeltet,манаа
1293,treiben::V,hajt,үүр
1294,anbinden::V,köt,баай
1295,füttern::V,etet,аһат
1296,melken::V,fej,ыа
1297,hacken::V,vág,кэрт
1298,gießen::V,öntöz,сиигирт
1299,reifen::V,érik,бус
1300,zubereiten::V,elkészít,бэлэмнээ
1301,kochen::V,főz,буһар
1302,backen::V,süt,буһар
1303,braten::V,süt,хооруй
1304,braten::V,süt,ыһаарылаа
1305,braten::V,süt,соркуойдаа
1306,umrühren::V,megkever,былаа
1307,stricken::V,köt,өр
1308,nähen::V,varr,иистэн
1309,färben::V,fest,кырааскалаа
1310,reinigen::V,tisztít,ыраастаа
1311,waschen::V,mos,сууй
1312,abwischen::V,letöröl,сот
1313,spülen::V,mosogat,сайҕаа
1314,fegen::V,söpör,сиппий
1315,kehren::V,söpör,харбаа
1316,baden::V,fürdik,сөтүөлээ
1317,sich waschen::V,mosdik,суун
1318,sich waschen::V,mosakszik,суун
1319,ausziehen::V,levesz,уһул
1320,anziehen::V,felölt,кэтэрт
1321,anziehen::V,felvesz,кэтэрт
1322,sich anziehen::V,öltözik,таҥын
1323,sich anziehen::V,felöltözik,таҥын
1324,kämmen::V,fésül,тараа
1325,schmücken::V,díszít,симээ
1326,sagen::V,mond,диэ
1327,sprechen::V,beszél,эт
1328,sprechen::V,beszél,саҥар
1329,reden::V,beszél,кэпсэт
1330,sich unterhalten::V,beszélget,кэпсэт
1331,fragen::V,kérdez,ыйыт
1332,bitten::V,kér,көрдөс
1333,erzählen::V,mesél,кэпсээ
1334,erzählen::V,mesél,сэһэргээ
1335,erzählen::V,elbeszél,кэпсээ
1336,erzählen::V,elbeszél,сэһэргээ
1337,mitteilen::V,közöl,биллэр
1338,nennen::V,hív,ааттаа
1339,nennen::V,nevez,ааттаа
1340,rufen::V,hív,ыҥыр
1341,prahlen::V,dicsekszik,чабылан
1342,prahlen::V,dicsekszik,киһиргээ
1343,übersetzen::V,fordít,тылбаастаа
1344,denken::V,gondol,санаа
1345,denken::V,gondol,толкуйдаа
1346,glauben::V,hisz,итэҕэй
1347,bemerken::V,észrevesz,бэлиэтээ
1348,erkennen::V,ráismer,бил
1349,erkennen::V,felismer,бил
1350,begreifen::V,felfog,өйдөө
1351,verstehen::V,ért,өйдөө
1352,verstehen::V,megért,өйдөө
1353,lernen::V,tanul,үөрэн
1354,lernen::V,megtanul,үөрэн
1355,wissen::V,tud,бил
1356,sich erinnern an::V,emlékszik,аҕын
1357,vergessen::V,felejt,умун
1358,vergessen::V,elfelejt,умун
1359,messen::V,mér,кэмнээ
1360,messen::V,mér,кээмэйдээ
1361,messen::V,megmér,кэмнээ
1362,messen::V,megmér,кээмэйдээ
1363,zählen::V,számol,аах
1364,zählen::V,megszámol,аах
1365,rechnen::V,számít,аах
1366,lesen::V,olvas,аах
1367,malen::V,fest,уруһуйдаа
1368,zeichnen::V,rajzol,уруһуйдаа
1369,schreiben::V,ír,суруй
1370,besitzen::V,birtokol,баһылаа
1371,kaufen::V,vesz,атыылас
1372,kaufen::V,megvesz,атыылас
1373,verkaufen::V,elad,атыылаа
1374,bezahlen::V,fizet,төлөө
1375,bezahlen::V,kifizet,төлөө
1376,zahlen::V,fizet,төлөө
1377,zahlen::V,megfizet,төлөө
1378,beherrschen::V,ural,баһылаа
1379,ertragen::V,elbír,тулуй
1380,ertragen::V,elvisel,тулуй
