,Concept_ID,be,be
816,fünfzig::NUM,пядзесят,пядзесят
817,sechzig::NUM,шесдзесят,шесдзесят
818,siebzig::NUM,семдзесят,семдзесят
819,achtzig::NUM,восемдзесят,восемдзесят
820,neunzig::NUM,дзевяноста,дзевяноста
821,hundert::NUM,сто,сто
822,tausend::NUM,тысяча,тысяча
823,und::CNJ,і,і
824,und::CNJ,і,ды
825,und::CNJ,ды,і
826,und::CNJ,ды,ды
827,oder::CNJ,або,або
828,stehen::V,стаяць,стаяць
829,sitzen::V,сядзець,сядзець
830,liegen::V,ляжаць,ляжаць
831,hängen::V,вісець,вісець
832,werden::V,стаць,стаць
833,werden::V,стаць,зрабіцца
834,werden::V,зрабіцца,стаць
835,werden::V,зрабіцца,зрабіцца
836,passieren::V,трапіцца,трапіцца
837,beginnen::V,пачацца,пачацца
838,enden::V,кончыцца,кончыцца
839,wechseln::V,мяняцца,мяняцца
840,aufgehen[Sonne]::V,узысці,узысці
841,untergehen[Sonne]::V,зайсці,зайсці
842,scheinen[Sonne]::V,свяціць,свяціць
843,donnern::V,грымець,грымець
844,wehen::V,дзьмуць,дзьмуць
845,strömen::V,ліцца,ліцца
846,fließen::V,цячы,цячы
847,sich drehen::V,круціцца,круціцца
848,sich drehen::V,круціцца,варочацца
849,sich drehen::V,варочацца,круціцца
850,sich drehen::V,варочацца,варочацца
851,schwanken::V,хістацца,хістацца
852,schwingen::V,гайдацца,гайдацца
853,schwingen::V,гайдацца,калыхацца
854,schwingen::V,калыхацца,гайдацца
855,schwingen::V,калыхацца,калыхацца
856,fallen::V,падаць,падаць
857,brennen::V,гарэць,гарэць
858,rauchen::V,дымець,дымець
859,regnen::V,дажджыць,дажджыць
860,gefrieren::V,замерзнуць,замерзнуць
861,tauen::V,раставаць,раставаць
862,schmelzen::V,плавіцца,плавіцца
863,trocknen::V,сохнуць,сохнуць
864,sieden::V,кіпець,кіпець
865,faulen::V,гнісці,гнісці
866,verfaulen::V,згнісці,згнісці
867,reißen::V,ірвацца,ірвацца
868,versinken::V,тануць,тануць
869,vergehen::V,праходзіць,праходзіць
870,erscheinen::V,зʼявіцца,зʼявіцца
871,verschwinden::V,знікнуць,знікнуць
872,sinken::V,спадаць,спадаць
873,abnehmen::V,паменшыцца,паменшыцца
874,zunehmen::V,павялічвацца,павялічвацца
875,steigen::V,паднімацца,паднімацца
876,wachsen::V,расці,расці
877,glänzen::V,блішчаць,блішчаць
878,funkeln::V,бліскаць,бліскаць
879,lärmen::V,шумець,шумець
880,läuten::V,званіць,званіць
881,klingeln::V,званіць,званіць
882,klirren::V,бразгаць,бразгаць
883,brausen::V,бушаваць,бушаваць
884,rauschen::V,шастаць,шастаць
885,klingen::V,гучаць,гучаць
886,bellen::V,брахаць,брахаць
887,heulen::V,выць,выць
888,blasen::V,дзьмухнуць,дзьмухнуць
889,pfeifen::V,свістаць,свістаць
890,schreien::V,крычаць,крычаць
891,stöhnen::V,стагнаць,стагнаць
892,zittern::V,дрыжаць,дрыжаць
893,leben::V,жыць,жыць
894,geboren werden::V,нарадзіцца,нарадзіцца
895,atmen::V,дыхаць,дыхаць
896,trinken::V,піць,піць
897,essen::V,есці,есці
898,schlucken::V,глытаць,глытаць
899,müde werden::V,стаміцца,стаміцца
900,einschlafen::V,заснуць,заснуць
901,schlafen::V,спаць,спаць
902,aufwachen::V,рассыпацца,рассыпацца
903,aufstehen::V,устаць,устаць
904,sich erholen::V,адпачываць,адпачываць
905,krank werden::V,захварэць,захварэць
906,krank sein::V,хварэць,хварэць
907,schmerzen::V,балець,балець
908,husten::V,кашляць,кашляць
909,genesen::V,паправіцца,паправіцца
910,genesen::V,паправіцца,паздаравець
911,genesen::V,паздаравець,паправіцца
912,genesen::V,паздаравець,паздаравець
913,sterben::V,памерці,памерці
914,umkommen::V,загінуць,загінуць
915,sich bewegen::V,рухацца,рухацца
916,sich rühren::V,варушыцца,варушыцца
917,sich erheben::V,устаць,устаць
918,sich setzen::V,сесці,сесці
919,hinfallen::V,упасці,упасці
920,laufen::V,хадзіць,хадзіць
921,schreiten::V,шагаць,шагаць
922,schreiten::V,шагаць,крочыць
923,schreiten::V,крочыць,шагаць
924,schreiten::V,крочыць,крочыць
925,spazierengehen::V,гуляць,гуляць
926,eilen::V,спяшацца,спяшацца
927,sich beeilen::V,спяшацца,спяшацца
928,sausen::V,імчацца,імчацца
929,rennen::V,бегаць,бегаць
930,springen::V,скакаць,скакаць
931,klettern::V,лазіць,лазіць
932,schaukeln::V,гайдацца,гайдацца
933,kriechen::V,поўзаць,поўзаць
934,schwimmen::V,плаваць,плаваць
935,tauchen::V,ныраць,ныраць
936,rudern::V,веславаць,веславаць
937,fahren::V,ехаць,ехаць
938,fliegen::V,лятаць,лятаць
939,gehen::V,ісці,ісці
940,weggehen::V,пайсці,пайсці
941,abfahren::V,адʼяжджаць,адʼяжджаць
942,anhalten::V,спыніцца,спыніцца
943,anhalten::V,спыніцца,затрымацца
944,anhalten::V,затрымацца,спыніцца
945,anhalten::V,затрымацца,затрымацца
946,hineingehen::V,уваходзіць,уваходзіць
947,eintreten::V,увайсці,увайсці
948,kommen::V,прыйсці,прыйсці
949,ankommen::V,прыбыць,прыбыць
950,zurückkommen::V,вярнуцца,вярнуцца
951,bleiben::V,застацца,застацца
952,warten::V,чакаць,чакаць
953,erwarten::V,чакаць,чакаць
954,suchen::V,шукаць,шукаць
955,finden::V,знайсці,знайсці
956,versuchen::V,прабаваць,прабаваць
957,vorbereiten::V,падрыхтаваць,падрыхтаваць
958,lieben::V,кахаць,кахаць
959,mögen::V,любіць,любіць
960,lachen::V,смяяцца,смяяцца
961,rühren::V,расчуліць,расчуліць
962,weinen::V,плакаць,плакаць
963,schimpfen::V,лаяцца,лаяцца
964,sich ärgern::V,сердаваць,сердаваць
965,sich fürchten::V,баяцца,баяцца
966,fürchten::V,баяцца,баяцца
967,fliehen::V,уцякаць,уцякаць
968,flüchten::V,уцячы,уцячы
969,sehen::V,бачыць,бачыць
970,anschauen::V,паглядзець,паглядзець
971,ansehen::V,глядзець,глядзець
972,hören::V,чуць,чуць
973,zuhören::V,слухаць,слухаць
974,probieren::V,каштаваць,каштаваць
975,riechen::V,нюхаць,нюхаць
976,fühlen::V,адчуваць,адчуваць
977,scheinen::V,здавацца,здавацца
978,zu sehen sein::V,віднецца,віднецца
979,vernehmen::V,пачуць,пачуць
980,frieren::V,мёрзнуць,мёрзнуць
981,tun::V,рабіць,рабіць
982,können::V,умець,умець
983,wollen::V,хацець,хацець
984,anfangen::V,пачаць,пачаць
985,beenden::V,закончыць,закончыць
986,aufhören::V,перастаць,перастаць
987,gelingen::V,удацца,удацца
988,geraten::V,аказацца,аказацца
989,öffnen::V,адчыніць,адчыніць
990,schließen::V,зачыніць,зачыніць
991,stellen::V,паставіць,паставіць
992,setzen::V,пасадзіць,пасадзіць
993,legen::V,класці,класці
994,berühren::V,чапаць,чапаць
995,verbinden::V,звязаць,звязаць
996,bedecken::V,накрыць,накрыць
997,aufhängen::V,павесіць,павесіць
998,anzünden::V,запаліць,запаліць
999,aufheben::V,падняць,падняць
1000,zurücklassen::V,пакінуць,пакінуць
1001,verlieren::V,згубіць,згубіць
1002,fallen lassen::V,упусціць,упусціць
1003,machen::V,зрабіць,зрабіць
1004,herstellen::V,вырабіць,вырабіць
1005,bauen::V,будаваць,будаваць
1006,reparieren::V,правіць,правіць
1007,verbessern::V,палепшыць,палепшыць
1008,ändern::V,змяніць,змяніць
1009,graben::V,капаць,капаць
1010,beugen::V,сагнуць,сагнуць
1011,biegen::V,пагнуць,пагнуць
1012,drehen::V,вярцець,вярцець
1013,wenden::V,павярнуць,павярнуць
1014,umdrehen::V,перавярнуць,перавярнуць
1015,heben::V,падымаць,падымаць
1016,hochheben::V,падняць,падняць
1017,ergreifen::V,схапіць,схапіць
1018,ergreifen::V,схапіць,схваціць
1019,ergreifen::V,схваціць,схапіць
1020,ergreifen::V,схваціць,схваціць
1021,halten::V,трымаць,трымаць
1022,drücken::V,націскаць,націскаць
1023,schieben::V,пхаць,пхаць
1024,schieben::V,пхаць,штурхаць
1025,schieben::V,штурхаць,пхаць
1026,schieben::V,штурхаць,штурхаць
1027,kratzen::V,скрэбці,скрэбці
1028,lecken::V,лізаць,лізаць
1029,beißen::V,кусаць,кусаць
1030,abreißen::V,адарваць,адарваць
1031,abschneiden::V,адрэзаць,адрэзаць
1032,binden::V,вязаць,вязаць
1033,stecken::V,уваткнуць,уваткнуць
1034,brechen::V,зламаць,зламаць
1035,klopfen::V,стукаць,стукаць
1036,hauen::V,біць,біць
1037,kleben::V,клеіць,клеіць
1038,reiben::V,церці,церці
1039,streichen::V,намазаць,намазаць
1040,schleifen::V,тачыць,тачыць
1041,schneiden::V,рэзаць,рэзаць
1042,rütteln::V,хістаць,хістаць
1043,schütteln::V,трэсці,трэсці
1044,schwenken::V,махаць,махаць
1045,schütten::V,наліць,наліць
1046,füllen::V,напоўніць,напоўніць
1047,einwickeln::V,загарнуць,загарнуць
1048,tragen::V,несці,несці
1049,schleppen::V,цягнуць,цягнуць
1050,ziehen::V,цягнуць,цягнуць
1051,aufbewahren::V,захоўваць,захоўваць
1052,werfen::V,кідаць,кідаць
1053,fangen::V,лавіць,лавіць
1054,packen::V,схапіць,схапіць
1055,packen::V,схапіць,схваціць
1056,packen::V,схваціць,схапіць
1057,packen::V,схваціць,схваціць
1058,verstecken::V,схаваць,схаваць
1059,teilen::V,раздзяліць,раздзяліць
1060,schicken::V,пасылаць,пасылаць
1061,bringen::V,прынесці,прынесці
1062,hinzufügen::V,дабавіць,дабавіць
1063,bekommen::V,дастаць,дастаць
1064,erhalten::V,атрымаць,атрымаць
1065,nehmen::V,ўзяць,ўзяць
1066,wählen::V,выбраць,выбраць
1067,auswählen::V,адабраць,адабраць
1068,bewahren::V,захаваць,захаваць
1069,behindern::V,перашкаджаць,перашкаджаць
1070,verderben::V,сапсаваць,сапсаваць
1071,beschädigen::V,пашкодзіць,пашкодзіць
1072,zerbrechen::V,разбіць,разбіць
1073,zerreißen::V,разадраць,разадраць
1074,zerstören::V,разбурыць,разбурыць
1075,verbrennen::V,спаліць,спаліць
1076,geben::V,даць,даць
1077,reichen::V,перадаць,перадаць
1078,schenken::V,дарыць,дарыць
1079,versprechen::V,абяцаць,абяцаць
1080,wünschen::V,жадаць,жадаць
1081,loben::V,хваліць,хваліць
1082,küssen::V,цалаваць,цалаваць
1083,wiegen::V,гушкаць,гушкаць
1084,wiegen::V,гушкаць,калыхаць
1085,wiegen::V,калыхаць,гушкаць
1086,wiegen::V,калыхаць,калыхаць
1087,zudecken::V,накрыць,накрыць
1088,wecken::V,пабудзіць,пабудзіць
1089,zeigen::V,паказаць,паказаць
1090,führen::V,весці,весці
1091,lehren::V,вучыць,вучыць
1092,unterrichten::V,выкладаць,выкладаць
1093,aufziehen::V,выхаваць,выхаваць
1094,leiten::V,кіраваць,кіраваць
1095,antreiben::V,падганяць,падганяць
1096,lassen::V,прымусіць,прымусіць
1097,einladen::V,запрасіць,запрасіць
1098,vereinigen::V,абʼяднаць,абʼяднаць
1099,besuchen::V,наведаць,наведаць
1100,treffen::V,сустрэць,сустрэць
1101,sich versammeln::V,сабрацца,сабрацца
1102,spielen::V,гуляць,гуляць
1103,singen::V,пець,пець
1104,singen::V,пець,спяваць
1105,singen::V,спяваць,пець
1106,singen::V,спяваць,спяваць
1107,tanzen::V,танцаваць,танцаваць
1108,sich trennen::V,расстацца,расстацца
1109,verlassen::V,пакінуць,пакінуць
1110,retten::V,выратаваць,выратаваць
1111,bewachen::V,ахоўваць,ахоўваць
1112,schützen::V,уберагаць,уберагаць
1113,verteidigen::V,абараніць,абараніць
1114,sich schlagen::V,біцца,біцца
1115,sich schlagen::V,біцца,драцца
1116,sich schlagen::V,драцца,біцца
1117,sich schlagen::V,драцца,драцца
1118,schießen::V,страляць,страляць
1119,siegen::V,перамагчы,перамагчы
1120,ärgern::V,злаваць,злаваць
1121,schlagen::V,ударыць,ударыць
1122,treten::V,штурхаць,штурхаць
1123,stechen::V,укалоць,укалоць
1124,stoßen::V,папхнуць,папхнуць
1125,stehlen::V,украсці,украсці
1126,stören::V,перашкодзіць,перашкодзіць
1127,belästigen::V,дакучаць,дакучаць
1128,verbergen::V,скрыць,скрыць
1129,verbergen::V,скрыць,схаваць
1130,verbergen::V,схаваць,скрыць
1131,verbergen::V,схаваць,схаваць
1132,täuschen::V,падмануць,падмануць
1133,betrügen::V,змахляваць,змахляваць
1134,töten::V,забіць,забіць
1135,wohnen::V,жыць,жыць
1136,arbeiten::V,працаваць,працаваць
1137,sammeln::V,сабраць,сабраць
1138,pflücken::V,зрываць,зрываць
1139,jagen::V,паляваць,паляваць
1140,fischen::V,рыбачыць,рыбачыць
1141,fassen::V,злавіць,злавіць
1142,hüten::V,пасвіць,пасвіць
1143,treiben::V,гнаць,гнаць
1144,anbinden::V,прывязаць,прывязаць
1145,füttern::V,карміць,карміць
1146,melken::V,даіць,даіць
1147,hacken::V,сячы,сячы
1148,gießen::V,паліць,паліць
1149,reifen::V,паспець,паспець
1150,zubereiten::V,зварыць,зварыць
1151,zubereiten::V,зварыць,згатаваць
1152,zubereiten::V,згатаваць,зварыць
1153,zubereiten::V,згатаваць,згатаваць
1154,kochen::V,варыць,варыць
1155,backen::V,пячы,пячы
1156,braten::V,смажыць,смажыць
1157,umrühren::V,перамяшаць,перамяшаць
1158,stricken::V,вязаць,вязаць
1159,nähen::V,шыць,шыць
1160,färben::V,пафарбаваць,пафарбаваць
1161,reinigen::V,ачысціць,ачысціць
1162,waschen::V,мыць,мыць
1163,abwischen::V,выцерці,выцерці
1164,spülen::V,паласкаць,паласкаць
1165,fegen::V,падмятаць,падмятаць
1166,kehren::V,месці,месці
1167,baden::V,купацца,купацца
1168,sich waschen::V,мыцца,мыцца
1169,ausziehen::V,зняць,зняць
1170,anziehen::V,надзець,надзець
1171,sich anziehen::V,адзецца,адзецца
1172,kämmen::V,прычасаць,прычасаць
1173,schmücken::V,аздобіць,аздобіць
1174,sagen::V,сказаць,сказаць
1175,sprechen::V,гаварыць,гаварыць
1176,reden::V,размаўляць,размаўляць
1177,sich unterhalten::V,гутарыць,гутарыць
1178,fragen::V,спытаць,спытаць
1179,bitten::V,прасіць,прасіць
1180,erzählen::V,расказаць,расказаць
1181,mitteilen::V,паведаміць,паведаміць
1182,nennen::V,назваць,назваць
1183,rufen::V,зваць,зваць
1184,prahlen::V,хваліцца,хваліцца
1185,übersetzen::V,перакласці,перакласці
1186,denken::V,думаць,думаць
1187,glauben::V,верыць,верыць
1188,bemerken::V,заўважыць,заўважыць
1189,erkennen::V,пазнаць,пазнаць
1190,begreifen::V,спасцігнуць,спасцігнуць
1191,verstehen::V,пачуць,пачуць
1192,lernen::V,вучыцца,вучыцца
1193,wissen::V,знаць,знаць
1194,sich erinnern an::V,памятаць,памятаць
1195,vergessen::V,забыць,забыць
1196,messen::V,мераць,мераць
1197,zählen::V,лічыць,лічыць
1198,rechnen::V,лічыць,лічыць
1199,lesen::V,чытаць,чытаць
1200,malen::V,маляваць,маляваць
1201,zeichnen::V,рысаваць,рысаваць
1202,schreiben::V,пісаць,пісаць
1203,besitzen::V,мець,мець
1204,kaufen::V,купіць,купіць
1205,verkaufen::V,прадаць,прадаць
1206,bezahlen::V,заплаціць,заплаціць
1207,zahlen::V,плаціць,плаціць
1208,beherrschen::V,уладаць,уладаць
1209,beherrschen::V,уладаць,валодаць
1210,beherrschen::V,валодаць,уладаць
1211,beherrschen::V,валодаць,валодаць
1212,ertragen::V,выцерпець,выцерпець
