,Concept_ID,fr,it
264,Schwester::N,sœur,sorella
265,Onkel::N,oncle,zio
266,Tante::N,tante,zia
267,Ehemann::N,mari,marito
268,Ehemann::N,époux,marito
269,Ehefrau::N,femme,moglie
270,Ehefrau::N,épouse,moglie
271,Freude::N,joie,gioia
272,Freude::N,joie,piacere
273,Freude::N,plaisir,gioia
274,Freude::N,plaisir,piacere
275,Gelächter::N,rires,risata
276,Glück::N,bonheur,felicità
277,Kummer::N,peine,afflizione
278,Kummer::N,chagrin,afflizione
279,Wunsch::N,désir,desiderio
280,Lust::N,envie,voglia
281,Geist::N,esprit,mente
282,Geist::N,esprit,spìrito
283,Gedanke::N,idée,idea
284,Gedanke::N,idée,pensiero
285,Gedanke::N,pensée,idea
286,Gedanke::N,pensée,pensiero
287,Gedächtnis::N,mémoire,memoria
288,Verstand::N,raison,intelletto
289,Sinn::N,sens,senso
290,Sinn::N,sens,significato
291,Grund::N,cause,causa
292,Grund::N,cause,motivo
293,Grund::N,cause,ragione
294,Grund::N,raison,causa
295,Grund::N,raison,motivo
296,Grund::N,raison,ragione
297,Wahrheit::N,vérité,verità
298,Gespräch::N,conversation,discorso
299,Gespräch::N,conversation,conversazione
300,Märchen::N,conte,fiaba
301,Märchen::N,conte,fàvola
302,Märchen::N,conte de fées,fiaba
303,Märchen::N,conte de fées,fàvola
304,Erzählung::N,conte,racconto
305,Erzählung::N,conte,narrazione
306,Erzählung::N,narration,racconto
307,Erzählung::N,narration,narrazione
308,Nachricht::N,message,messaggio
309,Neuigkeit::N,nouvelle,notizia
310,Name::N,nom,nome
311,Rätsel::N,énigme,indovinello
312,Rätsel::N,devinette,indovinello
313,Rede::N,parole,discorso
314,Rede::N,discours,discorso
315,Sprache::N,langue,lingua
316,Sprache::N,langue,linguaggio
317,Sprache::N,langage,lingua
318,Sprache::N,langage,linguaggio
319,Stimme::N,voix,voce
320,Wort::N,mot,parola
321,Zeichen::N,signe,segno
322,Zeichen::N,signe,segnale
323,Ruf::N,cri,chiamata
324,Ruf::N,appel,chiamata
325,Lärm::N,bruit,chiasso
326,Lärm::N,bruit,strèpito
327,Laut::N,son,suono
328,Ton::N,ton,tono
329,Lied::N,chant,canto
330,Lied::N,chant,canzone
331,Lied::N,chanson,canto
332,Lied::N,chanson,canzone
333,Ruhe::N,calme,calma
334,Ruhe::N,calme,tranquillità
335,Ruhe::N,tranquillité,calma
336,Ruhe::N,tranquillité,tranquillità
337,Leute::N,gens,gente
338,Volk::N,peuple,pòpolo
339,Arbeit::N,travail,lavoro
340,Gast::N,hôte,òspite
341,Gast::N,hôte,invitato
342,Gast::N,invité,òspite
343,Gast::N,invité,invitato
344,Geschenk::N,cadeau,regalo
345,Geschenk::N,présent,regalo
346,Spiel::N,jeu,gioco
347,Gesellschaft::N,compagnie,compagnìa
348,Hilfe::N,aide,aiuto
349,Hilfe::N,aide,soccorso
350,Hilfe::N,secours,aiuto
351,Hilfe::N,secours,soccorso
352,Freund::N,ami,amico
353,Kamerad::N,copain,camerata
354,Kamerad::N,camarade,camerata
355,Angelegenheit::N,affaire,affare
356,Angelegenheit::N,affaire,faccenda
357,Anzahl::N,nombre,nùmero
358,Anzahl::N,nombre,quantità
359,Art::N,sorte,tipo
360,Art::N,sorte,specie
361,Art::N,espèce,tipo
362,Art::N,espèce,specie
363,Stück::N,morceau,pezzo
364,Teil::N,part,parte
365,Teil::N,partie,parte
366,Hälfte::N,moitié,metà
367,Kreis::N,cercle,cìrcolo
368,Kreuz::N,croix,croce
369,Linie::N,ligne,lìnea
370,Strich::N,trait,tratto
371,Abstand::N,écart,distanza
372,Entfernung::N,distance,distanza
373,Entfernung::N,distance,lontananza
374,Gegend::N,région,regione
375,Gegend::N,contrée,regione
376,Platz::N,place,posto
377,Platz::N,place,spazio
378,Ort::N,lieu,luogo
379,Ort::N,lieu,località
380,Ort::N,endroit,luogo
381,Ort::N,endroit,località
382,Seite::N,côté,lato
383,Seite::N,côté,parte
384,Mitte::N,milieu,mezzo
385,Mitte::N,milieu,centro
386,Gegenstand::N,objet,oggetto
387,Sache::N,chose,cosa
388,Rand::N,bord,orlo
389,Rand::N,bord,bordo
390,Kante::N,arête,spìgolo
391,Ecke::N,coin,canto
392,Ecke::N,tournant,canto
393,Spitze::N,cime,punta
394,Spitze::N,pointe,punta
395,Ende::N,bout,capo
396,Ende::N,bout,estremità
397,Loch::N,trou,buco
398,Winkel::N,coin,àngolo
399,Winkel::N,réduit,àngolo
400,Muster::N,dessin,disegno
401,Größe::N,grandeur,taglia
402,Größe::N,grandeur,grandezza
403,Länge::N,longueur,lunghezza
404,Höhe::N,hauteur,altezza
405,Höhe::N,altitude,altezza
406,Gewicht::N,poids,peso
407,Menge::N,quantité,quantità
408,Haufen::N,tas,cùmulo
409,Haufen::N,tas,mucchio
410,Reihe::N,file,fila
411,Reihe::N,rangée,fila
412,Boot::N,canot,barca
413,Boot::N,canot,battello
414,Boot::N,bateau,barca
415,Boot::N,bateau,battello
416,Ruder::N,rame,remo
417,Ruder::N,aviron,remo
418,Schlitten::N,traîneau,slitta
419,Ski::N,ski,sci
420,Lagerfeuer::N,feu de camp,falò
421,Lagerfeuer::N,feu de camp,fuoco di bivacco
422,Last::N,charge,càrico
423,Last::N,fardeau,càrico
424,Gang::N,tour,andata
425,Gang::N,marche,andata
426,Schritt::N,pas,passo
427,Norden::N,nord,nord
428,Norden::N,nord,settentrione
429,Süden::N,sud,sud
430,Süden::N,sud,meridione
431,Westen::N,ouest,òvest
432,Westen::N,ouest,occidente
433,Westen::N,occident,òvest
434,Westen::N,occident,occidente
435,Osten::N,est,est
436,Osten::N,est,oriente
437,Osten::N,orient,est
438,Osten::N,orient,oriente
439,Holz::N,bois,legno
440,Brett::N,planche,asse
441,Brett::N,planche,tàvola
442,Platte::N,plaque,lastra
443,Platte::N,plaque,piastra
444,Stütze::N,appui,supporto
445,Stütze::N,soutien,supporto
446,Stange::N,barre,sbarra
447,Stange::N,barre,pèrtica
448,Stange::N,perche,sbarra
449,Stange::N,perche,pèrtica
450,Stock::N,canne,verga
451,Stock::N,canne,bastone
452,Stock::N,canne,bacchetta
453,Stab::N,bâton,asta
454,Rohr::N,tube,tubo
455,Rohr::N,tuyau,tubo
456,Haus::N,maison,casa
457,Heim::N,maison,casa
458,Ofen::N,poêle,stufa
459,Fußboden::N,plancher,pavimento
460,Tisch::N,table,tàvolo
461,Stuhl::N,chaise,sedia
462,Wiege::N,berceau,culla
463,Bett::N,lit,letto
464,Regal::N,étagère,scaffale
465,Kiste::N,caisse,cassa
466,Fenster::N,fenêtre,finestra
467,Tür::N,porte,porta
468,Tor::N,porte,portone
469,Tor::N,portail,portone
470,Zaun::N,clôture,recinto
471,Dach::N,toit,tetto
472,Leiter::N,échelle,scala
473,Leiter::N,échelle,scala a pioli
474,Besen::N,balai,scopa
475,Spaten::N,bêche,vanga
476,Schaufel::N,pelle,pala
477,Gabel::N,fourchette,forchetta
478,Löffel::N,cuiller,cucchiaio
479,Messer::N,couteau,coltello
480,Nagel::N,clou,chiodo
481,Netz::N,filet,rete
482,Haken::N,croc,uncino
483,Haken::N,crochet,uncino
484,Griff::N,prise,mànico
485,Griff::N,prise,maniglia
486,Griff::N,manche,mànico
487,Griff::N,manche,maniglia
488,Schloss::N,serrure,serratura
489,Bild::N,image,quadro
490,Bild::N,image,immàgine
491,Bild::N,tableau,quadro
492,Bild::N,tableau,immàgine
493,Figur::N,figure,figura
494,Puppe::N,poupée,bàmbola
495,Beutel::N,sac,borsa
496,Beutel::N,sac,sacchetto
497,Beutel::N,petit sac,borsa
498,Beutel::N,petit sac,sacchetto
499,Bündel::N,paquet,fascio
500,Bündel::N,paquet,fagotto
501,Bündel::N,faisceau,fascio
502,Bündel::N,faisceau,fagotto
503,Tasche::N,sac,borsa
504,Eimer::N,seau,secchio
505,Deckel::N,couvercle,coperchio
506,Geschirr::N,vaisselle,stoviglie
507,Sack::N,sac,sacco
508,Tasse::N,tasse,tazza
509,Topf::N,pot,pèntola
510,Topf::N,marmite,pèntola
511,Kessel::N,chaudron,paiolo
512,Kessel::N,chaudron,calderone
513,Essen::N,repas,pasto
514,Essen::N,repas,mangiare
515,Essen::N,manger,pasto
516,Essen::N,manger,mangiare
517,Nahrung::N,nourriture,cibo
518,Nahrung::N,nourriture,alimento
519,Speise::N,plat,piatto
520,Fleisch::N,viande,carne
521,Getreide::N,blé,cereali
522,Getreide::N,céréales,cereali
523,Brei::N,purée,purè
524,Brei::N,purée,pappa
525,Brei::N,bouillie,purè
526,Brei::N,bouillie,pappa
527,Brot::N,pain,pane
528,Scheibe::N,tranche,fetta
529,Scheibe::N,tranche,trancia
530,Fett::N,graisse,grasso
531,Butter::N,beurre,burro
532,Öl::N,huile,olio
533,Salz::N,sel,sale
534,Suppe::N,soupe,zuppa
535,Suppe::N,soupe,minestra
536,Suppe::N,potage,zuppa
537,Suppe::N,potage,minestra
538,Honig::N,miel,miele
539,Milch::N,lait,latte
540,Tee::N,thé,tè
541,Leder::N,cuir,pelle
542,Wolle::N,laine,lana
543,Stoff::N,tissu,panno
544,Stoff::N,tissu,tessuto
545,Stoff::N,étoffe,panno
546,Stoff::N,étoffe,tessuto
547,Nadel::N,aiguille,ago
548,Faden::N,fil,filo
549,Knopf::N,bouton,bottone
550,Knoten::N,nœud,nodo
551,Farbe::N,peinture,pittura
552,Kleidung::N,vêtements,vestiti
553,Kleidung::N,vêtements,vestiario
554,Kleidung::N,habillement,vestiti
555,Kleidung::N,habillement,vestiario
556,Hemd::N,chemise,camicia
557,Kragen::N,col,bàvero
558,Kragen::N,col,colletto
559,Ärmel::N,manche,mànica
560,Hose::N,pantalon,calzoni
561,Gürtel::N,ceinture,cintura
562,Mütze::N,bonnet,berretto
563,Mütze::N,casquette,berretto
564,Schuh::N,soulier,scarpa
565,Schuh::N,chaussure,scarpa
566,Stiefel::N,botte,stivale
567,Ring::N,bague,anello
568,Band::N,ruban,nastro
569,Band::N,ruban,fettuccia
570,Kamm::N,peigne,pèttine
571,Spiegel::N,glace,specchio
572,Spiegel::N,miroir,specchio
573,Riemen::N,lanière,cinghia
574,Riemen::N,courroie,cinghia
575,Schnur::N,corde,corda
576,Schnur::N,ficelle,corda
577,Leine::N,laisse,guinzaglio
578,Decke::N,couverture,coperta
579,Kissen::N,oreiller,cuscino
580,Kissen::N,oreiller,guanciale
581,Tuch::N,drap,fazzoletto
582,Tuch::N,fichu,fazzoletto
583,Handtuch::N,serviette,asciugamano
584,Handtuch::N,essuie-mains,asciugamano
585,Kraft::N,force,forza
586,Stärke::N,vigueur,forza
587,Stärke::N,vigueur,vigore
588,Stärke::N,vigueur,fortezza
589,Gesundheit::N,santé,salute
590,Krankheit::N,maladie,malattìa
591,Schmerz::N,douleur,dolore
592,Wunde::N,plaie,piaga
593,Wunde::N,plaie,ferita
594,Wunde::N,blessure,piaga
595,Wunde::N,blessure,ferita
596,Fieber::N,fièvre,febbre
597,Arznei::N,remède,fàrmaco
598,Arznei::N,remède,medicina
599,Arznei::N,médecine,fàrmaco
600,Arznei::N,médecine,medicina
601,Brücke::N,pont,ponte
602,Brunnen::N,puits,pozzo
603,Weide::N,pâturage,pàscolo
604,Pfad::N,sentier,sentiero
605,Weg::N,voie,via
606,Weg::N,voie,cammino
607,Weg::N,chemin,via
608,Weg::N,chemin,cammino
609,Straße::N,route,strada
610,Dorf::N,village,paese
611,Dorf::N,village,villaggio
612,Stadt::N,cité,città
613,Stadt::N,ville,città
614,Brief::N,lettre,lèttera
615,Buch::N,livre,libro
616,Buchstabe::N,lettre,lèttera
617,Buchstabe::N,caractère,lèttera
618,Zeitung::N,journal,giornale
619,Leben::N,vie,vita
620,Tod::N,mort,morte
621,Grab::N,tombe,tomba
622,Grab::N,tombe,sepolcro
623,Kirche::N,église,chiesa
624,Sünde::N,péché,peccato
625,Gott::N,dieu,dio
626,Arbeiter::N,ouvrier,operaio
627,Arbeiter::N,ouvrier,lavoratore
628,Arbeiter::N,travailleur,operaio
629,Arbeiter::N,travailleur,lavoratore
630,Chef::N,chef,capo
631,Chef::N,chef,padrone
632,Chef::N,patron,capo
633,Chef::N,patron,padrone
634,Meister::N,maître,mastro
635,Meister::N,maître,maestro
636,Arzt::N,médecin,mèdico
637,Arzt::N,médecin,dottore
638,Lehrer::N,professeur,professore
639,Lehrer::N,instituteur,professore
640,Geld::N,argent,soldi
641,Geld::N,argent,denaro
642,Geschäft::N,affaire,affare
643,Geschäft::N,affaire,negozio
644,Geschäft::N,commerce,affare
645,Geschäft::N,commerce,negozio
646,Laden::N,magasin,negozio
647,Laden::N,boutique,negozio
648,Preis::N,prix,prezzo
649,Ware::N,marchandise,merce
650,Nutzen::N,profit,ùtile
651,Nutzen::N,profit,profitto
652,Reichtum::N,richesse,ricchezza
653,Welt::N,monde,mondo
654,Land::N,pays,paese
655,Staat::N,État,Stato
656,König::N,roi,re
657,Macht::N,pouvoir,potere
658,Macht::N,puissance,potere
659,Grenze::N,frontière,confine
660,Grenze::N,frontière,frontiera
661,Krieg::N,guerre,guerra
662,Feind::N,ennemi,nemico
663,Gewalt::N,violence,violenza
664,Kampf::N,lutte,lotta
665,Kampf::N,combat,lotta
666,Bogen[Waffe]::N,arc,arco
667,Pfeil::N,flèche,freccia
668,Gewehr::N,fusil,fucile
669,Fehler::N,faute,errore
670,Fehler::N,faute,sbaglio
671,Fehler::N,erreur,errore
672,Fehler::N,erreur,sbaglio
673,Lüge::N,mensonge,bugìa
674,Lüge::N,mensonge,menzogna
675,Schaden::N,dégât,danno
676,Schaden::N,dommage,danno
677,Unglück::N,malheur,sfortuna
678,Schuld::N,faute,colpa
679,Schuld::N,culpabilité,colpa
680,Alter::N,âge,età
681,Schluss::N,fin,fine
682,Zeit::N,temps,tempo
683,Tag::N,jour,giorno
684,Tag::N,jour,giornata
685,Tag::N,journée,giorno
686,Tag::N,journée,giornata
687,Morgen::N,matin,mattina
688,Morgen::N,matinée,mattina
689,Mittag::N,midi,mezzogiorno
690,Abend::N,soir,sera
691,Abend::N,soir,serata
692,Abend::N,soirée,sera
693,Abend::N,soirée,serata
694,Nacht::N,nuit,notte
695,Woche::N,semaine,settimana
696,Monat::N,mois,mese
697,Jahr::N,an,anno
698,Jahr::N,année,anno
699,Frühling::N,printemps,primavera
700,Sommer::N,été,estate
701,Herbst::N,automne,autunno
702,Winter::N,hiver,inverno
703,Januar::N,janvier,gennaio
704,Februar::N,février,febbraio
705,März::N,mars,marzo
706,April::N,avril,aprile
707,Mai::N,mai,maggio
708,Juni::N,juin,giugno
709,Juli::N,juillet,luglio
710,August::N,août,agosto
711,September::N,septembre,settembre
712,Oktober::N,octobre,ottobre
713,November::N,novembre,novembre
714,Dezember::N,décembre,dicembre
715,Montag::N,lundi,lunedì
716,Dienstag::N,mardi,martedì
717,Mittwoch::N,mercredi,mercoledì
718,Donnerstag::N,jeudi,giovedì
719,Freitag::N,vendredi,venerdì
720,Samstag::N,samedi,sàbato
721,Sonntag::N,dimanche,domenica
722,groß::A,grand,grande
723,klein::A,petit,pìccolo
724,lang::A,long,lungo
725,kurz::A,court,corto
726,breit::A,large,largo
727,schmal::A,étroit,stretto
728,dicht::A,dense,denso
729,dick[Gegenstand]::A,épais,spesso
730,dünn::A,mince,sottile
731,fein::A,fin,fine
732,fein::A,fin,delicato
733,fein::A,menu,fine
734,fein::A,menu,delicato
735,fest::A,ferme,sodo
736,fest::A,ferme,fisso
737,fest::A,solide,sodo
738,fest::A,solide,fisso
739,flach::A,plat,piano
740,flach::A,plat,piatto
741,glatt::A,poli,liscio
742,glatt::A,lisse,liscio
743,hart::A,dur,duro
744,weich::A,mou,molle
745,rund::A,rond,rotondo
746,spitz::A,aigu,aguzzo
747,spitz::A,aigu,appuntito
748,spitz::A,pointu,aguzzo
749,spitz::A,pointu,appuntito
750,scharf::A,tranchant,affilato
751,scharf::A,tranchant,tagliente
752,stumpf::A,mousse,smussato
753,stumpf::A,émoussé,smussato
754,schwer::A,lourd,pesante
755,schwer::A,pesant,pesante
756,schön::A,beau,bello
757,heiß::A,chaud,caldo
758,heiß::A,chaud,bollente
759,heiß::A,très chaud,caldo
760,heiß::A,très chaud,bollente
761,warm::A,chaud,caldo
762,kalt::A,froid,freddo
763,kühl::A,frais,fresco
764,frisch::A,frais,fresco
765,feucht::A,humide,ùmido
766,nass::A,mouillé,bagnato
767,trocken::A,sec,secco
768,voll::A,plein,pieno
769,voll::A,rempli,pieno
770,leer::A,vide,vuoto
771,offen::A,ouvert,aperto
772,geschlossen::A,clos,chiuso
773,geschlossen::A,fermé,chiuso
774,sauber::A,net,netto
775,sauber::A,net,pulito
776,sauber::A,propre,netto
777,sauber::A,propre,pulito
778,schmutzig::A,sale,sporco
779,schmutzig::A,sale,sùdicio
780,schmutzig::A,crasseux,sporco
781,schmutzig::A,crasseux,sùdicio
782,roh::A,cru,crudo
783,roh::A,brut,crudo
784,reif::A,mûr,maturo
785,lecker::A,délicieux,ghiotto
786,lecker::A,délicieux,squisito
787,lecker::A,appétissant,ghiotto
788,lecker::A,appétissant,squisito
789,süß::A,doux,dolce
790,bitter::A,amer,amaro
791,sauer::A,aigre,aspro
792,sauer::A,aigre,acerbo
793,hell::A,clair,chiaro
794,dunkel::A,sombre,buio
795,dunkel::A,sombre,oscuro
796,schwarz::A,noir,nero
797,weiß::A,blanc,bianco
798,rot::A,rouge,rosso
799,gelb::A,jaune,giallo
800,blau::A,bleu,blu
801,blau::A,bleu,azzurro
802,grün::A,vert,verde
803,grau::A,gris,grigio
804,bunt::A,multicolore,variopinto
805,billig::A,bon marché,a buon prezzo
806,billig::A,bon marché,a buon mercato
807,teuer::A,cher,caro
808,wertvoll::A,précieux,prezioso
809,blind::A,aveugle,cieco
810,taub::A,sourd,sordo
811,kräftig::A,fort,forte
812,kräftig::A,fort,robusto
813,kräftig::A,vigoureux,forte
814,kräftig::A,vigoureux,robusto
815,stark::A,fort,forte
816,stark::A,fort,vigoroso
817,stark::A,puissant,forte
818,stark::A,puissant,vigoroso
819,schwach::A,faible,dèbole
820,fett::A,gras,grasso
821,schlank::A,svelte,snello
822,schlank::A,svelte,slanciato
823,hübsch::A,joli,bello
824,hübsch::A,joli,carino
825,böse::A,mauvais,cattivo
826,dumm::A,sot,stùpido
827,dumm::A,bête,stùpido
828,faul::A,fainéant,pigro
829,faul::A,paresseux,pigro
830,fleißig::A,appliqué,diligente
831,geizig::A,avare,avaro
832,klug::A,intelligent,intelligente
833,geschickt::A,habile,àbile
834,lieb::A,cher,caro
835,lieb::A,gentil,caro
836,lustig::A,gai,gaio
837,lustig::A,gai,allegro
838,lustig::A,joyeux,gaio
839,lustig::A,joyeux,allegro
840,sanft::A,doux,dolce
841,hungrig::A,affamé,affamato
842,krank::A,malade,malato
843,krank::A,malade,infermo
844,nackt::A,nu,nudo
845,traurig::A,triste,triste
846,lebendig::A,vivant,vivo
847,gut::A,bon,buono
848,schlecht::A,mauvais,cattivo
849,richtig::A,juste,giusto
850,richtig::A,correct,giusto
851,schlimm::A,grave,grave
