,Concept_ID,pl,vep
111,Sumpf::N,bagno,so
112,Moor::N,bagno,so
113,Wiese::N,łąka,nit
114,Wald::N,las,mec
115,Hügel::N,pagórek,kukaz
116,Anhöhe::N,wzgórze,kukaz
117,Berg::N,góra,mägi
118,Gipfel::N,szczyt,ladv
119,Gipfel::N,wierzchołek,ladv
120,Höhle::N,pieczara,mägionduz
121,Abhang::N,stok,paute
122,Abhang::N,zbocze,paute
123,Quelle::N,zdrój,lähte
124,Quelle::N,źródło,lähte
125,Bach::N,potok,oja
126,Bach::N,strumień,oja
127,Fluss::N,rzeka,jogi
128,Ufer::N,brzeg,rand
129,Küste::N,wybrzeże,randišt
130,Festland::N,ląd,kuivma
131,Meer::N,morze,meri
132,Bucht::N,zatoka,laht
133,Insel::N,wyspa,sar'
134,Blume::N,kwiat,änik
135,Gras::N,trawa,hein
136,Wurzel::N,korzeń,jur'
137,Baum::N,drzewo,pu
138,Stamm::N,pień,tüvi
139,Rinde::N,kora,kor'
140,Ast::N,gałąź,oks
141,Zweig::N,gałąź,oks
142,Zweig::N,gałąź,barb
143,Blatt::N,liść,lehtez
144,Birke::N,brzoza,koiv
145,Kiefer[Baum]::N,sosna,pedai
146,Weide[Baum]::N,wierzba,raid
147,Tanne::N,jodła,kuz'
148,Horn::N,róg,sar'v
149,Feder::N,pióro,höuneh
150,Fell::N,futro,nahk
151,Flügel::N,skrzydło,suug
152,Klaue::N,szpon,künz'
153,Kralle::N,pazur,künz'
154,Schwanz::N,ogon,händ
155,Ei::N,jajko,muna
156,Nest::N,gniazdo,peza
157,Bau::N,nora,uru
158,Tier::N,zwierzę,živat
159,Herde::N,stado,kogo
160,Herde::N,trzoda,kogo
161,Kuh::N,krowa,lehm
162,Bulle::N,byk,härg
163,Pferd::N,koń,hebo
164,Schaf::N,owca,lambaz
165,Schwein::N,świnia,siga
166,Hund::N,pies,koir
167,Katze::N,kot,kaži
168,Katze::N,kotka,kaži
169,Bär::N,niedźwiedż,kondi
170,Eichhörnchen::N,wiewiórka,orav
171,Elch::N,łóś,hirb'
172,Fuchs::N,lis,reboi
173,Hase::N,zając,jäniš
174,Maus::N,mysz,hir'
175,Wolf::N,wilk,händikaz
176,Vogel::N,ptak,lind
177,Schwarm::N,stado,parveh
178,Huhn::N,kura,kana
179,Hahn::N,kogut,kukoi
180,Gans::N,gęś,hanh'
181,Adler::N,orzeł,orl
182,Ente::N,kaczka,sorz
183,Eule::N,sowa,hir'pulo
184,Kranich::N,żuraw,kurg
185,Krähe::N,wrona,variš
186,Kuckuck::N,kukułka,kägi
187,Schwan::N,łabędż,joucen
188,Fisch::N,ryba,kala
189,Barsch::N,okoń,ahven
190,Hecht::N,szczupak,haug'
191,Schlange[Tier]::N,wąż,kü
192,Schlange[Tier]::N,wąż,mado
193,Schlange[Tier]::N,żmija,kü
194,Schlange[Tier]::N,żmija,mado
195,Wurm::N,robak,mado
196,Spinne::N,pająk,hämähouk
197,Ameise::N,mrówka,murahaine
198,Laus::N,wesz,täi
199,Mücke::N,komar,säs'k
200,Fliege::N,mucha,kärbhaine
201,Schmetterling::N,motyl,lipkaine
202,Beere::N,jagoda,marj
203,Apfel::N,jabłko,jablok
204,Pilz::N,grzyb,sen'
205,Pilz::N,grzyb,babuk
206,Zwiebel::N,cebula,lauk
207,Saat::N,siew,semned
208,Korn::N,ziarno,jüvä
209,Korn::N,ziarno,vill'
210,Heu::N,siano,hein
211,Schale::N,łupina,kor'
212,Grube::N,dół,kop
213,Grube::N,jama,kop
214,Falle::N,pułapka,rida
215,Schlinge::N,sidła,rihm
216,Spur::N,ślad,jäl'g
217,Asche::N,popiół,tuhk
218,Dreck::N,brud,redu
219,Dreck::N,brud,pačak
220,Eisen::N,żelazo,raud
221,Gold::N,złoto,kuld
222,Silber::N,srebro,hobed
223,Kohle::N,węgiel,hil'
224,Glas::N,szkło,stökol
225,Lehm::N,glina,savi
226,Sand::N,piasek,lete
227,Mensch::N,człowiek,mez'
228,Mensch::N,człowiek,ristit
229,Mann::N,mężczyzna,mez'
230,Frau::N,kobieta,naine
231,Kind::N,dziecko,laps'
232,Junge::N,chłopak,poig
233,Junge::N,chłopak,prihaine
234,Junge::N,chłopiec,poig
235,Junge::N,chłopiec,prihaine
236,Mädchen::N,dziewczynka,neičukaine
237,Familie::N,rodzina,kanz
238,Familie::N,rodzina,pereh
239,Großvater::N,dziadek,ded
240,Großmutter::N,babka,bab
241,Eltern::N,rodzice,vanhembad
242,Eltern::N,rodzice,kazvatajad
243,Vater::N,ojciec,tat
244,Mutter::N,matka,mam
245,Sohn::N,syn,poig
246,Tochter::N,córka,tütär
247,Bruder::N,brat,veik
248,Bruder::N,brat,vell'
249,Schwester::N,siostra,čiža
250,Schwester::N,siostra,sizar
251,Onkel::N,wuj,däd'
252,Onkel::N,stryj,däd'
253,Tante::N,ciotka,tädi
254,Ehemann::N,mąż,mužik
255,Ehefrau::N,żona,ak
256,Freude::N,radość,ilo
257,Freude::N,radość,ihastuz
258,Gelächter::N,śmiech,nagr
259,Glück::N,szczęście,oza
260,Kummer::N,zmartwienie,gor'a
261,Wunsch::N,życzenie,taht
262,Lust::N,chęć,himo
263,Lust::N,ochota,himo
264,Geist::N,duch,heng
265,Gedanke::N,myśl,meletuz
266,Gedächtnis::N,pamięć,mušt
267,Verstand::N,rozum,mel'
268,Sinn::N,zmysł,jüvä
269,Grund::N,powód,sü
270,Wahrheit::N,prawda,tozi
271,Gespräch::N,rozmowa,lodu
272,Gespräch::N,rozmowa,pagin
273,Märchen::N,bajka,sarn
274,Erzählung::N,opowiadanie,sanutez
275,Nachricht::N,wiadomość,tedotuz
276,Neuigkeit::N,nowina,uzištuz
277,Name::N,imię,nimi
278,Rätsel::N,zagadka,ozoitez
279,Rede::N,mowa,pagin
280,Rede::N,mowa,sanad
281,Sprache::N,język,kel'
282,Stimme::N,głos,än'
283,Wort::N,słowo,sana
284,Zeichen::N,znak,znam
285,Ruf::N,wołanie,kida
286,Ruf::N,wołanie,kucund
287,Lärm::N,hałas,judu
288,Lärm::N,zgiełk,judu
289,Laut::N,dźwięk,kulund
290,Ton::N,ton,kulund
291,Ton::N,dźwięk,kulund
292,Lied::N,pieśń,pajo
293,Lied::N,piosenka,pajo
294,Ruhe::N,spokój,lebu
295,Leute::N,ludzie,rahvaz
296,Volk::N,naród,rahvaz
297,Arbeit::N,praca,tö
298,Arbeit::N,praca,rad
299,Arbeit::N,robota,tö
300,Arbeit::N,robota,rad
301,Gast::N,gość,adiv
302,Geschenk::N,prezent,lahj
303,Geschenk::N,podarunek,lahj
304,Spiel::N,gra,vänd
305,Spiel::N,zabawa,vänd
306,Gesellschaft::N,towarzystwo,sebr
307,Hilfe::N,pomoc,abu
308,Freund::N,przyjaciel,sebranik
309,Kamerad::N,kolega,sebranik
310,Angelegenheit::N,sprawa,azj
311,Anzahl::N,ilość,lugu
312,Art::N,rodzaj,rod
313,Art::N,rodzaj,rodsugu
314,Stück::N,kawałek,pala
315,Stück::N,kawałek,supal
316,Teil::N,część,pala
317,Hälfte::N,połowa,pol'
318,Kreis::N,krąg,ümbruz
319,Kreis::N,krąg,kehkruz
320,Kreuz::N,krzyż,rist
321,Linie::N,linia,pird
322,Strich::N,kreska,pird
323,Abstand::N,odstęp,keskust
324,Entfernung::N,odległość,matk
325,Gegend::N,okolica,taho
326,Platz::N,miejsce,avaruz'
327,Ort::N,miejsce,koht
328,Seite::N,bok,pol'
329,Seite::N,bok,kül'g
330,Seite::N,strona,pol'
331,Seite::N,strona,kül'g
332,Mitte::N,środek,kesk
333,Gegenstand::N,przedmiot,kalu
334,Sache::N,rzecz,azj
335,Rand::N,skraj,röun
336,Rand::N,krawędź,röun
337,Kante::N,kant,röun
338,Kante::N,krawędź,röun
339,Ecke::N,róg,saum
340,Spitze::N,ostrze,agjaine
341,Ende::N,koniec,agj
342,Loch::N,dziura,reig
343,Winkel::N,kąt,čoga
344,Winkel::N,kąt,saum
345,Winkel::N,kącik,čoga
346,Winkel::N,kącik,saum
347,Muster::N,wzór,kirjam
348,Größe::N,rozmiar,suruz'
349,Größe::N,wielkość,suruz'
350,Länge::N,długość,piduz
351,Höhe::N,wysokość,korktuz'
352,Gewicht::N,ciężar,jügu
353,Gewicht::N,ciężar,vedäduz
354,Menge::N,ilość,äjüz'
355,Haufen::N,kupa,kogo
356,Reihe::N,rząd,rivi
357,Reihe::N,szereg,rivi
358,Boot::N,łódź,veneh
359,Boot::N,łódka,veneh
360,Ruder::N,wiosło,air
361,Schlitten::N,sanki,regi
362,Schlitten::N,sanki,regut
363,Ski::N,narta,suks'
364,Lagerfeuer::N,ognisko,nodj
365,Lagerfeuer::N,ognisko,pažag
366,Last::N,ciężar,jüguz
367,Last::N,brzemię,jüguz
368,Gang::N,chód,astund
369,Schritt::N,krok,hašk
370,Norden::N,północ,pohjoine
371,Süden::N,południe,suvi
372,Westen::N,zachód,päivlaskm
373,Osten::N,wschód,päivnouzm
374,Holz::N,drzewo,pu
375,Brett::N,deska,laud
376,Platte::N,płyta,keitim
377,Stütze::N,podpora,tugi
378,Stange::N,drąg,arz'
379,Stange::N,żerdź,arz'
380,Stock::N,kij,kalu
381,Stock::N,laska,kalu
382,Stab::N,pręt,seibaz
383,Rohr::N,rura,torv
384,Haus::N,dom,pert'
385,Heim::N,dom,kodi
386,Ofen::N,piec,päč
387,Fußboden::N,podłoga,lava
388,Tisch::N,stół,laud
389,Tisch::N,stół,stal'c
390,Stuhl::N,krzesło,ištim
391,Wiege::N,kołyska,kätte
392,Bett::N,łóżko,sija
393,Bett::N,łóżko,magaduzsija
394,Bett::N,pościel,sija
395,Bett::N,pościel,magaduzsija
396,Regal::N,regał,palič
397,Kiste::N,skrzynia,mülütim
398,Fenster::N,okno,ikun
399,Tür::N,drzwi,uks'
400,Tor::N,brama,verai
401,Zaun::N,płot,aid
402,Zaun::N,parkan,aid
403,Dach::N,dach,katuz
404,Leiter::N,drabina,pordhad
405,Besen::N,miotła,lud
406,Besen::N,miotła,vast
407,Spaten::N,rydel,labid
408,Schaufel::N,łopata,labid
409,Gabel::N,widelec,hangoine
410,Löffel::N,łyżka,luzik
411,Messer::N,nóż,veič
412,Nagel::N,gwóźdź,nagl
413,Netz::N,sieć,verk
414,Haken::N,hak,kouk
415,Griff::N,chwyt,kägä
416,Griff::N,chwyt,varz'
417,Schloss::N,zamek,lukkol
418,Bild::N,obraz,kuva
419,Figur::N,figura,figur
420,Puppe::N,lalka,tätüine
421,Beutel::N,torba,havad
422,Bündel::N,wiązka,toppaz
423,Bündel::N,wiązka,käč
424,Tasche::N,torba,sumk
425,Eimer::N,kubeł,vädr
426,Eimer::N,wiadro,vädr
427,Deckel::N,przykrywka,katuz
428,Geschirr::N,statki,astii
429,Geschirr::N,naczynia,astii
430,Sack::N,worek,havad
431,Tasse::N,filiżanka,čašk
432,Topf::N,garnek,pada
433,Kessel::N,kocioł,katil
434,Essen::N,jedzenie,sönd
435,Nahrung::N,pokarm,söm
436,Nahrung::N,pożywienie,söm
437,Speise::N,potrawa,sömine
438,Speise::N,jedzenie,sömine
439,Fleisch::N,mięso,liha
440,Getreide::N,zboże,vill'
441,Brei::N,kasza,pudr
442,Brot::N,chleb,leib
443,Scheibe::N,kromka,bibaleh
444,Scheibe::N,kromka,šlik
445,Fett::N,tłuszcz,razv
446,Butter::N,masło,voi
447,Öl::N,olej,voi
448,Salz::N,sól,sol
449,Suppe::N,zupa,lem'
450,Suppe::N,zupa,keitoz
451,Honig::N,miód,mezi
452,Milch::N,mleko,maid
453,Tee::N,herbata,čai
454,Leder::N,skóra,nahk
455,Wolle::N,wełna,vill
456,Stoff::N,tkanina,kangaz
457,Stoff::N,materiał,kangaz
458,Nadel::N,igła,negl
459,Faden::N,nić,nit'
460,Faden::N,nitka,nit'
461,Knopf::N,guzik,nübl'
462,Knoten::N,węzeł,sol'm
463,Farbe::N,farba,muju
464,Kleidung::N,odzież,sobad
465,Hemd::N,koszula,paid
466,Kragen::N,kołnierz,kagluz
467,Ärmel::N,rękaw,hijam
468,Hose::N,spodnie,štanad
469,Gürtel::N,pasek,vö
470,Mütze::N,czapka,šapuk
471,Schuh::N,but,keng'
472,Schuh::N,bucik,keng'
473,Stiefel::N,but,sapug
474,Stiefel::N,kozak,sapug
475,Ring::N,pierścień,rengaz
476,Band::N,wstęga,lentaine
477,Kamm::N,grzebień,suga
478,Spiegel::N,lustro,zerkol
479,Riemen::N,rzemień,vö
480,Schnur::N,sznur,nor
481,Leine::N,smycz,talutimnor
482,Decke::N,kołdra,sijakatuz
483,Kissen::N,poduszka,pöluz
484,Tuch::N,chustka,paik
485,Handtuch::N,ręcznik,käzipaik
486,Kraft::N,moc,vägi
487,Kraft::N,siła,vägi
488,Stärke::N,moc,vahvuz'
489,Stärke::N,siła,vahvuz'
490,Gesundheit::N,zdrowie,tervhuz
491,Krankheit::N,choroba,läžund
492,Schmerz::N,ból,kibu
493,Wunde::N,rana,čapatez
494,Fieber::N,gorączka,säru
495,Arznei::N,lekarstwo,zel'l'
496,Brücke::N,most,sild
497,Brunnen::N,studnia,kaiv
498,Weide::N,pastwisko,omaluine
499,Pfad::N,ścieżka,tehut
500,Weg::N,droga,te
501,Straße::N,ulica,te
502,Dorf::N,wieś,külä
503,Stadt::N,miasto,lidn
504,Brief::N,list,kirjeine
505,Buch::N,książka,kirj
506,Buchstabe::N,litera,kirjam
507,Zeitung::N,gazeta,lehtez
508,Zeitung::N,dziennik,lehtez
509,Leben::N,życie,elo
510,Tod::N,śmierć,surm
511,Grab::N,grób,kaum
512,Kirche::N,kościół,jumalanpert'
513,Sünde::N,grzech,grähk
514,Gott::N,bóg,jumal
515,Arbeiter::N,robotnik,radnik
516,Chef::N,szef,pämez'
517,Meister::N,mistrz,mastar
518,Meister::N,majster,mastar
519,Arzt::N,lekarz,lekar'
520,Lehrer::N,nauczyciel,opendai
521,Geld::N,pieniądze,rahad
522,Geschäft::N,sprawa,biznes
523,Geschäft::N,interes,biznes
524,Laden::N,sklep,lauk
525,Preis::N,cena,arv
526,Ware::N,towar,tavar
527,Nutzen::N,pożytek,liža
528,Reichtum::N,bogactwo,kodielo
529,Reichtum::N,bogactwo,kal'huz'
530,Welt::N,świat,mail'm
531,Land::N,kraj,ma
532,Staat::N,państwo,valdkund
533,König::N,król,kunigaz
534,Macht::N,władza,vald
535,Grenze::N,granica,röun
536,Krieg::N,wojna,soda
537,Feind::N,wróg,vihanik
538,Feind::N,wróg,vastustai
539,Gewalt::N,władza,vägivald
540,Kampf::N,bój,tora
541,Kampf::N,walka,tora
542,Bogen[Waffe]::N,łuk,taug
543,Pfeil::N,strzała,nol
544,Gewehr::N,karabin,oružj
545,Fehler::N,błąd,viga
546,Lüge::N,kłamstwo,kelastuz
547,Schaden::N,szkoda,pahuz'
548,Unglück::N,nieszczęście,bed
549,Unglück::N,nieszczęście,gor'a
550,Schuld::N,wina,värhuz'
551,Alter::N,wiek,igä
552,Schluss::N,koniec,lop
553,Schluss::N,zakończenie,lop
554,Zeit::N,czas,aig
555,Tag::N,dzień,päiv
556,Morgen::N,ranek,homendez
557,Morgen::N,poranek,homendez
558,Mittag::N,południe,keskpäiv
559,Abend::N,wieczór,eht
560,Nacht::N,noc,ö
561,Woche::N,tydzień,nedal'
562,Monat::N,miesiąc,ku
563,Jahr::N,rok,voz'
564,Frühling::N,wiosna,keväz'
565,Sommer::N,lato,keza
566,Herbst::N,jesień,sügüz'
567,Winter::N,zima,tal'v
568,Januar::N,styczeń,viluku
569,Februar::N,luty,uhoku
570,März::N,marzec,keväz'ku
571,April::N,kwiecień,sulaku
572,Mai::N,maj,semendku
573,Juni::N,czerwiec,kezaku
574,Juli::N,lipiec,heinku
575,August::N,sierpień,eloku
576,September::N,wrzesień,sügüz'ku
577,Oktober::N,październik,reduku
578,November::N,listopad,kül'mku
579,Dezember::N,grudzień,tal'vku
580,Montag::N,poniedziałek,ezmärg
581,Dienstag::N,wtorek,tožnarg
582,Mittwoch::N,środa,koumanz'päiv
583,Donnerstag::N,czwartek,nellänz'päiv
584,Freitag::N,piątek,pätnič
585,Freitag::N,piątek,videnz'päiv
586,Samstag::N,sobota,sobat
587,Sonntag::N,niedziela,pühäpäiv
588,groß::A,duży,sur'
589,groß::A,duży,järed
590,groß::A,wielki,sur'
591,groß::A,wielki,järed
592,klein::A,mały,pen'
593,klein::A,mały,pičuine
594,lang::A,długi,pit'k
595,kurz::A,krótki,lühüd
596,breit::A,szeroki,leved
597,schmal::A,wąski,kaid
598,dicht::A,gęsty,tihed
599,dick[Gegenstand]::A,gruby,paks
600,dünn::A,cienki,hoik
601,fein::A,drobny,hen
602,fest::A,mocny,luja
603,fest::A,mocny,ninev
604,fest::A,twardy,luja
605,fest::A,twardy,ninev
606,flach::A,płaski,lapak
607,glatt::A,gładki,siled
608,hart::A,twardy,kova
609,weich::A,miękki,pehmed
610,rund::A,okrągły,kehker
611,spitz::A,spiczasty,nügu
612,spitz::A,spiczasty,terav
613,scharf::A,ostry,terav
614,stumpf::A,tępy,tül'c
615,schwer::A,ciężki,jüged
616,schön::A,ładny,čoma
617,schön::A,piękny,čoma
618,heiß::A,gorący,räk
619,warm::A,ciepły,läm'
620,kalt::A,zimny,vilu
621,kühl::A,chłodny,raibak
622,kühl::A,chłodny,viluhk
623,frisch::A,świeży,lahed
624,feucht::A,wilgotny,neps
625,feucht::A,wilgotny,toreh
626,nass::A,mokry,märg
627,trocken::A,suchy,kuiv
628,voll::A,pełny,täuz'
629,leer::A,pusty,joudai
630,leer::A,próżny,joudai
631,offen::A,otwarty,avoin
632,offen::A,otwarty,avol'jaine
633,geschlossen::A,zamknięty,saubaline
634,sauber::A,czysty,puhtaz
635,schmutzig::A,brudny,redukaz
636,roh::A,surowy,rohk
637,roh::A,surowy,toreh
638,reif::A,dojrzały,küps
639,lecker::A,smaczny,magukaz
640,süß::A,słodki,maged
641,bitter::A,gorzki,karged
642,sauer::A,kwaśny,muiged
643,hell::A,jasny,kirkas
644,hell::A,jasny,valgei
645,dunkel::A,ciemny,pimed
646,schwarz::A,czarny,must
647,weiß::A,biały,vauged
648,rot::A,czerwony,rusked
649,gelb::A,żółty,pakuine
650,blau::A,błękitny,sinine
651,blau::A,niebieski,sinine
652,grün::A,zielony,vihand
653,grau::A,szary,hahk
654,bunt::A,barwny,kirjav
655,billig::A,tani,odav
656,teuer::A,drogi,kalliž
657,wertvoll::A,cenny,arvokas
658,blind::A,ślepy,soged
659,taub::A,głuchy,kurdiž
660,kräftig::A,mocny,vägev
661,stark::A,silny,vahv
662,stark::A,silny,vägekaz
663,schwach::A,słaby,väll'
664,fett::A,tłusty,razvakaz
665,schlank::A,smukły,kapos
666,hübsch::A,ładny,čoma
667,böse::A,zły,äred
668,böse::A,zły,käred
669,dumm::A,głupi,el'getoi
670,faul::A,leniwy,lašk
671,fleißig::A,pilny,radonnavedii
672,geizig::A,skąpy,ažlak
673,klug::A,mądry,melev
674,klug::A,mądry,melekaz
675,geschickt::A,zręczny,mahtokaz
676,lieb::A,miły,izo
677,lieb::A,miły,sula
678,lustig::A,wesoły,ilokaz
679,sanft::A,łagodny,laskav
680,hungrig::A,głodny,näl'ghine
681,krank::A,chory,läžui
682,nackt::A,nagi,alastoi
683,traurig::A,smutny,opalahine
684,lebendig::A,żywy,eläb
685,gut::A,dobry,hüvä
686,schlecht::A,zły,huba
687,richtig::A,słuszny,oiged
688,richtig::A,właściwy,oiged
689,schlimm::A,zły,paha
690,wahr::A,prawdziwy,todesine
691,alt::A,stary,vanh
692,neu::A,nowy,uz'
693,ehemalig::A,były,edeline
694,alt[Lebewesen]::A,stary,ravaz
695,jung::A,młody,nor'
696,arm::A,ubogi,gol'l'
697,arm::A,biedny,gol'l'
698,reich::A,bogaty,elokaz
699,bekannt::A,znany,tutab
700,berühmt::A,słynny,tetab
701,fremd::A,obcy,veraz
702,fremd::A,cudzy,veraz
703,verschieden::A,różny,erazvuitte
704,nah::A,bliski,läheline
705,fern::A,daleki,edahaine
706,linker::A,lewy,hura
707,rechter::A,prawy,oiged
708,anderer::A,inny,toine
709,erster::A,pierwszy,ezmäine
710,zweiter::A,drugi,toine
711,dritter::A,trzeci,koumanz'
712,letzter::A,ostatni,jäl'gmäine
713,allein::ADV,sam,üksnäze
714,auf einmal::ADV,naraz,ühten aigan
715,zusammen::ADV,razem,ühtes
716,lange::ADV,długo,hätken
717,plötzlich::ADV,nagle,äkkid
718,sofort::ADV,natychmiast,kerdalaz
719,später::ADV,później,möhemba
720,jetzt::ADV,teraz,nügüd'
721,jetzt::ADV,obecnie,nügüd'
722,heute::ADV,dziś,tämbei
723,heute::ADV,dzisiaj,tämbei
724,morgen::ADV,jutro,homen
725,bald::ADV,wkrótce,pigai
726,dann::ADV,potem,sid'
727,gestern::ADV,wczoraj,eglai
728,einst::ADV,kiedyś,ende
729,einst::ADV,kiedyś,kerdan
730,einst::ADV,niegdyś,ende
731,einst::ADV,niegdyś,kerdan
732,damals::ADV,wtedy,siloi
733,damals::ADV,wówczas,siloi
734,danach::ADV,następnie,sid'
735,vorher::ADV,przedtem,ende
736,zuerst::ADV,naprzód,ezmäi
737,zuerst::ADV,najpierw,ezmäi
738,einmal::ADV,raz,kerdan
739,manchmal::ADV,czasem,erašti
740,oft::ADV,często,paksus
741,immer::ADV,zawsze,kaiken
742,niemals::ADV,nigdy,ei nikonz
743,hier::ADV,tu,täs
744,hier::ADV,tu,tägä
745,hier::ADV,tutaj,täs
746,hier::ADV,tutaj,tägä
747,hierhin::ADV,tu,tänna
748,von hier::ADV,stąd,täspäi
749,von hier::ADV,stąd,sid'päi
750,dort::ADV,tam,sigä
751,dorthin::ADV,tam,sinna
752,dorthin::ADV,tam,nakkale
753,geradeaus::ADV,prosto,kohtha
754,vorwärts::ADV,naprzód,edehe
755,rückwärts::ADV,wstecz,sel'gin
756,zurück::ADV,z powrotem,tagaze
757,unten::ADV,u dołu,alahan
758,unten::ADV,na dole,alahan
759,hinab::ADV,na_dół,alaz
760,hinab::ADV,na_dół,alahaks
761,hinab::ADV,w_dół,alaz
762,hinab::ADV,w_dół,alahaks
763,oben::ADV,w górze,ülähän
764,oben::ADV,na górze,ülähän
765,hinauf::ADV,w górę,ülez
766,hinauf::ADV,w górę,ülähäks
767,hinauf::ADV,na górę,ülez
768,hinauf::ADV,na górę,ülähäks
769,überall::ADV,wszędzie,kaikjal
770,nicht::ADV,nie,ei
771,ein wenig::ADV,trochę,vähän
772,kaum::ADV,ledwie,habi
773,kaum::ADV,prawie nie,habi
774,sehr::ADV,bardzo,lujas
775,so::ADV,tak,muga
776,so::ADV,tak,ninga
777,noch::ADV,jeszcze,völ
778,nur::ADV,tylko,järg
779,nur::ADV,tylko,vaiše
780,schon::ADV,już,jo
781,wieder::ADV,znów,möst
782,wieder::ADV,znowu,möst
783,vergebens::ADV,na próżno,uhtei
784,vor::PRP,przed,edes
785,hinter::PRP,za,taga
786,unter::PRP,pod,al
787,durch::PRP,przez,läbi
788,durch::PRP,przez,kal't
789,neben::PRP,obok,rindal
790,zwischen::PRP,między,keskes
791,wegen::PRP,z powodu,tagut
792,dies::PRN,to,nece
793,das::PRN,to,se
794,alles::PRN,wszystko,kaik
795,ich::PRN,ja,minä
796,du::PRN,ty,sinä
797,er::PRN,on,hän
798,wir::PRN,my,mö
799,ihr::PRN,wy,tö
800,sie::PRN,oni,hö
801,was::FPRN,co,mi
802,wer::FPRN,kto,ken
803,wo::FADV,gdzie,kus
804,wohin::FADV,dokąd,kuna
805,wie::FADV,jak,kut
806,wie::FADV,jak,mit'
807,warum::FADV,dlaczego,mikš
808,wieviel::FNUM,ile,äjak
809,wieviel::FNUM,ile,kuverz'
810,eins::NUM,jeden,üks'
811,zwei::NUM,dwa,kaks'
812,drei::NUM,trzy,koume
813,vier::NUM,cztery,nel'l'
814,fünf::NUM,pięć,viž
815,sechs::NUM,sześć,kuz'
816,sieben::NUM,siedem,seičeme
