,Concept_ID,kv,es
810,fünfzig::NUM,витдас,cincuenta
811,sechzig::NUM,кватьдас,sesenta
812,siebzig::NUM,сизимдас,setenta
813,achtzig::NUM,кыкьямысдас,ochenta
814,neunzig::NUM,ӧкмысдас,noventa
815,hundert::NUM,сто,cien
816,hundert::NUM,сто,ciento
817,tausend::NUM,тысяча,mil
818,und::CNJ,и,y
819,und::CNJ,да,y
820,oder::CNJ,или,o
821,stehen::V,сулавны,estar de pie
822,sitzen::V,пукавны,estar sentado
823,liegen::V,куйлыны,yacer
824,liegen::V,куйлыны,estar acostado
825,hängen::V,ӧшавны,pender
826,werden::V,лоны,hacerse
827,passieren::V,аркмыны,suceder
828,beginnen::V,петны,iniciarse
829,beginnen::V,петны,principiar
830,enden::V,-сь,acabar
831,enden::V,-сь,terminar
832,enden::V,бырны,acabar
833,enden::V,бырны,terminar
834,wechseln::V,вежсьыны,variar
835,wechseln::V,вежсьыны,alternar
836,aufgehen[Sonne]::V,петавны,salir
837,untergehen[Sonne]::V,пуксьыны,ponerse
838,untergehen[Sonne]::V,пуксьыны,descender
839,scheinen[Sonne]::V,югьявны,brillar
840,donnern::V,гымавны,tronar
841,wehen::V,пӧлявны,soplar
842,strömen::V,киссьыны,afluir
843,fließen::V,визывтны,fluir
844,fließen::V,визывтны,correr
845,sich drehen::V,бергавны,girar
846,schwanken::V,кӧвьясьны,vacilar
847,schwingen::V,дюттясьны,oscilar
848,fallen::V,усьны,caer
849,brennen::V,сотчыны,arder
850,brennen::V,сотчыны,quemar
851,rauchen::V,тшынасьны,humear
852,rauchen::V,тшынасьны,echar humo
853,regnen::V,зэрны,llover
854,gefrieren::V,гегдыны,helarse
855,tauen::V,сывны,deshelarse
856,schmelzen::V,сывны,fundirse
857,schmelzen::V,сывны,derretirse
858,trocknen::V,косьмыны,secarse
859,sieden::V,пизьны,hervir
860,faulen::V,нёльзьыны,pudrirse
861,verfaulen::V,тӧрмыны,pudrirse
862,verfaulen::V,сiсьмыны,pudrirse
863,reißen::V,косясьны,romperse
864,versinken::V,вӧйны,hundirse
865,vergehen::V,мунны,pasar
866,erscheinen::V,мыччисьны,aparecer
867,verschwinden::V,ӧшны,desaparecer
868,sinken::V,ямны,bajar
869,abnehmen::V,ямны,decrecer
870,abnehmen::V,ямны,disminuir
871,zunehmen::V,паськавны,crecer
872,zunehmen::V,паськавны,aumentar
873,steigen::V,лэбтiсьны,subir
874,steigen::V,лэбтiсьны,ascender
875,wachsen::V,быдмыны,crecer
876,glänzen::V,свиттявны,brillar
877,glänzen::V,свиттявны,resplandecer
878,funkeln::V,югйовтлыны,chispear
879,funkeln::V,югйӧв-керны,chispear
880,lärmen::V,чавзыны,hacer ruido
881,läuten::V,диньгыны,sonar
882,läuten::V,диньгыны,repicar
883,klingeln::V,силькӧтны,tocar el timbre
884,klirren::V,жольӧтны,tintinear
885,brausen::V,гуасьны,zumbar
886,rauschen::V,кышӧтны,murmurar
887,klingen::V,горавны,sonar
888,bellen::V,увтны,ladrar
889,bellen::V,вувтны,ladrar
890,heulen::V,уннявны,ulular
891,blasen::V,пӧлявны,soplar
892,pfeifen::V,пиксыны,silbar
893,schreien::V,айзыны,gritar
894,stöhnen::V,ойзыны,gemir
895,stöhnen::V,ружтыны,gemir
896,zittern::V,легьявны,temblar
897,leben::V,овны,vivir
898,geboren werden::V,шогмыны,nacer
899,atmen::V,лолавны,respirar
900,trinken::V,юны,beber
901,essen::V,сёйны,comer
902,schlucken::V,ньылавны,tragar
903,müde werden::V,мыдзны,cansarse
904,müde werden::V,мыдзны,fatigarse
905,einschlafen::V,ланьтны,dormirse
906,schlafen::V,узьны,dormir
907,aufwachen::V,саймыны,despertarse
908,aufwachen::V,пальмыны,despertarse
909,aufstehen::V,сувтны,levantarse
910,sich erholen::V,шоччисьлыны,reposar
911,sich erholen::V,шоччисьлыны,descansar
912,krank werden::V,моржитны,caer enfermo
913,krank sein::V,шогавны,estar enfermo
914,krank sein::V,визьӧтны,estar enfermo
915,schmerzen::V,висьны,doler
916,husten::V,кашляйтны,toser
917,genesen::V,бурдны,convalecer
918,genesen::V,бурдны,restablecerse
919,sterben::V,кувны,morir
920,umkommen::V,вийсьыны,perecer
921,sich bewegen::V,локны,moverse
922,sich bewegen::V,ветлӧтны,moverse
923,sich rühren::V,вӧрзьӧтчыны,rebullir
924,sich erheben::V,сувтны,levantarse
925,sich setzen::V,пуксьыны,sentarse
926,hinfallen::V,пӧрласьны,caerse
927,laufen::V,мунны,andar
928,schreiten::V,тальччавны,proceder
929,spazierengehen::V,котрасьны,pasear
930,spazierengehen::V,котрасьны,pasearse
931,eilen::V,тэрмасьны,correr prisa
932,sich beeilen::V,тэрмасьны,darse prisa
933,sausen::V,вирдавны-котӧртны,correr
934,springen::V,чеччавны,saltar
935,klettern::V,кышасьны,trepar
936,klettern::V,кышасьны,escalar
937,schaukeln::V,чурликасьны,bambolearse
938,kriechen::V,кыскасьны-мунны,reptar
939,kriechen::V,кыскасьны-мунны,arrastrarse
940,schwimmen::V,вартчыны,nadar
941,tauchen::V,сунгисьны ваӧ,bucear
942,tauchen::V,сунгисьны ваӧ,sumergirse
943,rudern::V,сынны,remar
944,fahren::V,мунны,ir
945,fliegen::V,лэбавны,volar
946,gehen::V,мунны,ir
947,gehen::V,мунны,andar
948,weggehen::V,мунны,irse
949,weggehen::V,мунны,marcharse
950,abfahren::V,иньдӧтчыны,salir
951,abfahren::V,иньдӧтчыны,partir
952,abfahren::V,мунны,salir
953,abfahren::V,мунны,partir
954,anhalten::V,сувтны,parar
955,anhalten::V,сувтны,pararse
956,hineingehen::V,пырны,entrar
957,eintreten::V,пырны,entrar
958,kommen::V,локны,venir
959,ankommen::V,локны,llegar
960,zurückkommen::V,бертны,volver
961,zurückkommen::V,бертны,regresar
962,zurückkommen::V,панӧвтсьыны,volver
963,zurückkommen::V,панӧвтсьыны,regresar
964,bleiben::V,кольччыны,quedarse
965,warten::V,видзчисьны,esperar
966,erwarten::V,видзчисьны,esperar
967,suchen::V,кошшыны,buscar
968,finden::V,адззыны,hallar
969,finden::V,адззыны,encontrar
970,versuchen::V,пондыны,intentar
971,versuchen::V,пондӧтны,intentar
972,vorbereiten::V,лӧсьӧтны,preparar
973,lieben::V,милуйтны,amar
974,lieben::V,милуйтны,querer
975,mögen::V,радейтны,querer
976,lachen::V,серавны,reír
977,rühren::V,сьӧлӧм вӧрзьӧтны,conmover
978,weinen::V,горзыны,llorar
979,schimpfen::V,видчыны,regañar
980,sich ärgern::V,лёкавны,enfadarse
981,sich fürchten::V,повны,tener miedo
982,fürchten::V,повны,temer
983,fürchten::V,повны,tener miedo a
984,fliehen::V,пышшыны,huir
985,flüchten::V,пышшыны,escaparse
986,sehen::V,адззыны,ver
987,anschauen::V,видзӧтны,mirar
988,ansehen::V,видзӧтны,mirar
989,hören::V,кывны,oír
990,zuhören::V,кывзыны,escuchar
991,probieren::V,пешлыны,probar
992,probieren::V,пешлыны,degustar
993,riechen::V,дукавны,oler
994,fühlen::V,кывны,sentir
995,scheinen::V,декуйтчыны,parecer
996,zu sehen sein::V,тыдавны,poder verse
997,vernehmen::V,тӧдмавны,oír
998,vernehmen::V,тӧдмавны,percibir
999,frieren::V,гегдыны,tener frío
1000,tun::V,керны,hacer
1001,können::V,вермыны,poder
1002,wollen::V,мӧдны,querer
1003,anfangen::V,петны,iniciar
1004,beenden::V,ештӧтны,acabar
1005,beenden::V,ештӧтны,terminar
1006,beenden::V,керыштны,acabar
1007,beenden::V,керыштны,terminar
1008,aufhören::V,дугдыны,cesar
1009,gelingen::V,шогмыны,salir bien
1010,geraten::V,мыччисьны,salir
1011,geraten::V,мыччисьны,dar resultado
1012,öffnen::V,осьтны,abrir
1013,schließen::V,пӧднавны,cerrar
1014,stellen::V,сувтӧтны,poner
1015,stellen::V,сувтӧтны,colocar
1016,setzen::V,пуксьӧтны,poner
1017,setzen::V,пуксьӧтны,colocar
1018,legen::V,пуктыны,poner
1019,berühren::V,вӧрзьӧтны,tocar
1020,verbinden::V,йитны,unir
1021,verbinden::V,йитны,juntar
1022,bedecken::V,вевттьыны,tapar
1023,bedecken::V,вевттьыны,cubrir
1024,aufhängen::V,ӧшӧтны,colgar
1025,anzünden::V,ӧзтыны,encender
1026,aufheben::V,лэбтыны,recoger
1027,zurücklassen::V,кольны,dejar
1028,verlieren::V,ӧштыны,perder
1029,fallen lassen::V,уськӧтны,dejar caer
1030,machen::V,керны,hacer
1031,herstellen::V,вӧчны,fabricar
1032,bauen::V,строитны,construir
1033,reparieren::V,вочны,reparar
1034,verbessern::V,бурсьӧтны,mejorar
1035,ändern::V,вежны,mudar
1036,ändern::V,вежны,modificar
1037,graben::V,гарйыны,cavar
1038,beugen::V,кусіньтны,doblar
1039,beugen::V,кусіньтны,inclinar
1040,biegen::V,чукыльтыштны,doblar
1041,drehen::V,бергӧтны,volver
1042,drehen::V,бергӧтны,hacer girar
1043,wenden::V,бергӧтны,volver
1044,umdrehen::V,бергӧтны,revolver
1045,heben::V,лэбтыны,levantar
1046,hochheben::V,лэбтыны,alzar
1047,ergreifen::V,кватитны,coger
1048,halten::V,видзны,tener
1049,drücken::V,личкыны,apretar
1050,schieben::V,тойлавны,empujar
1051,kratzen::V,шаркӧтны,rascar
1052,lecken::V,нювны,lamer
1053,beißen::V,йирны,morder
1054,abreißen::V,орӧтны,arrancar
1055,abschneiden::V,шӧрыштны,cortar
1056,abschneiden::V,вундыштны,cortar
1057,binden::V,гӧрдззыны,atar
1058,stecken::V,мӧртны,meter
1059,brechen::V,жугдыны,romper
1060,brechen::V,жугдыны,quebrar
1061,klopfen::V,зукӧтны,golpear
1062,hauen::V,желльыны,pegar
1063,kleben::V,лякӧтны,pegar
1064,kleben::V,лякӧтны,encolar
1065,reiben::V,зыртны,frotar
1066,streichen::V,мавтны,untar
1067,streichen::V,мавтны,recubrir
1068,schleifen::V,кыскыны,afilar
1069,schneiden::V,вундавны,cortar
1070,rütteln::V,шатлавны,agitar
1071,schütteln::V,зыбӧтны,agitar
1072,schütteln::V,зыбӧтны,sacudir
1073,schwenken::V,ӧвтны,menear
1074,schwenken::V,макайтны,menear
1075,schütten::V,кисьтны,verter
1076,füllen::V,тыртны,llenar
1077,füllen::V,тырсьӧтны,llenar
1078,einwickeln::V,тубны,envolver
1079,tragen::V,новйӧтны,llevar
1080,schleppen::V,кыскыны,arrastrar
1081,ziehen::V,кыскыны,tirar
1082,aufbewahren::V,видзны,conservar
1083,werfen::V,шентывлыны,echar
1084,werfen::V,шентывлыны,lanzar
1085,fangen::V,кутны,coger
1086,packen::V,кутасьны,agarrar
1087,packen::V,кватитны,agarrar
1088,verstecken::V,дзебны,esconder
1089,teilen::V,торйӧтны,partir
1090,teilen::V,торйӧтны,dividir
1091,schicken::V,иньдыны,enviar
1092,bringen::V,вайны,traer
1093,hinzufügen::V,содтыны,añadir
1094,bekommen::V,получитны,obtener
1095,bekommen::V,получитны,conseguir
1096,erhalten::V,получитны,recibir
1097,nehmen::V,босьтны,tomar
1098,wählen::V,бӧрйыны,elegir
1099,auswählen::V,бӧрйыны,escoger
1100,auswählen::V,бӧрйыны,seleccionar
1101,bewahren::V,видзны,guardar
1102,bewahren::V,видзны,preservar
1103,behindern::V,падтыны,estorbar
1104,behindern::V,падтыны,obstaculizar
1105,verderben::V,изводавны,estropear
1106,beschädigen::V,паздыны,deteriorar
1107,zerbrechen::V,паздыны,romper
1108,zerbrechen::V,паздыны,quebrar
1109,zerreißen::V,косявны,desgarrar
1110,zerreißen::V,косявны,despedazar
1111,zerstören::V,паздыны,destruir
1112,zerstören::V,паздыны,destrozar
1113,verbrennen::V,сотны,quemar
1114,geben::V,сетны,dar
1115,reichen::V,сетны,pasar
1116,schenken::V,козьнавны,regalar
1117,versprechen::V,кӧсйыны,prometer
1118,wünschen::V,бурсьыны,desear
1119,loben::V,ошкыны,alabar
1120,küssen::V,окавны,besar
1121,wiegen::V,тюттьӧтны,mecer
1122,zudecken::V,вевттьыны,tapar
1123,zudecken::V,вевттьыны,cubrir
1124,wecken::V,саймӧтны,despertar
1125,zeigen::V,мыччавны,mostrar
1126,führen::V,нуӧтны,guiar
1127,führen::V,нуӧтны,conducir
1128,lehren::V,велӧтны,enseñar
1129,lehren::V,велӧтны,instruir
1130,unterrichten::V,велӧтны,enseñar
1131,aufziehen::V,быдтыны,criar
1132,leiten::V,юравны,guiar
1133,leiten::V,юравны,dirigir
1134,leiten::V,веськӧтлыны,guiar
1135,leiten::V,веськӧтлыны,dirigir
1136,antreiben::V,тэрмӧтны,impeler
1137,antreiben::V,тэрмӧтны,impulsar
1138,lassen::V,-ӧтыны,hacer
1139,einladen::V,корны,invitar
1140,vereinigen::V,ӧтувтны,unir
1141,vereinigen::V,ӧтлаавны,unir
1142,besuchen::V,пыравлыны,visitar
1143,besuchen::V,пыравлыны,ir a ver
1144,treffen::V,пантавны,encontrar
1145,sich versammeln::V,ӧксьыны,reunirse
1146,sich versammeln::V,ӧксьыны,congregarse
1147,spielen::V,орсны,jugar
1148,singen::V,сьывны,cantar
1149,tanzen::V,йӧктыны,bailar
1150,sich trennen::V,торьясьны,separarse
1151,verlassen::V,кольны,dejar
1152,verlassen::V,кольны,abandonar
1153,retten::V,мынтны,salvar
1154,bewachen::V,смекайтны,vigilar
1155,schützen::V,дорйыны,proteger
1156,verteidigen::V,дорйыны,defender
1157,sich schlagen::V,тышкасьны,batirse
1158,schießen::V,лыйны,tirar
1159,schießen::V,лыйны,disparar
1160,siegen::V,вермыны,vencer
1161,ärgern::V,лӧгӧтны,enojar
1162,ärgern::V,лӧгӧтны,enfadar
1163,schlagen::V,базнитны,pegar
1164,schlagen::V,базнитны,golpear
1165,treten::V,чужьявны,dar una patada a
1166,stechen::V,бытшкыны,pinchar
1167,stoßen::V,тапкыны,empujar
1168,stoßen::V,тойыштны,empujar
1169,stehlen::V,гусявны,robar
1170,stehlen::V,гусявны,hurtar
1171,stören::V,костіавны,molestar
1172,belästigen::V,назыляйтны,molestar
1173,belästigen::V,назыляйтны,importunar
1174,verbergen::V,дзебны,ocultar
1175,verbergen::V,дзебны,esconder
1176,täuschen::V,бӧбӧтны,engañar
1177,täuschen::V,пӧрьявны,engañar
1178,betrügen::V,муклачитны,engañar
1179,töten::V,вийны,matar
1180,wohnen::V,овны,vivir
1181,wohnen::V,овны,habitar
1182,arbeiten::V,уджавны,trabajar
1183,sammeln::V,ӧктыны,recoger
1184,sammeln::V,ӧктыны,coleccionar
1185,pflücken::V,судзлавны,coger
1186,jagen::V,вӧравны,cazar
1187,fischen::V,чериавны,pescar
1188,fassen::V,кутны,atrapar
1189,fassen::V,кутны,capturar
1190,hüten::V,вердны,guardar
1191,hüten::V,йирсьӧтны,guardar
1192,treiben::V,вашӧтны,aballar
1193,anbinden::V,кӧртавны,atar
1194,füttern::V,вердны,echar de comer
1195,melken::V,высьтыны,ordeñar
1196,melken::V,чилькӧтны,ordeñar
1197,hacken::V,керавны,picar
1198,hacken::V,керавны,cortar
1199,gießen::V,киськавны,regar
1200,reifen::V,кисьмыны,madurar
1201,zubereiten::V,лӧсьӧтны,preparar
1202,kochen::V,пуны,cocer
1203,kochen::V,пуны,guisar
1204,backen::V,пӧжавны,hornear
1205,backen::V,пӧжавны,cocer al horno
1206,braten::V,жаритны,asar
1207,braten::V,жаритны,freír
1208,umrühren::V,соравны,remover
1209,stricken::V,домавны,hacer punto
1210,stricken::V,домавны,hacer calceta
1211,nähen::V,вурны,coser
1212,färben::V,краситны,teñir
1213,färben::V,краситны,colorear
1214,reinigen::V,весӧтны,limpiar
1215,waschen::V,пеславны,lavar
1216,abwischen::V,чышкыны,fregar
1217,abwischen::V,чышкыны,limpiar
1218,spülen::V,гывьявны,aclarar
1219,spülen::V,гывьявны,enjuagar
1220,fegen::V,чышкыны,barrer
1221,fegen::V,чышкыны,pasar la escoba
1222,kehren::V,чышкыны,barrer
1223,baden::V,купайтчыны ,bañarse
1224,sich waschen::V,миссьыны,lavarse
1225,ausziehen::V,гыжтӧтны,quitar
1226,ausziehen::V,гыжтӧтны,quitarse
1227,ausziehen::V,пӧрччавны,quitar
1228,ausziehen::V,пӧрччавны,quitarse
1229,anziehen::V,пасьтавны,ponerse
1230,sich anziehen::V,пасьтасьны,vestirse
1231,kämmen::V,сынавны,peinar
1232,schmücken::V,баситны,adornar
1233,sagen::V,висьтавны,decir
1234,sprechen::V,шуны,hablar
1235,reden::V,баитны,hablar
1236,reden::V,баитны,conversar
1237,sich unterhalten::V,сёрнитны,charlar
1238,sich unterhalten::V,сёрнитны,conversar
1239,fragen::V,юавны,preguntar
1240,bitten::V,корны,rogar
1241,erzählen::V,висьтавны,contar
1242,mitteilen::V,висьтавны,comunicar
1243,mitteilen::V,висьтавны,participar
1244,nennen::V,нимтны,llamar
1245,nennen::V,нимтны,nombrar
1246,rufen::V,китсавны,llamar
1247,rufen::V,корны,llamar
1248,rufen::V,чукӧстны,llamar
1249,prahlen::V,ошшасьны,jactarse
1250,übersetzen::V,вуджӧтны,traducir
1251,denken::V,чайтны,pensar
1252,glauben::V,веритны,creer
1253,bemerken::V,казявны,notar
1254,erkennen::V,тӧдсавны,reconocer
1255,begreifen::V,вежӧртны,concebir
1256,verstehen::V,кывны,entender
1257,verstehen::V,кывны,comprender
1258,lernen::V,велӧтчыны,aprender
1259,wissen::V,тӧдны,saber
1260,sich erinnern an::V,касьтывны,recordar
1261,sich erinnern an::V,касьтывны,acordarse de
1262,vergessen::V,вунӧтны,olvidar
1263,messen::V,меряйтны,medir
1264,zählen::V,лыддьыны,contar
1265,rechnen::V,лыддьыны,contar
1266,rechnen::V,лыддьыны,calcular
1267,lesen::V,лыддьӧтны,leer
1268,zeichnen::V,гижмавны,dibujar
1269,schreiben::V,гижны,escribir
1270,besitzen::V,лоны,poseer
1271,kaufen::V,небны,comprar
1272,verkaufen::V,вузавны,vender
1273,bezahlen::V,вештыны,pagar
1274,zahlen::V,вештыны,pagar
1275,ertragen::V,терпитны,soportar
1276,Insel::N,,isla
1277,Menge::N,,cantidad
1278,Gewalt::N,,violencia
1279,Alter::N,,edad
1280,richtig::A,,justo
1281,richtig::A,,correcto
1282,wahr::A,,verídico
1283,wahr::A,,verdadero
1284,berühmt::A,,famoso
1285,berühmt::A,,célebre
1286,allein::ADV,,a solo
1287,rennen::V,,correr
1288,malen::V,,pintar
1289,beherrschen::V,,dominar
