,Concept_ID,sah,vep
129,Bucht::N,хомо,laht
130,Bucht::N,бухта,laht
131,Insel::N,арыы,sar'
132,Blume::N,сибэкки,änik
133,Gras::N,от,hein
134,Wurzel::N,силис,jur'
135,Baum::N,мас,pu
136,Stamm::N,умнас,tüvi
137,Rinde::N,хатырык,kor'
138,Ast::N,мутук,oks
139,Zweig::N,лабаа,oks
140,Zweig::N,лабаа,barb
141,Blatt::N,сэбирдэх,lehtez
142,Birke::N,хатыҥ,koiv
143,Kiefer[Baum]::N,бэс,pedai
144,Weide[Baum]::N,үөт,raid
145,Weide[Baum]::N,талах,raid
146,Tanne::N,харыйа,kuz'
147,Horn::N,муос,sar'v
148,Feder::N,куорсун,höuneh
149,Fell::N,тирии,nahk
150,Flügel::N,кынат,suug
151,Klaue::N,тыҥырах,künz'
152,Kralle::N,баппаҕай,künz'
153,Schwanz::N,кутурук,händ
154,Ei::N,сымыыт,muna
155,Nest::N,уйа,peza
156,Bau::N,хороон,uru
157,Tier::N,кыыл,živat
158,Tier::N,харамай,živat
159,Herde::N,үөр,kogo
160,Kuh::N,ынах,lehm
161,Bulle::N,оҕус,härg
162,Pferd::N,сылгы,hebo
163,Schaf::N,овца,lambaz
164,Schwein::N,сибиинньэ,siga
165,Hund::N,ыт,koir
166,Katze::N,куоска,kaži
167,Bär::N,эһэ,kondi
168,Eichhörnchen::N,тииҥ,orav
169,Elch::N,тайах,hirb'
170,Fuchs::N,саһыл,reboi
171,Hase::N,куобах,jäniš
172,Maus::N,кутуйах,hir'
173,Wolf::N,бөрө,händikaz
174,Vogel::N,көтөр,lind
175,Schwarm::N,бөлөх,parveh
176,Huhn::N,куурусса,kana
177,Hahn::N,бөтүүк,kukoi
178,Gans::N,хаас,hanh'
179,Adler::N,хотой,orl
180,Ente::N,кус,sorz
181,Eule::N,мэкчиргэ,hir'pulo
182,Kranich::N,туруйа,kurg
183,Krähe::N,тураах,variš
184,Kuckuck::N,кэҕэ,kägi
185,Schwan::N,куба,joucen
186,Fisch::N,балык,kala
187,Barsch::N,алыһар,ahven
188,Hecht::N,сордон,haug'
189,Schlange[Tier]::N,моҕой,kü
190,Schlange[Tier]::N,моҕой,mado
191,Schlange[Tier]::N,эриэн үөн,kü
192,Schlange[Tier]::N,эриэн үөн,mado
193,Wurm::N,үөн,mado
194,Spinne::N,ооҕуй,hämähouk
195,Ameise::N,кымырдаҕас,murahaine
196,Laus::N,быт,täi
197,Mücke::N,кумаар,säs'k
198,Fliege::N,сахсырҕа,kärbhaine
199,Schmetterling::N,лыах,lipkaine
200,Schmetterling::N,үрүмэччи,lipkaine
201,Beere::N,отон,marj
202,Apfel::N,яблоко,jablok
203,Pilz::N,тэллэй,sen'
204,Pilz::N,тэллэй,babuk
205,Zwiebel::N,луук,lauk
206,Saat::N,сиэмэ,semned
207,Korn::N,сиэмэ,jüvä
208,Korn::N,сиэмэ,vill'
209,Heu::N,от,hein
210,Schale::N,хах,kor'
211,Grube::N,дьаама,kop
212,Falle::N,сохсо,rida
213,Schlinge::N,уктаа,rihm
214,Spur::N,суол,jäl'g
215,Asche::N,күл,tuhk
216,Dreck::N,бадараан,redu
217,Dreck::N,бадараан,pačak
218,Eisen::N,тимир,raud
219,Gold::N,көмүс,kuld
220,Gold::N,кыһыл көмүс,kuld
221,Silber::N,көмүс,hobed
222,Silber::N,үрүҥ көмүс,hobed
223,Kohle::N,чох,hil'
224,Glas::N,өстүөкүлэ,stökol
225,Lehm::N,туой,savi
226,Sand::N,кумах,lete
227,Mensch::N,киһи,mez'
228,Mensch::N,киһи,ristit
229,Mann::N,эр,mez'
230,Frau::N,дьахтар,naine
231,Kind::N,оҕо,laps'
232,Junge::N,уол,poig
233,Junge::N,уол,prihaine
234,Mädchen::N,кыыс оҕо,neičukaine
235,Familie::N,кэргэн,kanz
236,Familie::N,кэргэн,pereh
237,Großvater::N,эһэ,ded
238,Großmutter::N,эбэ,bab
239,Eltern::N,аҕа-ийэ,vanhembad
240,Eltern::N,аҕа-ийэ,kazvatajad
241,Vater::N,аҕа,tat
242,Mutter::N,ийэ,mam
243,Sohn::N,уол,poig
244,Tochter::N,кыыс,tütär
245,Bruder::N,убай,veik
246,Bruder::N,убай,vell'
247,Bruder::N,быраат,veik
248,Bruder::N,быраат,vell'
249,Schwester::N,аҕас,čiža
250,Schwester::N,аҕас,sizar
251,Schwester::N,балыс,čiža
252,Schwester::N,балыс,sizar
253,Onkel::N,таай,däd'
254,Onkel::N,абаҕа,däd'
255,Tante::N,эдьиий,tädi
256,Ehemann::N,эр,mužik
257,Ehefrau::N,ойох,ak
258,Freude::N,үөрүү,ilo
259,Freude::N,үөрүү,ihastuz
260,Gelächter::N,күлүү,nagr
261,Glück::N,дьол,oza
262,Glück::N,соргу,oza
263,Kummer::N,кутурҕан,gor'a
264,Wunsch::N,баҕарыы,taht
265,Lust::N,баҕа,himo
266,Geist::N,тыын,heng
267,Gedanke::N,санаа,meletuz
268,Gedächtnis::N,өй,mušt
269,Verstand::N,өй,mel'
270,Sinn::N,суолта,jüvä
271,Grund::N,төрүөт,sü
272,Wahrheit::N,кырдьык,tozi
273,Gespräch::N,бэсиэдэ,lodu
274,Gespräch::N,бэсиэдэ,pagin
275,Gespräch::N,кэпсэтии,lodu
276,Gespräch::N,кэпсэтии,pagin
277,Märchen::N,остуоруйа,sarn
278,Erzählung::N,кэпсээн,sanutez
279,Nachricht::N,биллэриллии,tedotuz
280,Neuigkeit::N,сонун,uzištuz
281,Name::N,аат,nimi
282,Rätsel::N,таабырын,ozoitez
283,Rede::N,этии,pagin
284,Rede::N,этии,sanad
285,Sprache::N,тыл,kel'
286,Stimme::N,куолас,än'
287,Wort::N,тыл,sana
288,Zeichen::N,бэлиэ,znam
289,Ruf::N,ыҥырыы,kida
290,Ruf::N,ыҥырыы,kucund
291,Lärm::N,айдаан,judu
292,Laut::N,тыас,kulund
293,Ton::N,дорҕоон,kulund
294,Lied::N,ырыа,pajo
295,Ruhe::N,уу чуумпу,lebu
296,Leute::N,дьон,rahvaz
297,Volk::N,дьон,rahvaz
298,Volk::N,норуот,rahvaz
299,Arbeit::N,үлэ,tö
300,Arbeit::N,үлэ,rad
301,Gast::N,ыалдьыт,adiv
302,Geschenk::N,бэлэх,lahj
303,Spiel::N,оонньуу,vänd
304,Gesellschaft::N,общество,sebr
305,Hilfe::N,көмө,abu
306,Freund::N,доҕор,sebranik
307,Kamerad::N,атас,sebranik
308,Angelegenheit::N,дьыала,azj
309,Anzahl::N,ахсаан,lugu
310,Art::N,биис,rod
311,Art::N,биис,rodsugu
312,Stück::N,кырбас,pala
313,Stück::N,кырбас,supal
314,Teil::N,ирээт,pala
315,Hälfte::N,аҥар,pol'
316,Kreis::N,төгүрүк,ümbruz
317,Kreis::N,төгүрүк,kehkruz
318,Kreis::N,төгүрүмтэ,ümbruz
319,Kreis::N,төгүрүмтэ,kehkruz
320,Kreuz::N,кириэс,rist
321,Linie::N,сурааһын,pird
322,Strich::N,сурааһын,pird
323,Abstand::N,арыт,keskust
324,Entfernung::N,ыраах,matk
325,Gegend::N,сир,taho
326,Platz::N,арыт,avaruz'
327,Ort::N,сир,koht
328,Seite::N,өрүт,pol'
329,Seite::N,өрүт,kül'g
330,Seite::N,сирэй,pol'
331,Seite::N,сирэй,kül'g
332,Mitte::N,орто,kesk
333,Gegenstand::N,предмет,kalu
334,Sache::N,мал,azj
335,Rand::N,кытыы,röun
336,Rand::N,ойоҕос,röun
337,Kante::N,кырыы,röun
338,Ecke::N,муннук,saum
339,Spitze::N,чыпчаал,agjaine
340,Ende::N,төбө,agj
341,Loch::N,тэһэҕэс,reig
342,Loch::N,дьөлөҕөс,reig
343,Winkel::N,муннук,čoga
344,Winkel::N,муннук,saum
345,Muster::N,оһуор,kirjam
346,Größe::N,кээмэй,suruz'
347,Länge::N,уста,piduz
348,Höhe::N,үрдүк,korktuz'
349,Gewicht::N,ыйааһын,jügu
350,Gewicht::N,ыйааһын,vedäduz
351,Menge::N,ахсаан,äjüz'
352,Haufen::N,чөмчөх,kogo
353,Reihe::N,кэккэ,rivi
354,Boot::N,оҥочо,veneh
355,Ruder::N,эрдии,air
356,Schlitten::N,сыарҕа,regi
357,Schlitten::N,сыарҕа,regut
358,Ski::N,хайыһар,suks'
359,Lagerfeuer::N,кутаа,nodj
360,Lagerfeuer::N,кутаа,pažag
361,Last::N,ыарахан,jüguz
362,Gang::N,хаамыы,astund
363,Schritt::N,хардыы,hašk
364,Norden::N,хоту,pohjoine
365,Süden::N,соҕуруу,suvi
366,Westen::N,арҕаа,päivlaskm
367,Osten::N,илин,päivnouzm
368,Holz::N,мас,pu
369,Brett::N,дуоска,laud
370,Brett::N,хаптаһын,laud
371,Platte::N,билиитэ,keitim
372,Stütze::N,тулааһын,tugi
373,Stange::N,ураҕас,arz'
374,Stock::N,мас,kalu
375,Stock::N,баалкы,kalu
376,Stab::N,ураҕас,seibaz
377,Rohr::N,турба,torv
378,Haus::N,дьиэ,pert'
379,Heim::N,дьиэ,kodi
380,Ofen::N,оһох,päč
381,Fußboden::N,муоста,lava
382,Tisch::N,остуол,laud
383,Tisch::N,остуол,stal'c
384,Stuhl::N,устуул,ištim
385,Wiege::N,биһик,kätte
386,Bett::N,кырабаат,sija
387,Bett::N,кырабаат,magaduzsija
388,Regal::N,долбуур,palič
389,Kiste::N,дьааһык,mülütim
390,Fenster::N,түннүк,ikun
391,Tür::N,аан,uks'
392,Tor::N,аан,verai
393,Zaun::N,соппулуот,aid
394,Dach::N,кырыыса,katuz
395,Leiter::N,кирилиэс,pordhad
396,Besen::N,миинньик,lud
397,Besen::N,миинньик,vast
398,Spaten::N,күрдьэх,labid
399,Schaufel::N,күрдьэх,labid
400,Gabel::N,биилкэ,hangoine
401,Löffel::N,луоска,luzik
402,Messer::N,быһах,veič
403,Nagel::N,тоһоҕо,nagl
404,Netz::N,илим,verk
405,Haken::N,көхө,kouk
406,Griff::N,ук,kägä
407,Griff::N,ук,varz'
408,Griff::N,тутаах,kägä
409,Griff::N,тутаах,varz'
410,Schloss::N,күлүүс,lukkol
411,Bild::N,хартыына,kuva
412,Figur::N,фигура,figur
413,Puppe::N,куукула,tätüine
414,Beutel::N,мөһөөччук,havad
415,Bündel::N,баайыы,toppaz
416,Bündel::N,баайыы,käč
417,Tasche::N,суумка,sumk
418,Eimer::N,биэдэрэ,vädr
419,Deckel::N,хаппах,katuz
420,Geschirr::N,иһит,astii
421,Sack::N,куул,havad
422,Tasse::N,сэлиэнэй,čašk
423,Topf::N,көстүрүүҥкэ,pada
424,Kessel::N,хочуол,katil
425,Essen::N,аһылык,sönd
426,Nahrung::N,ас,söm
427,Speise::N,аһылык,sömine
428,Fleisch::N,эт,liha
429,Getreide::N,злактар,vill'
430,Brei::N,хааһы,pudr
431,Brot::N,килиэп,leib
432,Scheibe::N,куһуок,bibaleh
433,Scheibe::N,куһуок,šlik
434,Fett::N,сыа,razv
435,Butter::N,арыы,voi
436,Öl::N,арыы,voi
437,Salz::N,туус,sol
438,Suppe::N,мин,lem'
439,Suppe::N,мин,keitoz
440,Honig::N,мүөт,mezi
441,Milch::N,үүт,maid
442,Tee::N,чэй,čai
443,Leder::N,тирии,nahk
444,Wolle::N,түү,vill
445,Stoff::N,таҥас,kangaz
446,Nadel::N,иннэ,negl
447,Faden::N,сап,nit'
448,Knopf::N,тимэх,nübl'
449,Knoten::N,түмүк,sol'm
450,Farbe::N,кырааска,muju
451,Kleidung::N,таҥас,sobad
452,Hemd::N,ырбаахы,paid
453,Kragen::N,саҕа,kagluz
454,Ärmel::N,сиэх,hijam
455,Hose::N,ыстаан,štanad
456,Hose::N,бүрүүкэ,štanad
457,Gürtel::N,кур,vö
458,Mütze::N,бэргэһэ,šapuk
459,Schuh::N,бачыыҥка,keng'
460,Stiefel::N,саппыкы,sapug
461,Ring::N,биһилэх,rengaz
462,Band::N,лиэнтэ,lentaine
463,Kamm::N,тараах,suga
464,Spiegel::N,сиэркилэ,zerkol
465,Riemen::N,кур,vö
466,Schnur::N,быа,nor
467,Leine::N,тэһиин,talutimnor
468,Decke::N,суорҕан,sijakatuz
469,Kissen::N,сыттык,pöluz
470,Tuch::N,былаат,paik
471,Handtuch::N,соттор,käzipaik
472,Kraft::N,сыра,vägi
473,Stärke::N,күүс,vahvuz'
474,Gesundheit::N,доруобуйа,tervhuz
475,Krankheit::N,ыарыы,läžund
476,Schmerz::N,ыарыы,kibu
477,Wunde::N,баас,čapatez
478,Fieber::N,түрүлгэн,säru
479,Fieber::N,лихорадка,säru
480,Fieber::N,температура,säru
481,Arznei::N,эмп,zel'l'
482,Brücke::N,күргэ,sild
483,Brunnen::N,холуодьас,kaiv
484,Weide::N,мэччирэҥ,omaluine
485,Pfad::N,ыллык,tehut
486,Weg::N,суол,te
487,Straße::N,суол,te
488,Dorf::N,дэриэбинэ,külä
489,Stadt::N,куорат,lidn
490,Brief::N,сурук,kirjeine
491,Buch::N,кинигэ,kirj
492,Buchstabe::N,буква,kirjam
493,Zeitung::N,хаһыат,lehtez
494,Leben::N,тыын,elo
495,Tod::N,өлүү,surm
496,Grab::N,иин,kaum
497,Kirche::N,таҥара дьиэтэ,jumalanpert'
498,Sünde::N,айыы,grähk
499,Gott::N,тангара,jumal
500,Arbeiter::N,үлэһит,radnik
501,Chef::N,баһылык,pämez'
502,Chef::N,начальник,pämez'
503,Meister::N,уус,mastar
504,Meister::N,маастар,mastar
505,Arzt::N,врач,lekar'
506,Lehrer::N,учуутал,opendai
507,Geld::N,харчы,rahad
508,Geschäft::N,идэ,biznes
509,Laden::N,маҕаһыын,lauk
510,Preis::N,сыана,arv
511,Ware::N,табаар,tavar
512,Nutzen::N,туһа,liža
513,Reichtum::N,баай,kodielo
514,Reichtum::N,баай,kal'huz'
515,Welt::N,аан дойду,mail'm
516,Land::N,дойду,ma
517,Staat::N,государство,valdkund
518,König::N,король,kunigaz
519,Macht::N,былаас,vald
520,Grenze::N,кыраныысса,röun
521,Krieg::N,сэрии,soda
522,Feind::N,өстөөх,vihanik
523,Feind::N,өстөөх,vastustai
524,Gewalt::N,күүһүлээһин,vägivald
525,Kampf::N,охсуһуу,tora
526,Bogen[Waffe]::N,ох,taug
527,Pfeil::N,ох,nol
528,Gewehr::N,саа,oružj
529,Fehler::N,сыыһа,viga
530,Lüge::N,сымыйа,kelastuz
531,Schaden::N,хоромньу,pahuz'
532,Unglück::N,алдьархай,bed
533,Unglück::N,алдьархай,gor'a
534,Schuld::N,буруй,värhuz'
535,Alter::N,саас,igä
536,Schluss::N,тиһэх,lop
537,Zeit::N,бириэмэ,aig
538,Tag::N,күн,päiv
539,Morgen::N,сарсыарда,homendez
540,Mittag::N,күн ортото,keskpäiv
541,Abend::N,киэһэ,eht
542,Nacht::N,түүн,ö
543,Woche::N,нэдиэлэ,nedal'
544,Monat::N,ый,ku
545,Jahr::N,сыл,voz'
546,Jahr::N,дьыл,voz'
547,Frühling::N,саас,keväz'
548,Sommer::N,сайын,keza
549,Herbst::N,күһүн,sügüz'
550,Winter::N,кыһын,tal'v
551,Januar::N,тохсунньу,viluku
552,Februar::N,олунньу,uhoku
553,März::N,кулун тутар,keväz'ku
554,April::N,муус устар ый,sulaku
555,Mai::N,ыам ыйа,semendku
556,Juni::N,бэс ыйа,kezaku
557,Juli::N,от ыйа,heinku
558,August::N,атырдьах ыйа,eloku
559,September::N,балаҕан ыйа,sügüz'ku
560,Oktober::N,алтынньы,reduku
561,November::N,сэтинньи,kül'mku
562,Dezember::N,ахсынньы,tal'vku
563,Montag::N,бэнидиэнньик,ezmärg
564,Dienstag::N,оптуорунньук,tožnarg
565,Mittwoch::N,сэрэдэ,koumanz'päiv
566,Donnerstag::N,чэппиэр,nellänz'päiv
567,Freitag::N,бээтинсэ,pätnič
568,Freitag::N,бээтинсэ,videnz'päiv
569,Samstag::N,субуота,sobat
570,Sonntag::N,баскыһыанньа,pühäpäiv
571,groß::A,бөдөҥ,sur'
572,groß::A,бөдөҥ,järed
573,groß::A,улахан,sur'
574,groß::A,улахан,järed
575,klein::A,кыр,pen'
576,klein::A,кыр,pičuine
577,lang::A,уһун,pit'k
578,kurz::A,кылгас,lühüd
579,breit::A,кэтит,leved
580,schmal::A,кыараҕас,kaid
581,dicht::A,хойуу,tihed
582,dick[Gegenstand]::A,суон,paks
583,dick[Gegenstand]::A,хойуу,paks
584,dünn::A,чараас,hoik
585,fein::A,бытархай,hen
586,fein::A,синньигес,hen
587,fest::A,бөҕө,luja
588,fest::A,бөҕө,ninev
589,fest::A,кытаанах,luja
590,fest::A,кытаанах,ninev
591,flach::A,хаптаҕай,lapak
592,glatt::A,кылааккай,siled
593,hart::A,хатан,kova
594,hart::A,кытаанах,kova
595,weich::A,сымнаҕас,pehmed
596,rund::A,төгүрүк,kehker
597,spitz::A,сытыы,nügu
598,spitz::A,сытыы,terav
599,spitz::A,уһуктаах,nügu
600,spitz::A,уһуктаах,terav
601,scharf::A,сытыы,terav
602,stumpf::A,сыппах,tül'c
603,schwer::A,ыарахан,jüged
604,schön::A,кыраһыабай,čoma
605,heiß::A,итии,räk
606,warm::A,ичигэс,läm'
607,kalt::A,тымныы,vilu
608,kühl::A,сөрүүн,raibak
609,kühl::A,сөрүүн,viluhk
610,frisch::A,ыраас,lahed
611,frisch::A,сөрүүн,lahed
612,frisch::A,тымныы,lahed
613,feucht::A,сииктээх,neps
614,feucht::A,сииктээх,toreh
615,nass::A,инчэҕэй,märg
616,trocken::A,кураан,kuiv
617,voll::A,толору,täuz'
618,leer::A,иччитэх,joudai
619,offen::A,аһаҕас,avoin
620,offen::A,аһаҕас,avol'jaine
621,geschlossen::A,бүтэй,saubaline
622,sauber::A,сэбэр,puhtaz
623,schmutzig::A,кирдээх,redukaz
624,roh::A,сиикэй,rohk
625,roh::A,сиикэй,toreh
626,reif::A,буспут,küps
627,reif::A,сиппит-хоппут,küps
628,lecker::A,минньигэс,magukaz
629,süß::A,минньигэс,maged
630,bitter::A,аһыы,karged
631,sauer::A,аһыы,muiged
632,hell::A,сырдык,kirkas
633,hell::A,сырдык,valgei
634,dunkel::A,хараҥа,pimed
635,schwarz::A,хара,must
636,weiß::A,үрүҥ,vauged
637,weiß::A,маҥан,vauged
638,rot::A,кыһыл,rusked
639,gelb::A,саһархай,pakuine
640,blau::A,күөх,sinine
641,grün::A,күөх,vihand
642,grün::A,от күөҕэ,vihand
643,grau::A,сиэрэй,hahk
644,bunt::A,эриэн,kirjav
645,billig::A,чэпчэки,odav
646,teuer::A,сыаналаах,kalliž
647,wertvoll::A,сыаналаах,arvokas
648,blind::A,хараҕа суох,soged
649,taub::A,дьүлэй,kurdiž
650,kräftig::A,модун,vägev
651,stark::A,күүстээх,vahv
652,stark::A,күүстээх,vägekaz
653,schwach::A,мөлтөх,väll'
654,fett::A,эмис,razvakaz
655,schlank::A,дьылҕан,kapos
656,schlank::A,дьыпсаҕай,kapos
657,hübsch::A,олус кэрэ,čoma
658,hübsch::A,көрүөхтэн үчүгэй,čoma
659,böse::A,өһүөннээх,äred
660,böse::A,өһүөннээх,käred
661,dumm::A,акаары,el'getoi
662,faul::A,нэс,lašk
663,fleißig::A,кыһамньылаах,radonnavedii
664,geizig::A,иҥсэлээх,ažlak
665,klug::A,өйдөөх,melev
666,klug::A,өйдөөх,melekaz
667,geschickt::A,наһаа дьоҕурдаах,mahtokaz
668,lieb::A,тапталлаах,izo
669,lieb::A,тапталлаах,sula
670,lustig::A,көрдөөх,ilokaz
671,sanft::A,намчы,laskav
672,sanft::A,сымнаҕас,laskav
673,hungrig::A,аччык,näl'ghine
674,krank::A,ыалдьар,läžui
675,nackt::A,сыгынньах,alastoi
676,traurig::A,санаарҕабыллаах,opalahine
677,lebendig::A,тыыннаах,eläb
678,gut::A,үтүө,hüvä
679,gut::A,үчүгэй,hüvä
680,schlecht::A,куһаҕан,huba
681,richtig::A,сөп,oiged
682,schlimm::A,сидьиҥ,paha
683,schlimm::A,быдьар,paha
684,wahr::A,кырдьык,todesine
685,alt::A,былыргы,vanh
686,neu::A,саҥа,uz'
687,ehemalig::A,урукку,edeline
688,alt[Lebewesen]::A,кырдьаҕас,ravaz
689,jung::A,эдэр,nor'
690,arm::A,дьадаҥы,gol'l'
691,reich::A,баай,elokaz
692,bekannt::A,билэр,tutab
693,berühmt::A,аатырбыт,tetab
694,fremd::A,атын,veraz
695,verschieden::A,араас,erazvuitte
696,nah::A,чугас,läheline
697,fern::A,ыраах,edahaine
698,linker::A,хаҥас,hura
699,rechter::A,уҥа,oiged
700,anderer::A,атын,toine
701,erster::A,маҥнайгы,ezmäine
702,zweiter::A,иккис,toine
703,dritter::A,үһүс,koumanz'
704,letzter::A,тиһэх,jäl'gmäine
705,allein::ADV,соҕотох,üksnäze
706,auf einmal::ADV,биирдэ,ühten aigan
707,zusammen::ADV,холбуу,ühtes
708,lange::ADV,уһуннук,hätken
709,plötzlich::ADV,эмискэ,äkkid
710,sofort::ADV,тута,kerdalaz
711,später::ADV,хойут,möhemba
712,jetzt::ADV,билигин,nügüd'
713,heute::ADV,бүгүн,tämbei
714,morgen::ADV,сарсын,homen
715,bald::ADV,өтөр,pigai
716,dann::ADV,кэнна,sid'
717,gestern::ADV,бэҕэһээ,eglai
718,einst::ADV,биир төгүл,ende
719,einst::ADV,биир төгүл,kerdan
720,einst::ADV,арай биирдэ,ende
721,einst::ADV,арай биирдэ,kerdan
722,damals::ADV,оччоҕо,siloi
723,danach::ADV,аары,sid'
724,danach::ADV,ол кэнниттэн,sid'
725,vorher::ADV,урут,ende
726,zuerst::ADV,маҥнай,ezmäi
727,einmal::ADV,биирдэ,kerdan
728,manchmal::ADV,арыт,erašti
729,oft::ADV,чаастатык,paksus
730,immer::ADV,мэлдьи,kaiken
731,niemals::ADV,хаһан да,ei nikonz
732,hier::ADV,маныаха,täs
733,hier::ADV,маныаха,tägä
734,hierhin::ADV,бэттэх,tänna
735,von hier::ADV,мантан,täspäi
736,von hier::ADV,мантан,sid'päi
737,dort::ADV,онно,sigä
738,dorthin::ADV,онно,sinna
739,dorthin::ADV,онно,nakkale
740,geradeaus::ADV,быһа,kohtha
741,geradeaus::ADV,быһаччы,kohtha
742,vorwärts::ADV,инники,edehe
743,rückwärts::ADV,төттөру,sel'gin
744,zurück::ADV,төттөрү,tagaze
745,unten::ADV,аллара,alahan
746,hinab::ADV,аллара,alaz
747,hinab::ADV,аллара,alahaks
748,oben::ADV,үөһэ,ülähän
749,hinauf::ADV,өрө,ülez
750,hinauf::ADV,өрө,ülähäks
751,hinauf::ADV,үөһэ,ülez
752,hinauf::ADV,үөһэ,ülähäks
753,überall::ADV,бэйдиэ,kaikjal
754,nicht::ADV,буолбатах,ei
755,ein wenig::ADV,кыратык,vähän
756,kaum::ADV,нэһиилэ,habi
757,sehr::ADV,бэрт,lujas
758,sehr::ADV,наһаа,lujas
759,so::ADV,оччо,muga
760,so::ADV,оччо,ninga
761,so::ADV,оннук,muga
762,so::ADV,оннук,ninga
763,noch::ADV,өссө,völ
764,nur::ADV,эрэ,järg
765,nur::ADV,эрэ,vaiše
766,nur::ADV,сыччах,järg
