,Concept_ID,mrj,cy
354,Ruder::N,вешлӓ,rhwyf
355,Schlitten::N,тир,sled
356,Schlitten::N,тир,car llusg
357,Ski::N,ечӹ,sgi
358,Lagerfeuer::N,тыл,coelcerth
359,Last::N,нелӹц,llwyth
360,Gang::N,ход,tro
361,Schritt::N,ашкыл,cam
362,Norden::N,йыдпелвел,gogledd
363,Süden::N,кечӹвӓлвел,de
364,Westen::N,кечӹ шӹцмӹ,gorllewin
365,Osten::N,ирвел,dwyrain
366,Osten::N,кечӹ лӱлтмӹ,dwyrain
367,Holz::N,пушӓнгӹ,pren
368,Brett::N,ханга,bwrdd
369,Brett::N,ханга,astell
370,Platte::N,плитӓ,llech
371,Stütze::N,цӓрӓк,ateg
372,Stütze::N,цӓрӓк,cynhalydd
373,Stange::N,равы,polyn
374,Stange::N,намаш,polyn
375,Stock::N,панды,ffon
376,Stock::N,панды,brigyn
377,Stab::N,равы,ffon
378,Rohr::N,пыч,pibell
379,Haus::N,пöрт,tŷ
380,Heim::N,пöрт,cartref
381,Ofen::N,камака,stof
382,Fußboden::N,седӹрӓ,llawr
383,Tisch::N,стöл,bwrdd
384,Stuhl::N,пöкен,cadair
385,Wiege::N,шипкӓ,crud
386,Bett::N,койка,gwely
387,Bett::N,кравать,gwely
388,Regal::N,полицӓ,silff
389,Kiste::N,шӱ́ндӹк,bocs
390,Kiste::N,шӱ́ндӹк,blwch
391,Fenster::N,окня,ffenestr
392,Tür::N,амаса,drws
393,Tor::N,хапка,porth
394,Zaun::N,забор,ffens
395,Dach::N,левӓш,to
396,Leiter::N,ташкалтыш,ysgol
397,Besen::N,сало,ysgub
398,Besen::N,салко,ysgub
399,Spaten::N,кольмы,rhaw
400,Schaufel::N,лоток,rhaw
401,Gabel::N,ви́лка,fforc
402,Löffel::N,савала,llwy
403,Messer::N,кӹзӹ,cyllell
404,Nagel::N,пыда,hoel
405,Netz::N,вӓпш,gwe
406,Netz::N,вӓпш,rhwyd
407,Haken::N,крӱк,bach
408,Haken::N,кагак,bach
409,Griff::N,кычем,carn
410,Schloss::N,замок,clo
411,Schloss::N,сыравач,clo
412,Bild::N,картин,llun
413,Bild::N,картин,pictiwr
414,Figur::N,кӓн,ffigur
415,Puppe::N,поханя,dol
416,Beutel::N,мешӓк,cwd
417,Bündel::N,топ,bwndel
418,Bündel::N,топ,coflaid
419,Bündel::N,пидӹш,bwndel
420,Bündel::N,пидӹш,coflaid
421,Bündel::N,кӹлдӹш,bwndel
422,Bündel::N,кӹлдӹш,coflaid
423,Tasche::N,сумкы,cod
424,Eimer::N,ведӹрӓ,bwced
425,Eimer::N,ведӹрӓ,cunnog
426,Deckel::N,комдыш,caead
427,Geschirr::N,ӓтӹ,llestri
428,Sack::N,мешӓк,sach
429,Tasse::N,цӓшкӓ,cwpan
430,Topf::N,ми́ска,pot
431,Topf::N,ми́ска,crochan
432,Kessel::N,пад,tegell
433,Essen::N,качкыш,pryd o fwyd
434,Essen::N,качкыш-йӱш,pryd o fwyd
435,Nahrung::N,качкыш,bwyd
436,Nahrung::N,качкыш-йӱш,bwyd
437,Speise::N,няня,saig
438,Fleisch::N,пай,cig
439,Getreide::N,киндӹ,ŷd
440,Getreide::N,киндӹ,llafur
441,Brei::N,шӹрӓш,uwd
442,Brot::N,сыкыр,bara
443,Scheibe::N,ламыт,tafell
444,Scheibe::N,лаштык,tafell
445,Fett::N,кая,saim
446,Fett::N,кая,braster
447,Butter::N,ӱ,ymenyn
448,Öl::N,ӱ,olew
449,Salz::N,санзал,halen
450,Suppe::N,лем,cawl
451,Honig::N,мӱ,mêl
452,Milch::N,шӹшер,llaeth
453,Milch::N,шӹшер,llefrith
454,Tee::N,чӓй,te
455,Leder::N,шарга,lledr
456,Leder::N,кавашты,lledr
457,Wolle::N,миж,gwlân
458,Stoff::N,матер,lliain
459,Stoff::N,матер,brethyn
460,Stoff::N,матери,lliain
461,Stoff::N,матери,brethyn
462,Nadel::N,им,nodwydd
463,Faden::N,шӹртӹ,edau
464,Faden::N,шӹртӹ,edefyn
465,Knopf::N,полдыш,botwm
466,Knoten::N,пӱкшем,cwlwm
467,Farbe::N,чиӓ,paent
468,Farbe::N,крӓскӓ,paent
469,Kleidung::N,выргем,dillad
470,Kleidung::N,выргем,gwisgoedd
471,Hemd::N,тыгыр,crys
472,Kragen::N,шӱ,coler
473,Ärmel::N,шокш,llawes
474,Hose::N,ялаш,trowsus
475,Gürtel::N,ӹштӹ,gwregys
476,Mütze::N,упш,cap
477,Schuh::N,ту́фльы,esgid
478,Stiefel::N,кем,botasen
479,Ring::N,шӓргӓш,modrwy
480,Band::N,лемтӓ,rhuban
481,Kamm::N,шерге,crib
482,Spiegel::N,тӹгӹр,drych
483,Riemen::N,прӓжӓ,strap
484,Schnur::N,кӓндӹра,llinyn
485,Leine::N,керем,tennyn
486,Decke::N,одеял,blanced
487,Decke::N,одеял,gwrthban
488,Kissen::N,кӹпцӹк,clustog
489,Kissen::N,кӹпцӹк,gobennydd
490,Tuch::N,савыц,sgarff
491,Handtuch::N,шӹргӹсавыц,tywel
492,Handtuch::N,шӹргӹсавыц,lliain sychu
493,Handtuch::N,шӹргӹмсавыц,tywel
494,Handtuch::N,шӹргӹмсавыц,lliain sychu
495,Kraft::N,ви,grym
496,Stärke::N,ви,nerth
497,Stärke::N,ви,cryfder
498,Gesundheit::N,шу,iechyd
499,Gesundheit::N,шулык,iechyd
500,Krankheit::N,мыж,afiechyd
501,Krankheit::N,мыж,anhwylder
502,Schmerz::N,карштыш,poen
503,Schmerz::N,карштыш,gwayw
504,Wunde::N,шушыр,clwyf
505,Fieber::N,ӱштӹмыж,twymyn
506,Arznei::N,лекӓрцӹ,meddyginiaeth
507,Brücke::N,кӹвер,pont
508,Brunnen::N,вӹдсӹнзӓ,ffynnon
509,Weide::N,ныр,porfa
510,Pfad::N,ялгорны,llwybr
511,Weg::N,корны,ffordd
512,Straße::N,корны,heol
513,Straße::N,корны,ffordd
514,Dorf::N,сола,pentref
515,Stadt::N,города,tref
516,Brief::N,сирмӓш,llythyr
517,Buch::N,книгӓ,llyfr
518,Buchstabe::N,буква́,llythyren
519,Zeitung::N,газет,papur newydd
520,Zeitung::N,кайзет,papur newydd
521,Leben::N,житя,bywyd
522,Tod::N,смöрт,marwolaeth
523,Grab::N,шӹгер,bedd
524,Grab::N,мыгилӓ,bedd
525,Grab::N,шӹгерлӓ,bedd
526,Kirche::N,церкӹ,eglwys
527,Sünde::N,сулык,pechod
528,Gott::N,йымы,duw
529,Arbeiter::N,пӓшӓзӹ,gweithiwr
530,Chef::N,вуй,pennaeth
531,Meister::N,мастар,meistr
532,Arzt::N,доктор,meddyg
533,Lehrer::N,тымдышы,athro
534,Geld::N,окса,pres
535,Geld::N,окса,arian
536,Geschäft::N,торге́йӹмӓш,busnes
537,Laden::N,лапка,siop
538,Laden::N,магазин,siop
539,Preis::N,ӓк,pris
540,Ware::N,товар,nwydd
541,Nutzen::N,пайда,elw
542,Nutzen::N,пайда,budd
543,Reichtum::N,перке,cyfoeth
544,Welt::N,сӓндӓлӹк,byd
545,Welt::N,свет,byd
546,Land::N,сӓндӓлӹк,gwlad
547,Staat::N,кугижӓншӹ,gwladwriaeth
548,König::N,король,brenin
549,Macht::N,власть,grym
550,Macht::N,власть,awdurdod
551,Grenze::N,пӹсмӓн,ffin
552,Grenze::N,пӹсмӓн,goror
553,Krieg::N,вырсы,rhyfel
554,Feind::N,тышман,gelyn
555,Gewalt::N,ви,ffyrnigrwydd
556,Kampf::N,кредӓлмӓш,brwydr
557,Bogen[Waffe]::N,янгеж,bwa
558,Pfeil::N,пикш,saeth
559,Gewehr::N,пичӓл,dryll
560,Fehler::N,самынь,gwall
561,Fehler::N,самынь,camgymeriad
562,Lüge::N,шая,celwydd
563,Lüge::N,шая,anwiredd
564,Schaden::N,вре́дӓ,niwed
565,Schaden::N,вре́дӓ,difrod
566,Unglück::N,пёда,anffawd
567,Unglück::N,тымаша,anffawd
568,Schuld::N,вуйнамат,bai
569,Alter::N,иӓш,oed
570,Alter::N,игечӹ,oed
571,Schluss::N,пӹтӓртӹш,diwedd
572,Zeit::N,веремӓ,amser
573,Tag::N,кечӹ,dydd
574,Tag::N,кечӹ,diwrnod
575,Morgen::N,ир,bore
576,Morgen::N,ирок,bore
577,Mittag::N,кечӹвӓл,nawn
578,Abend::N,вады,noswaith
579,Nacht::N,йыд,nos
580,Woche::N,ӓрня,wythnos
581,Monat::N,тӹ́лзӹ,mis
582,Jahr::N,год,blwyddyn
583,Frühling::N,шошым,gwanwyn
584,Sommer::N,кӓнгӹж,haf
585,Herbst::N,шӹжӹ,hydref
586,Winter::N,тел,gaeaf
587,Winter::N,телӹ,gaeaf
588,Januar::N,январ,Ionawr
589,Januar::N,январь,Ionawr
590,Februar::N,февраль,Chwefror
591,März::N,март,Mawrth
592,April::N,апрель,Ebrill
593,Mai::N,май,Mai
594,Juni::N,июнь,Mehefin
595,Juli::N,июль,Gorffennaf
596,August::N,август,Awst
597,September::N,сентябрь,Medi
598,Oktober::N,октябрь,Hydref
599,November::N,ноябрь,Tachwedd
600,Dezember::N,декавыр,Rhagfyr
601,Montag::N,шачмы,dydd Llun
602,Dienstag::N,кышкыжмы,dydd Mawrth
603,Mittwoch::N,вӹрчегӹ,dydd Mercher
604,Donnerstag::N,изӓрня,dydd Iau
605,Freitag::N,когарня,dydd Gwener
606,Samstag::N,кукшыгечӹ,dydd Sadwrn
607,Sonntag::N,рушӓрня,dydd Sul
608,groß::A,кого,mawr
609,klein::A,изи,bach
610,lang::A,кужы,hir
611,kurz::A,кӹтӹк,byr
612,kurz::A,кӹтӹк,cwta
613,breit::A,кымда,llydan
614,schmal::A,ӓнгӹсӹр,cul
615,dicht::A,шӹре,dwys
616,dick[Gegenstand]::A,кӹжгӹ,trwchus
617,dünn::A,вӹцкӹж,tenau
618,fein::A,пыльга,main
619,fest::A,цаткыды,cadarn
620,flach::A,тӓлякӓ,gwastad
621,glatt::A,ягылгы,llyfn
622,hart::A,пингӹдӹ,caled
623,weich::A,пышкыды,meddal
624,rund::A,тӹртӹш,crwn
625,spitz::A,кашар,pigfain
626,scharf::A,кашар,miniog
627,stumpf::A,нӹшкӹ,pŵl
628,schwer::A,нелӹ,trwm
629,schön::A,цевер,teg
630,schön::A,цевер,hardd
631,schön::A,цевер,prydferth
632,schön::A,олмыдшы,teg
633,schön::A,олмыдшы,hardd
634,schön::A,олмыдшы,prydferth
635,heiß::A,шокшы,poeth
636,warm::A,шокшы,twym
637,warm::A,шокшы,cynnes
638,kalt::A,ӱштӹ,oer
639,kühl::A,юалгы,oeraidd
640,kühl::A,йонгата,oeraidd
641,frisch::A,йонгата,iach
642,feucht::A,ӹлӹкшӹ,llaith
643,feucht::A,вӹдӹжгӹ,llaith
644,nass::A,начкы,gwlyb
645,trocken::A,кукшы,sych
646,voll::A,темшӹ,llawn
647,voll::A,темыман,llawn
648,leer::A,йӓрӓ,gwag
649,offen::A,виш,agored
650,geschlossen::A,чӱчмӹ,caead
651,geschlossen::A,чӱчмӹ,caeëdig
652,geschlossen::A,тӹкӹлӓлтшӹ,caead
653,geschlossen::A,тӹкӹлӓлтшӹ,caeëdig
654,sauber::A,ире,glân
655,schmutzig::A,шоран,budr
656,schmutzig::A,шоран,brwnt
657,schmutzig::A,лявӹрӓн,budr
658,schmutzig::A,лявӹрӓн,brwnt
659,schmutzig::A,шорангшы,budr
660,schmutzig::A,шорангшы,brwnt
661,roh::A,пеле кӱшӹ,amrwd
662,reif::A,кӱшӹ,aeddfed
663,lecker::A,тотан,blasus
664,lecker::A,тотан,danteithiol
665,süß::A,мӱӓн,melys
666,bitter::A,качы,chwerw
667,sauer::A,шапы,sur
668,hell::A,соты,disglair
669,hell::A,валгыды,disglair
670,dunkel::A,пӹц,tywyll
671,dunkel::A,пӹцкемӹш,tywyll
672,schwarz::A,шим,du
673,weiß::A,ош,gwyn
674,weiß::A,ошы,gwyn
675,rot::A,якшаргы,coch
676,gelb::A,сар,melyn
677,gelb::A,сары,melyn
678,blau::A,симсӹ,glas
679,grün::A,ыжар,gwyrdd
680,grau::A,луды,llwyd
681,bunt::A,ала,lliwgar
682,billig::A,шулдаш,rhad
683,teuer::A,шергӹ,drud
684,teuer::A,шергӓкӓн,drud
685,wertvoll::A,ӓкӓн,gwerthfawr
686,blind::A,слöпöй,dall
687,blind::A,сльöпöй,dall
688,taub::A,тӱтӱк,byddar
689,kräftig::A,виӓн,nerthol
690,kräftig::A,виӓн,grymus
691,stark::A,виӓн,cryf
692,stark::A,виӓн,cadarn
693,schwach::A,шава,gwan
694,schwach::A,лӹпкӓ,gwan
695,schwach::A,слабка,gwan
696,fett::A,таза,tew
697,schlank::A,яштака,main
698,hübsch::A,сӹлнӹ,tlws
699,hübsch::A,олмыдшы,tlws
700,böse::A,шӹдӓн,drwg
701,dumm::A,окмак,twp
702,faul::A,ялахай,diog
703,fleißig::A,пӓшам яратышы,dyfal
704,geizig::A,шык,crintach
705,geizig::A,шык,cybyddlyd
706,klug::A,ышан,deallus
707,geschickt::A,мастар,medrus
708,geschickt::A,мастар,deheuig
709,lieb::A,тыри,hoff
710,lieb::A,тыри,annwyl
711,lustig::A,мындыр,llon
712,lustig::A,сусу,llon
713,sanft::A,йӹвӹжӓ,mwyn
714,hungrig::A,шужышы,newynog
715,krank::A,церлӹ,sâl
716,krank::A,церлӹ,gwael
717,krank::A,хворой,sâl
718,krank::A,хворой,gwael
719,nackt::A,цӓрӓ,noeth
720,traurig::A,сы́лыкан,trist
721,traurig::A,кымы́лдымы,trist
722,lebendig::A,живой,yn fyw
723,gut::A,яжо,da
724,schlecht::A,уда,drwg
725,schlecht::A,уда,gwael
726,schlecht::A,худа,drwg
727,schlecht::A,худа,gwael
728,richtig::A,вургамла,cywir
729,schlimm::A,йӹрнык,enbyd
730,wahr::A,настоящий,gwir
731,wahr::A,настояшый,gwir
732,alt::A,шонгы,hen
733,neu::A,у,newydd
734,ehemalig::A,тошты,blaenorol
735,alt[Lebewesen]::A,ӹлалшӹ,oedrannus
736,jung::A,нöргӹ,ifanc
737,jung::A,молода,ifanc
738,arm::A,укеӓн,tlawd
739,reich::A,паян,cyfoethog
740,reich::A,пурлыкан,cyfoethog
741,bekannt::A,палӹмӹ,cynefin
742,bekannt::A,палӹмӹ,cyfarwydd
743,berühmt::A,лӹмлы,enwog
744,fremd::A,эдемӹн,estron
745,verschieden::A,тӹрлӹ,gwahanol
