,Concept_ID,ga,sq
222,Eule::N,ulchabhán,buf
223,Kranich::N,grús,lejlek
224,Kranich::N,grús,kurrillë
225,Krähe::N,caróg,sorrë
226,Krähe::N,préachán,sorrë
227,Kuckuck::N,cuach,qyqe
228,Schwan::N,eala,mjellmë
229,Fisch::N,iasc,peshk
230,Barsch::N,péirse,purtekë
231,Hecht::N,liús,mlysh
232,Schlange[Tier]::N,nathair,gjarpër
233,Wurm::N,péist,krimb
234,Spinne::N,damhán alla,marimangë
235,Ameise::N,seangán,thnegël
236,Ameise::N,seangán,milingonë
237,Laus::N,míol,morr
238,Mücke::N,muiscít,kunup
239,Mücke::N,muiscít,mushkonjë
240,Mücke::N,corrmhíol,kunup
241,Mücke::N,corrmhíol,mushkonjë
242,Fliege::N,cuil,mizë
243,Fliege::N,cuileog,mizë
244,Schmetterling::N,féileacán,flutur
245,Beere::N,caor,frutë
246,Beere::N,caor,manaferrë
247,Apfel::N,úll,mollë
248,Pilz::N,beacán,kërpudhë
249,Pilz::N,muisiriún,kërpudhë
250,Zwiebel::N,oinniún,qepë
251,Saat::N,síol,farë
252,Korn::N,gráinne,grurë
253,Korn::N,gráinne,kokërr
254,Heu::N,féar,sanë
255,Schale::N,scaimh,lëkurë
256,Grube::N,poll,gropë
257,Falle::N,gaiste,kurth
258,Falle::N,gaiste,grackë
259,Schlinge::N,sealán,nyjë
260,Spur::N,rian,gjurmë
261,Asche::N,luaith,hi
262,Dreck::N,salachar,baltë
263,Eisen::N,iarann,hekur
264,Gold::N,ór,ar
265,Gold::N,ór,flori
266,Silber::N,airgead,argjend
267,Kohle::N,gual,qymyr
268,Glas::N,gloine,qelq
269,Lehm::N,cré,argjilë
270,Sand::N,gaineamh,rërë
271,Mensch::N,duine,njeri
272,Mann::N,fear,burrë
273,Mann::N,fear,mashkull
274,Frau::N,bean,grua
275,Frau::N,bean,femër
276,Kind::N,gasúr,kalama
277,Kind::N,páiste,kalama
278,Junge::N,buachaill,djalë
279,Mädchen::N,cailín,gocë
280,Mädchen::N,cailín,vajzë
281,Familie::N,teaghlach,familje
282,Familie::N,comhluadar,familje
283,Großvater::N,seanathair,gjysh
284,Großmutter::N,seanmháthair,gjyshe
285,Eltern::N,tuismitheoirí,prindër
286,Vater::N,athair,atë
287,Mutter::N,máthair,nënë
288,Sohn::N,mac,bir
289,Tochter::N,iníon,bijë
290,Bruder::N,deartháir,vëlla
291,Schwester::N,deirfiúr,motër
292,Onkel::N,uncail,dajë
293,Onkel::N,uncail,xhaxha
294,Tante::N,aintín,teze
295,Tante::N,aintín,hallë
296,Ehemann::N,fear céile,burrë
297,Ehemann::N,fear céile,bashkëshort
298,Ehefrau::N,bean chéile,grua
299,Ehefrau::N,bean chéile,bashkëshorte
300,Freude::N,áthas,gaz
301,Freude::N,áthas,gëzim
302,Gelächter::N,gáire,qeshje
303,Glück::N,séan,lumturi
304,Glück::N,sonas,lumturi
305,Kummer::N,brón,brengë
306,Kummer::N,brón,pikëllim
307,Kummer::N,buairt,brengë
308,Kummer::N,buairt,pikëllim
309,Wunsch::N,guí,dëshirë
310,Wunsch::N,achainí,dëshirë
311,Lust::N,fonn,epsh
312,Lust::N,fonn,dashuri
313,Geist::N,meon,frymë
314,Geist::N,meon,shpirt
315,Geist::N,spiorad,frymë
316,Geist::N,spiorad,shpirt
317,Gedanke::N,smaoineamh,ide
318,Gedanke::N,smaoineamh,mendim
319,Gedächtnis::N,cuimhne,kujtesë
320,Verstand::N,ciall,mend
321,Verstand::N,intinn,mend
322,Sinn::N,brí,kuptim
323,Sinn::N,ciall,kuptim
324,Grund::N,fáth,arsye
325,Wahrheit::N,fírinne,vërtetë
326,Gespräch::N,comhrá,bisedim
327,Märchen::N,scéal,përrallë
328,Erzählung::N,scéal,tregim
329,Nachricht::N,teachtaireacht,lajm
330,Neuigkeit::N,scéala,risi
331,Name::N,ainm,emër
332,Rätsel::N,tomhas,gjëzë
333,Rätsel::N,tomhas,gjëegjëzë
334,Rede::N,óráid,fjalim
335,Rede::N,aitheasc,fjalim
336,Sprache::N,teanga,gjuhë
337,Stimme::N,guth,zë
338,Wort::N,focal,fjalë
339,Zeichen::N,comhartha,shenjë
340,Ruf::N,glaoch,thirrmë
341,Lärm::N,torann,zhurmë
342,Laut::N,fuaim,tingull
343,Ton::N,ton,ton
344,Lied::N,amhrán,këngë
345,Ruhe::N,suaimhneas,qetësi
346,Leute::N,muintir,botë
347,Leute::N,muintir,njerëz
348,Volk::N,pobal,popull
349,Arbeit::N,obair,punë
350,Gast::N,aoi,mik
351,Gast::N,aoi,mysafir
352,Geschenk::N,féirín,dhuratë
353,Geschenk::N,féirín,peshqesh
354,Geschenk::N,bronntanas,dhuratë
355,Geschenk::N,bronntanas,peshqesh
356,Spiel::N,cluiche,lojë
357,Gesellschaft::N,comhluadar,shoqëri
358,Hilfe::N,cúnamh,ndihmë
359,Hilfe::N,cabhair,ndihmë
360,Freund::N,cara,mik
361,Kamerad::N,comrádaí,shok
362,Angelegenheit::N,ábhar,punë
363,Anzahl::N,líon,sasi
364,Art::N,sórt,lloj
365,Art::N,saghas,lloj
366,Stück::N,píosa,copë
367,Teil::N,cuid,pjesë
368,Teil::N,páirt,pjesë
369,Hälfte::N,leath,gjysmë
370,Kreis::N,ciorcal,qark
371,Kreis::N,ciorcal,rreth
372,Kreuz::N,cros,kryq
373,Linie::N,líne,vijë
374,Strich::N,stríoc,vizë
375,Abstand::N,achar,distancë
376,Entfernung::N,fad,largim
377,Gegend::N,ceantar,vise
378,Gegend::N,ceantar,krahinë
379,Platz::N,áit,shesh
380,Platz::N,spás,shesh
381,Ort::N,áit,vend
382,Seite::N,taobh,anë
383,Mitte::N,lár,mes
384,Gegenstand::N,ball,send
385,Gegenstand::N,ábhar,send
386,Sache::N,ní,gjë
387,Sache::N,ní,send
388,Sache::N,rud,gjë
389,Sache::N,rud,send
390,Rand::N,imeall,qoshe
391,Rand::N,ciumhais,qoshe
392,Kante::N,corr,teh
393,Kante::N,colbha,teh
394,Ecke::N,coirnéal,qoshe
395,Spitze::N,gob,majë
396,Spitze::N,barr,majë
397,Ende::N,ceann,skaj
398,Ende::N,ceann,bisht
399,Ende::N,foirceann,skaj
400,Ende::N,foirceann,bisht
401,Loch::N,poll,vrimë
402,Winkel::N,cúinne,kënd
403,Winkel::N,uillinn,kënd
404,Muster::N,patrún,mostër
405,Größe::N,méid,madhësi
406,Größe::N,toise,madhësi
407,Länge::N,fad,gjatësi
408,Höhe::N,airde,lartësi
409,Gewicht::N,meáchan,peshë
410,Menge::N,méid,sasi
411,Haufen::N,cnap,grumbull
412,Reihe::N,líne,radhë
413,Reihe::N,líne,rresht
414,Reihe::N,sraith,radhë
415,Reihe::N,sraith,rresht
416,Boot::N,bád,barkë
417,Boot::N,bád,lundër
418,Ruder::N,rámh,rrem
419,Ruder::N,maide rámha,rrem
420,Schlitten::N,carr sleamhnáin,sajë
421,Ski::N,scí,ski
422,Lagerfeuer::N,tine champa,flakadan
423,Lagerfeuer::N,tine champa,zjarr i madh
424,Last::N,ualach,barrë
425,Gang::N,siúlóid,ecje
426,Schritt::N,céim,hap
427,Schritt::N,coiscéim,hap
428,Norden::N,tuaisceart,veri
429,Süden::N,deisceart,jug
430,Westen::N,iarthar,perëndim
431,Osten::N,oirthear,lindje
432,Holz::N,adhmad,dru
433,Brett::N,clár,dërrasë
434,Platte::N,leac,pllakë
435,Stütze::N,taca,shtyllë
436,Stütze::N,taca,mbështetesë
437,Stange::N,polla,shufër
438,Stange::N,cuaille,shufër
439,Stock::N,bata,dajak
440,Stock::N,maide,dajak
441,Stab::N,maide,shkop
442,Stab::N,bachall,shkop
443,Rohr::N,píopa,tub
444,Haus::N,teach,shtëpi
445,Heim::N,baile,konak
446,Heim::N,baile,shtëpi
447,Ofen::N,sornóg,sobë
448,Ofen::N,sornóg,stufë
449,Fußboden::N,urlár,dysheme
450,Tisch::N,bord,tryezë
451,Tisch::N,tábla,tryezë
452,Stuhl::N,cathaoir,karrige
453,Wiege::N,cliabhán,djep
454,Bett::N,leaba,shtrat
455,Regal::N,seilf,raft
456,Kiste::N,bosca,kuti
457,Fenster::N,fuinneoig,dritare
458,Tür::N,doras,derë
459,Tor::N,geata,portë
460,Zaun::N,fál,gardh
461,Zaun::N,claí,gardh
462,Dach::N,díon,çati
463,Leiter::N,dréimire,shkallë
464,Besen::N,scuab,fshesë
465,Spaten::N,spád,lopatë
466,Spaten::N,rámhainn,lopatë
467,Schaufel::N,sluasaid,qyrek
468,Gabel::N,forc,pirun
469,Gabel::N,gabhlóg,pirun
470,Löffel::N,spúnóg,lugë
471,Messer::N,scian,thikë
472,Nagel::N,tairne,gozhdë
473,Netz::N,líon,rrjetë
474,Netz::N,eangach,rrjetë
475,Haken::N,croch,grep
476,Haken::N,croch,grremç
477,Griff::N,cos,dorak
478,Griff::N,cos,dorezë
479,Griff::N,hanla,dorak
480,Griff::N,hanla,dorezë
481,Schloss::N,glas,bravë
482,Bild::N,pictiúr,tablo
483,Bild::N,pictiúr,pikturë
484,Figur::N,fíor,figurë
485,Puppe::N,bábóg,kukull
486,Beutel::N,mála,qese
487,Beutel::N,mála,trastë
488,Beutel::N,mealbhóg,qese
489,Beutel::N,mealbhóg,trastë
490,Bündel::N,beart,deng
491,Tasche::N,mála,çantë
492,Eimer::N,buicéad,kovë
493,Deckel::N,clár,kapak
494,Deckel::N,clár,mbulesë
495,Deckel::N,claibín,kapak
496,Deckel::N,claibín,mbulesë
497,Geschirr::N,soithí,enë
498,Geschirr::N,gréithe,enë
499,Sack::N,sac,thes
500,Sack::N,sac,torbë
501,Sack::N,mála,thes
502,Sack::N,mála,torbë
503,Tasse::N,cupán,filxhan
504,Topf::N,pota,kusi
505,Topf::N,pota,tenxhere
506,Kessel::N,citeal,kazan
507,Essen::N,béile,ngrënie
508,Nahrung::N,bia,ushqim
509,Speise::N,mias,gatesë
510,Fleisch::N,feoil,mish
511,Getreide::N,grán,drithë
512,Getreide::N,arbhar,drithë
513,Brei::N,brúitín,qull
514,Brot::N,arán,bukë
515,Scheibe::N,píosa,fetë
516,Scheibe::N,slisne,fetë
517,Fett::N,saill,lyrë
518,Fett::N,saill,yndyrë
519,Fett::N,méathras,lyrë
520,Fett::N,méathras,yndyrë
521,Butter::N,im,gjalpë
522,Öl::N,ola,vaj
523,Salz::N,salann,kripë
524,Suppe::N,sú,supë
525,Suppe::N,sú,çorbë
526,Suppe::N,anraith,supë
527,Suppe::N,anraith,çorbë
528,Honig::N,mil,mjaltë
529,Milch::N,bainne,qumësht
530,Tee::N,tae,çaj
531,Leder::N,leathar,lëkurë
532,Wolle::N,olann,lesh
533,Stoff::N,éadach,pëlhurë
534,Nadel::N,snáthaid,gjilpërë
535,Faden::N,snáth,pe
536,Faden::N,snáth,fije
537,Knopf::N,cnaipe,kopsë
538,Knoten::N,snaidhm,komb
539,Farbe::N,péint,bojë
540,Kleidung::N,éadaí,veshje
541,Hemd::N,léine,këmishë
542,Kragen::N,bóna,jakë
543,Ärmel::N,muinchille,mëngë
544,Hose::N,bríste,brekë
545,Hose::N,treabhsar,brekë
546,Gürtel::N,crios,rrip
547,Mütze::N,caipín,kësulë
548,Schuh::N,bróg,këpucë
549,Stiefel::N,buatais,çizme
550,Ring::N,fáinne,unazë
551,Band::N,ribín,shirit
552,Kamm::N,cíor,krehër
553,Spiegel::N,scáthán,pasqyrë
554,Riemen::N,iall,rrip
555,Riemen::N,strapa,rrip
556,Schnur::N,téad,litar
557,Schnur::N,téad,cikomë
558,Schnur::N,sreangán,litar
559,Schnur::N,sreangán,cikomë
560,Leine::N,iall,rrip
561,Decke::N,pluid,batanije
562,Decke::N,blaincéad,batanije
563,Kissen::N,piliúr,jastëk
564,Kissen::N,adhartán,jastëk
565,Tuch::N,scaif,shami
566,Handtuch::N,tuáille,peshqir
567,Kraft::N,fórsa,forcë
568,Stärke::N,neart,koll
569,Gesundheit::N,sláinte,shëndet
570,Krankheit::N,tinneas,sëmundje
571,Krankheit::N,breoiteacht,sëmundje
572,Schmerz::N,pian,dhimbje
573,Wunde::N,goin,plagë
574,Fieber::N,fiabhras,ethe
575,Arznei::N,cógas,ilaç
576,Brücke::N,droichead,urë
577,Brunnen::N,tobar,pus
578,Weide::N,féarach,kullotë
579,Pfad::N,cosán,ravë
580,Pfad::N,cosán,shteg
581,Pfad::N,conair,ravë
582,Pfad::N,conair,shteg
583,Weg::N,slí,udhë
584,Weg::N,slí,shteg
585,Weg::N,bealach,udhë
586,Weg::N,bealach,shteg
587,Straße::N,bóthar,rrugë
588,Dorf::N,sráidbhaile,fshat
589,Dorf::N,sráidbhaile,katund
590,Stadt::N,baile,qytet
591,Stadt::N,cathair,qytet
592,Brief::N,litir,letër
593,Buch::N,cín,libër
594,Buch::N,leabhar,libër
595,Buchstabe::N,litir,shkronjë
596,Zeitung::N,nuachtán,gazetë
597,Leben::N,saol,jetë
598,Leben::N,beatha,jetë
599,Tod::N,bás,mortje
600,Grab::N,uaigh,varr
601,Kirche::N,eaglais,kishë
602,Sünde::N,peaca,mëkat
603,Sünde::N,peaca,gjynah
604,Gott::N,dia,hy
605,Gott::N,dia,zot
606,Arbeiter::N,oibrí,punëtor
607,Chef::N,saoiste,shef
608,Chef::N,saoiste,drejtues
609,Chef::N,ceannasaí,shef
610,Chef::N,ceannasaí,drejtues
611,Meister::N,máistir,mjeshtër
612,Arzt::N,lia,mjek
613,Arzt::N,lia,doktor
614,Arzt::N,dochtúir,mjek
615,Arzt::N,dochtúir,doktor
616,Lehrer::N,oide,mësues
617,Lehrer::N,oide,arsimtar
618,Lehrer::N,múinteoir,mësues
619,Lehrer::N,múinteoir,arsimtar
620,Geld::N,airgead,para
621,Geld::N,airgead,holla
622,Geschäft::N,gnó,ujdi
623,Geschäft::N,gnó,biznes
624,Laden::N,siopa,dyqan
625,Preis::N,praghas,çmim
626,Ware::N,earra,mall
627,Nutzen::N,tairbhe,dobi
628,Nutzen::N,tairbhe,leverdi
629,Reichtum::N,rachmas,kamje
630,Reichtum::N,rachmas,pasuri
631,Reichtum::N,saibhreas,kamje
632,Reichtum::N,saibhreas,pasuri
633,Welt::N,domhan,botë
634,Land::N,tír,vend
635,Staat::N,stát,shtet
636,König::N,rí,mbret
637,Macht::N,cumhacht,fuqi
638,Macht::N,cumhacht,pushtet
639,Grenze::N,críoch,kufi
640,Grenze::N,teorainn,kufi
641,Krieg::N,cogadh,luftë
642,Feind::N,namhaid,armik
643,Gewalt::N,foréigean,dhunë
644,Kampf::N,troid,luftim
645,Bogen[Waffe]::N,bogha,hark
646,Pfeil::N,saighead,shigjetë
647,Gewehr::N,gunna,pushkë
648,Fehler::N,botún,gafë
649,Fehler::N,botún,gabim
650,Fehler::N,meancóg,gafë
651,Fehler::N,meancóg,gabim
652,Lüge::N,bréag,gënjeshtër
653,Lüge::N,éitheach,gënjeshtër
654,Schaden::N,dochar,dëm
655,Schaden::N,dochar,zarar
656,Schaden::N,damáiste,dëm
657,Schaden::N,damáiste,zarar
658,Unglück::N,drochrath,fatkeqësi
659,Schuld::N,locht,faj
660,Schuld::N,milleán,faj
661,Alter::N,aois,moshë
662,Schluss::N,deireadh,fund
663,Zeit::N,am,kohë
664,Zeit::N,aimsir,kohë
665,Tag::N,lá,ditë
666,Morgen::N,maidin,mëngjes
667,Mittag::N,nóin,mesditë
668,Abend::N,tráthnóna,mbrëmje
669,Nacht::N,oíche,natë
670,Woche::N,seachtain,javë
671,Monat::N,mí,muaj
672,Jahr::N,bliain,vit
673,Frühling::N,earrach,pranverë
674,Sommer::N,samhradh,verë
675,Herbst::N,fómhar,vjeshtë
676,Winter::N,geimhreadh,dimër
677,Januar::N,Eanáir,janar
678,Februar::N,Feabhra,shkurt
679,März::N,Márta,mars
680,April::N,Aibreán,prill
681,Mai::N,Bealtaine,maj
682,Juni::N,Meitheamh,qershor
683,Juli::N,Iúil,korrik
684,August::N,Lúnasa,gusht
685,September::N,Meán Fómhair,shtator
686,Oktober::N,Deireadh Fómhair,tetor
687,November::N,Samhain,nëntor
688,November::N,Mí na Samhna,nëntor
689,Dezember::N,Mí na Nollag,dhjetor
690,Montag::N,Luan,hënë
691,Montag::N,Dé Luain,hënë
692,Dienstag::N,Máirt,martë
693,Dienstag::N,Dé Máirt,martë
694,Mittwoch::N,Céadaoin,mërkurë
695,Mittwoch::N,Dé Céadaoin,mërkurë
696,Donnerstag::N,Déardaoin,enjte
697,Freitag::N,Aoine,premte
698,Freitag::N,Dé hAoine,premte
699,Samstag::N,Satharn,shtunë
700,Samstag::N,Dé Sathairn,shtunë
701,Sonntag::N,Domhnach,diel
702,Sonntag::N,Dé Domhnaigh,diel
703,groß::A,mór,madh
704,klein::A,beag,vogël
705,lang::A,fada,gjatë
706,kurz::A,gearr,shkurtër
707,kurz::A,gairid,shkurtër
708,breit::A,leathan,gjerë
709,breit::A,fairsing,gjerë
710,schmal::A,cúng,ngushtë
711,dicht::A,dlúth,dendur
712,dick[Gegenstand]::A,tiubh,trashë
713,dünn::A,caol,hollë
714,dünn::A,tanaí,hollë
715,fein::A,scáinte,imët
716,fein::A,fíneálta,imët
717,fest::A,daingean,fortë
718,flach::A,cothrom,sheshtë
719,glatt::A,mín,rrafshët
720,glatt::A,sleamhain,rrafshët
721,hart::A,crua,fortë
722,weich::A,bog,butë
723,rund::A,cruinn,rrumbullakët
724,spitz::A,gobach,majëmprehtë
725,spitz::A,biorach,majëmprehtë
726,scharf::A,géar,mprehtë
727,scharf::A,faobhrach,mprehtë
728,stumpf::A,maol,topitur
729,schwer::A,trom,rëndë
730,schön::A,álainn,bukur
731,heiß::A,te,nxehtë
732,warm::A,te,ngrohtë
733,kalt::A,fuar,ftohtë
734,kühl::A,fionnuar,freskët
735,frisch::A,úr,pastër
736,frisch::A,friseáilte,pastër
737,feucht::A,tais,lagësht
738,nass::A,fliuch,lagur
739,trocken::A,tirim,thatë
740,voll::A,lán,plotë
741,leer::A,folamh,bosh
742,leer::A,folamh,zbrazët
743,offen::A,oscailte,hapur
744,geschlossen::A,dúnta,mbyllur
745,geschlossen::A,druidte,mbyllur
746,sauber::A,glan,dëlirë
747,schmutzig::A,salach,ndyrë
748,roh::A,amh,gjallë
749,reif::A,aibí,arrirë
750,lecker::A,blasta,shijshëm
751,süß::A,milis,ëmbël
752,bitter::A,searbh,hidhur
753,sauer::A,géar,thartë
754,sauer::A,searbh,thartë
755,hell::A,geal,me dritë
756,hell::A,soilseach,me dritë
757,dunkel::A,dorcha,errët
758,schwarz::A,dubh,i zi
759,weiß::A,bán,bardhë
760,rot::A,dearg,kuq
761,gelb::A,buí,verdhë
762,blau::A,gorm,blu
763,blau::A,gorm,kaltër
764,grün::A,glas,blertë
765,grün::A,glas,gjelbër
766,grün::A,uaine,blertë
767,grün::A,uaine,gjelbër
768,grau::A,liath,hirtë
769,grau::A,liath,bojë hiri
770,bunt::A,ildathach,shumëngjyrëshëm
771,bunt::A,dathannach,shumëngjyrëshëm
772,billig::A,saor,lirë
773,teuer::A,daor,shtrenjtë
774,teuer::A,costasach,shtrenjtë
775,wertvoll::A,luachmhar,çmuar
776,wertvoll::A,luachmhar,vlershëm
777,blind::A,dall,qorr
778,blind::A,dall,verbër
779,blind::A,caoch,qorr
780,blind::A,caoch,verbër
781,taub::A,bodhar,shurdhër
782,kräftig::A,cumhachtach,fuqishëm
783,stark::A,tréan,fortë
784,stark::A,láidir,fortë
785,schwach::A,lag,dobët
786,schwach::A,fann,dobët
787,fett::A,ramhar,dhjamur
788,schlank::A,caol,hollë
789,schlank::A,seang,hollë
790,hübsch::A,álainn,bukur
791,hübsch::A,álainn,hijshëm
792,hübsch::A,dathúil,bukur
793,hübsch::A,dathúil,hijshëm
794,böse::A,olc,keq
795,dumm::A,dúr,teveqel
796,dumm::A,amaideach,teveqel
797,faul::A,falsa,dembel
798,faul::A,leisciúil,dembel
799,fleißig::A,dícheallach,zellshëm
800,geizig::A,barainneach,kurnac
801,geizig::A,barainneach,dorështrënguar
802,geizig::A,sprionlaithe,kurnac
803,geizig::A,sprionlaithe,dorështrënguar
804,klug::A,cliste,mençur
805,geschickt::A,oilte,aftë
