,Concept_ID,hy,it
762,lebendig::A,կենդանի,vivo
763,gut::A,լավ,buono
764,schlecht::A,վատ,cattivo
765,richtig::A,ձիշտ,giusto
766,schlimm::A,լղրճուկ,grave
767,wahr::A,ճիշտ,vero
768,wahr::A,իրական,vero
769,alt::A,հին,vecchio
770,neu::A,նոր,nuovo
771,ehemalig::A,նախկին,vecchio
772,ehemalig::A,նախկին,d'una_volta
773,alt[Lebewesen]::A,ծեր,anziano
774,alt[Lebewesen]::A,պառավ,anziano
775,jung::A,մատաղ,giovane
776,arm::A,աղքատ,pòvero
777,reich::A,հարուստ,ricco
778,bekannt::A,ծանոթ,noto
779,bekannt::A,ծանոթ,conosciuto
780,berühmt::A,հայտնի,famoso
781,berühmt::A,հայտնի,cèlebre
782,berühmt::A,հռչակավոր,famoso
783,berühmt::A,հռչակավոր,cèlebre
784,fremd::A,օտար,estràneo
785,fremd::A,օտար,straniero
786,verschieden::A,տարբեր,diverso
787,verschieden::A,տարբեր,differente
788,nah::A,մոտ,vicino
789,nah::A,մոտ,propinquo
790,nah::A,մերձ,vicino
791,nah::A,մերձ,propinquo
792,fern::A,հեռավոր,lontano
793,linker::A,ձախ,sinistro
794,rechter::A,աջ,destro
795,anderer::A,այլ,altro
796,anderer::A,ուրիշ,altro
797,erster::A,առաջին,primo
798,zweiter::A,երկրորդ,secondo
799,dritter::A,երրորդ,terzo
800,letzter::A,վերջին,ùltimo
801,allein::ADV,միայնակ,solo
802,allein::ADV,միայնակ,da solo
803,auf einmal::ADV,միասնաբար,insieme
804,zusammen::ADV,միասին,insieme
805,zusammen::ADV,իրար հետ,insieme
806,lange::ADV,երկար ժամանակ,a lungo
807,plötzlich::ADV,հանկարծ,all'improvviso
808,sofort::ADV,իսկույն,sùbito
809,sofort::ADV,իսկույն,all'istante
810,später::ADV,ավելի ուշ,più tardi
811,später::ADV,հետո,più tardi
812,jetzt::ADV,այժմ,ora
813,jetzt::ADV,այժմ,adesso
814,heute::ADV,այսօր,oggi
815,morgen::ADV,վաղը,domani
816,bald::ADV,շուտով,presto
817,bald::ADV,շուտով,tra poco
818,dann::ADV,ապա,allora
819,dann::ADV,հետո,allora
820,gestern::ADV,երեկ,ieri
821,einst::ADV,հին ատեն,prima
822,einst::ADV,հին ատեն,un tempo
823,damals::ADV,ատէնին,allora
824,danach::ADV,ապա,poi
825,danach::ADV,ապա,dopo
826,danach::ADV,այն ժամանակ,poi
827,danach::ADV,այն ժամանակ,dopo
828,vorher::ADV,առաջ,prima
829,zuerst::ADV,նախ,prima
830,zuerst::ADV,նախ,dapprima
831,einmal::ADV,մի անգամ,una volta
832,manchmal::ADV,երբեմն,talvolta
833,manchmal::ADV,երբեմն,qualche volta
834,oft::ADV,հաճախ,spesso
835,immer::ADV,միշտ,sempre
836,niemals::ADV,երբեք,non mai
837,hier::ADV,այստեղ,qua
838,hierhin::ADV,այստեղ,qua
839,von hier::ADV,այդտեղից,ne
840,von hier::ADV,այդտեղից,da qui
841,dort::ADV,այնտեղ,lì
842,dorthin::ADV,այնտեղ,là
843,geradeaus::ADV,ուղիղ,diritto
844,vorwärts::ADV,առաջ,avanti
845,rückwärts::ADV,դեպի ետ,all'indietro
846,zurück::ADV,ետ,di indietro
847,unten::ADV,ներքեւում,giù
848,unten::ADV,ներքեւում,sotto
849,hinab::ADV,ներքեւ,giù
850,hinab::ADV,ներքեւ,in giù
851,oben::ADV,վերեւում,su
852,oben::ADV,վերեւում,sopra
853,hinauf::ADV,վերեւ,in sù
854,hinauf::ADV,վերեւ,in alto
855,überall::ADV,ամենուր,dappertutto
856,nicht::ADV,չէ,non
857,ein wenig::ADV,մի քիչ,un po'
858,ein wenig::ADV,մի քիչ,un poco
859,kaum::ADV,հազիվ,a appena
860,sehr::ADV,շատ,molto
861,so::ADV,այդպես,così
862,so::ADV,այդպես,tanto
863,noch::ADV,դեռ,ancora
864,nur::ADV,միայն,solo
865,nur::ADV,միայն,soltanto
866,schon::ADV,արդեն,già
867,wieder::ADV,նորից,di nuovo
868,wieder::ADV,դարձյալ,di nuovo
869,vergebens::ADV,իզուր,invano
870,vor::PRP,դիմացը,davanti a
871,hinter::PRP,ետեւը,dietro
872,unter::PRP,տակ,sotto
873,durch::PRP,միջով,per
874,durch::PRP,միջով,attraverso
875,neben::PRP,քովը,a accanto a
876,zwischen::PRP,միջեւ,fra
877,wegen::PRP,պատճառով,a causa di
878,wegen::PRP,շնորհից,a causa di
879,dies::PRN,սա,ciò
880,dies::PRN,սա,questo
881,dies::PRN,այս,ciò
882,dies::PRN,այս,questo
883,das::PRN,դա,ciò
884,das::PRN,դա,quello
885,das::PRN,այդ,ciò
886,das::PRN,այդ,quello
887,alles::PRN,ամեն ինչ,tutto
888,ich::PRN,ես,ìo
889,du::PRN,դու,tu
890,er::PRN,նա,lui
891,er::PRN,նա,egli
892,wir::PRN,մենք,noi
893,ihr::PRN,դուք,voi
894,sie::PRN,նրանք,loro
895,was::FPRN,ինչ,che
896,was::FPRN,ինչ,che cosa
897,wer::FPRN,ով,chi
898,wo::FADV,ուր,dove
899,wo::FADV,որտեղ,dove
900,wohin::FADV,դեպի ուր,dove
901,wie::FADV,ինչպես,come
902,warum::FADV,ինչու,perche
903,wieviel::FNUM,որչափ,quanto
904,eins::NUM,մեկ,uno
905,zwei::NUM,երկու,due
906,drei::NUM,երեք,tre
907,vier::NUM,չորս,quattro
908,fünf::NUM,հինգ,cinque
909,sechs::NUM,վեց,sei
910,sieben::NUM,յոթ,sette
911,acht::NUM,ութ,otto
912,neun::NUM,ինը,nove
913,zehn::NUM,տասը,dieci
914,elf::NUM,տասնմեկ,ùndici
915,zwölf::NUM,տասներկու,dodici
916,zwanzig::NUM,քսան,venti
917,dreißig::NUM,երեսուն,trenta
918,vierzig::NUM,քառասուն,quaranta
919,fünfzig::NUM,հիսուն,cinquanta
920,sechzig::NUM,վաթսուն,sessanta
921,siebzig::NUM,յոթանասուն,settanta
922,achtzig::NUM,ութսուն,ottanta
923,neunzig::NUM,իննսուն,novanta
924,hundert::NUM,հարյուր,cento
925,tausend::NUM,հազար,mille
926,und::CNJ,ու,e
927,oder::CNJ,կամ,o
928,stehen::V,կանգնել,stare in piedi
929,sitzen::V,նստել,sedere
930,sitzen::V,նստել,stare seduto
931,liegen::V,ստել,giacere
932,hängen::V,կախվել,pèndere
933,hängen::V,կախվել,èssere appeso
934,werden::V,դառնալ,farsi
935,werden::V,դառնալ,diventare
936,passieren::V,պատահել,succèdere
937,beginnen::V,սկսվել,cominciare
938,enden::V,վերջանալ,finire
939,enden::V,վերջանալ,terminare
940,wechseln::V,փոխվել,variare
941,wechseln::V,փոխվել,cambiare
942,aufgehen[Sonne]::V,բարձրանալ,sòrgere
943,aufgehen[Sonne]::V,բարձրանալ,spuntare
944,aufgehen[Sonne]::V,ելնել ,sòrgere
945,aufgehen[Sonne]::V,ելնել ,spuntare
946,untergehen[Sonne]::V,մտնել,tramontare
947,scheinen[Sonne]::V,շողալ,splèndere
948,scheinen[Sonne]::V,փայլել,splèndere
949,donnern::V,որոտալ,tonare
950,wehen::V,փչել,soffiare
951,strömen::V,հոսել,fluire
952,fließen::V,հոսել,fluire
953,fließen::V,հոսել,scorrere
954,sich drehen::V,պտտվել,girarsi
955,schwanken::V,տատանվել,oscillare
956,schwanken::V,տատանվել,barcollare
957,schwingen::V,ճոճվել,vibrare
958,schwingen::V,ճոճվել,oscillare
959,fallen::V,ընկնել,cadere
960,brennen::V,այրվել,àrdere
961,brennen::V,այրվել,bruciare
962,rauchen::V,ծխել,fumare
963,regnen::V,անձրեւ գալ,piòvere
964,gefrieren::V,սառչել,gelarsi
965,gefrieren::V,սառչել,congelarsi
966,tauen::V,լկիլ,sciògliersi
967,schmelzen::V,հալիլ,fòndere
968,schmelzen::V,հալիլ,sciògliersi
969,trocknen::V,չորանալ,asciugarsi
970,sieden::V,եռալ,bollire
971,faulen::V,փտել,marcire
972,verfaulen::V,նեխել,imputridire
973,reißen::V,պատռվել,strapparsi
974,reißen::V,ճղվել,strapparsi
975,versinken::V,սուզվել,affondare
976,vergehen::V,անցնել ,passare
977,erscheinen::V,հայտնվել,apparire
978,erscheinen::V,հայտնվել,comparire
979,erscheinen::V,երեւալ,apparire
980,erscheinen::V,երեւալ,comparire
981,verschwinden::V,անհետանալ,sparire
982,verschwinden::V,անհետանալ,scomparire
983,sinken::V,ընկնել,calare
984,sinken::V,ընկնել,scendere
985,abnehmen::V,փոքրանալ,diminuire
986,zunehmen::V,մեծանալ,aumentare
987,steigen::V,բարձրանալ,salire
988,steigen::V,բարձրանալ,montare
989,wachsen::V,աճել,crescere
990,glänzen::V,նշուլել,splèndere
991,glänzen::V,փայլիլ,splèndere
992,funkeln::V,փայլատակել,brillare
993,funkeln::V,փայլատակել,scintillare
994,lärmen::V,աղմուկ հանել,strepitare
995,lärmen::V,աղմուկ հանել,fare chiasso
996,läuten::V,զնգալ,suonare
997,klingeln::V,զնգալ,suonare
998,klirren::V,զնգզնգալ,tintinnare
999,brausen::V,մոլեգնել,rombare
1000,brausen::V,մոլեգնել,rumoreggiare
1001,rauschen::V,սոսափել,frusciare
1002,klingen::V,հնչել,suonare
1003,bellen::V,հաչել,latrare
1004,bellen::V,հաչել,abbaiare
1005,heulen::V,ոռնալ ,urlare
1006,heulen::V,ոռնալ ,ululare
1007,blasen::V,փչել ,soffiare
1008,pfeifen::V,սուլել,fischiare
1009,schreien::V,գոռալ ,gridare
1010,stöhnen::V,տնքալ,gèmere
1011,zittern::V,դողալ,tremare
1012,leben::V,ապրել,vìvere
1013,geboren werden::V,ծնվել,nàscere
1014,atmen::V,շնչել,respirare
1015,trinken::V,խմել,bere
1016,essen::V,ուտել,mangiare
1017,schlucken::V,կլանել,inghiottire
1018,schlucken::V,կուլ տալ,inghiottire
1019,müde werden::V,հոգնել,stancarsi
1020,einschlafen::V,քուն մտնել,addormentarsi
1021,schlafen::V,քնել,dormire
1022,aufwachen::V,արթննալ,svegliarsi
1023,aufstehen::V,ելլել,levarsi
1024,sich erholen::V,հանգստանալ,riposarsi
1025,krank werden::V,հիւանդանալ,ammalarsi
1026,krank sein::V,հիվանդ լինել,èssere malato
1027,schmerzen::V,ցավել,dolere
1028,husten::V,հազալ,tossire
1029,genesen::V,ապաքինվել,guarire
1030,sterben::V,մեռնել,morire
1031,sterben::V,վախճանվել,morire
1032,umkommen::V,կործանվել,perire
1033,sich bewegen::V,ընթանալ,agitarsi
1034,sich rühren::V,շարժվել,muòversi
1035,sich erheben::V,կանգնել,alzarsi
1036,sich erheben::V,վեր կենալ,alzarsi
1037,sich setzen::V,նստել,sedersi
1038,hinfallen::V,ընկնել,cadere
1039,laufen::V,քայլել,camminare
1040,laufen::V,քայլել,andare a piedi
1041,schreiten::V,ճեմել,andare
1042,schreiten::V,ճեմել,procedere
1043,spazierengehen::V,շրջագայել,passeggiare
1044,spazierengehen::V,շրջագայել,andare a passeggio
1045,eilen::V,շտապել,andare in fretta
1046,sich beeilen::V,շտապել ,affrettarsi
1047,sausen::V,սլանալ,volare
1048,sausen::V,սլանալ,correre
1049,rennen::V,վազել,correre
1050,springen::V,ցատկել,saltare
1051,klettern::V,մագլցել,arrampicarsi
1052,schaukeln::V,ճոճվել,fare l'altalena
1053,schaukeln::V,օրորվել,fare l'altalena
1054,kriechen::V,սողալ,strisciare
1055,schwimmen::V,լողալ,nuotare
1056,tauchen::V,սուզվել,tuffarsi
1057,tauchen::V,սուզվել,immèrgersi
1058,rudern::V,թիավարել,remare
1059,fahren::V,ընթանալ,andare
1060,fahren::V,ընթանալ,viaggiare
1061,fliegen::V,թռչել,volare
1062,gehen::V,գնալ,andare
1063,weggehen::V,հեռանալ,andàrsene
1064,weggehen::V,հեռանալ,andare via
1065,abfahren::V,ճանապարհվել,partire
1066,anhalten::V,կանգնել,fermarsi
1067,hineingehen::V,մտնել,entrare
1068,eintreten::V,մտնել,entrare
1069,kommen::V,գալ,venire
1070,ankommen::V,ժամանել,arrivare
1071,zurückkommen::V,վերադառնալ,ritornare
1072,bleiben::V,մնալ,restare
1073,bleiben::V,մնալ,rimanere
1074,warten::V,սպասել,aspettare
1075,erwarten::V,սպասել,attèndere
1076,suchen::V,որոնել,cercare
1077,finden::V,գտնել,trovare
1078,versuchen::V,փորձել,tentare
1079,vorbereiten::V,պատրաստել,preparare
1080,lieben::V,սիրել,amare
1081,mögen::V,հավանել,piacere a
1082,mögen::V,հավանել,volere bene a
1083,mögen::V,սիրել,piacere a
1084,mögen::V,սիրել,volere bene a
1085,lachen::V,ծիծաղել,rìdere
1086,rühren::V,հուզել,commuòvere
1087,weinen::V,լալ,piàngere
1088,schimpfen::V,տրտնջալ,imprecare
1089,schimpfen::V,քրթմնջել,imprecare
1090,sich ärgern::V,զայրանալ,stizzirsi
1091,sich ärgern::V,զայրանալ,arrabbiarsi
1092,sich fürchten::V,վախնալ,avere paura
1093,fürchten::V,վախենալ,temere
1094,fliehen::V,փախչել,fuggire
1095,flüchten::V,փախչել,sfuggire
1096,sehen::V,տեսնել,vedere
1097,anschauen::V,դիտել,guardare
1098,ansehen::V,նայել,guardare
1099,hören::V,լսել,udire
1100,hören::V,լսել,sentire
1101,zuhören::V,ունկնդրել,ascoltare
1102,probieren::V,համը տեսել,degustare
1103,probieren::V,համը տեսել,assaggiare
1104,riechen::V,հոտ առնել,sentire
1105,fühlen::V,զգալ,sentire
1106,scheinen::V,երեւալ,parere
1107,scheinen::V,երեւալ,sembrare
1108,zu sehen sein::V,երեւալ,vedersi
1109,vernehmen::V,իմանալ ,sentire
1110,vernehmen::V,իմանալ ,percepire
1111,frieren::V,մրսել,aver freddo
1112,tun::V,անել,fare
1113,können::V,կարողանալ,sapere
1114,wollen::V,ուզել,volere
1115,wollen::V,ցանկանալ,volere
1116,anfangen::V,սկսել,iniziare
1117,anfangen::V,սկսել,cominciare
1118,beenden::V,վերջացնել,finire
1119,beenden::V,վերջացնել,terminare
1120,aufhören::V,դադարել,finire
1121,aufhören::V,դադարել,cessare
1122,gelingen::V,հաջողվել,riuscire
1123,gelingen::V,գլուխ գալ,riuscire
1124,geraten::V,ստացվել,stare
1125,öffnen::V,բաց անել,aprire
1126,schließen::V,փակել ,chiùdere
1127,stellen::V,դնել,porre
1128,stellen::V,դնել,mettere
1129,setzen::V,նստեցնել,porre
1130,setzen::V,նստեցնել,mettere
1131,legen::V,դնել,posare
1132,legen::V,դնել,mettere
1133,berühren::V,դիպչել,toccare
1134,berühren::V,շոշափել,toccare
1135,verbinden::V,շաղկապել,unire
1136,verbinden::V,շաղկապել,congiùngere
1137,bedecken::V,ծածկել,coprire
1138,bedecken::V,ծածկել,ricoprire
1139,aufhängen::V,կախել,attaccare
1140,anzünden::V,վառել,accèndere
1141,anzünden::V,վառել,incendiare
1142,aufheben::V,վերցնել,raccògliere
1143,zurücklassen::V,թողնել,lasciare
1144,zurücklassen::V,թողնել,lasciare indietro
1145,verlieren::V,կորցնել,pèrdere
1146,fallen lassen::V,գցել,lasciare cadere
1147,machen::V,անել,fare
1148,herstellen::V,արտադրել,produrre
1149,herstellen::V,արտադրել,fabbricare
1150,bauen::V,կառուցել,costruire
1151,reparieren::V,նորոգել,riparare
1152,verbessern::V,բարելավել,migliorare
1153,ändern::V,փոխել,mutare
1154,ändern::V,փոխել,cambiare
1155,graben::V,փորել,scavare
1156,beugen::V,ծռել,chinare
1157,beugen::V,ծռել,flettere
1158,biegen::V,թեքել,tòrcere
1159,drehen::V,ոլորել,girare
1160,wenden::V,պտտել,girare
1161,wenden::V,պտտել,voltare
1162,umdrehen::V,շրջել,rivoltare
1163,heben::V,բարձրացնել,levare
1164,hochheben::V,բարձրացնել,levare
1165,hochheben::V,բարձրացնել,sollevare
1166,ergreifen::V,վարակվել,afferrare
1167,halten::V,բռնել,tenere
1168,drücken::V,ճնշել,premere
1169,schieben::V,հրել,spìngere
1170,kratzen::V,քերել,grattare
1171,kratzen::V,քերել,graffiare
1172,lecken::V,լիզել,leccare
1173,beißen::V,կծել,mòrdere
1174,abreißen::V,պոկել,staccarsi
1175,abreißen::V,պոկել,strapparsi
1176,abschneiden::V,կտրել ,tagliare
1177,binden::V,կապել,legare
1178,binden::V,կապել,bendare
1179,stecken::V,խրել,ficcare
1180,brechen::V,կոտրել ,rompere
1181,klopfen::V,թակել,bàttere
1182,hauen::V,ծեծել,picchiare
1183,kleben::V,կպցնել,incollare
1184,reiben::V,շփել,fregare
1185,streichen::V,վրան քսել,spalmare
1186,schleifen::V,սրել ,arrotare
1187,schneiden::V,կտրել,tagliare
1188,rütteln::V,ցնցել,scuòtere
1189,schütteln::V,թափահարել,agitare
1190,schütteln::V,թափահարել,scuòtere
1191,schwenken::V,ճոճել,agitare
1192,schwenken::V,ճոճել,sventolare
1193,schütten::V,լցնել,versare
1194,füllen::V,լիքը լցնել,riempire
1195,einwickeln::V,փաթաթել,involtare
1196,tragen::V,կրել,portare
1197,tragen::V,տանել,portare
1198,schleppen::V,քաշել,trainare
1199,schleppen::V,քաշել,trascinare
1200,ziehen::V,ձգել,tirare
1201,ziehen::V,քաշել,tirare
1202,aufbewahren::V,պահել ,custodire
1203,aufbewahren::V,պահել ,conservare
1204,werfen::V,նետել,gettare
1205,werfen::V,նետել,lanciare
1206,packen::V,հափշտակել,pigliare
1207,packen::V,հափշտակել,afferrare
1208,verstecken::V,ծածկել,nascondere
1209,teilen::V,բաժանել,divìdere
1210,schicken::V,ուղարկել,inviare
1211,bringen::V,բերել,portare
1212,bringen::V,բերել,apportare
1213,hinzufügen::V,ավելացնել,aggiùngere
1214,bekommen::V,հայթայթել,ricevere
1215,erhalten::V,ստանալ,ricevere
1216,nehmen::V,վերցնել,prèndere
1217,wählen::V,ընտրել,elèggere
1218,wählen::V,ընտրել,scegliere
1219,auswählen::V,գերադասել,scegliere
1220,bewahren::V,պահպանել,conservare
1221,behindern::V,խոչընդոտել,impedire
1222,verderben::V,փչացնել,guastare
1223,beschädigen::V,վնասել,danneggiare
1224,zerbrechen::V,ջարդել,rompere
1225,zerbrechen::V,ջարդել,spezzare
1226,zerbrechen::V,կոտրել,rompere
1227,zerbrechen::V,կոտրել,spezzare
1228,zerreißen::V,պատռել,stracciare
1229,zerstören::V,քանդել,distrùggere
1230,verbrennen::V,այրել,bruciare
1231,geben::V,տալ,dare
1232,reichen::V,հանձնել,pòrgere
1233,schenken::V,նվիրել,regalare
1234,versprechen::V,խոստանալ,promettere
1235,wünschen::V,մաղթել,augurare
1236,loben::V,գովել,lodare
1237,küssen::V,համբուրել,baciare
1238,wiegen::V,օրորել,cullare
1239,wiegen::V,օրորել,dondolare
1240,zudecken::V,վրան գցել,coprire
1241,wecken::V,զարթնեցնել,svegliare
1242,zeigen::V,ցույց տալ,indicare
1243,führen::V,ուղեկցել,guidare
1244,führen::V,ուղեկցել,condurre
1245,lehren::V,սովորեցնել,insegnare
1246,unterrichten::V,ավանդել,istruire
1247,unterrichten::V,ավանդել,insegnare
1248,aufziehen::V,դաստիարակել,allevare
1249,leiten::V,ղեկավարել,avviare
1250,leiten::V,ղեկավարել,dirìgere
1251,leiten::V,կառավարել,avviare
1252,leiten::V,կառավարել,dirìgere
1253,antreiben::V,շտապեցնել,incitare
1254,lassen::V,ստիպել,fare
1255,einladen::V,հրավիրել,invitare
1256,vereinigen::V,միացնել,unire
1257,besuchen::V,այցելել,visitare
1258,besuchen::V,այցելել,far vìsita a
1259,treffen::V,հանդիպել,incontrare
1260,sich versammeln::V,հավաքվել,rinunirsi
1261,spielen::V,խաղալ,giocare
1262,singen::V,երգել,cantare
1263,tanzen::V,պարել,danzare
1264,sich trennen::V,ցրվել,separarsi
1265,verlassen::V,լքել,lasciare
1266,verlassen::V,լքել,abbandonare
1267,retten::V,փրկել,salvare
1268,bewachen::V,պահել,custodire
1269,schützen::V,պաշտպանել,protèggere
1270,verteidigen::V,պաշտպանել,difèndere
1271,sich schlagen::V,կռվել,bàttersi
1272,schießen::V,կրակել,sparare
1273,siegen::V,հաղթել,vìncere
1274,ärgern::V,ձանձրացնել,stizzire
1275,schlagen::V,խփել,bàttere
1276,treten::V,քացի տալ,calciare
1277,stechen::V,խայթել,pùngere
1278,stoßen::V,մղել,urtare
1279,stoßen::V,մղել,spìngere
1280,stehlen::V,գողանալ,rubare
1281,stören::V,խանգարել,disturbare
1282,belästigen::V,անհանգստացնել,molestare
1283,belästigen::V,անհանգստացնել,importunare
1284,verbergen::V,թաքցնել,celare
1285,verbergen::V,թաքցնել,nascondere
1286,täuschen::V,խաբել,ingannare
1287,betrügen::V,խաբել,frodare
1288,betrügen::V,խաբել,truffare
1289,töten::V,սպանել ,uccìdere
1290,wohnen::V,բնակվել,abitare
1291,arbeiten::V,աշխատել,lavorare
1292,sammeln::V,հավաքել,raccògliere
1293,sammeln::V,հավաքել,collezionare
1294,pflücken::V,քաղել,cògliere
1295,jagen::V,որս անել,cacciare
1296,fischen::V,ձուկ բռնել,pescare
1297,fassen::V,բռնել,catturare
1298,fassen::V,բռնել,acchiappare
1299,hüten::V,արածեցնել,pascolare
1300,treiben::V,հովուել,spìngere
1301,anbinden::V,չուանել,legare
1302,anbinden::V,չուանել,attaccare
1303,füttern::V,կերակրել,dar da mangiare a
1304,melken::V,կթել,mùngere
1305,hacken::V,կոտորել,tritare
1306,hacken::V,կոտորել,spaccare
1307,gießen::V,ջրել,annaffiare
1308,reifen::V,հասունանալ ,maturare
1309,zubereiten::V,պատրաստել,preparare
1310,kochen::V,եփել,cuòcere
1311,backen::V,թխել,cuòcere
1312,backen::V,թխել,cuòcere al forno
1313,braten::V,տապակել,frìggere
1314,braten::V,տապակել,arrostire
1315,umrühren::V,խառնել,mescolare
1316,stricken::V,գործել,llavorare a maglia
1317,nähen::V,կարել,cucire
1318,färben::V,ներկել,tìngere
1319,reinigen::V,մաքրել,pulire
1320,reinigen::V,մաքրել,nettare
1321,waschen::V,լվանալ,lavare
1322,abwischen::V,սրբել,asciugare
1323,spülen::V,ողողել,lavare
1324,spülen::V,ողողել,sciacquare
1325,spülen::V,պարզաջրել,lavare
1326,spülen::V,պարզաջրել,sciacquare
1327,fegen::V,ավլել,spazzare
1328,kehren::V,ավլել,spazzare
1329,baden::V,լողանալ,bagnarsi
1330,baden::V,լողանալ,fare il bagno
1331,sich waschen::V,լվացվել,lavarsi
1332,ausziehen::V,հանել,tògliersi
1333,anziehen::V,հագնել,mettersi
1334,anziehen::V,հագնել,indossare
1335,sich anziehen::V,հագնվել,vestirsi
1336,kämmen::V,սանրել,pettinare
1337,schmücken::V,զարդարել,ornare
1338,schmücken::V,զարդարել,decorare
1339,sagen::V,ասել,dire
1340,sprechen::V,խոսել,parlare
1341,reden::V,զրուցել,parlare
1342,sich unterhalten::V,խոսակցել,conversare
1343,fragen::V,հարցնել,chièdere
1344,fragen::V,հարցնել,domandare
1345,bitten::V,խնդրել,pregare
1346,erzählen::V,պատմել,narrare
1347,erzählen::V,պատմել,raccontare
1348,mitteilen::V,հաղորդել,comunicare
1349,nennen::V,անվանել,nominare
1350,rufen::V,կանչել,chiamare
1351,prahlen::V,պարծենալ,vantarsi
1352,übersetzen::V,թարգմանել,tradurre
1353,denken::V,մտածել,pensare
1354,glauben::V,հավատալ,credere
1355,bemerken::V,նկատել,notare
1356,bemerken::V,նկատել,osservare
1357,erkennen::V,ճանաչել,riconoscere
1358,begreifen::V,հասկանալ,capire
1359,begreifen::V,հասկանալ,comprèndere
1360,verstehen::V,ըմբռնել,intèndere
1361,verstehen::V,ըմբռնել,comprèndere
1362,lernen::V,սովորել,imparare
1363,lernen::V,սովորել,apprèndere
1364,wissen::V,իմանալ,sapere
1365,sich erinnern an::V,հիշել,ricordare
1366,sich erinnern an::V,հիշել,ricordarsi di
1367,sich erinnern an::V,մտաբերել,ricordare
1368,sich erinnern an::V,մտաբերել,ricordarsi di
1369,vergessen::V,մոռանալ,dimenticare
1370,messen::V,չափել,misurare
1371,zählen::V,թվել,contare
1372,zählen::V,հաշվել,contare
1373,rechnen::V,հաշվել,contare
1374,rechnen::V,հաշվել,calcolare
1375,rechnen::V,հաշվարկել,contare
1376,rechnen::V,հաշվարկել,calcolare
1377,lesen::V,կարդալ,lèggere
1378,malen::V,նկարել,dipìngere
1379,zeichnen::V,գծել,disegnare
1380,schreiben::V,գրել,scrìvere
1381,besitzen::V,ունենալ,possedere
1382,besitzen::V,տեր լինել,possedere
1383,kaufen::V,գնել,comprare
1384,kaufen::V,գնել,acquistare
1385,verkaufen::V,վաճառել,vendere
1386,bezahlen::V,վճարել,pagare
1387,zahlen::V,վճարել,pagare
1388,beherrschen::V,ղեկավարել,dominare
1389,ertragen::V,դիմանալ,sopportare
1390,Horn::N,,corno
1391,fangen::V,,prèndere
1392,fangen::V,,acchiappare
