,Concept_ID,pt,tt
833,rückwärts::ADV,para trás,кире
834,zurück::ADV,atrás,кире
835,unten::ADV,debaixo,түбәндә
836,unten::ADV,em baixo,түбәндә
837,hinab::ADV,para baixo,аска
838,oben::ADV,em cima,өстә
839,oben::ADV,em cima,югарыда
840,hinauf::ADV,para cima,өскә
841,überall::ADV,em toda parte,hәркайда
842,nicht::ADV,não,түгел
843,ein wenig::ADV,um pouco,бераз
844,ein wenig::ADV,um bocado,бераз
845,kaum::ADV,apenas,көчкә
846,sehr::ADV,muito,бик
847,so::ADV,tão,алай
848,so::ADV,assim,алай
849,noch::ADV,ainda,янә
850,noch::ADV,ainda,тагын
851,nur::ADV,só,фәкать
852,nur::ADV,apenas,фәкать
853,nur::ADV,somente,фәкать
854,schon::ADV,já,инде
855,wieder::ADV,outra vez,янә
856,wieder::ADV,outra vez,тагын
857,vergebens::ADV,em vão,юкка
858,vor::PRP,diante de,алдыннан
859,hinter::PRP,atrás de,арттан
860,unter::PRP,sob,астында
861,unter::PRP,debaixo de,астында
862,durch::PRP,por,аша
863,durch::PRP,através de,аша
864,neben::PRP,junto de,тирәсендә
865,neben::PRP,ao lado de,тирәсендә
866,zwischen::PRP,entre,арасында
867,wegen::PRP,por,сәбәпле
868,wegen::PRP,por causa de,сәбәпле
869,dies::PRN,isto,бу
870,das::PRN,isso,ул
871,das::PRN,aquilo,ул
872,alles::PRN,todo,һәммә
873,ich::PRN,eu,мин
874,du::PRN,tu,син
875,er::PRN,ele,ул
876,wir::PRN,nós,без
877,ihr::PRN,vós,сез
878,ihr::PRN,vocês,сез
879,sie::PRN,eles,ул
880,was::FPRN,quê,ни
881,was::FPRN,quê,нәрсә
882,wer::FPRN,quem,кем
883,wo::FADV,onde,кайда
884,wohin::FADV,aonde,кая
885,wohin::FADV,para onde,кая
886,wie::FADV,como,ничек
887,warum::FADV,porquê,нигә
888,warum::FADV,por que,нигә
889,wieviel::FNUM,quanto,ничә
890,eins::NUM,um,бер
891,zwei::NUM,dois,ике
892,drei::NUM,três,өч
893,vier::NUM,quatro,дүрт
894,fünf::NUM,cinco,биш
895,sechs::NUM,seis,алты
896,sieben::NUM,sete,җиде
897,acht::NUM,oito,сигез
898,neun::NUM,nove,тугыз
899,zehn::NUM,dez,ун
900,elf::NUM,onze,унбер
901,zwölf::NUM,doze,унике
902,zwanzig::NUM,vinte,егерме
903,dreißig::NUM,trinta,утыз
904,vierzig::NUM,quarenta,кырык
905,fünfzig::NUM,cinquenta,илле
906,sechzig::NUM,sessenta,алтмыш
907,siebzig::NUM,setenta,җитмеш
908,achtzig::NUM,oitenta,сиксән
909,neunzig::NUM,noventa,туксан
910,hundert::NUM,cem,йөз
911,hundert::NUM,cento,йөз
912,tausend::NUM,mil,мең
913,und::CNJ,e,вә
914,oder::CNJ,ou,яки
915,oder::CNJ,ou,яисә
916,stehen::V,estar em pé,тору
917,sitzen::V,estar sentado,утыру
918,liegen::V,jazer,яту
919,liegen::V,estar deitado,яту
920,hängen::V,pender,эленү
921,hängen::V,estar pendurado,эленү
922,werden::V,tornar-se,булу
923,passieren::V,acontecer,булу
924,beginnen::V,começar,башлану
925,enden::V,acabar,бетү
926,enden::V,terminar,бетү
927,wechseln::V,variar,үзгәртү
928,wechseln::V,alternar,үзгәртү
929,aufgehen[Sonne]::V,nascer,чыгу
930,untergehen[Sonne]::V,pôr-se,бату
931,scheinen[Sonne]::V,brilhar,яктырту
932,donnern::V,trovejar,күкрәү
933,wehen::V,soprar,исү
934,strömen::V,correr,агу
935,fließen::V,fluir,агу
936,sich drehen::V,girar,бөтерелү
937,schwanken::V,oscilar,икеләнү
938,schwingen::V,vibrar,тирбәлү
939,fallen::V,cair,егылу
940,brennen::V,arder,яну
941,rauchen::V,fumegar,төтәү
942,rauchen::V,fumegar,төтенләү
943,regnen::V,chover,яву
944,gefrieren::V,gelar,кату
945,gefrieren::V,congelar,кату
946,tauen::V,derreter,эрү
947,tauen::V,derreter,эретү
948,tauen::V,descongelar,эрү
949,tauen::V,descongelar,эретү
950,schmelzen::V,fundir-se,эрү
951,schmelzen::V,fundir-se,эретү
952,trocknen::V,secar,кибү
953,sieden::V,ferver,ургылу
954,faulen::V,estragar-se,черү
955,verfaulen::V,apodrecer,черү
956,reißen::V,romper-se,өзелү
957,versinken::V,afundar-se,бату
958,vergehen::V,passar,авышу
959,erscheinen::V,aparecer,пәйда булу
960,verschwinden::V,desaparecer,югалу
961,verschwinden::V,desaparecer,юк булу
962,sinken::V,descer,кимү
963,sinken::V,descer,кайту
964,abnehmen::V,diminuir,азаю
965,abnehmen::V,decrescer,азаю
966,zunehmen::V,crescer,арту
967,zunehmen::V,crescer,күбәю
968,zunehmen::V,crescer,ишәю
969,zunehmen::V,aumentar,арту
970,zunehmen::V,aumentar,күбәю
971,zunehmen::V,aumentar,ишәю
972,steigen::V,subir,үсү
973,wachsen::V,crescer,үсү
974,glänzen::V,brilhar,ялкылдау
975,funkeln::V,cintilar,ялтырау
976,lärmen::V,fazer barulho,шаулау
977,läuten::V,chocalhar,шалтырату
978,klingeln::V,tocar,шалтырату
979,klirren::V,tinir,чылтырау
980,brausen::V,bramar,давыллау
981,brausen::V,bramar,дулау
982,rauschen::V,murmurar,кыштырдау
983,rauschen::V,rumorejar,кыштырдау
984,klingen::V,soar,ишетелү
985,bellen::V,ladrar,өрү
986,heulen::V,uivar,улау
987,blasen::V,soprar,өрү
988,pfeifen::V,assobiar,сызгырту
989,schreien::V,gritar,кычкыру
990,stöhnen::V,gemer,ыңгырашу
991,zittern::V,tremer,калтырау
992,zittern::V,tremer,калтырану
993,leben::V,viver,яшәү
994,leben::V,viver,гомер итү
995,geboren werden::V,nascer,туу
996,atmen::V,respirar,сулау
997,trinken::V,beber,эчү
998,essen::V,comer,ашау
999,schlucken::V,engolir,йоту
1000,müde werden::V,cansar-se,ялыгу
1001,müde werden::V,cansar-se,йөгенү
1002,einschlafen::V,adormecer,йокыга китү
1003,schlafen::V,dormir,йоклау
1004,aufwachen::V,acordar,уяну
1005,aufstehen::V,levantar-se,тору
1006,sich erholen::V,descansar,ял алу
1007,sich erholen::V,descansar,истирахәт итү
1008,krank werden::V,adoecer,чирләү
1009,krank werden::V,ficar doente,чирләү
1010,krank sein::V,estar doente,чирләү
1011,schmerzen::V,doer,авырту
1012,husten::V,tossir,ютәлләү
1013,genesen::V,convalescer,савыгу
1014,genesen::V,convalescer,сәламәтләнү
1015,sterben::V,morrer,үлү
1016,sterben::V,morrer,дөнья кую
1017,sterben::V,morrer,вафат булу
1018,umkommen::V,perecer,үлү
1019,sich bewegen::V,mover-se,йөрү
1020,sich rühren::V,mexer-se,кыймылдау
1021,sich erheben::V,levantar-se,басу
1022,sich setzen::V,sentar-se,утыру
1023,hinfallen::V,cair,егылу
1024,laufen::V,andar,җәяүләү
1025,laufen::V,caminhar,җәяүләү
1026,schreiten::V,andar,атлау
1027,schreiten::V,caminhar,атлау
1028,spazierengehen::V,passear,йөрү
1029,spazierengehen::V,passear,йөргенү
1030,eilen::V,apressar-se,ашыгу
1031,sich beeilen::V,apressar-se,ашыгу
1032,sich beeilen::V,apressar-se,кызулау
1033,sich beeilen::V,despachar-se,ашыгу
1034,sich beeilen::V,despachar-se,кызулау
1035,sausen::V,correr,җилдерү
1036,rennen::V,correr,йөгерү
1037,springen::V,saltar,сикерү
1038,klettern::V,trepar,үрмәләү
1039,schaukeln::V,baloiçar,атыну
1040,kriechen::V,rastejar,шуышу
1041,kriechen::V,rastejar,үрмәләү
1042,kriechen::V,arrastar-se,шуышу
1043,kriechen::V,arrastar-se,үрмәләү
1044,schwimmen::V,nadar,йөзү
1045,tauchen::V,mergulhar,чуму
1046,rudern::V,remar,ишү
1047,fahren::V,ir,бару
1048,fliegen::V,voar,очу
1049,gehen::V,ir,йөрү
1050,gehen::V,andar,йөрү
1051,weggehen::V,partir,китү
1052,weggehen::V,ir-se embora,китү
1053,abfahren::V,sair,кузгалу
1054,abfahren::V,partir,кузгалу
1055,anhalten::V,parar,тукталу
1056,hineingehen::V,entrar,инү
1057,eintreten::V,entrar,инү
1058,kommen::V,vir,килү
1059,ankommen::V,chegar,бару
1060,zurückkommen::V,voltar,кире кайту
1061,zurückkommen::V,regressar,кире кайту
1062,bleiben::V,ficar,калу
1063,bleiben::V,permanecer,калу
1064,warten::V,esperar,көтү
1065,erwarten::V,esperar,көтү
1066,erwarten::V,aguardar,көтү
1067,suchen::V,buscar,эзләү
1068,suchen::V,procurar,эзләү
1069,finden::V,achar,табу
1070,finden::V,encontrar,табу
1071,versuchen::V,tentar,маташу
1072,vorbereiten::V,preparar,хәзерләү
1073,lieben::V,amar,сөю
1074,lieben::V,amar,ярату
1075,lieben::V,querer,сөю
1076,lieben::V,querer,ярату
1077,mögen::V,gostar de,өнәү
1078,lachen::V,rir,көлү
1079,lachen::V,rir-se,көлү
1080,rühren::V,comover,дулкынландыру
1081,weinen::V,chorar,елау
1082,schimpfen::V,ralhar,сүгү
1083,schimpfen::V,ralhar,сүгенү
1084,sich ärgern::V,zangar-se,ачулану
1085,sich fürchten::V,ter medo de,курку
1086,sich fürchten::V,ter receio de,курку
1087,fürchten::V,temer,калтырау
1088,fürchten::V,temer,калтырану
1089,fürchten::V,recear,калтырау
1090,fürchten::V,recear,калтырану
1091,fliehen::V,fugir,арка бирү
1092,flüchten::V,refugiar-se,качу
1093,sehen::V,ver,күрү
1094,anschauen::V,olhar,карау
1095,ansehen::V,mirar,карау
1096,ansehen::V,mirar,күзәтү
1097,hören::V,ouvir,ишетү
1098,zuhören::V,escutar,тыңлау
1099,probieren::V,provar,тату
1100,probieren::V,saborear,тату
1101,riechen::V,cheirar,иснәү
1102,fühlen::V,sentir,тою
1103,fühlen::V,sentir,сизү
1104,scheinen::V,parecer,күренү
1105,zu sehen sein::V,estar à vista,күренү
1106,vernehmen::V,ouvir,ишетү
1107,frieren::V,ter frio,өшү
1108,frieren::V,ter frio,күшегү
1109,tun::V,fazer,итү
1110,können::V,saber,алу
1111,wollen::V,querer,теләү
1112,anfangen::V,iniciar,керешү
1113,beenden::V,acabar,бетерү
1114,beenden::V,acabar,тәмамлау
1115,beenden::V,terminar,бетерү
1116,beenden::V,terminar,тәмамлау
1117,aufhören::V,cessar,бетү
1118,aufhören::V,desistir,бетү
1119,gelingen::V,sair bem,уңу
1120,gelingen::V,dar bom resultado,уңу
1121,geraten::V,sair,сабышу
1122,geraten::V,dar resultado,сабышу
1123,öffnen::V,abrir,ачу
1124,schließen::V,fechar,ябу
1125,stellen::V,pôr,кую
1126,stellen::V,colocar,кую
1127,setzen::V,pôr,утырту
1128,setzen::V,meter,утырту
1129,legen::V,pôr,яткыру
1130,legen::V,meter,яткыру
1131,berühren::V,tocar,тию
1132,verbinden::V,unir,ялгау
1133,verbinden::V,ligar,ялгау
1134,bedecken::V,cobrir,өрту
1135,bedecken::V,cobrir,каплау
1136,bedecken::V,cobrir,томалау
1137,aufhängen::V,pendurar,асу
1138,anzünden::V,acender,кабызу
1139,aufheben::V,apanhar,күтәрү
1140,aufheben::V,levantar,күтәрү
1141,zurücklassen::V,deixar,калдыру
1142,verlieren::V,perder,югалту
1143,fallen lassen::V,deixar cair,төшерү
1144,machen::V,fazer,ясау
1145,machen::V,fazer,эшләү
1146,herstellen::V,produzir,ясау
1147,bauen::V,edificar,кору
1148,bauen::V,construir,кору
1149,reparieren::V,reparar,төзәтү
1150,reparieren::V,consertar,төзәтү
1151,verbessern::V,melhorar,яхшырту
1152,ändern::V,mudar,үзгәртү
1153,ändern::V,alterar,үзгәртү
1154,graben::V,cavar,казу
1155,beugen::V,curvar,ию
1156,biegen::V,vergar,бөгү
1157,drehen::V,girar,бору
1158,drehen::V,girar,бөтерү
1159,wenden::V,virar,бору
1160,wenden::V,voltar,бору
1161,umdrehen::V,virar,түнтәрү
1162,umdrehen::V,revolver,түнтәрү
1163,heben::V,levantar,күтәрү
1164,hochheben::V,erguer,күтәрү
1165,hochheben::V,levantar,күтәрү
1166,ergreifen::V,apanhar,эләктерү
1167,halten::V,segurar,тоту
1168,drücken::V,apertar,кысу
1169,schieben::V,empurrar,кузгату
1170,kratzen::V,raspar,тырнау
1171,lecken::V,lamber,ялау
1172,beißen::V,morder,тешләү
1173,abreißen::V,arrancar,өзү
1174,abschneiden::V,talhar,кыю
1175,abschneiden::V,talhar,кисү
1176,binden::V,ligar,бәйләү
1177,stecken::V,meter,төртү
1178,stecken::V,meter,тыгу
1179,stecken::V,enfiar,төртү
1180,stecken::V,enfiar,тыгу
1181,brechen::V,romper,сындыру
1182,brechen::V,quebrar,сындыру
1183,klopfen::V,bater,шаку
1184,klopfen::V,bater,шакылдау
1185,hauen::V,bater,кыйнау
1186,kleben::V,colar,ябыштыру
1187,reiben::V,esfregar,ышку
1188,streichen::V,barrar,ягу
1189,schleifen::V,afiar,кайрау
1190,schneiden::V,cortar,кисү
1191,rütteln::V,sacudir,селкетү
1192,schütteln::V,abanar,селкетү
1193,schütteln::V,sacudir,селкетү
1194,schwenken::V,agitar,болгау
1195,schütten::V,deitar,кою
1196,füllen::V,encher,тутыру
1197,einwickeln::V,envolver,төрү
1198,einwickeln::V,embrulhar,төрү
1199,tragen::V,levar,ташу
1200,tragen::V,trazer,ташу
1201,schleppen::V,arrastar,сөйрәү
1202,schleppen::V,arrastar,өстерәү
1203,ziehen::V,puxar,тарту
1204,aufbewahren::V,guardar,саклау
1205,aufbewahren::V,conservar,саклау
1206,werfen::V,lançar,ыргыту
1207,fangen::V,apanhar,тоту
1208,packen::V,agarrar,эләктерү
1209,verstecken::V,esconder,яшерү
1210,teilen::V,partir,бүлү
1211,teilen::V,dividir,бүлү
1212,schicken::V,enviar,җибәрү
1213,bringen::V,trazer,китерү
1214,hinzufügen::V,acrescentar,өстәү
1215,bekommen::V,obter,алу
1216,erhalten::V,receber,алу
1217,nehmen::V,tomar,алу
1218,wählen::V,eleger,сайлау
1219,wählen::V,escolher,сайлау
1220,auswählen::V,escolher,сайлау
1221,auswählen::V,seleccionar,сайлау
1222,bewahren::V,guardar,саклау
1223,bewahren::V,conservar,саклау
1224,behindern::V,impedir,комачаулау
1225,verderben::V,estragar,бозу
1226,verderben::V,corromper,бозу
1227,beschädigen::V,danificar,бозу
1228,zerbrechen::V,romper,вату
1229,zerbrechen::V,quebrar,вату
1230,zerreißen::V,rasgar,өзү
1231,zerreißen::V,rasgar,ерту
1232,zerstören::V,destruir,җимерү
1233,verbrennen::V,queimar,яндыру
1234,verbrennen::V,queimar,көйдерү
1235,geben::V,dar,бирү
1236,reichen::V,passar,тапшыру
1237,schenken::V,oferecer,бүләкләү
1238,versprechen::V,prometer,вәгъдә бирү
1239,wünschen::V,desejar,котлау
1240,loben::V,louvar,мактау
1241,küssen::V,beijar,үбү
1242,wiegen::V,embalar,тирбәтү
1243,zudecken::V,tapar,ябу
1244,zudecken::V,tapar,бөркәү
1245,zudecken::V,cobrir,ябу
1246,zudecken::V,cobrir,бөркәү
1247,wecken::V,acordar,уяту
1248,wecken::V,despertar,уяту
1249,zeigen::V,mostrar,күрсәтү
1250,führen::V,guiar,йөртү
1251,führen::V,conduzir,йөртү
1252,lehren::V,ensinar,өйрәтү
1253,unterrichten::V,instruir,укыту
1254,aufziehen::V,criar,асрау
1255,leiten::V,dirigir,җитәкләү
1256,leiten::V,conduzir,җитәкләү
1257,antreiben::V,impelir,куалау
1258,antreiben::V,impelir,әйдәләү
1259,antreiben::V,impelir,ашыктыру
1260,lassen::V,fazer,мәҗбүр итү
1261,einladen::V,convidar,чакыру
1262,vereinigen::V,unir,берләштерү
1263,vereinigen::V,reunir,берләштерү
1264,besuchen::V,ir ver,керешү
1265,besuchen::V,visitar,керешү
1266,treffen::V,encontrar,очрату
1267,sich versammeln::V,reunir-se,җыелышу
1268,spielen::V,jogar,уйнау
1269,spielen::V,brincar,уйнау
1270,singen::V,cantar,җырлау
1271,tanzen::V,bailar,бию
1272,sich trennen::V,apartar-se,аерылу
1273,sich trennen::V,apartar-se,ташлашу
1274,verlassen::V,deixar,ташлау
1275,verlassen::V,deixar,калдыру
1276,verlassen::V,abandonar,ташлау
1277,verlassen::V,abandonar,калдыру
1278,retten::V,salvar,коткару
1279,bewachen::V,vigiar,каравыллау
1280,bewachen::V,guardar,каравыллау
1281,schützen::V,proteger,ышыклау
1282,verteidigen::V,defender,яклау
1283,verteidigen::V,defender,саклау
1284,sich schlagen::V,brigar,сугышу
1285,sich schlagen::V,bater-se,сугышу
1286,schießen::V,disparar,ату
1287,siegen::V,vencer,җиңү
1288,ärgern::V,irritar,ачуландыру
1289,ärgern::V,aborrecer,ачуландыру
1290,schlagen::V,bater,ору
1291,schlagen::V,bater,бәрү
1292,schlagen::V,bater,тукмау
1293,treten::V,pisar,тибү
1294,stechen::V,picar,кадау
1295,stoßen::V,empurrar,этү
1296,stehlen::V,furtar,урлау
1297,stören::V,perturbar,комачаулау
1298,belästigen::V,incomodar,борчу
1299,belästigen::V,incomodar,билмазалау
1300,belästigen::V,importunar,борчу
1301,belästigen::V,importunar,билмазалау
1302,verbergen::V,ocultar,яшерү
1303,verbergen::V,esconder,яшерү
1304,täuschen::V,iludir,алдату
1305,täuschen::V,enganar,алдату
1306,betrügen::V,burlar,хәрәмләшү
1307,betrügen::V,enganar,хәрәмләшү
1308,töten::V,matar,үтерү
1309,wohnen::V,morar,яшәү
1310,arbeiten::V,trabalhar,эшләү
1311,sammeln::V,recolher,туплау
1312,sammeln::V,coleccionar,туплау
1313,pflücken::V,colher,өзү
1314,jagen::V,caçar,аулау
1315,fischen::V,pescar,балык тоту
1316,fassen::V,apanhar,тоту
1317,hüten::V,guardar,көтү
1318,treiben::V,conduzir,куалау
1319,anbinden::V,atar,бәйләү
1320,füttern::V,dar de comer a,туйдыру
1321,melken::V,ordenhar,саву
1322,hacken::V,rachar,чабу
1323,gießen::V,regar,сугару
1324,reifen::V,amadurecer,җитешү
1325,zubereiten::V,preparar,пешеренү
1326,kochen::V,cozer,пешерү
1327,kochen::V,cozer,кайнату
1328,backen::V,cozer,пешерү
1329,braten::V,assar,куыру
1330,braten::V,assar,кыздыру
1331,braten::V,fritar,куыру
1332,braten::V,fritar,кыздыру
1333,umrühren::V,remexer,бутау
1334,umrühren::V,remexer,болгату
1335,stricken::V,tricotar,бәйләү
1336,stricken::V,fazer malha,бәйләү
1337,nähen::V,coser,тегү
1338,nähen::V,costurar,тегү
1339,färben::V,tingir,ману
1340,färben::V,colorir,ману
1341,reinigen::V,limpar,чистарту
1342,reinigen::V,purificar,чистарту
1343,waschen::V,lavar,юу
1344,abwischen::V,limpar,сөртү
1345,abwischen::V,esfregar,сөртү
1346,spülen::V,lavar,чайкау
1347,spülen::V,enxaguar,чайкау
1348,fegen::V,varrer,себерү
1349,kehren::V,varrer,себерү
1350,baden::V,banhar,коену
1351,baden::V,tomar banho,коену
1352,sich waschen::V,lavar-se,юыну
1353,ausziehen::V,despir,чишенү
1354,anziehen::V,vestir,кию
1355,sich anziehen::V,vestir-se,киенү
1356,kämmen::V,pentear,тарау
1357,schmücken::V,adornar,бизәү
1358,schmücken::V,adornar,бизәкләү
1359,sagen::V,dizer,дию
1360,sagen::V,dizer,әйтү
1361,sprechen::V,falar,сөйләү
1362,sprechen::V,falar,сөйләшү
1363,reden::V,falar,сөйләү
1364,sich unterhalten::V,conversar,сөйләшү
1365,fragen::V,perguntar,сорау
1366,fragen::V,perguntar,сорашу
1367,bitten::V,pedir,үтенү
1368,erzählen::V,contar,сөйләү
1369,mitteilen::V,comunicar,белдерү
1370,mitteilen::V,participar,белдерү
1371,nennen::V,nomear,дию
1372,nennen::V,apelidar,дию
1373,rufen::V,chamar,дәшү
1374,prahlen::V,gabar-se,мактану
1375,prahlen::V,gabar-se,шапырыну
1376,prahlen::V,vangloriar-se,мактану
1377,prahlen::V,vangloriar-se,шапырыну
1378,übersetzen::V,traduzir,күчерү
1379,denken::V,pensar,уйлау
1380,glauben::V,crer,инану
1381,bemerken::V,notar,искәрү
1382,bemerken::V,observar,искәрү
1383,erkennen::V,reconhecer,тану
1384,begreifen::V,apreender,аңлау
1385,begreifen::V,apreender,төшенү
1386,begreifen::V,compreender,аңлау
1387,begreifen::V,compreender,төшенү
1388,verstehen::V,entender,аңлау
1389,verstehen::V,entender,төшенү
1390,verstehen::V,compreender,аңлау
1391,verstehen::V,compreender,төшенү
1392,lernen::V,aprender,уку
1393,lernen::V,aprender,өйрәнү
1394,wissen::V,saber,белү
1395,sich erinnern an::V,lembrar-se de,хәтерләү
1396,sich erinnern an::V,recordar-se de,хәтерләү
1397,vergessen::V,esquecer,оныту
1398,messen::V,medir,үлчәү
1399,zählen::V,contar,санау
1400,rechnen::V,calcular,исәпләү
1401,lesen::V,ler,уку
1402,malen::V,pintar,рәсем ясау
1403,malen::V,pintar,сурәт ясау
1404,malen::V,pintar,сурәтләү
1405,zeichnen::V,desenhar,язу-сызу
1406,zeichnen::V,desenhar,сурәт ясау
1407,schreiben::V,escrever,язу
1408,besitzen::V,possuir,биләү
1409,kaufen::V,comprar,алу
1410,verkaufen::V,vender,сату
1411,bezahlen::V,pagar,түләү
1412,zahlen::V,pagar,түләү
1413,beherrschen::V,imperar,ия булу
1414,ertragen::V,suportar,чыдау
