,Concept_ID,la,az
816,achtzig::NUM,octoginta,səksən
817,neunzig::NUM,nonaginta,doxsan
818,hundert::NUM,centum,yüz
819,tausend::NUM,mille,min
820,und::CNJ,et,və
821,und::CNJ,-que,və
822,oder::CNJ,vel,ya
823,stehen::V,stare,durmaq
824,sitzen::V,sedere,oturmaq
825,liegen::V,iacere,uzanmaq
826,hängen::V,pendere,asılmaq
827,werden::V,fieri,olmaq
828,passieren::V,accidere,olmaq
829,passieren::V,accidere,baş vermək
830,beginnen::V,incipere,başlamaq
831,enden::V,finem habere,bitmək
832,wechseln::V,mutari,dəyişmək
833,aufgehen[Sonne]::V,oriri,doğmaq
834,untergehen[Sonne]::V,occidere,batmaq
835,scheinen[Sonne]::V,lucere,parlamaq
836,donnern::V,tonare,guruldamaq
837,wehen::V,flare,əsmək
838,strömen::V,fluere,axmaq
839,fließen::V,manare,axmaq
840,sich drehen::V,torqueri,dönmək
841,schwanken::V,vacillare,yellənmək
842,schwingen::V,vibrare,yellənmək
843,fallen::V,cadere,düşmek
844,brennen::V,ardere,yanmaq
845,rauchen::V,fumare,tüstüləmək
846,regnen::V,pluere,yağmaq
847,gefrieren::V,congelari,donmaq
848,tauen::V,rorare,ərimək
849,schmelzen::V,liquescere,ərimək
850,trocknen::V,arescere,qurumaq
851,sieden::V,fervere,qaynamaq
852,faulen::V,putescere,çürümək
853,verfaulen::V,putescere,çürümək
854,reißen::V,scindi,yırtılmaq
855,versinken::V,mergi,batmaq
856,vergehen::V,praeterire,ötmək
857,erscheinen::V,apparere,görünmək
858,verschwinden::V,discedere,yox olmaq
859,sinken::V,labi,enmək
860,abnehmen::V,deminui,azalmaq
861,zunehmen::V,augeri,artmaq
862,steigen::V,augescere,yüksəlmək
863,wachsen::V,crescere,böyümək
864,glänzen::V,splendere,parlamaq
865,funkeln::V,micare,parıldamaq
866,lärmen::V,strepere,səs-küy etmək
867,läuten::V,sonare,çalmaq
868,klingeln::V,tinnire,zəng etmək
869,klirren::V,crepare,cingildəmək
870,brausen::V,saevire,gurlamaq
871,rauschen::V,crepare,xışıldamaq
872,klingen::V,sonare,səslənmək
873,bellen::V,latrare,hürmək
874,heulen::V,ululare,ulamaq
875,blasen::V,flare,üfləmək
876,pfeifen::V,sibilare,fit vermek
877,schreien::V,clamare,bağırmaq
878,schreien::V,clamare,qışqırmaq
879,stöhnen::V,gemere,inləmək
880,zittern::V,tremere,titrəmək
881,zittern::V,trepidare,titrəmək
882,leben::V,vivere,yaşamaq
883,geboren werden::V,nasci,doğmaq
884,atmen::V,spirare,nəfəs almaq
885,trinken::V,bibere,içmek
886,essen::V,edere,yemək
887,schlucken::V,devorare,udmaq
888,müde werden::V,fatigari,yorulmaq
889,einschlafen::V,obdormiscere,yuxuya getmək
890,schlafen::V,dormire,uyumaq
891,aufwachen::V,expergisci,oyanmaq
892,aufstehen::V,exsurgere,yuxudan durmaq
893,sich erholen::V,se reficere,dincəlmək
894,krank werden::V,aegrescere,xəstə olmaq
895,krank sein::V,aegrotare,azarlanmaq
896,krank sein::V,aegrotare,xəstələnmək
897,schmerzen::V,dolere,ağrimaq
898,husten::V,tussire,öksürmək
899,genesen::V,convalescere,sağalmaq
900,sterben::V,mori,ölmək
901,sterben::V,mori,vəfat etmək
902,umkommen::V,perire,həlak olmaq
903,sich bewegen::V,se movere,hərəkət etmək
904,sich rühren::V,micare,tərpənmək
905,sich erheben::V,surgere,qalxmaq
906,sich setzen::V,considere,oturmaq
907,hinfallen::V,cadere,yıxılmaq
908,laufen::V,vadere,yerimək
909,schreiten::V,gradi,addım atmaq
910,spazierengehen::V,ambulare,gəzmək
911,eilen::V,properare,atılmaq
912,sich beeilen::V,festinare,tələsmək
913,sausen::V,currere,çırpmaq
914,rennen::V,currere,qaçmaq
915,springen::V,salire,sıçramaq
916,klettern::V,niti,dırmanmaq
917,schaukeln::V,oscillare,sallanmaq
918,kriechen::V,repere,sürünmək
919,kriechen::V,serpere,sürünmək
920,schwimmen::V,nare,üzmek
921,schwimmen::V,natare,üzmek
922,tauchen::V,mergere,dalmaq
923,rudern::V,remigare,avarlamaq
924,fahren::V,vehi,sürmək
925,fliegen::V,volare,uçmaq
926,gehen::V,ire,getmək
927,gehen::V,vadere,getmək
928,weggehen::V,abire,getmək
929,weggehen::V,discedere,getmək
930,abfahren::V,proficisci,yola düşmək
931,anhalten::V,consistere,saxlamaq
932,hineingehen::V,inire,girmək
933,hineingehen::V,ingredi,girmək
934,eintreten::V,intrare,girmək
935,eintreten::V,intrare,daxil olmaq
936,kommen::V,venire,gəlmək
937,ankommen::V,advenire,gəlib çatmaq
938,zurückkommen::V,revenire,qayıtmaq
939,bleiben::V,manere,qalmaq
940,warten::V,opperiri,gözləmək
941,erwarten::V,opperiri,bəkləmək
942,erwarten::V,expectare,bəkləmək
943,suchen::V,quaerere,aramaq
944,suchen::V,quaerere,axtarmaq
945,finden::V,reperire,tapmaq
946,versuchen::V,conari,çalışmaq
947,versuchen::V,temptare,çalışmaq
948,vorbereiten::V,parare,hazırlamaq
949,lieben::V,amare,sevmək
950,mögen::V,amare,xoşlamaq
951,lachen::V,ridere,gülmək
952,rühren::V,commovere,həyəcanlandırmaq
953,weinen::V,flere,ağlamaq
954,schimpfen::V,increpare,küfr etmək
955,sich ärgern::V,indignari,acıqlanmaq
956,sich fürchten::V,vereri,qorxmaq
957,fürchten::V,timere,qorxmaq
958,fliehen::V,fugere,qaçmaq
959,flüchten::V,effugere,qaçmaq
960,sehen::V,videre,görmək
961,anschauen::V,aspectare,baxmaq
962,ansehen::V,spectare,baxmaq
963,hören::V,audire,duymaq
964,hören::V,audire,eşitmək
965,zuhören::V,auscultare,dinləmək
966,probieren::V,gustare,dadına baxmaq
967,riechen::V,olfacere,qoxlamaq
968,fühlen::V,sentire,duymaq
969,scheinen::V,videri,görünmək
970,zu sehen sein::V,conspici,görünmək
971,vernehmen::V,comperire,eşitmək
972,frieren::V,algere,üşümək
973,tun::V,facere,etmək
974,können::V,posse,bilmək
975,können::V,posse,bacarmaq
976,wollen::V,velle,istəmək
977,anfangen::V,incipere,başlamaq
978,beenden::V,finire,bitirmək
979,aufhören::V,desistere,bitmək
980,aufhören::V,desistere,qurtarmaq
981,gelingen::V,contingere,müvəffəq olmaq
982,geraten::V,evenire,düşmək
983,öffnen::V,aperire,açmaq
984,schließen::V,claudere,qapamaq
985,stellen::V,sistere,qoymaq
986,setzen::V,ponere,oturtmaq
987,legen::V,ponere,qoymaq
988,berühren::V,tangere,toxunmaq
989,verbinden::V,iungere,bağlamaq
990,bedecken::V,tegere,örtmək
991,bedecken::V,operire,örtmək
992,aufhängen::V,suspendere,asmaq
993,anzünden::V,accendere,yandırmaq
994,anzünden::V,inflammare,yandırmaq
995,aufheben::V,tollere,qaldırmaq
996,zurücklassen::V,relinquere,buraxmaq
997,verlieren::V,perdere,itirmək
998,verlieren::V,amittere,itirmək
999,fallen lassen::V,dimittere,düşürmək
1000,machen::V,facere,etmək
1001,herstellen::V,fabricare,istehsal etmək
1002,bauen::V,construere,tikmək
1003,reparieren::V,reparare,təmir etmək
1004,verbessern::V,emendare,düzəltmək
1005,ändern::V,mutare,dəyişdirmək
1006,graben::V,fodere,qazımaq
1007,beugen::V,flectere,əymək
1008,biegen::V,curvare,bükmək
1009,drehen::V,torquere,döndərmək
1010,wenden::V,vertere,çevirmək
1011,umdrehen::V,convertere,çevirmək
1012,heben::V,tollere,qaldırmaq
1013,hochheben::V,levare,qaldırmaq
1014,ergreifen::V,capessere,tutmaq
1015,halten::V,tenere,saxlamaq
1016,drücken::V,premere,sıxmaq
1017,schieben::V,promovere,sürmək
1018,kratzen::V,radere,qaşımaq
1019,lecken::V,lambere,yalamaq
1020,beißen::V,mordere,dişləmək
1021,abreißen::V,avellere,qoparmaq
1022,abschneiden::V,desecare,ayırmaq
1023,binden::V,ligare,bağlamaq
1024,stecken::V,inserere,soxmaq
1025,brechen::V,rumpere,qırmaq
1026,klopfen::V,pultare,sındırmaq
1027,hauen::V,ferire,vurmaq
1028,kleben::V,agglutinare,apışdırmaq
1029,reiben::V,terere,ovmaq
1030,streichen::V,oblinere,sürtmək
1031,schleifen::V,acuere,bülövləmək
1032,schneiden::V,secare,kəsmək
1033,rütteln::V,quassare,sirkələmək
1034,schütteln::V,quatere,çalxalamaq
1035,schwenken::V,ventilare,yelləmək
1036,schütten::V,fundere,tökmək
1037,füllen::V,complere,doldurmaq
1038,einwickeln::V,involvere,sarımaq
1039,tragen::V,ferre,daşımaq
1040,tragen::V,portare,daşımaq
1041,schleppen::V,pertrahere,sürükləmək
1042,ziehen::V,trahere,çəkmək
1043,aufbewahren::V,asservare,gizlətmək
1044,werfen::V,iacere,atmaq
1045,fangen::V,capere,tutmaq
1046,packen::V,capessere,yaxalamaq
1047,verstecken::V,abdere,gizlətmək
1048,teilen::V,partiri,bölmək
1049,teilen::V,dividere,bölmək
1050,schicken::V,mittere,yollamaq
1051,schicken::V,mittere,göndərmək
1052,bringen::V,apportare,gətirmək
1053,hinzufügen::V,addere,əlavə etmək
1054,bekommen::V,adipisci,almaq
1055,bekommen::V,adipisci,əldə etmək
1056,erhalten::V,accipere,almaq
1057,nehmen::V,sumere,almaq
1058,wählen::V,eligere,seçmək
1059,auswählen::V,deligere,arımaq
1060,bewahren::V,conservare,qorumaq
1061,behindern::V,impedire,mane olmaq
1062,verderben::V,corrumpere,pozmaq
1063,beschädigen::V,laedere,zədələmək
1064,zerbrechen::V,rumpere,qırmaq
1065,zerbrechen::V,rumpere,sındırmaq
1066,zerbrechen::V,frangere,qırmaq
1067,zerbrechen::V,frangere,sındırmaq
1068,zerreißen::V,discindere,yırtmaq
1069,zerstören::V,delere,dağıtmaq
1070,verbrennen::V,urere,yandırmaq
1071,verbrennen::V,cremare,yandırmaq
1072,geben::V,dare,vermək
1073,reichen::V,praebere,uzatmaq
1074,schenken::V,donare,vermək
1075,schenken::V,largiri,vermək
1076,versprechen::V,polliceri,vəd vermək
1077,versprechen::V,promittere,vəd vermək
1078,loben::V,laudare,tərifləmək
1079,küssen::V,osculari,öpmək
1080,zudecken::V,tegere,örtmək
1081,wecken::V,excitare,oyatmaq
1082,zeigen::V,monstrare,göstərmək
1083,führen::V,ducere,rəhbərlik etmək
1084,lehren::V,docere,öyrətmək
1085,unterrichten::V,instituere,öyrətmək
1086,unterrichten::V,instituere,dərs vermək
1087,aufziehen::V,nutrire,tərbiyə etmək
1088,leiten::V,ducere,idarə etmək
1089,antreiben::V,incitare,bizləmək
1090,lassen::V,iubere,-tırmaq
1091,einladen::V,invitare,dəvət etmək
1092,vereinigen::V,coniungere,birləşdirmək
1093,besuchen::V,visere,baş çəkmək
1094,besuchen::V,visere,ziyarət etmək
1095,treffen::V,convenire,rastlaşmaq
1096,treffen::V,convenire,rast gəlmək
1097,sich versammeln::V,convenire,toplanmaq
1098,spielen::V,ludere,oynamaq
1099,singen::V,cantare,oxumaq
1100,tanzen::V,saltare,oynamaq
1101,tanzen::V,saltare,rəqs etmək
1102,sich trennen::V,digredi,ayrılmaq
1103,sich trennen::V,discedere,ayrılmaq
1104,verlassen::V,deserere,tərk etmək
1105,verlassen::V,relinquere,tərk etmək
1106,retten::V,servare,xilas etmək
1107,bewachen::V,custodire,gözətmək
1108,schützen::V,tueri,qorumaq
1109,schützen::V,tutari,qorumaq
1110,verteidigen::V,defendere,qorumaq
1111,sich schlagen::V,luctari,döyüşmək
1112,schießen::V,iaculari,atmaq
1113,schießen::V,iaculari,atəş açmaq
1114,siegen::V,vincere,yenmək
1115,ärgern::V,irritare,acışdırmaq
1116,schlagen::V,ferire,döymək
1117,treten::V,calcare,təpmək
1118,stechen::V,pungere,soxmaq
1119,stoßen::V,tundere,itələmək
1120,stehlen::V,furari,çalmaq
1121,stehlen::V,furari,oğurlamaq
1122,stören::V,turbare,pozmaq
1123,belästigen::V,obtundere,narahat etmək
1124,verbergen::V,celare,gizləmək
1125,verbergen::V,occultare,gizləmək
1126,täuschen::V,fallere,aldatmaq
1127,betrügen::V,fraudare,aldatmaq
1128,töten::V,necare,öldürmək
1129,töten::V,caedere,öldürmək
1130,wohnen::V,habitare,yaşamaq
1131,arbeiten::V,laborare,işləmək
1132,arbeiten::V,laborare,çalışmaq
1133,sammeln::V,colligere,yığmaq
1134,sammeln::V,colligere,toplamaq
1135,pflücken::V,carpere,qoparmaq
1136,jagen::V,venari,ovlamaq
1137,fischen::V,piscari,balıq tutmaq
1138,fassen::V,capere,tutmaq
1139,hüten::V,custodire,güdmək
1140,treiben::V,agere,haylamaq
1141,anbinden::V,alligare,bağlamaq
1142,füttern::V,nutrire,bəsləmək
1143,melken::V,mulgere,sağmaq
1144,hacken::V,findere,yarmaq
1145,gießen::V,rigare,sulamaq
1146,reifen::V,maturescere,dəymək
1147,zubereiten::V,apparare,bişirmək
1148,kochen::V,coquere,qaynatmaq
1149,backen::V,coquere,bişirmək
1150,braten::V,torrere,qızartmaq
1151,umrühren::V,commovere,qarışdırmaq
1152,stricken::V,texere,hörmək
1153,nähen::V,suere,tikmək
1154,färben::V,tingere,boyamaq
1155,reinigen::V,purgare,təmizləmək
1156,waschen::V,lavare,yumaq
1157,abwischen::V,abstergere,silmək
1158,spülen::V,perluere,çalxamaq
1159,fegen::V,verrere,süpürmək
1160,kehren::V,purgare,süpürmək
1161,baden::V,lavari,çimmək
1162,sich waschen::V,lavari,yuyunmaq
1163,ausziehen::V,exuere,soyunmaq
1164,anziehen::V,induere,geymək
1165,sich anziehen::V,vestiri,geyinmək
1166,kämmen::V,pectere,daramaq
1167,schmücken::V,ornare,bəzəmək
1168,schmücken::V,decorare,bəzəmək
1169,sagen::V,dicere,demək
1170,sagen::V,dicere,söymek
1171,sprechen::V,fari,danışmaq
1172,reden::V,loqui,danışmaq
1173,sich unterhalten::V,colloqui,söhbət etmək
1174,sich unterhalten::V,disputare,söhbət etmək
1175,fragen::V,rogare,soruşmaq
1176,fragen::V,quaerere,soruşmaq
1177,bitten::V,orare,diləmək
1178,bitten::V,orare,xahiş etmək
1179,bitten::V,rogare,diləmək
1180,bitten::V,rogare,xahiş etmək
1181,erzählen::V,narrare,bəhs etmək
1182,mitteilen::V,communicare,bildirmək
1183,nennen::V,appellare,adlandırmaq
1184,rufen::V,vocare,çağırmaq
1185,prahlen::V,gloriari,öyünmək
1186,übersetzen::V,vertere,tərcümə etmək
1187,denken::V,cogitare,düşünmək
1188,denken::V,cogitare,fikirləşmək
1189,glauben::V,credere,inanmaq
1190,bemerken::V,animadvertere,qeyd etmək
1191,erkennen::V,cognoscere,tanımaq
1192,begreifen::V,comprehendere,anlamaq
1193,verstehen::V,intellegere,duymaq
1194,lernen::V,discere,öyrənmək
1195,wissen::V,scire,bilmək
1196,sich erinnern an::V,meminisse,xatırlamaq
1197,vergessen::V,oblivisci,unutmaq
1198,messen::V,metiri,ölçmək
1199,zählen::V,numerare,saymaq
1200,rechnen::V,reri,hesablamaq
1201,rechnen::V,calculare,hesablamaq
1202,lesen::V,legere,oxumaq
1203,malen::V,pingere,şəkil çəkmək
1204,zeichnen::V,scribere,cızmaq
1205,schreiben::V,scribere,yazmaq
1206,besitzen::V,possidere,yiyələnmək
1207,besitzen::V,possidere,malik olmaq
1208,kaufen::V,emere,satın almaq
1209,verkaufen::V,vendere,satmaq
1210,bezahlen::V,pendere,ödəmək
1211,zahlen::V,solvere,ödəmək
1212,beherrschen::V,regere,idarə etmək
1213,beherrschen::V,imperare,idarə etmək
1214,ertragen::V,tolerare,dözmək
1215,ertragen::V,sustinere,dözmək
1216,wünschen::V,,arzulamaq
1217,wiegen::V,,tərpətmək
