,Concept_ID,ku,sk
820,wegen::PRP,ji bo,pre
821,wegen::PRP,ji bo,kvôli
822,wegen::PRP,ji ber,pre
823,wegen::PRP,ji ber,kvôli
824,dies::PRN,ev,to
825,dies::PRN,ev,táto
826,das::PRN,ev,to
827,alles::PRN,hemû,všetko
828,ich::PRN,ez,ja
829,du::PRN,tu,ty
830,er::PRN,wî,on
831,wir::PRN,êm,my
832,ihr::PRN,hûn,vy
833,sie::PRN,we,oni
834,was::FPRN,çi,čo
835,wer::FPRN,ki,kto
836,wo::FADV,li ku dere,kde
837,wohin::FADV,li ku dere,kam
838,wie::FADV,çawa,ako
839,warum::FADV,çima,prečo
840,wieviel::FNUM,çend,koľko
841,eins::NUM,yek,jeden
842,zwei::NUM,didu,dva
843,drei::NUM,sisê,tri
844,vier::NUM,çar,štyri
845,fünf::NUM,penç,päť
846,sechs::NUM,şeş,šesť
847,sieben::NUM,heft,sedem
848,acht::NUM,heşt,osem
849,neun::NUM,neh,deväť
850,zehn::NUM,deh,desať
851,elf::NUM,yazdeh,jedenásť
852,zwölf::NUM,diwazdeh,dvanásť
853,zwanzig::NUM,bîst,dvadsať
854,dreißig::NUM,sih,tridsať
855,vierzig::NUM,çil,štyridsať
856,fünfzig::NUM,pençi,päťdesiat
857,sechzig::NUM,şêst,šesťdesiat
858,siebzig::NUM,heftê,sedemdesiat
859,achtzig::NUM,heştê,osemdesiat
860,neunzig::NUM,nod,deväťdesiat
861,hundert::NUM,sêd,sto
862,tausend::NUM,hezar,tisíc
863,und::CNJ,û,i
864,oder::CNJ,an,alebo
865,oder::CNJ,yan,alebo
866,stehen::V,sekinîn,stáť
867,sitzen::V,rûniştin,sedieť
868,liegen::V,paldan,ležať
869,hängen::V,darve kirin,visieť
870,werden::V,bûn,stať sa
871,passieren::V,hatin holê,stať sa
872,passieren::V,hatin serê kesî,stať sa
873,beginnen::V,li dest pêkirin,začať sa
874,enden::V,xalas bû,končiť sa
875,wechseln::V,guherandin,meniť sa
876,wechseln::V,dêgiş kirin,meniť sa
877,aufgehen[Sonne]::V,hilatin,vychádzať
878,untergehen[Sonne]::V,çun ava,zapadnúť
879,scheinen[Sonne]::V,şewk de,svietiť
880,donnern::V,gire-gir,hrmieť
881,wehen::V,ba le de,viať
882,strömen::V,xwe girtin,prúdiť
883,fließen::V,herikîn,tiecť
884,sich drehen::V,xwe zivirandin,točiť sa
885,sich drehen::V,xwe zivirandin,krútiť sa
886,schwanken::V,hejandin,kolísať
887,schwanken::V,hejandin,klátiť sa
888,schwingen::V,libakirin,kývať sa
889,schwingen::V,libakirin,chvieť sa
890,fallen::V,ketin,padať
891,brennen::V,şewitîn,páliť
892,brennen::V,şewitîn,horieť
893,rauchen::V,kişandin,dymiť sa
894,regnen::V,bahran tê,pršať
895,gefrieren::V,qefilandin,zamrznút
896,tauen::V,helandin,taviť sa
897,schmelzen::V,helandin,taviť sa
898,trocknen::V,zuwabûn,schnúť
899,sieden::V,kelîn,vrieť
900,faulen::V,xerabûn,hniť
901,verfaulen::V,xerabûn,zhniť
902,reißen::V,jêkirin,pretrhnúť sa
903,versinken::V,xerq bûn,zapadnúť
904,versinken::V,xerq bûn,potopiť sa
905,vergehen::V,derbas bûn,plynúť
906,erscheinen::V,peyda bûn,objaviť sa
907,verschwinden::V,wendabûn,zmiznúť
908,sinken::V,noq bûn,klesať
909,abnehmen::V,kêm bûn,ubúdať
910,zunehmen::V,qelew bûn,pribúdať
911,steigen::V,hildan,stúpať
912,wachsen::V,mezin bûn,rásť
913,glänzen::V,biriqîn,jagať sa
914,glänzen::V,biriqîn,lesknúť sa
915,funkeln::V,çikisîn,iskriť sa
916,lärmen::V,guşîn,lomoziť
917,läuten::V,lê de,cengať
918,klingeln::V,sîl dan,zvoniť
919,klingeln::V,ringerin,zvoniť
920,klirren::V,zingzing hat,rinčať
921,brausen::V,guşîn,hučať
922,rauschen::V,guşîn,šumieť
923,klingen::V,deng pe ketin,znieť
924,klingen::V,deng pe ketin,zvoniť
925,bellen::V,kewtîn,štekať
926,bellen::V,kewtîn,brechať
927,heulen::V,ûrîn,vyť
928,blasen::V,puf kirin,duť
929,blasen::V,puf kirin,fúkať
930,pfeifen::V,fîkandin,pískať
931,pfeifen::V,fîkandin,hvízdať
932,schreien::V,qîrîn,kričať
933,stöhnen::V,nalîn,stenať
934,zittern::V,hejîn,triasť sa
935,leben::V,jihîn,žiť
936,geboren werden::V,hatin dinyê,narodiť sa
937,geboren werden::V,bûn,narodiť sa
938,atmen::V,hilmijîn,dýchať
939,trinken::V,vexwarin,piť
940,essen::V,xwarin,jesť
941,schlucken::V,daqulbandin,zhltnuť
942,müde werden::V,betilîln,unaviť sa
943,müde werden::V,qerimîn,unaviť sa
944,einschlafen::V,razan,usnúť
945,einschlafen::V,razan,zaspať
946,schlafen::V,razan,spať
947,schlafen::V,razandin,spať
948,aufwachen::V,şiyarbûn,zobudiť sa
949,aufstehen::V,rabûn,vstať
950,sich erholen::V,baş bûn,zotavovať sa
951,sich erholen::V,baş bûn,oddýchovať si
952,krank werden::V,nexweş kêt,ochorieť
953,krank sein::V,nexweş bû,chorieť
954,krank sein::V,nexweş bû,byť chorý
955,schmerzen::V,êşandin,bolieť
956,husten::V,kuxin,kašľať
957,genesen::V,baş bûn,uzdraviť sa
958,sterben::V,mirin,umrieť
959,sterben::V,mirin,zomrieť
960,umkommen::V,mirin,zahynúť
961,sich bewegen::V,leqîn,pohybovať sa
962,sich rühren::V,leqîn,hnúť sa
963,sich erheben::V,rabûn,zdvihnúť sa
964,sich setzen::V,runiştin,sadnúť si
965,hinfallen::V,kêtin,spadnúť
966,laufen::V,meşîn,bežať
967,schreiten::V,meşkirin,kráčať
968,spazierengehen::V,gerandin,prechádzať sa
969,eilen::V,lezandin,súriť
970,sich beeilen::V,zûkirin,ponáhľať sa
971,sausen::V,fîzîn,hučať
972,rennen::V,baz dan,bežať
973,springen::V,hilpekîn,skákať
974,klettern::V,hilperikîn,liezť
975,schaukeln::V,lorandin,húpať
976,schaukeln::V,lorandin,hojdať
977,kriechen::V,xuşandin,liezť
978,kriechen::V,xuşandin,plaziť sa
979,schwimmen::V,avjenîn,plávať
980,tauchen::V,qutxuyardin,ponoriť sa
981,tauchen::V,noqîn,ponoriť sa
982,rudern::V,qaîq ajotin,veslovať
983,fahren::V,ajotin,ísť
984,fahren::V,ajotin,jazdiť
985,fliegen::V,firîn,letieť
986,gehen::V,çûn,ísť
987,weggehen::V,çûn,odísť
988,weggehen::V,çûn,odchádzať
989,abfahren::V,çûyin,odcestovať
990,anhalten::V,rawestîn,zadržať sa
991,anhalten::V,rawestîn,zastaviť sa
992,hineingehen::V,ketin hundir,vchádzať
993,eintreten::V,têketin,vojsť
994,eintreten::V,têketin,vstúpiť
995,kommen::V,hatin,prísť
996,ankommen::V,gihan,prísť
997,ankommen::V,gihan,doraziť
998,ankommen::V,gihîştin,prísť
999,ankommen::V,gihîştin,doraziť
1000,zurückkommen::V,vegerandin,vrátiť sa
1001,bleiben::V,sekinîn,ostať
1002,bleiben::V,sekinîn,zostať
1003,warten::V,payîn,čakať
1004,erwarten::V,payîn,očakávať
1005,suchen::V,lêgerîn,hľadať
1006,finden::V,peyda kirin,nájsť
1007,versuchen::V,çeribandin,skúsiť
1008,versuchen::V,çeribandin,pokúsiť sa
1009,vorbereiten::V,amade kirin,pripraviť
1010,lieben::V,hez kirin,ľúbiť
1011,lieben::V,hez kirin,milovať
1012,mögen::V,dil kirin,mať rád
1013,lachen::V,kenîn,smiať sa
1014,rühren::V,hêjan,dojať
1015,weinen::V,girîn,plakať
1016,schimpfen::V,pevçûn,nadávať
1017,sich ärgern::V,enirîn,hnevať sa
1018,sich ärgern::V,enirîn,zlostiť sa
1019,sich fürchten::V,tirsîn,báť sa
1020,fürchten::V,tirsin,báť sa
1021,fliehen::V,bazdan,utekať
1022,flüchten::V,revîn,utiecť
1023,sehen::V,dîtin,vidieť
1024,anschauen::V,sêr kirin,pozrieť sa na
1025,ansehen::V,hesibandin,pozrieť
1026,hören::V,guhdar jirin,počúvať
1027,zuhören::V,guhdarî kirin,počúvať
1028,probieren::V,tehm kirin,ochutnať
1029,riechen::V,bihn kirin,ňuchať
1030,fühlen::V,hîs kirin,cítiť
1031,fühlen::V,hîs kirin,pociťovať
1032,scheinen::V,xoyer kir,zdať sa
1033,zu sehen sein::V,diyar bûn,byť vidieť
1034,vernehmen::V,bihîstin,počuť
1035,frieren::V,qerişîn,mrznúť
1036,frieren::V,qerişîn,oziabať
1037,tun::V,kirin,robiť
1038,können::V,karin,môcť
1039,wollen::V,xwestîn,chcieť
1040,anfangen::V,dest pêkirin,začať
1041,beenden::V,xelas kirin,skončiť
1042,aufhören::V,xelas kirin,prestať
1043,gelingen::V,çe bûn,podariť sa
1044,geraten::V,qewîmîn,dariť sa
1045,öffnen::V,vekirin,otvoriť
1046,schließen::V,girtin,zavrieť
1047,stellen::V,danîn,postaviť
1048,setzen::V,rûniştin,posadiť
1049,legen::V,danîn,klásť
1050,legen::V,danîn,položiť
1051,legen::V,razandin,klásť
1052,legen::V,razandin,položiť
1053,berühren::V,lêketin,dotykať sa
1054,verbinden::V,anîn pê,spojiť
1055,bedecken::V,sergirtin,pokryť
1056,aufhängen::V,aliqandin,zavesiť
1057,anzünden::V,pêxistin,zapáliť
1058,aufheben::V,hildan,zdvihnúť
1059,zurücklassen::V,hiştin,zanechať
1060,zurücklassen::V,vehiştin,zanechať
1061,verlieren::V,wendakirin,stratiť
1062,fallen lassen::V,xistin bixe,pustiť
1063,fallen lassen::V,xistin,pustiť
1064,machen::V,kirin,robiť
1065,machen::V,çêkirin,robiť
1066,herstellen::V,çê kirin,vyrobiť
1067,herstellen::V,peyda kirin,vyrobiť
1068,bauen::V,lêkirin,stavať
1069,bauen::V,lêkirin,budovať
1070,reparieren::V,veherînerîn,opraviť
1071,verbessern::V,sererastkirin,zlepšiť
1072,ändern::V,degiş kirin,zmeniť
1073,ändern::V,degiş kirin,preinačiť
1074,graben::V,kolandin,ryť
1075,graben::V,kolandin,kopať
1076,beugen::V,tewîn,ohnúť
1077,beugen::V,xwar kirin,ohnúť
1078,biegen::V,tewandin,ohnúť
1079,biegen::V,xwarkirin,ohnúť
1080,drehen::V,fitilandin,točiť
1081,drehen::V,fitilandin,krútiť
1082,wenden::V,zivîrin,obrátiť
1083,wenden::V,zivîrin,prevrátiť
1084,umdrehen::V,vegerandin,otočiť
1085,umdrehen::V,vegerandin,obrátiť
1086,heben::V,hildan,dvíhať
1087,heben::V,hildan,povzniesť
1088,hochheben::V,hildan,zdvihnúť
1089,ergreifen::V,dest avêtin,uchopiť sa
1090,halten::V,hîştin,držať
1091,halten::V,sekinîn,držať
1092,drücken::V,pêl kirin,tisnúť
1093,schieben::V,damdan,posunovať
1094,kratzen::V,xurandin,škrabať
1095,lecken::V,alastin,lízať
1096,beißen::V,gez kirin,kúsať
1097,abreißen::V,hilşandin,odtrhnúť
1098,abschneiden::V,jêkirin,odrezať
1099,abschneiden::V,jêkirin,odkrojiť
1100,binden::V,girêdan,zaviazať
1101,binden::V,girêdan,priviazať
1102,stecken::V,têxistin,strčiť
1103,brechen::V,şikandin,zlomiť
1104,klopfen::V,kutandin,tĺcť
1105,klopfen::V,kutandin,klopať
1106,hauen::V,li dan,nabiť
1107,kleben::V,zeliqîn,lepiť
1108,kleben::V,zeliqîn,nalepiť
1109,kleben::V,şirêz kirin,lepiť
1110,kleben::V,şirêz kirin,nalepiť
1111,reiben::V,firikandin,trieť
1112,streichen::V,bax dan,namazať
1113,schleifen::V,çarkirin,ostríť
1114,schneiden::V,jêkirin,rezať
1115,schneiden::V,jêkirin,strihať
1116,rütteln::V,hejandin,triasť
1117,rütteln::V,hejandin,lomcovať
1118,schütteln::V,daweşîn,triasť
1119,schütteln::V,daweşîn,potriasť
1120,schwenken::V,têwdan,mávať
1121,schütten::V,rijandin,sypať
1122,füllen::V,dagirtin,plniť
1123,einwickeln::V,pêçandin,zabaliť
1124,tragen::V,kişandin,niesť
1125,tragen::V,rajtin,niesť
1126,schleppen::V,kişandin,vliecť
1127,ziehen::V,kişandin,ťahať
1128,aufbewahren::V,hilandin,uložiť
1129,aufbewahren::V,hilandin,uschovať
1130,werfen::V,avêtin,hodiť
1131,werfen::V,avêtin,vrhnúť
1132,fangen::V,sem kirin,chytať
1133,fangen::V,girtin,chytať
1134,packen::V,pê girtin,baliť
1135,packen::V,pê girtin,chytiť
1136,verstecken::V,hîlanin,skryť
1137,verstecken::V,hîlanin,schovať
1138,teilen::V,parvekirin,podeliť
1139,teilen::V,parvekirin,rozdeliť
1140,schicken::V,şandin,posielať
1141,bringen::V,anîn,priniesť
1142,bringen::V,birin,priniesť
1143,hinzufügen::V,dan ser,pripojiť
1144,hinzufügen::V,li tiştekî zêde kirin,pripojiť
1145,bekommen::V,standin,dostať
1146,erhalten::V,standin,prijať
1147,nehmen::V,girtin,vziať
1148,wählen::V,ray dan,voliť
1149,auswählen::V,bijartin,vybrať
1150,auswählen::V,bijartin,vyvoliť
1151,bewahren::V,rê li ber girtin,zachovať
1152,bewahren::V,lê xwedî derketin,zachovať
1153,behindern::V,bara wi,zavadzať
1154,behindern::V,bara wi,byť v ceste
1155,verderben::V,heram bûn,skaziť
1156,beschädigen::V,xerab kirin,ublížiť
1157,beschädigen::V,xerab kirin,poškodiť
1158,zerbrechen::V,şikênandin,rozbiť
1159,zerbrechen::V,şikênandin,prelomiť
1160,zerbrechen::V,perçe kirin,rozbiť
1161,zerbrechen::V,perçe kirin,prelomiť
1162,zerreißen::V,qelişandin,pretrhnúť
1163,zerstören::V,hilşandin,zničiť
1164,verbrennen::V,şewitandin,spáliť
1165,geben::V,dan,dať
1166,geben::V,dayin,dať
1167,reichen::V,besbûn,podať
1168,reichen::V,têrkirin,podať
1169,schenken::V,diyarî kirin,darovať
1170,versprechen::V,soz dan,sľúbiť
1171,wünschen::V,dil kirin,želať
1172,loben::V,pesinandin,chváliť
1173,küssen::V,maçkirin,bozkať
1174,wiegen::V,lorandin,kolísať
1175,wiegen::V,wezinandin,kolísať
1176,zudecken::V,nixumandin,prikryť
1177,wecken::V,bixwe hesandin,zobudiť
1178,zeigen::V,şanîdan,ukázať
1179,führen::V,raber kirin,viesť
1180,lehren::V,hîn kirin,učiť
1181,unterrichten::V,ders dan,vyučovať
1182,aufziehen::V,mesinkirin,vychovať
1183,leiten::V,rêberî kirin,viesť
1184,antreiben::V,bezandin,popudiť
1185,lassen::V,berdan,dať
1186,lassen::V,hiştin,dať
1187,einladen::V,dawet kirin,pozvať
1188,einladen::V,dawet kirin,povolať
1189,vereinigen::V,bi yek kirin,spojiť
1190,vereinigen::V,bi yek kirin,zjednotiť
1191,besuchen::V,mêvan bûn,navštíviť
1192,treffen::V,rast hatin,stretnúť
1193,sich versammeln::V,li hev çivîn,zhromaždiť sa
1194,spielen::V,listin,hrať
1195,singen::V,stran,spievať
1196,tanzen::V,reqisîn,tancovať
1197,sich trennen::V,hew berdan,rozísť sa
1198,verlassen::V,tanê hişt,opustiť
1199,verlassen::V,bêkes,opustiť
1200,retten::V,rihakirin,zachrániť
1201,bewachen::V,raçavkirin,strážiť
1202,schützen::V,hemet kirin,chrániť
1203,verteidigen::V,paraztin,brániť
1204,sich schlagen::V,li hev bezîn,biť sa
1205,schießen::V,agir kirin,streliť
1206,schießen::V,agir kirin,strieľať
1207,siegen::V,biser ketin,zvíťaziť
1208,ärgern::V,xeyirandin,hnevať
1209,ärgern::V,xeyirandin,zlostiť
1210,schlagen::V,lêdan,biť
1211,schlagen::V,lêdan,udrieť
1212,schlagen::V,lêxistin,biť
1213,schlagen::V,lêxistin,udrieť
1214,treten::V,têlekirin,kopnúť
1215,stechen::V,têrekirin,bodnúť
1216,stechen::V,têrekirin,pichnúť
1217,stoßen::V,lêketin,udrieť
1218,stehlen::V,dizîn,kradnúť
1219,stehlen::V,dizî birin,kradnúť
1220,stören::V,aciz kirin,vyrušiť
1221,belästigen::V,li tela yeki ketin,obťažovať
1222,verbergen::V,veşartin,skryť
1223,verbergen::V,kemîndanîn,skryť
1224,täuschen::V,xapandin,sklamať
1225,täuschen::V,lê zexeli kirin,sklamať
1226,betrügen::V,xapandin,klamať
1227,betrügen::V,xapandin,podvádzať
1228,töten::V,kûştin,zabiť
1229,töten::V,kûştin,usmrtiť
1230,wohnen::V,rûniştin,bývať
1231,arbeiten::V,kar kirin,pracovať
1232,arbeiten::V,şêxulin,pracovať
1233,sammeln::V,komkirin,zbierať
1234,pflücken::V,çinîn,trhať
1235,pflücken::V,çinîn,oberať
1236,jagen::V,nêçîr kirin,poľovať
1237,fischen::V,masî girtin,loviť ryby
1238,fischen::V,masî girtin,chytať ryby
1239,fassen::V,pê girtin,uloviť
1240,fassen::V,sêm kirin,uloviť
1241,hüten::V,hei jê man,pásť
1242,treiben::V,bêherandin,hnať
1243,anbinden::V,tewilandin,priviazať
1244,füttern::V,xwarine dan lê,kŕmiť
1245,melken::V,dotin,dojiť
1246,hacken::V,kolandin,seknúť
1247,gießen::V,av dan,polievať
1248,reifen::V,kemilîn,dozrieť
1249,zubereiten::V,çe kirin,pripraviť
1250,kochen::V,xwarin çe kirin,variť
1251,kochen::V,kelandin,variť
1252,backen::V,pijandin,piecť
1253,backen::V,pijandin,smažiť
1254,braten::V,qelandin,piecť
1255,braten::V,qelandin,pražiť
1256,braten::V,sor kirin,piecť
1257,braten::V,sor kirin,pražiť
1258,umrühren::V,têvdan,pomiešať
1259,stricken::V,hûnan,pliesť
1260,nähen::V,kêl kirin,šiť
1261,färben::V,boyax kirin,zafarbiť
1262,reinigen::V,paqijkirin,čistiť
1263,waschen::V,şuştin,myť
1264,abwischen::V,pakîj kirin,utrieť
1265,spülen::V,şuştin,vyplachovať
1266,fegen::V,maliştin,zametať
1267,kehren::V,maliştin,zametať
1268,baden::V,serîşûştin,kúpať sa
1269,sich waschen::V,serîşûştin,umývať sa
1270,ausziehen::V,jê kirin,zobliecť
1271,anziehen::V,pê kirin,obliecť
1272,sich anziehen::V,xwe kirin,obliecť sa
1273,kämmen::V,şeh kirin,česať
1274,schmücken::V,xemilandin,ozdobiť
1275,sagen::V,gotin,povedať
1276,sagen::V,peyivîn,povedať
1277,sprechen::V,peyivîn,hovoriť
1278,reden::V,axaftin,rozprávať
1279,sich unterhalten::V,hev biştaxilin,rozprávať sa
1280,fragen::V,pirsîn,spýtať sa
1281,fragen::V,pirs kirin,spýtať sa
1282,bitten::V,tika kirin,prosiť
1283,erzählen::V,behs kirin,rozprávať
1284,mitteilen::V,vegotin,oznámiť
1285,nennen::V,bi nav kirin,nazvať
1286,nennen::V,bi nav kirin,menovať
1287,rufen::V,bakirin,volať
1288,rufen::V,bakirin,zavolať
1289,prahlen::V,pesnê xwe dan,vystatovať sa
1290,übersetzen::V,qulibandin,preložiť
1291,übersetzen::V,derbas kirin,preložiť
1292,denken::V,fikirîn,myslieť
1293,glauben::V,bawer bûn,veriť
1294,bemerken::V,bala xwe dan,podotknuť
1295,bemerken::V,bala xwe dan,spozorovať
1296,bemerken::V,çac lê ketin,podotknuť
1297,bemerken::V,çac lê ketin,spozorovať
1298,erkennen::V,pêhesîn,poznať
1299,begreifen::V,fêmkirin,pochopiť
1300,begreifen::V,fêmkirin,porozumieť
1301,verstehen::V,fêmkirin,rozumieť
1302,lernen::V,halmandin,učiť sa
1303,lernen::V,fêrbun,učiť sa
1304,wissen::V,zanîn,vedieť
1305,sich erinnern an::V,bir bûn,pamätať si na
1306,vergessen::V,ji bir kirin,zabudnuť
1307,messen::V,pê kanîn,merať
1308,zählen::V,hejmardin,počítať
1309,rechnen::V,hesibandin,rátať
1310,rechnen::V,hesibandin,počítať
1311,lesen::V,xwendin,čítať
1312,malen::V,rengandin,maľovať
1313,malen::V,boyax kirin,maľovať
1314,zeichnen::V,işaret kirin,kresliť
1315,schreiben::V,nivîsandin,písať
1316,besitzen::V,hebûn,mať
1317,besitzen::V,hebûn,vlastniť
1318,kaufen::V,kirîn,kúpiť
1319,verkaufen::V,firotin,predať
1320,bezahlen::V,pere dan,zaplatiť
1321,zahlen::V,pere dan,platiť
1322,zahlen::V,dayin,platiť
1323,beherrschen::V,zebt kirin,ovládať
1324,beherrschen::V,hukim kirin,ovládať
1325,ertragen::V,bihêzkirin,znášať
1326,ertragen::V,bihêzkirin,vydržať
