,Concept_ID,br,cv
726,damals::ADV,neuze,апла пулсан
727,danach::ADV,goude,унтан
728,vorher::ADV,diagent,малтан
729,zuerst::ADV,da gentañ,пирвай
730,einmal::ADV,ur wech,пӗррехинче
731,manchmal::ADV,a-wechoù,хӑш чухне
732,oft::ADV,alies,тӑтӑш
733,immer::ADV,atav,ялан
734,immer::ADV,bepred,ялан
735,niemals::ADV,gwech ebet,нихӑҫан та
736,hier::ADV,amañ,кунта
737,hierhin::ADV,dre amañ,кунта
738,von hier::ADV,alemañ,кунтан
739,dort::ADV,aze,унта
740,dort::ADV,aze,ҫавӑнта
741,dort::ADV,ahont,унта
742,dort::ADV,ahont,ҫавӑнта
743,dorthin::ADV,di,унта
744,dorthin::ADV,di,ҫавӑнта
745,dorthin::ADV,aze,унта
746,dorthin::ADV,aze,ҫавӑнта
747,dorthin::ADV,ahont,унта
748,dorthin::ADV,ahont,ҫавӑнта
749,geradeaus::ADV,war-eeun,тикӗс
750,vorwärts::ADV,war-raok,малалла
751,rückwärts::ADV,war-lerc'h,хыҫала
752,zurück::ADV,war-dreñv,каялла
753,unten::ADV,en traoñ,аялта
754,hinab::ADV,a-izel,аялта
755,oben::ADV,en nec'h,ҫӳлте
756,hinauf::ADV,e-krec'h,ҫӳле
757,überall::ADV,dre-holl,таҫта та
758,überall::ADV,dre-holl,пур ҫӗрте те
759,überall::ADV,dre-holl,кирек ӑҫта та
760,nicht::ADV,ne ... ket,мар
761,ein wenig::ADV,un tammig,пӑртак
762,kaum::ADV,a-boan,аран
763,sehr::ADV,-tre,питӗ
764,sehr::ADV,-kenañ,питӗ
765,so::ADV,evel-se,апла
766,noch::ADV,c'hoazh,татах
767,nur::ADV,hepken,ҫех
768,schon::ADV,dija,ӗнтӗ
769,wieder::ADV,adarre,каллех
770,vor::PRP,dirak,умӗнче
771,hinter::PRP,a-drek,кайра
772,hinter::PRP,a-dreñv,кайра
773,unter::PRP,dindan,айне
774,unter::PRP,dindan,айӗпе
775,unter::PRP,dindan,айӗнче
776,unter::PRP,dindan,ҫитеспе
777,durch::PRP,dre,витӗр
778,neben::PRP,e-kichen,патӗнче
779,zwischen::PRP,etre,хушшинче
780,wegen::PRP,abalamour da,пула
781,wegen::PRP,abalamour da,пирки
782,dies::PRN,hemañ,ку
783,dies::PRN,hemañ,ҫак
784,das::PRN,se,ҫав
785,das::PRN,hennezh,ҫав
786,alles::PRN,pep tra,пурте
787,alles::PRN,pep tra,йӑлт
788,ich::PRN,me,эп
789,du::PRN,te,эс
790,er::PRN,eñ,вӑл
791,wir::PRN,ni,эпир
792,ihr::PRN,c'hwi,эсир
793,sie::PRN,int,вӗсем
794,was::FPRN,petra,мӗн
795,was::FPRN,petra,мӗскер
796,was::FPRN,petra,мӗн те пулин
797,wer::FPRN,piv,кам
798,wo::FADV,pelec'h,ӑҫта
799,wohin::FADV,da belec'h,ӑҫта
800,wie::FADV,penaos,епле
801,wie::FADV,penaos,мӗнле
802,warum::FADV,perak,ма
803,warum::FADV,perak,мӗншӗн
804,wieviel::FNUM,pet,миҫе
805,eins::NUM,unan,пӗр
806,eins::NUM,unan,пӗрре
807,zwei::NUM,daou,ик
808,zwei::NUM,daou,икӗ
809,zwei::NUM,daou,иккӗ
810,drei::NUM,tri,виҫ
811,drei::NUM,tri,виҫӗ
812,drei::NUM,tri,виҫҫӗ
813,vier::NUM,pevar,тӑват
814,fünf::NUM,pemp,пилӗк
815,fünf::NUM,pemp,пиллӗк
816,sechs::NUM,c'hwec'h,улт
817,sechs::NUM,c'hwec'h,ултӑ
818,sechs::NUM,c'hwec'h,улттӑ
819,sieben::NUM,seizh,ҫич
820,sieben::NUM,seizh,ҫичӗ
821,sieben::NUM,seizh,ҫиччӗ
822,acht::NUM,eizh,сакӑр
823,acht::NUM,eizh,саккӑр
824,neun::NUM,nav,тӑхӑр
825,neun::NUM,nav,тӑххӑр
826,zehn::NUM,dek,вунӑ
827,zehn::NUM,dek,вуннӑ
828,elf::NUM,unnek,вун пӗр
829,zwölf::NUM,daouzek,вун ик
830,zwölf::NUM,daouzek,вун икӗ
831,zwölf::NUM,daouzek,вун иккӗ
832,zwanzig::NUM,ugent,ҫирӗм
833,dreißig::NUM,tregont,вӑтӑр
834,vierzig::NUM,daou-ugent,хӗрӗх
835,fünfzig::NUM,hanter-kant,аллӑ
836,sechzig::NUM,tri-ugent,утмӑл
837,siebzig::NUM,dek ha tri-ugent,ҫитмӗл
838,achtzig::NUM,pevar-ugent,сакӑр вунӑ
839,achtzig::NUM,pevar-ugent,сакӑр вуннӑ
840,neunzig::NUM,dek ha pevar-ugent,тӑхӑр вун
841,neunzig::NUM,dek ha pevar-ugent,тӑхӑр вунӑ
842,neunzig::NUM,dek ha pevar-ugent,тӑхӑр вуннӑ
843,hundert::NUM,kant,ҫӗр
844,tausend::NUM,mil,пин
845,und::CNJ,ha,та
846,oder::CNJ,pe,е
847,stehen::V,bezañ a-sav,тӑр
848,sitzen::V,azezañ,лар
849,sitzen::V,bezañ en e goazez,лар
850,liegen::V,bezañ en e c'hourvez,вырт
851,hängen::V,krougañ,усӑнса тӑр
852,hängen::V,krougañ,ҫакӑнса тӑр
853,werden::V,dazonet,пул
854,passieren::V,c'hoarvezout,пул
855,beginnen::V,stagañ,пуҫлан
856,enden::V,achuiñ,пӗт
857,enden::V,achuiñ,вӗҫлен
858,wechseln::V,cheñch,улшӑн
859,aufgehen[Sonne]::V,dirouzañ,тух
860,scheinen[Sonne]::V,lugernañ,пӑх
861,donnern::V,taranal,кӗмсӗртет
862,donnern::V,taranal,авӑт
863,wehen::V,c'hwezhañ,варкӑш
864,strömen::V,deredek,тӑкӑн
865,fließen::V,redek,юх
866,sich drehen::V,troiñ,ҫаврӑн
867,schwanken::V,trantellat,чӳхен
868,schwingen::V,froumal,суллан
869,fallen::V,kouezhañ,кип
870,fallen::V,kouezhañ,тӳр кип
871,fallen::V,kouezhañ,татӑлса ан
872,brennen::V,deviñ,ҫун
873,rauchen::V,divogedañ,мӑкӑрлан
874,rauchen::V,divogedañ,тӗтӗм кӑлар
875,regnen::V,glavañ,ҫумӑр ҫӑвать
876,gefrieren::V,reviñ,шӑн
877,tauen::V,diskornañ,ирӗл
878,schmelzen::V,teuziñ,ирӗл
879,trocknen::V,sec'hañ,тип
880,sieden::V,berviñ,вӗре
881,faulen::V,breinañ,ҫӗр
882,verfaulen::V,breinañ,ҫӗр
883,reißen::V,darnaouiñ,ҫурӑл
884,versinken::V,sodellañ,пут
885,vergehen::V,tremen,ирт
886,erscheinen::V,donet war-wel,курӑн
887,erscheinen::V,donet war-wel,курӑнса кай
888,verschwinden::V,monet diwar wel,ҫухал
889,sinken::V,en em izelat,чак
890,abnehmen::V,nebeutaat,чак
891,zunehmen::V,kreskiñ,пысӑклан
892,steigen::V,sevel,ҫӗклен
893,wachsen::V,kreskiñ,ӳс
894,glänzen::V,lugernañ,ҫиҫ
895,funkeln::V,elieniñ,ялкӑш
896,funkeln::V,elieniñ,йӑлтӑртат
897,lärmen::V,rabotat,шавла
898,klirren::V,diridignat,калтлат
899,klirren::V,diridignat,шӑнкӑлтат
900,klirren::V,sterlinkañ,калтлат
901,klirren::V,sterlinkañ,шӑнкӑлтат
902,brausen::V,gwegal,ахӑр
903,rauschen::V,trouzal,вашӑлтат
904,rauschen::V,trouzal,чашӑлтат
905,klingen::V,seniñ,янӑра
906,bellen::V,harzhal,вӗр
907,heulen::V,yudal,ула
908,blasen::V,c'hwezhañ,вӗр
909,pfeifen::V,c'hwitellat,шӑхӑр
910,schreien::V,huchal,кӑшкӑр
911,stöhnen::V,hirvoudiñ,йынӑш
912,zittern::V,krenañ,чӗтре
913,leben::V,bevañ,пурӑн
914,geboren werden::V,genel,ҫурал
915,atmen::V,tennañ e anal,сывла
916,trinken::V,evañ,ӗҫ
917,essen::V,debriñ,ҫи
918,schlucken::V,lonkañ,ҫӑт
919,müde werden::V,skuizhañ,ӗшен
920,einschlafen::V,menel kousket,ыйха пут
921,einschlafen::V,menel kousket,ҫывӑрса кай
922,schlafen::V,kousket,ҫывӑр
923,aufwachen::V,dihuniñ,вӑран
924,aufstehen::V,sevel,тӑр
925,sich erholen::V,diskuizhañ,кан
926,krank werden::V,klañviñ,чирле
927,krank sein::V,bezañ klañv,чирле
928,schmerzen::V,skourjezañ,сур
929,schmerzen::V,skourjezañ,ырат
930,husten::V,pasaat,ӳсӗр
931,husten::V,peudal,ӳсӗр
932,genesen::V,pareañ,сывал
933,genesen::V,pareañ,тӳрлен
934,sterben::V,mervel,вил
935,umkommen::V,perisañ,вил
936,sich bewegen::V,bouljal,куҫ
937,sich rühren::V,fiñval,хускал
938,sich erheben::V,sevel,тӑр
939,sich setzen::V,azezañ,лар
940,sich setzen::V,mont en e goazez,лар
941,hinfallen::V,kouezhañ,ӳк
942,laufen::V,redek,ут
943,schreiten::V,kerzhet,ут
944,spazierengehen::V,pourmen,уҫӑлса ҫӳре
945,spazierengehen::V,pourmen,уткаласа ҫӳре
946,eilen::V,hastañ,васка
947,eilen::V,hastañ,хыпалан
948,sich beeilen::V,hastañ,васка
949,sich beeilen::V,hastañ,хыпалан
950,sausen::V,karzhañ,ыткӑн
951,sausen::V,karzhañ,вӗҫтер
952,rennen::V,redek,чуп
953,springen::V,lammat,сик
954,klettern::V,krimpat,улӑх
955,schaukeln::V,brañsellat,йӳрӗн
956,kriechen::V,skrampañ,шу
957,kriechen::V,skrampañ,упален
958,schwimmen::V,neuial,иш
959,tauchen::V,splujañ,чӑм
960,rudern::V,roeñvat,авӑс
961,fahren::V,kas,пыр
962,fahren::V,bleniañ,пыр
963,fliegen::V,nijal,вӗҫ
964,gehen::V,mont,кай
965,weggehen::V,mont kuit,кай
966,abfahren::V,mont kuit,тапран
967,anhalten::V,chom a-sav,чарӑн
968,hineingehen::V,monet e-barzh,кӗр
969,eintreten::V,monet e-barzh,кӗр
970,kommen::V,dont,кил
971,ankommen::V,erruout,ҫит
972,zurückkommen::V,addonet,таврӑн
973,zurückkommen::V,addonet,каялла кил
974,bleiben::V,chom,юл
975,warten::V,gortoz,кӗт
976,erwarten::V,gortoz,кӗт
977,suchen::V,klask,шыра
978,finden::V,kavout,туп
979,versuchen::V,klask,пикен
980,vorbereiten::V,aozañ,хатӗрле
981,lieben::V,karout,юрат
982,mögen::V,karout,кӑмӑлла
983,mögen::V,karout,килӗштер
984,lachen::V,c'hoarzin,кул
985,lachen::V,c'hoarzin,ахӑлтат
986,rühren::V,tenerañ,ҫулӑх
987,weinen::V,gouelañ,йӗр
988,weinen::V,gouelañ,макӑр
989,schimpfen::V,krozal,вӑрҫ
990,schimpfen::V,krozal,ятлаҫ
991,sich ärgern::V,fachañ,ҫиллен
992,sich ärgern::V,en em fachañ,ҫиллен
993,fliehen::V,tec'het,тар
994,flüchten::V,tuzañ,чупса тар
995,sehen::V,gwelet,кур
996,anschauen::V,sellout ouzh,пӑхса ил
997,ansehen::V,sellout ouzh,пӑх
998,hören::V,klevet,илт
999,zuhören::V,selaou,итле
1000,zuhören::V,selaou,тӑнла
1001,probieren::V,blasa,астив
1002,riechen::V,klevet,шӑршла
1003,fühlen::V,santout,туй
1004,fühlen::V,santout,сис
1005,scheinen::V,diskouez bezañ,туйӑн
1006,zu sehen sein::V,bezañ gwelus,курӑн
1007,vernehmen::V,merzhañ,пӑл
1008,frieren::V,anoued,йӳтен
1009,tun::V,ober,ту
1010,können::V,gouzout,пултар
1011,wollen::V,fellout da,те
1012,wollen::V,kaout c'hoant da,те
1013,anfangen::V,kregiñ,пуҫла
1014,beenden::V,achuiñ,пӗтер
1015,aufhören::V,paouez,пӑрах
1016,öffnen::V,digeriñ,уҫ
1017,schließen::V,serriñ,хуп
1018,stellen::V,lakaat,ларт
1019,stellen::V,lakaat,тӑрат
1020,setzen::V,lakaat,ларт
1021,legen::V,lakaat,хур
1022,berühren::V,touch,перӗн
1023,verbinden::V,eren,сып
1024,bedecken::V,goloiñ,вит
1025,aufhängen::V,istribilhañ,ҫак
1026,anzünden::V,alumiñ,ҫут
1027,anzünden::V,c'hwezzañ,ҫут
1028,aufheben::V,dastum,ҫӗкле
1029,zurücklassen::V,lezel,манса хӑвар
1030,verlieren::V,koll,ҫӗтер
1031,fallen lassen::V,laoskel,ӳкер
1032,fallen lassen::V,lezel da gouezhel,ӳкер
1033,machen::V,ober,ту
1034,herstellen::V,fardañ,ӑстала
1035,bauen::V,sevel,ту
1036,reparieren::V,adaozañ,юса
1037,verbessern::V,gwellaat,лайӑхлат
1038,ändern::V,cheñch,улӑштар
1039,graben::V,kleuzañ,чав
1040,graben::V,kleuzañ,чакала
1041,beugen::V,plegañ,кукӑрт
1042,biegen::V,krommañ,ав
1043,biegen::V,krommañ,кукӑрт
1044,drehen::V,treiñ,ҫавӑр
1045,wenden::V,treiñ,ӳпӗнтер
1046,umdrehen::V,treiñ,ҫавӑр
1047,heben::V,sevel,хӑпарт
1048,hochheben::V,sevel,йӑт
1049,ergreifen::V,kemer,тыт
1050,halten::V,dalc'hen,тыт
1051,drücken::V,bountañ,пус
1052,schieben::V,poulzañ,тӗк
1053,schieben::V,poulzañ,тӗрт
1054,kratzen::V,skrabat,хыр
1055,lecken::V,lipat,ҫула
1056,beißen::V,kregiñ,ҫырт
1057,beißen::V,kregiñ,хып
1058,abreißen::V,diframmañ,тат
1059,abschneiden::V,troc'hañ,кас
1060,binden::V,stagañ,ҫых
1061,stecken::V,sankañ,чик
1062,brechen::V,darnaouiñ,хуҫ
1063,klopfen::V,skoiñ,такка
1064,hauen::V,dornañ,шакка
1065,kleben::V,pegañ,ҫыпӑҫтар
1066,reiben::V,taravat,сӑтӑр
1067,reiben::V,trekiñ,сӑтӑр
1068,streichen::V,toazañ,сӗр
1069,schleifen::V,lemmañ,хӑйра
1070,schneiden::V,troc'hañ,кас
1071,rütteln::V,tordorosañ,лӑка
1072,rütteln::V,tordorosañ,силлентер
1073,schütteln::V,hejañ,лӑка
1074,schütteln::V,hejañ,силлентер
1075,schütten::V,diskargañ,тултар
1076,füllen::V,kargañ,тултар
1077,einwickeln::V,gronnañ,чӗрке
1078,tragen::V,dougen,ҫӗкле
1079,schleppen::V,stlejal,сӗтӗр
1080,ziehen::V,sachañ,тӑс
1081,aufbewahren::V,miret,усра
1082,werfen::V,teuler,пӑрах
1083,fangen::V,tapañ,тыт
1084,packen::V,krapat,тыт
1085,verstecken::V,kuzhat,пытарса хур
1086,teilen::V,rannañ,уйӑр
1087,teilen::V,rannañ,пайла
1088,schicken::V,kas,яр
1089,bringen::V,degas,кӳр
1090,hinzufügen::V,lakat ouzhpenn,хуш
1091,bekommen::V,kaout,ил
1092,bekommen::V,kaout,туян
1093,erhalten::V,kaout,ил
1094,erhalten::V,kaout,туян
1095,nehmen::V,kemer,ил
1096,wählen::V,choaz,суйла
1097,auswählen::V,dibab,суйла
1098,bewahren::V,mirout,упра
1099,behindern::V,diaezañ,кансӗрле
1100,behindern::V,diaezañ,чӑрмантар
1101,verderben::V,lovrañ,пӑс
1102,beschädigen::V,gwallegañ,пӑс
1103,zerbrechen::V,torriñ,ват
1104,zerbrechen::V,torriñ,ҫӗмӗр
1105,zerreißen::V,diroegiñ,ҫур
1106,zerstören::V,distrujañ,иш
1107,verbrennen::V,deviñ,ҫунтар
1108,geben::V,reiñ,пар
1109,schenken::V,donezonañ,парнеле
1110,versprechen::V,prometiñ,тума пул
1111,versprechen::V,prometiñ,сӑмах пар
1112,wünschen::V,hetiñ,сун
1113,loben::V,feurmiñ,ырла
1114,küssen::V,pokat,чуп ту
1115,wiegen::V,pouezañ,сиктер
1116,wiegen::V,pouezañ,силле
1117,zudecken::V,goloiñ,вит
1118,wecken::V,dihuniñ,вӑрат
1119,zeigen::V,diskouez,кӑтарт
1120,führen::V,kas,илсе пыр
1121,führen::V,kas,ҫавӑтса пыр
1122,lehren::V,deskiñ,вёрент
1123,unterrichten::V,kelenn,вёрент
1124,leiten::V,bleinañ,тытса пыр
1125,antreiben::V,poulzañ,васкат
1126,lassen::V,leuskel,пусахла
1127,lassen::V,leuskel,хуш
1128,einladen::V,pediñ,чӗн
1129,vereinigen::V,unisañ,пӗрлештер
1130,besuchen::V,gweladenniñ,ҫит
1131,besuchen::V,gweladenniñ,кӗрсе кур
1132,treffen::V,kejal,тӗл пул
1133,treffen::V,ankontrañ,тӗл пул
1134,sich versammeln::V,bodennañ,пуҫтарӑн
1135,spielen::V,c'hoari,выля
1136,singen::V,kanañ,юрла
1137,tanzen::V,dañsal,ташла
1138,sich trennen::V,dispartiañ,уйрӑл
1139,verlassen::V,lezel,хӑвар
1140,retten::V,saveteiñ,ҫӑл
1141,bewachen::V,mesa,хуралла
1142,schützen::V,diwall,сыхла
1143,verteidigen::V,difenn,хӳтӗле
1144,sich schlagen::V,lopañ,ҫапӑҫ
1145,siegen::V,trec'hiñ,ҫӗн
1146,siegen::V,trec'hiñ,ҫӗнтер
1147,ärgern::V,hegasiñ,тарӑхтар
1148,ärgern::V,hegasiñ,ҫиллентер
1149,schlagen::V,skeiñ,ҫап
1150,treten::V,botaouiñ,тап
1151,stechen::V,pikat,чик
1152,stoßen::V,stokañ,чыш
1153,stehlen::V,laerezh,вӑрла
1154,stören::V,direnkañ,кансӗрле
1155,belästigen::V,dregasiñ,аптӑрат
1156,belästigen::V,dregasiñ,хупла
1157,verbergen::V,skoachañ,пытар
1158,täuschen::V,tromplañ,суй
1159,betrügen::V,lorbañ,ултала
1160,töten::V,lazhañ,вӗлер
1161,wohnen::V,bezañ o chom,чуна пар
1162,wohnen::V,bezañ o chom,парӑнса тӑр
1163,arbeiten::V,labourat,ӗҫле
1164,sammeln::V,dastum,пух
1165,pflücken::V,kuntuilhañ,тат
1166,jagen::V,chaseal,сунара ҫӳре
1167,fischen::V,pesketa,пулӑ тыт
1168,fassen::V,pakañ,тыт
1169,hüten::V,geota,кӗт
1170,anbinden::V,stagañ,кӑкар
1171,füttern::V,boueta,ҫитер
1172,melken::V,goro,су
1173,hacken::V,difrakal,вакла
1174,gießen::V,dourañ,шӑвар
1175,reifen::V,azviñ,пиҫ
1176,zubereiten::V,keginañ,пӗҫер
1177,kochen::V,poazhañ,пӗҫер
1178,backen::V,fritañ,пӗҫер
1179,braten::V,rostañ,ӑшала
1180,stricken::V,stammañ,ҫых
1181,nähen::V,gwriat,ҫӗле
1182,färben::V,livañ,пӗвет
1183,reinigen::V,naetañ,тасат
1184,waschen::V,gwalc'hiñ,ҫу
1185,abwischen::V,torchañ,шӑл
1186,spülen::V,disgwalc'hiñ,чӳхе
1187,fegen::V,skubañ,шӑл
1188,kehren::V,skubañ,шӑл
1189,baden::V,kouronkañ,шыва кӗр
1190,sich waschen::V,en em walc'hiñ,ҫӑвӑн
1191,sich anziehen::V,gwiskañ,тӑхӑн
1192,kämmen::V,kribat,тура
1193,schmücken::V,kinklañ,илемлет
1194,sagen::V,larêt,те
1195,sagen::V,lavaret,те
1196,sprechen::V,komz,кала
1197,reden::V,kaozeal,сӑмахла
1198,reden::V,kaozeal,калаҫ
1199,sich unterhalten::V,balbotal,пупле
1200,fragen::V,goulenn,ыйт
1201,bitten::V,goulenn,ыйт
1202,erzählen::V,kontañ,каласа пар
1203,mitteilen::V,kemenn,пӗлтер
1204,mitteilen::V,kemenn,хыпарла
1205,nennen::V,anviñ,те
1206,nennen::V,anviñ,чӗн
1207,rufen::V,gelver,чӗн
1208,prahlen::V,fougeal,мухтан
1209,prahlen::V,fougeal,вӗҫкӗнлен
1210,übersetzen::V,treiñ,куҫар
1211,denken::V,soñjal,шухӑшла
1212,glauben::V,krediñ,ӗнен
1213,bemerken::V,apresevañ,асӑрха
1214,erkennen::V,anavout,палла
1215,begreifen::V,meizañ,ӑнлан
1216,verstehen::V,kompren,пӗл
1217,lernen::V,deskiñ,вӗрен
1218,wissen::V,gouzout,пӗл
1219,wissen::V,gouzout,ӑнкар
1220,sich erinnern an::V,kaout soñj e,аса ил
1221,vergessen::V,ankouaat,ман
1222,vergessen::V,ankouaat,манса кай
1223,messen::V,muzuliañ,виҫ
1224,zählen::V,kontañ,шутла
1225,rechnen::V,jedañ,шутла
1226,lesen::V,lenn,вула
1227,malen::V,livañ,ӳкер
1228,zeichnen::V,tresañ,ӳкер
1229,schreiben::V,skrivañ,ҫыр
1230,besitzen::V,kaout,тыт
1231,kaufen::V,prenañ,ил
1232,kaufen::V,prenañ,туян
1233,verkaufen::V,gwerzhañ,сут
1234,bezahlen::V,paeañ,тӳле
1235,zahlen::V,paeañ,тӳле
1236,beherrschen::V,mestroniañ,тыт
1237,ertragen::V,anduriñ,тӳс
1238,Grube::N,,шӑтӑк
1239,Spur::N,,йӗр
1240,Lehm::N,,тӑм
1241,Laut::N,,сасӑ
1242,Winkel::N,,кӗтес
1243,Lagerfeuer::N,,вут
1244,Lagerfeuer::N,,кӑвайт
1245,vergebens::ADV,,харам
1246,untergehen[Sonne]::V,,анса лар
1247,läuten::V,,шӑнкӑравла
1248,klingeln::V,,шӑнкӑравла
1249,sich fürchten::V,,шиклен
1250,fürchten::V,,хӑра
1251,gelingen::V,,ӑн
1252,geraten::V,,пул
1253,schwenken::V,,сулла
1254,reichen::V,,пар
1255,aufziehen::V,,вӗрент
1256,schießen::V,,пер
1257,treiben::V,,хӑвала
1258,umrühren::V,,хутӑштар
1259,ausziehen::V,,салан
1260,anziehen::V,,тӑхӑн
