,Concept_ID,,tr
0,Auge::N,,göz
1,Ohr::N,,kulak
2,Nase::N,,burun
3,Mund::N,,ağız
4,Zahn::N,,diş
5,Zunge::N,,dil
6,Lippe::N,,dudak
7,Wange::N,,yanak
8,Gesicht::N,,yüz
9,Stirn::N,,alın
10,Haar::N,,saç
11,Schnurrbart::N,,bıyık
12,Bart::N,,sakal
13,Kinn::N,,çene
14,Kiefer[Anatomie]::N,,çene
15,Kehle::N,,boğaz
16,Hals::N,,boyun
17,Hals::N,,gerdan
18,Genick::N,,ense
19,Kopf::N,,baş
20,Kopf::N,,kafa
21,Rücken::N,,arka
22,Bauch::N,,karın
23,Nabel::N,,göbek
24,Busen::N,,koyun
25,Brust::N,,göğüs
26,Schulter::N,,omuz
27,Arm::N,,kol
28,Ellenbogen::N,,dirsek
29,Hand::N,,el
30,Handfläche::N,,avuç
31,Handfläche::N,,el ayası
32,Finger::N,,parmak
33,Fingernagel::N,,el tırnağı
34,Nagel[Anatomie]::N,,tırnak
35,Zeh::N,,ayak parmağı
36,Fuß::N,,ayak
37,Ferse::N,,topuk
38,Knie::N,,diz
39,Oberschenkel::N,,uyluk
40,Bein::N,,bacak
41,Körper::N,,vücut
42,Haut::N,,cilt
43,Blut::N,,kan
44,Ader::N,,damar
45,Sehne::N,,kiriş
46,Knochen::N,,kemik
47,Gehirn::N,,beyin
48,Herz::N,,kalp
49,Herz::N,,yürek
50,Magen::N,,mide
51,Leber::N,,karaciğer
52,Atem::N,,nefes
53,Hunger::N,,açlık
54,Träne::N,,gözyaşı
55,Geschmack::N,,tat
56,Geschmack::N,,lezzet
57,Geruch::N,,koku
58,Schlaf::N,,uyku
59,Traum::N,,düş
60,Traum::N,,rüya
61,Himmel::N,,gök
62,Sonne::N,,güneş
63,Mond::N,,ay
64,Stern::N,,yıldız
65,Luft::N,,hava
66,Wind::N,,yel
67,Wind::N,,rüzgâr
68,Welle::N,,dalga
69,Wasser::N,,su
70,Stein::N,,taş
71,Boden::N,,yer
72,Boden::N,,zemin
73,Erde::N,,toprak
74,Staub::N,,toz
75,Rauch::N,,duman
76,Funke::N,,kıvılcım
77,Feuer::N,,ateş
78,Licht::N,,ışık
79,Schatten::N,,gölge
80,Wetter::N,,hava
81,Nebel::N,,pus
82,Wolke::N,,bulut
83,Regen::N,,yağmur
84,Schnee::N,,kar
85,Eis::N,,buz
86,Frost::N,,don
87,Kälte::N,,soğukluk
88,Hitze::N,,sıcaklık
89,Raureif::N,,kırç
90,Regenbogen::N,,gökkuşağı
91,Donner::N,,gök gürlemesi
92,Strömung::N,,akıntı
93,Strömung::N,,cereyan
94,Tropfen::N,,damla
95,Schaum::N,,köpük
96,Schmutz::N,,çamur
97,Schmutz::N,,pislik
98,See::N,,göl
99,Sumpf::N,,batak
100,Moor::N,,cılgıt
101,Wiese::N,,çimen
102,Wald::N,,koru
103,Wald::N,,orman
104,Hügel::N,,tepe
105,Anhöhe::N,,tümsek
106,Anhöhe::N,,yükseklik
107,Berg::N,,dağ
108,Gipfel::N,,zirve
109,Höhle::N,,in
110,Höhle::N,,mağara
111,Abhang::N,,bayır
112,Quelle::N,,pınar
113,Quelle::N,,kaynak
114,Bach::N,,çay
115,Bach::N,,dere
116,Fluss::N,,nehir
117,Ufer::N,,kıyı
118,Ufer::N,,sahil
119,Küste::N,,kıyı
120,Küste::N,,sahil
121,Festland::N,,kara
122,Meer::N,,deniz
123,Bucht::N,,koy
124,Bucht::N,,körfez
125,Insel::N,,ada
126,Blume::N,,çiçek
127,Gras::N,,ot
128,Gras::N,,çim
129,Wurzel::N,,kök
130,Baum::N,,ağaç
131,Stamm::N,,gövde
132,Rinde::N,,kabuk
133,Ast::N,,dal
134,Ast::N,,budak
135,Zweig::N,,dal
136,Blatt::N,,yaprak
137,Birke::N,,huş
138,Kiefer[Baum]::N,,çam
139,Weide[Baum]::N,,söğüt
140,Tanne::N,,çam
141,Tanne::N,,köknar
142,Horn::N,,boynuz
143,Feder::N,,tüy
144,Fell::N,,post
145,Flügel::N,,kanat
146,Klaue::N,,pençe
147,Kralle::N,,tırnak
148,Schwanz::N,,kuyruk
149,Ei::N,,yumurta
150,Nest::N,,yuva
151,Bau::N,,in
152,Tier::N,,hayvan
153,Herde::N,,sürü
154,Kuh::N,,inek
155,Bulle::N,,boğa
156,Pferd::N,,at
157,Pferd::N,,beygir
158,Schaf::N,,koyun
159,Schwein::N,,domuz
160,Hund::N,,it
161,Hund::N,,köpek
162,Katze::N,,kedi
163,Bär::N,,ayı
164,Eichhörnchen::N,,sincap
165,Elch::N,,büyük kuzey geyiği
166,Fuchs::N,,tilki
167,Hase::N,,tavşan
168,Maus::N,,fare
169,Maus::N,,sıçan
170,Wolf::N,,kurt
171,Vogel::N,,kuş
172,Schwarm::N,,sürü
173,Huhn::N,,tavuk
174,Hahn::N,,horoz
175,Gans::N,,kaz
176,Adler::N,,kartal
177,Adler::N,,karakuş
178,Ente::N,,ördek
179,Eule::N,,baykuş
180,Kranich::N,,turna
181,Krähe::N,,karga
182,Kuckuck::N,,guguk
183,Schwan::N,,kuğu
184,Fisch::N,,balık
185,Barsch::N,,hani
186,Barsch::N,,levrek
187,Hecht::N,,turnabalığı
188,Schlange[Tier]::N,,yılan
189,Wurm::N,,kurt
190,Wurm::N,,solucan
191,Spinne::N,,örümcek
192,Ameise::N,,karınca
193,Laus::N,,bit
194,Mücke::N,,sivrisinek
195,Fliege::N,,sinek
196,Schmetterling::N,,kelebek
197,Beere::N,,tane
198,Apfel::N,,elma
199,Pilz::N,,mantar
200,Zwiebel::N,,soğan
201,Saat::N,,ekin
202,Korn::N,,tane
203,Heu::N,,kuru ot
204,Schale::N,,kabuk
205,Grube::N,,çukur
206,Falle::N,,tuzak
207,Schlinge::N,,ilmik
208,Spur::N,,iz
209,Asche::N,,kül
210,Dreck::N,,pislik
211,Eisen::N,,demir
212,Gold::N,,altın
213,Silber::N,,gümüş
214,Kohle::N,,kömür
215,Glas::N,,cam
216,Lehm::N,,balçık
217,Sand::N,,kum
218,Mensch::N,,insan
219,Mann::N,,adam
220,Mann::N,,erkek
221,Frau::N,,bayan
222,Kind::N,,çocuk
223,Junge::N,,erkek çocuk
224,Mädchen::N,,kız
225,Familie::N,,aile
226,Großvater::N,,dede
227,Großvater::N,,büyükbaba
228,Großmutter::N,,nine
229,Großmutter::N,,büyükanne
230,Eltern::N,,ebeveyn
231,Eltern::N,,ana baba
232,Vater::N,,ata
233,Vater::N,,baba
234,Mutter::N,,ana
235,Mutter::N,,anne
236,Sohn::N,,oğul
237,Tochter::N,,kız
238,Tochter::N,,kız evlât
239,Bruder::N,,abi
240,Bruder::N,,erkek kardeş
241,Schwester::N,,abla
242,Schwester::N,,kız kardeş
243,Onkel::N,,dayı
244,Tante::N,,hala
245,Tante::N,,teyze
246,Ehemann::N,,koca
247,Ehefrau::N,,karı
248,Freude::N,,neşe
249,Freude::N,,sevinç
250,Gelächter::N,,gülme
251,Gelächter::N,,kahkaha
252,Glück::N,,mutluluk
253,Kummer::N,,dert
254,Kummer::N,,keder
255,Wunsch::N,,arzu
256,Wunsch::N,,istek
257,Lust::N,,arzu
258,Lust::N,,heves
259,Geist::N,,tin
260,Gedanke::N,,fikir
261,Gedanke::N,,düşünce
262,Gedächtnis::N,,bellek
263,Verstand::N,,zekâ
264,Sinn::N,,anlam
265,Grund::N,,sebep
266,Wahrheit::N,,doğruluk
267,Wahrheit::N,,gerçeklik
268,Gespräch::N,,görüşme
269,Märchen::N,,masal
270,Erzählung::N,,öykü
271,Erzählung::N,,hikâye
272,Nachricht::N,,haber
273,Neuigkeit::N,,haber
274,Name::N,,ad
275,Name::N,,isim
276,Rätsel::N,,bilmece
277,Rede::N,,söylev
278,Rede::N,,konuşma
279,Sprache::N,,dil
280,Sprache::N,,lisan
281,Stimme::N,,ses
282,Wort::N,,kelime
283,Zeichen::N,,işaret
284,Ruf::N,,çağırma
285,Lärm::N,,şamata
286,Lärm::N,,gürültü
287,Laut::N,,ses
288,Ton::N,,ses
289,Lied::N,,türkü
290,Ruhe::N,,sakinlik
291,Leute::N,,halk
292,Leute::N,,insanlar
293,Volk::N,,ulus
294,Volk::N,,millet
295,Arbeit::N,,iş
296,Arbeit::N,,çalışma
297,Gast::N,,konuk
298,Gast::N,,misafir
299,Geschenk::N,,hediye
300,Geschenk::N,,armağan
301,Spiel::N,,oyun
302,Gesellschaft::N,,çevre
303,Gesellschaft::N,,arkadaşlık
304,Hilfe::N,,yardım
305,Freund::N,,dost
306,Freund::N,,arkadaş
307,Kamerad::N,,arkadaş
308,Angelegenheit::N,,iş
309,Angelegenheit::N,,husus
310,Anzahl::N,,sayı
311,Art::N,,çeşit
312,Stück::N,,tane
313,Stück::N,,parça
314,Teil::N,,kısım
315,Hälfte::N,,yarı
316,Kreis::N,,daire
317,Kreuz::N,,haç
318,Linie::N,,hat
319,Linie::N,,çizgi
320,Strich::N,,çizgi
321,Abstand::N,,aralık
322,Entfernung::N,,mesafe
323,Entfernung::N,,uzaklık
324,Gegend::N,,yöre
325,Platz::N,,yer
326,Ort::N,,yer
327,Seite::N,,yan
328,Seite::N,,taraf
329,Mitte::N,,orta
330,Mitte::N,,merkez
331,Gegenstand::N,,şey
332,Sache::N,,iş
333,Sache::N,,şey
334,Rand::N,,kenar
335,Kante::N,,kenar
336,Ecke::N,,köşe
337,Spitze::N,,uç
338,Spitze::N,,baş
339,Ende::N,,uç
340,Loch::N,,oyuk
341,Loch::N,,delik
342,Winkel::N,,köşe
343,Muster::N,,örnek
344,Größe::N,,büyüklük
345,Länge::N,,uzunluk
346,Höhe::N,,yükseklik
347,Gewicht::N,,ağırlık
348,Menge::N,,miktar
349,Haufen::N,,küme
350,Haufen::N,,yığın
351,Reihe::N,,sıra
352,Boot::N,,kayık
353,Boot::N,,sandal
354,Ruder::N,,kürek
355,Schlitten::N,,kızak
356,Ski::N,,kayak
357,Lagerfeuer::N,,kamp ateşi
358,Last::N,,yük
359,Gang::N,,gidiş
360,Gang::N,,yürüyüş
361,Schritt::N,,adım
362,Norden::N,,kuzey
363,Süden::N,,güney
364,Westen::N,,batı
365,Osten::N,,doğu
366,Holz::N,,ağaç
367,Holz::N,,tahta
368,Brett::N,,tahta
369,Platte::N,,levha
370,Stütze::N,,dayak
371,Stütze::N,,destek
372,Stange::N,,çubuk
373,Stock::N,,sopa
374,Stock::N,,değnek
375,Stab::N,,sırık
376,Stab::N,,baston
377,Rohr::N,,boru
378,Haus::N,,ev
379,Heim::N,,ev
380,Heim::N,,yurt
381,Ofen::N,,soba
382,Fußboden::N,,taban
383,Fußboden::N,,döşeme
384,Tisch::N,,masa
385,Stuhl::N,,iskemle
386,Stuhl::N,,sandalye
387,Wiege::N,,beşik
388,Bett::N,,yatak
389,Regal::N,,raf
390,Kiste::N,,sandık
391,Fenster::N,,pencere
392,Tür::N,,kapı
393,Tor::N,,kapı
394,Zaun::N,,çit
395,Dach::N,,dam
396,Dach::N,,çatı
397,Leiter::N,,merdiven
398,Besen::N,,süpürge
399,Spaten::N,,bel
400,Schaufel::N,,kürek
401,Gabel::N,,çatal
402,Löffel::N,,kaşık
403,Messer::N,,bıçak
404,Nagel::N,,çivi
405,Netz::N,,ağ
406,Haken::N,,çengel
407,Griff::N,,kulp
408,Griff::N,,tutamak
409,Schloss::N,,kilit
410,Bild::N,,imaj
411,Bild::N,,resim
412,Figur::N,,şekil
413,Figur::N,,heykel
414,Puppe::N,,kukla
415,Beutel::N,,kese
416,Beutel::N,,torba
417,Bündel::N,,deste
418,Tasche::N,,çanta
419,Eimer::N,,kova
420,Deckel::N,,kapak
421,Geschirr::N,,kap kacak
422,Sack::N,,torba
423,Tasse::N,,fincan
424,Topf::N,,tencere
425,Kessel::N,,kazan
426,Essen::N,,yemek
427,Nahrung::N,,gıda
428,Nahrung::N,,besin
429,Speise::N,,yemek
430,Fleisch::N,,et
431,Getreide::N,,tahıl
432,Getreide::N,,hububat
433,Brei::N,,ezme
434,Brot::N,,ekmek
435,Scheibe::N,,dilim
436,Fett::N,,yağ
437,Butter::N,,tereyağı
438,Öl::N,,yağ
439,Öl::N,,akar yağ
440,Salz::N,,tuz
441,Suppe::N,,çorba
442,Honig::N,,bal
443,Milch::N,,süt
444,Tee::N,,çay
445,Leder::N,,deri
446,Leder::N,,meşin
447,Wolle::N,,yün
448,Stoff::N,,kumaş
449,Nadel::N,,iğne
450,Faden::N,,tire
451,Faden::N,,iplik
452,Knopf::N,,düğme
453,Knoten::N,,düğüm
454,Farbe::N,,boya
455,Kleidung::N,,giyim
456,Hemd::N,,gömlek
457,Kragen::N,,yaka
458,Ärmel::N,,yen
459,Ärmel::N,,elbise kolu
460,Hose::N,,pantolon
461,Gürtel::N,,kuşak
462,Mütze::N,,bere
463,Mütze::N,,kasket
464,Schuh::N,,kundura
465,Schuh::N,,ayakkabı
466,Stiefel::N,,çizme
467,Ring::N,,yüzük
468,Band::N,,bağ
469,Band::N,,şerit
470,Kamm::N,,tarak
471,Spiegel::N,,ayna
472,Riemen::N,,kayış
473,Schnur::N,,ip
474,Schnur::N,,sicim
475,Leine::N,,kayış
476,Decke::N,,örtü
477,Decke::N,,yorgan
478,Kissen::N,,yastık
479,Tuch::N,,bez
480,Handtuch::N,,havlu
481,Kraft::N,,güç
482,Kraft::N,,kuvvet
483,Stärke::N,,kuvvet
484,Gesundheit::N,,sağlık
485,Krankheit::N,,hastalık
486,Schmerz::N,,ağrı
487,Schmerz::N,,sancı
488,Wunde::N,,yara
489,Fieber::N,,ateş
490,Arznei::N,,ilâç
491,Brücke::N,,köprü
492,Brunnen::N,,kuyu
493,Brunnen::N,,çeşme
494,Weide::N,,otlak
495,Pfad::N,,patika
496,Pfad::N,,keçiyolu
497,Weg::N,,yol
498,Straße::N,,yol
499,Straße::N,,cadde
500,Dorf::N,,köy
501,Stadt::N,,kent
502,Stadt::N,,şehir
503,Brief::N,,mektup
504,Buch::N,,kitap
505,Buchstabe::N,,harf
506,Zeitung::N,,gazete
507,Leben::N,,hayat
508,Tod::N,,ölüm
509,Grab::N,,kabir
510,Kirche::N,,kilise
511,Sünde::N,,günah
512,Gott::N,,tanrı
513,Arbeiter::N,,işçi
514,Chef::N,,şef
515,Chef::N,,müdür
516,Meister::N,,usta
517,Arzt::N,,hekim
518,Arzt::N,,doktor
519,Lehrer::N,,hoca
520,Lehrer::N,,öğretmen
521,Geld::N,,para
522,Geschäft::N,,ticaret
523,Laden::N,,dükkân
524,Preis::N,,fiyat
525,Ware::N,,mal
526,Nutzen::N,,fayda
527,Reichtum::N,,servet
528,Reichtum::N,,zenginlik
529,Welt::N,,dünya
530,Land::N,,ülke
531,Staat::N,,devlet
532,König::N,,kral
533,Macht::N,,kudret
534,Macht::N,,iktidar
535,Grenze::N,,had
536,Grenze::N,,sınır
537,Krieg::N,,savaş
538,Feind::N,,düşman
539,Gewalt::N,,zor
540,Gewalt::N,,cebir
541,Kampf::N,,savaş
542,Bogen[Waffe]::N,,yay
543,Pfeil::N,,ok
544,Gewehr::N,,tüfek
545,Fehler::N,,hata
546,Fehler::N,,yanlış
547,Lüge::N,,yalan
548,Schaden::N,,zarar
549,Unglück::N,,felâket
550,Unglück::N,,talihsizlik
551,Schuld::N,,suç
552,Schuld::N,,kabahat
553,Alter::N,,yaş
554,Schluss::N,,son
555,Zeit::N,,zaman
556,Tag::N,,gün
557,Morgen::N,,sabah
558,Mittag::N,,öğle
559,Abend::N,,akşam
560,Nacht::N,,gece
561,Woche::N,,hafta
562,Monat::N,,ay
563,Jahr::N,,yıl
564,Jahr::N,,sene
565,Frühling::N,,ilkbahar
566,Sommer::N,,yaz
567,Herbst::N,,güz
568,Herbst::N,,sonbahar
569,Winter::N,,kış
570,Januar::N,,ocak
571,Februar::N,,şubat
572,März::N,,mart
573,April::N,,nisan
574,Mai::N,,mayıs
575,Juni::N,,haziran
576,Juli::N,,temmuz
577,August::N,,ağustos
578,September::N,,eylül
579,Oktober::N,,ekim
580,November::N,,kasım
581,Dezember::N,,aralık
582,Montag::N,,pazartesi
583,Dienstag::N,,salı
584,Mittwoch::N,,çarşamba
585,Donnerstag::N,,perşembe
586,Freitag::N,,cuma
587,Samstag::N,,cumartesi
588,Sonntag::N,,pazar
589,groß::A,,büyük
590,klein::A,,ufak
591,klein::A,,küçük
592,lang::A,,uzun
593,kurz::A,,kısa
594,breit::A,,enli
595,breit::A,,geniş
596,schmal::A,,dar
597,dicht::A,,sık
598,dicht::A,,yoğun
599,dick[Gegenstand]::A,,kalın
600,dick[Gegenstand]::A,,iri
601,dünn::A,,ince
602,fein::A,,ince
603,fein::A,,narin
604,fest::A,,sabit
605,fest::A,,sağlam
606,flach::A,,düz
607,flach::A,,yassı
608,glatt::A,,düz
609,hart::A,,katı
610,weich::A,,yumuşak
611,rund::A,,yuvarlak
612,spitz::A,,sivri
613,scharf::A,,keskin
614,stumpf::A,,kör
615,schwer::A,,ağır
616,schön::A,,güzel
617,heiß::A,,kızgın
618,warm::A,,sıcak
619,kalt::A,,soğuk
620,kühl::A,,serin
621,frisch::A,,taze
622,feucht::A,,nemli
