,Concept_ID,,tr
623,feucht::A,,rutubetli
624,nass::A,,yaş
625,nass::A,,ıslak
626,trocken::A,,kuru
627,voll::A,,dolu
628,voll::A,,dolmuş
629,leer::A,,boş
630,offen::A,,açık
631,geschlossen::A,,kapalı
632,sauber::A,,pak
633,sauber::A,,temiz
634,schmutzig::A,,pis
635,schmutzig::A,,kirli
636,roh::A,,çiğ
637,reif::A,,olgun
638,lecker::A,,lezzetli
639,süß::A,,tatlı
640,süß::A,,şekerli
641,bitter::A,,acı
642,sauer::A,,ekşi
643,hell::A,,aydınlık
644,dunkel::A,,karanlık
645,schwarz::A,,kara
646,schwarz::A,,siyah
647,weiß::A,,ak
648,weiß::A,,beyaz
649,rot::A,,kırmızı
650,gelb::A,,sarı
651,blau::A,,mavi
652,grün::A,,yeşil
653,grau::A,,boz
654,bunt::A,,renkli
655,billig::A,,ucuz
656,teuer::A,,pahalı
657,wertvoll::A,,değerli
658,blind::A,,kör
659,taub::A,,sağır
660,kräftig::A,,dinç
661,kräftig::A,,kuvvetli
662,stark::A,,güçlü
663,stark::A,,kuvvetli
664,schwach::A,,zayıf
665,schwach::A,,güçsüz
666,fett::A,,şişman
667,schlank::A,,narin
668,hübsch::A,,güzel
669,hübsch::A,,sevimli
670,böse::A,,kötü
671,dumm::A,,aptal
672,faul::A,,tembel
673,fleißig::A,,çalışkan
674,geizig::A,,cimri
675,klug::A,,zekî
676,klug::A,,akıllı
677,geschickt::A,,becerikli
678,lieb::A,,sevimli
679,lustig::A,,neşeli
680,sanft::A,,nazik
681,hungrig::A,,aç
682,krank::A,,hasta
683,krank::A,,rahatsız
684,nackt::A,,çıplak
685,traurig::A,,kederli
686,traurig::A,,üzüntülü
687,lebendig::A,,canlı
688,gut::A,,iyi
689,schlecht::A,,kötü
690,richtig::A,,doğru
691,schlimm::A,,kötü
692,wahr::A,,doğru
693,wahr::A,,gerçek
694,alt::A,,eski
695,neu::A,,yeni
696,ehemalig::A,,önceki
697,alt[Lebewesen]::A,,yaşlı
698,jung::A,,genç
699,arm::A,,fakir
700,reich::A,,zengin
701,bekannt::A,,bilinen
702,berühmt::A,,ünlü
703,berühmt::A,,meşhur
704,fremd::A,,yabancı
705,verschieden::A,,ayrı
706,verschieden::A,,farklı
707,nah::A,,yakın
708,nah::A,,bitişik
709,fern::A,,uzak
710,linker::A,,sol
711,rechter::A,,sağ
712,anderer::A,,diğer
713,erster::A,,ilk
714,erster::A,,birinci
715,zweiter::A,,ikinci
716,dritter::A,,üçüncü
717,letzter::A,,son
718,letzter::A,,sonuncu
719,allein::ADV,,yalnız
720,allein::ADV,,tek başına
721,auf einmal::ADV,,birden
722,zusammen::ADV,,beraber
723,zusammen::ADV,,birlikte
724,lange::ADV,,çok
725,lange::ADV,,uzun
726,plötzlich::ADV,,ansızın
727,plötzlich::ADV,,birdenbire
728,sofort::ADV,,hemen
729,sofort::ADV,,derhal
730,später::ADV,,daha sonra
731,jetzt::ADV,,şimdi
732,heute::ADV,,bugün
733,morgen::ADV,,yarın
734,bald::ADV,,yakında
735,dann::ADV,,sonra
736,gestern::ADV,,dün
737,einst::ADV,,eskiden
738,damals::ADV,,o zamanlar
739,danach::ADV,,sonradan
740,danach::ADV,,ondan sonra
741,vorher::ADV,,önce
742,vorher::ADV,,önceden
743,zuerst::ADV,,ilk önce
744,einmal::ADV,,bir defa
745,manchmal::ADV,,bazan
746,oft::ADV,,sık sık
747,oft::ADV,,çok defa
748,immer::ADV,,daima
749,immer::ADV,,her zaman
750,niemals::ADV,,asla değil
751,niemals::ADV,,hiçbir zaman
752,hier::ADV,,burada
753,hierhin::ADV,,buraya
754,von hier::ADV,,buradan
755,dort::ADV,,orada
756,dort::ADV,,şurada
757,dorthin::ADV,,oraya
758,dorthin::ADV,,şuraya
759,geradeaus::ADV,,doğru
760,vorwärts::ADV,,ileri
761,rückwärts::ADV,,geri
762,zurück::ADV,,geriye
763,unten::ADV,,aşağıda
764,hinab::ADV,,aşağıya
765,oben::ADV,,yukarıda
766,hinauf::ADV,,yukarı
767,hinauf::ADV,,yukarıya
768,überall::ADV,,her yerde
769,nicht::ADV,,-mi-
770,nicht::ADV,,değil
771,ein wenig::ADV,,biraz
772,kaum::ADV,,dar
773,kaum::ADV,,hemen hemen değil
774,sehr::ADV,,pek
775,sehr::ADV,,gayet
776,so::ADV,,öyle
777,so::ADV,,böyle
778,noch::ADV,,hâlâ
779,noch::ADV,,henüz
780,nur::ADV,,ancak
781,nur::ADV,,yalnız
782,schon::ADV,,çoktan
783,wieder::ADV,,tekrar
784,wieder::ADV,,yeniden
785,vergebens::ADV,,boşuna
786,vor::PRP,,önünde
787,hinter::PRP,,arkasında
788,unter::PRP,,altında
789,durch::PRP,,sayesinde
790,durch::PRP,,ortasından
791,neben::PRP,,yanında
792,zwischen::PRP,,arasında
793,wegen::PRP,,dolayı
794,dies::PRN,,bu
795,das::PRN,,o
796,das::PRN,,şu
797,alles::PRN,,hepsi
798,alles::PRN,,her şey
799,ich::PRN,,ben
800,du::PRN,,sen
801,er::PRN,,o
802,wir::PRN,,biz
803,ihr::PRN,,siz
804,sie::PRN,,onlar
805,was::FPRN,,ne
806,wer::FPRN,,kim
807,wo::FADV,,nerede
808,wohin::FADV,,nereye
809,wie::FADV,,nasıl
810,warum::FADV,,neden
811,wieviel::FNUM,,kaç
812,wieviel::FNUM,,ne kadar
813,eins::NUM,,bir
814,zwei::NUM,,iki
815,drei::NUM,,üç
816,vier::NUM,,dört
817,fünf::NUM,,beş
818,sechs::NUM,,altı
819,sieben::NUM,,yedi
820,acht::NUM,,sekiz
821,neun::NUM,,dokuz
822,zehn::NUM,,on
823,elf::NUM,,on bir
824,zwölf::NUM,,on iki
825,zwanzig::NUM,,yirmi
826,dreißig::NUM,,otuz
827,vierzig::NUM,,kırk
828,fünfzig::NUM,,elli
829,sechzig::NUM,,altmış
830,siebzig::NUM,,yetmiş
831,achtzig::NUM,,seksen
832,neunzig::NUM,,doksan
833,hundert::NUM,,yüz
834,tausend::NUM,,bin
835,und::CNJ,,ve
836,und::CNJ,,ile
837,oder::CNJ,,ya
838,oder::CNJ,,yahut
839,stehen::V,,durmak
840,sitzen::V,,oturmak
841,liegen::V,,yatmak
842,hängen::V,,asılı olmak
843,werden::V,,olmak
844,werden::V,,olunmak
845,passieren::V,,olmak
846,beginnen::V,,başlamak
847,enden::V,,bitmek
848,enden::V,,sona ermek
849,wechseln::V,,değişmek
850,aufgehen[Sonne]::V,,doğmak
851,untergehen[Sonne]::V,,batmak
852,scheinen[Sonne]::V,,parlamak
853,donnern::V,,gök gürlemek
854,wehen::V,,esmek
855,strömen::V,,akmak
856,fließen::V,,akmak
857,sich drehen::V,,dönmek
858,schwanken::V,,sallanmak
859,schwingen::V,,titremek
860,fallen::V,,düşmek
861,brennen::V,,yanmak
862,rauchen::V,,tütmek
863,regnen::V,,yağmak
864,gefrieren::V,,donmak
865,tauen::V,,erimek
866,schmelzen::V,,erimek
867,trocknen::V,,kurumak
868,sieden::V,,kaynamak
869,faulen::V,,çürümek
870,verfaulen::V,,çürümek
871,reißen::V,,yırtılmak
872,versinken::V,,batmak
873,vergehen::V,,geçmek
874,erscheinen::V,,görünmek
875,verschwinden::V,,kaybolmak
876,sinken::V,,inmek
877,abnehmen::V,,azalmak
878,zunehmen::V,,artmak
879,zunehmen::V,,çoğalmak
880,steigen::V,,artmak
881,steigen::V,,yükselmek
882,wachsen::V,,büyümek
883,wachsen::V,,gelişmek
884,glänzen::V,,parlamak
885,funkeln::V,,parıldamak
886,lärmen::V,,gürültü yapmak
887,läuten::V,,çalmak
888,klingeln::V,,zil çalmak
889,klirren::V,,şakırdamak
890,klirren::V,,zangırdamak
891,brausen::V,,köpürmek
892,brausen::V,,kükremek
893,rauschen::V,,fışırdamak
894,klingen::V,,tınlamak
895,bellen::V,,havlamak
896,heulen::V,,ulumak
897,blasen::V,,üflemek
898,pfeifen::V,,düdük çalmak
899,schreien::V,,bağırmak
900,schreien::V,,haykırmak
901,stöhnen::V,,inlemek
902,zittern::V,,titremek
903,leben::V,,yaşamak
904,leben::V,,hayatta olmak
905,geboren werden::V,,doğmak
906,atmen::V,,solunmak
907,atmen::V,,nefes almak
908,trinken::V,,içmek
909,essen::V,,yemek
910,schlucken::V,,yutmak
911,müde werden::V,,yorulmak
912,einschlafen::V,,uykuya dalmak
913,schlafen::V,,uyumak
914,aufwachen::V,,uyanmak
915,aufstehen::V,,kalkmak
916,aufstehen::V,,yataktan kalkmak
917,sich erholen::V,,dinlenmek
918,krank werden::V,,hastalanmak
919,krank sein::V,,hasta olmak
920,schmerzen::V,,ağrımak
921,husten::V,,öksürmek
922,genesen::V,,şifa bulmak
923,sterben::V,,ölmek
924,sterben::V,,vefat etmek
925,umkommen::V,,ölmek
926,sich bewegen::V,,hareket etmek
927,sich rühren::V,,kımıldanmak
928,sich erheben::V,,kalkmak
929,sich erheben::V,,ayağa kalkmak
930,sich setzen::V,,oturmak
931,hinfallen::V,,yere düşmek
932,laufen::V,,yürümek
933,schreiten::V,,yürümek
934,schreiten::V,,adım atmak
935,spazierengehen::V,,gezmek
936,spazierengehen::V,,dolaşmak
937,eilen::V,,seğirtmek
938,sich beeilen::V,,acele etmek
939,sausen::V,,hızla gitmek
940,rennen::V,,koşmak
941,springen::V,,atlamak
942,springen::V,,sıçramak
943,klettern::V,,tırmanmak
944,schaukeln::V,,sallanmak
945,kriechen::V,,sürünmek
946,schwimmen::V,,yüzmek
947,tauchen::V,,dalmak
948,rudern::V,,kürek çekmek
949,fahren::V,,gitmek
950,fliegen::V,,uçmak
951,gehen::V,,gitmek
952,weggehen::V,,gitmek
953,abfahren::V,,kalkmak
954,anhalten::V,,durmak
955,hineingehen::V,,içeri girmek
956,eintreten::V,,girmek
957,kommen::V,,gelmek
958,ankommen::V,,varmak
959,zurückkommen::V,,dönmek
960,bleiben::V,,kalmak
961,warten::V,,beklemek
962,erwarten::V,,beklemek
963,suchen::V,,aramak
964,finden::V,,bulmak
965,versuchen::V,,denemek
966,vorbereiten::V,,hazırlamak
967,lieben::V,,sevmek
968,mögen::V,,beğenmek
969,lachen::V,,gülmek
970,rühren::V,,dokunmak
971,rühren::V,,duygulandırmak
972,weinen::V,,ağlamak
973,schimpfen::V,,küfretmek
974,sich ärgern::V,,kızmak
975,sich fürchten::V,,korkmak
976,fürchten::V,,korkmak
977,fliehen::V,,kaçmak
978,flüchten::V,,kaçmak
979,sehen::V,,görmek
980,anschauen::V,,seyretmek
981,ansehen::V,,bakmak
982,hören::V,,duymak
983,hören::V,,işitmek
