,Concept_ID,ml,it
650,blau::A,നീലനിറമുള്ള,blu
651,blau::A,നീലനിറമുള്ള,azzurro
652,grün::A,പച്ചനിറമുള്ള,verde
653,grau::A,ചാരനിറത്തിലുള്ള,grigio
654,bunt::A,വർണ്ണശബളമായ,variopinto
655,billig::A,വിലകുറഞ്ഞ,a buon prezzo
656,billig::A,വിലകുറഞ്ഞ,a buon mercato
657,teuer::A,ചെലവേറിയ,caro
658,wertvoll::A,വിലപിടിപ്പുള്ള,prezioso
659,blind::A,അന്ധനായ,cieco
660,taub::A,കേൾവിക്കുറവുള്ള,sordo
661,kräftig::A,ശക്തിയുള്ള,forte
662,kräftig::A,ശക്തിയുള്ള,robusto
663,stark::A,ബലമുള്ള,forte
664,stark::A,ബലമുള്ള,vigoroso
665,schwach::A,ക്ഷീണിച്ച,dèbole
666,fett::A,കൊഴുപ്പുള്ള,grasso
667,schlank::A,മെലിഞ്ഞ,snello
668,schlank::A,മെലിഞ്ഞ,slanciato
669,hübsch::A,മനോഹരമായ,bello
670,hübsch::A,മനോഹരമായ,carino
671,böse::A,പാപിയായ,cattivo
672,dumm::A,വിവരംകെട്ട,stùpido
673,faul::A,അലസനായ,pigro
674,fleißig::A,അദ്ധ്വാനശീലമുള്ള,diligente
675,geizig::A,പിശുക്കനായ,avaro
676,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,intelligente
677,geschickt::A,പ്രതിഭാശാലി,àbile
678,lieb::A,പ്രിയപ്പെട്ട,caro
679,lustig::A,ആനന്ദകരമായ,gaio
680,lustig::A,ആനന്ദകരമായ,allegro
681,sanft::A,സൌമ്യമായ,dolce
682,hungrig::A,വിശപ്പുള്ള,affamato
683,krank::A,അസുഖമുള്ള,malato
684,krank::A,അസുഖമുള്ള,infermo
685,nackt::A,നഡമായ,nudo
686,traurig::A,വിഷമമുള്ള,triste
687,lebendig::A,ഉപജീവനം,vivo
688,gut::A,നല്ല,buono
689,schlecht::A,മോശമായ,cattivo
690,richtig::A,ശരിയായ,giusto
691,schlimm::A,വൃത്തികെട്ട,grave
692,wahr::A,ശരിയായ,vero
693,alt::A,പഴയ,vecchio
694,neu::A,പുതിയ,nuovo
695,ehemalig::A,മുൻ,vecchio
696,ehemalig::A,മുൻ,d'una_volta
697,alt[Lebewesen]::A,വയസ്സുള്ള,anziano
698,jung::A,കൌമാരമായ,giovane
699,arm::A,പാവപ്പെട്ട,pòvero
700,reich::A,സമ്പന്നമായ,ricco
701,bekannt::A,പരിചിതമായ,noto
702,bekannt::A,പരിചിതമായ,conosciuto
703,berühmt::A,പ്രശസ്തനായ,famoso
704,berühmt::A,പ്രശസ്തനായ,cèlebre
705,fremd::A,വൈദേശികമായ,estràneo
706,fremd::A,വൈദേശികമായ,straniero
707,verschieden::A,വ്യത്യസ്തമായ,diverso
708,verschieden::A,വ്യത്യസ്തമായ,differente
709,nah::A,അരികത്തുള്ള,vicino
710,nah::A,അരികത്തുള്ള,propinquo
711,fern::A,അകലെയുള്ള,lontano
712,linker::A,അവശേഷിച്ച,sinistro
713,rechter::A,വലത്തേ,destro
714,anderer::A,മറ്റുള്ള,altro
715,erster::A,ആദ്യത്തെ,primo
716,zweiter::A,രണ്ടാം,secondo
717,dritter::A,മൂന്നാമത്,terzo
718,letzter::A,അവസാനത്തെ,ùltimo
719,allein::ADV,തനിച്ചുള്ള,solo
720,allein::ADV,തനിച്ചുള്ള,da solo
721,auf einmal::ADV,ഉടന്,insieme
722,zusammen::ADV,ഒരുമിച്ച,insieme
723,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,a lungo
724,plötzlich::ADV,പെട്ടെന്ന്,all'improvviso
725,sofort::ADV,തത്ക്ഷണം,sùbito
726,sofort::ADV,തത്ക്ഷണം,all'istante
727,später::ADV,പിന്നീട്,più tardi
728,jetzt::ADV,ഇപ്പോൾ,ora
729,jetzt::ADV,ഇപ്പോൾ,adesso
730,heute::ADV,ഇന്ന്,oggi
731,morgen::ADV,നാളെ,domani
732,bald::ADV,ഉടനെ,presto
733,bald::ADV,ഉടനെ,tra poco
734,dann::ADV,അപ്പോൾ,allora
735,gestern::ADV,ഇന്നലെ,ieri
736,einst::ADV,പണ്ടൊരിക്കല്,prima
737,einst::ADV,പണ്ടൊരിക്കല്,un tempo
738,damals::ADV,അപ്പോൾ,allora
739,danach::ADV,പിന്നീട്,poi
740,danach::ADV,പിന്നീട്,dopo
741,vorher::ADV,മുൻപ്,prima
742,zuerst::ADV,ആദ്യം,prima
743,zuerst::ADV,ആദ്യം,dapprima
744,einmal::ADV,ഒരിക്കൽ,una volta
745,manchmal::ADV,ചിലപ്പോൾ,talvolta
746,manchmal::ADV,ചിലപ്പോൾ,qualche volta
747,oft::ADV,പലപ്പോഴും,spesso
748,immer::ADV,എപ്പോഴും,sempre
749,niemals::ADV,ഒരിക്കലും,non mai
750,hier::ADV,ഇവിടെ,qua
751,hierhin::ADV,ഇവിടേക്ക്,qua
752,von hier::ADV,ഇവിടെനിന്ന്,ne
753,von hier::ADV,ഇവിടെനിന്ന്,da qui
754,dort::ADV,അവിടെ,lì
755,dorthin::ADV,അവിടേക്ക്,là
756,geradeaus::ADV,മുമ്പിൽ,diritto
757,geradeaus::ADV,മുമന്നോട്ട്,diritto
758,vorwärts::ADV,മുന്നോട്ട്,avanti
759,rückwärts::ADV,തലതിരിച്ച്,all'indietro
760,zurück::ADV,പുറകിലേക്ക്,di indietro
761,unten::ADV,താഴെ,giù
762,unten::ADV,താഴെ,sotto
763,hinab::ADV,താഴേക്ക്,giù
764,hinab::ADV,താഴേക്ക്,in giù
765,oben::ADV,മുകളിൽ,su
766,oben::ADV,മുകളിൽ,sopra
767,hinauf::ADV,മുകളിൽ,in sù
768,hinauf::ADV,മുകളിൽ,in alto
769,überall::ADV,എല്ലായിടത്തും,dappertutto
770,nicht::ADV,ഇല്ല,non
771,ein wenig::ADV,കുറച്ച്,un po'
772,ein wenig::ADV,കുറച്ച്,un poco
773,kaum::ADV,കഷ്ടിച്ച്,a appena
774,sehr::ADV,വളരെ,molto
775,so::ADV,അങ്ങനെ,così
776,so::ADV,അങ്ങനെ,tanto
777,noch::ADV,ഇപ്പോഴും,ancora
778,nur::ADV,മാത്രം,solo
779,nur::ADV,മാത്രം,soltanto
780,schon::ADV,നേരത്തേ തന്നെ,già
781,wieder::ADV,വീണ്ടും,di nuovo
782,vergebens::ADV,വിഫല,invano
783,vor::PRP,മുമ്പിൽ,davanti a
784,hinter::PRP,പുറകിൽ,dietro
785,unter::PRP,കീഴിൽ,sotto
786,durch::PRP,ഉള്ളിലൂടെ,per
787,durch::PRP,ഉള്ളിലൂടെ,attraverso
788,neben::PRP,അടുത്ത്,a accanto a
789,zwischen::PRP,ഇടയ്ക്ക്,fra
790,wegen::PRP,നിമിത്തം,a causa di
791,dies::PRN,ഇത്,ciò
792,dies::PRN,ഇത്,questo
793,das::PRN,അത്,ciò
794,das::PRN,അത്,quello
795,alles::PRN,എല്ലാം,tutto
796,ich::PRN,ഞാൻ,ìo
797,du::PRN,നിങ്ങൾ,tu
798,er::PRN,അദ്ദേഹം,lui
799,er::PRN,അദ്ദേഹം,egli
800,er::PRN,അയാൾ,lui
801,er::PRN,അയാൾ,egli
802,er::PRN,അവൻ,lui
803,er::PRN,അവൻ,egli
804,er::PRN,അവർ,lui
805,er::PRN,അവർ,egli
806,er::PRN,അവൾ,lui
807,er::PRN,അവൾ,egli
808,wir::PRN,നമ്മൾ,noi
809,ihr::PRN,നിങ്ങൾ,voi
810,sie::PRN,അവർ,loro
811,was::FPRN,എന്ത്,che
812,was::FPRN,എന്ത്,che cosa
813,wer::FPRN,ആര്,chi
814,wo::FADV,എവിടെ,dove
815,wohin::FADV,എവിടേക്ക്,dove
816,wie::FADV,എങ്ങനെ,come
817,warum::FADV,എന്തുകൊണ്ട്,perche
818,wieviel::FNUM,എത്ര,quanto
819,eins::NUM,ഒന്ന്,uno
820,zwei::NUM,രണ്ട്,due
821,drei::NUM,മൂന്ന്,tre
822,vier::NUM,നാല്,quattro
823,fünf::NUM,അഞ്ച്,cinque
824,sechs::NUM,ആറ്,sei
825,sieben::NUM,ഏഴ്,sette
826,acht::NUM,എട്ട്,otto
827,neun::NUM,ഒമ്പത്,nove
828,zehn::NUM,പത്ത്,dieci
829,elf::NUM,പതിനൊന്ന്,ùndici
830,zwölf::NUM,പന്ത്രണ്ട്,dodici
831,zwanzig::NUM,ഇരുപത്,venti
832,dreißig::NUM,മുപ്പത്,trenta
833,vierzig::NUM,നാൽപ്പത്,quaranta
834,fünfzig::NUM,അൻപത്,cinquanta
835,sechzig::NUM,അറുപത്,sessanta
836,siebzig::NUM,എഴുപത്,settanta
837,achtzig::NUM,എൺപത്,ottanta
838,neunzig::NUM,തൊണ്ണൂറ്,novanta
839,hundert::NUM,നൂറ്,cento
840,tausend::NUM,ആയിരം,mille
841,und::CNJ,ഉം,e
842,oder::CNJ,അഥവാ,o
843,stehen::V,നിൽക്കുക,stare in piedi
844,sitzen::V,ഇരിക്കുക,sedere
845,sitzen::V,ഇരിക്കുക,stare seduto
846,liegen::V,കിടക്കുക,giacere
847,hängen::V,തൂങ്ങുക,pèndere
848,hängen::V,തൂങ്ങുക,èssere appeso
849,werden::V,ആയിത്തീരുക,farsi
850,werden::V,ആയിത്തീരുക,diventare
851,passieren::V,സംഭവിക്കുക,succèdere
852,beginnen::V,ആരംഭിക്കുക,cominciare
853,enden::V,അവസാനിപ്പിക്കുക,finire
854,enden::V,അവസാനിപ്പിക്കുക,terminare
855,wechseln::V,മാറ്റുക,variare
856,wechseln::V,മാറ്റുക,cambiare
857,aufgehen[Sonne]::V,ഉയരുക,sòrgere
858,aufgehen[Sonne]::V,ഉയരുക,spuntare
859,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,tramontare
860,scheinen[Sonne]::V,പ്രകാശിക്കുക,splèndere
861,donnern::V,ഇടിവെട്ടുക,tonare
862,wehen::V,വീശുക,soffiare
863,strömen::V,ഒഴുകുക,fluire
864,fließen::V,ഒഴുകുക,fluire
865,fließen::V,ഒഴുകുക,scorrere
866,sich drehen::V,ചുറ്റുക,girarsi
867,sich drehen::V,കറക്കുക,girarsi
868,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,oscillare
869,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,barcollare
870,schwingen::V,ആടുക,vibrare
871,schwingen::V,ആടുക,oscillare
872,fallen::V,വീഴുക,cadere
873,brennen::V,കത്തുക,àrdere
874,brennen::V,കത്തുക,bruciare
875,rauchen::V,പുകയുക,fumare
876,regnen::V,മഴ_പെയ്യുക,piòvere
877,gefrieren::V,തണത്ത്_മരവിക്കുക,gelarsi
878,gefrieren::V,തണത്ത്_മരവിക്കുക,congelarsi
879,tauen::V,അലിയുക,sciògliersi
880,schmelzen::V,ഉരുകുക,fòndere
881,schmelzen::V,ഉരുകുക,sciògliersi
882,trocknen::V,വരളുക,asciugarsi
883,sieden::V,തിളപ്പിക്കുക,bollire
884,faulen::V,ചീയുക,marcire
885,verfaulen::V,അഴുകുക,imputridire
886,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,strapparsi
887,versinken::V,മുക്കുക,affondare
888,vergehen::V,കടന്നുപോകുക,passare
889,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,apparire
890,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,comparire
891,verschwinden::V,അദൃശ്യമാകുക,sparire
892,verschwinden::V,അദൃശ്യമാകുക,scomparire
893,sinken::V,താഴുക,calare
894,sinken::V,താഴുക,scendere
895,abnehmen::V,കുറിയുക,diminuire
896,zunehmen::V,വർദ്ധിക്കുക,aumentare
897,steigen::V,ഉയരുക,salire
898,steigen::V,ഉയരുക,montare
899,wachsen::V,വളരുക,crescere
900,glänzen::V,മിന്നുക,splèndere
901,funkeln::V,തിളങ്ങുക,brillare
902,funkeln::V,തിളങ്ങുക,scintillare
903,lärmen::V,ശബ്ദമുണ്ടാക്കുക,strepitare
904,lärmen::V,ശബ്ദമുണ്ടാക്കുക,fare chiasso
905,läuten::V,മണിമുഴങ്ങുക,suonare
906,klingeln::V,ചിലമ്പുക,suonare
907,klirren::V,കിലുക്കുക,tintinnare
908,brausen::V,മുഴങ്ങുക,rombare
909,brausen::V,മുഴങ്ങുക,rumoreggiare
910,rauschen::V,അനങ്ങുക,frusciare
911,klingen::V,മുഴക്കുക,suonare
912,bellen::V,കുരയ്ക്കുക,latrare
913,bellen::V,കുരയ്ക്കുക,abbaiare
914,heulen::V,ഓരിയിടുക,urlare
915,heulen::V,ഓരിയിടുക,ululare
916,blasen::V,ഊതുക,soffiare
917,pfeifen::V,വിസിലടിക്കുക,fischiare
918,schreien::V,ആക്രോശിക്കുക,gridare
919,stöhnen::V,അരക്കം,gèmere
920,stöhnen::V,ആർത്തനാദം,gèmere
921,zittern::V,വിറയ്ക്കുക,tremare
922,leben::V,താമസിക്കുക,vìvere
923,geboren werden::V,ജനിക്കുക,nàscere
924,atmen::V,ശ്വസിക്കുക,respirare
925,trinken::V,കുടിക്കുക,bere
926,essen::V,കഴിക്കുക,mangiare
927,schlucken::V,വിഴുങ്ങുക,inghiottire
928,müde werden::V,ക്ഷീണിക്കുക,stancarsi
929,einschlafen::V,നിദ്രിക്കുക,addormentarsi
930,schlafen::V,ഉറങ്ങുക,dormire
931,aufwachen::V,ഉണരുക,svegliarsi
932,aufstehen::V,എഴുന്നേൽക്കുക,levarsi
933,sich erholen::V,വിശ്രമിക്കുക,riposarsi
934,krank werden::V,ദീനംപിടിക്കുക,ammalarsi
935,krank sein::V,രോഗികളാകുക,èssere malato
936,schmerzen::V,വേദനിക്കുക,dolere
937,husten::V,ചുമയ്ക്കുക,tossire
938,genesen::V,സുഖപ്പെടുക,guarire
939,sterben::V,മരിക്കുക,morire
940,umkommen::V,മരിക്കുക,perire
941,sich bewegen::V,സ്ഥലം_മാറുക,agitarsi
942,sich rühren::V,ചലിക്കുക,muòversi
943,sich erheben::V,നിൽക്കുക,alzarsi
944,sich setzen::V,ഇരിക്കുക,sedersi
945,hinfallen::V,വീഴുക,cadere
946,laufen::V,നടക്കുക,camminare
947,laufen::V,നടക്കുക,andare a piedi
948,schreiten::V,നടക്കുക,andare
949,schreiten::V,നടക്കുക,procedere
950,spazierengehen::V,ഉലാത്തുക,passeggiare
951,spazierengehen::V,ഉലാത്തുക,andare a passeggio
952,eilen::V,പാഞ്ഞെത്തുക,andare in fretta
953,sich beeilen::V,തിരിക്കുകൂട്ടുക,affrettarsi
954,sich beeilen::V,തിടുക്കം_കാട്ടുക,affrettarsi
955,sausen::V,കുതിക്കുക,volare
956,sausen::V,കുതിക്കുക,correre
957,rennen::V,ഓടുക,correre
958,springen::V,ചാടുക,saltare
959,klettern::V,കയറുക,arrampicarsi
960,schaukeln::V,ഇളകുക,fare l'altalena
961,kriechen::V,പതുങ്ങികയറുക,strisciare
962,schwimmen::V,നീന്തുക,nuotare
963,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,tuffarsi
964,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,immèrgersi
965,rudern::V,തുഴയുക,remare
966,fahren::V,വാഹനം ഓടിക്കുക,andare
967,fahren::V,വാഹനം ഓടിക്കുക,viaggiare
968,fliegen::V,പറക്കുക,volare
969,gehen::V,പോകുക,andare
970,weggehen::V,വിടുക,andàrsene
971,weggehen::V,വിടുക,andare via
972,abfahren::V,പുറപ്പെടുക,partire
973,anhalten::V,നിർത്തുക,fermarsi
974,hineingehen::V,പ്രവേശിക്കുക,entrare
975,eintreten::V,പ്രവേശിക്കുക,entrare
976,kommen::V,വരുക,venire
977,ankommen::V,എത്തിച്ചേരുക,arrivare
978,zurückkommen::V,തിരിച്ചു വരുക,ritornare
979,bleiben::V,തുടരുക,restare
980,bleiben::V,തുടരുക,rimanere
981,warten::V,കാത്തിരിക്കുക,aspettare
982,erwarten::V,പ്രതീക്ഷിക്കുക,attèndere
983,suchen::V,തിരയുക,cercare
984,finden::V,കണ്ടെത്തുക,trovare
985,versuchen::V,ശ്രമിക്കുക,tentare
986,vorbereiten::V,തയ്യാറെടുക്കുക,preparare
987,lieben::V,സ്നേഹിക്കുക,amare
988,mögen::V,ഇഷ്ടപ്പെടുക,piacere a
989,mögen::V,ഇഷ്ടപ്പെടുക,volere bene a
990,lachen::V,ചിരിക്കുക,rìdere
991,rühren::V,ഹൃദയം സ്പർശിക്കുക,commuòvere
992,weinen::V,തേങ്ങുക,piàngere
993,schimpfen::V,പിറുപിറുക്കുക,imprecare
994,sich ärgern::V,കോപിക്കുക,stizzirsi
995,sich ärgern::V,കോപിക്കുക,arrabbiarsi
996,sich fürchten::V,പേടിക്കുക,avere paura
997,fürchten::V,പേടിക്കുക,temere
998,fliehen::V,രക്ഷപ്പെടുക,fuggire
999,flüchten::V,രക്ഷപ്പെടുക,sfuggire
1000,sehen::V,കാണുക,vedere
1001,anschauen::V,നോക്കുക,guardare
1002,ansehen::V,നോക്കുക,guardare
1003,hören::V,കേൾക്കുക,udire
1004,hören::V,കേൾക്കുക,sentire
1005,zuhören::V,ശ്രദ്ധിക്കുക,ascoltare
1006,probieren::V,രുചിയുള്ളതായി_തോന്നുക,degustare
1007,probieren::V,രുചിയുള്ളതായി_തോന്നുക,assaggiare
1008,riechen::V,മണത്തു_നോക്കുക,sentire
1009,fühlen::V,സ്പർശിച്ചറിയുക,sentire
1010,scheinen::V,കാണപ്പെടുക,parere
1011,scheinen::V,കാണപ്പെടുക,sembrare
1012,zu sehen sein::V,വെളിച്ചപ്പെടുക,vedersi
1013,vernehmen::V,കേൾക്കുക,sentire
1014,vernehmen::V,കേൾക്കുക,percepire
1015,frieren::V,വിറയ്ക്കുക,aver freddo
1016,tun::V,ചെയ്യുക,fare
1017,können::V,കഴിയുക,sapere
1018,wollen::V,വേണുക,volere
1019,anfangen::V,തുടങ്ങുക,iniziare
1020,anfangen::V,തുടങ്ങുക,cominciare
1021,beenden::V,പൂർത്തിയാക്കുക,finire
1022,beenden::V,പൂർത്തിയാക്കുക,terminare
1023,aufhören::V,നിർത്തുക,finire
1024,aufhören::V,നിർത്തുക,cessare
1025,gelingen::V,വിജയിക്കുക,riuscire
1026,geraten::V,പരിണമിക്കുക,stare
1027,öffnen::V,തുറക്കുക,aprire
1028,schließen::V,അടയ്ക്കുക,chiùdere
1029,stellen::V,വയ്ക്കുക,porre
1030,stellen::V,വയ്ക്കുക,mettere
1031,setzen::V,വയ്ക്കുക,porre
1032,setzen::V,വയ്ക്കുക,mettere
1033,legen::V,ഇടുക,posare
1034,legen::V,ഇടുക,mettere
1035,berühren::V,തൊടുക,toccare
1036,verbinden::V,ഘടിപ്പിക്കുക,unire
1037,verbinden::V,ഘടിപ്പിക്കുക,congiùngere
1038,bedecken::V,മുടുക,coprire
1039,bedecken::V,മുടുക,ricoprire
1040,aufhängen::V,കെട്ടിതൂക്കുക,attaccare
1041,anzünden::V,കത്തിക്കുക,accèndere
1042,anzünden::V,കത്തിക്കുക,incendiare
1043,aufheben::V,പെറുക്കിയെടുക്കുക,raccògliere
1044,zurücklassen::V,വച്ചുപോരുക,lasciare
1045,zurücklassen::V,വച്ചുപോരുക,lasciare indietro
1046,verlieren::V,നഷ്ടപ്പെടുക,pèrdere
1047,fallen lassen::V,വീഴ്ത്തുക,lasciare cadere
1048,machen::V,ഉണ്ടാക്കുക,fare
1049,herstellen::V,ഉൽപാദിപ്പിക്കുക,produrre
1050,herstellen::V,ഉൽപാദിപ്പിക്കുക,fabbricare
1051,bauen::V,നിർമ്മിക്കുക,costruire
1052,reparieren::V,നന്നാക്കുക,riparare
1053,verbessern::V,മെച്ചപ്പെടുക,migliorare
1054,ändern::V,മാറ്റംവരുത്തുക,mutare
1055,ändern::V,മാറ്റംവരുത്തുക,cambiare
1056,graben::V,കുഴിക്കുക,scavare
1057,beugen::V,വണങ്ങുക,chinare
1058,beugen::V,വണങ്ങുക,flettere
1059,biegen::V,കുനിയുക,tòrcere
1060,drehen::V,തിരിക്കുക,girare
1061,wenden::V,തിരിയുക,girare
1062,wenden::V,തിരിയുക,voltare
1063,umdrehen::V,തിരിയുക,rivoltare
1064,heben::V,ഉയർത്തുക,levare
1065,hochheben::V,ഉയർത്തുക,levare
1066,hochheben::V,ഉയർത്തുക,sollevare
1067,ergreifen::V,ബലമായി_പിടിക്കുക,afferrare
1068,halten::V,പിടിക്കുക,tenere
1069,drücken::V,അമർത്തുക,premere
1070,schieben::V,തള്ളുക,spìngere
1071,kratzen::V,ചുരണ്ടുക,grattare
1072,kratzen::V,ചുരണ്ടുക,graffiare
1073,lecken::V,നക്കുക,leccare
1074,beißen::V,കടിക്കുക,mòrdere
1075,abreißen::V,കീറിക്കളയുക,staccarsi
1076,abreißen::V,കീറിക്കളയുക,strapparsi
1077,abschneiden::V,മുറിച്ചുമാറ്റുക,tagliare
1078,binden::V,കെട്ടുക,legare
1079,binden::V,കെട്ടുക,bendare
1080,stecken::V,തുളയ്ക്കുക,ficcare
1081,brechen::V,ഉടയുക,rompere
1082,klopfen::V,തട്ടുക,bàttere
1083,hauen::V,അടിക്കുക,picchiare
1084,kleben::V,ഒട്ടിക്കുക,incollare
1085,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,fregare
1086,streichen::V,പടർത്തുക,spalmare
1087,schleifen::V,പൊടിക്കുക,arrotare
1088,schneiden::V,മുറിക്കുക,tagliare
1089,rütteln::V,മുട്ടുക,scuòtere
1090,schütteln::V,കുലുക്കുക,agitare
1091,schütteln::V,കുലുക്കുക,scuòtere
1092,schwenken::V,ആടുക,agitare
1093,schwenken::V,ആടുക,sventolare
1094,schütten::V,ഒഴിക്കുക,versare
1095,füllen::V,നിറയ്ക്കുക,riempire
1096,einwickeln::V,പൊതിയുക,involtare
1097,tragen::V,വഹിക്കുക,portare
1098,schleppen::V,വലിച്ചിഴയ്ക്കുക,trainare
1099,schleppen::V,വലിച്ചിഴയ്ക്കുക,trascinare
1100,ziehen::V,വലിക്കുക,tirare
1101,aufbewahren::V,വയ്ക്കുക,custodire
1102,aufbewahren::V,വയ്ക്കുക,conservare
1103,werfen::V,എറിയുക,gettare
1104,werfen::V,എറിയുക,lanciare
1105,fangen::V,പിടിക്കുക,prèndere
1106,fangen::V,പിടിക്കുക,acchiappare
1107,packen::V,തട്ടിപ്പറിക്കുക,pigliare
1108,packen::V,തട്ടിപ്പറിക്കുക,afferrare
1109,verstecken::V,മറയ്ക്കുക,nascondere
1110,teilen::V,വിഭജിക്കുക,divìdere
1111,schicken::V,അയയ്ക്കുക,inviare
1112,bringen::V,കൊണ്ടുവരുക,portare
1113,bringen::V,കൊണ്ടുവരുക,apportare
1114,hinzufügen::V,കൂട്ടുക,aggiùngere
1115,bekommen::V,കിട്ടുക,ricevere
1116,erhalten::V,സ്വീകരിക്കുക,ricevere
1117,nehmen::V,എടുക്കുക,prèndere
1118,wählen::V,തിരഞ്ഞെടുക്കുക,elèggere
1119,wählen::V,തിരഞ്ഞെടുക്കുക,scegliere
1120,auswählen::V,തിരഞ്ഞെടുക്കുക,scegliere
1121,bewahren::V,പുലർത്തുക,conservare
1122,behindern::V,തടയിടുക,impedire
1123,verderben::V,നശിപ്പിക്കുക,guastare
1124,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,danneggiare
1125,zerbrechen::V,ഉടയുക,rompere
1126,zerbrechen::V,ഉടയുക,spezzare
1127,zerreißen::V,കീറുക,stracciare
1128,zerstören::V,നശിപ്പിക്കുക,distrùggere
1129,verbrennen::V,കത്തിനശിക്കുക,bruciare
1130,verbrennen::V,കത്തിച്ചുകളയുക,bruciare
1131,geben::V,കൊടുക്കുക,dare
1132,geben::V,തരുക,dare
1133,reichen::V,കൈമാറുക,pòrgere
1134,schenken::V,സമ്മാനം കൊടുക്കുക,regalare
1135,versprechen::V,വാഗ്ദാനം_നൽകുക,promettere
1136,wünschen::V,ആഗ്രഹിക്കുക,augurare
1137,loben::V,പുകഴ്ത്തുക,lodare
1138,küssen::V,ഉമ്മവയ്ക്കുക,baciare
1139,wiegen::V,ഇളകുക,cullare
1140,wiegen::V,ഇളകുക,dondolare
1141,zudecken::V,മുടുക,coprire
1142,wecken::V,ഉണർത്തുക,svegliare
1143,zeigen::V,കാണിക്കുക,indicare
1144,führen::V,നടത്തുക,guidare
1145,führen::V,നടത്തുക,condurre
1146,lehren::V,പഠിപ്പിക്കുക,insegnare
1147,unterrichten::V,പരിശീലിപ്പിക്കുക,istruire
1148,unterrichten::V,പരിശീലിപ്പിക്കുക,insegnare
1149,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,allevare
1150,leiten::V,നയിക്കുക,avviare
1151,leiten::V,നയിക്കുക,dirìgere
1152,antreiben::V,പ്രേരിപ്പിക്കുക,incitare
1153,lassen::V,അനുവദിക്കുക,fare
1154,einladen::V,ക്ഷണിക്കുക,invitare
1155,vereinigen::V,കൂടിച്ചേരുക,unire
1156,besuchen::V,സന്ദർശിക്കുക,visitare
1157,besuchen::V,സന്ദർശിക്കുക,far vìsita a
1158,treffen::V,തമ്മിൽ കാണുക,incontrare
1159,sich versammeln::V,സംയോജിപ്പിക്കുക,rinunirsi
1160,spielen::V,കളിക്കുക,giocare
1161,singen::V,പാടുക,cantare
1162,tanzen::V,നൃത്തം ചെയ്യുക,danzare
1163,sich trennen::V,നേർപെടുത്തുക,separarsi
1164,verlassen::V,പിൻവാങ്ങുക,lasciare
1165,verlassen::V,പിൻവാങ്ങുക,abbandonare
1166,retten::V,രക്ഷിക്കുക,salvare
1167,bewachen::V,കാവൽനിൽക്കുക,custodire
1168,schützen::V,പരിരക്ഷിക്കുക,protèggere
1169,verteidigen::V,പ്രതിരോധിക്കുക,difèndere
1170,sich schlagen::V,കലഹിക്കുക,bàttersi
1171,schießen::V,വെടിവെക്കുക,sparare
1172,siegen::V,വിജയിക്കുക,vìncere
1173,ärgern::V,വിഷമിപ്പിക്കുക,stizzire
1174,schlagen::V,അടിക്കുക,bàttere
1175,treten::V,തൊഴിക്കുക,calciare
1176,stechen::V,കുത്തുക,pùngere
1177,stoßen::V,തള്ളുക,urtare
1178,stoßen::V,തള്ളുക,spìngere
1179,stehlen::V,മോഷ്ടിക്കുക,rubare
1180,stören::V,ശല്യപ്പെടുത്തുക,disturbare
1181,belästigen::V,മെനക്കെടുക,molestare
1182,belästigen::V,മെനക്കെടുക,importunare
1183,verbergen::V,മറയ്ക്കുക,celare
1184,verbergen::V,മറയ്ക്കുക,nascondere
1185,verbergen::V,ഒളിക്കുക,celare
1186,verbergen::V,ഒളിക്കുക,nascondere
1187,täuschen::V,കബളിപ്പിക്കുക,ingannare
1188,betrügen::V,ചതിക്കുക,frodare
1189,betrügen::V,ചതിക്കുക,truffare
1190,töten::V,കൊല്ലുക,uccìdere
1191,wohnen::V,താമസിക്കുക,abitare
1192,arbeiten::V,ജോലിചെയ്യുക,lavorare
1193,sammeln::V,സഞ്ചയിക്കുക,raccògliere
1194,sammeln::V,സഞ്ചയിക്കുക,collezionare
1195,pflücken::V,പറിച്ചെടുക്കുക,cògliere
1196,jagen::V,വേട്ടയാടുക,cacciare
1197,fischen::V,മീൻ പിടിക്കുക,pescare
1198,fassen::V,പിടിക്കുക,catturare
1199,fassen::V,പിടിക്കുക,acchiappare
1200,hüten::V,ചേർക്കുക,pascolare
1201,treiben::V,വാഹനം_ഓടിക്കുക,spìngere
1202,anbinden::V,കെട്ടിയിടുക,legare
1203,anbinden::V,കെട്ടിയിടുക,attaccare
1204,füttern::V,തീറ്റുക,dar da mangiare a
1205,melken::V,പാലുകറക്കുക,mùngere
1206,hacken::V,വെട്ടിമുറിക്കുക,tritare
