,Concept_ID,pt,sv
867,nur::ADV,somente,endast
868,schon::ADV,já,redan
869,wieder::ADV,outra vez,åter
870,vergebens::ADV,em vão,förgäves
871,vor::PRP,diante de,utanför
872,hinter::PRP,atrás de,bakom
873,unter::PRP,sob,under
874,unter::PRP,debaixo de,under
875,durch::PRP,por,genom
876,durch::PRP,por,igenom
877,durch::PRP,através de,genom
878,durch::PRP,através de,igenom
879,neben::PRP,junto de,bredvid
880,neben::PRP,junto de,vid sidan av
881,neben::PRP,ao lado de,bredvid
882,neben::PRP,ao lado de,vid sidan av
883,zwischen::PRP,entre,mellan
884,wegen::PRP,por,på grund av
885,wegen::PRP,por causa de,på grund av
886,dies::PRN,isto,detta
887,das::PRN,isso,det
888,das::PRN,aquilo,det
889,alles::PRN,todo,allt
890,ich::PRN,eu,jag
891,du::PRN,tu,du
892,er::PRN,ele,han
893,wir::PRN,nós,vi
894,ihr::PRN,vós,ni
895,ihr::PRN,vocês,ni
896,sie::PRN,eles,de
897,was::FPRN,quê,vad
898,wer::FPRN,quem,vem
899,wo::FADV,onde,var
900,wohin::FADV,aonde,vart
901,wohin::FADV,para onde,vart
902,wie::FADV,como,hur
903,warum::FADV,porquê,varför
904,warum::FADV,por que,varför
905,wieviel::FNUM,quanto,hur mycket
906,eins::NUM,um,en
907,eins::NUM,um,ett
908,zwei::NUM,dois,två
909,drei::NUM,três,tre
910,vier::NUM,quatro,fyra
911,fünf::NUM,cinco,fem
912,sechs::NUM,seis,sex
913,sieben::NUM,sete,sju
914,acht::NUM,oito,åtta
915,neun::NUM,nove,nio
916,zehn::NUM,dez,tio
917,elf::NUM,onze,elva
918,zwölf::NUM,doze,tolv
919,zwanzig::NUM,vinte,tjugo
920,dreißig::NUM,trinta,trettio
921,vierzig::NUM,quarenta,fyrtio
922,fünfzig::NUM,cinquenta,femtio
923,sechzig::NUM,sessenta,sextio
924,siebzig::NUM,setenta,sjuttio
925,achtzig::NUM,oitenta,åttio
926,neunzig::NUM,noventa,nittio
927,hundert::NUM,cem,hundra
928,hundert::NUM,cento,hundra
929,tausend::NUM,mil,tusen
930,und::CNJ,e,och
931,oder::CNJ,ou,eller
932,stehen::V,estar em pé,stå
933,sitzen::V,estar sentado,sitta
934,liegen::V,jazer,ligga
935,liegen::V,estar deitado,ligga
936,hängen::V,pender,hänga
937,hängen::V,estar pendurado,hänga
938,werden::V,tornar-se,bli
939,passieren::V,acontecer,ske
940,passieren::V,acontecer,hända
941,beginnen::V,começar,börja
942,enden::V,acabar,ända
943,enden::V,terminar,ända
944,wechseln::V,variar,växla
945,wechseln::V,alternar,växla
946,aufgehen[Sonne]::V,nascer,gå upp
947,untergehen[Sonne]::V,pôr-se,gå ned
948,scheinen[Sonne]::V,brilhar,skina
949,donnern::V,trovejar,dundra
950,wehen::V,soprar,blåsa
951,strömen::V,correr,forsa
952,strömen::V,correr,strömma
953,fließen::V,fluir,flyta
954,sich drehen::V,girar,snurra
955,schwanken::V,oscilar,vackla
956,schwingen::V,vibrar,svinga
957,fallen::V,cair,falla
958,brennen::V,arder,brinna
959,rauchen::V,fumegar,ryka
960,regnen::V,chover,regna
961,gefrieren::V,gelar,frysa
962,gefrieren::V,congelar,frysa
963,tauen::V,derreter,töa
964,tauen::V,descongelar,töa
965,schmelzen::V,fundir-se,smälta
966,trocknen::V,secar,torka
967,sieden::V,ferver,koka
968,sieden::V,ferver,sjuda
969,faulen::V,estragar-se,ruttna
970,verfaulen::V,apodrecer,ruttna
971,reißen::V,romper-se,brista
972,versinken::V,afundar-se,sjunka
973,vergehen::V,passar,förgå
974,erscheinen::V,aparecer,synas
975,erscheinen::V,aparecer,visa sig
976,verschwinden::V,desaparecer,försvinna
977,sinken::V,descer,sjunka
978,abnehmen::V,diminuir,avta
979,abnehmen::V,diminuir,minskas
980,abnehmen::V,decrescer,avta
981,abnehmen::V,decrescer,minskas
982,zunehmen::V,crescer,tilltaga
983,zunehmen::V,aumentar,tilltaga
984,steigen::V,subir,stiga
985,wachsen::V,crescer,växa
986,glänzen::V,brilhar,glimma
987,funkeln::V,cintilar,tindra
988,funkeln::V,cintilar,gnistra
989,lärmen::V,fazer barulho,bråka
990,lärmen::V,fazer barulho,väsnas
991,läuten::V,chocalhar,ringa
992,klingeln::V,tocar,ringa
993,klirren::V,tinir,klirra
994,brausen::V,bramar,brusa
995,rauschen::V,murmurar,susa
996,rauschen::V,rumorejar,susa
997,klingen::V,soar,låta
998,klingen::V,soar,klinga
999,bellen::V,ladrar,skälla
1000,heulen::V,uivar,yla
1001,heulen::V,uivar,tjuta
1002,blasen::V,soprar,blåsa
1003,pfeifen::V,assobiar,vissla
1004,schreien::V,gritar,skrika
1005,stöhnen::V,gemer,stöna
1006,zittern::V,tremer,darra
1007,zittern::V,tremer,skälva
1008,leben::V,viver,leva
1009,geboren werden::V,nascer,födas
1010,atmen::V,respirar,andas
1011,trinken::V,beber,dricka
1012,essen::V,comer,äta
1013,schlucken::V,engolir,svälja
1014,müde werden::V,cansar-se,tröttna
1015,einschlafen::V,adormecer,somna
1016,schlafen::V,dormir,sova
1017,aufwachen::V,acordar,vakna
1018,aufstehen::V,levantar-se,stiga upp
1019,sich erholen::V,descansar,repa sig
1020,sich erholen::V,descansar,hämta sig
1021,krank werden::V,adoecer,insjukna
1022,krank werden::V,ficar doente,insjukna
1023,krank sein::V,estar doente,vara sjuk
1024,schmerzen::V,doer,smärta
1025,schmerzen::V,doer,göra ont
1026,husten::V,tossir,hosta
1027,genesen::V,convalescer,tillfriskna
1028,sterben::V,morrer,dö
1029,umkommen::V,perecer,omkomma
1030,sich bewegen::V,mover-se,röra sig
1031,sich rühren::V,mexer-se,röra på sig
1032,sich erheben::V,levantar-se,resa sig
1033,sich setzen::V,sentar-se,sätta sig
1034,hinfallen::V,cair,falla omkull
1035,laufen::V,andar,löpa
1036,laufen::V,caminhar,löpa
1037,schreiten::V,andar,skrida
1038,schreiten::V,caminhar,skrida
1039,spazierengehen::V,passear,promenera
1040,eilen::V,apressar-se,ila
1041,sich beeilen::V,apressar-se,skynda sig
1042,sich beeilen::V,despachar-se,skynda sig
1043,sausen::V,correr,susa
1044,rennen::V,correr,löpa
1045,rennen::V,correr,springa
1046,springen::V,saltar,hoppa
1047,klettern::V,trepar,klättra
1048,schaukeln::V,baloiçar,gunga
1049,kriechen::V,rastejar,kräla
1050,kriechen::V,arrastar-se,kräla
1051,schwimmen::V,nadar,simma
1052,tauchen::V,mergulhar,dyka
1053,rudern::V,remar,ro
1054,fahren::V,ir,köra
1055,fliegen::V,voar,flyga
1056,gehen::V,ir,gå
1057,gehen::V,andar,gå
1058,weggehen::V,partir,gå bort
1059,weggehen::V,ir-se embora,gå bort
1060,abfahren::V,sair,resa
1061,abfahren::V,sair,avresa
1062,abfahren::V,partir,resa
1063,abfahren::V,partir,avresa
1064,anhalten::V,parar,stanna
1065,hineingehen::V,entrar,gå in
1066,eintreten::V,entrar,träda in
1067,kommen::V,vir,komma
1068,ankommen::V,chegar,ankomma
1069,zurückkommen::V,voltar,återkomma
1070,zurückkommen::V,regressar,återkomma
1071,bleiben::V,ficar,bli
1072,bleiben::V,ficar,förbli
1073,bleiben::V,permanecer,bli
1074,bleiben::V,permanecer,förbli
1075,warten::V,esperar,vänta
1076,erwarten::V,esperar,vänta
1077,erwarten::V,aguardar,vänta
1078,suchen::V,buscar,leta
1079,suchen::V,procurar,leta
1080,finden::V,achar,finna
1081,finden::V,encontrar,finna
1082,versuchen::V,tentar,försöka
1083,vorbereiten::V,preparar,förbereda
1084,lieben::V,amar,älska
1085,lieben::V,querer,älska
1086,mögen::V,gostar de,tycka om
1087,lachen::V,rir,skratta
1088,lachen::V,rir-se,skratta
1089,rühren::V,comover,röra
1090,weinen::V,chorar,gråta
1091,schimpfen::V,ralhar,skälla
1092,sich ärgern::V,zangar-se,förargas
1093,sich fürchten::V,ter medo de,vara rädd
1094,sich fürchten::V,ter receio de,vara rädd
1095,fürchten::V,temer,frukta
1096,fürchten::V,recear,frukta
1097,fliehen::V,fugir,fly
1098,fliehen::V,fugir,rymma
1099,flüchten::V,refugiar-se,fly
1100,sehen::V,ver,se
1101,anschauen::V,olhar,se på
1102,anschauen::V,olhar,betrakta
1103,ansehen::V,mirar,åse
1104,hören::V,ouvir,höra
1105,zuhören::V,escutar,höra på
1106,zuhören::V,escutar,lyssna till
1107,probieren::V,provar,smaka
1108,probieren::V,provar,smaka på
1109,probieren::V,saborear,smaka
1110,probieren::V,saborear,smaka på
1111,riechen::V,cheirar,lukta
1112,fühlen::V,sentir,känna
1113,scheinen::V,parecer,verka
1114,scheinen::V,parecer,tyckas
1115,zu sehen sein::V,estar à vista,synas
1116,zu sehen sein::V,estar à vista,kunna ses
1117,vernehmen::V,ouvir,få veta
1118,vernehmen::V,ouvir,förnimma
1119,frieren::V,ter frio,frysa
1120,tun::V,fazer,göra
1121,können::V,saber,kunna
1122,wollen::V,querer,vilja
1123,anfangen::V,iniciar,börja
1124,beenden::V,acabar,avsluta
1125,beenden::V,terminar,avsluta
1126,aufhören::V,cessar,sluta
1127,aufhören::V,cessar,upphöra
1128,aufhören::V,desistir,sluta
1129,aufhören::V,desistir,upphöra
1130,gelingen::V,sair bem,lyckas
1131,gelingen::V,dar bom resultado,lyckas
1132,geraten::V,sair,bli
1133,geraten::V,dar resultado,bli
1134,öffnen::V,abrir,öppna
1135,schließen::V,fechar,låsa
1136,schließen::V,fechar,stänga
1137,stellen::V,pôr,ställa
1138,stellen::V,colocar,ställa
1139,setzen::V,pôr,sätta
1140,setzen::V,meter,sätta
1141,legen::V,pôr,lägga
1142,legen::V,meter,lägga
1143,berühren::V,tocar,beröra
1144,verbinden::V,unir,förbinda
1145,verbinden::V,ligar,förbinda
1146,bedecken::V,cobrir,täcka
1147,bedecken::V,cobrir,betäcka
1148,aufhängen::V,pendurar,hänga
1149,aufhängen::V,pendurar,hänga upp
1150,anzünden::V,acender,tända
1151,anzünden::V,acender,antända
1152,anzünden::V,acender,tända på
1153,aufheben::V,apanhar,lyfta
1154,aufheben::V,levantar,lyfta
1155,zurücklassen::V,deixar,lämna
1156,zurücklassen::V,deixar,efterlämna
1157,verlieren::V,perder,mista
1158,verlieren::V,perder,förlora
1159,fallen lassen::V,deixar cair,tappa
1160,fallen lassen::V,deixar cair,släppa
1161,machen::V,fazer,göra
1162,herstellen::V,produzir,tillverka
1163,herstellen::V,produzir,framställa
1164,bauen::V,edificar,bygga
1165,bauen::V,construir,bygga
1166,reparieren::V,reparar,reparera
1167,reparieren::V,consertar,reparera
1168,verbessern::V,melhorar,rätta
1169,verbessern::V,melhorar,förbättra
1170,ändern::V,mudar,ändra
1171,ändern::V,mudar,förändra
1172,ändern::V,alterar,ändra
1173,ändern::V,alterar,förändra
1174,graben::V,cavar,gräva
1175,beugen::V,curvar,böja
1176,biegen::V,vergar,böja
1177,biegen::V,vergar,kröka
1178,drehen::V,girar,vrida
1179,wenden::V,virar,vända
1180,wenden::V,voltar,vända
1181,umdrehen::V,virar,vrida om
1182,umdrehen::V,revolver,vrida om
1183,heben::V,levantar,häva
1184,hochheben::V,erguer,lyfta
1185,hochheben::V,levantar,lyfta
1186,ergreifen::V,apanhar,gripa
1187,halten::V,segurar,hålla
1188,drücken::V,apertar,trycka
1189,schieben::V,empurrar,skjuta
1190,kratzen::V,raspar,riva
1191,kratzen::V,raspar,skrapa
1192,lecken::V,lamber,slicka
1193,beißen::V,morder,bita
1194,abreißen::V,arrancar,slita_av
1195,abreißen::V,arrancar,riva_av
1196,abschneiden::V,talhar,skära av
1197,binden::V,ligar,binda
1198,stecken::V,meter,sticka
1199,stecken::V,enfiar,sticka
1200,brechen::V,romper,bryta
1201,brechen::V,romper,brista
1202,brechen::V,quebrar,bryta
1203,brechen::V,quebrar,brista
1204,klopfen::V,bater,banka
1205,klopfen::V,bater,klappa
1206,hauen::V,bater,hugga
1207,kleben::V,colar,klistra
1208,reiben::V,esfregar,gnida
1209,streichen::V,barrar,smörja
1210,schleifen::V,afiar,slipa
1211,schneiden::V,cortar,skära
1212,schneiden::V,cortar,klippa
1213,rütteln::V,sacudir,skaka
1214,schütteln::V,abanar,rista
1215,schütteln::V,sacudir,rista
1216,schwenken::V,agitar,svänga
1217,schütten::V,deitar,hälla
1218,füllen::V,encher,fylla
1219,einwickeln::V,envolver,slå in
1220,einwickeln::V,envolver,veckla in
1221,einwickeln::V,embrulhar,slå in
1222,einwickeln::V,embrulhar,veckla in
1223,tragen::V,levar,bära
1224,tragen::V,trazer,bära
1225,schleppen::V,arrastar,släpa
1226,ziehen::V,puxar,dra
1227,aufbewahren::V,guardar,förvara
1228,aufbewahren::V,guardar,ta vara på
1229,aufbewahren::V,conservar,förvara
1230,aufbewahren::V,conservar,ta vara på
1231,werfen::V,lançar,kasta
1232,fangen::V,apanhar,fånga
1233,packen::V,agarrar,gripa
1234,packen::V,agarrar,gripa tag
1235,verstecken::V,esconder,gömma
1236,teilen::V,partir,dela
1237,teilen::V,dividir,dela
1238,schicken::V,enviar,skicka
1239,bringen::V,trazer,bringa
1240,hinzufügen::V,acrescentar,tillägga
1241,bekommen::V,obter,få
1242,bekommen::V,obter,erhålla
1243,erhalten::V,receber,få
1244,erhalten::V,receber,erhålla
1245,nehmen::V,tomar,ta
1246,nehmen::V,tomar,taga
1247,wählen::V,eleger,välja
1248,wählen::V,escolher,välja
1249,auswählen::V,escolher,utvälja
1250,auswählen::V,seleccionar,utvälja
1251,bewahren::V,guardar,bevara
1252,bewahren::V,conservar,bevara
1253,behindern::V,impedir,hindra
1254,behindern::V,impedir,förhindra
1255,verderben::V,estragar,förstöra
1256,verderben::V,corromper,förstöra
1257,beschädigen::V,danificar,skada
1258,zerbrechen::V,romper,bryta isär
1259,zerbrechen::V,romper,bryta sönder
1260,zerbrechen::V,quebrar,bryta isär
1261,zerbrechen::V,quebrar,bryta sönder
1262,zerreißen::V,rasgar,riva sönder
1263,zerreißen::V,rasgar,slita sönder
1264,zerstören::V,destruir,förstöra
1265,verbrennen::V,queimar,bränna
1266,verbrennen::V,queimar,bränna upp
1267,geben::V,dar,ge
1268,reichen::V,passar,räcka
1269,schenken::V,oferecer,skänka
1270,versprechen::V,prometer,lova
1271,wünschen::V,desejar,önska
1272,loben::V,louvar,lova
1273,loben::V,louvar,beröma
1274,küssen::V,beijar,pussa
1275,wiegen::V,embalar,vagga
1276,zudecken::V,tapar,täcka
1277,zudecken::V,cobrir,täcka
1278,wecken::V,acordar,väcka
1279,wecken::V,despertar,väcka
1280,zeigen::V,mostrar,visa
1281,führen::V,guiar,föra
1282,führen::V,conduzir,föra
1283,lehren::V,ensinar,lära
1284,unterrichten::V,instruir,undervisa
1285,aufziehen::V,criar,uppfostra
1286,leiten::V,dirigir,leda
1287,leiten::V,conduzir,leda
1288,antreiben::V,impelir,driva på
1289,lassen::V,fazer,få att
1290,einladen::V,convidar,bjuda
1291,einladen::V,convidar,inbjuda
1292,vereinigen::V,unir,förena
1293,vereinigen::V,reunir,förena
1294,besuchen::V,ir ver,besöka
1295,besuchen::V,visitar,besöka
1296,treffen::V,encontrar,möta
1297,treffen::V,encontrar,träffa
1298,sich versammeln::V,reunir-se,församla sig
1299,spielen::V,jogar,leka
1300,spielen::V,jogar,spela
1301,spielen::V,brincar,leka
1302,spielen::V,brincar,spela
1303,singen::V,cantar,sjunga
1304,tanzen::V,bailar,dansa
1305,sich trennen::V,apartar-se,skiljas
1306,verlassen::V,deixar,lämna
1307,verlassen::V,deixar,överge
1308,verlassen::V,abandonar,lämna
1309,verlassen::V,abandonar,överge
1310,retten::V,salvar,rädda
1311,bewachen::V,vigiar,bevaka
1312,bewachen::V,guardar,bevaka
1313,schützen::V,proteger,skydda
1314,schützen::V,proteger,beskydda
1315,verteidigen::V,defender,försvara
1316,sich schlagen::V,brigar,slåss
1317,sich schlagen::V,bater-se,slåss
1318,schießen::V,disparar,skjuta
1319,siegen::V,vencer,segra
1320,ärgern::V,irritar,förarga
1321,ärgern::V,aborrecer,förarga
1322,schlagen::V,bater,slå
1323,treten::V,pisar,sparka
1324,stechen::V,picar,sticka
1325,stoßen::V,empurrar,stöta
1326,stehlen::V,furtar,stjäla
1327,stören::V,perturbar,störa
1328,belästigen::V,incomodar,genera
1329,belästigen::V,incomodar,besvära
1330,belästigen::V,importunar,genera
1331,belästigen::V,importunar,besvära
1332,verbergen::V,ocultar,dölja
1333,verbergen::V,esconder,dölja
1334,täuschen::V,iludir,vilseleda
1335,täuschen::V,enganar,vilseleda
1336,betrügen::V,burlar,bedra
1337,betrügen::V,enganar,bedra
1338,töten::V,matar,döda
1339,wohnen::V,morar,bo
1340,arbeiten::V,trabalhar,arbeta
1341,sammeln::V,recolher,samla
1342,sammeln::V,coleccionar,samla
1343,pflücken::V,colher,plocka
1344,jagen::V,caçar,jaga
1345,fischen::V,pescar,fiska
1346,fassen::V,apanhar,fånga
1347,hüten::V,guardar,vakta
1348,treiben::V,conduzir,driva
1349,anbinden::V,atar,binda fast
1350,füttern::V,dar de comer a,fodra
1351,melken::V,ordenhar,mjölka
1352,hacken::V,rachar,hacka
1353,gießen::V,regar,hälla
1354,gießen::V,regar,vattna
1355,reifen::V,amadurecer,mogna
1356,zubereiten::V,preparar,tillaga
1357,zubereiten::V,preparar,tillreda
1358,kochen::V,cozer,koka
1359,backen::V,cozer,baka
1360,braten::V,assar,steka
1361,braten::V,fritar,steka
1362,umrühren::V,remexer,röra om
1363,stricken::V,tricotar,sticka
1364,stricken::V,fazer malha,sticka
1365,nähen::V,coser,sy
1366,nähen::V,costurar,sy
1367,färben::V,tingir,färga
1368,färben::V,colorir,färga
1369,reinigen::V,limpar,rensa
1370,reinigen::V,limpar,rengöra
1371,reinigen::V,purificar,rensa
1372,reinigen::V,purificar,rengöra
1373,waschen::V,lavar,tvätta
1374,abwischen::V,limpar,torka av
1375,abwischen::V,esfregar,torka av
1376,spülen::V,lavar,spola
1377,spülen::V,lavar,skölja
1378,spülen::V,enxaguar,spola
1379,spülen::V,enxaguar,skölja
1380,fegen::V,varrer,feja
1381,kehren::V,varrer,sopa
1382,baden::V,banhar,bada
1383,baden::V,tomar banho,bada
1384,sich waschen::V,lavar-se,tvätta sig
1385,ausziehen::V,despir,ta av
1386,anziehen::V,vestir,ta på
1387,sich anziehen::V,vestir-se,klä på sig
1388,kämmen::V,pentear,kamma
1389,schmücken::V,adornar,pynta
1390,schmücken::V,adornar,smycka
1391,sagen::V,dizer,säga
1392,sprechen::V,falar,tala
1393,reden::V,falar,tala
1394,reden::V,falar,prata
1395,sich unterhalten::V,conversar,prata
1396,fragen::V,perguntar,fråga
1397,fragen::V,perguntar,spörja
1398,bitten::V,pedir,be
1399,erzählen::V,contar,berätta
1400,mitteilen::V,comunicar,meddela
1401,mitteilen::V,participar,meddela
1402,nennen::V,nomear,kalla
1403,nennen::V,apelidar,kalla
1404,rufen::V,chamar,ropa
1405,prahlen::V,gabar-se,pråla
1406,prahlen::V,gabar-se,skryta
1407,prahlen::V,vangloriar-se,pråla
1408,prahlen::V,vangloriar-se,skryta
1409,übersetzen::V,traduzir,tolka
1410,übersetzen::V,traduzir,översätta
1411,denken::V,pensar,tänka
1412,glauben::V,crer,tro
1413,bemerken::V,notar,uppmärksamma
1414,bemerken::V,notar,lägga märke till
1415,bemerken::V,observar,uppmärksamma
1416,bemerken::V,observar,lägga märke till
1417,erkennen::V,reconhecer,känna igen
1418,begreifen::V,apreender,begripa
1419,begreifen::V,compreender,begripa
1420,verstehen::V,entender,förstå
1421,verstehen::V,compreender,förstå
1422,lernen::V,aprender,lära sig
1423,wissen::V,saber,veta
1424,sich erinnern an::V,lembrar-se de,minnas
1425,sich erinnern an::V,lembrar-se de,komma ihåg
1426,sich erinnern an::V,recordar-se de,minnas
1427,sich erinnern an::V,recordar-se de,komma ihåg
1428,vergessen::V,esquecer,glömma
1429,messen::V,medir,mäta
1430,zählen::V,contar,räkna
1431,rechnen::V,calcular,räkna
1432,lesen::V,ler,läsa
1433,malen::V,pintar,måla
1434,zeichnen::V,desenhar,teckna
1435,schreiben::V,escrever,skriva
1436,besitzen::V,possuir,äga
1437,besitzen::V,possuir,besitta
1438,kaufen::V,comprar,köpa
1439,verkaufen::V,vender,sälja
1440,bezahlen::V,pagar,betala
1441,zahlen::V,pagar,betala
1442,beherrschen::V,imperar,behärska
1443,ertragen::V,suportar,tåla
1444,ertragen::V,suportar,uthärda
