,Concept_ID,et,lv
812,Stuhl::N,tool,krēsls
813,Wiege::N,häll,зыбка
814,Wiege::N,häll,šūpulis
815,Wiege::N,kätki,зыбка
816,Wiege::N,kätki,šūpulis
817,Bett::N,voodi,вольпась
818,Bett::N,voodi,gulta
819,Regal::N,riiul,джадж
820,Regal::N,riiul,plaukts
821,Kiste::N,kast,куд
822,Kiste::N,kast,ящик
823,Kiste::N,kast,kaste
824,Kiste::N,kast,šķirsts
825,Fenster::N,aken,ӧшинь
826,Fenster::N,aken,logs
827,Tür::N,uks,ӧдзӧс
828,Tür::N,uks,durvis
829,Tor::N,värav,дзиръя
830,Tor::N,värav,vārti
831,Zaun::N,aed,потшӧс
832,Zaun::N,aed,žogs
833,Zaun::N,tara,потшӧс
834,Zaun::N,tara,žogs
835,Dach::N,katus,вевт
836,Dach::N,katus,jumts
837,Leiter::N,redel,пос
838,Leiter::N,redel,kāpnes
839,Leiter::N,redel,redeles
840,Besen::N,luud,рос
841,Besen::N,luud,slota
842,Spaten::N,labidas,зыр
843,Spaten::N,labidas,lāpsta
844,Schaufel::N,kühvel,тэльӧб
845,Schaufel::N,kühvel,liekšķere
846,Gabel::N,kahvel,вилки
847,Gabel::N,kahvel,dakšiņa
848,Löffel::N,lusikas,пань
849,Löffel::N,lusikas,karote
850,Messer::N,nuga,пурт
851,Messer::N,nuga,nazis
852,Nagel::N,nael,тув
853,Nagel::N,nael,кӧрт тув
854,Nagel::N,nael,nagla
855,Netz::N,võrk,тыв
856,Netz::N,võrk,tīkls
857,Haken::N,haak,крук
858,Haken::N,haak,āķis
859,Haken::N,haak,kāsis
860,Haken::N,haak,krampis
861,Haken::N,konks,крук
862,Haken::N,konks,āķis
863,Haken::N,konks,kāsis
864,Haken::N,konks,krampis
865,Griff::N,sang,нуд
866,Griff::N,sang,kāts
867,Griff::N,sang,rokturis
868,Griff::N,käepide,нуд
869,Griff::N,käepide,kāts
870,Griff::N,käepide,rokturis
871,Schloss::N,lukk,томан
872,Schloss::N,lukk,aizslēgs
873,Bild::N,pilt,серпас
874,Bild::N,pilt,glezna
875,Figur::N,kuju,пертас
876,Figur::N,kuju,вежньӧг
877,Figur::N,kuju,figūra
878,Figur::N,kujund,пертас
879,Figur::N,kujund,вежньӧг
880,Figur::N,kujund,figūra
881,Puppe::N,nukk,акань
882,Puppe::N,nukk,lelle
883,Beutel::N,paun,мешӧк
884,Beutel::N,paun,kule
885,Beutel::N,paun,maisiņš
886,Bündel::N,kimp,кӧртӧд
887,Bündel::N,kimp,sainis
888,Tasche::N,kott,сумка
889,Tasche::N,kott,soma
890,Eimer::N,pang,ведра
891,Eimer::N,pang,spainis
892,Eimer::N,ämber,ведра
893,Eimer::N,ämber,spainis
894,Deckel::N,kaas,пӧдан
895,Deckel::N,kaas,тупкӧд
896,Deckel::N,kaas,vāks
897,Geschirr::N,nõud,дозмук
898,Geschirr::N,nõud,тасьті-пань
899,Geschirr::N,nõud,trauki
900,Sack::N,kott,мешӧк
901,Sack::N,kott,maiss
902,Tasse::N,tass,бекар
903,Tasse::N,tass,тасьті
904,Tasse::N,tass,tase
905,Topf::N,pada,гырнич
906,Topf::N,pada,pods
907,Kessel::N,pada,пӧрт
908,Kessel::N,pada,katls
909,Essen::N,söök,сёйӧм
910,Essen::N,söök,ēdiens
911,Nahrung::N,toit,сёян
912,Nahrung::N,toit,barība
913,Speise::N,roog,сёян
914,Speise::N,roog,сёянтор
915,Speise::N,roog,ēdiens
916,Fleisch::N,liha,яй
917,Fleisch::N,liha,gaļa
918,Getreide::N,teravili,нянь
919,Getreide::N,teravili,labība
920,Brei::N,puder,рок
921,Brei::N,puder,putra
922,Brei::N,puder,biezenis
923,Brot::N,sai,нянь
924,Brot::N,sai,maize
925,Brot::N,leib,нянь
926,Brot::N,leib,maize
927,Scheibe::N,viil,шӧрӧм
928,Scheibe::N,viil,чӧлан
929,Scheibe::N,viil,šķēle
930,Scheibe::N,viil,rieciens
931,Scheibe::N,viilukas,шӧрӧм
932,Scheibe::N,viilukas,чӧлан
933,Scheibe::N,viilukas,šķēle
934,Scheibe::N,viilukas,rieciens
935,Fett::N,rasv,гос
936,Fett::N,rasv,тшог
937,Fett::N,rasv,tauki
938,Butter::N,või,вый
939,Butter::N,või,sviests
940,Öl::N,õli,вый
941,Öl::N,õli,eļļa
942,Salz::N,sool,сов
943,Salz::N,sool,sāls
944,Suppe::N,supp,шыд
945,Suppe::N,supp,zupa
946,Honig::N,mesi,ма
947,Honig::N,mesi,medus
948,Milch::N,piim,йӧв
949,Milch::N,piim,piens
950,Tee::N,tee,чай
951,Tee::N,tee,tēja
952,Leder::N,nahk,ку
953,Leder::N,nahk,āda
954,Wolle::N,vill,вурун
955,Wolle::N,vill,vilna
956,Stoff::N,kangas,дӧра
957,Stoff::N,kangas,drāna
958,Stoff::N,kangas,audums
959,Nadel::N,nõel,ем
960,Nadel::N,nõel,adata
961,Faden::N,niit,сунис
962,Faden::N,niit,diegs
963,Faden::N,niit,pavediens
964,Knopf::N,nööp,кизь
965,Knopf::N,nööp,poga
966,Knoten::N,sõlm,гӧрӧд
967,Knoten::N,sõlm,mezgls
968,Farbe::N,värv,краска
969,Farbe::N,värv,вап
970,Farbe::N,värv,krāsa
971,Kleidung::N,riided,паськӧм
972,Kleidung::N,riided,tērps
973,Kleidung::N,riided,drēbes
974,Kleidung::N,riietus,паськӧм
975,Kleidung::N,riietus,tērps
976,Kleidung::N,riietus,drēbes
977,Hemd::N,särk,дӧрӧм
978,Hemd::N,särk,krekls
979,Kragen::N,krae,воротник
980,Kragen::N,krae,apkakle
981,Ärmel::N,varrukas,сос
982,Ärmel::N,varrukas,piedurkne
983,Hose::N,püksid,гач
984,Hose::N,püksid,bikses
985,Gürtel::N,vöö,вӧнь
986,Gürtel::N,vöö,josta
987,Mütze::N,müts,шапка
988,Mütze::N,müts,cepure
989,Schuh::N,king,башмак
990,Schuh::N,king,ботинки
991,Schuh::N,king,kurpe
992,Stiefel::N,saabas,сапӧг
993,Stiefel::N,saabas,zābaks
994,Ring::N,sõrmus,кытш
995,Ring::N,sõrmus,gredzens
996,Band::N,lint,лента
997,Band::N,lint,вундас
998,Band::N,lint,lente
999,Kamm::N,kamm,сынан
1000,Kamm::N,kamm,ķemme
1001,Spiegel::N,peegel,рӧмпӧштан
1002,Spiegel::N,peegel,spogulis
1003,Riemen::N,rihm,тасма
1004,Riemen::N,rihm,siksna
1005,Schnur::N,nöör,гез
1006,Schnur::N,nöör,aukla
1007,Leine::N,jalutusrihm,юргез
1008,Leine::N,jalutusrihm,saite
1009,Decke::N,tekk,эшкын
1010,Decke::N,tekk,шебрас
1011,Decke::N,tekk,sega
1012,Kissen::N,padi,юрлӧс
1013,Kissen::N,padi,spilvens
1014,Tuch::N,kalev,чышъян
1015,Tuch::N,kalev,vadmala
1016,Handtuch::N,käterätik,ки чышкӧд
1017,Handtuch::N,käterätik,кизьчышъян
1018,Handtuch::N,käterätik,dvielis
1019,Kraft::N,jõud,этш
1020,Kraft::N,jõud,эбӧс
1021,Kraft::N,jõud,spēks
1022,Stärke::N,tugevus,ёнлун
1023,Stärke::N,tugevus,чорыдлун
1024,Stärke::N,tugevus,stiprums
1025,Gesundheit::N,tervis,дзоньвидзалун
1026,Gesundheit::N,tervis,veselība
1027,Krankheit::N,haigus,висьӧм
1028,Krankheit::N,haigus,slimība
1029,Schmerz::N,valu,висьӧм
1030,Schmerz::N,valu,sāpes
1031,Wunde::N,haav,дой
1032,Wunde::N,haav,brūce
1033,Wunde::N,haav,jēlums
1034,Fieber::N,palavik,жар
1035,Fieber::N,palavik,drudzis
1036,Fieber::N,palavik,karstums
1037,Arznei::N,ravim,лекарство
1038,Arznei::N,ravim,зелля
1039,Arznei::N,ravim,zāles
1040,Arznei::N,ravim,medikaments
1041,Brücke::N,sild,пос
1042,Brücke::N,sild,tilts
1043,Brunnen::N,kaev,юкмӧс
1044,Brunnen::N,kaev,aka
1045,Weide::N,karjamaa,пӧскӧтина
1046,Weide::N,karjamaa,ganības
1047,Pfad::N,rada,туй
1048,Pfad::N,rada,кыснан
1049,Pfad::N,rada,taka
1050,Weg::N,tee,туй
1051,Weg::N,tee,ceļš
1052,Straße::N,tee,туй
1053,Straße::N,tee,iela
1054,Dorf::N,küla,сикт
1055,Dorf::N,küla,ciems
1056,Stadt::N,linn,кар
1057,Stadt::N,linn,pilsēta
1058,Brief::N,kiri,письмӧ
1059,Brief::N,kiri,vēstule
1060,Buch::N,raamat,небӧг
1061,Buch::N,raamat,grāmata
1062,Buchstabe::N,täht,шыпас
1063,Buchstabe::N,täht,burts
1064,Zeitung::N,ajaleht,газет
1065,Zeitung::N,ajaleht,avīze
1066,Zeitung::N,ajaleht,laikraksts
1067,Leben::N,elu,лов
1068,Leben::N,elu,олӧм
1069,Leben::N,elu,dzīve
1070,Tod::N,surm,кулӧм
1071,Tod::N,surm,nāve
1072,Grab::N,haud,гу
1073,Grab::N,haud,kaps
1074,Kirche::N,kirik,вичко
1075,Kirche::N,kirik,baznīca
1076,Sünde::N,patt,мыж
1077,Sünde::N,patt,grēks
1078,Gott::N,jumal,ен
1079,Gott::N,jumal,dievs
1080,Arbeiter::N,tööline,уджалысь
1081,Arbeiter::N,tööline,strādnieks
1082,Chef::N,ülemus,юралысь
1083,Chef::N,ülemus,веськӧдлысь
1084,Chef::N,ülemus,šefs
1085,Chef::N,ülemus,vadītajs
1086,Chef::N,ülemus,priekšnieks
1087,Chef::N,juhataja,юралысь
1088,Chef::N,juhataja,веськӧдлысь
1089,Chef::N,juhataja,šefs
1090,Chef::N,juhataja,vadītajs
1091,Chef::N,juhataja,priekšnieks
1092,Meister::N,meister,вӧчысь
1093,Meister::N,meister,meistars
1094,Arzt::N,arst,врач
1095,Arzt::N,arst,бурдӧдысь
1096,Arzt::N,arst,ārsts
1097,Lehrer::N,õpetaja,велӧдысь
1098,Lehrer::N,õpetaja,skolotājs
1099,Geld::N,raha,сьӧм
1100,Geld::N,raha,nauda
1101,Geschäft::N,äri,удж
1102,Geschäft::N,äri,bizness
1103,Geschäft::N,äri,darījums
1104,Laden::N,pood,вузасянін
1105,Laden::N,pood,bode
1106,Laden::N,pood,veikals
1107,Laden::N,kauplus,вузасянін
1108,Laden::N,kauplus,bode
1109,Laden::N,kauplus,veikals
1110,Preis::N,hind,дон
1111,Preis::N,hind,cena
1112,Ware::N,kaup,тӧвар
1113,Ware::N,kaup,prece
1114,Nutzen::N,tulu,воӧм
1115,Nutzen::N,tulu,выгӧда
1116,Nutzen::N,tulu,labums
1117,Nutzen::N,kasulikkus,воӧм
1118,Nutzen::N,kasulikkus,выгӧда
1119,Nutzen::N,kasulikkus,labums
1120,Reichtum::N,rikkus,озырлун
1121,Reichtum::N,rikkus,bagātība
1122,Welt::N,maailm,енкӧла
1123,Welt::N,maailm,pasaule
1124,Land::N,maa,му
1125,Land::N,maa,zeme
1126,Staat::N,riik,канму
1127,Staat::N,riik,государство
1128,Staat::N,riik,valsts
1129,König::N,kuningas,кан
1130,König::N,kuningas,ķēniņš
1131,König::N,kuningas,karalis
1132,Macht::N,võim,каналӧм
1133,Macht::N,võim,vara
1134,Grenze::N,piir,су
1135,Grenze::N,piir,суйӧр
1136,Grenze::N,piir,robeža
1137,Krieg::N,sõda,ожман
1138,Krieg::N,sõda,karš
1139,Feind::N,vaenlane,враг
1140,Feind::N,vaenlane,вӧрӧг
1141,Feind::N,vaenlane,ienaidnieks
1142,Gewalt::N,väevõim,мырдöналöм
1143,Gewalt::N,väevõim,vara
1144,Gewalt::N,väevõim,vardarbība
1145,Kampf::N,võitlus,вермасьӧм
1146,Kampf::N,võitlus,cīņa
1147,Bogen[Waffe]::N,vibu,ньӧввуж
1148,Bogen[Waffe]::N,vibu,loks
1149,Pfeil::N,nool,ньӧв
1150,Pfeil::N,nool,bulta
1151,Gewehr::N,püss,пишшаль
1152,Gewehr::N,püss,šautene
1153,Fehler::N,viga,сорсьӧм
1154,Fehler::N,viga,дзугсьӧм
1155,Fehler::N,viga,kļūda
1156,Lüge::N,vale,пӧръясьӧм
1157,Lüge::N,vale,ылӧдлӧм
1158,Lüge::N,vale,meli
1159,Schaden::N,kahju,лёк
1160,Schaden::N,kahju,изъян
1161,Schaden::N,kahju,пакӧсьт
1162,Schaden::N,kahju,bojājums
1163,Schaden::N,kahju,kaitējums
1164,Unglück::N,häda,шог
1165,Unglück::N,häda,kļūme
1166,Unglück::N,häda,klizma
1167,Unglück::N,häda,nelaime
1168,Unglück::N,õnnetus,шог
1169,Unglück::N,õnnetus,kļūme
1170,Unglück::N,õnnetus,klizma
1171,Unglück::N,õnnetus,nelaime
1172,Schuld::N,süü,мыж
1173,Schuld::N,süü,vaina
1174,Alter::N,iga,арлыд
1175,Alter::N,iga,vecums
1176,Schluss::N,lõpp,пом
1177,Schluss::N,lõpp,beigas
1178,Zeit::N,aeg,кад
1179,Zeit::N,aeg,laiks
1180,Tag::N,päev,лун
1181,Tag::N,päev,diena
1182,Morgen::N,hommik,асыв
1183,Morgen::N,hommik,rīts
1184,Mittag::N,lõuna,лун шӧр
1185,Mittag::N,lõuna,pusdiena
1186,Mittag::N,keskpäev,лун шӧр
1187,Mittag::N,keskpäev,pusdiena
1188,Abend::N,õhtu,рыт
1189,Abend::N,õhtu,vakars
1190,Nacht::N,öö,вой
1191,Nacht::N,öö,nakts
1192,Woche::N,nädal,вежон
1193,Woche::N,nädal,nedēļa
1194,Monat::N,kuu,тӧлысь
1195,Monat::N,kuu,mēnesis
1196,Jahr::N,aasta,во
1197,Jahr::N,aasta,gads
1198,Frühling::N,kevad,тулыс
1199,Frühling::N,kevad,pavasaris
1200,Sommer::N,suvi,гожӧм
1201,Sommer::N,suvi,vasara
1202,Herbst::N,sügis,ар
1203,Herbst::N,sügis,rudens
1204,Winter::N,talv,тӧв
1205,Winter::N,talv,ziema
1206,Januar::N,jaanuar,тӧв шӧр
1207,Januar::N,jaanuar,janvāris
1208,Februar::N,veebruar,урасьӧм
1209,Februar::N,veebruar,februāris
1210,März::N,märts,рака
1211,März::N,märts,marts
1212,April::N,aprill,кос му
1213,April::N,aprill,aprīlis
1214,Mai::N,mai,ода-кора
1215,Mai::N,mai,maijs
1216,Juni::N,juuni,лӧддза-номъя
1217,Juni::N,juuni,jūnijs
1218,Juli::N,juuli,сора
1219,Juli::N,juuli,jūlijs
1220,August::N,august,моз
1221,August::N,august,augusts
1222,September::N,september,кӧч
1223,September::N,september,septembris
1224,Oktober::N,oktoober,йирым
1225,Oktober::N,oktoober,oktobris
1226,November::N,november,вӧльгым
1227,November::N,november,novembris
1228,Dezember::N,detsember,ӧшым
1229,Dezember::N,detsember,decembris
1230,Montag::N,esmaspäev,выльлун
1231,Montag::N,esmaspäev,pirmdiena
1232,Dienstag::N,teisipäev,воторник
1233,Dienstag::N,teisipäev,otrdiena
1234,Mittwoch::N,kesknädal,середа
1235,Mittwoch::N,kesknädal,trešdiena
1236,Donnerstag::N,neljapäev,четверг
1237,Donnerstag::N,neljapäev,ceturtdiena
1238,Freitag::N,reede,пекнича
1239,Freitag::N,reede,piektdiena
1240,Samstag::N,laupäev,субӧта
1241,Samstag::N,laupäev,sestdiena
1242,Sonntag::N,pühapäev,вӧскресенньӧ
1243,Sonntag::N,pühapäev,svētdiena
1244,groß::A,suur,ыджыд
1245,groß::A,suur,dižs
1246,groß::A,suur,liels
1247,klein::A,väike,ичӧт
1248,klein::A,väike,mazs
1249,klein::A,pisike,ичӧт
1250,klein::A,pisike,mazs
1251,lang::A,pikk,кузь
1252,lang::A,pikk,garš
1253,kurz::A,lühike,дженьыд
1254,kurz::A,lühike,īss
1255,breit::A,lai,ота
1256,breit::A,lai,паськыд
1257,breit::A,lai,plats
1258,schmal::A,kitsas,оттӧм
1259,schmal::A,kitsas,tievs
1260,dicht::A,tihe,сук
1261,dicht::A,tihe,blīvs
1262,dick[Gegenstand]::A,jäme,кыз
1263,dick[Gegenstand]::A,jäme,biezs
1264,dünn::A,õhuke,вӧсни
1265,dünn::A,õhuke,вӧсньыд
1266,dünn::A,õhuke,plāns
1267,dünn::A,peenike,вӧсни
1268,dünn::A,peenike,вӧсньыд
1269,dünn::A,peenike,plāns
1270,fein::A,peen,посни
1271,fein::A,peen,smalks
1272,fein::A,õhuke,посни
1273,fein::A,õhuke,smalks
1274,fest::A,püsiv,зумыд
1275,fest::A,püsiv,tvirts
1276,fest::A,püsiv,noturīgs
1277,fest::A,kindel,зумыд
1278,fest::A,kindel,tvirts
1279,fest::A,kindel,noturīgs
1280,flach::A,lame,плавкӧс
1281,flach::A,lame,тшӧтшкӧс
1282,flach::A,lame,lēzens
1283,flach::A,lame,līdzens
1284,flach::A,tasane,плавкӧс
1285,flach::A,tasane,тшӧтшкӧс
1286,flach::A,tasane,lēzens
1287,flach::A,tasane,līdzens
1288,glatt::A,sile,вольк
1289,glatt::A,sile,мольыд
1290,glatt::A,sile,gluds
1291,glatt::A,sile,slidens
1292,hart::A,kõva,зумыд
1293,hart::A,kõva,ciets
1294,weich::A,pehme,небыд
1295,weich::A,pehme,mīksts
1296,rund::A,ümar,гӧгрӧс
1297,rund::A,ümar,apaļš
1298,spitz::A,torkav,ёсь йыла
1299,spitz::A,torkav,smails
1300,scharf::A,terav,ёсь
1301,scharf::A,terav,ass
1302,stumpf::A,nüri,ныж
1303,stumpf::A,nüri,truls
1304,stumpf::A,nüri,strups
1305,schwer::A,raske,сьӧкыд
1306,schwer::A,raske,smags
1307,schön::A,kena,мича
1308,schön::A,kena,лӧсьыд
1309,schön::A,kena,daiļš
1310,schön::A,kena,skaists
1311,heiß::A,kuum,пӧсь
1312,heiß::A,kuum,karsts
1313,heiß::A,palav,пӧсь
1314,heiß::A,palav,karsts
1315,warm::A,soe,шоныд
1316,warm::A,soe,silts
1317,kalt::A,külm,кӧдзыд
1318,kalt::A,külm,salts
1319,kalt::A,külm,auksts
1320,kühl::A,jahe,юзыд
1321,kühl::A,jahe,ыркыд
1322,kühl::A,jahe,vēss
1323,kühl::A,jahe,dzestrs
1324,frisch::A,värske,выль
1325,frisch::A,värske,svaigs
1326,feucht::A,niiske,уль
1327,feucht::A,niiske,mitrs
1328,feucht::A,niiske,drēgns
1329,nass::A,märg,ва
1330,nass::A,märg,slapjš
1331,trocken::A,kuiv,кос
1332,trocken::A,kuiv,sauss
1333,voll::A,täis,кыз
1334,voll::A,täis,pilns
1335,leer::A,tühi,куш
1336,leer::A,tühi,тыртӧм
1337,leer::A,tühi,tukšs
1338,offen::A,avatud,восьса
1339,offen::A,avatud,vaļējs
1340,offen::A,avatud,atvērts
1341,offen::A,lahtine,восьса
1342,offen::A,lahtine,vaļējs
1343,offen::A,lahtine,atvērts
1344,geschlossen::A,suletud,пӧдса
1345,geschlossen::A,suletud,slēgts
1346,sauber::A,puhas,сӧстӧм
1347,sauber::A,puhas,tīrs
1348,sauber::A,puhas,spodrs
1349,schmutzig::A,räpane,няйт
1350,schmutzig::A,räpane,netīrs
1351,schmutzig::A,räpane,dubļains
1352,schmutzig::A,määrdunud,няйт
1353,schmutzig::A,määrdunud,netīrs
1354,schmutzig::A,määrdunud,dubļains
1355,roh::A,toores,уль
1356,roh::A,toores,jēls
1357,reif::A,küps,кисьмӧм
1358,reif::A,küps,gatavs
1359,reif::A,küps,nobriedis
1360,lecker::A,hõrk,чӧскыд
1361,lecker::A,hõrk,gards
1362,lecker::A,hõrk,garšīgs
1363,lecker::A,maitsev,чӧскыд
1364,lecker::A,maitsev,gards
1365,lecker::A,maitsev,garšīgs
1366,süß::A,magus,юмов
1367,süß::A,magus,чӧскыд
1368,süß::A,magus,salds
1369,bitter::A,mõru,курыд
1370,bitter::A,mõru,sūrs
1371,bitter::A,mõru,rūgts
1372,sauer::A,hapu,шома
1373,sauer::A,hapu,skābs
1374,hell::A,hele,югыд
1375,hell::A,hele,gaišs
1376,dunkel::A,pime,пемыд
1377,dunkel::A,pime,tumšs
1378,schwarz::A,must,сьӧд
1379,schwarz::A,must,melns
1380,weiß::A,valge,еджыд
1381,weiß::A,valge,balts
1382,rot::A,punane,гӧрд
1383,rot::A,punane,sarkans
1384,gelb::A,kollane,виж
1385,gelb::A,kollane,dzeltens
1386,blau::A,sinine,лӧз
1387,blau::A,sinine,zils
1388,grün::A,roheline,веж
1389,grün::A,roheline,турунвиж
1390,grün::A,roheline,zaļš
1391,grau::A,hall,руд
1392,grau::A,hall,pelēks
1393,bunt::A,kirju,сера
1394,bunt::A,kirju,raibs
1395,bunt::A,kirju,krāsains
1396,bunt::A,värviline,сера
1397,bunt::A,värviline,raibs
1398,bunt::A,värviline,krāsains
1399,billig::A,odav,донтӧг
1400,billig::A,odav,lēts
1401,teuer::A,kallis,дона
1402,teuer::A,kallis,dārgs
1403,wertvoll::A,väärtuslik,дона
1404,wertvoll::A,väärtuslik,vērtīgs
1405,blind::A,pime,синтӧм
1406,blind::A,pime,akls
1407,taub::A,kurt,пельтӧм
1408,taub::A,kurt,kurls
1409,kräftig::A,jõuline,вынйӧра
1410,kräftig::A,jõuline,spēcīgs
1411,stark::A,tugev,ён
1412,stark::A,tugev,вына
1413,stark::A,tugev,stiprs
1414,schwach::A,nõrk,жеб
1415,schwach::A,nõrk,vājš
1416,schwach::A,jõuetu,жеб
1417,schwach::A,jõuetu,vājš
1418,fett::A,rasvane,госа
1419,fett::A,rasvane,brangs
1420,schlank::A,sale,веськыд
1421,schlank::A,sale,slaids
1422,hübsch::A,kena,мича
1423,hübsch::A,kena,лӧсьыд
1424,hübsch::A,kena,glīts
1425,böse::A,tige,лёк
1426,böse::A,tige,ļauns
1427,böse::A,tige,negants
1428,dumm::A,juhm,йӧй
1429,dumm::A,juhm,вежӧртӧм
1430,dumm::A,juhm,stulbs
1431,dumm::A,juhm,muļķīgs
1432,dumm::A,rumal,йӧй
1433,dumm::A,rumal,вежӧртӧм
1434,dumm::A,rumal,stulbs
1435,dumm::A,rumal,muļķīgs
1436,faul::A,laisk,дыш
1437,faul::A,laisk,slinks
1438,fleißig::A,virk,зільысь
1439,fleißig::A,virk,čakls
1440,fleißig::A,virk,cītīgs
1441,fleißig::A,hoolas,зільысь
1442,fleißig::A,hoolas,čakls
1443,fleißig::A,hoolas,cītīgs
1444,geizig::A,ihne,топыд
1445,geizig::A,ihne,skops
1446,geizig::A,ihne,sīksts
1447,klug::A,tark,юра
1448,klug::A,tark,вежӧра
1449,klug::A,tark,gudrs
1450,klug::A,arukas,юра
1451,klug::A,arukas,вежӧра
1452,klug::A,arukas,gudrs
1453,klug::A,mõistlik,юра
1454,klug::A,mõistlik,вежӧра
1455,klug::A,mõistlik,gudrs
1456,geschickt::A,osav,кипода
1457,geschickt::A,osav,кужысь
1458,geschickt::A,osav,manīgs
1459,lieb::A,armas,муса
1460,lieb::A,armas,мича
1461,lieb::A,armas,лӧсьыд
1462,lieb::A,armas,mīļš
1463,lustig::A,lõbus,кыпыд
1464,lustig::A,lõbus,jautrs
1465,sanft::A,õrn,мелі
1466,sanft::A,õrn,liegs
1467,hungrig::A,näljane,тшыг
1468,hungrig::A,näljane,izsalcis
1469,krank::A,haige,висьысь
1470,krank::A,haige,slims
1471,nackt::A,alasti,пасьтӧм
1472,nackt::A,alasti,pliks
1473,traurig::A,kurb,гажтӧм
1474,traurig::A,kurb,bēdīgs
1475,traurig::A,kurb,skumīgs
1476,lebendig::A,elus,ловъя
1477,lebendig::A,elus,dzīvs
1478,gut::A,hea,бур
1479,gut::A,hea,labs
1480,schlecht::A,halb,лёк
1481,schlecht::A,halb,омӧль
1482,schlecht::A,halb,slikts
1483,richtig::A,õige,инӧд
1484,richtig::A,õige,riktīgs
1485,schlimm::A,paha,омӧль
1486,schlimm::A,paha,туйтӧм
1487,schlimm::A,paha,nelāgs
1488,schlimm::A,paha,nejauks
1489,wahr::A,tõene,абу ылӧг
1490,wahr::A,tõene,īsts
1491,wahr::A,tõene,patiess
1492,alt::A,vana,важ
1493,alt::A,vana,sens
1494,alt::A,vana,vęcs
1495,neu::A,uus,выль
1496,neu::A,uus,jauns
1497,ehemalig::A,endine,вӧвлӧм
1498,ehemalig::A,endine,bijušais
1499,alt[Lebewesen]::A,vana,пӧрысь
1500,alt[Lebewesen]::A,vana,vecs
1501,jung::A,noor,том
1502,jung::A,noor,jauns
1503,arm::A,vaene,гӧль
1504,arm::A,vaene,nabags
1505,reich::A,rikas,озыр
1506,reich::A,rikas,bagāts
1507,bekannt::A,teada,тӧдса
1508,bekannt::A,teada,zināms
1509,bekannt::A,teada,pazīstams
1510,bekannt::A,tuttav,тӧдса
1511,bekannt::A,tuttav,zināms
1512,bekannt::A,tuttav,pazīstams
1513,berühmt::A,tuntud,нималан
1514,berühmt::A,tuntud,кывсян
1515,berühmt::A,tuntud,slavens
1516,fremd::A,võõras,йӧз
1517,fremd::A,võõras,svešs
1518,verschieden::A,erinev,абу ӧткодь
1519,verschieden::A,erinev,разнӧй
1520,verschieden::A,erinev,dažāds
1521,nah::A,lähedane,матыс
1522,nah::A,lähedane,tuvs
1523,fern::A,kauge,ылі
1524,fern::A,kauge,tāls
1525,linker::A,vasak,шуйга
1526,linker::A,vasak,kreisais
1527,rechter::A,parem,веськыд
1528,rechter::A,parem,labais
1529,anderer::A,muu,мукӧд
1530,anderer::A,muu,otrs
1531,anderer::A,teine,мукӧд
1532,anderer::A,teine,otrs
1533,erster::A,esimene,медводдза
1534,erster::A,esimene,pirmais
1535,zweiter::A,teine,мӧд
1536,zweiter::A,teine,otrais
1537,dritter::A,kolmas,коймӧд
1538,dritter::A,kolmas,trešais
1539,letzter::A,viimane,бӧръя
1540,letzter::A,viimane,beidzamais
1541,allein::ADV,üksi,ӧтка
1542,allein::ADV,üksi,viens pats
1543,auf einmal::ADV,korraga,ӧтпырйӧ
1544,auf einmal::ADV,korraga,reizē
1545,auf einmal::ADV,ühekorraga,ӧтпырйӧ
1546,auf einmal::ADV,ühekorraga,reizē
1547,zusammen::ADV,koos,тшӧтш
1548,zusammen::ADV,koos,kopā
1549,zusammen::ADV,koos,vienviet
1550,zusammen::ADV,üheskoos,тшӧтш
1551,zusammen::ADV,üheskoos,kopā
1552,zusammen::ADV,üheskoos,vienviet
1553,lange::ADV,kaua,дыр
1554,lange::ADV,kaua,ilgi
1555,plötzlich::ADV,äkki,друг
1556,plötzlich::ADV,äkki,pēkšņi
1557,plötzlich::ADV,järsku,друг
1558,plötzlich::ADV,järsku,pēkšņi
1559,sofort::ADV,kohe,дзик пыр
1560,sofort::ADV,kohe,tūlīt
1561,später::ADV,hiljem,сэсся
1562,später::ADV,hiljem,vēlāk
1563,jetzt::ADV,nüüd,ӧні
1564,jetzt::ADV,nüüd,tagad
1565,heute::ADV,täna,талун
1566,heute::ADV,täna,šodien
1567,morgen::ADV,homme,аски
1568,morgen::ADV,homme,rīt
1569,bald::ADV,pea,регыд
1570,bald::ADV,pea,drīz
1571,bald::ADV,varsti,регыд
1572,bald::ADV,varsti,drīz
1573,dann::ADV,siis,бӧрын
1574,dann::ADV,siis,бӧрти
1575,dann::ADV,siis,tad
1576,gestern::ADV,eile,тӧнлун
1577,gestern::ADV,eile,vakar
1578,einst::ADV,vanasti,ӧтчыд
1579,einst::ADV,vanasti,ӧтпыр
1580,einst::ADV,vanasti,citreiz
1581,damals::ADV,tookord,сэки
1582,damals::ADV,tookord,toreiz
1583,danach::ADV,seejärel,сэсся
1584,danach::ADV,seejärel,pēc tam
1585,vorher::ADV,enne,войдӧр
1586,vorher::ADV,enne,iepriekš
1587,vorher::ADV,enne,pirms tam
1588,zuerst::ADV,enne,войдӧр
1589,zuerst::ADV,enne,vis'pirms
1590,zuerst::ADV,esmalt,войдӧр
1591,zuerst::ADV,esmalt,vis'pirms
