,Concept_ID,ku,lv
341,Eichhörnchen::N,pilûr,vāvere
342,Elch::N,pazkovî,йӧра
343,Elch::N,pazkovî,alnis
344,Fuchs::N,rovî,руч
345,Fuchs::N,rovî,lapsa
346,Hase::N,kîroşk,кӧч
347,Hase::N,kîroşk,zaķis
348,Maus::N,mişk,шыр
349,Maus::N,mişk,pele
350,Wolf::N,gur,кӧин
351,Wolf::N,gur,vilks
352,Vogel::N,çûk,кай
353,Vogel::N,çûk,лэбач
354,Vogel::N,çûk,putns
355,Schwarm::N,lufik,чукӧр
356,Schwarm::N,lufik,spiets
357,Huhn::N,mirîşk,курӧг
358,Huhn::N,mirîşk,vista
359,Hahn::N,dîk,петук
360,Hahn::N,dîk,gailis
361,Gans::N,qaz,дзодзӧг
362,Gans::N,qaz,zoss
363,Adler::N,eylo,кутш
364,Adler::N,eylo,ērglis
365,Ente::N,werdek,утка
366,Ente::N,werdek,pīle
367,Eule::N,bûm,сюзь
368,Eule::N,bûm,pūce
369,Eule::N,kund,сюзь
370,Eule::N,kund,pūce
371,Kranich::N,quling,тури
372,Kranich::N,quling,dzērve
373,Krähe::N,qijik,рака
374,Krähe::N,qijik,vārna
375,Kuckuck::N,pepûk,кӧк
376,Kuckuck::N,pepûk,dzeguze
377,Schwan::N,qû,юсь
378,Schwan::N,qû,gulbis
379,Fisch::N,masî,чери
380,Fisch::N,masî,zivs
381,Barsch::N,okûn,ёкыш
382,Barsch::N,okûn,asaris
383,Hecht::N,mesîyê lûf,сир
384,Hecht::N,mesîyê lûf,līdaka
385,Schlange[Tier]::N,mar,кый
386,Schlange[Tier]::N,mar,čūska
387,Wurm::N,kurm,номыр
388,Wurm::N,kurm,tārps
389,Spinne::N,pîrê,черань
390,Spinne::N,pîrê,zirneklis
391,Ameise::N,mîro,кодзувкот
392,Ameise::N,mîro,skudra
393,Ameise::N,gêrîk,кодзувкот
394,Ameise::N,gêrîk,skudra
395,Laus::N,spi,той
396,Laus::N,spi,uts
397,Mücke::N,mêş,ном
398,Mücke::N,mêş,ods
399,Fliege::N,mêş,гут
400,Fliege::N,mêş,muša
401,Schmetterling::N,perperîk,бобув
402,Schmetterling::N,perperîk,tauriņš
403,Beere::N,hirç,тусь
404,Beere::N,hirç,вотӧс
405,Beere::N,hirç,oga
406,Apfel::N,sêv,яблӧг
407,Apfel::N,sêv,ābols
408,Pilz::N,bîrov,тшак
409,Pilz::N,bîrov,sēne
410,Zwiebel::N,pîvaz,луккок
411,Zwiebel::N,pîvaz,йӧнгыль
412,Zwiebel::N,pîvaz,sīpols
413,Saat::N,tov,тусь
414,Saat::N,tov,кӧйдыс
415,Saat::N,tov,sēkla
416,Korn::N,dexl,тусь
417,Korn::N,dexl,grauds
418,Heu::N,sap,турун
419,Heu::N,sap,siens
420,Schale::N,qaşik,кор
421,Schale::N,qaşik,čaula
422,Schale::N,qaşik,čaumala
423,Grube::N,çahl,гу
424,Grube::N,çahl,bedre
425,Falle::N,dafik,лэч
426,Falle::N,dafik,slazds
427,Falle::N,dafik,lamatas
428,Schlinge::N,dahf,лэч
429,Schlinge::N,dahf,cilpa
430,Spur::N,rêç,туй
431,Spur::N,rêç,pēda
432,Asche::N,xweli,пӧм
433,Asche::N,xweli,pelni
434,Dreck::N,gemarî,няйт
435,Dreck::N,gemarî,dubļi
436,Eisen::N,hesing,кӧрт
437,Eisen::N,hesing,dzelzs
438,Gold::N,zêr,зарни
439,Gold::N,zêr,zelts
440,Silber::N,zîv,эзысь
441,Silber::N,zîv,sudrabs
442,Kohle::N,komir,шом
443,Kohle::N,komir,ogle
444,Glas::N,qedeh,стеклӧ
445,Glas::N,qedeh,stikls
446,Lehm::N,kelpîç,сёй
447,Lehm::N,kelpîç,māls
448,Sand::N,qûm,лыа
449,Sand::N,qûm,smiltis
450,Mensch::N,mirov,морт
451,Mensch::N,mirov,cilvēks
452,Mann::N,mêr,аймӧрт
453,Mann::N,mêr,мужичӧй
454,Mann::N,mêr,vīrietis
455,Frau::N,jin,ань
456,Frau::N,jin,нывбаба
457,Frau::N,jin,sieviete
458,Kind::N,zarok,кага
459,Kind::N,zarok,bērns
460,Junge::N,kur,пи
461,Junge::N,kur,zēns
462,Junge::N,kur,puika
463,Junge::N,kur,puisis
464,Mädchen::N,keç,ныв
465,Mädchen::N,keç,meiča
466,Mädchen::N,keç,skuķis
467,Mädchen::N,keç,meitene
468,Mädchen::N,keçik,ныв
469,Mädchen::N,keçik,meiča
470,Mädchen::N,keçik,skuķis
471,Mädchen::N,keçik,meitene
472,Familie::N,malbat,семья
473,Familie::N,malbat,ģimene
474,Großvater::N,bapîr,пӧль
475,Großvater::N,bapîr,vecaistēvs
476,Großmutter::N,pîrik,баб
477,Großmutter::N,pîrik,vecāmāte
478,Eltern::N,bavudê,ай-мам
479,Eltern::N,bavudê,бать-мам
480,Eltern::N,bavudê,vecāki
481,Vater::N,bav,бать
482,Vater::N,bav,ай
483,Vater::N,bav,tēvs
484,Mutter::N,dê,мам
485,Mutter::N,dê,māte
486,Mutter::N,dayik,мам
487,Mutter::N,dayik,māte
488,Sohn::N,kur,пи
489,Sohn::N,kur,dēls
490,Tochter::N,keç,ныв
491,Tochter::N,keç,meita
492,Bruder::N,bira,вок
493,Bruder::N,bira,brālis
494,Schwester::N,xweh,чой
495,Schwester::N,xweh,māsa
496,Onkel::N,am,дядь
497,Onkel::N,am,tēvocis
498,Onkel::N,xal,дядь
499,Onkel::N,xal,tēvocis
500,Tante::N,metik,тьӧт
501,Tante::N,metik,tante
502,Tante::N,xaltîk,тьӧт
503,Tante::N,xaltîk,tante
504,Ehemann::N,mêr,верӧс
505,Ehemann::N,mêr,vīrs
506,Ehefrau::N,kulfet,гӧтыр
507,Ehefrau::N,kulfet,sieva
508,Freude::N,kêfxweşî,радлун
509,Freude::N,kêfxweşî,prieks
510,Gelächter::N,pîrqînî,серам
511,Gelächter::N,pîrqînî,smiekli
512,Glück::N,bext,шуд
513,Glück::N,bext,laime
514,Kummer::N,derd,шог
515,Kummer::N,derd,bēdas
516,Kummer::N,derd,raizes
517,Wunsch::N,daxwaz,кӧсйӧм
518,Wunsch::N,daxwaz,vēlme
519,Wunsch::N,daxwaz,vēlējums
520,Wunsch::N,xwestek,кӧсйӧм
521,Wunsch::N,xwestek,vēlme
522,Wunsch::N,xwestek,vēlējums
523,Lust::N,şewq,кыскӧм
524,Lust::N,şewq,радейтӧм
525,Lust::N,şewq,kāre
526,Geist::N,aqil,лов
527,Geist::N,aqil,gars
528,Gedanke::N,fikir,мӧвп
529,Gedanke::N,fikir,doma
530,Gedächtnis::N,aqil,паметь
531,Gedächtnis::N,aqil,atmiņa
532,Verstand::N,fêm,вежӧр
533,Verstand::N,fêm,prāts
534,Sinn::N,aqil,мог
535,Sinn::N,aqil,вежӧртас
536,Sinn::N,aqil,nozīme
537,Grund::N,asas,помка
538,Grund::N,asas,pamats
539,Grund::N,asas,iemesls
540,Wahrheit::N,rastî,збыль
541,Wahrheit::N,rastî,збыльтор
542,Wahrheit::N,rastî,taisnība
543,Wahrheit::N,rastî,patiesība
544,Gespräch::N,guftûgo,сёрни
545,Gespräch::N,guftûgo,saruna
546,Märchen::N,çirok,мойд
547,Märchen::N,çirok,pasaka
548,Erzählung::N,çirok,висьт
549,Erzählung::N,çirok,stāsts
550,Erzählung::N,çirok,nostāsts
551,Erzählung::N,vegotin,висьт
552,Erzählung::N,vegotin,stāsts
553,Erzählung::N,vegotin,nostāsts
554,Nachricht::N,nûçe,юӧртӧм
555,Nachricht::N,nûçe,ziņa
556,Neuigkeit::N,hewal,выльтор
557,Neuigkeit::N,hewal,jaunums
558,Name::N,nav,ним
559,Name::N,nav,vārds
560,Name::N,paşnav,ним
561,Name::N,paşnav,vārds
562,Rätsel::N,tiştonek,нӧдкыв
563,Rätsel::N,tiştonek,mīkla
564,Rede::N,gotar,сёрни
565,Rede::N,gotar,runa
566,Rede::N,axavtin,сёрни
567,Rede::N,axavtin,runa
568,Sprache::N,ziman,кыв
569,Sprache::N,ziman,valoda
570,Stimme::N,pejn,гӧлӧс
571,Stimme::N,pejn,вом шы
572,Stimme::N,pejn,balss
573,Wort::N,gotin,кыв
574,Wort::N,gotin,vārds
575,Zeichen::N,şanek,пас
576,Zeichen::N,şanek,zīme
577,Ruf::N,hawar,чукӧстчӧм
578,Ruf::N,hawar,корӧм
579,Ruf::N,hawar,sauciens
580,Lärm::N,xarbalix,шы
581,Lärm::N,xarbalix,зык
582,Lärm::N,xarbalix,зычитӧм
583,Lärm::N,xarbalix,troksnis
584,Laut::N,deng,шы
585,Laut::N,deng,skaņa
586,Laut::N,hês,шы
587,Laut::N,hês,skaņa
588,Ton::N,awaz,шы
589,Ton::N,awaz,tonis
590,Lied::N,sitran,сьылан
591,Lied::N,sitran,сьыланкыв
592,Lied::N,sitran,dziesma
593,Ruhe::N,rihetî,чӧв
594,Ruhe::N,rihetî,miers
595,Leute::N,xelk,йӧз
596,Leute::N,xelk,войтыр
597,Leute::N,xelk,ļaudis
598,Leute::N,xelk,cilvēki
599,Volk::N,xelk,йӧз
600,Volk::N,xelk,войтыр
601,Volk::N,xelk,tauta
602,Arbeit::N,xebat,удж
603,Arbeit::N,xebat,darbs
604,Gast::N,mêvan,гӧсть
605,Gast::N,mêvan,viešņa
606,Gast::N,mêvan,ciemiņš
607,Geschenk::N,diyarî,козин
608,Geschenk::N,diyarî,dāvana
609,Spiel::N,lîstik,ворсан
610,Spiel::N,lîstik,rotaļa
611,Gesellschaft::N,komal,котыр
612,Gesellschaft::N,komal,biedrība
613,Gesellschaft::N,komal,kompānija
614,Hilfe::N,alîkarî,отсӧг
615,Hilfe::N,alîkarî,palīdzība
616,Freund::N,heval,ёрт
617,Freund::N,heval,draugs
618,Kamerad::N,heval,ёрт
619,Kamerad::N,heval,biedrs
620,Angelegenheit::N,pirsgirêk,мог
621,Angelegenheit::N,pirsgirêk,делӧ
622,Angelegenheit::N,pirsgirêk,darīšana
623,Anzahl::N,çend,лыд
624,Anzahl::N,çend,тшӧт
625,Anzahl::N,çend,skaits
626,Anzahl::N,çend,daudzums
627,Art::N,çeh,сикас
628,Art::N,çeh,suga
629,Art::N,çeh,šķira
630,Stück::N,lib,тор
631,Stück::N,lib,gabals
632,Stück::N,parçe,тор
633,Stück::N,parçe,gabals
634,Teil::N,parçe,юкӧн
635,Teil::N,parçe,daļa
636,Hälfte::N,nîvî,пӧв
637,Hälfte::N,nîvî,джын
638,Hälfte::N,nîvî,puse
639,Kreis::N,çemil,кытш
640,Kreis::N,çemil,aplis
641,Kreis::N,çemil,riņķis
642,Kreuz::N,xaç,перна
643,Kreuz::N,xaç,крест
644,Kreuz::N,xaç,krusts
645,Linie::N,xezik,визь
646,Linie::N,xezik,līnija
647,Strich::N,xezik,визь
648,Strich::N,xezik,svītra
649,Abstand::N,dûrahî,кост
650,Abstand::N,dûrahî,коласт
651,Abstand::N,dûrahî,atstarpe
652,Entfernung::N,dûrahî,ылна
653,Entfernung::N,dûrahî,attālums
654,Entfernung::N,dûrahî,atstatums
655,Gegend::N,dever,му-ва
656,Gegend::N,dever,apvidus
657,Gegend::N,dever,apgabals
658,Platz::N,çih,ылдӧс
659,Platz::N,çih,йир
660,Platz::N,çih,гӧгӧртас
661,Platz::N,çih,vieta
662,Ort::N,dever,ин
663,Ort::N,dever,места
664,Ort::N,dever,vieta
665,Seite::N,rûpel,бок
666,Seite::N,rûpel,ӧтарладор
667,Seite::N,rûpel,sāns
668,Mitte::N,nav,шӧр
669,Mitte::N,nav,vidus
670,Mitte::N,nabênê,шӧр
671,Mitte::N,nabênê,vidus
672,Gegenstand::N,tişt,кӧлуй
673,Gegenstand::N,tişt,priekšmets
674,Sache::N,tişt,добра
675,Sache::N,tişt,lieta
676,Rand::N,kevî,дор
677,Rand::N,kevî,mala
678,Rand::N,kevî,apmale
679,Kante::N,kevî,дор
680,Kante::N,kevî,šķautne
681,Ecke::N,qunç,пельӧс
682,Ecke::N,qunç,kakts
683,Ecke::N,qunç,stūris
684,Spitze::N,derzî,йыв
685,Spitze::N,derzî,smaile
686,Spitze::N,derzî,galotne
687,Ende::N,talî,пом
688,Ende::N,talî,gals
689,Ende::N,talî,uzgalis
690,Loch::N,qul,розь
691,Loch::N,qul,caurums
692,Winkel::N,kurnîşk,пельӧс
693,Winkel::N,kurnîşk,leņķis
694,Muster::N,desen,сер
695,Muster::N,desen,piemērs
696,Größe::N,mezinî,ыджда
697,Größe::N,mezinî,lielums
698,Länge::N,dirêjahî,кузьта
699,Länge::N,dirêjahî,garums
700,Höhe::N,bilindayî,джуджда
701,Höhe::N,bilindayî,augstums
702,Gewicht::N,giranî,сьӧкта
703,Gewicht::N,giranî,сьӧкталун
704,Gewicht::N,giranî,svars
705,Gewicht::N,giranî,smagums
706,Menge::N,qas,лун
707,Menge::N,qas,числӧ
708,Menge::N,qas,masa
709,Menge::N,qas,daudzums
710,Haufen::N,lod,чукӧр
711,Haufen::N,lod,čupa
712,Haufen::N,lod,grēda
713,Haufen::N,lod,kaudze
714,Reihe::N,rêz,рад
715,Reihe::N,rêz,rinda
716,Reihe::N,rêz,virkne
717,Boot::N,kelek,пыж
718,Boot::N,kelek,laiva
719,Ruder::N,bêrik,пелыс
720,Ruder::N,bêrik,ӧпаснӧй
721,Ruder::N,bêrik,airis
722,Ruder::N,bêrik,irklis
723,Schlitten::N,xîjik,дадь
724,Schlitten::N,xîjik,ragavas
725,Ski::N,lakan,лызь
726,Ski::N,lakan,slēpe
727,Lagerfeuer::N,agir,бипур
728,Lagerfeuer::N,agir,ugunskurs
729,Last::N,bar,сьӧкыдтор
730,Last::N,bar,krava
731,Gang::N,fîtêz,мунӧм
732,Gang::N,fîtêz,ветлӧм
733,Gang::N,fîtêz,eja
734,Gang::N,fîtêz,gājums
735,Schritt::N,gav,воськов
736,Schritt::N,gav,воськовтӧм
737,Schritt::N,gav,solis
738,Norden::N,bakur,войвыв
739,Norden::N,bakur,ziemeļi
740,Süden::N,başur,лунвыв
741,Süden::N,başur,dienvidi
742,Westen::N,rojava,рытыв
743,Westen::N,rojava,rietumi
744,Osten::N,rojhilat,асыв
745,Osten::N,rojhilat,austrumi
746,Holz::N,dep,пу
747,Holz::N,dep,koks
748,Holz::N,dep,koksne
749,Brett::N,dep,пӧв
750,Brett::N,dep,dēlis
751,Platte::N,dep,плита
752,Platte::N,dep,plate
753,Platte::N,dep,plāksne
754,Stütze::N,destek,пыкӧд
755,Stütze::N,destek,мыджӧд
756,Stütze::N,destek,balsts
757,Stütze::N,destek,atspaids
758,Stange::N,sing,потш
759,Stange::N,sing,maikste
760,Stock::N,çam,бедь
761,Stock::N,çam,boze
762,Stock::N,çam,spieķis
763,Stab::N,qat,зир
764,Stab::N,qat,zizlis
765,Rohr::N,borî,труба
766,Rohr::N,borî,caurule
767,Haus::N,mal,керка
768,Haus::N,mal,māja
769,Haus::N,xanî,керка
770,Haus::N,xanî,māja
771,Heim::N,mal,горт
772,Heim::N,mal,mājas
773,Ofen::N,sobe,пач
774,Ofen::N,sobe,krāsns
775,Fußboden::N,binpê,джодж
776,Fußboden::N,binpê,grīda
777,Tisch::N,mase,пызан
778,Tisch::N,mase,galds
779,Stuhl::N,kursî,улӧс
780,Stuhl::N,kursî,krēsls
781,Wiege::N,derguş,зыбка
782,Wiege::N,derguş,šūpulis
783,Bett::N,qerewêle,вольпась
784,Bett::N,qerewêle,gulta
785,Regal::N,rêbaz,джадж
786,Regal::N,rêbaz,plaukts
787,Kiste::N,sindoq,куд
788,Kiste::N,sindoq,ящик
789,Kiste::N,sindoq,kaste
790,Kiste::N,sindoq,šķirsts
791,Fenster::N,çam,ӧшинь
792,Fenster::N,çam,logs
793,Fenster::N,şibeke,ӧшинь
794,Fenster::N,şibeke,logs
795,Tür::N,derî,ӧдзӧс
796,Tür::N,derî,durvis
797,Tor::N,derge,дзиръя
798,Tor::N,derge,vārti
799,Zaun::N,hejik,потшӧс
800,Zaun::N,hejik,žogs
801,Dach::N,sere xanî,вевт
802,Dach::N,sere xanî,jumts
