,Concept_ID,ca,ro
323,Wort::N,paraula,cuvânt
324,Zeichen::N,signe,semn
325,Zeichen::N,signe,semnal
326,Zeichen::N,senyal,semn
327,Zeichen::N,senyal,semnal
328,Ruf::N,crida,chemare
329,Lärm::N,sorōll,zgomot
330,Lärm::N,sorōll,tărăboi
331,Laut::N,so,sunet
332,Ton::N,to,ton
333,Lied::N,cançó,cântec
334,Ruhe::N,calma,odihnă
335,Ruhe::N,calma,liniște
336,Ruhe::N,silenci,odihnă
337,Ruhe::N,silenci,liniște
338,Leute::N,gent,lume
339,Leute::N,gent,oameni
340,Volk::N,poble,popor
341,Volk::N,poble,națiune
342,Arbeit::N,labor,lucru
343,Arbeit::N,treball,lucru
344,Gast::N,hoste,musafir
345,Geschenk::N,regal,dar
346,Geschenk::N,regal,cadou
347,Geschenk::N,obsequi,dar
348,Geschenk::N,obsequi,cadou
349,Spiel::N,joc,joc
350,Gesellschaft::N,companyia,societate
351,Hilfe::N,ajut,ajutor
352,Freund::N,amīc,amic
353,Freund::N,amīc,prieten
354,Kamerad::N,company,tovarăș
355,Kamerad::N,camarada,tovarăș
356,Angelegenheit::N,afer,afacere
357,Angelegenheit::N,assumpte,afacere
358,Anzahl::N,nombre,număr
359,Anzahl::N,nombre,cantitate
360,Anzahl::N,quantitat,număr
361,Anzahl::N,quantitat,cantitate
362,Art::N,tipus,fel
363,Art::N,tipus,specie
364,Art::N,classe,fel
365,Art::N,classe,specie
366,Stück::N,peça,bucată
367,Teil::N,part,parte
368,Teil::N,part,porție
369,Hälfte::N,meitat,jumătate
370,Kreis::N,cercle,cerc
371,Kreuz::N,creu,cruce
372,Linie::N,línia,linie
373,Strich::N,traç,linie
374,Strich::N,traç,trăsătură
375,Strich::N,ratlla,linie
376,Strich::N,ratlla,trăsătură
377,Abstand::N,distància,distanță
378,Abstand::N,distància,depărtare
379,Entfernung::N,distància,distanță
380,Entfernung::N,distància,depărtare
381,Gegend::N,regió,regiune
382,Gegend::N,contrada,regiune
383,Platz::N,cabuda,loc
384,Ort::N,lloc,loc
385,Seite::N,banda,latură
386,Seite::N,costāt,latură
387,Mitte::N,mig,centru
388,Mitte::N,centre,centru
389,Gegenstand::N,objecte,obiect
390,Sache::N,cosa,lucru
391,Sache::N,cosa,chestie
392,Rand::N,vora,bordură
393,Rand::N,marge,bordură
394,Kante::N,caire,muchie
395,Kante::N,caire,bordură
396,Kante::N,cantell,muchie
397,Kante::N,cantell,bordură
398,Ecke::N,cantonada,colț
399,Spitze::N,punta,vârf
400,Spitze::N,punta,creștet
401,Ende::N,cap,capăt
402,Loch::N,forāt,gaură
403,Winkel::N,racó,colț
404,Muster::N,dibuix,desen
405,Muster::N,disseny,desen
406,Größe::N,grandària,mărime
407,Länge::N,longitud,lungime
408,Höhe::N,altura,înălțime
409,Höhe::N,altitud,înălțime
410,Gewicht::N,pes,greutate
411,Menge::N,quantitat,cantitate
412,Haufen::N,pila,grămadă
413,Reihe::N,fila,șir
414,Reihe::N,fila,rând
415,Boot::N,bot,barcă
416,Boot::N,bot,luntre
417,Boot::N,barca,barcă
418,Boot::N,barca,luntre
419,Ruder::N,rem,vâslă
420,Ruder::N,rem,lopată
421,Schlitten::N,trineu,sanie
422,Ski::N,esquí,schi
423,Lagerfeuer::N,foc de campament,foc de tabără
424,Last::N,càrrega,povară
425,Last::N,càrrega,sarcină
426,Gang::N,marxa,mers
427,Gang::N,marxa,umblet
428,Schritt::N,pas,pas
429,Norden::N,nord,nord
430,Norden::N,nord,miazănoapte
431,Süden::N,sud,sud
432,Süden::N,sud,miazăzi
433,Westen::N,oest,apus
434,Westen::N,occident,apus
435,Osten::N,est,est
436,Osten::N,est,răsărit
437,Osten::N,orient,est
438,Osten::N,orient,răsărit
439,Holz::N,fusta,lemn
440,Brett::N,taula,scândură
441,Platte::N,placa,placă
442,Stütze::N,suport,proptea
443,Stange::N,vara,bară
444,Stange::N,vara,prăjină
445,Stock::N,pal,băț
446,Stock::N,pal,baston
447,Stab::N,bastó,baston
448,Stab::N,bastó,prăjină
449,Rohr::N,tub,tub
450,Rohr::N,tub,țeavă
451,Haus::N,casa,casă
452,Heim::N,llar,casă
453,Heim::N,llar,cămin
454,Ofen::N,estufa,sobă
455,Fußboden::N,terra,podea
456,Fußboden::N,terra,dușumea
457,Tisch::N,taula,masă
458,Stuhl::N,cadira,scaun
459,Wiege::N,bressol,leagăn
460,Bett::N,llit,pat
461,Regal::N,prestatgeria,rafturi
462,Kiste::N,caixa,ladă
463,Kiste::N,caixa,cutie
464,Fenster::N,finestra,fereastră
465,Tür::N,porta,ușă
466,Tor::N,portal,poartă
467,Zaun::N,tanca,gard
468,Dach::N,teulada,acoperiș
469,Leiter::N,escala,scară
470,Leiter::N,escala de mà,scară
471,Besen::N,escombra,mătură
472,Spaten::N,pala,cazma
473,Spaten::N,pala,hârleț
474,Schaufel::N,pala,lopată
475,Gabel::N,forquilla,furculiță
476,Löffel::N,cullera,lingură
477,Messer::N,coltell,cuțit
478,Nagel::N,clau,cui
479,Netz::N,filat,plasă
480,Haken::N,ganxo,cârlig
481,Griff::N,puny,mâner
482,Griff::N,mànec,mâner
483,Schloss::N,pany,lacăt
484,Bild::N,imatge,tablou
485,Bild::N,imatge,imagine
486,Figur::N,figura,chip
487,Figur::N,figura,figură
488,Puppe::N,nina,păpușă
489,Beutel::N,bossa,pungă
490,Beutel::N,bossa,săculeț
491,Bündel::N,feix,mănunchi
492,Bündel::N,paquet,mănunchi
493,Tasche::N,bossa,geantă
494,Eimer::N,galleda,găleată
495,Deckel::N,tapa,capac
496,Deckel::N,tapadora,capac
497,Geschirr::N,vaixella,vase
498,Geschirr::N,vaixella,tacâmuri
499,Sack::N,sac,sac
500,Sack::N,saca,sac
501,Tasse::N,tassa,ceașcă
502,Topf::N,pot,oală
503,Topf::N,olla,oală
504,Kessel::N,caldera,cazan
505,Kessel::N,caldera,căldare
506,Essen::N,àpat,mâncare
507,Essen::N,menjada,mâncare
508,Nahrung::N,aliment,hrană
509,Nahrung::N,aliment,aliment
510,Speise::N,plat,bucate
511,Speise::N,plat,fel de bucate
512,Fleisch::N,carn,carne
513,Getreide::N,cereals,cereale
514,Brei::N,puré,pireu
515,Brot::N,pa,pâine
516,Scheibe::N,tall,felie
517,Scheibe::N,tall,bucată
518,Scheibe::N,llesca,felie
519,Scheibe::N,llesca,bucată
520,Fett::N,greix,untură
521,Fett::N,greix,grăsime
522,Butter::N,mantega,unt
523,Öl::N,oli,ulei
524,Salz::N,sal,sare
525,Suppe::N,sopa,supă
526,Suppe::N,sopa,ciorbă
527,Honig::N,mel,miere
528,Milch::N,llet,lapte
529,Tee::N,te,ceai
530,Leder::N,cuir,piele
531,Wolle::N,llana,lână
532,Stoff::N,tela,stofă
533,Nadel::N,agulla,ac
534,Faden::N,fil,ață
535,Knopf::N,botó,buton
536,Knoten::N,nus,nod
537,Farbe::N,pintura,vopsea
538,Kleidung::N,roba,haine
539,Kleidung::N,roba,îmbrăcăminte
540,Kleidung::N,vestits,haine
541,Kleidung::N,vestits,îmbrăcăminte
542,Hemd::N,camisa,cămașă
543,Kragen::N,coll,guler
544,Ärmel::N,màniga,mânecă
545,Hose::N,pantalōns,pantaloni
546,Gürtel::N,cinturó,cordon
547,Mütze::N,gorra,șapcă
548,Schuh::N,sabata,gheată
549,Stiefel::N,bota,cizmă
550,Ring::N,anell,inel
551,Ring::N,anell,verigă
552,Band::N,veta,panglică
553,Band::N,veta,șiret
554,Band::N,cinta,panglică
555,Band::N,cinta,șiret
556,Kamm::N,pinta,pieptene
557,Spiegel::N,mirāll,oglindă
558,Riemen::N,corretja,curea
559,Schnur::N,corda,funie
560,Schnur::N,corda,sfoară
561,Leine::N,corretja,lesă
562,Leine::N,corretja,curea
563,Decke::N,manta,pătură
564,Decke::N,flassada,pătură
565,Kissen::N,coixí,pernă
566,Tuch::N,mocador,batic
567,Handtuch::N,tovallola,prosop
568,Handtuch::N,tovallola,ștergar
569,Kraft::N,força,forță
570,Kraft::N,força,putere
571,Stärke::N,vigor,tărie
572,Stärke::N,vigor,vigoare
573,Gesundheit::N,salut,sănătate
574,Krankheit::N,malaltia,boală
575,Krankheit::N,malaltia,maladie
576,Schmerz::N,dolor,durere
577,Wunde::N,ferida,rană
578,Fieber::N,febre,febră
579,Arznei::N,medicament,leac
580,Arznei::N,medicament,medicament
581,Brücke::N,pont,pod
582,Brücke::N,pont,punte
583,Brunnen::N,pou,puț
584,Weide::N,pastura,izlaz
585,Weide::N,pastura,pășune
586,Pfad::N,senda,cărare
587,Pfad::N,sender,cărare
588,Weg::N,camí,drum
589,Straße::N,carretera,cale
590,Straße::N,carretera,stradă
591,Dorf::N,poble,sat
592,Stadt::N,ciutāt,oraș
593,Brief::N,carta,scrisoare
594,Buch::N,llibre,carte
595,Buchstabe::N,lletra,literă
596,Buchstabe::N,lletra,caracter
597,Zeitung::N,diāri,ziar
598,Zeitung::N,diāri,gazetă
599,Leben::N,vida,viață
600,Tod::N,mort,moarte
601,Grab::N,tomba,groapă
602,Grab::N,tomba,mormânt
603,Kirche::N,església,biserică
604,Sünde::N,pecat,păcat
605,Gott::N,déu,zeu
606,Arbeiter::N,obrer,muncitor
607,Chef::N,cap,șef
608,Meister::N,mestre,meșter
609,Meister::N,mestre,maestru
610,Arzt::N,metge,medic
611,Arzt::N,metge,doctor
612,Lehrer::N,mestre,profesor
613,Lehrer::N,mestre,învățător
614,Geld::N,dinērs,bani
615,Geld::N,dinērs,parale
616,Geschäft::N,negoci,treabă
617,Geschäft::N,negoci,afacere
618,Laden::N,tenda,magazin
619,Laden::N,tenda,prăvălie
620,Laden::N,botiga,magazin
621,Laden::N,botiga,prăvălie
622,Preis::N,preu,preț
623,Ware::N,mercaderia,marfă
624,Nutzen::N,profit,folos
625,Nutzen::N,profit,profit
626,Reichtum::N,riquesa,avuție
627,Reichtum::N,riquesa,bogăție
628,Welt::N,món,lume
629,Land::N,país,țară
630,Staat::N,estat,stat
631,König::N,rei,rege
632,Macht::N,poder,putere
633,Macht::N,poder,putință
634,Macht::N,potència,putere
635,Macht::N,potència,putință
636,Grenze::N,frontera,hotar
637,Grenze::N,frontera,graniță
638,Grenze::N,frontera,frontieră
639,Krieg::N,guerra,război
640,Feind::N,enemic,dușman
641,Gewalt::N,violència,violență
642,Kampf::N,lluita,luptă
643,Bogen[Waffe]::N,arc,arc
644,Pfeil::N,fletxa,săgeată
645,Gewehr::N,fusell,armă
646,Gewehr::N,fusell,pușcă
647,Gewehr::N,escopeta,armă
648,Gewehr::N,escopeta,pușcă
649,Fehler::N,falta,eroare
650,Fehler::N,falta,greșeală
651,Lüge::N,mentida,minciună
652,Schaden::N,dany,daună
653,Schaden::N,dany,pagubă
654,Unglück::N,desgràcia,nenorocire
655,Schuld::N,culpa,vină
656,Alter::N,edat,etate
657,Alter::N,edat,vârstă
658,Schluss::N,fi,sfârșit
659,Schluss::N,final,sfârșit
660,Zeit::N,temps,timp
661,Zeit::N,temps,vreme
662,Tag::N,dia,zi
663,Morgen::N,matí,dimineață
664,Mittag::N,migdia,prânz
665,Mittag::N,migdia,amiază
666,Abend::N,vespre,seară
667,Nacht::N,nit,noapte
668,Woche::N,setmana,săptămână
669,Monat::N,mes,lună
670,Jahr::N,any,an
671,Frühling::N,primavera,primăvară
672,Sommer::N,estīu,vară
673,Herbst::N,tardor,toamnă
674,Winter::N,hivērn,iarnă
675,Januar::N,gener,ianuarie
676,Februar::N,febrer,februarie
677,März::N,març,martie
678,April::N,abril,aprilie
679,Mai::N,maig,mai
680,Juni::N,juny,iunie
681,Juli::N,juliol,iulie
682,August::N,agost,august
683,September::N,setembre,septembrie
684,Oktober::N,octubre,octombrie
685,November::N,novembre,noiembrie
686,Dezember::N,desembre,decembrie
687,Montag::N,dilluns,luni
688,Dienstag::N,dimarts,marți
689,Mittwoch::N,dimecres,miercuri
690,Donnerstag::N,dijous,joi
691,Freitag::N,divendres,vineri
692,Samstag::N,dissabte,sâmbătă
693,Sonntag::N,diumenge,duminică
694,groß::A,gros,mare
695,klein::A,petīt,mic
696,lang::A,llarg,lung
697,kurz::A,curt,scurt
698,breit::A,ample,lat
699,breit::A,ample,larg
700,schmal::A,estret,strâmt
701,dicht::A,dens,des
702,dick[Gegenstand]::A,gruixūt,gros
703,dünn::A,prim,subțire
704,fein::A,fi,fin
705,fein::A,fi,subțire
706,fest::A,ferm,tare
707,fest::A,ferm,solid
708,fest::A,sòlid,tare
709,fest::A,sòlid,solid
710,flach::A,pla,șes
711,flach::A,pla,plan
712,glatt::A,llis,lins
713,hart::A,dur,dur
714,weich::A,tou,moale
715,rund::A,rodó,rotund
716,rund::A,rodó,circular
717,spitz::A,punxegut,ascuțit
718,scharf::A,agut,tăios
719,scharf::A,agut,ascuțit
720,stumpf::A,rom,tocit
721,stumpf::A,esmussat,tocit
722,schwer::A,pesāt,greu
723,schön::A,bonīc,frumos
724,heiß::A,calēnt,cald
725,heiß::A,calēnt,fierbinte
726,warm::A,càlid,cald
727,warm::A,càlid,fierbinte
728,kalt::A,fred,rece
729,kühl::A,fresc,rece
730,kühl::A,fresc,răcoros
731,frisch::A,fresc,răcoros
732,frisch::A,fresc,proaspăt
733,feucht::A,humit,umed
734,feucht::A,humit,jilav
735,nass::A,mullat,ud
736,trocken::A,sec,sec
737,trocken::A,sec,uscat
738,voll::A,ple,plin
739,leer::A,buit,gol
740,offen::A,obert,deschis
741,geschlossen::A,tancat,închis
742,sauber::A,net,curat
743,schmutzig::A,brut,murdar
744,roh::A,cru,crud
745,reif::A,madur,copt
746,lecker::A,deliciós,gustos
747,süß::A,dolç,dulce
748,bitter::A,amarg,amar
749,sauer::A,agre,acru
750,hell::A,clar,clar
751,hell::A,clar,luminos
752,dunkel::A,fosc,obscur
753,dunkel::A,fosc,întunecos
754,schwarz::A,negre,negru
755,weiß::A,blanc,alb
756,rot::A,vermēll,roșu
757,gelb::A,groc,galben
758,blau::A,blau,albastru
759,grün::A,verd,verde
760,grau::A,gris,gri
761,grau::A,gris,cenușiu
762,bunt::A,multicolor,colorat
763,billig::A,barat,ieftin
764,teuer::A,car,scump
765,wertvoll::A,preciós,prețios
766,blind::A,cec,orb
767,taub::A,sord,surd
768,kräftig::A,fort,tare
769,kräftig::A,fort,forte
770,kräftig::A,fort,robust
771,kräftig::A,vigorós,tare
772,kräftig::A,vigorós,forte
773,kräftig::A,vigorós,robust
774,stark::A,fort,viguros
775,stark::A,fort,puternic
776,schwach::A,feble,slab
777,schwach::A,feble,debil
778,fett::A,gras,gras
779,schlank::A,esvelt,zvelt
780,hübsch::A,maco,drăguț
781,böse::A,dolent,rău
782,böse::A,dolent,răutăcios
783,dumm::A,ximple,nerod
784,dumm::A,ximple,tâmpit
785,dumm::A,estúpid,nerod
786,dumm::A,estúpid,tâmpit
787,faul::A,gandūl,leneș
788,faul::A,mandrós,leneș
789,fleißig::A,diligēnt,harnic
790,fleißig::A,diligēnt,sârguincios
791,geizig::A,avar,calic
792,geizig::A,avar,zgârcit
793,klug::A,intel·ligent,isteț
794,klug::A,intel·ligent,deștept
795,geschickt::A,hàbil,dibaci
796,lieb::A,amat,drag
797,lieb::A,amat,iubit
798,lieb::A,estimat,drag
799,lieb::A,estimat,iubit
800,lustig::A,alegre,vesel
801,sanft::A,suau,blând
802,sanft::A,suau,blajin
803,hungrig::A,afamat,flămând
804,krank::A,malālt,bolnav
805,nackt::A,nu,gol
806,traurig::A,trist,trist
807,traurig::A,trist,mâhnit
808,lebendig::A,viu,viu
809,gut::A,bo,bun
810,schlecht::A,dolēnt,rău
811,schlecht::A,dolēnt,prost
812,richtig::A,just,drept
813,richtig::A,just,corect
814,richtig::A,correcte,drept
815,richtig::A,correcte,corect
816,schlimm::A,greu,rău
817,wahr::A,vertader,adevărat
818,wahr::A,veritable,adevărat
819,alt::A,vell,uzat
820,alt::A,vell,vechi
821,neu::A,nou,nou
822,ehemalig::A,antic,fost
823,ehemalig::A,antic,anterior
824,alt[Lebewesen]::A,vell,bătrîn
825,jung::A,jove,tânăr
826,arm::A,pobre,sărac
827,arm::A,pobre,sărman
828,reich::A,ric,avut
829,reich::A,ric,bogat
830,bekannt::A,conegut,cunoscut
831,berühmt::A,famós,renumit
832,fremd::A,estrany,străin
833,verschieden::A,diferent,diferit
834,verschieden::A,diferent,deosebit
835,nah::A,pròxim,apropiat
836,fern::A,llunyà,departe
837,fern::A,distant,departe
838,linker::A,esquerre,stâng
839,rechter::A,dret,drept
840,anderer::A,altre,alt
841,erster::A,primer,prim
842,zweiter::A,segon,al doilea
843,dritter::A,tercer,treilea
844,letzter::A,últim,final
845,allein::ADV,sol,singur
846,auf einmal::ADV,d'una vegada,dintrodată
847,zusammen::ADV,junt,împreună
848,lange::ADV,molt de temps,îndelung
849,lange::ADV,molt de temps,mult timp
850,plötzlich::ADV,de cop,deodată
851,plötzlich::ADV,de cop,pe neașteptate
852,plötzlich::ADV,de sobte,deodată
853,plötzlich::ADV,de sobte,pe neașteptate
854,sofort::ADV,de seguida,imediat
855,sofort::ADV,de seguida,numaidecît
856,später::ADV,més tard,mai apoi
857,später::ADV,més tard,mai târziu
858,jetzt::ADV,ara,acum
859,heute::ADV,avūi,azi
860,heute::ADV,avūi,astăzi
