,Concept_ID,ka,lez
280,Märchen::N,ზღაპარი,мах
281,Erzählung::N,თქმულება,кьиса
282,Nachricht::N,ცნობა,хабар
283,Nachricht::N,ამბავი,хабар
284,Neuigkeit::N,სიახლე,цӏийи хабар
285,Name::N,სახელი,тӏвар
286,Rätsel::N,გამოცანა,мискӏал
287,Rede::N,სიტყვა,рахун
288,Sprache::N,ენა,чӏал
289,Stimme::N,ხმა,ван
290,Wort::N,სიტყვა,гаф
291,Zeichen::N,ნიშანი,ишара
292,Ruf::N,ძახილი,эвер
293,Lärm::N,ხმაური,ван-сес
294,Laut::N,ხმა,ван
295,Laut::N,ხმა,сес
296,Laut::N,ბგერა,ван
297,Laut::N,ბგერა,сес
298,Ton::N,ტონი,ван-сес
299,Lied::N,სიმღერა,мани
300,Ruhe::N,სიწყნარე,ласвал
301,Ruhe::N,სიწყნარე,фаракъат
302,Ruhe::N,სიწყნარე,асайиш
303,Leute::N,ადამიანები,инсанар
304,Volk::N,ერი,халкь
305,Volk::N,ხალხი,халкь
306,Arbeit::N,მუშაობა,кӏвалах
307,Gast::N,სტუმარი,мугьман
308,Geschenk::N,საჩუქარი,савкьат
309,Spiel::N,თამაში,къугъун
310,Gesellschaft::N,საზოგადოება,жемят
311,Gesellschaft::N,საზოგადოება,общество
312,Hilfe::N,შველა,куьмек
313,Hilfe::N,დახმარება,куьмек
314,Freund::N,მეგობარი,дуст
315,Kamerad::N,ამხანაგი,яр-дуст
316,Angelegenheit::N,საქმე,кар
317,Anzahl::N,ოდენობა,сан
318,Anzahl::N,ოდენობა,кьадар
319,Art::N,სახეობა,жуьре
320,Stück::N,ნატეხი,кӏус
321,Teil::N,წილი,пай
322,Hälfte::N,ნახევარი,зур
323,Hälfte::N,ნახევარი,зур пай
324,Kreis::N,წრე,круг
325,Kreis::N,წრე,чкаяр
326,Kreis::N,წრე,элкъвей цӏар
327,Kreuz::N,ჯვარი,хаш
328,Linie::N,ხაზი,цӏар
329,Strich::N,შტრიხი,цӏар
330,Abstand::N,მანძილი,ара
331,Entfernung::N,სიშორე,мензил
332,Gegend::N,არე,чка
333,Gegend::N,მხარე,чка
334,Platz::N,ფართობი,ара
335,Ort::N,ადგილი,чка
336,Seite::N,მხარე,пад
337,Mitte::N,შუა,юкь
338,Gegenstand::N,საგანი,затӏ
339,Sache::N,ნივთი,шей
340,Sache::N,ნივთი,затӏ
341,Rand::N,კიდე,къерех
342,Kante::N,ნაწიბული,син
343,Ecke::N,კუთხე,пӏипӏ
344,Spitze::N,წვეტი,кӏвенкӏв
345,Ende::N,ბოლო,кьил
346,Loch::N,ხვრელი,тӏеквен
347,Winkel::N,კუთხე,пӏипӏ
348,Muster::N,მოხატულობა,гишир
349,Größe::N,ზომა,кьадар
350,Größe::N,სიდიდე,кьадар
351,Länge::N,სიგრძე,яргъивал
352,Höhe::N,სიმაღლე,кьакьанвал
353,Gewicht::N,წონა,заланвал
354,Menge::N,რაოდენობა,кьадар
355,Haufen::N,გროვა,хара
356,Reihe::N,რიგი,жерге
357,Reihe::N,წყება,жерге
358,Boot::N,გემი,луьткве
359,Ruder::N,ხოფი,кьусу
360,Ruder::N,ნიჩაბი,кьусу
361,Schlitten::N,მარხილი,гъелерар
362,Ski::N,თხილამური,
363,Lagerfeuer::N,კოცონი,цӏай
364,Last::N,ტვირთი,заланвал
365,Gang::N,სვლა,ериш
366,Schritt::N,ბიჯი,къадам
367,Norden::N,ჩრდილოეთი,кефер
368,Norden::N,ჩრდილოეთი,кефер пад
369,Süden::N,სამხრეთი,кьибле
370,Westen::N,დასავლეთი,рагъакӏидай пад
371,Osten::N,აღმოსავლეთი,рагъэкъечӏдай пад
372,Holz::N,ხე,кӏарас
373,Brett::N,დაფა,кьул
374,Brett::N,დაფა,тахта
375,Brett::N,ფიცარი,кьул
376,Brett::N,ფიცარი,тахта
377,Platte::N,თლილი ქვა,
378,Stütze::N,საყრდენი,даях
379,Stange::N,ჭოკი,юрк
380,Stock::N,კეტი,лаш
381,Stab::N,ლატანი,юрк
382,Rohr::N,მილაკი,турба
383,Haus::N,სახლი,ужагъ
384,Heim::N,ოჯახის კერა,кӏвал
385,Ofen::N,ღუმელი,пич
386,Fußboden::N,იატაკი,кӏвалин ччил
387,Tisch::N,სუფრა,стол
388,Tisch::N,მაგიდა,стол
389,Stuhl::N,სკამი,стул
390,Wiege::N,აკვანი,кьеб
391,Bett::N,საწოლი,тахт
392,Bett::N,სარეცელი,тахт
393,Regal::N,თაროები,кьацӏ
394,Kiste::N,ყუთი,ящик
395,Kiste::N,სკივრი,ящик
396,Fenster::N,ფანჯარა,дакӏар
397,Fenster::N,სარკმელი,дакӏар
398,Tür::N,ბჭე,рак
399,Tür::N,კარი,рак
400,Tor::N,ჭიშკარი,варар
401,Zaun::N,ღობე,пару
402,Zaun::N,გალავანი,пару
403,Dach::N,სახურავი,къав
404,Leiter::N,კიბე,гурар
405,Besen::N,ცოცხი,таран кул
406,Spaten::N,ნიჩაბი,ппер
407,Schaufel::N,ბარი,хекендаз
408,Gabel::N,ჩანგალი,шиш
409,Löffel::N,კოვზი,тӏур
410,Messer::N,დანა,чукӏул
411,Nagel::N,ლურსმანი,мих
412,Netz::N,ბადე,чил
413,Haken::N,კავი,къармах
414,Haken::N,კაუჭი,къармах
415,Griff::N,ტარი,ттум
416,Schloss::N,კლიტე,куьлег
417,Schloss::N,საკეტი,куьлег
418,Bild::N,სურათი,шикил
419,Bild::N,სურათი,суьрет
420,Figur::N,ფიგურა,фигура
421,Puppe::N,თოჯინა,нини
422,Beutel::N,პარკი,тагъар
423,Bündel::N,გალა,галгам
424,Bündel::N,ასხმა,галгам
425,Tasche::N,ჩანთა,чанта
426,Eimer::N,ჩამჩა,ведре
427,Deckel::N,ხუფი,кьил
428,Deckel::N,ხუფი,къалпагъ
429,Deckel::N,სარქველი,кьил
430,Deckel::N,სარქველი,къалпагъ
431,Geschirr::N,ჭურჭელი,къаб-къажах
432,Sack::N,ტომარა,чувал
433,Tasse::N,ფინჯანი,сукӏра
434,Topf::N,ქოთანი,къажгъан
435,Kessel::N,ქვაბი,къажгъан
436,Essen::N,ჭამა,тӏуьн
437,Nahrung::N,საზრდო,тӏуьн
438,Nahrung::N,საკვები,тӏуьн
439,Speise::N,საჭმელი,хуьрек
440,Fleisch::N,ხორცი,як
441,Getreide::N,მარცვლოვანი,техил
442,Brei::N,ფაფა,хапӏа
443,Brei::N,ფაფა,хешил
444,Brot::N,პური,фу
445,Scheibe::N,ნაჭერი,чӏук
446,Fett::N,ქონი,ягълу
447,Fett::N,ცხიმი,ягълу
448,Butter::N,კარაქი,гъери
449,Öl::N,ზეთი,ягълу
450,Salz::N,მარილი,кьел
451,Suppe::N,სუფი,суп
452,Suppe::N,სუფი,шурпа
453,Honig::N,თაფლი,вирт
454,Milch::N,რძე,нек
455,Tee::N,ჩაი,чай
456,Leder::N,ტყავი,тумаж
457,Wolle::N,მატყლი,йис
458,Stoff::N,ქსოვილი,парча
459,Nadel::N,ნემსი,раб
460,Faden::N,ძაფი,гъал
461,Faden::N,მკედი,гъал
462,Knopf::N,ღილი,дуьгме
463,Knoten::N,ნასკვი,тӏвал
464,Farbe::N,საღებავი,ранг
465,Kleidung::N,ტანსაცმელი,партал
466,Hemd::N,ხალათი,перем
467,Hemd::N,პერანგი,перем
468,Kragen::N,საყელო,хев
469,Ärmel::N,სახელო,хел
470,Hose::N,შარვალი,шалвар
471,Gürtel::N,ქამარი,чӏул
472,Mütze::N,ქუდი,бармак
473,Mütze::N,ქუდი,бапӏах
474,Schuh::N,ფეხსაცმელი,ботинка
475,Stiefel::N,ჩექმა,чекме
476,Ring::N,ბეჭედი,тупӏал
477,Band::N,ბაფთი,тасма
478,Kamm::N,სავარცხელი,регъ
479,Spiegel::N,სარკე,гуьзгуь
480,Riemen::N,ღვედი,къайиш
481,Schnur::N,ლარი,еб
482,Leine::N,ჯაჭვი,
483,Decke::N,საბანი,яргъан
484,Kissen::N,ბალიში,хъуьцуьган
485,Tuch::N,მაუდი,шал
486,Tuch::N,თავშალი,шал
487,Handtuch::N,ხელსახოცი,дасмал
488,Kraft::N,ძალა,гуж
489,Stärke::N,ღონე,къуват
490,Gesundheit::N,ჯანმრთელობა,сагъвал
491,Krankheit::N,სენი,тӏал
492,Krankheit::N,ავადმყოფობა,тӏал
493,Schmerz::N,ტკივილი,тӏал
494,Schmerz::N,ტკივილი,тӏарвал
495,Wunde::N,იარი,хер
496,Wunde::N,ჭრილობა,хер
497,Fieber::N,ციება,ифин
498,Arznei::N,წამალი,дарман
499,Brücke::N,ხიდი,муьгъ
500,Brunnen::N,ჭა,къуй
501,Weide::N,საძოვარი,уьруьш
502,Pfad::N,ბილიკი,рехъ
503,Weg::N,გზა,рехъ
504,Straße::N,შარაგზა,рехъ
505,Dorf::N,დაბა,хуьр
506,Dorf::N,სოფელი,хуьр
507,Stadt::N,ქალაქი,шегьер
508,Brief::N,წერილი,кагъаз
509,Buch::N,წიგნი,улуб
510,Buchstabe::N,ასო,гьарф
511,Zeitung::N,გაზეთი,газета
512,Leben::N,სიცოცხლე,уьмуьр
513,Tod::N,სიკვდილი,кьиникь
514,Grab::N,სამარე,сур
515,Grab::N,საფლავი,сур
516,Kirche::N,ეკლესია,килиса
517,Sünde::N,ცოდვა,гунагь
518,Gott::N,ღმერთი,аллагь
519,Arbeiter::N,მუშა,фяле
520,Chef::N,გამგე,гьаким
521,Meister::N,ოსტატი,устӏар
522,Arzt::N,ექიმი,доктор
523,Arzt::N,მკურნალი,доктор
524,Lehrer::N,მასწავლებელი,муаллим
525,Geld::N,ფული,пул
526,Geschäft::N,საქმე,
527,Geschäft::N,ბიზნესი,
528,Laden::N,დუქანი,магазин
529,Laden::N,მაღაზია,магазин
530,Preis::N,ფასი,къимет
531,Ware::N,საქონელი,мал
532,Ware::N,საქონელი,товар
533,Nutzen::N,ხეირი,хийир
534,Nutzen::N,ხეირი,менфят
535,Reichtum::N,სიმდიდრე,девлет
536,Welt::N,მსოფლიო,дуьнья
537,Land::N,მხარე,уьлкве
538,Land::N,ქვეყანა,уьлкве
539,Staat::N,სახელმწიფო,пачагьлугъ
540,Staat::N,სახელმწიფო,государство
541,König::N,მეფე,пачагь
542,Macht::N,ძლიერება,власть
543,Grenze::N,ზღვარი,сергьят
544,Krieg::N,ომი,дяве
545,Feind::N,მტერი,душман
546,Gewalt::N,სისასტიკე,гуж
547,Kampf::N,ბრძოლა,женг
548,Bogen[Waffe]::N,მშვილდი,чӏемерук
549,Pfeil::N,ისარი,хьел
550,Pfeil::N,მახვილი,хьел
551,Gewehr::N,თოფი,тфенг
552,Gewehr::N,შაშხანა,тфенг
553,Fehler::N,შეცდომა,гъалатӏ
554,Lüge::N,სიცრუე,ттаб
555,Schaden::N,ვნება,зиян
556,Schaden::N,ვნება,зарар
557,Unglück::N,ხიფათი,бала
558,Unglück::N,ხიფათი,бедбахтвал
559,Unglück::N,უბედურება,бала
560,Unglück::N,უბედურება,бедбахтвал
561,Schuld::N,ბრალი,тахсир
562,Alter::N,ასაკი,яш
563,Schluss::N,ბოლო,эхир
564,Schluss::N,დასასრული,эхир
565,Zeit::N,დრო,вяде
566,Tag::N,დღე,югъ
567,Morgen::N,დილა,пакама
568,Mittag::N,შუადღე,нисин
569,Abend::N,საღამო,няни
570,Nacht::N,ღამე,йиф
571,Woche::N,კვირა,гьафте
572,Monat::N,თვე,варз
573,Jahr::N,წელი,йис
574,Frühling::N,გაზაფხული,гатфар
575,Sommer::N,ზაფხული,гад
576,Herbst::N,შემოდგომა,зул
577,Winter::N,ზამთარი,кьуьд
578,Januar::N,იანვარი,январь
579,Februar::N,თებერვალი,февраль
580,März::N,მარტი,март
581,April::N,აპრილი,апрель
582,Mai::N,მაისი,май
583,Juni::N,ივნისი,июнь
584,Juli::N,ივლისი,июль
585,August::N,აგვისტო,август
586,September::N,სექტემბერი,сентябрь
587,Oktober::N,ოქტომბერი,октябрь
588,November::N,ნოემბერი,ноябрь
589,Dezember::N,დეკემბერი,декабрь
590,Montag::N,ორშაბათი,ислен
591,Dienstag::N,სამშაბათი,саласа
592,Mittwoch::N,ოთხშაბათი,арбе
593,Donnerstag::N,ხუთშაბათი,хемис югъ
594,Freitag::N,პარასკევი,жуьмя
595,Freitag::N,პარასკევი,жуьмя югъ
596,Samstag::N,შაბათი,киш
597,Sonntag::N,კვირა,гьяд
598,groß::A,დიდი,еке
599,groß::A,დიდი,чӏехи
600,klein::A,მცირე,гъвечӏи
601,klein::A,პატარა,гъвечӏи
602,lang::A,გრძელი,яргъи
603,kurz::A,მოკლე,куьруь
604,breit::A,ფართო,гьяркьуь
605,breit::A,განიერი,гьяркьуь
606,schmal::A,ვიწრო,гуьтӏуь
607,schmal::A,წვრილი,гуьтӏуь
608,dicht::A,მჭიდრო,къалин
609,dick[Gegenstand]::A,სქელი,
610,dünn::A,წვრილი,кьелечӏ
611,fein::A,თხელი,шуькӏуь
612,fest::A,მყარი,кӏеви
613,flach::A,ბრტყელი,кьулу
614,glatt::A,გლუ,цӏалцӏам
615,hart::A,მაგარი,кӏеви
616,weich::A,რბილი,хъуьтуьл
617,rund::A,მრგვალი,элкъвей
618,spitz::A,წვეტიანი,хци
619,scharf::A,მჭრელი,хци
620,stumpf::A,ბლაგვი,къуьруь
621,schwer::A,მძიმე,залан
622,schön::A,ლამაზი,иер
623,heiß::A,ცხელი,кудай
624,warm::A,თბილი,чими
625,kalt::A,ცივი,мекьи
626,kühl::A,გრილი,къайи
627,frisch::A,სუფთა,таза
628,frisch::A,სუფთა,михьи
629,feucht::A,ნოტიო,ламу
630,nass::A,სველი,кьежей
631,trocken::A,მშრალი,кьуру
632,voll::A,სავსე,ацӏай
633,leer::A,ცარიელი,буш
634,leer::A,ცარიელი,ичӏи
635,offen::A,ღია,ахъа
636,offen::A,გაშლილი,ахъа
637,geschlossen::A,დახურული,кӏеви
638,sauber::A,სუფთა,михьи
639,sauber::A,წმინდა,михьи
640,schmutzig::A,ტალახიანი,чиркин
641,schmutzig::A,ტალახიანი,кьацӏай
642,roh::A,უმი,чиг
643,roh::A,უმი,ицӏи
644,reif::A,მწიფე,дигмиш хьайи
645,lecker::A,გემრიელი,дадлу
646,süß::A,ტკბილი,ширин
647,bitter::A,მწარე,туькьуьл
648,sauer::A,მჟავე,цуру
649,hell::A,ნათელი,экуь
650,dunkel::A,ბნელი,мичӏи
651,schwarz::A,შავი,чӏулав
652,weiß::A,თეთრი,лацу
653,rot::A,წითელი,яру
654,gelb::A,ყვითელი,хъипи
655,blau::A,ლურჯი,вили
656,blau::A,ცისფერი,вили
657,grün::A,მწვანე,къацу
658,grau::A,რუხი,рехи
659,grau::A,ნაცრისფერი,рехи
660,bunt::A,ჭრელი,цӏару
661,bunt::A,ჭრელი,яру-цӏару
662,bunt::A,ფერადი,цӏару
663,bunt::A,ფერადი,яру-цӏару
664,billig::A,იაფი,ужуз
665,teuer::A,ძვირი,багьа
666,wertvoll::A,ღირსიანი,масан
667,blind::A,ბრმა,буьркьуь
668,taub::A,ყრუ,биши
669,kräftig::A,ძალავანი,гужлу
670,stark::A,ძლიერი,къуватлу
671,stark::A,ღონიერი,къуватлу
672,schwach::A,სუსტი,такьатсуз
673,fett::A,სქელი,куьк
674,schlank::A,გამხდარი,шумал
675,hübsch::A,ეშხიანი,гуьрчег
676,hübsch::A,მშვენიერი,гуьрчег
677,böse::A,ავი,пис
678,böse::A,ბოროტი,пис
679,dumm::A,ბოთე,ахмакь
680,dumm::A,სულელი,ахмакь
681,faul::A,ზანტი,тенпел
682,faul::A,ზარმაცი,тенпел
683,fleißig::A,ბეჯითი,сяй ийидай
684,fleißig::A,ბეჯითი,сяйи ийидай
685,fleißig::A,მუყაითი,сяй ийидай
686,fleißig::A,მუყაითი,сяйи ийидай
687,geizig::A,ძუნწი,мискьи
688,klug::A,ჭკვიანი,акьуллу
689,geschickt::A,მარჯვე,магьир
690,geschickt::A,გაწაფული,магьир
691,lieb::A,სატრფიალო,играми
692,lustig::A,მხიარული,шад
693,sanft::A,ალერსიანი,назик
694,sanft::A,ალერსიანი,милайим
695,sanft::A,გრძნობიერი,назик
696,sanft::A,გრძნობიერი,милайим
697,hungrig::A,მშიერი,гишин
698,krank::A,სნეული,кефсуз
699,krank::A,ავადმყოფი,кефсуз
700,nackt::A,ტიტველი,кьецӏил
701,traurig::A,მწუხარე,пашман
702,traurig::A,სევდიანი,пашман
703,lebendig::A,ცოცხალი,ччан алай
704,gut::A,კარგი,хъсан
705,gut::A,კარგი,вижевай
706,schlecht::A,უხეირო,пис
707,richtig::A,ნამდვილი,дуьз
708,schlimm::A,ცუდი,нифретлу
709,wahr::A,სწორი,гьакъикъи
710,wahr::A,ჭეშმარიტი,гьакъикъи
711,alt::A,ძველი,эски
712,alt::A,ძველი,куьгьне
713,neu::A,ახალი,цӏийи
714,ehemalig::A,ყოფილი,виликан
