,Concept_ID,sk,is
148,Tanne::N,jedľa,greni
149,Horn::N,roh,horn
150,Feder::N,pero,fjöður
151,Fell::N,koža,skinn
152,Fell::N,kožušina,skinn
153,Flügel::N,krídlo,vængur
154,Klaue::N,paznecht,kló
155,Kralle::N,pazúr,kló
156,Schwanz::N,chvost,rófa
157,Schwanz::N,chvost,skott
158,Ei::N,vajce,egg
159,Ei::N,vajíčko,egg
160,Nest::N,hniezdo,hreiður
161,Bau::N,nora,greni
162,Bau::N,nora,bæli
163,Tier::N,zviera,dýr
164,Herde::N,stádo,hjörð
165,Kuh::N,krava,kýr
166,Bulle::N,býk,boli
167,Pferd::N,kôň,hestur
168,Schaf::N,ovca,kind
169,Schwein::N,sviňa,svín
170,Hund::N,pes,hundur
171,Katze::N,mačka,köttur
172,Bär::N,medveď,björn
173,Eichhörnchen::N,veverička,íkorni
174,Elch::N,los,elgur
175,Fuchs::N,líška,refur
176,Hase::N,zajac,héri
177,Maus::N,myš,mús
178,Wolf::N,vlk,úlfur
179,Vogel::N,vták,fugl
180,Schwarm::N,roj,sægur
181,Huhn::N,kurča,hæna
182,Huhn::N,sliepka,hæna
183,Hahn::N,kohút,hani
184,Gans::N,hus,gæs
185,Adler::N,orol,örn
186,Ente::N,kačka,önd
187,Ente::N,kačica,önd
188,Eule::N,sova,uggla
189,Kranich::N,žeriav,trana
190,Krähe::N,vrana,kráka
191,Kuckuck::N,kukučka,gaukur
192,Schwan::N,labuť,svanur
193,Fisch::N,ryba,fiskur
194,Barsch::N,ostriež,aborri
195,Hecht::N,šťuka,gedda
196,Schlange[Tier]::N,had,naðra
197,Wurm::N,červ,ormur
198,Spinne::N,pavúk,kónguló
199,Ameise::N,mravec,maur
200,Laus::N,voš,lús
201,Mücke::N,komár,mý
202,Mücke::N,komár,mýfluga
203,Fliege::N,mucha,fluga
204,Schmetterling::N,motýľ,fiðrildi
205,Beere::N,bobuľa,ber
206,Apfel::N,jablko,epli
207,Pilz::N,hríb,sveppur
208,Zwiebel::N,cibuľa,laukur
209,Saat::N,osivo,fræ
210,Saat::N,osivo,útsæði
211,Korn::N,zrno,korn
212,Heu::N,seno,hey
213,Schale::N,šupa,hýði
214,Schale::N,škrupina,hýði
215,Grube::N,jama,gryfja
216,Falle::N,pasca,gildra
217,Falle::N,klepec,gildra
218,Schlinge::N,slučka,snara
219,Spur::N,stopa,spor
220,Asche::N,popol,aska
221,Dreck::N,kal,óþverri
222,Dreck::N,blato,óþverri
223,Eisen::N,železo,járn
224,Gold::N,zlato,gull
225,Silber::N,striebro,silfur
226,Kohle::N,uhlie,kol
227,Glas::N,sklo,gler
228,Lehm::N,íl,leir
229,Lehm::N,hlina,leir
230,Sand::N,piesok,sandur
231,Mensch::N,človek,maður
232,Mensch::N,človek,manneskja
233,Mann::N,muž,maður
234,Mann::N,muž,karlmaður
235,Mann::N,chlap,maður
236,Mann::N,chlap,karlmaður
237,Frau::N,žena,kona
238,Kind::N,dieťa,barn
239,Kind::N,dieťa,krakki
240,Junge::N,chlapec,drengur
241,Mädchen::N,dievka,stelpa
242,Familie::N,rodina,fjölskylda
243,Großvater::N,dedo,afi
244,Großvater::N,starý otec,afi
245,Großmutter::N,babička,amma
246,Großmutter::N,stará mať,amma
247,Eltern::N,rodičia,foreldrar
248,Vater::N,otec,faðir
249,Mutter::N,mať,móðir
250,Mutter::N,matka,móðir
251,Sohn::N,syn,sonur
252,Tochter::N,dcéra,dóttir
253,Bruder::N,brat,bróðir
254,Schwester::N,sestra,systir
255,Onkel::N,ujo,föðurbróðir
256,Onkel::N,strýko,föðurbróðir
257,Tante::N,teta,frænka
258,Tante::N,teta,móðursystir
259,Tante::N,tetka,frænka
260,Tante::N,tetka,móðursystir
261,Ehemann::N,muž,eiginmaður
262,Ehemann::N,manžel,eiginmaður
263,Ehefrau::N,žena,eiginkona
264,Ehefrau::N,manželka,eiginkona
265,Freude::N,radosť,gleði
266,Gelächter::N,smiech,hlátur
267,Glück::N,šťastie,gæfa
268,Kummer::N,žiaľ,sorg
269,Kummer::N,zármutok,sorg
270,Wunsch::N,prianie,ósk
271,Lust::N,chuť,fýsn
272,Lust::N,chuť,löngun
273,Geist::N,duch,andi
274,Gedanke::N,myšlienka,hugsun
275,Gedächtnis::N,pamäť,minni
276,Verstand::N,rozum,vit
277,Sinn::N,zmysel,merking
278,Grund::N,dôvod,ástæða
279,Grund::N,príčina,ástæða
280,Wahrheit::N,pravda,sannleikur
281,Gespräch::N,reč,samtal
282,Gespräch::N,rozhovor,samtal
283,Märchen::N,rozprávka,ævintýri
284,Erzählung::N,poviedka,saga
285,Nachricht::N,správa,frétt
286,Neuigkeit::N,novinka,frétt
287,Name::N,meno,nafn
288,Rätsel::N,záhada,gáta
289,Rätsel::N,hádanka,gáta
290,Rede::N,reč,ræða
291,Sprache::N,reč,mál
292,Sprache::N,reč,tungumál
293,Sprache::N,jazyk,mál
294,Sprache::N,jazyk,tungumál
295,Stimme::N,hlas,rödd
296,Wort::N,slovo,orð
297,Zeichen::N,znak,tákn
298,Zeichen::N,znak,merki
299,Ruf::N,volanie,kall
300,Ruf::N,zavolanie,kall
301,Lärm::N,hluk,hávaði
302,Lärm::N,hurhaj,hávaði
303,Laut::N,zvuk,hljóð
304,Ton::N,tón,tónn
305,Ton::N,zvuk,tónn
306,Lied::N,pieseň,ljóð
307,Lied::N,pieseň,söngur
308,Ruhe::N,pokoj,ró
309,Ruhe::N,pokoj,kyrrð
310,Leute::N,ľudia,fólk
311,Volk::N,ľud,þjóð
312,Volk::N,národ,þjóð
313,Arbeit::N,práca,vinna
314,Arbeit::N,robota,vinna
315,Gast::N,hosť,gestur
316,Geschenk::N,dar,gjöf
317,Spiel::N,hra,leikur
318,Gesellschaft::N,spoločnosť,selskapur
319,Hilfe::N,pomoc,hjálp
320,Freund::N,priateľ,vinur
321,Kamerad::N,kamarát,félagi
322,Angelegenheit::N,vec,mál
323,Angelegenheit::N,vec,málefni
324,Angelegenheit::N,záležitosť,mál
325,Angelegenheit::N,záležitosť,málefni
326,Anzahl::N,počet,tala
327,Anzahl::N,počet,fjöldi
328,Anzahl::N,množstvo,tala
329,Anzahl::N,množstvo,fjöldi
330,Art::N,druh,tegund
331,Stück::N,kus,biti
332,Stück::N,kus,stykki
333,Stück::N,kúsok,biti
334,Stück::N,kúsok,stykki
335,Teil::N,časť,hluti
336,Teil::N,časť,partur
337,Hälfte::N,polka,helmingur
338,Hälfte::N,polovica,helmingur
339,Kreis::N,kruh,hringur
340,Kreuz::N,kríž,kross
341,Kreuz::N,kríž,krossmark
342,Linie::N,línia,lína
343,Strich::N,čiara,strik
344,Abstand::N,vzdialenosť,millibil
345,Entfernung::N,vzdialenosť,fjarlægð
346,Gegend::N,kraj,hérað
347,Gegend::N,krajina,hérað
348,Platz::N,miesto,pláss
349,Ort::N,miesto,staður
350,Seite::N,bok,hlið
351,Seite::N,strana,hlið
352,Mitte::N,stred,miðja
353,Gegenstand::N,predmet,hlutur
354,Sache::N,vec,mál
355,Rand::N,kraj,brún
356,Rand::N,okraj,brún
357,Kante::N,hrana,rönd
358,Ecke::N,roh,horn
359,Spitze::N,hrot,oddur
360,Spitze::N,špička,oddur
361,Ende::N,koniec,endi
362,Loch::N,diera,gat
363,Loch::N,diera,hola
364,Winkel::N,kút,skot
365,Winkel::N,kút,krókur
366,Muster::N,vzor,munstur
367,Muster::N,vzorka,munstur
368,Größe::N,veľkosť,stærð
369,Länge::N,dĺžka,lengd
370,Höhe::N,výška,hæð
371,Gewicht::N,váha,vigt
372,Gewicht::N,váha,þyngd
373,Menge::N,množstvo,magn
374,Haufen::N,hŕba,hrúga
375,Haufen::N,hŕba,haugur
376,Reihe::N,rad,röð
377,Boot::N,čln,bátur
378,Ruder::N,veslo,ár
379,Schlitten::N,sane,sleði
380,Ski::N,lyža,skíði
381,Lagerfeuer::N,táborák,varðeldur
382,Last::N,ťarcha,byrði
383,Last::N,ťarcha,farmur
384,Last::N,bremeno,byrði
385,Last::N,bremeno,farmur
386,Gang::N,chôdza,ganga
387,Schritt::N,krok,skref
388,Norden::N,sever,norður
389,Süden::N,juh,suður
390,Westen::N,západ,vestur
391,Osten::N,východ,austur
392,Holz::N,drevo,viður
393,Brett::N,doska,fjöl
394,Platte::N,doska,flötur
395,Platte::N,platňa,flötur
396,Stütze::N,opora,stoð
397,Stange::N,tyč,stöng
398,Stock::N,palica,prik
399,Stock::N,palica,stafur
400,Stab::N,palica,prik
401,Stab::N,palica,stafur
402,Rohr::N,rúra,rör
403,Rohr::N,rúra,pípa
404,Haus::N,dom,hús
405,Heim::N,domov,heimili
406,Ofen::N,pec,ofn
407,Ofen::N,kachle,ofn
408,Fußboden::N,dlážka,gólf
409,Fußboden::N,podlaha,gólf
410,Tisch::N,stôl,borð
411,Stuhl::N,stolička,stóll
412,Wiege::N,kolíska,vagga
413,Bett::N,lôžko,rúm
414,Bett::N,lôžko,hvíla
415,Bett::N,posteľ,rúm
416,Bett::N,posteľ,hvíla
417,Regal::N,regál,hilla
418,Regal::N,polica,hilla
419,Kiste::N,debna,kassi
420,Fenster::N,okno,gluggi
421,Fenster::N,oblok,gluggi
422,Tür::N,dvere,dyr
423,Tür::N,dvere,hurð
424,Tor::N,vráta,hlið
425,Zaun::N,plot,girðing
426,Zaun::N,plot,limgarður
427,Zaun::N,ohrada,girðing
428,Zaun::N,ohrada,limgarður
429,Dach::N,krov,þak
430,Dach::N,strecha,þak
431,Leiter::N,rebrík,stigi
432,Leiter::N,rebrina,stigi
433,Besen::N,metla,sópur
434,Spaten::N,rýľ,spaði
435,Schaufel::N,lopata,skófla
436,Gabel::N,vidlička,gaffall
437,Löffel::N,lyžica,skeið
438,Messer::N,nôž,hnífur
439,Nagel::N,klinec,nögl
440,Netz::N,sieť,net
441,Haken::N,hák,krókur
442,Haken::N,háčik,krókur
443,Griff::N,rukoväť,tak
444,Schloss::N,zámka,lás
445,Bild::N,obraz,mynd
446,Figur::N,figúra,stytta
447,Puppe::N,bábka,brúða
448,Puppe::N,bábika,brúða
449,Beutel::N,vrece,poki
450,Beutel::N,vrece,baggi
451,Beutel::N,vrecko,poki
452,Beutel::N,vrecko,baggi
453,Bündel::N,uzlík,böggull
454,Bündel::N,zväzok,böggull
455,Tasche::N,taška,veski
456,Tasche::N,kabelka,veski
457,Eimer::N,vedro,fata
458,Deckel::N,vrchnák,lok
459,Deckel::N,pokrývka,lok
460,Geschirr::N,nádoba,leirtau
461,Sack::N,mech,sekkur
462,Sack::N,vrece,sekkur
463,Tasse::N,šálka,bolli
464,Topf::N,hrniec,pottur
465,Kessel::N,kotol,ketill
466,Essen::N,jedlo,matur
467,Nahrung::N,strava,fæða
468,Nahrung::N,potrava,fæða
469,Speise::N,jedlo,réttur
470,Speise::N,jedlo,matarréttur
471,Fleisch::N,mäso,kjöt
472,Getreide::N,obilie,korn
473,Brei::N,kaša,grautur
474,Brot::N,chlieb,brauð
475,Scheibe::N,kotúč,sneið
476,Scheibe::N,krajec,sneið
477,Fett::N,tuk,fita
478,Fett::N,masť,fita
479,Butter::N,maslo,smjör
480,Öl::N,olej,olía
481,Salz::N,soľ,salt
482,Suppe::N,polievka,súpa
483,Honig::N,med,hunang
484,Milch::N,mlieko,mjólk
485,Tee::N,čaj,te
486,Leder::N,koža,skinn
487,Wolle::N,vlna,ull
488,Stoff::N,súkno,dúkur
489,Nadel::N,ihla,nál
490,Faden::N,niť,þráður
491,Faden::N,vlákno,þráður
492,Knopf::N,gombík,tala
493,Knopf::N,gombík,hnappur
494,Knoten::N,uzol,hnútur
495,Farbe::N,farba,málning
496,Kleidung::N,šaty,búningur
497,Kleidung::N,šaty,klæðnaður
498,Kleidung::N,šatstvo,búningur
499,Kleidung::N,šatstvo,klæðnaður
500,Hemd::N,košeľa,skyrta
501,Kragen::N,golier,kragi
502,Kragen::N,golier,flibbi
503,Ärmel::N,rukáv,ermi
504,Hose::N,nohavice,buxur
505,Gürtel::N,pás,belti
506,Gürtel::N,opasok,belti
507,Mütze::N,čiapka,húfa
508,Schuh::N,obuv,skór
509,Schuh::N,topánka,skór
510,Stiefel::N,čižma,stígvél
511,Ring::N,prsteň,hringur
512,Band::N,stuha,band
513,Kamm::N,hrebeň,greiða
514,Spiegel::N,zrkadlo,spegill
515,Riemen::N,remeň,ól
516,Riemen::N,remeň,reim
517,Schnur::N,šnúra,snúra
518,Leine::N,vodidlo,band
519,Decke::N,deka,teppi
520,Decke::N,prikrývka,teppi
521,Kissen::N,poduška,koddi
522,Tuch::N,šatka,klútur
523,Handtuch::N,uterák,þurrka
524,Handtuch::N,uterák,handklæði
525,Kraft::N,moc,afl
526,Kraft::N,moc,kraftur
527,Stärke::N,sila,styrkur
528,Gesundheit::N,zdravie,heilsa
529,Gesundheit::N,zdravie,heilbrigði
530,Krankheit::N,nemoc,sjúkdómur
531,Krankheit::N,choroba,sjúkdómur
532,Schmerz::N,bolesť,sársauki
533,Wunde::N,rana,sár
534,Fieber::N,horúčka,hitasótt
535,Arznei::N,liek,lyf
536,Brücke::N,most,brú
537,Brunnen::N,studňa,brunnur
538,Weide::N,pastva,hagi
539,Pfad::N,chodník,stígur
540,Weg::N,cesta,vegur
541,Straße::N,hradská,gata
542,Straße::N,hradská,stræti
543,Dorf::N,dedina,þorp
544,Stadt::N,mesto,borg
545,Brief::N,list,bréf
546,Buch::N,kniha,bók
547,Buchstabe::N,litera,bókstafur
548,Buchstabe::N,písmeno,bókstafur
549,Zeitung::N,noviny,dagblað
550,Leben::N,život,líf
551,Tod::N,smrť,dauði
552,Grab::N,hrob,gröf
553,Kirche::N,kostol,kirkja
554,Sünde::N,hriech,synd
555,Gott::N,boh,guð
556,Arbeiter::N,robotník,verkamaður
557,Arbeiter::N,pracnovík,verkamaður
558,Chef::N,šéf,yfirmaður
559,Chef::N,riaditeľ,yfirmaður
560,Meister::N,majster,meistari
561,Arzt::N,lekár,læknir
562,Lehrer::N,učiteľ,kennari
563,Geld::N,peniaze,peningar
564,Geschäft::N,obchod,viðskipti
565,Laden::N,obchod,búð
566,Laden::N,obchod,verslun
567,Preis::N,cena,verð
568,Ware::N,tovar,vara
569,Nutzen::N,osoh,gagn
570,Nutzen::N,úžitok,gagn
571,Reichtum::N,bohatstvo,auður
572,Welt::N,svet,veröld
573,Land::N,územie,land
574,Land::N,krajina,land
575,Staat::N,štát,ríki
576,König::N,kráľ,konungur
577,Macht::N,moc,vald
578,Macht::N,mocnosť,vald
579,Grenze::N,hranica,landamæri
580,Krieg::N,vojna,stríð
581,Feind::N,nepriateľ,fjandmaður
582,Gewalt::N,násilie,ofbeldi
583,Kampf::N,boj,bardagi
584,Bogen[Waffe]::N,luk,bogi
585,Pfeil::N,šíp,ör
586,Pfeil::N,strela,ör
587,Gewehr::N,puška,byssa
588,Fehler::N,omyl,villa
589,Fehler::N,chyba,villa
590,Lüge::N,lož,lygi
591,Schaden::N,ujma,skemmd
592,Schaden::N,škoda,skemmd
593,Unglück::N,nešťastie,óhamingja
594,Schuld::N,vina,sök
595,Schuld::N,previnenie,sök
596,Alter::N,vek,aldur
597,Schluss::N,záver,lok
598,Schluss::N,záver,endir
599,Schluss::N,koniec,lok
600,Schluss::N,koniec,endir
601,Zeit::N,čas,tími
602,Tag::N,deň,dagur
603,Morgen::N,ráno,morgunn
604,Mittag::N,poludnie,hádegi
605,Abend::N,večer,kvöld
606,Nacht::N,noc,nótt
607,Woche::N,týždeň,vika
608,Monat::N,mesiac,mánuður
609,Jahr::N,rok,ár
610,Frühling::N,jar,vor
611,Sommer::N,leto,sumar
612,Herbst::N,jeseň,haust
613,Winter::N,zima,vetur
614,Januar::N,január,janúar
615,Februar::N,február,február
616,März::N,marec,mars
617,April::N,apríl,apríl
618,Mai::N,máj,maí
619,Juni::N,jún,júní
620,Juli::N,júl,júlí
621,August::N,august,ágúst
622,September::N,september,september
623,Oktober::N,október,október
624,November::N,november,nóvember
625,Dezember::N,december,desember
626,Montag::N,pondelok,mánudagur
627,Dienstag::N,utorok,þriðjudagur
628,Mittwoch::N,streda,miðvikudagur
629,Donnerstag::N,štvrtok,fimmtudagur
630,Freitag::N,piatok,föstudagur
631,Samstag::N,sobota,laugardagur
632,Sonntag::N,nedeľa,sunnudagur
633,groß::A,veľký,stór
634,klein::A,malý,lítill
635,lang::A,dlhý,langur
636,kurz::A,krátky,stuttur
637,breit::A,široký,breiður
638,schmal::A,úzky,mjór
639,dicht::A,hustý,þéttur
640,dick[Gegenstand]::A,tlstý,þykkur
641,dünn::A,tenký,þunnur
642,fein::A,jemný,fíngerður
643,fest::A,pevný,fastur
644,flach::A,rovný,flatur
645,flach::A,plochý,flatur
646,glatt::A,hladký,háll
647,glatt::A,hladký,sléttur
648,hart::A,tvrdý,harður
649,weich::A,mäkký,mjúkur
650,rund::A,guľatý,kringlóttur
651,rund::A,okrúhly,kringlóttur
652,spitz::A,končitý,oddhvass
653,scharf::A,ostrý,beittur
654,stumpf::A,tupý,bitlaus
655,schwer::A,ťažký,þungur
656,schön::A,pekný,fagur
657,schön::A,pekný,fallegur
658,schön::A,krásny,fagur
659,schön::A,krásny,fallegur
660,heiß::A,horúci,heitur
661,warm::A,teplý,hlýr
662,warm::A,teplý,heitur
663,kalt::A,studený,kaldur
664,kühl::A,chladný,svalur
665,frisch::A,svieži,frískur
666,feucht::A,vlhký,rakur
667,feucht::A,vlhký,þvalur
668,feucht::A,zvlhnutý,rakur
669,feucht::A,zvlhnutý,þvalur
670,nass::A,mokrý,votur
671,nass::A,mokrý,blautur
672,trocken::A,suchý,þurr
673,voll::A,plný,fullur
674,leer::A,prázdny,tómur
675,offen::A,otvorený,opinn
676,geschlossen::A,zavretý,lokaður
677,sauber::A,čistý,þrifinn
678,schmutzig::A,špinavý,óhreinn
679,schmutzig::A,špinavý,sóðalegur
680,roh::A,surový,hrár
681,reif::A,zrelý,þroskaður
682,lecker::A,chutný,ljúffengur
683,süß::A,sladký,sætur
684,bitter::A,horký,beiskur
685,sauer::A,kyslý,súr
686,hell::A,jasný,bjartur
687,hell::A,svetlý,bjartur
688,dunkel::A,temný,dimmur
689,schwarz::A,čierny,svartur
690,weiß::A,biely,hvítur
691,rot::A,červený,rauður
692,gelb::A,žltý,gulur
693,blau::A,modrý,blár
694,blau::A,belasý,blár
695,grün::A,zelený,grænn
696,grau::A,šedý,grár
697,bunt::A,pestrý,marglitur
698,billig::A,lacný,ódýr
699,teuer::A,drahý,dýr
700,wertvoll::A,cenný,verðmætur
701,blind::A,slepý,blindur
702,taub::A,hluchý,heyrnarlaus
703,kräftig::A,silný,öflugur
704,stark::A,silný,sterkur
705,schwach::A,slabý,veill
706,schwach::A,bezvládny,veill
707,fett::A,tučný,feitur
708,schlank::A,štíhly,grannur
709,schlank::A,štíhly,spengilegur
710,hübsch::A,šumný,snotur
711,hübsch::A,šumný,laglegur
712,hübsch::A,švárny,snotur
713,hübsch::A,švárny,laglegur
714,böse::A,zlý,illur
715,böse::A,zlý,vondur
716,dumm::A,hlúpy,heimskur
717,faul::A,lenivý,latur
718,fleißig::A,snaživý,iðinn
719,fleißig::A,usilovný,iðinn
720,geizig::A,skupý,nískur
721,geizig::A,lakomý,nískur
722,klug::A,múdry,hygginn
723,klug::A,bystrý,hygginn
724,geschickt::A,zručný,fimur
725,geschickt::A,zručný,laginn
726,geschickt::A,šikovný,fimur
727,geschickt::A,šikovný,laginn
728,lieb::A,milý,kær
729,lieb::A,milý,ljúfur
730,lustig::A,veselý,kátur
731,sanft::A,nežný,blíður
732,hungrig::A,lačný,soltinn
733,hungrig::A,lačný,hungraður
734,hungrig::A,hladný,soltinn
735,hungrig::A,hladný,hungraður
736,krank::A,chorý,sjúkur
737,krank::A,nemocný,sjúkur
738,nackt::A,nahý,nakinn
739,traurig::A,smutný,dapur
740,traurig::A,smutný,hryggur
741,lebendig::A,živý,lifandi
742,gut::A,dobrý,góður
743,schlecht::A,zlý,slæmur
744,schlecht::A,zlý,lélegur
745,richtig::A,správny,réttur
746,schlimm::A,zlý,slæmur
747,schlimm::A,nepríjemný,slæmur
748,wahr::A,pravý,sannur
749,wahr::A,pravdivý,sannur
750,alt::A,starý,gamall
751,neu::A,nový,nýr
752,ehemalig::A,bývalý,fyrrverandi
753,alt[Lebewesen]::A,starý,gamall
754,jung::A,mladý,ungur
755,arm::A,chudobný,vesall
756,arm::A,chudobný,fátækur
757,reich::A,bohatý,ríkur
758,reich::A,bohatý,auðugur
759,bekannt::A,známy,kunnugur
760,berühmt::A,slávny,frægur
761,berühmt::A,povestný,frægur
762,fremd::A,cudzí,framandi
763,fremd::A,cudzí,ókunnugur
764,verschieden::A,rôzny,ýmis
765,verschieden::A,rozličný,ýmis
766,nah::A,blízky,nálægur
767,fern::A,ďaleký,fjarri
768,fern::A,ďaleký,fjarlægur
769,linker::A,ľavý,vinstri
770,rechter::A,pravý,hægri
771,anderer::A,iný,annar
772,anderer::A,druhý,annar
773,erster::A,prvý,fyrsti
774,zweiter::A,druhý,annar
775,dritter::A,tretí,þriðji
776,letzter::A,ostatný,síðasti
777,letzter::A,posledný,síðasti
778,allein::ADV,sám,einn
779,allein::ADV,sám,aleinn
780,auf einmal::ADV,zároveň,allt í einu
781,zusammen::ADV,spolu,saman
782,zusammen::ADV,spoločne,saman
783,lange::ADV,dlho,lengi
784,plötzlich::ADV,náhle,skyndilega
785,sofort::ADV,hneď,strax
786,sofort::ADV,hneď,þegar í stað
787,sofort::ADV,ihneď,strax
788,sofort::ADV,ihneď,þegar í stað
789,später::ADV,neskoršie,seinna
790,jetzt::ADV,teraz,nú
791,jetzt::ADV,teraz,núna
792,heute::ADV,dnes,í dag
793,morgen::ADV,zajtra,á morgun
794,bald::ADV,skoro,brátt
795,bald::ADV,skoro,bráðum
796,dann::ADV,nato,svo
797,dann::ADV,nato,síðan
798,dann::ADV,potom,svo
799,dann::ADV,potom,síðan
800,gestern::ADV,včera,í gær
801,einst::ADV,kedysi,forðum
802,einst::ADV,niekedy,forðum
803,damals::ADV,vtedy,þá
804,damals::ADV,vtedy,á þeim tímum
805,danach::ADV,potom,á eftir því
806,danach::ADV,podľa toho,á eftir því
807,vorher::ADV,napred,áður
808,vorher::ADV,predtým,áður
809,zuerst::ADV,najprv,fyrst
810,einmal::ADV,raz,einu sinni
811,einmal::ADV,jedenkrát,einu sinni
812,manchmal::ADV,občas,stundum
813,manchmal::ADV,niekedy,stundum
814,oft::ADV,často,oft
815,immer::ADV,vždy,alltaf
816,immer::ADV,vždy,sífellt
817,immer::ADV,ustavične,alltaf
818,immer::ADV,ustavične,sífellt
819,niemals::ADV,nikdy,aldrei
820,hier::ADV,tu,hér
821,hierhin::ADV,sem,hingað
