,Concept_ID,av,lt
103,Schmutz::N,чороклъи,purvas
104,See::N,хӏор,ežeras
105,Sumpf::N,хьуцӏ,klampynė
106,Sumpf::N,хьуцӏ,liūnas
107,Wiese::N,мегъ,pieva
108,Wiese::N,гӏурдаллъи,pieva
109,Wald::N,рохь,miškas
110,Hügel::N,гохӏ,kalva
111,Anhöhe::N,сийитма,kauburys
112,Berg::N,мегӏер,kalnas
113,Gipfel::N,тӏогь,viršūnė
114,Höhle::N,нохъо,ola
115,Abhang::N,лабаллъи,šlaitas
116,Abhang::N,лабаллъи,nuokalnė
117,Quelle::N,ицц,versmė
118,Quelle::N,ицц,šaltinis
119,Bach::N,лъар,upelis
120,Fluss::N,гӏор,upė
121,Ufer::N,рагӏал,krantas
122,Küste::N,рагӏал,pajūris
123,Festland::N,ракь,sausuma
124,Festland::N,ракъдаллъи,sausuma
125,Meer::N,ралъад,jūra
126,Bucht::N,кӏветӏ,įlanka
127,Bucht::N,кӏветӏ,užutekis
128,Insel::N,чӏинкӏиллъи,sala
129,Blume::N,тӏегь,gėlė
130,Gras::N,хер,žolė
131,Wurzel::N,кьибил,šaknis
132,Baum::N,гъветӏ,medis
133,Stamm::N,рохти,kamienas
134,Rinde::N,макъар,žievė
135,Ast::N,ноцӏ,šaka
136,Zweig::N,гӏаркьел,šakelė
137,Blatt::N,тӏамах,lapas
138,Birke::N,мах,beržas
139,Birke::N,махигъветӏ,beržas
140,Kiefer[Baum]::N,накӏкӏигъветӏ,pušis
141,Weide[Baum]::N,рицӏцӏ,karklas
142,Weide[Baum]::N,рицӏцӏигъветӏ,karklas
143,Tanne::N,ёлка,eglė
144,Tanne::N,ёлка,kėnis
145,Horn::N,лълъар,ragas
146,Feder::N,хӏули,plunksna
147,Fell::N,тӏом,kailis
148,Fell::N,цӏоко,kailis
149,Flügel::N,кваркьи,sparnas
150,Klaue::N,галъ,kanopa
151,Kralle::N,квачӏ,nagas
152,Kralle::N,катиквачӏ,nagas
153,Schwanz::N,рачӏ,uodega
154,Ei::N,хоно,kiaušinis
155,Nest::N,бусен,gūžta
156,Nest::N,бусен,lizdas
157,Bau::N,каратӏ,ola
158,Tier::N,хӏайван,gyvūnas
159,Herde::N,рехъен,banda
160,Herde::N,рехъен,kaimenė
161,Herde::N,рехъед,banda
162,Herde::N,рехъед,kaimenė
163,Kuh::N,гӏака,karvė
164,Bulle::N,оц,bulius
165,Pferd::N,чу,arklys
166,Schaf::N,чахъу,avis
167,Schwein::N,болъон,kiaulė
168,Hund::N,гьой,šuo
169,Katze::N,кету,katė
170,Bär::N,ци,lokys
171,Eichhörnchen::N,гвангва,voveraitė
172,Fuchs::N,цер,lapė
173,Hase::N,гӏанкӏ,kiškas
174,Maus::N,гӏункӏкӏ,pelė
175,Wolf::N,бацӏ,vilkas
176,Vogel::N,хӏинчӏ,paukštis
177,Schwarm::N,тӏел,spiečius
178,Huhn::N,гӏанкӏу,višta
179,Hahn::N,хӏелеко,gaidys
180,Gans::N,хъаз,žąsis
181,Adler::N,цӏум,erelis
182,Ente::N,ордек,antis
183,Eule::N,беццаруз,pelėda
184,Kranich::N,къункъра,gervė
185,Krähe::N,гъеду,varna
186,Kuckuck::N,гагу,gegužė
187,Schwan::N,хӏанкъва,gulbė
188,Fisch::N,ччугӏа,žuvis
189,Barsch::N,окунь,ešerys
190,Hecht::N,щука,lydeka
191,Schlange[Tier]::N,борохь,gyvatė
192,Wurm::N,хӏапара,kirmėlė
193,Spinne::N,хъанхъра,voras
194,Ameise::N,цӏунцӏра,skruzdė
195,Laus::N,нацӏ,utėlė
196,Mücke::N,кӏкӏара,uodas
197,Fliege::N,тӏутӏ,musė
198,Schmetterling::N,кӏалкӏучӏ,drugys
199,Schmetterling::N,кӏалкӏучӏ,peteliškė
200,Apfel::N,гӏеч,obuolys
201,Pilz::N,гӏурдахӏан,grybas
202,Zwiebel::N,кӏочӏопер,svogūnas
203,Saat::N,хьон,sėkla
204,Korn::N,мугь,grūdai
205,Heu::N,хер,šienas
206,Schale::N,хъал,žievelė
207,Grube::N,гвенд,duobė
208,Falle::N,къор,pinklės
209,Falle::N,къор,žabangai
210,Falle::N,къотен,pinklės
211,Falle::N,къотен,žabangai
212,Schlinge::N,кӏичӏ,kilpa
213,Spur::N,лъалкӏ,vėžė
214,Spur::N,лъалкӏ,pėdos
215,Spur::N,лъалкӏ,pėdsakas
216,Asche::N,рахъу,pelenai
217,Dreck::N,гъиз,purvas
218,Dreck::N,хӏарщ,purvas
219,Eisen::N,махх,geležis
220,Gold::N,месед,auksas
221,Silber::N,гӏарац,sidabras
222,Kohle::N,тӏурччи,anglis
223,Glas::N,цӏер,stiklas
224,Lehm::N,хӏатӏ,molis
225,Sand::N,сали,smėlis
226,Mensch::N,чи,žmogus
227,Mann::N,бихьинчи,vyras
228,Mann::N,бихьинчи,vyriškis
229,Frau::N,гӏадан,moteris
230,Kind::N,лъимер,vaikas
231,Junge::N,вас,vaikinas
232,Junge::N,вас,berniukas
233,Mädchen::N,яс,mergytė
234,Mädchen::N,яс,mergaitė
235,Familie::N,хъизан,šeima
236,Großvater::N,кӏудада,senelis
237,Großmutter::N,кӏодо,senelė
238,Eltern::N,эбел-эмен,tėvai
239,Vater::N,эмен,tėvas
240,Mutter::N,эбел,motina
241,Sohn::N,вас,sūnus
242,Tochter::N,яс,duktė
243,Bruder::N,вац,brolis
244,Schwester::N,яц,sesuo
245,Onkel::N,даци,dėdė
246,Tante::N,ада,teta
247,Ehemann::N,рос,vyras
248,Ehefrau::N,чӏужу,žmona
249,Freude::N,ракӏбохи,džiaugsmas
250,Gelächter::N,релъи,juokas
251,Glück::N,талихӏ,laimė
252,Glück::N,талихӏ-рохел,laimė
253,Kummer::N,хӏалкъай,vargas
254,Kummer::N,хӏалкъай,rūpestis
255,Wunsch::N,къасд,troškimas
256,Wunsch::N,къасд,pageidavimas
257,Lust::N,гъира,noras
258,Lust::N,гъира,geidulys
259,Geist::N,чӏанкӏ,dvasia
260,Geist::N,рухӏ-жан,dvasia
261,Gedanke::N,пикру,mintis
262,Verstand::N,лумалъи,protas
263,Verstand::N,цӏодорлъи,protas
264,Sinn::N,магӏна,prasmė
265,Grund::N,багьана,priežastis
266,Wahrheit::N,ритӏухълъи,tiesa
267,Wahrheit::N,ритӏухълъи,teisybė
268,Gespräch::N,накъит,pokalbis
269,Märchen::N,маргьа,pasaka
270,Erzählung::N,къиса,apsakymas
271,Erzählung::N,къиса,pasakojimas
272,Nachricht::N,хабар,žinia
273,Neuigkeit::N,хабар-гӏазаб,naujiena
274,Name::N,цӏар,vardas
275,Rätsel::N,бицанкӏо,mįslė
276,Rede::N,речь,kalba
277,Rede::N,калам,kalba
278,Sprache::N,мацӏ,kalba
279,Stimme::N,гьаракь,balsas
280,Wort::N,рагӏи,žodis
281,Zeichen::N,ишара,žymė
282,Zeichen::N,ишара,ženklas
283,Zeichen::N,гӏаламат,žymė
284,Zeichen::N,гӏаламат,ženklas
285,Ruf::N,ахӏи,šauksmas
286,Lärm::N,хъуй,triukšmas
287,Lärm::N,хъуди,triukšmas
288,Laut::N,гьаракь,garsas
289,Laut::N,сас,garsas
290,Lied::N,кечӏ,daina
291,Lied::N,кечӏ,giesmė
292,Ruhe::N,рахӏат,ramybė
293,Ruhe::N,рахӏат,ramumas
294,Leute::N,гӏадамал,žmonės
295,Volk::N,халкъ,tauta
296,Arbeit::N,хӏалтӏи,darbas
297,Arbeit::N,хӏалтӏи,triūsas
298,Gast::N,гьобол,svečias
299,Geschenk::N,сайигъат,dovana
300,Spiel::N,хӏай,žaismas
301,Spiel::N,хӏай,žaidimas
302,Spiel::N,расанди,žaismas
303,Spiel::N,расанди,žaidimas
304,Gesellschaft::N,жамагӏат,draugija
305,Gesellschaft::N,жамагӏат,kompanija
306,Hilfe::N,кумек,pagalba
307,Freund::N,гьудул,draugas
308,Freund::N,гьудул,bičiulis
309,Kamerad::N,гьалмагъ,draugas
310,Angelegenheit::N,къваригӏел,dalykas
311,Angelegenheit::N,къваригӏел,reikalas
312,Anzahl::N,рикӏкӏен,kiekis
313,Anzahl::N,рикӏкӏен,skaičius
314,Art::N,жинс,rūšis
315,Stück::N,кесек,gabalas
316,Teil::N,пай,dalis
317,Hälfte::N,бащдаб,pusė
318,Kreis::N,гор,ratas
319,Kreis::N,гор,apskritis
320,Kreis::N,гор,apskritimas
321,Kreuz::N,хъанч,kryžius
322,Linie::N,мухъ,linija
323,Strich::N,хӏучч,brėžis
324,Strich::N,хӏучч,brūkšnys
325,Abstand::N,манзил,atstumas
326,Entfernung::N,манзил,atstumas
327,Gegend::N,рахъ,vietovė
328,Platz::N,бакӏ,vieta
329,Ort::N,бакӏ,vieta
330,Ort::N,бакӏ,vietovė
331,Seite::N,рахъ,pusė
332,Seite::N,рахъ,šonas
333,Mitte::N,бакьулъбакӏ,vidurys
334,Gegenstand::N,жо,dalykas
335,Sache::N,жо,daiktas
336,Rand::N,мицӏир,kraštas
337,Rand::N,мицӏир,pakraštys
338,Kante::N,рагӏал,kraštas
339,Kante::N,рагӏа-ракьан,kraštas
340,Ecke::N,цили,kertė
341,Ecke::N,цили,kampas
342,Spitze::N,тӏогь,priekis
343,Spitze::N,тӏогь,priešakys
344,Ende::N,кӏал,galas
345,Loch::N,каратӏ,skylė
346,Muster::N,накъиш,raštas
347,Größe::N,кӏодо́лъи,dydis
348,Größe::N,кӏодо́лъи,didumas
349,Länge::N,халалъи,ilgis
350,Länge::N,халалъи,ilgumas
351,Höhe::N,борхалъи,aukštis
352,Höhe::N,борхалъи,aukštuma
353,Gewicht::N,бакӏлъи,svoris
354,Gewicht::N,бакӏлъи,svarstis
355,Haufen::N,гъуни,krūva
356,Haufen::N,гъуни,šūsnis
357,Reihe::N,ирга́,greta
358,Boot::N,раса,valtis
359,Boot::N,раса,laivelis
360,Ruder::N,раххан,irklas
361,Schlitten::N,чанагъ,rogės
362,Schlitten::N,чанагъ,rogutės
363,Ski::N,лыжаби,slidė
364,Lagerfeuer::N,цӏа,laužas
365,Last::N,бакӏлъи,našta
366,Last::N,бакӏлъи,nešulys
367,Gang::N,хьвади,eisena
368,Gang::N,хьвада-чӏвади,eisena
369,Schritt::N,гали,žingsnis
370,Norden::N,шимал,šiaurė
371,Norden::N,шимал,žiemiai
372,Süden::N,юг,pietūs
373,Süden::N,къибла,pietūs
374,Westen::N,гъарб,vakarai
375,Westen::N,магъриб,vakarai
376,Osten::N,шаркъ,rytai
377,Osten::N,машрикъ,rytai
378,Holz::N,цӏул,mediena
379,Brett::N,хъарщи,lenta
380,Platte::N,къоно,plokštė
381,Stange::N,гӏер,lazda
382,Stange::N,гӏер,kartis
383,Stock::N,тӏил,lazda
384,Stab::N,гӏер,kartis
385,Rohr::N,турба,vamzdis
386,Haus::N,ригь,namas
387,Haus::N,рукъзал,namas
388,Heim::N,рукъ,namai
389,Ofen::N,печь,krosnis
390,Fußboden::N,чӏабар,grindys
391,Tisch::N,стол,stalas
392,Stuhl::N,бакӏу,kėdė
393,Wiege::N,кини,lopšys
394,Bett::N,кровать,lova
395,Bett::N,кровать,patalai
396,Regal::N,хъарщи,lentyna
397,Kiste::N,ящик,dėžė
398,Kiste::N,тӏалагъуд,dėžė
399,Fenster::N,гордо,langas
400,Tür::N,нуцӏа,durys
401,Tor::N,каву,vartai
402,Zaun::N,раци,tvora
403,Dach::N,тӏох,stogas
404,Leiter::N,мали,kopėčios
405,Besen::N,жул,šluota
406,Spaten::N,бел,lopeta
407,Spaten::N,бел,kastuvas
408,Schaufel::N,раххан,semtuvas
409,Gabel::N,гӏучӏ,šakutė
410,Löffel::N,гъуд,šaukštas
411,Messer::N,нус,peilis
412,Nagel::N,магӏ,vinis
413,Netz::N,гьин,tinklas
414,Haken::N,гъанцӏа,vagis
415,Haken::N,гъанцӏа,kablys
416,Griff::N,гӏоркь,kotas
417,Griff::N,гӏоркь,rankena
418,Schloss::N,кӏулал,spyna
419,Schloss::N,кӏулал,užraktas
420,Bild::N,сурат,paveikslas
421,Puppe::N,нани,lėlė
422,Beutel::N,таргьа,krepšys
423,Beutel::N,таргьа,maišelis
424,Bündel::N,къай,ryšulys
425,Tasche::N,сумка,krepšelis
426,Tasche::N,къвачӏа,krepšelis
427,Eimer::N,ведро,kibiras
428,Deckel::N,тӏалъел,dangtis
429,Deckel::N,дадитӏалъел,dangtis
430,Geschirr::N,цӏарагӏ,indai
431,Sack::N,хъап,maišas
432,Sack::N,къандалъо,maišas
433,Tasse::N,чашка,puodukas
434,Topf::N,хьаг,puodas
435,Kessel::N,хьаг,katilas
436,Kessel::N,гереги,katilas
437,Essen::N,тӏагӏам,valgis
438,Nahrung::N,квен,penas
439,Nahrung::N,квен,maistas
440,Speise::N,квен,patiekalas
441,Fleisch::N,гьан,mėsa
442,Getreide::N,бугӏа-ролъ,javai
443,Getreide::N,могьолабл_культураби,javai
444,Brei::N,карщ,košė
445,Brot::N,чед,duona
446,Scheibe::N,мочӏу,riekė
447,Fett::N,беэнлъи,taukai
448,Fett::N,беэнлъи,riebalai
449,Butter::N,нах,sviestas
450,Öl::N,нах,aliejus
451,Salz::N,цӏам,druska
452,Suppe::N,чурпа,sriuba
453,Honig::N,гьоцӏо,medus
454,Milch::N,рахь,pienas
455,Tee::N,чай,arbata
456,Leder::N,тӏом,oda
457,Wolle::N,квас,vilna
458,Stoff::N,ххам,audeklas
459,Nadel::N,рокӏкӏен,adata
460,Faden::N,кун,gija
461,Faden::N,кун,siūlas
462,Knopf::N,маргъал,saga
463,Knoten::N,гарацӏ,mazgas
464,Farbe::N,релъен,dažai
465,Kleidung::N,ретӏел,rūbai
466,Kleidung::N,ретӏел,drabužiai
467,Hemd::N,гурде,marškiniai
468,Kragen::N,габур,apykaklė
469,Ärmel::N,къвал,rankovė
470,Hose::N,тӏажу,kelnės
471,Gürtel::N,рачел,juosta
472,Gürtel::N,рачел,diržas
473,Mütze::N,тӏагъур,kepurė
474,Stiefel::N,этек,auliniai batai
475,Stiefel::N,чакма,auliniai batai
476,Ring::N,баргъич,žiedas
477,Band::N,лента,kaspinas
478,Kamm::N,гьоркьо,šukos
479,Spiegel::N,матӏу,veidrodis
480,Riemen::N,рижу,diržas
481,Decke::N,одея́ло,antklodė
482,Kissen::N,къандалъо,pagalvė
483,Kissen::N,къандалъо,priegalvis
484,Tuch::N,квархьи,skarelė
485,Handtuch::N,беркӏалрацӏцӏ,rankšluostis
486,Kraft::N,гуч,jėga
487,Kraft::N,къуват,jėga
488,Stärke::N,хӏалкӏвей,stiprumas
489,Gesundheit::N,сахлъи́,sveikata
490,Krankheit::N,унти,liga
491,Krankheit::N,щокълъи,liga
492,Schmerz::N,унти,skausmas
493,Wunde::N,ругъун,žaizda
494,Fieber::N,цӏа-кан,karštis
495,Arznei::N,дару,vaistas
496,Brücke::N,кьо,tiltas
497,Brunnen::N,гъуй,šulinys
498,Weide::N,рицӏцӏ,ganykla
499,Weide::N,рицӏцӏ,gluosnis
500,Weide::N,лъичӏирма,ganykla
501,Weide::N,лъичӏирма,gluosnis
502,Weide::N,гӏурдаллъи,ganykla
503,Weide::N,гӏурдаллъи,gluosnis
504,Weide::N,ри́цӏигъветӏ,ganykla
505,Weide::N,ри́цӏигъветӏ,gluosnis
506,Weide::N,рицӏцӏигъветӏ,ganykla
507,Weide::N,рицӏцӏигъветӏ,gluosnis
508,Pfad::N,сухъмахъ,takas
509,Weg::N,нух,kelias
510,Straße::N,нух,gatvė
511,Dorf::N,росу,kaimas
512,Dorf::N,росу,sodžius
513,Stadt::N,шагьар,miestas
514,Brief::N,кагъат,laiškas
515,Brief::N,рисалат,laiškas
516,Buch::N,тӏехь,knyga
517,Buchstabe::N,хӏарп,raidė
518,Zeitung::N,газет,laikraštis
519,Leben::N,яшав,gyvybė
520,Leben::N,яшав,gyvenimas
521,Tod::N,хвел,mirtis
522,Grab::N,хоб,kapas
523,Kirche::N,килиса,bažnyčia
524,Sünde::N,хӏакъ,nuodėmė
525,Sünde::N,хӏакъ,nusidėjimas
526,Sünde::N,мунагь,nuodėmė
527,Sünde::N,мунагь,nusidėjimas
528,Gott::N,бичас,dievas
529,Gott::N,аллагь,dievas
530,Arbeiter::N,хӏалтӏухъан,darbininkas
531,Chef::N,хӏаким,šefas
532,Chef::N,хӏаким,vadovas
533,Chef::N,хӏаким,viršininkas
534,Chef::N,начальник,šefas
535,Chef::N,начальник,vadovas
536,Chef::N,начальник,viršininkas
537,Meister::N,устар,meistras
538,Meister::N,мастер,meistras
539,Meister::N,махщалилав,meistras
540,Arzt::N,жайрахӏ,gydytojas
541,Lehrer::N,мугӏалим,mokytojas
542,Geld::N,гӏарац,pinigai
543,Laden::N,тукен,krautuvė
544,Laden::N,тукен,parduotuvė
545,Preis::N,багьа,kaina
546,Ware::N,къайи,prekė
547,Nutzen::N,мунпагӏат,nauda
548,Nutzen::N,мунпагӏат,pelnas
549,Reichtum::N,бечелъи,turtas
550,Welt::N,дуниял,pasaulis
551,Land::N,улка,žemė
552,Land::N,улка,šalis
553,Land::N,икълим,žemė
554,Land::N,икълим,šalis
555,Staat::N,пачалихъ,valstija
556,König::N,пача,karalius
557,König::N,малик,karalius
558,König::N,къирал,karalius
559,König::N,падишагь,karalius
560,Macht::N,кверщел,galia
561,Macht::N,кверщел,valdžia
562,Grenze::N,гӏорхъи,riba
563,Grenze::N,гӏорхъи,siena
564,Krieg::N,рагъ,karas
565,Feind::N,тушман,priešas
566,Gewalt::N,зулму,jėga
567,Gewalt::N,зулму,smurtas
568,Gewalt::N,зулму,prievarta
569,Kampf::N,къеркьей,kova
570,Bogen[Waffe]::N,газаргъо,lankas
571,Pfeil::N,чӏор,strėlė
572,Gewehr::N,туманкӏ,šautuvas
573,Fehler::N,гъалатӏ,klaida
574,Lüge::N,гьереси,melas
575,Schaden::N,зиян,nuostolis
576,Schaden::N,зиян,apgadinimas
577,Schaden::N,зарал,nuostolis
578,Schaden::N,зарал,apgadinimas
579,Unglück::N,балагь,nelaimė
580,Schuld::N,гӏайиб,kaltė
581,Alter::N,гӏумру,amžius
582,Schluss::N,ахир,pabaiga
583,Zeit::N,заман,laikas
584,Tag::N,къо,diena
585,Morgen::N,радалмех,rytas
586,Mittag::N,къадемех,vidurdienis
587,Abend::N,релъедамех,vakaras
588,Nacht::N,сордо,naktis
589,Woche::N,анкь,savaitė
590,Monat::N,моцӏ,mėnuo
591,Jahr::N,сон,metai
592,Jahr::N,лъагӏел,metai
593,Frühling::N,их,pavasaris
594,Sommer::N,рии,vasara
595,Herbst::N,хасалихълъи,ruduo
596,Winter::N,кьин,žiema
597,Januar::N,январь,sausis
598,Februar::N,февра́ль,vasaris
599,März::N,март,kovas
600,April::N,апрель,balandis
601,Mai::N,май,gegužė
602,Juni::N,июнь,birželis
603,Juli::N,июль,liepa
604,August::N,август,rugpjūtis
605,September::N,сентябрь,rugsėjis
606,Oktober::N,октябрь,spalis
607,November::N,ноябрь,lapkritis
608,Dezember::N,декабрь,gruodis
609,Montag::N,итни,pirmadienis
610,Dienstag::N,талат,antradienis
611,Mittwoch::N,арбагӏ,trečiadienis
612,Donnerstag::N,хамиз,ketvirtadienis
613,Freitag::N,рузман,penktadienis
614,Samstag::N,щамат,šeštadienis
615,Sonntag::N,гьатӏан,sekmadienis
616,groß::A,кӏудияб,didis
617,groß::A,кӏудияб,didelis
618,klein::A,гьитӏинаб,mažas
619,lang::A,халатаб,ilgas
620,kurz::A,къокъаб,trumpas
621,breit::A,гӏебаб,platus
622,schmal::A,къваридаб,smulkus
623,dicht::A,ризаб,tankus
624,dick[Gegenstand]::A,бицатаб,storas
625,dünn::A,тӏеренаб,plonas
626,fein::A,тӏеренаб,smulkus
627,fest::A,къвакӏараб,kietas
628,fest::A,къвакӏараб,tvirtas
629,flach::A,чӏепараб,lėkštas
630,flach::A,чӏепараб,plokščias
631,glatt::A,цӏвакараб,slidus
632,hart::A,кьварараб,kietas
633,weich::A,тамахаб,minkštas
634,rund::A,гургинаб,apvalus
635,rund::A,гургинаб,apskritas
636,spitz::A,бегӏераб,aštrus
637,spitz::A,бегӏераб,smailus
638,scharf::A,рекӏараб,aštrus
639,stumpf::A,тӏехӏараб,bukas
640,stumpf::A,тӏехӏараб,atšipęs
641,stumpf::A,рекӏинчӏеб,bukas
642,stumpf::A,рекӏинчӏеб,atšipęs
643,schwer::A,бакӏаб,sunkus
644,schön::A,берцинаб,gražus
645,heiß::A,лагьараб,karštas
646,warm::A,хинаб,šiltas
647,kalt::A,квачараб,šaltas
648,kühl::A,квачараб,vėsus
649,kühl::A,квачараб,bejausmis
650,frisch::A,цӏияб,šviežias
651,feucht::A,рагьараб,drėgnas
652,nass::A,би́ччараб,šlapias
653,trocken::A,бакъвараб,sausas
654,leer::A,чӏобогояб,tuščias
655,offen::A,рагьараб,atviras
656,geschlossen::A,рахараб-къараб,uždaras
657,geschlossen::A,рахараб-къараб,uždarytas
658,sauber::A,бацӏцӏадаб,švarus
659,schmutzig::A,гъизараб,nešvarus
660,schmutzig::A,гъизараб,purvinas
661,roh::A,хамаб,žalias
662,roh::A,гӏатӏгояб,žalias
663,reif::A,барщараб,prinokęs
664,reif::A,барщараб,pribrendęs
665,lecker::A,тӏагӏамаб,gardus
666,süß::A,гьуинаб,saldus
667,bitter::A,кьогӏаб,kartus
668,sauer::A,цӏекӏаб,gižus
669,sauer::A,цӏекӏаб,rūgštus
670,hell::A,канаб,šviesus
671,hell::A,канаб,skaistus
672,dunkel::A,бецӏаб,tamsus
673,schwarz::A,чӏегӏераб,juodas
674,weiß::A,хъахӏаб,baltas
675,rot::A,багӏараб,raudonas
676,gelb::A,гӏобилаб,geltonas
677,gelb::A,тӏогьилаб,geltonas
678,blau::A,хъахӏилаб,mėlynas
679,grün::A,гӏурччинаб,žalias
680,grau::A,накӏкӏуяб,pilkas
681,bunt::A,къвекӏаб,margas
682,bunt::A,къвекӏаб,spalvotas
683,bunt::A,чара-гъараб,margas
684,bunt::A,чара-гъараб,spalvotas
685,billig::A,учузаб,pigus
686,teuer::A,хири́яб,brangus
687,wertvoll::A,къиматаб,vertingas
688,blind::A,беццаб,aklas
689,taub::A,гъугъаб,kurčias
690,kräftig::A,гучаб,stiprus
691,stark::A,къуватаб,stiprus
692,schwach::A,гӏажизаб,silpnas
693,fett::A,кьарияб,riebus
694,schlank::A,чергесаб,laibas
695,schlank::A,чергесаб,lieknas
696,hübsch::A,гьайбатаб,gražus
697,böse::A,ракӏквешаб,blogas
698,dumm::A,гьагаб,paikas
699,dumm::A,гьагаб,kvailas
700,dumm::A,гӏантаб,paikas
701,dumm::A,гӏантаб,kvailas
702,faul::A,кӏохӏалаб,tingus
703,faul::A,кӏухӏа́лаб,tingus
704,fleißig::A,хӏаракатаб,stropus
705,fleißig::A,хӏаракатаб,kruopštus
706,geizig::A,къарумаб,šykštus
707,klug::A,лумияб,sumanus
708,klug::A,лумияб,protingas
709,geschickt::A,махщел бугев,apsukrus
710,lieb::A,гӏазизаб,mielas
711,lustig::A,кепаб,smagus
712,lustig::A,кепаб,linksmas
713,sanft::A,хӏалимаб,švelnus
714,sanft::A,хӏалимаб,minkštas
715,sanft::A,хӏере́наб,švelnus
716,sanft::A,хӏере́наб,minkštas
717,hungrig::A,бакъараб,alkanas
718,krank::A,щокъаб,ligotas
719,krank::A,щокъаб,sergantis
720,krank::A,унтараб,ligotas
721,krank::A,унтараб,sergantis
722,nackt::A,гӏицӏаб,nuogas
723,nackt::A,чӏанкӏараб,nuogas
724,traurig::A,пашманаб,liūdnas
725,lebendig::A,чӏагояб,gyvas
726,gut::A,лъикӏаб,geras
727,schlecht::A,къадараб,blogas
728,schlecht::A,къадараб,prastas
729,richtig::A,битӏараб,tikras
730,richtig::A,битӏараб,teisingas
731,schlimm::A,нажасаб,blogas
