,Concept_ID,sv,eu
851,vorher::ADV,före,lehenago
852,vorher::ADV,förut,lehenago
853,zuerst::ADV,först,aurrena
854,zuerst::ADV,först,lehenbizi
855,einmal::ADV,en gång,behin
856,einmal::ADV,en gång,aldi bat
857,manchmal::ADV,ibland,batzuetan
858,manchmal::ADV,ibland,zenbaitetan
859,oft::ADV,ofta,maiz
860,oft::ADV,ofta,askotan
861,immer::ADV,alltid,beti
862,niemals::ADV,aldrig,inoiz ez
863,niemals::ADV,aldrig,sekula ez
864,hier::ADV,här,hemen
865,hierhin::ADV,hit,hona
866,von hier::ADV,härifrån,hemendik
867,von hier::ADV,härifrån,honetatik
868,dort::ADV,där,han
869,dorthin::ADV,dit,hara
870,geradeaus::ADV,rätt fram,artez
871,vorwärts::ADV,fram,aurrera
872,vorwärts::ADV,framåt,aurrera
873,rückwärts::ADV,baklänges,atzera
874,rückwärts::ADV,baklänges,atzerantz
875,zurück::ADV,tillbaka,atzera
876,unten::ADV,nere,behean
877,unten::ADV,nedanför,behean
878,hinab::ADV,ned,behera
879,hinab::ADV,ned,beherantz
880,hinab::ADV,nedåt,behera
881,hinab::ADV,nedåt,beherantz
882,oben::ADV,ovan,goian
883,oben::ADV,ovanpå,goian
884,hinauf::ADV,upp,gora
885,hinauf::ADV,upp,gorantz
886,hinauf::ADV,uppåt,gora
887,hinauf::ADV,uppåt,gorantz
888,überall::ADV,överallt,edonon
889,nicht::ADV,ej,ez
890,nicht::ADV,inte,ez
891,ein wenig::ADV,litet,apur bat
892,ein wenig::ADV,litet,pixka bat
893,kaum::ADV,knappt,ozta
894,kaum::ADV,knappt,nekez
895,kaum::ADV,knappast,ozta
896,kaum::ADV,knappast,nekez
897,sehr::ADV,mycket,oso
898,so::ADV,så,hala
899,so::ADV,så,honela
900,noch::ADV,än,oraindik
901,noch::ADV,ännu,oraindik
902,nur::ADV,bara,bakarrik
903,nur::ADV,endast,bakarrik
904,schon::ADV,redan,ja
905,schon::ADV,redan,jada
906,wieder::ADV,åter,berriro
907,vergebens::ADV,förgäves,alferrik
908,vor::PRP,utanför,aurrean
909,hinter::PRP,bakom,ostean
910,hinter::PRP,bakom,gibelean
911,unter::PRP,under,pean
912,unter::PRP,under,azpian
913,durch::PRP,genom,zehar
914,durch::PRP,igenom,zehar
915,neben::PRP,bredvid,ondoan
916,neben::PRP,bredvid,aldamenean
917,neben::PRP,vid sidan av,ondoan
918,neben::PRP,vid sidan av,aldamenean
919,zwischen::PRP,mellan,artean
920,wegen::PRP,på grund av,-gatik
921,dies::PRN,detta,hau
922,das::PRN,det,hura
923,alles::PRN,allt,dena
924,ich::PRN,jag,ni
925,du::PRN,du,zu
926,er::PRN,han,bera
927,wir::PRN,vi,gu
928,ihr::PRN,ni,zuek
929,sie::PRN,de,berak
930,was::FPRN,vad,zer
931,wer::FPRN,vem,nor
932,wo::FADV,var,non
933,wohin::FADV,vart,nora
934,wie::FADV,hur,nola
935,wie::FADV,hur,zelan
936,warum::FADV,varför,zeren
937,warum::FADV,varför,zergatik
938,wieviel::FNUM,hur mycket,zenbat
939,eins::NUM,en,bat
940,eins::NUM,ett,bat
941,zwei::NUM,två,bi
942,zwei::NUM,två,biga
943,drei::NUM,tre,hiru
944,vier::NUM,fyra,lau
945,fünf::NUM,fem,bost
946,sechs::NUM,sex,sei
947,sieben::NUM,sju,zazpi
948,acht::NUM,åtta,zortzi
949,neun::NUM,nio,bederatzi
950,zehn::NUM,tio,hamar
951,elf::NUM,elva,hamaika
952,zwölf::NUM,tolv,hamabi
953,zwanzig::NUM,tjugo,hogei
954,dreißig::NUM,trettio,hogeita hamar
955,vierzig::NUM,fyrtio,berrogei
956,fünfzig::NUM,femtio,berrogeita hamar
957,sechzig::NUM,sextio,hirurogei
958,siebzig::NUM,sjuttio,hirurogeita hamar
959,achtzig::NUM,åttio,laurogei
960,neunzig::NUM,nittio,laurogeita hamar
961,hundert::NUM,hundra,ehun
962,tausend::NUM,tusen,mila
963,und::CNJ,och,eta
964,oder::CNJ,eller,edo
965,stehen::V,stå,zutik egon
966,sitzen::V,sitta,eserita egon
967,liegen::V,ligga,etzan
968,hängen::V,hänga,eskegita egon
969,hängen::V,hänga,zintzilik egon
970,werden::V,bli,bihurtu
971,werden::V,bli,bilakatu
972,passieren::V,ske,pasatu
973,passieren::V,ske,gertatu
974,passieren::V,hända,pasatu
975,passieren::V,hända,gertatu
976,beginnen::V,börja,hasi
977,enden::V,ända,bukatu
978,wechseln::V,växla,aldatu
979,aufgehen[Sonne]::V,gå upp,ilki
980,aufgehen[Sonne]::V,gå upp,sortu
981,untergehen[Sonne]::V,gå ned,sartu
982,scheinen[Sonne]::V,skina,eguzkia egon
983,donnern::V,dundra,trumoia jo
984,wehen::V,blåsa,haizea ibili
985,strömen::V,forsa,zorrotadaka isuri
986,strömen::V,strömma,zorrotadaka isuri
987,fließen::V,flyta,isuri
988,sich drehen::V,snurra,biratu
989,schwanken::V,vackla,zabuka ibili
990,schwingen::V,svinga,kulunkatu
991,fallen::V,falla,erori
992,brennen::V,brinna,sutan egon
993,rauchen::V,ryka,kea bota
994,regnen::V,regna,euria ari izan
995,gefrieren::V,frysa,izoztu
996,gefrieren::V,frysa,hormatu
997,tauen::V,töa,gesaldu
998,schmelzen::V,smälta,urtu
999,trocknen::V,torka,idortu
1000,trocknen::V,torka,lehortu
1001,sieden::V,koka,irakin
1002,sieden::V,sjuda,irakin
1003,faulen::V,ruttna,hirotu
1004,faulen::V,ruttna,usteldu
1005,verfaulen::V,ruttna,hirotu
1006,verfaulen::V,ruttna,usteldu
1007,reißen::V,brista,eten
1008,reißen::V,brista,tarrat egin
1009,versinken::V,sjunka,urperatu
1010,vergehen::V,förgå,iragan
1011,erscheinen::V,synas,agertu
1012,erscheinen::V,visa sig,agertu
1013,verschwinden::V,försvinna,desagertu
1014,sinken::V,sjunka,beheititu
1015,abnehmen::V,avta,gutxitu
1016,abnehmen::V,avta,beheratu
1017,abnehmen::V,minskas,gutxitu
1018,abnehmen::V,minskas,beheratu
1019,zunehmen::V,tilltaga,gora egin
1020,steigen::V,stiga,igo
1021,wachsen::V,växa,hazi
1022,glänzen::V,glimma,distiratu
1023,funkeln::V,tindra,izarniatu
1024,funkeln::V,gnistra,izarniatu
1025,lärmen::V,bråka,zarata atera
1026,lärmen::V,väsnas,zarata atera
1027,läuten::V,ringa,jo
1028,läuten::V,ringa,hots egin
1029,klingeln::V,ringa,txirrina jo
1030,klirren::V,klirra,tintin egin
1031,brausen::V,brusa,marru egin
1032,rauschen::V,susa,fir-fir egin
1033,klingen::V,låta,soinu egin
1034,klingen::V,klinga,soinu egin
1035,bellen::V,skälla,zaunkatu
1036,heulen::V,yla,ulu egin
1037,heulen::V,yla,uhuri egin
1038,heulen::V,tjuta,ulu egin
1039,heulen::V,tjuta,uhuri egin
1040,blasen::V,blåsa,ufa egin
1041,blasen::V,blåsa,putz egin
1042,pfeifen::V,vissla,txistu egin
1043,schreien::V,skrika,oihu egin
1044,schreien::V,skrika,garrasi egin
1045,stöhnen::V,stöna,intziri egin
1046,zittern::V,darra,ikara egin
1047,zittern::V,darra,dar-dar egin
1048,zittern::V,skälva,ikara egin
1049,zittern::V,skälva,dar-dar egin
1050,leben::V,leva,bizi izan
1051,geboren werden::V,födas,jaio
1052,atmen::V,andas,hats egin
1053,atmen::V,andas,arnasa egin
1054,trinken::V,dricka,edan
1055,essen::V,äta,jan
1056,schlucken::V,svälja,irentsi
1057,müde werden::V,tröttna,unatu
1058,müde werden::V,tröttna,nekatu
1059,einschlafen::V,somna,lokartu
1060,schlafen::V,sova,lo egin
1061,aufwachen::V,vakna,esnatu
1062,aufwachen::V,vakna,atzarri
1063,aufstehen::V,stiga upp,jaiki
1064,sich erholen::V,repa sig,atseden egin
1065,sich erholen::V,hämta sig,atseden egin
1066,krank werden::V,insjukna,gaixotu
1067,krank sein::V,vara sjuk,eri izan
1068,krank sein::V,vara sjuk,gaixo izan
1069,schmerzen::V,smärta,min egin
1070,schmerzen::V,göra ont,min egin
1071,husten::V,hosta,eztul egin
1072,genesen::V,tillfriskna,osatu
1073,sterben::V,dö,hil
1074,sterben::V,dö,zendu
1075,umkommen::V,omkomma,istripuz hil
1076,sich bewegen::V,röra sig,higitu
1077,sich rühren::V,röra på sig,zirkin egin
1078,sich erheben::V,resa sig,zutitu
1079,sich erheben::V,resa sig,altxatu
1080,sich setzen::V,sätta sig,eseri
1081,sich setzen::V,sätta sig,jesarri
1082,hinfallen::V,falla omkull,erori
1083,laufen::V,löpa,ibili
1084,schreiten::V,skrida,oinkatu
1085,spazierengehen::V,promenera,paseatu
1086,spazierengehen::V,promenera,ostera bat egin
1087,eilen::V,ila,lasterkatu
1088,sich beeilen::V,skynda sig,lehiatu
1089,sausen::V,susa,ziztu bizian joan
1090,rennen::V,löpa,lasterka egin
1091,rennen::V,springa,lasterka egin
1092,springen::V,hoppa,jauzi egin
1093,klettern::V,klättra,igo
1094,schaukeln::V,gunga,zabu egin
1095,schaukeln::V,gunga,zanbulu egin
1096,kriechen::V,kräla,narras egin
1097,schwimmen::V,simma,igerikatu
1098,schwimmen::V,simma,igeri egin
1099,tauchen::V,dyka,murgildu
1100,tauchen::V,dyka,pulunpatu
1101,rudern::V,ro,bogatu
1102,rudern::V,ro,arraun egin
1103,fahren::V,köra,joan
1104,fliegen::V,flyga,hegaldatu
1105,fliegen::V,flyga,hegan egin
1106,gehen::V,gå,joan
1107,weggehen::V,gå bort,alde egin
1108,abfahren::V,resa,abiatu
1109,abfahren::V,avresa,abiatu
1110,anhalten::V,stanna,geratu
1111,anhalten::V,stanna,gelditu
1112,hineingehen::V,gå in,sartu
1113,eintreten::V,träda in,sartu
1114,kommen::V,komma,etorri
1115,ankommen::V,ankomma,heldu
1116,ankommen::V,ankomma,iritsi
1117,zurückkommen::V,återkomma,itzuli
1118,bleiben::V,bli,gelditu
1119,bleiben::V,förbli,gelditu
1120,warten::V,vänta,itxaron
1121,warten::V,vänta,zain egon
1122,erwarten::V,vänta,iguriki
1123,suchen::V,leta,bilatu
1124,finden::V,finna,idoro
1125,finden::V,finna,aurkitu
1126,versuchen::V,försöka,saiatu
1127,versuchen::V,försöka,ahalegindu
1128,vorbereiten::V,förbereda,gertatu
1129,lieben::V,älska,maitatu
1130,lieben::V,älska,maite izan
1131,mögen::V,tycka om,laket izan
1132,mögen::V,tycka om,atsegin izan
1133,lachen::V,skratta,irri egin
1134,lachen::V,skratta,barre egin
1135,rühren::V,röra,hunkitu
1136,weinen::V,gråta,negar egin
1137,schimpfen::V,skälla,erneguka ari izan
1138,sich ärgern::V,förargas,ernegatu
1139,sich ärgern::V,förargas,haserretu
1140,sich fürchten::V,vara rädd,beldur izan
1141,fürchten::V,frukta,beldur izan
1142,fliehen::V,fly,ihes egin
1143,fliehen::V,rymma,ihes egin
1144,flüchten::V,fly,ihes egin
1145,sehen::V,se,ikusi
1146,anschauen::V,se på,begietsi
1147,anschauen::V,betrakta,begietsi
1148,ansehen::V,åse,begiratu
1149,hören::V,höra,aditu
1150,zuhören::V,höra på,entzun
1151,zuhören::V,lyssna till,entzun
1152,probieren::V,smaka,dastatu
1153,probieren::V,smaka på,dastatu
1154,riechen::V,lukta,usnatu
1155,riechen::V,lukta,usaindu
1156,fühlen::V,känna,sentitu
1157,scheinen::V,verka,iruditu
1158,scheinen::V,verka,begitandu
1159,scheinen::V,tyckas,iruditu
1160,scheinen::V,tyckas,begitandu
1161,zu sehen sein::V,synas,azaldu
1162,zu sehen sein::V,kunna ses,azaldu
1163,vernehmen::V,få veta,aditu
1164,vernehmen::V,förnimma,aditu
1165,frieren::V,frysa,hotz izan
1166,tun::V,göra,egin
1167,können::V,kunna,ahal izan
1168,wollen::V,vilja,nahi izan
1169,anfangen::V,börja,hasi
1170,beenden::V,avsluta,bukatu
1171,aufhören::V,sluta,utzi
1172,aufhören::V,upphöra,utzi
1173,gelingen::V,lyckas,lortu
1174,geraten::V,bli,heldu
1175,öffnen::V,öppna,ireki
1176,öffnen::V,öppna,zabaldu
1177,schließen::V,låsa,itxi
1178,schließen::V,stänga,itxi
1179,stellen::V,ställa,ipini
1180,setzen::V,sätta,jesarri
1181,legen::V,lägga,jarri
1182,berühren::V,beröra,ukitu
1183,verbinden::V,förbinda,uztartu
1184,bedecken::V,täcka,estali
1185,bedecken::V,betäcka,estali
1186,aufhängen::V,hänga,eseki
1187,aufhängen::V,hänga,eskegi
1188,aufhängen::V,hänga upp,eseki
1189,aufhängen::V,hänga upp,eskegi
1190,anzünden::V,tända,piztu
1191,anzünden::V,antända,piztu
1192,anzünden::V,tända på,piztu
1193,aufheben::V,lyfta,jaso
1194,zurücklassen::V,lämna,atzean utzi
1195,zurücklassen::V,efterlämna,atzean utzi
1196,verlieren::V,mista,galdu
1197,verlieren::V,förlora,galdu
1198,fallen lassen::V,tappa,erortzen utzi
1199,fallen lassen::V,släppa,erortzen utzi
1200,machen::V,göra,egin
1201,herstellen::V,tillverka,ekoiztu
1202,herstellen::V,framställa,ekoiztu
1203,bauen::V,bygga,eraiki
1204,reparieren::V,reparera,konpondu
1205,verbessern::V,rätta,hobetu
1206,verbessern::V,förbättra,hobetu
1207,ändern::V,ändra,mudatu
1208,ändern::V,förändra,mudatu
1209,graben::V,gräva,aitzurtu
1210,beugen::V,böja,makurtu
1211,biegen::V,böja,malgutu
1212,biegen::V,böja,makolatu
1213,biegen::V,kröka,malgutu
1214,biegen::V,kröka,makolatu
1215,drehen::V,vrida,jiratu
1216,wenden::V,vända,bihurtu
1217,umdrehen::V,vrida om,biratu
1218,umdrehen::V,vrida om,alderantzikatu
1219,heben::V,häva,jaso
1220,heben::V,häva,goratu
1221,hochheben::V,lyfta,goratu
1222,hochheben::V,lyfta,altxatu
1223,ergreifen::V,gripa,oratu
1224,halten::V,hålla,eutsi
1225,drücken::V,trycka,sakatu
1226,schieben::V,skjuta,bultzatu
1227,kratzen::V,riva,hatz egin
1228,kratzen::V,riva,hazka egin
1229,kratzen::V,skrapa,hatz egin
1230,kratzen::V,skrapa,hazka egin
1231,lecken::V,slicka,miaztu
1232,lecken::V,slicka,lamikatu
1233,beißen::V,bita,hozka egin
1234,beißen::V,bita,ausiki egin
1235,abreißen::V,slita_av,kendu
1236,abreißen::V,riva_av,kendu
1237,abschneiden::V,skära av,moztu
1238,abschneiden::V,skära av,pikatu
1239,binden::V,binda,lotu
1240,binden::V,binda,estekatu
1241,stecken::V,sticka,sartu
1242,brechen::V,bryta,apurtu
1243,brechen::V,brista,apurtu
1244,klopfen::V,banka,jo
1245,klopfen::V,klappa,jo
1246,hauen::V,hugga,jo
1247,kleben::V,klistra,itsatsi
1248,reiben::V,gnida,igurtzi
1249,streichen::V,smörja,igurtzi
1250,schleifen::V,slipa,zorroztu
1251,schneiden::V,skära,moztu
1252,schneiden::V,klippa,moztu
1253,rütteln::V,skaka,astindu
1254,rütteln::V,skaka,inarrosi
1255,schütteln::V,rista,astindu
1256,schütteln::V,rista,inarrosi
1257,schwenken::V,svänga,zabukatu
1258,schütten::V,hälla,isuri
1259,füllen::V,fylla,bete
1260,einwickeln::V,slå in,bildu
1261,einwickeln::V,veckla in,bildu
1262,tragen::V,bära,eroan
1263,tragen::V,bära,eraman
1264,schleppen::V,släpa,narrastu
1265,schleppen::V,släpa,herrestatu
1266,ziehen::V,dra,tira egin
1267,aufbewahren::V,förvara,gorde
1268,aufbewahren::V,ta vara på,gorde
1269,werfen::V,kasta,jaurti
1270,werfen::V,kasta,aurtiki
1271,fangen::V,fånga,atzeman
1272,packen::V,gripa,heldu
1273,packen::V,gripa tag,heldu
1274,verstecken::V,gömma,ostendu
1275,verstecken::V,gömma,ezkutatu
1276,teilen::V,dela,zatitu
1277,schicken::V,skicka,bidali
1278,bringen::V,bringa,ekarri
1279,hinzufügen::V,tillägga,eratxiki
1280,hinzufügen::V,tillägga,gaineratu
1281,bekommen::V,få,jaso
1282,bekommen::V,erhålla,jaso
1283,erhalten::V,få,jaso
1284,erhalten::V,erhålla,jaso
1285,nehmen::V,ta,hartu
1286,nehmen::V,taga,hartu
1287,wählen::V,välja,hautatu
1288,wählen::V,välja,aukeratu
1289,auswählen::V,utvälja,hautatu
1290,auswählen::V,utvälja,aukeratu
1291,bewahren::V,bevara,begiratu
1292,behindern::V,hindra,oztopatu
1293,behindern::V,förhindra,oztopatu
1294,verderben::V,förstöra,hondatu
1295,beschädigen::V,skada,akastu
1296,zerbrechen::V,bryta isär,apurtu
1297,zerbrechen::V,bryta sönder,apurtu
1298,zerreißen::V,riva sönder,zarratatu
1299,zerreißen::V,slita sönder,zarratatu
1300,zerstören::V,förstöra,suntsitu
1301,verbrennen::V,bränna,erre
1302,verbrennen::V,bränna,kiskali
1303,verbrennen::V,bränna upp,erre
1304,verbrennen::V,bränna upp,kiskali
1305,geben::V,ge,eman
1306,reichen::V,räcka,luzatu
1307,reichen::V,räcka,helarazi
1308,schenken::V,skänka,oparitu
1309,versprechen::V,lova,agindu
1310,wünschen::V,önska,opatu
1311,wünschen::V,önska,opetsi
1312,loben::V,lova,laudatu
1313,loben::V,lova,goraipatu
1314,loben::V,beröma,laudatu
1315,loben::V,beröma,goraipatu
1316,küssen::V,pussa,musu eman
1317,wiegen::V,vagga,kulunkatu
1318,zudecken::V,täcka,estali
1319,wecken::V,väcka,esnatu
1320,wecken::V,väcka,iratzartu
1321,zeigen::V,visa,erakutsi
1322,führen::V,föra,gidatu
1323,lehren::V,lära,irakatsi
1324,unterrichten::V,undervisa,eskolak eman
1325,aufziehen::V,uppfostra,hazi
1326,leiten::V,leda,arteztu
1327,antreiben::V,driva på,bulkatu
1328,lassen::V,få att,-arazi
1329,einladen::V,bjuda,gonbidatu
1330,einladen::V,inbjuda,gonbidatu
1331,vereinigen::V,förena,batu
1332,vereinigen::V,förena,bateratu
1333,besuchen::V,besöka,ikustatu
1334,treffen::V,möta,topatu
1335,treffen::V,träffa,topatu
1336,sich versammeln::V,församla sig,bildu
1337,spielen::V,leka,jolastu
1338,spielen::V,spela,jolastu
1339,singen::V,sjunga,abestu
1340,singen::V,sjunga,kantatu
1341,tanzen::V,dansa,dantzatu
1342,tanzen::V,dansa,dantzan egin
1343,sich trennen::V,skiljas,banandu
1344,verlassen::V,lämna,utzietsi
1345,verlassen::V,överge,utzietsi
1346,retten::V,rädda,salbatu
1347,retten::V,rädda,gaizkatu
1348,bewachen::V,bevaka,jagon
1349,bewachen::V,bevaka,zaindu
1350,schützen::V,skydda,babestu
1351,schützen::V,skydda,gerizatu
1352,schützen::V,beskydda,babestu
1353,schützen::V,beskydda,gerizatu
1354,verteidigen::V,försvara,aldeztu
1355,sich schlagen::V,slåss,elkar jo
1356,sich schlagen::V,slåss,elkar borrokatu
1357,schießen::V,skjuta,tiro egin
1358,siegen::V,segra,irabazi
1359,ärgern::V,förarga,ernegatu
1360,ärgern::V,förarga,haserretu
1361,schlagen::V,slå,jo
1362,schlagen::V,slå,erauntsi
1363,treten::V,sparka,zapaldu
1364,treten::V,sparka,ostiaktu
1365,stechen::V,sticka,sastatu
1366,stoßen::V,stöta,bultzatu
1367,stehlen::V,stjäla,ostu
1368,stehlen::V,stjäla,lapurtu
1369,stören::V,störa,galarazi
1370,belästigen::V,genera,gohaindu
1371,belästigen::V,genera,alamena eman
1372,belästigen::V,besvära,gohaindu
1373,belästigen::V,besvära,alamena eman
1374,verbergen::V,dölja,ezkutatu
1375,täuschen::V,vilseleda,tronpatu
1376,täuschen::V,vilseleda,engainatu
1377,betrügen::V,bedra,iruzurtu
1378,töten::V,döda,hil
1379,töten::V,döda,heriotza eman
1380,wohnen::V,bo,bizi izan
1381,arbeiten::V,arbeta,lan egin
1382,arbeiten::V,arbeta,behar egin
1383,sammeln::V,samla,bildu
1384,sammeln::V,samla,bildumatu
1385,pflücken::V,plocka,batu
1386,pflücken::V,plocka,bildu
1387,jagen::V,jaga,ehizatu
1388,fischen::V,fiska,arrantzatu
1389,fischen::V,fiska,arrantza egin
1390,fassen::V,fånga,harrapatu
1391,hüten::V,vakta,begiratu
1392,treiben::V,driva,bultza egin
1393,anbinden::V,binda fast,estekatu
1394,füttern::V,fodra,bazkatu
1395,melken::V,mjölka,jetzi
1396,hacken::V,hacka,xehatu
1397,gießen::V,hälla,isuri
1398,gießen::V,vattna,isuri
1399,reifen::V,mogna,heldu
1400,reifen::V,mogna,zoritu
1401,zubereiten::V,tillaga,prestatu
1402,zubereiten::V,tillreda,prestatu
1403,kochen::V,koka,egosi
1404,backen::V,baka,labean egin
1405,braten::V,steka,erregosi
1406,umrühren::V,röra om,eragin
1407,stricken::V,sticka,trikotatu
1408,stricken::V,sticka,puntu egin
1409,nähen::V,sy,josi
1410,färben::V,färga,tindatu
1411,reinigen::V,rensa,ikuzi
1412,reinigen::V,rensa,garbitu
1413,reinigen::V,rengöra,ikuzi
1414,reinigen::V,rengöra,garbitu
1415,waschen::V,tvätta,xahutu
1416,waschen::V,tvätta,garbitu
1417,abwischen::V,torka av,xukatu
1418,spülen::V,spola,irakutzi
1419,spülen::V,skölja,irakutzi
1420,fegen::V,feja,erraztatu
1421,kehren::V,sopa,isastu
1422,baden::V,bada,bainatu
1423,baden::V,bada,bainua hartu
1424,sich waschen::V,tvätta sig,burua garbitu
1425,ausziehen::V,ta av,erantzi
1426,anziehen::V,ta på,jantzi
1427,sich anziehen::V,klä på sig,jantzi
1428,kämmen::V,kamma,orraztu
1429,schmücken::V,pynta,apaindu
1430,schmücken::V,smycka,apaindu
1431,sagen::V,säga,esan
1432,sprechen::V,tala,mintzatu
1433,sprechen::V,tala,hitz egin
1434,reden::V,tala,hitz egin
1435,reden::V,prata,hitz egin
1436,sich unterhalten::V,prata,solastu
1437,sich unterhalten::V,prata,solas egin
1438,fragen::V,fråga,galdetu
1439,fragen::V,spörja,galdetu
1440,bitten::V,be,eskatu
1441,bitten::V,be,galdegin
1442,erzählen::V,berätta,edestu
1443,erzählen::V,berätta,kontatu
1444,mitteilen::V,meddela,jakinarazi
1445,nennen::V,kalla,izena eman
1446,rufen::V,ropa,dei egin
1447,prahlen::V,pråla,harrokerian ibili
1448,prahlen::V,pråla,ahoberokeriak esan
1449,prahlen::V,skryta,harrokerian ibili
1450,prahlen::V,skryta,ahoberokeriak esan
1451,übersetzen::V,tolka,itzuli
1452,übersetzen::V,översätta,itzuli
1453,denken::V,tänka,pentsatu
1454,denken::V,tänka,gogoeta egin
1455,glauben::V,tro,sinetsi
1456,bemerken::V,uppmärksamma,ohartu
1457,bemerken::V,uppmärksamma,konturatu
1458,bemerken::V,lägga märke till,ohartu
1459,bemerken::V,lägga märke till,konturatu
1460,erkennen::V,känna igen,ezagutu
1461,erkennen::V,känna igen,antzeman
1462,begreifen::V,begripa,ulertu
1463,verstehen::V,förstå,aditu
1464,lernen::V,lära sig,ikasi
1465,wissen::V,veta,jakin
1466,sich erinnern an::V,minnas,gogoratu
1467,sich erinnern an::V,minnas,gogoan izan
1468,sich erinnern an::V,komma ihåg,gogoratu
1469,sich erinnern an::V,komma ihåg,gogoan izan
1470,vergessen::V,glömma,ahaztu
1471,vergessen::V,glömma,ahantzi
1472,messen::V,mäta,neurtu
1473,zählen::V,räkna,zenbatu
1474,zählen::V,räkna,kopuratu
1475,rechnen::V,räkna,kalkulatu
1476,lesen::V,läsa,irakurri
1477,malen::V,måla,margotu
1478,zeichnen::V,teckna,marraztu
1479,schreiben::V,skriva,idatzi
1480,besitzen::V,äga,ukan
1481,besitzen::V,äga,eduki
1482,besitzen::V,besitta,ukan
1483,besitzen::V,besitta,eduki
1484,kaufen::V,köpa,erosi
1485,verkaufen::V,sälja,saldu
1486,bezahlen::V,betala,ordaindu
1487,zahlen::V,betala,ordaindu
1488,beherrschen::V,behärska,menpean izan
1489,ertragen::V,tåla,jasan
1490,ertragen::V,tåla,pairatu
1491,ertragen::V,uthärda,jasan
1492,ertragen::V,uthärda,pairatu
