,Concept_ID,kn,zh
582,dritter::A,ಮೂರನೆಯಜಗತ್ತು,第三
583,letzter::A,ಅಂತ್ಯ,最后
584,allein::ADV,ಒಬ್ಬನೇ,单独
585,auf einmal::ADV,ಒಡನೆ,同时
586,zusammen::ADV,ಒಟ್ಟಿಗೆ,一起
587,lange::ADV,ದೀರ್ಘ,许久
588,plötzlich::ADV,ಅನಾಮತ್ತು,忽然
589,sofort::ADV,ಜಾಗ್ರತೆ,立刻
590,später::ADV,ತರುವಾಯ,以后
591,jetzt::ADV,ಈಗ,现在
592,heute::ADV,ಇಂದು,今天
593,morgen::ADV,ನಾಳೆ,明天
594,bald::ADV,ಬೇಗ,即将
595,dann::ADV,ಆಗ,然后
596,gestern::ADV,ನಿನ್ನೆ,昨天
597,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,曾经
598,damals::ADV,ಆಗ,当时
599,danach::ADV,ಆಮೇಲೆ,随后
600,vorher::ADV,ಮುಂಚೆ,事先
601,zuerst::ADV,ಮೊದಲಿಗೆ,首先
602,einmal::ADV,ಒಮ್ಮೆ,一次
603,manchmal::ADV,ಆಗಾಗ,有时
604,oft::ADV,ಅನೇಕಸಲ,时常
605,immer::ADV,ಯಾವಾಗಲೂ,总是
606,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,从未
607,hier::ADV,ಇಲ್ಲಿ,这里
608,hierhin::ADV,ಇತ್ತ,到这里
609,von hier::ADV,ಇಲ್ಲಿಂದ,由此
610,dort::ADV,ಅಲ್ಲಿ,那里
611,dorthin::ADV,ಅಲ್ಲಿಗೆ,到那里
612,geradeaus::ADV,ಸೀದಾ,一直往前
613,vorwärts::ADV,ಮುನ್ನೆಡೆವ,向前
614,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,向后
615,zurück::ADV,ಹಿಂದಕ್ಕೆ,退后
616,unten::ADV,ಕೆಳಗೆ,下面
617,hinab::ADV,ಕೆಳಕ್ಕೆ,向下
618,oben::ADV,ಮೇಲೆ,上面
619,hinauf::ADV,ಮೇಲಕ್ಕೆ,向上
620,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,到处
621,nicht::ADV,ಇಲ್ಲ,不
622,nicht::ADV,ಅಲ್ಲ,不
623,ein wenig::ADV,ತುಸು,一点儿
624,kaum::ADV,ಕಠಿನವಾಗಿ,几乎不
625,sehr::ADV,ಬಹು,很
626,so::ADV,ಅಷ್ಟು,如此
627,noch::ADV,ಇನ್ನು,还
628,nur::ADV,ಕೇವಲ,只
629,schon::ADV,ಆಗಲೇ,已经
630,wieder::ADV,ಪುನಃ,又
631,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,
632,vor::PRP,ಮುಂದೆ,在...面前
633,hinter::PRP,ಹಿಂದ,在...背后
634,unter::PRP,ಕೆಳ,在...下面
635,durch::PRP,ನೇರವಾಗಿ,穿过
636,neben::PRP,ಅಧರ ಬಲಿಕ,在...旁
637,zwischen::PRP,ನಡುವೆ,在...之间
638,wegen::PRP,ಅಧಕ್ಕಗಿ,由于
639,dies::PRN,ಈ,这
640,das::PRN,ಅದು,那
641,alles::PRN,ಎಲ್ಲ,一切
642,ich::PRN,ನಾನು,我
643,du::PRN,ನೀನು,你
644,er::PRN,ಅವನು,他
645,er::PRN,ಇವನು,他
646,wir::PRN,ನಾವು,我们
647,ihr::PRN,ನೀವು,你们
648,sie::PRN,ಅವರು,她
649,was::FPRN,ಏನು,什么
650,wer::FPRN,ಯಾರಿಗೆ,谁
651,wo::FADV,ಎಲ್ಲಿ,哪里
652,wohin::FADV,ಎಲ್ಲಿಗೆ,去哪里
653,wie::FADV,ಹೇಗೆ,怎么
654,warum::FADV,ಏಕೆ,为什么
655,wieviel::FNUM,ಎಷ್ಟು,多少
656,eins::NUM,ಒಂದು,一
657,zwei::NUM,ಎರಡು,二
658,drei::NUM,ಮೂರು,三
659,vier::NUM,ನಾಲ್ಕು,四
660,fünf::NUM,ಅಯ್ದು,五
661,sechs::NUM,ಆರು,六
662,sieben::NUM,ಏಳು,七
663,acht::NUM,ಎಂಟು,八
664,neun::NUM,ಒಂಭಬತ್ತು,九
665,zehn::NUM,ಹತ್ತು,十
666,elf::NUM,ಹನ್ನೊಂದು,十一
667,zwölf::NUM,ಹನ್ನೆರಡು,十二
668,zwanzig::NUM,ಇಪ್ಪತ್ತು,二十
669,dreißig::NUM,ಮೂವತ್ತು,三十
670,vierzig::NUM,ನಲವತ್ತು,四十
671,fünfzig::NUM,ಐವತ್ತು,五十
672,sechzig::NUM,ಅರುವತ್ತು,六十
673,siebzig::NUM,ಎಪ್ಪತ್ತು,七十
674,achtzig::NUM,ಎಂಬತ್ತು,八十
675,neunzig::NUM,ತೊಂಬತ್ತು,九十
676,hundert::NUM,ನೂರು,百
677,tausend::NUM,ಸಾವಿರ,千
678,und::CNJ,ಮತ್ತು,和
679,oder::CNJ,ಅಥವಾ,或者
680,stehen::V,ನಿಲ್ಲು,站
681,sitzen::V,ಕುಳ್ಳಿರು,坐
682,liegen::V,ಮಲಗಿಕೊ,躺着
683,hängen::V,ಇಳಿಯಬಿಡು,挂着
684,werden::V,ಆಗು,成为
685,passieren::V,ಆಗು,发生
686,beginnen::V,ಆರಂಭಿಸು,开始
687,enden::V,ಕೊನೆಗಾಣು,终止
688,wechseln::V,ಮಾರ್ಪಡಿಸು,变迁
689,aufgehen[Sonne]::V,ಮೂಡು,升起
690,untergehen[Sonne]::V,ಮುಳುಗು,下落
691,scheinen[Sonne]::V,ಹೊಳೆ,照射
692,donnern::V,ಗುಡುಗಾಗು,打雷
693,wehen::V,ತೀಡು,飘扬
694,strömen::V,ಹರಿ,流
695,fließen::V,ಹರಿ,流动
696,sich drehen::V,ಸುತ್ತು,转动
697,schwanken::V,ಓಲಾಡು,摇摆
698,schwingen::V,ತೂಗು,摇
699,fallen::V,ಉದುರು,坠落
700,brennen::V,ಉರಿ,燃烧
701,rauchen::V,ಹೊಗೆಬಿಡು,冒烟
702,regnen::V,ಸುರಿ,下雨
703,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,结冰
704,tauen::V,ಬೆಚ್ಚಗಾಗು,融化
705,schmelzen::V,ಕರಗು,溶化
706,trocknen::V,ಒಣಗು,变干
707,sieden::V,ಕುದಿ,煮
708,faulen::V,ಕೊಳೆ,腐烂
709,verfaulen::V,ನಶಿಸು,腐烂
710,reißen::V,ಒಡೆ,撕
711,versinken::V,ಮುಳುಗು,下沉
712,vergehen::V,ಸಾಗು,流逝
713,erscheinen::V,ತೋರು,出现
714,verschwinden::V,ಮಾಯವಾಗು,消失
715,sinken::V,ಕುಸಿ,下降
716,abnehmen::V,ತಗ್ಗು,减少
717,zunehmen::V,ಬೆಳೆ,增加
718,steigen::V,ಉಬ್ಬು,上升
719,wachsen::V,ಬೆಳೆ,生长
720,glänzen::V,ಮಿರುಗು,发光
721,funkeln::V,ಮಿನುಗು,闪烁
722,lärmen::V,ಶಬ್ದ ಮಾಡಲು,吵闹
723,läuten::V,ಬಾರಿಸು,响
724,klingeln::V,ಅನುರಣಿಸು,按铃
725,klirren::V,ಕಿಣಿಕಿಣಿಸು,
726,brausen::V,ಅಬ್ಬರಿಸು,疾驶
727,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,
728,klingen::V,ಉಸಿರು,听起来
729,bellen::V,ಬಗುಳು,吠
730,heulen::V,ಅರಚು,嗥
731,blasen::V,ಗಾಳಿ ಊದು,吹
732,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,吹口哨
733,schreien::V,ಕರೆ,叫喊
734,stöhnen::V,ನರಳು,呻吟
735,zittern::V,ನಡುಗು,颤抖
736,leben::V,ಇರು,生存
737,geboren werden::V,ಉಂಟಾಗು,出生
738,atmen::V,ಉಸಿರು,呼吸
739,trinken::V,ಕುಡಿ,喝
740,essen::V,ತಿನ್ನು,吃
741,schlucken::V,ನುಂಗು,咽
742,müde werden::V,ಬಳಲು,疲倦
743,einschlafen::V,ನಿದ್ಧೆಹೋಗು,入睡
744,schlafen::V,ನಿದ್ರಿಸು,睡觉
745,aufwachen::V,ಏಳು,睡醒
746,aufstehen::V,ಏಳು,起床
747,sich erholen::V,ಸುಧಾರಿಸು,休养
748,krank werden::V,ಬೇನೆಬೀಳು,生病
749,krank sein::V,ಕೆಟ್ಟ ಎಂದು,生病
750,schmerzen::V,ಕಚ್ಚು,疼痛
751,husten::V,ಕೆಮ್ಮು,咳
752,genesen::V,ಮತ್ತೆಹೊದಿಸು,痊愈
753,sterben::V,ಮೃತಪಡು,死
754,umkommen::V,ಹಾಳಾಗು,丧命
755,sich bewegen::V,ಚಲಿಸು,移动
756,sich rühren::V,ಕದಲು,动弹
757,sich erheben::V,ಏಳು,站起
758,sich setzen::V,ಕೂರು,坐
759,hinfallen::V,ಬೀಳು,跌倒
760,laufen::V,ನಡೆ,步行
761,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,迈步
762,spazierengehen::V,ವಿಹರಿಸು,散步
763,eilen::V,ಮುನ್ನುಗ್ಗು,急忙
764,sich beeilen::V,ಆತುರಪಡು,赶快
765,sausen::V,ಒಗೆ,疾驰
766,rennen::V,ಓಡು,奔跑
767,springen::V,ಜಿಗಿ,跳
768,klettern::V,ಏರು,攀缘
769,schaukeln::V,ತೂಗು,荡秋千
770,kriechen::V,ತೆವಳು,爬行
771,schwimmen::V,ಈಜು,游泳
772,tauchen::V,ಕೆಳಗಿಳಿ,潜水
773,rudern::V,ಸಾಗಿಸು,划船
774,fahren::V,ನಡೆಸು,行驶
775,fliegen::V,ಹಾರು,飞
776,gehen::V,ಹೋಗು,走
777,weggehen::V,ಹೊರಡು,离去
778,abfahren::V,ತೆರಳು,出发
779,anhalten::V,ನಿಲ್ಲು,停住
780,hineingehen::V,ಒಳಹೊಗು,进去
781,eintreten::V,ಒಳಹೊಗು,进入
782,kommen::V,ಬರು,来
783,ankommen::V,ಬರು,到达
784,zurückkommen::V,ಹಿಂದಿರುಗು,回来
785,bleiben::V,ಇರು,停留
786,warten::V,ಇರು,等
787,erwarten::V,ನಿರೀಕ್ಷಿಸು,等候
788,suchen::V,ಹುಡುಕು,找
789,finden::V,ಕಂಡುಕೊ,找到
790,versuchen::V,ಪ್ರಯತ್ನಿಸು,尝试
791,vorbereiten::V,ಸಿದ್ಧವಾಗು,预备
792,lieben::V,ಪ್ರೀತಿಸು,爱
793,mögen::V,ಇಷ್ಟಪಡು,喜欢
794,lachen::V,ನಗು,笑
795,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,
796,weinen::V,ಅಳು,哭
797,schimpfen::V,ಗೊಣಗು,骂
798,sich ärgern::V,ಗಣಗಾಡು,生气
799,sich fürchten::V,ನಡುಗು,害怕
800,fürchten::V,ಹೆದರು,害怕
801,fliehen::V,ಓಡಿಹೋಗು,逃走
802,flüchten::V,ಪಾರಾಗು,逃跑
803,sehen::V,ಕಾಣು,看
804,anschauen::V,ನೋಡು,注视
805,ansehen::V,ನಿರೀಕ್ಷಿಸು,注视
806,hören::V,ಕೇಳು,听
807,zuhören::V,ಆಲಿಸು,倾听
808,probieren::V,ರುಚಿ ನೋಡು,尝
809,riechen::V,ಮೂಸು,闻
810,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,感到
811,scheinen::V,ತೋರು,照耀
812,zu sehen sein::V,ಕಾಣಿಸು,可以看到
813,vernehmen::V,ಕೇಳು,审讯
814,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,觉得冷
815,tun::V,ಮಾಡು,作
816,können::V,ಮಾಡಬಲ್ಲ,能
817,wollen::V,ಬಯಸು,要
818,anfangen::V,ಪ್ರಾರಂಭಿಸು,开始
819,beenden::V,ನಿಲ್ಲಿಸು,结束
820,aufhören::V,ಮುಗಿಸು,停止
821,gelingen::V,ಯಶಸ್ವಿಯಾಗು,成功
822,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,陷于
823,öffnen::V,ತೆರೆ,打开
824,schließen::V,ಮುಚ್ಚು,关
825,stellen::V,ಇಕ್ಕು,放
826,setzen::V,ಇಡು,放
827,legen::V,ಇಡು,摆
828,berühren::V,ತಾಕು,触
829,verbinden::V,ಕೂಡಿಸು,联结
830,bedecken::V,ಮುಚ್ಚು,覆盖
831,aufhängen::V,ತೂಗುಹಾಕು,挂
832,anzünden::V,ಹತ್ತಿಸು,点
833,aufheben::V,ಆಯಿ,拾起
834,zurücklassen::V,ಬಿಡು,遗留
835,verlieren::V,ಕಳೆ,丧失
836,fallen lassen::V,ಬೀಳಿಸು,让掉下
837,machen::V,ಮಾಡು,做
838,herstellen::V,ತಯಾರಿಸು,生产
839,bauen::V,ಕಟ್ಟು,建造
840,reparieren::V,ಸರಿಪಡಿಸು,修理
841,verbessern::V,ತಿದ್ದು,改进
842,ändern::V,ಬದಲಾಯಿಸು,改变
843,graben::V,ಅಗೆ,挖
844,beugen::V,ಬಗ್ಗಿಸು,弯下
845,biegen::V,ಬಗ್ಗಿಸು,弯
846,drehen::V,ತಿರುಗು,转动
847,wenden::V,ತಿರುಗು,转动
848,umdrehen::V,ತಿರುಗಿಸು,转动
849,heben::V,ಎತ್ತು,举起
850,hochheben::V,ಎತ್ತು,抬高
851,ergreifen::V,ಆಕ್ರಮಿಸು,抓住
852,halten::V,ಹಿಡಿ,拿着
853,drücken::V,ಒತ್ತು,压
854,schieben::V,ನೂಕು,推
855,kratzen::V,ತರಚಿಕೊಳ್ಳು,搔
856,lecken::V,ನೆಕ್ಕು,舔
857,beißen::V,ಕಚ್ಚು,咬
858,abreißen::V,ಹರಿ,撕下
859,abschneiden::V,ಕತ್ತರಿಸು,切断
860,binden::V,ಕಟ್ಟು,捆
861,stecken::V,ಸಿಕ್ಕಿಸು,插
862,brechen::V,ಮುರಿ,断裂
863,klopfen::V,ತಟ್ಟು,敲
864,hauen::V,ಹೊಡೆ,揍
865,kleben::V,ಅಂಟಿಸು,粘
866,reiben::V,ಉಜ್ಜು,摩擦
867,streichen::V,ಹರಡು,涂
868,schleifen::V,ಮಸೆ,拖曳
869,schneiden::V,ಕತ್ತರಿಸು,切
870,rütteln::V,ಕುಲುಕಿಸು,颠簸
871,schütteln::V,ಅಲುಗಿಸು,摇动
872,schwenken::V,ತೂಗಾಡು,摇动
873,schütten::V,ಎರೆ,倒
874,füllen::V,ತುಂಬಿಸು,填满
875,einwickeln::V,ಹೊದಿಸು,包
876,tragen::V,ಹೊರು,提
877,schleppen::V,ಜಗ್ಗು,扛
878,ziehen::V,ಎಳೆ,拉
879,aufbewahren::V,ಇಟ್ಟುಕೊ,保存
880,werfen::V,ಎಸೆ,扔
881,fangen::V,ಹಿಡಿ,捕捉
882,packen::V,ಸೆಳೆ,抓住
883,verstecken::V,ಮುಚ್ಚಿಡು,藏
884,teilen::V,ವಿಭಜಿಸು,分
885,schicken::V,ಕಳುಹಿಸು,派遣
886,bringen::V,ತರು,带来
887,hinzufügen::V,ಕೂಡಿಸು,添加
888,bekommen::V,ಸಂಪಾದಿಸು,得到
889,erhalten::V,ಪಡೆ,接到
890,nehmen::V,ಹಿಡಿ,拿
891,wählen::V,ಆರಿಸು,挑选
892,auswählen::V,ಆಯಿ,选择
893,bewahren::V,ರಕ್ಷಿಸಿಡು,保持
894,behindern::V,ಅಡ್ಡಿಮಾಡು,防碍
895,verderben::V,ಕೆಡಿಸು,败坏
896,beschädigen::V,ಹಾಳುಮಾಡು,损坏
897,zerbrechen::V,ಮುರಿ,破碎
898,zerreißen::V,ಸೀಳು,撕碎
899,zerstören::V,ಅಳಿಸು,毁坏
900,verbrennen::V,ಸುಡು,燃烧
901,geben::V,ಕೊಡು,给
902,reichen::V,ಕೊಡು,递给
903,schenken::V,ಅರ್ಪಿಸು,赠送
904,versprechen::V,ವಾಗ್ದಾನಮಾಡು,许诺
905,wünschen::V,ಬಯಸು,祝
906,loben::V,ಹೊಗಳು,表扬
907,küssen::V,ಚುಂಬಿಸು,亲
908,wiegen::V,ತೂಗು,轻摇
909,zudecken::V,ಹಾಸು,盖上
910,wecken::V,ಎಬ್ಬಿಸು,唤起
911,zeigen::V,ತೋರಿಸು,指
912,führen::V,ದಾರಿತೋರಿಸು,带领
913,lehren::V,ಕಲಿಸು,教
914,unterrichten::V,ಬೋಧಿಸು,讲课
915,aufziehen::V,ಸಲಹು,抚养
916,leiten::V,ಮುಂದಾಳಾಗಿರು ,领导
917,antreiben::V,ಓಡಿಸು,催促
918,lassen::V,ಮಾಡಲುಬಿಡು,让
919,einladen::V,ಆಹ್ವಾನಿಸು,邀请
920,vereinigen::V,ಒಂದಾಗು,统一
921,besuchen::V,ಭೇಟಿಯಾಗು,参观
922,treffen::V,ಸಂಧಿಸು,会面
923,sich versammeln::V,ನೆರೆ,聚集
924,spielen::V,ಆಡು,玩
925,singen::V,ಹಾಡು,唱歌
926,tanzen::V,ಕುಣಿ,跳舞
927,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,分别
928,verlassen::V,ಕಳೆ,离开
929,retten::V,ರಕ್ಷಿಸು,救
930,bewachen::V,ಕಾಪಾಡು,守卫
931,schützen::V,ಸಂರಕ್ಷಿಸು,保护
932,verteidigen::V,ಕಾಪಿಡು,保卫
933,sich schlagen::V,ಕಿತ್ತಾಟ,打架
934,schießen::V,ಎಸೆ,射击
935,siegen::V,ಗೆಲ್ಲು,获胜
936,ärgern::V,ರೇಗಿಸು,激怒
937,schlagen::V,ಹೊಡೆ,打
938,treten::V,ಒದೆ,踢
939,stechen::V,ಚುಚ್ಚು,刺
940,stoßen::V,ತಳ್ಳು,撞
941,stehlen::V,ಕದಿ,盗窃
942,stören::V,ಕತಕು,干扰
943,belästigen::V,ತೊಂದರೆ,打搅
944,verbergen::V,ಮರೆಮಾಜು,隐藏
945,täuschen::V,ಠಕ್ಕಿಸು,欺骗
946,betrügen::V,ವಂಚಿಸು,欺骗
947,töten::V,ಕೊಲ್ಲು,杀
948,wohnen::V,ವಾಸಿಸು,居住
949,arbeiten::V,ಕೆಲಸ ಮಾಡು,工作
950,sammeln::V,ಸಂಚಯಿಸು,收集
951,pflücken::V,ಬಿಡಿಸು,采
952,jagen::V,ಬೇಟೆಯಾಡು,打猎
953,fischen::V,ಮೀನು ಹಿಡಿ,捕鱼
954,fassen::V,ಹಿಡಿ,捉住
955,hüten::V,ಗುಂಪುಸೇರಿಸು,守护
956,treiben::V,ದಬ್ಬು,漂
957,anbinden::V,ಬಿಗಿ,拴
958,füttern::V,ಮೇಯಿಸು,喂
959,melken::V,ಹಾಲು ಕರೆ,挤奶
960,hacken::V,ತುಂಡರಿಸು,剁细
961,gießen::V,ನೀರುಹಾಕು,浇
962,reifen::V,ಕಳಿ,成熟
963,zubereiten::V,ಅಡಿಗೆಮಾಡು,
964,kochen::V,ಅಡು,煮
965,backen::V,ಬೇಯಿಸು,烤
966,braten::V,ಕರಿ,煎
967,umrühren::V,ಕಲಕು,搅拌
968,stricken::V,ಹೆಣೆ,织
969,nähen::V,ಹೊಲಿ,缝
970,färben::V,ಬಣ್ಣ ಹತ್ತು,染色
971,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,清洁
972,waschen::V,ತೊಳೆ,洗
973,abwischen::V,ಒರಸು,擦掉
974,spülen::V,ಗಲಬರಿಸು,清洗
975,fegen::V,ಗುಡಿಸು,扫
976,kehren::V,ಗುಡಿಸು,打扫
977,baden::V,ಸ್ನಾನಮಾಡು,给...洗澡
978,sich waschen::V,ತೊಳೆ,洗澡
979,ausziehen::V,ಬಿಚ್ಚು,脱
980,anziehen::V,ಹಾಕು,穿
981,sich anziehen::V,ಹಾಕು,穿衣
982,kämmen::V,ಬಾಚು,梳
983,schmücken::V,ಅಲಂಕರಿಸು,装饰
984,sagen::V,ಹೇಳು,说
985,sprechen::V,ನುಡಿ,说
986,reden::V,ನುಡಿ,讲
987,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,聊天
988,fragen::V,ವಿಚಾರಿಸು,问
989,bitten::V,ಬೇಡು,请
990,erzählen::V,ಹೇಳು,叙述
991,mitteilen::V,ತಿಳಿಸು,通知
992,nennen::V,ಹೆಸರಿಡು,叫做
993,rufen::V,ಕರೆ,叫
994,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,吹牛
995,übersetzen::V,ಭಾಷಾಂತರಿಸು,翻译
996,denken::V,ಯೋಚಿಸು,想
997,glauben::V,ನಂಬು,以为
998,bemerken::V,ಗಮನಿಸು,发觉
999,erkennen::V,ಗುರುತುಹಿಡಿ,识别
1000,begreifen::V,ಗ್ರಹಿಸು,理解
1001,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,明白
1002,lernen::V,ಕಲಿ,学
1003,wissen::V,ಅರಿ,知道
1004,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,回忆
1005,vergessen::V,ಮರೆತುವಿಡು,忘记
1006,messen::V,ಅಳೆ,测量
1007,zählen::V,ಗಣಿಸು,数
1008,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,计算
1009,lesen::V,ಓದು,读
1010,malen::V,ಬಿಡಿಸು,画
1011,zeichnen::V,ಬಿಡಿಸು,绘制
1012,schreiben::V,ಬರೆ,写
1013,besitzen::V,ಒಡೆಯನಾಗಿರು,占有
1014,kaufen::V,ಕೊಳ್ಳು,买
1015,verkaufen::V,ಕೊಡು,卖
1016,bezahlen::V,ಬೆಲೆತೆರು,付钱
1017,zahlen::V,ಹಣವನ್ನುಕೊಡು,支付
1018,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,统治
1019,ertragen::V,ಸಹಿಸು,忍耐
