,Concept_ID,fa,ml
290,Ruhe::N,آرامش,നിശ്ചലത
291,Leute::N,مردم,ജനങ്ങൾ
292,Volk::N,خلق,രാഷ്ടം
293,Arbeit::N,کار,ജോലി
294,Gast::N,مهمان,അതിലി
295,Geschenk::N,هدیه,സമ്മാനം
296,Spiel::N,بازی,കളി
297,Gesellschaft::N,جمعیت,കൂട്ടായ്മ
298,Hilfe::N,کمک,സഹായം
299,Freund::N,دوست,സുഹൃത്ത്
300,Kamerad::N,رفیق,കൂട്ടാളി
301,Angelegenheit::N,امر,കാര്യം
302,Angelegenheit::N,قضیه,കാര്യം
303,Anzahl::N,عده,എണ്ണം
304,Anzahl::N,شمار,എണ്ണം
305,Art::N,نوع,തരം
306,Stück::N,تکه,കഷണം
307,Stück::N,قطعه,കഷണം
308,Teil::N,بخش,ഭാഗം
309,Teil::N,قسمت,ഭാഗം
310,Hälfte::N,نیم,പകുതി
311,Kreis::N,حلقه,വൃത്തം
312,Kreis::N,دایره,വൃത്തം
313,Kreuz::N,صلیب,കുരിശടയാളം
314,Linie::N,خط,വര
315,Linie::N,خط,രേഖ
316,Linie::N,سطر,വര
317,Linie::N,سطر,രേഖ
318,Strich::N,خط,പക്ഷാഘാതം
319,Abstand::N,فاصله,വിടവ്
320,Entfernung::N,مسافت,അകലം
321,Gegend::N,منطقه,പ്രദേശം
322,Platz::N,گنجایش,ഇടം
323,Ort::N,جا,സ്ഥലം
324,Ort::N,محل,സ്ഥലം
325,Ort::N,مکان,സ്ഥലം
326,Seite::N,طرف,വശം
327,Mitte::N,وسط,മധ്യസ്ഥാനം
328,Mitte::N,میان,മധ്യസ്ഥാനം
329,Gegenstand::N,چیز,സാധനം
330,Sache::N,چیز,വസ്തു
331,Rand::N,کنار,തൊങ്ങൽ
332,Rand::N,حاشیه,തൊങ്ങൽ
333,Kante::N,لبه,അറ്റം
334,Ecke::N,گوشه,മൂല
335,Spitze::N,سر,അഗ്രം
336,Spitze::N,نوک,അഗ്രം
337,Ende::N,ته,അവസാനം
338,Ende::N,آخر,അവസാനം
339,Loch::N,سوراخ,ദ്വാരം
340,Winkel::N,کنج,കോൺ
341,Muster::N,نقش,ക്രമം
342,Größe::N,قد,വലുപ്പം
343,Größe::N,بزرگی,വലുപ്പം
344,Länge::N,طول,നീളം
345,Höhe::N,بلندی,ഉയരം
346,Gewicht::N,وزن,കട്ടി
347,Menge::N,مقدار,അളവ്
348,Menge::N,اندازه,അളവ്
349,Haufen::N,توده,കൂമ്പാരം
350,Reihe::N,ردیف,വരി
351,Boot::N,قایق,ബോട്ട്
352,Ruder::N,پارو,പങ്കായം
353,Schlitten::N,سورتمه,ഉരുളില്ലാവണ്ടി
354,Ski::N,اسکی,ഹിമപാദുകം
355,Lagerfeuer::N,آتش,തീ
356,Last::N,بار,ഭാരം
357,Last::N,سنگینی,ഭാരം
358,Gang::N,راه رفتن,നടത്തം
359,Schritt::N,قدم,ചുവട്
360,Norden::N,شمال,വടക്ക്
361,Süden::N,جنوب,തെക്ക്
362,Westen::N,غرب,പടിഞ്ഞാറ്
363,Osten::N,شرق,കിഴക്ക്
364,Holz::N,چوب,തടി
365,Brett::N,تخته,ബോർഡ്
366,Platte::N,صفحه,തകിട്
367,Stütze::N,تکیه,താങ്ങ്
368,Stange::N,میله,കമ്പ്
369,Stock::N,چوب,വടി
370,Stab::N,عصا,കുറുവടി
371,Rohr::N,لوله,കുഴൽ
372,Haus::N,منزل,വീട്
373,Heim::N,خانه,വീട്
374,Heim::N,کاشانه,വീട്
375,Ofen::N,بخاری,സ്റ്റൌ
376,Fußboden::N,کف اتاق,തറ
377,Tisch::N,میز,മേശ
378,Stuhl::N,صندلی,കസേര
379,Wiege::N,گهواره,തൊട്ടിൽ
380,Bett::N,تختخواب,കിടക്ക
381,Regal::N,قفسه,ഷെൽഫ്
382,Kiste::N,صندوق,പെട്ടി
383,Fenster::N,پنجره,ജനൽ
384,Tür::N,در,വാതിൽ
385,Tür::N,درب,വാതിൽ
386,Tor::N,دروازه,കവാടം
387,Zaun::N,حصار,വേലി
388,Dach::N,بام,മേൽക്കുര
389,Leiter::N,نردبان,ഏണി
390,Besen::N,جارو,ചൂല്
391,Spaten::N,بیل,തൂമ്പ
392,Schaufel::N,بیل,തൂമ്പ
393,Schaufel::N,پارو,തൂമ്പ
394,Gabel::N,چنگال,മുൾക്കത്തി
395,Löffel::N,قاشق,സ്പൂൺ
396,Messer::N,کارد,കത്തി
397,Nagel::N,میخ,ആണി
398,Netz::N,تور,വല
399,Netz::N,شبکه,വല
400,Haken::N,قلاب,കൊളുത്ത്
401,Griff::N,دسته,കൈപ്പിടി
402,Schloss::N,قفل,പൂട്ട്
403,Bild::N,عکس,ചിത്രം
404,Bild::N,تصویر,ചിത്രം
405,Figur::N,تندیس,കണക്ക്
406,Puppe::N,عروسک,പാവ
407,Beutel::N,کیسه,ബാഗ്
408,Bündel::N,بسته,കെട്ട്
409,Tasche::N,کیف,ബാഗ്
410,Eimer::N,سطل,ബക്കറ്റ്
411,Deckel::N,در,ഉറ
412,Geschirr::N,ظرف,പിഞ്ഞാണം
413,Sack::N,گونی,ചാക്ക്
414,Tasse::N,فنجان,കപ്പ്
415,Topf::N,دیگ,പാത്രം
416,Topf::N,قابلمه,പാത്രം
417,Kessel::N,دیگ,കെറ്റ്ല്
418,Essen::N,خوراک,ആഹാരസമയം
419,Nahrung::N,غذا,ഭക്ഷണം
420,Speise::N,خوراک,ഡിഷ്
421,Fleisch::N,گوشت,മാംസം
422,Getreide::N,غله,ചോളം
423,Brei::N,فرنی,കഞ്ഞി
424,Brei::N,حریره,കഞ്ഞി
425,Brot::N,نان,റോട്ടി
426,Scheibe::N,قاچ,തുണ്ട്
427,Scheibe::N,لزگه,തുണ്ട്
428,Fett::N,چربی,കൊഴുപ്പ്
429,Butter::N,کره,വെണ്ണ
430,Öl::N,روغن,എണ്ണ
431,Salz::N,نمک,ഉപ്പ്
432,Suppe::N,آش,സൂപ്പ്
433,Suppe::N,سوپ,സൂപ്പ്
434,Honig::N,عسل,തേൻ
435,Milch::N,شیر,പാൽ
436,Tee::N,چای,ചായ
437,Leder::N,چرم,തുകൽ
438,Wolle::N,پشم,കമ്പിളി
439,Stoff::N,پارچه,തുണി
440,Nadel::N,سوزن,സൂചി
441,Faden::N,نخ,നൂല്
442,Knopf::N,دکمه,ബട്ടൺ
443,Knoten::N,گره,കുരുക്ക്
444,Farbe::N,رنگ,പെയിൻറ്
445,Kleidung::N,لباس,വസ്ത്രങ്ങൾ
446,Kleidung::N,پوشاک,വസ്ത്രങ്ങൾ
447,Hemd::N,پیراهن,ഷർട്ട്
448,Kragen::N,یقه,കുപ്പായക്കഴുത്ത്
449,Ärmel::N,آستین,കുപ്പായക്കൈ
450,Hose::N,شلوار,ട്രൌസർ
451,Gürtel::N,کمر‌بند,ബെൽറ്റ്
452,Mütze::N,کلاه,തൊപ്പി
453,Schuh::N,کفش,ഷൂ
454,Stiefel::N,چکمه,ബൂട്ട്
455,Ring::N,حلقه,മോതിരം
456,Ring::N,انگشتر,മോതിരം
457,Band::N,نوار,റിബൺ
458,Band::N,روبان,റിബൺ
459,Kamm::N,شانه,ചീപ്പ്
460,Spiegel::N,آینه,കണ്ണാടി
461,Riemen::N,تسمه,സ്ട്രാപ്പ്
462,Schnur::N,ریسمان,ചരട്
463,Leine::N,قلاده,കെട്ടാനുള്ള തോൽവാർ
464,Decke::N,پتو,പുതപ്പ്
465,Kissen::N,بالش,തലയിണ
466,Tuch::N,شال,സ്കാർഫ്
467,Handtuch::N,حوله,തോർത്ത്
468,Kraft::N,نیرو,ശക്തി
469,Stärke::N,زور,ശക്തി
470,Gesundheit::N,سلامتی,ആരോഗ്യം
471,Gesundheit::N,تندرستی,ആരോഗ്യം
472,Krankheit::N,بیماری,അസുഖം
473,Schmerz::N,درد,വേദന
474,Wunde::N,زخم,മുറിവ്
475,Fieber::N,تب,പനി
476,Arznei::N,دارو,മരുന്ന്
477,Brücke::N,پل,പാലം
478,Brunnen::N,چاه,കിണർ
479,Weide::N,چراگاه,മേച്ചൽ
480,Pfad::N,راه,വഴി
481,Weg::N,راه,വഴി
482,Weg::N,طریق,വഴി
483,Straße::N,راه,റോഡ്
484,Straße::N,جاده,റോഡ്
485,Dorf::N,ده,ഗ്രാമം
486,Dorf::N,روستا,ഗ്രാമം
487,Stadt::N,شهر,നഗരം
488,Brief::N,نامه,കത്ത്
489,Buch::N,کتاب,പുസ്തകം
490,Buchstabe::N,حرف,അക്ഷരം
491,Zeitung::N,روزنامه,വർത്തമാനപത്രം
492,Leben::N,عمر,ജീവൻ
493,Leben::N,زندگی,ജീവൻ
494,Tod::N,مرگ,മരണം
495,Grab::N,گور,ശവക്കുഴി
496,Grab::N,مزار,ശവക്കുഴി
497,Kirche::N,کلیسا,പള്ളി
498,Sünde::N,بزه,പാപം
499,Sünde::N,گناه,പാപം
500,Gott::N,خدا,ദൈവം
501,Arbeiter::N,کارگر,ജോലിക്കാരൻ
502,Chef::N,رئیس,മേധാവി
503,Meister::N,استاد,യജമാനൻ
504,Arzt::N,پزشک,ഡോക്ടർ
505,Lehrer::N,معلم,അധ്യാപകൻ
506,Lehrer::N,آموزگار,അധ്യാപകൻ
507,Geld::N,پول,പണം
508,Geschäft::N,کار,ബിസിനസ്
509,Geschäft::N,بیزنس,ബിസിനസ്
510,Laden::N,دکان,കട
511,Laden::N,مغازه,കട
512,Preis::N,بها,വില
513,Preis::N,قیمت,വില
514,Ware::N,جنس,ചരക്ക്
515,Ware::N,کالا,ചരക്ക്
516,Nutzen::N,مزیت,ലാഭം
517,Nutzen::N,امتیاز,ലാഭം
518,Reichtum::N,مال,ധനം
519,Reichtum::N,ثروت,ധനം
520,Welt::N,دنیا,ലോകം
521,Land::N,کشور,രാജ്യം
522,Land::N,مملکت,രാജ്യം
523,Staat::N,دولت,രാജ്യം
524,König::N,شاه,രാജാവ്
525,König::N,پادشاه,രാജാവ്
526,Macht::N,قدرت,അധികാരം
527,Macht::N,اختیار,അധികാരം
528,Grenze::N,مرز,അതിർത്തി
529,Krieg::N,جنگ,യുദ്ധം
530,Feind::N,دشمن,ശത്രു
531,Gewalt::N,زور,അക്രമം
532,Gewalt::N,خشونت,അക്രമം
533,Kampf::N,نبرد,പോരാട്ടം
534,Kampf::N,مبارزه,പോരാട്ടം
535,Bogen[Waffe]::N,کمان,വില്ല്
536,Pfeil::N,تیر,അമ്പ്
537,Gewehr::N,تفنگ,തോക്ക്
538,Fehler::N,غلط,പിശക്
539,Fehler::N,اشتباه,പിശക്
540,Lüge::N,دروغ,കള്ളം
541,Schaden::N,آسیب,കേടുപാട്
542,Schaden::N,خسارت,കേടുപാട്
543,Unglück::N,بلا,ദൌർഭാഗ്യം
544,Schuld::N,گناه,തെറ്റ്
545,Schuld::N,تقصیر,തെറ്റ്
546,Alter::N,سن,വയസ്സ്
547,Alter::N,عمر,വയസ്സ്
548,Schluss::N,انتها,നിഗമനം
549,Zeit::N,وقت,സമയം
550,Zeit::N,زمان,സമയം
551,Tag::N,روز,ദിവസം
552,Morgen::N,صبح,പ്രഭാതം
553,Mittag::N,ظهر,ഉച്ച
554,Abend::N,شب,സായാഹ്നം
555,Abend::N,عصر,സായാഹ്നം
556,Nacht::N,شب,രാത്രി
557,Woche::N,هفته,ആഴ്ച
558,Monat::N,ماه,മാസം
559,Jahr::N,سال,വർഷം
560,Frühling::N,بهار,വസന്തം
561,Sommer::N,تابستان,വേനൽ
562,Herbst::N,پاییز,ശരത്കാലം
563,Winter::N,زمستان,ശൈത്യം
564,Januar::N,ژانویه,ജനുവരി
565,Februar::N,فوریه,ഫെബ്രുവരി
566,März::N,مارس,മാർച്ച്
567,April::N,آوریل,ഏപ്രിൾ മാസം
568,Mai::N,مه,മെയ് മാസം
569,Juni::N,ژوئن,ജൂൺ
570,Juli::N,ژویه,ജൂലൈ
571,August::N,اوت,ആഗസ്റ്റ്
572,September::N,سپتامبر,സെപ്തംബർ
573,Oktober::N,اکتبر,ഒക്ടോബർ
574,November::N,نوامبر,നവംബർ
575,Dezember::N,دسامبر,ഡിസംബർ
576,Montag::N,دو‌شنبه,തിങ്കളാഴ്ച
577,Dienstag::N,سه‌شنبه,ചൊവ്വ
578,Mittwoch::N,چهار‌شنبه,ബുധനാഴ്ച
579,Donnerstag::N,پنج شنبه,വ്യാഴാഴ്ച
580,Freitag::N,جمعه,വെള്ളിയാഴ്ച
581,Samstag::N,شنبه,ശനിയാഴ്ച
582,Sonntag::N,یکشنبه,ഞായറാഴ്ച
583,groß::A,بزرگ,വലിയ
584,klein::A,کوچک,ചെറിയ
585,lang::A,بلند,നീണ്ട
586,kurz::A,کوتاه,ഹ്രസ്വമായ
587,breit::A,پهن,വിശാലമായ
588,schmal::A,تنگ,ഇടുങ്ങിയ
589,schmal::A,نازک,ഇടുങ്ങിയ
590,dicht::A,چگال,നിബിഡമായ
591,dicht::A,انبوه,നിബിഡമായ
592,dick[Gegenstand]::A,ضخیم,തടിച്ച
593,dünn::A,نازک,മെലിഞ്ഞ
594,fein::A,ریز,നേർത്ത
595,fein::A,باریک,നേർത്ത
596,fest::A,محکم,ഉറപ്പുള്ള
597,flach::A,صاف,പരന്ന
598,flach::A,مسطح,പരന്ന
599,glatt::A,لیز,മിനുസമുള്ള
600,hart::A,سفت,കട്ടിയുള്ള
601,weich::A,نرم,മൃദുവായ
602,weich::A,ملایم,മൃദുവായ
603,rund::A,گرد,വട്ടത്തിലുള്ള
604,spitz::A,تیز,മുനയുള്ള
605,spitz::A,نوک‌تیز,മുനയുള്ള
606,scharf::A,تیز,മൂർച്ചയുള്ള
607,scharf::A,برنده,മൂർച്ചയുള്ള
608,stumpf::A,کند,തുറന്നടിക്കുന്ന
609,schwer::A,سنگین,ഭാരമുള്ള
610,schön::A,زیبا,മനോഹരമായ
611,heiß::A,داغ,ചൂടുള്ള
612,warm::A,گرم,ചൂടുള്ള
613,kalt::A,سرد,തണുത്ത
614,kühl::A,خنک,തണുപ്പുള്ള
615,frisch::A,تازه,ശുദ്ധമായ
616,feucht::A,مرطوب,ഈറനുള്ള
617,nass::A,تر,നനഞ്ഞ
618,nass::A,خیش,നനഞ്ഞ
619,trocken::A,خشک,വരണ്ട
620,voll::A,پر,നിറയെ
621,leer::A,خالی,ഒഴിഞ്ഞ
622,offen::A,باز,തുറന്ന
623,geschlossen::A,بسته,അടച്ച
624,sauber::A,پاک,വൃത്തിയുള്ള
625,sauber::A,تمیز,വൃത്തിയുള്ള
626,schmutzig::A,کثیف,അഴുക്കുനിറഞ്ഞ
627,schmutzig::A,آلوده,അഴുക്കുനിറഞ്ഞ
628,roh::A,خام,അസംസ്കൃതമായ
629,reif::A,رسیده,പഴുത്ത
630,lecker::A,لذیذ,രുചികരമായ
631,lecker::A,خوشمزه,രുചികരമായ
632,süß::A,شیرین,മധുരമുള്ള
633,bitter::A,تلخ,കടുത്ത
634,sauer::A,ترش,പുളിപ്പുള്ള
635,hell::A,روشن,ജ്വലിക്കുന്ന
636,dunkel::A,تاریک,ഇരുണ്ട
