,Concept_ID,en,os
117,Küste::N,coast,донбыл
118,Festland::N,land,сурзæхх
119,Meer::N,sea,денджыз
120,Bucht::N,cove,донбакæлæн
121,Insel::N,island,сакъадах
122,Blume::N,flower,дидинӕг
123,Gras::N,grass,кӕрдӕг
124,Wurzel::N,root,уидаг
125,Baum::N,tree,бӕлас
126,Stamm::N,trunk,хӕтӕл
127,Rinde::N,bark,цъар
128,Ast::N,limb,арх
129,Zweig::N,branch,къалиу
130,Blatt::N,leaf,сыф
131,Birke::N,birch,бæрз
132,Kiefer[Baum]::N,pine,нӕзы
133,Weide[Baum]::N,willow,хӕрис
134,Tanne::N,fir,наз
135,Horn::N,horn,сыкъа
136,Feder::N,feather,сис
137,Fell::N,fur,царм
138,Flügel::N,wing,базыр
139,Klaue::N,claw,ных
140,Kralle::N,claw,дзӕмбы
141,Schwanz::N,tail,къӕдзил
142,Ei::N,egg,айк
143,Nest::N,nest,ахстон
144,Bau::N,lair,хуынкъ
145,Tier::N,animal,сырд
146,Tier::N,animal,цӕрӕгой
147,Herde::N,flock,дзуг
148,Herde::N,flock,рӕгъау
149,Kuh::N,cow,хъуг
150,Bulle::N,bull,гал
151,Pferd::N,horse,бӕх
152,Schaf::N,sheep,фыс
153,Schwein::N,pig,хуы
154,Hund::N,dog,куыдз
155,Katze::N,cat,гӕды
156,Bär::N,bear,арс
157,Eichhörnchen::N,squirrel,æхсæрæг
158,Elch::N,elk,цæгатаг саг
159,Fuchs::N,fox,рувас
160,Hase::N,hare,тæрхъус
161,Maus::N,mouse,мыст
162,Wolf::N,wolf,бирӕгъ
163,Vogel::N,bird,цъиу
164,Vogel::N,bird,маргъ
165,Schwarm::N,swarm,бал
166,Huhn::N,chicken,карк
167,Hahn::N,cock,уасӕг
168,Gans::N,goose,хъаз
169,Adler::N,eagle,цӕргӕс
170,Ente::N,duck,ацц
171,Eule::N,owl, уыг
172,Eule::N,owl,сидахъ
173,Kranich::N,crane,зырнæг
174,Kranich::N,crane,хърихъупп
175,Krähe::N,crow,халон
176,Kuckuck::N,cuckoo,гаккук
177,Schwan::N,swan,доныхъаз
178,Fisch::N,fish,кӕсаг
179,Barsch::N,perch,окунь
180,Hecht::N,pike,хихор кӕсаг
181,Schlange[Tier]::N,snake,калм
182,Wurm::N,worm,зулкъ
183,Wurm::N,worm,къуыдыргалм
184,Spinne::N,spider,хӕлуарӕг
185,Ameise::N,ant,мæлдзыг
186,Laus::N,louse,сыст
187,Mücke::N,midge,къогъо
188,Fliege::N,fly,бындз
189,Schmetterling::N,butterfly,гæлæбу
190,Beere::N,berry,гагадыргъ
191,Apfel::N,apple,фӕткъуы
192,Pilz::N,mushroom,зокъо
193,Pilz::N,mushroom,къозо
194,Zwiebel::N,onion,хъӕдындз
195,Saat::N,seed,тауинаг
196,Saat::N,seed,мыггаг
197,Korn::N,grain,мыггаг
198,Korn::N,grain,тауинаг
199,Heu::N,hay,хос
200,Schale::N,husk,цъар
201,Grube::N,pit,урм
202,Grube::N,pit,къахт
203,Grube::N,pit,дзыхъхъ
204,Falle::N,trap,цъысым
205,Falle::N,trap,къӕппӕг
206,Schlinge::N,noose,цасм
207,Spur::N,track,фæд
208,Asche::N,ashes,фӕнык
209,Asche::N,ashes,ӕртхутӕг
210,Dreck::N,filth,цъыф
211,Eisen::N,iron,ӕфсӕйнаг
212,Gold::N,gold,сыгъзӕрин
213,Silber::N,silver,ӕвзист
214,Kohle::N,coal,ӕвзалы
215,Glas::N,glass,авг
216,Lehm::N,clay,ӕлыг
217,Sand::N,sand,змис
218,Mensch::N,human,лӕг
219,Mensch::N,human,адӕймаг
220,Mensch::N,human,удгоймаг
221,Mann::N,man,лӕг
222,Mann::N,man,нӕлгоймаг
223,Frau::N,woman,сылгоймаг
224,Kind::N,child,сывӕллон
225,Junge::N,boy,лӕппу
226,Mädchen::N,girl,чызг
227,Familie::N,family,бинонтæ
228,Großvater::N,grandfather,фыдыфыд
229,Großvater::N,grandfather,мадыфыд
230,Großmutter::N,grandmother,фыды мад
231,Großmutter::N,grandmother,мады мад
232,Eltern::N,parents,ныййарджытæ
233,Vater::N,father,фыд
234,Mutter::N,mother,мад
235,Sohn::N,son,фырт
236,Tochter::N,daughter,чызг
237,Bruder::N,brother,ӕфсымӕр
238,Schwester::N,sister,хо
239,Onkel::N,uncle,фыдыфсымӕр
240,Tante::N,aunt,мадыхо
241,Ehemann::N,husband,мой
242,Ehefrau::N,wife,ус
243,Freude::N,joy,цин
244,Freude::N,joy,циндзинад
245,Gelächter::N,laughter,худын
246,Gelächter::N,laughter,худт
247,Gelächter::N,laughter,худæг
248,Glück::N,happiness,амонд
249,Kummer::N,grief,хъыг
250,Wunsch::N,wish,бӕллиц
251,Lust::N,desire,монц
252,Geist::N,spirit,уд
253,Gedanke::N,thought,хъуыды
254,Gedächtnis::N,memory,мысæн
255,Gedächtnis::N,memory,мысын
256,Gedächtnis::N,memory,зæрдылдарын
257,Verstand::N,mind,зонд
258,Sinn::N,meaning,нысаниуæг
259,Grund::N,reason,ӕфсон
260,Wahrheit::N,truth,æцæг
261,Gespräch::N,talk,ныхас
262,Märchen::N,fairy tale,аргъау
263,Erzählung::N,story,радзырд
264,Nachricht::N,message,уац
265,Neuigkeit::N,news,хабар
266,Name::N,name,ном
267,Rätsel::N,puzzle,уыци-уыци
268,Rätsel::N,puzzle,базон-базон
269,Rede::N,speech,раныхас
270,Sprache::N,language,ӕвзаг
271,Stimme::N,voice,хъӕлӕс
272,Wort::N,word,дзырд
273,Zeichen::N,sign,нысан
274,Ruf::N,call,сидт
275,Lärm::N,noise,уынæр
276,Laut::N,sound,зӕл
277,Laut::N,sound,мыр
278,Ton::N,tone,мыр
279,Lied::N,song,зарӕг
280,Ruhe::N,calm,æнцой
281,Leute::N,people,адӕм
282,Volk::N,nation,адӕм
283,Arbeit::N,work,фӕллой
284,Gast::N,guest,уазӕг
285,Geschenk::N,gift,хуын
286,Spiel::N,game,хъазт
287,Gesellschaft::N,company,дзыллæ
288,Gesellschaft::N,company,æхсæнад
289,Hilfe::N,help,æххуыс
290,Hilfe::N,help,ахъаз
291,Freund::N,friend,лымӕн
292,Kamerad::N,companion,ӕмбал
293,Angelegenheit::N,matter,хъуыддаг
294,Anzahl::N,count,бӕрц
295,Art::N,sort,хуыз
296,Art::N,sort,хуызад
297,Stück::N,piece,кæрдих
298,Stück::N,piece,комдзаг
299,Teil::N,part,хай
300,Hälfte::N,half,æрдæг
301,Hälfte::N,half,æмбис
302,Kreis::N,circle,зиллакк
303,Kreuz::N,cross,дзуар
304,Linie::N,line,хахх
305,Strich::N,stroke,хахх
306,Abstand::N,gap,æхсæнуат
307,Entfernung::N,distance,дæрддзæг
308,Entfernung::N,distance,дардцæг
309,Gegend::N,area,ран
310,Platz::N,space,бууат
311,Ort::N,place,ран
312,Ort::N,place,бынат
313,Seite::N,side,фахс
314,Mitte::N,middle,астӕу
315,Gegenstand::N,item,дзаума
316,Sache::N,thing,дзаума
317,Rand::N,fringe,кӕрон
318,Kante::N,edge,фӕрск
319,Ecke::N,corner,тигъ
320,Ecke::N,corner,фисын
321,Spitze::N,tip,бырынкъ
322,Ende::N,end,кӕрон
323,Loch::N,hole,хуынкъ
324,Winkel::N,angle,къуым
325,Muster::N,pattern,нывæфтыд
326,Muster::N,pattern,кæдзист
327,Größe::N,size,ас
328,Länge::N,length,дӕргъ
329,Höhe::N,height,бæрзонд
330,Höhe::N,height,бæрзæнд
331,Höhe::N,height,бæрзонддзинад
332,Gewicht::N,weight,уӕз
333,Menge::N,amount,бӕрц
334,Haufen::N,heap,кӕри
335,Reihe::N,row,рӕнхъ
336,Boot::N,boat,чема
337,Ruder::N,oar,къохар
338,Schlitten::N,sleigh,дзоныгъ
339,Ski::N,ski,къахдзоныгътæ
340,Ski::N,ski,лыжæтæ
341,Lagerfeuer::N,campfire,арт
342,Last::N,load,уаргъ
343,Gang::N,walk,цыд
344,Schritt::N,step,санчъех
345,Schritt::N,step,къахдзӕф
346,Norden::N,north,цæгат
347,Süden::N,south,хуссар
348,Westen::N,west,ныгуылæн
349,Osten::N,east,скæсæн
350,Holz::N,wood,хъӕдӕрмӕг
351,Brett::N,board,фæйнæг
352,Platte::N,slab,къӕй
353,Stütze::N,bracket,быцæу
354,Stange::N,pole,хъил
355,Stock::N,stick,лӕдзӕг
356,Stab::N,staff,хъил
357,Rohr::N,pipe,хӕтӕл
358,Haus::N,house,хӕдзар
359,Heim::N,home,къона
360,Ofen::N,stove,пец
361,Fußboden::N,floor,астӕрд
362,Tisch::N,table,стъол
363,Stuhl::N,chair,бандон
364,Wiege::N,cradle,авдæн
365,Bett::N,bed,сынтӕг
366,Regal::N,shelf,тӕрхӕг
367,Regal::N,shelf,уӕлвӕйнӕг
368,Kiste::N,box,асыкк
369,Fenster::N,window,рудзынг
370,Fenster::N,window,фæрссаг
371,Tür::N,door,дуар
372,Tor::N,gate,кулдуар
373,Zaun::N,fence,æмбонд
374,Zaun::N,fence,быру
375,Zaun::N,fence,гæрæн
376,Dach::N,roof,уӕлхӕдзар
377,Leiter::N,ladder,асин
378,Besen::N,broom,уисой
379,Spaten::N,spade,бел
380,Schaufel::N,shovel,æвгæнæн
381,Schaufel::N,shovel,кæфой
382,Gabel::N,fork,вилкæ
383,Löffel::N,spoon,уидыг
384,Messer::N,knife,кард
385,Nagel::N,nail,зӕгӕл
386,Netz::N,net,хыз
387,Haken::N,hook,хæдз
388,Haken::N,hook,хæбырæгъ
389,Griff::N,handle,фистон
390,Schloss::N,lock,гуыдыр
391,Bild::N,picture,ныв
392,Figur::N,figure,кæрдгæныв
393,Puppe::N,doll,чындз
394,Beutel::N,pouch,дзӕкъул
395,Bündel::N,bundle,баст
396,Tasche::N,bag,хызын
397,Tasche::N,bag,дзæкъул
398,Eimer::N,bucket,къæрта
399,Eimer::N,bucket,чъыбыла
400,Eimer::N,bucket,ведра
401,Deckel::N,cover,сæр
402,Deckel::N,cover,æмбæрзæн
403,Geschirr::N,dishes,мигæнæн
404,Geschirr::N,dishes,мигæнæнтæ
405,Sack::N,sack,голлаг
406,Tasse::N,cup,пиала
407,Tasse::N,cup,къус
408,Topf::N,pot,аг
409,Topf::N,pot,чысыл аг
410,Kessel::N,kettle,аг
411,Essen::N,meal,хӕрд
412,Nahrung::N,food,хойраг
413,Speise::N,dish,хӕринаг
414,Fleisch::N,meat,дзидза
415,Fleisch::N,meat,фыдызгъӕл
416,Getreide::N,corn,халсар
417,Brei::N,mush,кас
418,Brot::N,bread,дзул
419,Scheibe::N,slice,къӕбӕр
420,Fett::N,fat,сой
421,Butter::N,butter,нӕлхӕ
422,Öl::N,oil,зети
423,Salz::N,salt,цӕхх
424,Suppe::N,soup,бас
425,Honig::N,honey,мыд
426,Milch::N,milk,ӕхсыр
427,Tee::N,tea,цай
428,Leder::N,leather,мæскуы
429,Wolle::N,wool,фӕсмын
430,Stoff::N,cloth,хъуымац
431,Nadel::N,needle,судзин
432,Faden::N,thread,ӕндах
433,Knopf::N,button,цӕппӕр
434,Knoten::N,knot,ӕлхынцъ
435,Farbe::N,paint,ахорæн
436,Kleidung::N,clothes,дарӕс
437,Hemd::N,shirt,хӕдон
438,Kragen::N,collar,æфцæггот
439,Ärmel::N,sleeve,дыс
440,Hose::N,trousers,хæлаф
441,Hose::N,trousers,æддаг хæлаф
442,Hose::N,trousers,салбар
443,Gürtel::N,belt,рон
444,Mütze::N,cap,худ
445,Schuh::N,shoe,басмахъ
446,Stiefel::N,boot,цырыхъхъ
447,Ring::N,ring,къухдарӕн
448,Band::N,ribbon,лент
449,Kamm::N,comb,сӕрвасӕн
450,Spiegel::N,mirror,айдæн
451,Spiegel::N,mirror,кæсæн
452,Riemen::N,strap,гӕрз
453,Schnur::N,string,бӕндӕн
454,Leine::N,leash,
455,Decke::N,blanket,хъӕццул
456,Kissen::N,pillow,баз
457,Tuch::N,scarf,кæлмæрзæн
458,Tuch::N,scarf,кæрдæн
459,Handtuch::N,towel,хисæрфæн
460,Kraft::N,force,тых
461,Kraft::N,force,хъомыс
462,Stärke::N,strength,тых
463,Stärke::N,strength,æхсар
464,Gesundheit::N,health,æнæниздзинад
465,Krankheit::N,illness,низ
466,Krankheit::N,illness,рын
467,Schmerz::N,pain,рис
468,Wunde::N,wound,цӕф
469,Fieber::N,fever,ризӕг
470,Fieber::N,fever,тӕфсӕг
471,Arznei::N,medicine,хос
472,Brücke::N,bridge,хид
473,Brunnen::N,well,цъай
474,Weide::N,pasture,хизæн
475,Weide::N,pasture,хизæнуат
476,Weide::N,pasture,сæрвæт
477,Pfad::N,path,къахвæндаг
478,Pfad::N,path,къахвæд
479,Weg::N,way,фӕндаг
480,Straße::N,road,фӕндаг
481,Dorf::N,village,хъӕу
482,Stadt::N,town,сахар
483,Brief::N,letter,фыстӕг
484,Buch::N,book,чиныг
485,Buchstabe::N,character,дамгъӕ
486,Zeitung::N,newspaper,газет
487,Leben::N,life,цард
488,Leben::N,life,цӕрӕнбон
489,Tod::N,death,мæлæт
490,Tod::N,death,адзал
491,Grab::N,grave,ингӕн
492,Kirche::N,church,аргъуан
493,Sünde::N,sin,тæригъæд
494,Gott::N,god,хуыцау
495,Arbeiter::N,worker,кусæг
496,Chef::N,boss,ӕмцег
497,Meister::N,master,мастер
498,Meister::N,master,дæсны
499,Arzt::N,doctor,хосгæнæг
500,Arzt::N,doctor,дохтыр
501,Lehrer::N,teacher,ахуыргæнæг
502,Geld::N,money,ӕхца
503,Geschäft::N,business,бизнес
504,Geschäft::N,business,хъуыддаг
505,Laden::N,shop,дукани
506,Preis::N,price,аргъ
507,Ware::N,ware,базайраг
508,Nutzen::N,profit,пайда
509,Reichtum::N,wealth,хъæздыгдзинад
510,Reichtum::N,wealth,исбон
511,Reichtum::N,wealth,мулк
512,Welt::N,world,дуне
513,Land::N,country,бӕстӕ
514,Staat::N,state,паддзахад
515,König::N,king,къарол
516,Macht::N,power,хицаудзинад
517,Grenze::N,border,арӕн
518,Krieg::N,war,хӕст
519,Feind::N,enemy,знаг
520,Feind::N,enemy,фыдгул
521,Feind::N,enemy,фыдзæрдæ
522,Feind::N,enemy,сон
523,Gewalt::N,violence,тыхми
524,Gewalt::N,violence,тыхдзинад
525,Kampf::N,fight,хæст
526,Kampf::N,fight,хъæбысæйхæст
527,Kampf::N,fight,тох
528,Bogen[Waffe]::N,bow,ӕрдын
529,Pfeil::N,arrow,фат
530,Gewehr::N,gun,топп
531,Fehler::N,mistake,рӕдыд
532,Lüge::N,lie,мӕнг
533,Lüge::N,lie,гӕдыдзинад
534,Schaden::N,damage,зиан
535,Unglück::N,misfortune,бæллæх
536,Schuld::N,fault,азым
537,Alter::N,age,кар
538,Schluss::N,conclusion,кæрон
539,Zeit::N,time,рӕстӕг
540,Tag::N,day,бон
541,Morgen::N,morning,райсом
542,Mittag::N,noon,æмбисбон
543,Abend::N,evening,изӕр
544,Nacht::N,night,ӕхсӕв
545,Woche::N,week,къуыри
546,Monat::N,month,мӕй
547,Jahr::N,year,аз
548,Jahr::N,year,афӕдз
549,Frühling::N,spring,уалдзæг
550,Sommer::N,summer,сӕрд
551,Herbst::N,autumn,фæззæг
552,Winter::N,winter,зымӕг
553,Januar::N,January,январь
554,Februar::N,February,февраль
555,März::N,March,мартъи
556,April::N,April,апрель
557,Mai::N,May,май
558,Juni::N,June,июнь
559,Juli::N,July,июль
560,August::N,August,август
561,September::N,September,сентябрь
562,Oktober::N,October,октябрь
563,November::N,November,ноябрь
564,Dezember::N,December,декабрь
565,Montag::N,Monday,къуырисæр
566,Dienstag::N,Tuesday,дыццæг
567,Mittwoch::N,Wednesday,æртыццæг
568,Donnerstag::N,Thursday,цыппæрæм
569,Freitag::N,Friday,майрæмбон
570,Samstag::N,Saturday,сабат
571,Sonntag::N,Sunday,хуыцаубон
572,groß::A,big,дынджыр
573,klein::A,little,гыццыл
574,lang::A,long,даргъ
575,kurz::A,short,цыбыр
576,breit::A,wide,фӕтӕн
577,schmal::A,narrow,нарӕг
578,schmal::A,narrow,уынгӕг
579,dicht::A,dense,бæзджын
580,dicht::A,dense,тар
581,dick[Gegenstand]::A,thick,сӕвджын
582,dünn::A,thin,тæнæг
583,fein::A,delicate,лыстӕг
584,fest::A,firm,фидар
585,fest::A,firm,хъӕддых
586,flach::A,flat,тъӕпӕн
587,glatt::A,smooth,лӕгъз
588,hart::A,hard,хъӕбӕр
589,weich::A,soft,фӕлмӕн
590,rund::A,round,тымбыл
591,spitz::A,pointed,цыргъбырынкъ
592,spitz::A,pointed,цыргъфындз
593,scharf::A,sharp,цыргъ
594,stumpf::A,blunt,къуымых
595,schwer::A,heavy,уӕззау
596,schön::A,beautiful,аив
597,schön::A,beautiful,рӕсугъд
598,heiß::A,hot,тӕвд
599,warm::A,warm,хъарм
600,kalt::A,cold,уазал
601,kühl::A,cool,сатæг
602,kühl::A,cool,уазалгомау
603,frisch::A,fresh,сатæг
604,feucht::A,damp,уымӕл
605,nass::A,wet,хуылыдз
606,trocken::A,dry,хус
607,voll::A,full,дзаг
608,voll::A,full,йедзаг 
609,leer::A,empty,афтид
610,offen::A,open,гом
611,geschlossen::A,closed,æхгæд
612,sauber::A,clean,сыгъдæг
613,schmutzig::A,dirty,чъиллон
614,roh::A,raw,хом
615,reif::A,ripe,рӕгъӕд
616,lecker::A,delicious,хӕрзад
617,süß::A,sweet,адджын
618,bitter::A,bitter,судзаг
619,sauer::A,sour,туаг
620,hell::A,bright,рухс
621,dunkel::A,dark,талынг
622,schwarz::A,black,сау
623,weiß::A,white,урс
624,rot::A,red,сырх
625,gelb::A,yellow,бур
626,blau::A,blue,цъӕх
627,grün::A,green,цъӕх
628,grün::A,green,кӕрдӕгхуыз
629,grau::A,grey,цъӕх
630,grau::A,grey,фӕныкхуыз
631,bunt::A,colourful,хъулон
632,bunt::A,colourful,гæрæм
633,bunt::A,colorful,хъулон
634,bunt::A,colorful,гæрæм
635,billig::A,cheap,аслам
636,teuer::A,dear,зынаргъ
637,wertvoll::A,precious,зынаргъ
638,blind::A,blind,куырм
639,taub::A,deaf,къуырма
640,kräftig::A,powerful,домбай
641,kräftig::A,powerful,тыхджын
642,stark::A,strong,тыхджын
643,schwach::A,weak,ӕнӕбон
644,fett::A,fat,нард
645,schlank::A,slim,гуырвидыц
646,schlank::A,slim,хæрзконд
647,schlank::A,slim,рæхснæг
648,schlank::A,slim,сагамад
649,hübsch::A,pretty,аив
650,hübsch::A,pretty,рӕсугъд
651,böse::A,evil,фыдзӕрдӕ
652,dumm::A,stupid,ӕдылы
653,faul::A,lazy,зивӕг
654,faul::A,lazy,зивӕггӕнаг
655,fleißig::A,diligent,æнæзивæг
656,fleißig::A,diligent,æнувыд
657,geizig::A,stingy,чъынды
658,geizig::A,stingy,æлгъин
659,geizig::A,stingy,мæрддзæст
660,klug::A,clever,зондджын
661,geschickt::A,skilful,хӕрзарӕхст
662,geschickt::A,skillful,хӕрзарӕхст
663,lieb::A,dear,уарзон
664,lustig::A,merry,хъӕлдзӕг
665,sanft::A,gentle,мынчын
666,hungrig::A,hungry,ӕххормаг
667,krank::A,sick,нӕфӕразгӕ
668,nackt::A,naked,бӕгънӕг
669,traurig::A,sad,ӕрхӕндӕг
670,lebendig::A,living,цардӕгас
671,gut::A,good,хорз
672,schlecht::A,bad,цауд
673,richtig::A,correct,раст
674,schlimm::A,nasty,ӕвзӕр
675,wahr::A,true,ӕцӕг
676,alt::A,old,зӕронд
677,neu::A,new,ног
678,ehemalig::A,former,раздӕры
679,alt[Lebewesen]::A,aged,ацӕргӕ
680,jung::A,young,ӕрыгон
681,arm::A,poor,мӕгуыр
682,reich::A,rich,хъӕздыг
683,bekannt::A,familiar,зонгӕ
684,berühmt::A,famous,номдзыд
685,fremd::A,foreign,æцæгæлон
686,verschieden::A,different,æндæр æмæ æндæр
687,verschieden::A,different,алы
688,verschieden::A,different,алыхуызон
689,nah::A,near,хӕстӕг
690,fern::A,far,дард
691,fern::A,far,дӕрддаг
692,linker::A,left,галиу
693,rechter::A,right,рахиз
694,anderer::A,other,иннӕ
695,anderer::A,other,ӕндӕр
696,erster::A,first,фыццаг
697,erster::A,first,фыццӕгӕм
698,zweiter::A,second,дыккаг
699,zweiter::A,second,дыккæгæм
700,dritter::A,third,æртыккаг
701,dritter::A,third,æртыккæгæм
702,letzter::A,last,фӕстаг
703,allein::ADV,alone,иунæг
704,auf einmal::ADV,at once,уайтагъд
705,auf einmal::ADV,at once,æвиппайды
706,auf einmal::ADV,at once,æваст
707,zusammen::ADV,together,иумӕ
708,lange::ADV,long,бирæ рæстæг
709,plötzlich::ADV,suddenly,æвиппайды
710,plötzlich::ADV,suddenly,æваст
711,sofort::ADV,instantly,уыцы сахат
712,sofort::ADV,instantly,уайтагъд
713,später::ADV,later,фæстæдæр
714,jetzt::ADV,now,ныр
715,heute::ADV,today,абон
716,morgen::ADV,tomorrow,райсом
717,bald::ADV,soon,тагъд
718,bald::ADV,soon,рæхджы
719,dann::ADV,then,стæй
720,gestern::ADV,yesterday,знон
721,einst::ADV,once,кӕддӕр
722,damals::ADV,at that time,уæд
723,danach::ADV,afterwards,стæй
724,danach::ADV,afterwards,уый фæстæ
725,vorher::ADV,before,раздæр
726,zuerst::ADV,at first,фыццаг
727,einmal::ADV,once,иу хатт
728,manchmal::ADV,sometimes,хатт
729,oft::ADV,often,арæх
730,immer::ADV,always,ӕдзух
731,niemals::ADV,never,никуы
732,niemals::ADV,never,никæд
733,hier::ADV,here,ам
734,hierhin::ADV,hither,ардӕм
735,hierhin::ADV,to here,ардӕм
736,hierhin::ADV,here,ардӕм
737,von hier::ADV,hence,ардыгæй
738,dort::ADV,there,уым
739,dorthin::ADV,thither,уырдӕм
740,dorthin::ADV,there,уырдӕм
741,dorthin::ADV,to there,уырдӕм
742,geradeaus::ADV,ahead,æргом
743,vorwärts::ADV,forward,размӕ
744,rückwärts::ADV,backward,фӕстӕмӕ
745,zurück::ADV,back,фӕстӕмӕ
746,unten::ADV,below,дæлæ
747,unten::ADV,below,дæлейы
748,unten::ADV,below,бынæй
749,hinab::ADV,down,дӕлӕмӕ
750,hinab::ADV,down,уырдыгмӕ
751,oben::ADV,above,уӕле
752,hinauf::ADV,up,уӕлӕмӕ
753,überall::ADV,everywhere,алыран
754,überall::ADV,everywhere,алкæм
755,überall::ADV,everywhere,кæмдæриддæр
756,nicht::ADV,not,нӕ
757,ein wenig::ADV,a little,чысыл
758,kaum::ADV,hardly,цъус
759,sehr::ADV,very,тынг
760,sehr::ADV,very,иттӕг
761,so::ADV,so,афтӕ
762,noch::ADV,still,ма
763,nur::ADV,only,канд
764,nur::ADV,only,ӕрмӕст
765,schon::ADV,already,нырид
766,wieder::ADV,again,ногӕй
767,vergebens::ADV,in vain,дзæгъæлы
768,vergebens::ADV,in vain,уæгъды
769,vergebens::ADV,in vain,æнæхъуаджы
770,vor::PRP,in front of,разы
771,hinter::PRP,behind,фӕстӕ
772,unter::PRP,under,бын
773,durch::PRP,through,æхсæнты
774,neben::PRP,next to,цур
775,zwischen::PRP,between,астӕу
776,wegen::PRP,because of,тыххай
777,dies::PRN,this,ай
778,das::PRN,that,уый
779,alles::PRN,everything,алцы
780,alles::PRN,everything,æппæтдæр
781,alles::PRN,everything,иууылдӕр
782,ich::PRN,I,æз
783,du::PRN,you,ды
784,du::PRN,thou,ды
785,er::PRN,he,уый
786,wir::PRN,we,мах
787,ihr::PRN,you,сымах
788,sie::PRN,they,уыдон
789,was::FPRN,what,цы
790,wer::FPRN,who,чи
791,wo::FADV,where,кӕм
792,wohin::FADV,where ... to,кӕдӕм
