,Concept_ID,br,mrj
746,kaum::ADV,a-boan,цылик
747,kaum::ADV,a-boan,чучок-чучок
748,sehr::ADV,-tre,чоте
749,sehr::ADV,-kenañ,чоте
750,so::ADV,evel-se,тенге
751,so::ADV,evel-se,тенгелӓ
752,noch::ADV,c'hoazh,мол
753,noch::ADV,c'hoazh,моло
754,nur::ADV,hepken,веле
755,schon::ADV,dija,уже
756,schon::ADV,dija,ӹнде
757,wieder::ADV,adarre,уэш
758,vor::PRP,dirak,анзыц
759,vor::PRP,dirak,анзыцын
760,hinter::PRP,a-drek,шайылан
761,hinter::PRP,a-drek,шайылный
762,hinter::PRP,a-dreñv,шайылан
763,hinter::PRP,a-dreñv,шайылный
764,unter::PRP,dindan,лӹвӓкӹ
765,durch::PRP,dre,вашт
766,neben::PRP,e-kichen,сага
767,zwischen::PRP,etre,лош
768,zwischen::PRP,etre,лошкы
769,wegen::PRP,abalamour da,мычыц
770,dies::PRN,hemañ,тидӹ
771,dies::PRN,hemañ,ти
772,das::PRN,se,тидӹ
773,das::PRN,se,ти
774,das::PRN,hennezh,тидӹ
775,das::PRN,hennezh,ти
776,alles::PRN,pep tra,цилӓ
777,ich::PRN,me,мый
778,du::PRN,te,тӹнь
779,er::PRN,eñ,тӹдӹ
780,wir::PRN,ni,мӓ
781,ihr::PRN,c'hwi,вӓ
782,sie::PRN,int,нӹнӹ
783,was::FPRN,petra,ма
784,wer::FPRN,piv,кӱ
785,wo::FADV,pelec'h,кышан
786,wo::FADV,pelec'h,кыштакен
787,wohin::FADV,da belec'h,кышкы
788,wie::FADV,penaos,кыце
789,warum::FADV,perak,малын
790,wieviel::FNUM,pet,кынар
791,wieviel::FNUM,pet,кынары
792,wieviel::FNUM,pet,кынаркы
793,eins::NUM,unan,иктӹ
794,eins::NUM,unan,иктӹт
795,zwei::NUM,daou,кок
796,zwei::NUM,daou,кокты
797,drei::NUM,tri,кым
798,drei::NUM,tri,кымыт
799,vier::NUM,pevar,нӹл
800,fünf::NUM,pemp,вӹц
801,sechs::NUM,c'hwec'h,куд
802,sechs::NUM,c'hwec'h,кудытмозн
803,sieben::NUM,seizh,шӹм
804,sieben::NUM,seizh,шӹмӹт
805,acht::NUM,eizh,кӓндӓкш
806,acht::NUM,eizh,кӓндӓкшӹ
807,neun::NUM,nav,ӹндекшшӱдӹ
808,zehn::NUM,dek,лу
809,elf::NUM,unnek,луатик
810,elf::NUM,unnek,луатиктӹ
811,zwölf::NUM,daouzek,луаткок
812,zwölf::NUM,daouzek,луаткокты
813,zwanzig::NUM,ugent,коклы
814,dreißig::NUM,tregont,кымлы
815,vierzig::NUM,daou-ugent,нӹллӹ
816,fünfzig::NUM,hanter-kant,вӹцлӹ
817,sechzig::NUM,tri-ugent,кудлу
818,siebzig::NUM,dek ha tri-ugent,шӹмлу
819,achtzig::NUM,pevar-ugent,кӓндӓкшлу
820,neunzig::NUM,dek ha pevar-ugent,ӹндекшлу
821,hundert::NUM,kant,шӱдӹ
822,tausend::NUM,mil,тӹжем
823,und::CNJ,ha,дöн
824,oder::CNJ,pe,льывы
825,stehen::V,bezañ a-sav,шалшаг
826,sitzen::V,azezañ,шӹнзӓш
827,sitzen::V,bezañ en e goazez,шӹнзӓш
828,liegen::V,bezañ en e c'hourvez,киӓш
829,hängen::V,krougañ,кечӓш
830,werden::V,dazonet,шагалаш
831,passieren::V,c'hoarvezout,ӹштӓ́лтӓш
832,beginnen::V,stagañ,тӹнгӓлӓлтӓш
833,enden::V,achuiñ,пӹтӓш
834,wechseln::V,cheñch,весемӓш
835,wechseln::V,cheñch,весемӓлтӓш
836,aufgehen[Sonne]::V,dirouzañ,авараш
837,scheinen[Sonne]::V,lugernañ,сотемдӓрӓш
838,donnern::V,taranal,хӹдӹртӓш
839,wehen::V,c'hwezhañ,ӹфӹлӓш
840,strömen::V,deredek,йогащ
841,fließen::V,redek,йогащ
842,sich drehen::V,troiñ,пöрдӓш
843,schwanken::V,trantellat,лыпшалташ
844,schwingen::V,froumal,кӓчӓйӓш
845,fallen::V,kouezhañ,кенвазаш
846,fallen::V,kouezhañ,шынгалташ
847,brennen::V,deviñ,йылаш
848,rauchen::V,divogedañ,шыпшаш
849,regnen::V,glavañ,юраш
850,gefrieren::V,reviñ,гӓш
851,gefrieren::V,reviñ,кӹлмаш
852,tauen::V,diskornañ,шылаш
853,schmelzen::V,teuziñ,шӹрӓнӓш
854,trocknen::V,sec'hañ,кошкаш
855,sieden::V,berviñ,шолаш
856,faulen::V,breinañ,шӱӓш
857,verfaulen::V,breinañ,йӓнгӓрӓлтӓш
858,reißen::V,darnaouiñ,кышкедӓлтӓш
859,versinken::V,sodellañ,ва́лаш
860,vergehen::V,tremen,эртӓш
861,erscheinen::V,donet war-wel,каяш
862,verschwinden::V,monet diwar wel,ямаш
863,sinken::V,en em izelat,пычаш
864,abnehmen::V,nebeutaat,чӹдемӓш
865,abnehmen::V,nebeutaat,кöтӹргӓш
866,zunehmen::V,kreskiñ,когоэмӓш
867,steigen::V,sevel,лӱлта́лташ
868,wachsen::V,kreskiñ,кушкаш
869,glänzen::V,lugernañ,йӹлгӹжӓш
870,funkeln::V,elieniñ,валгалташ
871,lärmen::V,rabotat,юкланаш
872,klirren::V,diridignat,цонгырталгаш
873,klirren::V,sterlinkañ,цонгырталгаш
874,brausen::V,gwegal,ышдымыла́наш
875,rauschen::V,trouzal,шу́жгаш
876,klingen::V,seniñ,йо́нгаш
877,bellen::V,harzhal,опташ
878,heulen::V,yudal,урмыжаш
879,blasen::V,c'hwezhañ,ӹфӹлӓш
880,pfeifen::V,c'hwitellat,ши́шкаш
881,schreien::V,huchal,уташ
882,schreien::V,huchal,саслаш
883,schreien::V,huchal,варгынзаш
884,stöhnen::V,hirvoudiñ,ӹнгӹрӓш
885,zittern::V,krenañ,цӹтӹрӓш
886,leben::V,bevañ,ӹлӓш
887,geboren werden::V,genel,шачаш
888,atmen::V,tennañ e anal,шӱлӓш
889,trinken::V,evañ,йӱӓш
890,essen::V,debriñ,качкаш
891,schlucken::V,lonkañ,нелӓш
892,müde werden::V,skuizhañ,янгылаш
893,einschlafen::V,menel kousket,амален кеӓш
894,schlafen::V,kousket,амалаш
895,aufwachen::V,dihuniñ,понгыжалташ
896,aufstehen::V,sevel,кӹньӹл шагалаш
897,sich erholen::V,diskuizhañ,кӓнаш
898,krank werden::V,klañviñ,церлӓнен вазаш
899,krank sein::V,bezañ klañv,церлӓнӓш
900,krank sein::V,bezañ klañv,ясланаш
901,krank sein::V,bezañ klañv,ясыланаш
902,schmerzen::V,skourjezañ,каршташ
903,husten::V,pasaat,кахыраш
904,husten::V,peudal,кахыраш
905,genesen::V,pareañ,паремӓш
906,genesen::V,pareañ,тöрлӓнӓш
907,sterben::V,mervel,вазын колаш
908,umkommen::V,perisañ,пӹтӓш
909,sich bewegen::V,bouljal,кашташ
910,sich rühren::V,fiñval,тӓрвӓнӓш
911,sich erheben::V,sevel,кӹньӹлӓш
912,sich setzen::V,azezañ,шӹнзӓш
913,sich setzen::V,mont en e goazez,шӹнзӓш
914,hinfallen::V,kouezhañ,кенвазаш
915,hinfallen::V,kouezhañ,шынгалташ
916,laufen::V,redek,кашташ
917,schreiten::V,kerzhet,ашкедӓш
918,spazierengehen::V,pourmen,мадын кашташ
919,eilen::V,hastañ,вӓшкӓш
920,sich beeilen::V,hastañ,вӓшкӓш
921,sich beeilen::V,hastañ,талашаш
922,sausen::V,karzhañ,хойхаланаш
923,sausen::V,karzhañ,хояш
924,rennen::V,redek,кыргыжаш
925,springen::V,lammat,тӹршештӓш
926,klettern::V,krimpat,ку́заш
927,schaukeln::V,brañsellat,лыпшалташ
928,kriechen::V,skrampañ,авалянаш
929,kriechen::V,skrampañ,ньыжиклӓш
930,schwimmen::V,neuial,илӓш
931,tauchen::V,splujañ,цымаш
932,rudern::V,roeñvat,шуалташ
933,fahren::V,kas,кеӓш
934,fahren::V,bleniañ,кеӓш
935,fliegen::V,nijal,чонгештӓш
936,gehen::V,mont,кеӓш
937,weggehen::V,mont kuit,кеӓш
938,abfahren::V,mont kuit,кеӓш
939,anhalten::V,chom a-sav,цӓрнӓш
940,hineingehen::V,monet e-barzh,пыраш
941,eintreten::V,monet e-barzh,пыраш
942,kommen::V,dont,толаш
943,ankommen::V,erruout,шоаш
944,zurückkommen::V,addonet,пöртӹлӓш
945,bleiben::V,chom,кодаш
946,warten::V,gortoz,вычаш
947,erwarten::V,gortoz,вычаш
948,suchen::V,klask,кӹчӓлӓш
949,finden::V,kavout,моаш
950,versuchen::V,klask,путаяш
951,versuchen::V,klask,цацаш
952,vorbereiten::V,aozañ,поспейӹктӓш
953,lieben::V,karout,яраташ
954,mögen::V,karout,яраташ
955,lachen::V,c'hoarzin,ваштылаш
956,rühren::V,tenerañ,тӓрвӓтӓш
957,weinen::V,gouelañ,мӓгӹрӓш
958,schimpfen::V,krozal,свырседӓлӓш
959,sich ärgern::V,fachañ,шӹдешкӓш
960,sich ärgern::V,en em fachañ,шӹдешкӓш
961,fliehen::V,tec'het,кыргыжаш
962,flüchten::V,tuzañ,кыргыж шӹлӓш
963,sehen::V,gwelet,ужаш
964,anschauen::V,sellout ouzh,анжалаш
965,ansehen::V,sellout ouzh,анжаш
966,hören::V,klevet,колаш
967,zuhören::V,selaou,колышташ
968,probieren::V,blasa,тотештӓш
969,probieren::V,blasa,подыл анжаш
970,riechen::V,klevet,ӱпшӹнзӓш
971,fühlen::V,santout,шижӓш
972,scheinen::V,diskouez bezañ,каяш
973,zu sehen sein::V,bezañ gwelus,каяш
974,vernehmen::V,merzhañ,колын колташ
975,frieren::V,anoued,кӹлмаш
976,frieren::V,anoued,тӹнгӹргӓш
977,tun::V,ober,ӹштӓш
978,können::V,gouzout,кердӓш
979,wollen::V,fellout da,жалаяш
980,wollen::V,kaout c'hoant da,жалаяш
981,anfangen::V,kregiñ,тӹнгӓлӓш
982,beenden::V,achuiñ,пӹтӓрӓш
983,aufhören::V,paouez,цӓрнӓш
984,öffnen::V,digeriñ,пачаш
985,schließen::V,serriñ,чӱчӓш
986,stellen::V,lakaat,шӹндӓш
987,setzen::V,lakaat,шӹндӓш
988,legen::V,lakaat,опташ
989,legen::V,lakaat,пиштӓш
990,berühren::V,touch,тӹкӓлӓш
991,verbinden::V,eren,пидӓш
992,bedecken::V,goloiñ,леведӓш
993,aufhängen::V,istribilhañ,сӓкӓш
994,anzünden::V,alumiñ,чӱктӓш
995,anzünden::V,c'hwezzañ,чӱктӓш
996,aufheben::V,dastum,кузыкташ
997,zurücklassen::V,lezel,кодаш
998,verlieren::V,koll,ямдаш
999,fallen lassen::V,laoskel,кенвацтараш
1000,fallen lassen::V,lezel da gouezhel,кенвацтараш
1001,machen::V,ober,ӹштӓш
1002,herstellen::V,fardañ,йӓмдӹлӓш
1003,bauen::V,sevel,ӹштӓш
1004,reparieren::V,adaozañ,чиняш
1005,reparieren::V,adaozañ,алалаш
1006,verbessern::V,gwellaat,яжоэмден шӹндӓш
1007,ändern::V,cheñch,вашталташ
1008,graben::V,kleuzañ,капаяш
1009,beugen::V,plegañ,лывырташ
1010,beugen::V,plegañ,каклярташ
1011,biegen::V,krommañ,лывырташ
1012,drehen::V,treiñ,сӓрӓш
1013,drehen::V,treiñ,сӓрӹкӓлӓш
1014,wenden::V,treiñ,сӓрӓлӓш
1015,umdrehen::V,treiñ,сӓрӓлӓш
1016,heben::V,sevel,лӱктӓш
1017,hochheben::V,sevel,кузыкташ
1018,ergreifen::V,kemer,хватяш
1019,halten::V,dalc'hen,кычаш
1020,drücken::V,bountañ,темдӓш
1021,schieben::V,poulzañ,шӹкӓш
1022,kratzen::V,skrabat,нӹжӓш
1023,lecken::V,lipat,нылаш
1024,beißen::V,kregiñ,пыралаш
1025,abreißen::V,diframmañ,кӹрӓш
1026,abreißen::V,diframmañ,кышкед нӓлӓш
1027,abschneiden::V,troc'hañ,шулаш
1028,abschneiden::V,troc'hañ,лаштыклаш
1029,binden::V,stagañ,пидӓш
1030,stecken::V,sankañ,шыралаш
1031,brechen::V,darnaouiñ,тодылаш
1032,brechen::V,darnaouiñ,пыдырташ
1033,klopfen::V,skoiñ,рушткаш
1034,hauen::V,dornañ,шелӹштӓш
1035,kleben::V,pegañ,клейӓш
1036,reiben::V,taravat,нӹжӓш
1037,reiben::V,trekiñ,нӹжӓш
1038,streichen::V,toazañ,шӹрӓш
1039,schleifen::V,lemmañ,шымаш
1040,schneiden::V,troc'hañ,пӹчкӓш
1041,rütteln::V,tordorosañ,мыльгыкташ
1042,schütteln::V,hejañ,цӹтӹртӓш
1043,schütteln::V,hejañ,мыльгыкташ
1044,schütten::V,diskargañ,опталаш
1045,füllen::V,kargañ,темӓш
1046,einwickeln::V,gronnañ,пӹтӹрӓ́лӓш
1047,tragen::V,dougen,намалаш
1048,schleppen::V,stlejal,шӹдӹрӓш
1049,ziehen::V,sachañ,шыпшаш
1050,aufbewahren::V,miret,перегӓш
1051,werfen::V,teuler,кӹшкӓш
1052,fangen::V,tapañ,кычаш
1053,packen::V,krapat,хватяш
1054,verstecken::V,kuzhat,шӹлтӓш
1055,teilen::V,rannañ,пайылаш
1056,schicken::V,kas,колташ
1057,bringen::V,degas,кандаш
1058,hinzufügen::V,lakat ouzhpenn,
1059,bekommen::V,kaout,лыкташ
1060,erhalten::V,kaout,получаяш
1061,nehmen::V,kemer,налаш
1062,wählen::V,choaz,айыраш
1063,auswählen::V,dibab,айыраш
1064,bewahren::V,mirout,перегӓш
1065,behindern::V,diaezañ,мешӓйӓш
1066,verderben::V,lovrañ,портяш
1067,beschädigen::V,gwallegañ,шушырташ
1068,zerbrechen::V,torriñ,пыдырташ
1069,zerreißen::V,diroegiñ,кӹрӓш
1070,zerstören::V,distrujañ,шӓлӓтӓш
1071,verbrennen::V,deviñ,йылаташ
1072,verbrennen::V,deviñ,йылалташ
1073,geben::V,reiñ,пуаш
1074,schenken::V,donezonañ,подараш
1075,versprechen::V,prometiñ,сöрӓш
1076,wünschen::V,hetiñ,жалаяш
1077,loben::V,feurmiñ,хваляш
1078,küssen::V,pokat,шышшалаш
1079,wiegen::V,pouezañ,лӱнгӓлтӓш
1080,zudecken::V,goloiñ,пиштӓш
1081,wecken::V,dihuniñ,понгыжалтараш
1082,zeigen::V,diskouez,анжыкташ
1083,führen::V,kas,видӓш
1084,lehren::V,deskiñ,тымдаш
1085,unterrichten::V,kelenn,тымдаш
1086,leiten::V,bleinañ,видӓш
1087,leiten::V,bleinañ,вуйлаташ
1088,leiten::V,bleinañ,вуйлалташ
1089,antreiben::V,poulzañ,талаштараш
1090,lassen::V,leuskel,-ыкт
1091,einladen::V,pediñ,ӱжӓш
1092,vereinigen::V,unisañ,иктештӓш
1093,besuchen::V,gweladenniñ,толаш
1094,treffen::V,kejal,вӓшлиӓш
1095,treffen::V,kejal,вӓшлиӓлтӓш
1096,treffen::V,ankontrañ,вӓшлиӓш
1097,treffen::V,ankontrañ,вӓшлиӓлтӓш
1098,sich versammeln::V,bodennañ,цымыргаш
1099,spielen::V,c'hoari,мадаш
1100,singen::V,kanañ,мыраш
1101,tanzen::V,dañsal,кушташ
1102,sich trennen::V,dispartiañ,айырлаш
1103,verlassen::V,lezel,шуаш
1104,retten::V,saveteiñ,ытараш
1105,bewachen::V,mesa,оролаш
1106,schützen::V,diwall,перегӓш
1107,verteidigen::V,difenn,перегӓш
1108,sich schlagen::V,lopañ,шидӓлӓш
1109,sich schlagen::V,lopañ,шиэдӓлӓш
1110,siegen::V,trec'hiñ,сӹнгӓш
1111,ärgern::V,hegasiñ,шӹдештӓрӓш
1112,schlagen::V,skeiñ,пӓрен колташ
1113,schlagen::V,skeiñ,хӹрӹктен колташ
1114,treten::V,botaouiñ,чымаш
1115,stechen::V,pikat,пышкылаш
1116,stoßen::V,stokañ,шыркедӓш
1117,stehlen::V,laerezh,шолышт толаш
1118,stören::V,direnkañ,ӓрештӹлӓш
1119,belästigen::V,dregasiñ,кӓньӹсӹрлӓндӓрӓш
1120,belästigen::V,dregasiñ,шытырланыкташ
1121,verbergen::V,skoachañ,шӹлтӓш
1122,täuschen::V,tromplañ,алталаш
1123,täuschen::V,tromplañ,аталаш
1124,betrügen::V,lorbañ,мошеньӹчӓйӓш
1125,töten::V,lazhañ,пуштын шуаш
1126,wohnen::V,bezañ o chom,ӹлӓш
1127,arbeiten::V,labourat,пӓшӓлӓш
1128,arbeiten::V,labourat,ровотаяш
1129,sammeln::V,dastum,погаш
1130,pflücken::V,kuntuilhañ,кӹрӓш
1131,jagen::V,chaseal,охотничӓйӓш
1132,fischen::V,pesketa,кол кычаш
1133,fassen::V,pakañ,кычаш
1134,hüten::V,geota,кӹтӓш
1135,anbinden::V,stagañ,ялшташ
1136,anbinden::V,stagañ,ялышташ
1137,füttern::V,boueta,пукшаш
1138,melken::V,goro,шыпшылаш
1139,hacken::V,difrakal,роаш
1140,gießen::V,dourañ,шӓвӓш
1141,reifen::V,azviñ,кӱӓш
1142,reifen::V,azviñ,поспейӓш
1143,zubereiten::V,keginañ,йӓмдӹлӓш
1144,kochen::V,poazhañ,шолташ
1145,backen::V,fritañ,кӱктӓш
1146,braten::V,rostañ,жӓрӓш
1147,stricken::V,stammañ,пидӓш
1148,nähen::V,gwriat,ыргаш
1149,färben::V,livañ,пидӓш
1150,reinigen::V,naetañ,чиӓлтӓш
1151,waschen::V,gwalc'hiñ,мышкаш
1152,abwischen::V,torchañ,ӹштӓш
1153,spülen::V,disgwalc'hiñ,шӱӓлтӓш
1154,fegen::V,skubañ,ӹштӓш
1155,kehren::V,skubañ,ӹштӓш
1156,baden::V,kouronkañ,нӱштӹлӓш
1157,sich waschen::V,en em walc'hiñ,мышкылташ
1158,sich anziehen::V,gwiskañ,чиӓш
1159,kämmen::V,kribat,шерӓш
1160,schmücken::V,kinklañ,цеверемдӓш
1161,sagen::V,larêt,манаш
1162,sagen::V,larêt,келесӓш
1163,sagen::V,lavaret,манаш
1164,sagen::V,lavaret,келесӓш
1165,sprechen::V,komz,манаш
1166,reden::V,kaozeal,шайышташ
1167,sich unterhalten::V,balbotal,хытыраш
1168,sich unterhalten::V,balbotal,хытыргаш
1169,fragen::V,goulenn,ядаш
1170,bitten::V,goulenn,ядаш
1171,erzählen::V,kontañ,келесӓш
1172,mitteilen::V,kemenn,попаш
1173,mitteilen::V,kemenn,увертӓш
1174,mitteilen::V,kemenn,увертӓрӓш
1175,nennen::V,anviñ,лӹмдӓш
1176,rufen::V,gelver,ӱжӓш
1177,prahlen::V,fougeal,хайзаш
1178,prahlen::V,fougeal,шаргаланаш
1179,übersetzen::V,treiñ,вашташ
1180,denken::V,soñjal,машанаш
1181,glauben::V,krediñ,ӹнянӓш
1182,bemerken::V,apresevañ,цаклаш
1183,erkennen::V,anavout,пӓлӓш
1184,begreifen::V,meizañ,ынгылаш
1185,verstehen::V,kompren,ынгылаш
1186,lernen::V,deskiñ,тыменяш
1187,wissen::V,gouzout,пӓлӓш
1188,sich erinnern an::V,kaout soñj e,ышештӓрӓш
1189,vergessen::V,ankouaat,монден кодаш
1190,messen::V,muzuliañ,висӓш
1191,zählen::V,kontañ,шотаяш
1192,rechnen::V,jedañ,шотаяш
1193,lesen::V,lenn,лыдаш
1194,malen::V,livañ,рисуяш
1195,zeichnen::V,tresañ,ыдырка́лаш
1196,schreiben::V,skrivañ,вазаш
1197,besitzen::V,kaout,кы́чаш
1198,kaufen::V,prenañ,нӓлӓш
1199,verkaufen::V,gwerzhañ,выжалаш
1200,bezahlen::V,paeañ,тӱлӓш
1201,zahlen::V,paeañ,тӱлӓш
1202,beherrschen::V,mestroniañ,кы́чаш
1203,ertragen::V,anduriñ,цӹтӓш
1204,Grube::N,,йӓм
1205,Spur::N,,кишӓ
1206,Lehm::N,,шун
1207,Laut::N,,юк
1208,Winkel::N,,лык
1209,Lagerfeuer::N,,тыл
1210,vergebens::ADV,,зря
1211,vergebens::ADV,,ӹзрӓ
1212,vergebens::ADV,,ӹзӹрӓ
1213,untergehen[Sonne]::V,,шӹ́нзӓш
1214,läuten::V,,цоргаш
1215,klingeln::V,,цоргаш
1216,sich fürchten::V,,лӱдӓш
1217,fürchten::V,,лӱдӓш
1218,gelingen::V,,цӓш лиӓш
1219,geraten::V,,лиӓш
1220,schwenken::V,,машыяш
1221,reichen::V,,пуаш
1222,aufziehen::V,,кушташ
1223,schießen::V,,лӱӓш
1224,treiben::V,,шуруяш
1225,umrühren::V,,намалаш
1226,ausziehen::V,,кыдашаш
1227,anziehen::V,,чиӓш
