,Concept_ID,ml,zh
652,er::PRN,അവൻ,他
653,er::PRN,അവർ,他
654,er::PRN,അവൾ,他
655,wir::PRN,നമ്മൾ,我们
656,ihr::PRN,നിങ്ങൾ,你们
657,sie::PRN,അവർ,她
658,was::FPRN,എന്ത്,什么
659,wer::FPRN,ആര്,谁
660,wo::FADV,എവിടെ,哪里
661,wohin::FADV,എവിടേക്ക്,去哪里
662,wie::FADV,എങ്ങനെ,怎么
663,warum::FADV,എന്തുകൊണ്ട്,为什么
664,wieviel::FNUM,എത്ര,多少
665,eins::NUM,ഒന്ന്,一
666,zwei::NUM,രണ്ട്,二
667,drei::NUM,മൂന്ന്,三
668,vier::NUM,നാല്,四
669,fünf::NUM,അഞ്ച്,五
670,sechs::NUM,ആറ്,六
671,sieben::NUM,ഏഴ്,七
672,acht::NUM,എട്ട്,八
673,neun::NUM,ഒമ്പത്,九
674,zehn::NUM,പത്ത്,十
675,elf::NUM,പതിനൊന്ന്,十一
676,zwölf::NUM,പന്ത്രണ്ട്,十二
677,zwanzig::NUM,ഇരുപത്,二十
678,dreißig::NUM,മുപ്പത്,三十
679,vierzig::NUM,നാൽപ്പത്,四十
680,fünfzig::NUM,അൻപത്,五十
681,sechzig::NUM,അറുപത്,六十
682,siebzig::NUM,എഴുപത്,七十
683,achtzig::NUM,എൺപത്,八十
684,neunzig::NUM,തൊണ്ണൂറ്,九十
685,hundert::NUM,നൂറ്,百
686,tausend::NUM,ആയിരം,千
687,und::CNJ,ഉം,和
688,oder::CNJ,അഥവാ,或者
689,stehen::V,നിൽക്കുക,站
690,sitzen::V,ഇരിക്കുക,坐
691,liegen::V,കിടക്കുക,躺着
692,hängen::V,തൂങ്ങുക,挂着
693,werden::V,ആയിത്തീരുക,成为
694,passieren::V,സംഭവിക്കുക,发生
695,beginnen::V,ആരംഭിക്കുക,开始
696,enden::V,അവസാനിപ്പിക്കുക,终止
697,wechseln::V,മാറ്റുക,变迁
698,aufgehen[Sonne]::V,ഉയരുക,升起
699,untergehen[Sonne]::V,അടുക്കി_വയ്ക്കുക,下落
700,scheinen[Sonne]::V,പ്രകാശിക്കുക,照射
701,donnern::V,ഇടിവെട്ടുക,打雷
702,wehen::V,വീശുക,飘扬
703,strömen::V,ഒഴുകുക,流
704,fließen::V,ഒഴുകുക,流动
705,sich drehen::V,ചുറ്റുക,转动
706,sich drehen::V,കറക്കുക,转动
707,schwanken::V,ഇരുവശത്തേയ്ക്കും_ആടുക,摇摆
708,schwingen::V,ആടുക,摇
709,fallen::V,വീഴുക,坠落
710,brennen::V,കത്തുക,燃烧
711,rauchen::V,പുകയുക,冒烟
712,regnen::V,മഴ_പെയ്യുക,下雨
713,gefrieren::V,തണത്ത്_മരവിക്കുക,结冰
714,tauen::V,അലിയുക,融化
715,schmelzen::V,ഉരുകുക,溶化
716,trocknen::V,വരളുക,变干
717,sieden::V,തിളപ്പിക്കുക,煮
718,faulen::V,ചീയുക,腐烂
719,verfaulen::V,അഴുകുക,腐烂
720,reißen::V,ശബ്ദത്തോടെ_മുറിയുക,撕
721,versinken::V,മുക്കുക,下沉
722,vergehen::V,കടന്നുപോകുക,流逝
723,erscheinen::V,പ്രത്യക്ഷപ്പെടുക,出现
724,verschwinden::V,അദൃശ്യമാകുക,消失
725,sinken::V,താഴുക,下降
726,abnehmen::V,കുറിയുക,减少
727,zunehmen::V,വർദ്ധിക്കുക,增加
728,steigen::V,ഉയരുക,上升
729,wachsen::V,വളരുക,生长
730,glänzen::V,മിന്നുക,发光
731,funkeln::V,തിളങ്ങുക,闪烁
732,lärmen::V,ശബ്ദമുണ്ടാക്കുക,吵闹
733,läuten::V,മണിമുഴങ്ങുക,响
734,klingeln::V,ചിലമ്പുക,按铃
735,klirren::V,കിലുക്കുക,
736,brausen::V,മുഴങ്ങുക,疾驶
737,rauschen::V,അനങ്ങുക,
738,klingen::V,മുഴക്കുക,听起来
739,bellen::V,കുരയ്ക്കുക,吠
740,heulen::V,ഓരിയിടുക,嗥
741,blasen::V,ഊതുക,吹
742,pfeifen::V,വിസിലടിക്കുക,吹口哨
743,schreien::V,ആക്രോശിക്കുക,叫喊
744,stöhnen::V,അരക്കം,呻吟
745,stöhnen::V,ആർത്തനാദം,呻吟
746,zittern::V,വിറയ്ക്കുക,颤抖
747,leben::V,താമസിക്കുക,生存
748,geboren werden::V,ജനിക്കുക,出生
749,atmen::V,ശ്വസിക്കുക,呼吸
750,trinken::V,കുടിക്കുക,喝
751,essen::V,കഴിക്കുക,吃
752,schlucken::V,വിഴുങ്ങുക,咽
753,müde werden::V,ക്ഷീണിക്കുക,疲倦
754,einschlafen::V,നിദ്രിക്കുക,入睡
755,schlafen::V,ഉറങ്ങുക,睡觉
756,aufwachen::V,ഉണരുക,睡醒
757,aufstehen::V,എഴുന്നേൽക്കുക,起床
758,sich erholen::V,വിശ്രമിക്കുക,休养
759,krank werden::V,ദീനംപിടിക്കുക,生病
760,krank sein::V,രോഗികളാകുക,生病
761,schmerzen::V,വേദനിക്കുക,疼痛
762,husten::V,ചുമയ്ക്കുക,咳
763,genesen::V,സുഖപ്പെടുക,痊愈
764,sterben::V,മരിക്കുക,死
765,umkommen::V,മരിക്കുക,丧命
766,sich bewegen::V,സ്ഥലം_മാറുക,移动
767,sich rühren::V,ചലിക്കുക,动弹
768,sich erheben::V,നിൽക്കുക,站起
769,sich setzen::V,ഇരിക്കുക,坐
770,hinfallen::V,വീഴുക,跌倒
771,laufen::V,നടക്കുക,步行
772,schreiten::V,നടക്കുക,迈步
773,spazierengehen::V,ഉലാത്തുക,散步
774,eilen::V,പാഞ്ഞെത്തുക,急忙
775,sich beeilen::V,തിരിക്കുകൂട്ടുക,赶快
776,sich beeilen::V,തിടുക്കം_കാട്ടുക,赶快
777,sausen::V,കുതിക്കുക,疾驰
778,rennen::V,ഓടുക,奔跑
779,springen::V,ചാടുക,跳
780,klettern::V,കയറുക,攀缘
781,schaukeln::V,ഇളകുക,荡秋千
782,kriechen::V,പതുങ്ങികയറുക,爬行
783,schwimmen::V,നീന്തുക,游泳
784,tauchen::V,വെള്ളത്തിലേക്ക് ചാടുക,潜水
785,rudern::V,തുഴയുക,划船
786,fahren::V,വാഹനം ഓടിക്കുക,行驶
787,fliegen::V,പറക്കുക,飞
788,gehen::V,പോകുക,走
789,weggehen::V,വിടുക,离去
790,abfahren::V,പുറപ്പെടുക,出发
791,anhalten::V,നിർത്തുക,停住
792,hineingehen::V,പ്രവേശിക്കുക,进去
793,eintreten::V,പ്രവേശിക്കുക,进入
794,kommen::V,വരുക,来
795,ankommen::V,എത്തിച്ചേരുക,到达
796,zurückkommen::V,തിരിച്ചു വരുക,回来
797,bleiben::V,തുടരുക,停留
798,warten::V,കാത്തിരിക്കുക,等
799,erwarten::V,പ്രതീക്ഷിക്കുക,等候
800,suchen::V,തിരയുക,找
801,finden::V,കണ്ടെത്തുക,找到
802,versuchen::V,ശ്രമിക്കുക,尝试
803,vorbereiten::V,തയ്യാറെടുക്കുക,预备
804,lieben::V,സ്നേഹിക്കുക,爱
805,mögen::V,ഇഷ്ടപ്പെടുക,喜欢
806,lachen::V,ചിരിക്കുക,笑
807,rühren::V,ഹൃദയം സ്പർശിക്കുക,
808,weinen::V,തേങ്ങുക,哭
809,schimpfen::V,പിറുപിറുക്കുക,骂
810,sich ärgern::V,കോപിക്കുക,生气
811,sich fürchten::V,പേടിക്കുക,害怕
812,fürchten::V,പേടിക്കുക,害怕
813,fliehen::V,രക്ഷപ്പെടുക,逃走
814,flüchten::V,രക്ഷപ്പെടുക,逃跑
815,sehen::V,കാണുക,看
816,anschauen::V,നോക്കുക,注视
817,ansehen::V,നോക്കുക,注视
818,hören::V,കേൾക്കുക,听
819,zuhören::V,ശ്രദ്ധിക്കുക,倾听
820,probieren::V,രുചിയുള്ളതായി_തോന്നുക,尝
821,riechen::V,മണത്തു_നോക്കുക,闻
822,fühlen::V,സ്പർശിച്ചറിയുക,感到
823,scheinen::V,കാണപ്പെടുക,照耀
824,zu sehen sein::V,വെളിച്ചപ്പെടുക,可以看到
825,vernehmen::V,കേൾക്കുക,审讯
826,frieren::V,വിറയ്ക്കുക,觉得冷
827,tun::V,ചെയ്യുക,作
828,können::V,കഴിയുക,能
829,wollen::V,വേണുക,要
830,anfangen::V,തുടങ്ങുക,开始
831,beenden::V,പൂർത്തിയാക്കുക,结束
832,aufhören::V,നിർത്തുക,停止
833,gelingen::V,വിജയിക്കുക,成功
834,geraten::V,പരിണമിക്കുക,陷于
835,öffnen::V,തുറക്കുക,打开
836,schließen::V,അടയ്ക്കുക,关
837,stellen::V,വയ്ക്കുക,放
838,setzen::V,വയ്ക്കുക,放
839,legen::V,ഇടുക,摆
840,berühren::V,തൊടുക,触
841,verbinden::V,ഘടിപ്പിക്കുക,联结
842,bedecken::V,മുടുക,覆盖
843,aufhängen::V,കെട്ടിതൂക്കുക,挂
844,anzünden::V,കത്തിക്കുക,点
845,aufheben::V,പെറുക്കിയെടുക്കുക,拾起
846,zurücklassen::V,വച്ചുപോരുക,遗留
847,verlieren::V,നഷ്ടപ്പെടുക,丧失
848,fallen lassen::V,വീഴ്ത്തുക,让掉下
849,machen::V,ഉണ്ടാക്കുക,做
850,herstellen::V,ഉൽപാദിപ്പിക്കുക,生产
851,bauen::V,നിർമ്മിക്കുക,建造
852,reparieren::V,നന്നാക്കുക,修理
853,verbessern::V,മെച്ചപ്പെടുക,改进
854,ändern::V,മാറ്റംവരുത്തുക,改变
855,graben::V,കുഴിക്കുക,挖
856,beugen::V,വണങ്ങുക,弯下
857,biegen::V,കുനിയുക,弯
858,drehen::V,തിരിക്കുക,转动
859,wenden::V,തിരിയുക,转动
860,umdrehen::V,തിരിയുക,转动
861,heben::V,ഉയർത്തുക,举起
862,hochheben::V,ഉയർത്തുക,抬高
863,ergreifen::V,ബലമായി_പിടിക്കുക,抓住
864,halten::V,പിടിക്കുക,拿着
865,drücken::V,അമർത്തുക,压
866,schieben::V,തള്ളുക,推
867,kratzen::V,ചുരണ്ടുക,搔
868,lecken::V,നക്കുക,舔
869,beißen::V,കടിക്കുക,咬
870,abreißen::V,കീറിക്കളയുക,撕下
871,abschneiden::V,മുറിച്ചുമാറ്റുക,切断
872,binden::V,കെട്ടുക,捆
873,stecken::V,തുളയ്ക്കുക,插
874,brechen::V,ഉടയുക,断裂
875,klopfen::V,തട്ടുക,敲
876,hauen::V,അടിക്കുക,揍
877,kleben::V,ഒട്ടിക്കുക,粘
878,reiben::V,തിരുമ്മിത്തുടയ്ക്കുക,摩擦
879,streichen::V,പടർത്തുക,涂
880,schleifen::V,പൊടിക്കുക,拖曳
881,schneiden::V,മുറിക്കുക,切
882,rütteln::V,മുട്ടുക,颠簸
883,schütteln::V,കുലുക്കുക,摇动
884,schwenken::V,ആടുക,摇动
885,schütten::V,ഒഴിക്കുക,倒
886,füllen::V,നിറയ്ക്കുക,填满
887,einwickeln::V,പൊതിയുക,包
888,tragen::V,വഹിക്കുക,提
889,schleppen::V,വലിച്ചിഴയ്ക്കുക,扛
890,ziehen::V,വലിക്കുക,拉
891,aufbewahren::V,വയ്ക്കുക,保存
892,werfen::V,എറിയുക,扔
893,fangen::V,പിടിക്കുക,捕捉
894,packen::V,തട്ടിപ്പറിക്കുക,抓住
895,verstecken::V,മറയ്ക്കുക,藏
896,teilen::V,വിഭജിക്കുക,分
897,schicken::V,അയയ്ക്കുക,派遣
898,bringen::V,കൊണ്ടുവരുക,带来
899,hinzufügen::V,കൂട്ടുക,添加
900,bekommen::V,കിട്ടുക,得到
901,erhalten::V,സ്വീകരിക്കുക,接到
902,nehmen::V,എടുക്കുക,拿
903,wählen::V,തിരഞ്ഞെടുക്കുക,挑选
904,auswählen::V,തിരഞ്ഞെടുക്കുക,选择
905,bewahren::V,പുലർത്തുക,保持
906,behindern::V,തടയിടുക,防碍
907,verderben::V,നശിപ്പിക്കുക,败坏
908,beschädigen::V,ക്ഷതമേൽപ്പിക്കുക,损坏
909,zerbrechen::V,ഉടയുക,破碎
910,zerreißen::V,കീറുക,撕碎
911,zerstören::V,നശിപ്പിക്കുക,毁坏
912,verbrennen::V,കത്തിനശിക്കുക,燃烧
913,verbrennen::V,കത്തിച്ചുകളയുക,燃烧
914,geben::V,കൊടുക്കുക,给
915,geben::V,തരുക,给
916,reichen::V,കൈമാറുക,递给
917,schenken::V,സമ്മാനം കൊടുക്കുക,赠送
918,versprechen::V,വാഗ്ദാനം_നൽകുക,许诺
919,wünschen::V,ആഗ്രഹിക്കുക,祝
920,loben::V,പുകഴ്ത്തുക,表扬
921,küssen::V,ഉമ്മവയ്ക്കുക,亲
922,wiegen::V,ഇളകുക,轻摇
923,zudecken::V,മുടുക,盖上
924,wecken::V,ഉണർത്തുക,唤起
925,zeigen::V,കാണിക്കുക,指
926,führen::V,നടത്തുക,带领
927,lehren::V,പഠിപ്പിക്കുക,教
928,unterrichten::V,പരിശീലിപ്പിക്കുക,讲课
929,aufziehen::V,വളർത്തിക്കൊണ്ടുവരുക,抚养
930,leiten::V,നയിക്കുക,领导
931,antreiben::V,പ്രേരിപ്പിക്കുക,催促
932,lassen::V,അനുവദിക്കുക,让
933,einladen::V,ക്ഷണിക്കുക,邀请
934,vereinigen::V,കൂടിച്ചേരുക,统一
935,besuchen::V,സന്ദർശിക്കുക,参观
936,treffen::V,തമ്മിൽ കാണുക,会面
937,sich versammeln::V,സംയോജിപ്പിക്കുക,聚集
938,spielen::V,കളിക്കുക,玩
939,singen::V,പാടുക,唱歌
940,tanzen::V,നൃത്തം ചെയ്യുക,跳舞
941,sich trennen::V,നേർപെടുത്തുക,分别
942,verlassen::V,പിൻവാങ്ങുക,离开
943,retten::V,രക്ഷിക്കുക,救
944,bewachen::V,കാവൽനിൽക്കുക,守卫
945,schützen::V,പരിരക്ഷിക്കുക,保护
946,verteidigen::V,പ്രതിരോധിക്കുക,保卫
947,sich schlagen::V,കലഹിക്കുക,打架
948,schießen::V,വെടിവെക്കുക,射击
949,siegen::V,വിജയിക്കുക,获胜
950,ärgern::V,വിഷമിപ്പിക്കുക,激怒
951,schlagen::V,അടിക്കുക,打
952,treten::V,തൊഴിക്കുക,踢
953,stechen::V,കുത്തുക,刺
954,stoßen::V,തള്ളുക,撞
955,stehlen::V,മോഷ്ടിക്കുക,盗窃
956,stören::V,ശല്യപ്പെടുത്തുക,干扰
957,belästigen::V,മെനക്കെടുക,打搅
958,verbergen::V,മറയ്ക്കുക,隐藏
959,verbergen::V,ഒളിക്കുക,隐藏
960,täuschen::V,കബളിപ്പിക്കുക,欺骗
961,betrügen::V,ചതിക്കുക,欺骗
962,töten::V,കൊല്ലുക,杀
963,wohnen::V,താമസിക്കുക,居住
964,arbeiten::V,ജോലിചെയ്യുക,工作
965,sammeln::V,സഞ്ചയിക്കുക,收集
966,pflücken::V,പറിച്ചെടുക്കുക,采
967,jagen::V,വേട്ടയാടുക,打猎
968,fischen::V,മീൻ പിടിക്കുക,捕鱼
969,fassen::V,പിടിക്കുക,捉住
970,hüten::V,ചേർക്കുക,守护
971,treiben::V,വാഹനം_ഓടിക്കുക,漂
972,anbinden::V,കെട്ടിയിടുക,拴
973,füttern::V,തീറ്റുക,喂
974,melken::V,പാലുകറക്കുക,挤奶
975,hacken::V,വെട്ടിമുറിക്കുക,剁细
976,gießen::V,നനയ്ക്കുക,浇
977,reifen::V,പാകമാകുക,成熟
978,zubereiten::V,പാചകം_ചെയ്യുക,
979,kochen::V,വേവിക്കുക,煮
980,backen::V,ബേക്ക് ചെയ്യുക,烤
981,braten::V,പോരിക്കുക,煎
982,umrühren::V,ഇളക്കുക,搅拌
983,stricken::V,മെടയുക,织
984,nähen::V,തുന്നുക,缝
985,färben::V,ചായം പൂശുക,染色
986,reinigen::V,വൃത്തിയാക്കുക,清洁
987,waschen::V,കഴുകുക,洗
988,abwischen::V,തുടയ്ക്കുക,擦掉
989,spülen::V,കഴുകുക,清洗
990,fegen::V,അടിച്ചുവാരുക,扫
991,kehren::V,അടിച്ചുവാരുക,打扫
992,baden::V,നീന്തിത്തുടിക്കുക,给...洗澡
993,sich waschen::V,കഴുകുക,洗澡
994,ausziehen::V,ഇഴുക്കുക,脱
995,anziehen::V,ഉടുക്കുക,穿
996,sich anziehen::V,ധരിച്ച നേടുകയുക,穿衣
997,kämmen::V,മുടിചീകുക,梳
998,schmücken::V,അലങ്കരിക്കുക,装饰
999,sagen::V,പറയുക,说
1000,sprechen::V,സംസാരിക്കുക,说
1001,reden::V,സംസാരിക്കുക,讲
1002,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,聊天
1003,fragen::V,ചോദിക്കുക,问
1004,bitten::V,അപേക്ഷിക്കുക,请
1005,erzählen::V,പറയുക,叙述
1006,mitteilen::V,അറിയിക്കുക,通知
1007,nennen::V,പേരിടുക,叫做
1008,rufen::V,വിളിക്കുക,叫
1009,prahlen::V,പൊങ്ങച്ചം പറയുക,吹牛
1010,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,翻译
1011,denken::V,ചിന്തിക്കുക,想
1012,glauben::V,വിശ്വസിക്കുക,以为
1013,bemerken::V,ശ്രദ്ധിക്കുക,发觉
1014,erkennen::V,തിരിചറിയുക,识别
1015,begreifen::V,കൈപ്പിടിയിലാക്കുക,理解
1016,verstehen::V,മനസ്സിലാക്കുക,明白
1017,lernen::V,പഠിക്കുക,学
1018,wissen::V,അറിയുക,知道
1019,sich erinnern an::V,ഓർമിക്കുക,回忆
1020,vergessen::V,മറക്കുക,忘记
1021,messen::V,അളക്കുക,测量
1022,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,数
1023,rechnen::V,ഗണിക്കുക,计算
1024,lesen::V,വായിക്കുക,读
1025,malen::V,ചിത്രം വരയ്ക്കുക,画
1026,zeichnen::V,വരയ്ക്കുക,绘制
1027,schreiben::V,എഴുതുക,写
1028,besitzen::V,സ്വന്തമാക്കുക,占有
1029,kaufen::V,വാങ്ങുക,买
1030,verkaufen::V,വിൽക്കുക,卖
1031,bezahlen::V,പരിഹാരം ചെയ്യുക,付钱
1032,zahlen::V,പണം അടയ്ക്കുക,支付
1033,beherrschen::V,ഭരിക്കുക,统治
1034,ertragen::V,താങ്ങുക,忍耐
