,Concept_ID,ta,da
705,sechzig::NUM,அறுபது,tres
706,siebzig::NUM,எழுபது,halvfjerds
707,achtzig::NUM,எண்பது,firs
708,neunzig::NUM,தொன்னூறு,halvfems
709,hundert::NUM,நூறு,hundrede
710,tausend::NUM,ஆயிரம்,tusind
711,und::CNJ,மற்றும்,og
712,oder::CNJ,அல்லது,eller
713,stehen::V,நில்,stå
714,sitzen::V,உட்கார்,sidde
715,liegen::V,படு,ligge
716,hängen::V,தொங்கச் செய்,hænge
717,werden::V,ஆகு,blive
718,passieren::V,நிகழ்,ske
719,passieren::V,நிகழ்,hænde
720,beginnen::V,ஆரம்பி,begynde
721,enden::V,முடி,ende
722,wechseln::V,மாற்று,veksle
723,aufgehen[Sonne]::V,உயர எழு,gå op
724,aufgehen[Sonne]::V,உயர எழு,stå op
725,untergehen[Sonne]::V,பொறுத்து,gå ned
726,scheinen[Sonne]::V,பிரகாசி,skinne
727,donnern::V,இடி,tordne
728,wehen::V,வீசு,blæse
729,strömen::V,பாயதல்,strømme
730,fließen::V,நீரோட்டம் போக்கில் போ,flyde
731,sich drehen::V,சுழல்,dreje sig
732,schwanken::V,தள்ளாடு,vakle
733,schwingen::V,ஆடு,svinge
734,fallen::V,விழு,falde
735,brennen::V,எரி,brænde
736,rauchen::V,பகை பிடி,ryge
737,regnen::V,மழை பெய்,regne
738,gefrieren::V,உறைந்துவிடு,fryse
739,tauen::V,உருகு,tø
740,schmelzen::V,உருகு,smelte
741,trocknen::V,உலர்த்து,tørre
742,sieden::V,கொதிக்க வை,koge
743,faulen::V,அழுகச் செய்,rådne
744,verfaulen::V,அழுகச் செய்,rådne
745,reißen::V,திடீரென அறு,briste
746,versinken::V,மூழ்கு,synke
747,versinken::V,மூழ்கு,synke ned
748,vergehen::V,கடந்துசெல்,forløbe
749,erscheinen::V,தோன்றச்,vise sig
750,verschwinden::V,மறைந்து போ,forsvinde
751,sinken::V,பதைவுறு,synke
752,abnehmen::V,குறை,aftage
753,zunehmen::V,உயர்த்து,tiltage
754,steigen::V,உயர எழு,stige
755,wachsen::V,வளர்,gro
756,wachsen::V,வளர்,vokse
757,glänzen::V,மிளிர்,glinse
758,funkeln::V,பிரகாசி,tindre
759,lärmen::V,கொம்பு,larme
760,läuten::V,மணியொலியிசை,ringe
761,klingeln::V,மணி அடி,ringe
762,klirren::V,கிலுங்கு,klirre
763,brausen::V,இரைதல்,bruse
764,rauschen::V,சலசலப்பு,suse
765,klingen::V,சிலம்புதல்,lyde
766,klingen::V,சிலம்புதல்,klinge
767,bellen::V,குரை,gø
768,heulen::V,ஊளையிடு,hyle
769,blasen::V,ஊது,blæse
770,pfeifen::V,சீழ்க்கை எழப்பு,fløjte
771,schreien::V,கூச்சலிடு,skrige
772,stöhnen::V,வேதனை,stønne
773,zittern::V,நடுங்கு,dirre
774,zittern::V,நடுங்கு,skælve
775,leben::V,உயிருடனிரு,leve
776,geboren werden::V,பிற,fødes
777,atmen::V,சுவாசி,ånde
778,trinken::V,குடி,drikke
779,essen::V,சாப்பிடு,spise
780,schlucken::V,முழுங்கு,synke
781,müde werden::V,கையயர்தல்,blive træt
782,einschlafen::V,தூங்க,falde i søvn
783,schlafen::V,தூங்கு,sove
784,aufwachen::V,எழுப்பு,vågne
785,aufstehen::V,எழுந்திரு,stå op
786,sich erholen::V,இளைப்பாறு,komme sig
787,krank werden::V,விழுதல்,blive syg
788,krank sein::V,நருக்கலாயிருக்க,være syg
789,schmerzen::V,நோவுறு,smerte
790,husten::V,இருமு,hoste
791,genesen::V,குணம் அடை,komme sig
792,sterben::V,மரணமடை,dø
793,umkommen::V,நசி,omkomme
794,sich bewegen::V,நகர்த்து,bevæge sig
795,sich rühren::V,அசை,røre på sig
796,sich erheben::V,எழுந்து நில்,rejse sig
797,sich setzen::V,உட்கார்,sætte sig
798,hinfallen::V,விழு,
799,laufen::V,நட,løbe
800,schreiten::V,கவடுவைத்தல்,skride
801,spazierengehen::V,உலவு,gå en tur
802,eilen::V,விரைந்து,ile
803,sich beeilen::V,அவசரப்படுத்து,skynde sig
804,sausen::V,விரைந்து செல்,suse
805,rennen::V,ஓடு,løbe
806,rennen::V,ஓடு,rende
807,springen::V,குதி,hoppe
808,springen::V,குதி,springe
809,klettern::V,ஏறு,klatre
810,schaukeln::V,தள்ளாடு,gynge
811,kriechen::V,மெதுவாக நடந்து செல்,krybe
812,schwimmen::V,நீந்து,svømme
813,tauchen::V,மூழ்கி நீச்சலடி,dykke
814,rudern::V,துடுப்புப் போடு,ro
815,fahren::V,ஓட்டு,køre
816,fliegen::V,பற,flyve
817,gehen::V,போ,gå
818,weggehen::V,விலகிச் செல்,gå bort
819,abfahren::V,புறப்பட்டுச் செல்,køre bort
820,anhalten::V,நின்றுவிடு,standse
821,hineingehen::V,மறையச் செய்,gå ind
822,eintreten::V,நுழை,træde ind
823,kommen::V,வா,komme
824,ankommen::V,வநது சேர்,ankomme
825,zurückkommen::V,திரும்பி வா,komme tilbage
826,bleiben::V,இரு,blive
827,bleiben::V,இரு,forblive
828,warten::V,தாமதி,vente
829,erwarten::V,எதிர்நோக்கு,vente
830,erwarten::V,எதிர்நோக்கு,afvente
831,suchen::V,தேடு,søge
832,finden::V,கண்டுபிடி,finde
833,versuchen::V,முயற்சி செய்,forsøge
834,vorbereiten::V,ஆயத்தம் செய்,forberede
835,lieben::V,அன்பு செலுத்து,elske
836,mögen::V,விரும்பு,holde af
837,mögen::V,விரும்பு,kunne lide
838,lachen::V,சிரி,le
839,rühren::V,இதயத்தைத் தொடு,røre
840,weinen::V,அழு,græde
841,schimpfen::V,சாபமிடு,skænde
842,sich ärgern::V,கோப்பபடு,ærgre sig
843,sich fürchten::V,பயப்படு,være bange
844,fürchten::V,பயப்படுத்து,være bange for
845,fliehen::V,ஓடு,flygte
846,flüchten::V,தப்பிவிடு,flygte
847,sehen::V,பார்,se
848,anschauen::V,கூர்ந்து கவனி,se på
849,anschauen::V,கூர்ந்து கவனி,betragte
850,ansehen::V,கவனி,anse
851,hören::V,கேள்,høre
852,zuhören::V,சுவைத்துப் பார்,høre til
853,probieren::V,ருசி,smage
854,probieren::V,ருசி,smage på
855,riechen::V,முகர்ந்து பார்,lugte
856,fühlen::V,தொட்டுணர்,føle
857,scheinen::V,காணப்படு,synes
858,zu sehen sein::V,தோன்றுதல்,synes
859,vernehmen::V,கேள்,erfare
860,frieren::V,குதுகுதுகு,fryse
861,tun::V,செய்,gøre
862,können::V,இயல்வது,kunne
863,wollen::V,விரும்பு,ville
864,anfangen::V,தொடங்கு,begynde
865,beenden::V,முடி,afslutte
866,aufhören::V,நிறுத்து,ophøre
867,aufhören::V,நிறுத்து,holde op
868,gelingen::V,வெற்றி,lykkes
869,geraten::V,ஏற்படுத்து,blive
870,öffnen::V,திற,åbne
871,schließen::V,மூடு,lukke
872,stellen::V,வை,stille
873,setzen::V,வை,sætte
874,legen::V,பரப்பி வை,lægge
875,berühren::V,பதி,berøre
876,verbinden::V,சேர்,forbinde
877,bedecken::V,உறைபோடு,dække
878,bedecken::V,உறைபோடு,bedække
879,aufhängen::V,தொங்கவிடு,hænge
880,aufhängen::V,தொங்கவிடு,hænge op
881,anzünden::V,எரியூட்டு,tænde
882,anzünden::V,எரியூட்டு,antænde
883,aufheben::V,பொறுக்கி எடு,løfte
884,aufheben::V,பொறுக்கி எடு,tage op
885,zurücklassen::V,விட்டுச் செல்,lade tilbage
886,verlieren::V,இழ,miste
887,fallen lassen::V,அளவில் குறைவு,tabe
888,fallen lassen::V,அளவில் குறைவு,droppe
889,machen::V,தயார்செய்,gøre
890,herstellen::V,உற்பத்தி செய்,fremstille
891,bauen::V,கட்டு,bygge
892,reparieren::V,பழுது பார்,reparere
893,verbessern::V,மேம்படுத்து,rette
894,verbessern::V,மேம்படுத்து,forbedre
895,ändern::V,மாற்றி அமை,ændre
896,graben::V,குழி வெட்டு,grave
897,beugen::V,வனை,bøje
898,biegen::V,வனை,bøje
899,drehen::V,சுழல்,dreje
900,wenden::V,குடைகவிழு,vende
901,umdrehen::V,சுற்றும் முற்றும் பார்,dreje om
902,heben::V,தூக்கு,hæve
903,hochheben::V,தூக்கு,løfte
904,ergreifen::V,பறி,gribe fat i
905,halten::V,பிடித்துக் கொள்,holde
906,drücken::V,அழுத்து,trykke
907,schieben::V,தள்ளு,skyde
908,schieben::V,தள்ளு,skubbe
909,kratzen::V,கீறு,klø
910,kratzen::V,கீறு,kradse
911,lecken::V,நக்கு,slikke
912,beißen::V,கடி,bide
913,abreißen::V,கிழி,rive af
914,abschneiden::V,வெட்டி எடு,skære af
915,binden::V,கட்டு,binde
916,stecken::V,பதிய வை,stikke
917,brechen::V,உடை,brække
918,klopfen::V,தட்டு,banke
919,hauen::V,அடி,hugge
920,kleben::V,ஒட்டு,klistre
921,reiben::V,தேய்,gnide
922,streichen::V,பரவச்செய்,smøre
923,schleifen::V,அரை,slibe
924,schneiden::V,துண்டாக்கு,skære
925,schneiden::V,துண்டாக்கு,klippe
926,rütteln::V,மெல்ல தள்ளு,ruske
927,schütteln::V,குலுக்கு,ryste
928,schwenken::V,ஊஞ்சலாடு,svinge
929,schütten::V,ஊற்று,hælde
930,füllen::V,நிரப்பு,fylde
931,einwickeln::V,சுற்று,pakke ind
932,tragen::V,எடுத்துச் செல்,bære
933,schleppen::V,இழுத்துச் செல்,slæbe
934,ziehen::V,இழு,trække
935,aufbewahren::V,வைத்துக் கொள்,opbevare
936,werfen::V,வீசி எறி,kaste
937,fangen::V,பிடி,fange
938,packen::V,பிடித்துக்கொள்,gribe
939,verstecken::V,மறை,gemme
940,teilen::V,பாகங்களாகப் பிரி,dele
941,schicken::V,அனுப்பு,sende
942,bringen::V,கொண்டு வா,bringe
943,hinzufügen::V,சேர்,tilføje
944,bekommen::V,பெறு,få
945,erhalten::V,பெறு,få
946,nehmen::V,எடு,tage
947,wählen::V,தேர்ந்தெடு,vælge
948,auswählen::V,தேர்ல்தெடு,udvælge
949,bewahren::V,கெடாது பேணு,bevare
950,behindern::V,தடங்கல் செய்,hindre
951,behindern::V,தடங்கல் செய்,forhindre
952,verderben::V,நாசமாக்கு,ødelægge
953,beschädigen::V,சேதப்படுத்து,beskadige
954,zerbrechen::V,உடை,brække itu
955,zerreißen::V,கிழி,rive itu
956,zerstören::V,அழி,ødelægge
957,verbrennen::V,எரியூட்டு,brænde
958,geben::V,கொடு,give
959,reichen::V,வழங்கு,række
960,schenken::V,மொயத்தல்,forære
961,versprechen::V,உறுதியளி,love
962,wünschen::V,ஆசைப்படு,ønske
963,loben::V,புகழ்ச்சி கூறு,rose
964,küssen::V,முத்தமிடு,kysse
965,wiegen::V,ஆட்டுத்தல்,vugge
966,zudecken::V,உறைபோடு,dække til
967,wecken::V,எழுப்பு,vække
968,zeigen::V,காட்டு,vise
969,führen::V,வழிகாட்டி,føre
970,lehren::V,சொல்லிக் கொடு,lære
971,unterrichten::V,அறிவுரை கூறு,undervise
972,aufziehen::V,வளர்,opdrage
973,leiten::V,அழைத்துச் செல்,lede
974,antreiben::V,தூண்டு,skynde på
975,lassen::V,விடு,få til at
976,einladen::V,அழை,indbyde
977,einladen::V,அழை,invitere
978,vereinigen::V,ஒன்றாகச் சேர்,forene
979,besuchen::V,வருகை புரி,besøge
980,treffen::V,சந்தி,møde
981,sich versammeln::V,தொகுப்பு,forsamles
982,spielen::V,விளையாடு,lege
983,spielen::V,விளையாடு,spille
984,singen::V,பாடு,synge
985,tanzen::V,நடனமாடு,danse
986,sich trennen::V,தனிப்படடுத்து,skilles
987,verlassen::V,கைவிடு,forlade
988,retten::V,காப்பாற்று,redde
989,bewachen::V,காவல் செய்,bevogte
990,schützen::V,பாதுகாப்பு செய்,skærme
991,schützen::V,பாதுகாப்பு செய்,beskytte
992,verteidigen::V,எதிர்த்து நில்,forsvare
993,sich schlagen::V,பூசலிடு,slås
994,schießen::V,சுட்டுக் கொல்,skyde
995,siegen::V,வெற்றி பெறு,sejre
996,ärgern::V,எரிச்சலூட்டு,ærgre
997,schlagen::V,அடி,slå
998,treten::V,உதை,sparke
999,stechen::V,கொட்டு,stikke
1000,stoßen::V,நெருக்கு,støde
1001,stehlen::V,திருடு,stjæle
1002,stören::V,தொல்லைகொடு,forstyrre
1003,belästigen::V,தொல்லை கொடு,genere
1004,belästigen::V,தொல்லை கொடு,ulejlige
1005,verbergen::V,மறை,skjule
1006,täuschen::V,ஏமாற்று,villede
1007,betrügen::V,ஏமாற்று,bedrage
1008,töten::V,கொல்,dræbe
1009,wohnen::V,தங்கியிரு,bo
1010,arbeiten::V,வேலை செய்,arbejde
1011,sammeln::V,ஒன்றுசேர்,samle
1012,pflücken::V,கொய்து எடு,plukke
1013,jagen::V,வேட்டையாடு,jage
1014,fischen::V,மீன் பிடி,fiske
1015,fassen::V,பிடி,fange
1016,hüten::V,காவல் செய்,vogte
1017,treiben::V,ஓட்டு,drive
1018,anbinden::V,கட்டு,binde fast
1019,füttern::V,உணவளி,fodre
1020,melken::V,பால் கற,malke
1021,hacken::V,வெட்டி எடு,hakke
1022,gießen::V,நீர்ப் பாய்ச்சு,hælde
1023,reifen::V,பழு,modne
1024,zubereiten::V,சமையல் செய்,tilberede
1025,kochen::V,வேகவை,koge
1026,backen::V,வெப்பத்தில் வாட்டு,bage
1027,braten::V,பொரியச் செய்,stege
1028,umrühren::V,கலக்கு,røre om
1029,stricken::V,பின்னியிழை,strikke
1030,nähen::V,தையல் வேலை செய்,sy
1031,färben::V,வண்ணம் பெறச் செய்,farve
1032,reinigen::V,சுத்தம் செய்,rense
1033,reinigen::V,சுத்தம் செய்,gøre ren
1034,waschen::V,கழுவு,vaske
1035,abwischen::V,துடை,tørre af
1036,spülen::V,அலசு,skylle
1037,fegen::V,பெறுக்கு,feje
1038,kehren::V,பெறுக்கு,feje
1039,baden::V,குளி,bade
1040,sich waschen::V,கழுவு,vaske sig
1041,ausziehen::V,கழற்று,tage af
1042,anziehen::V,புனைதல்,tage på
1043,sich anziehen::V,உடுத்துதல்,klæde sig på
1044,kämmen::V,தலை வாரிக் கொள்,rede
1045,kämmen::V,தலை வாரிக் கொள்,frisere
1046,schmücken::V,அழகுபடுத்து,pynte
1047,schmücken::V,அழகுபடுத்து,smykke
1048,sagen::V,சொல்,sige
1049,sprechen::V,பேசு,snakke
1050,reden::V,பெசு,tale
1051,reden::V,பெசு,snakke
1052,sich unterhalten::V,இயல்பாக பேசிக்கொண்டிரு,snakke sammen
1053,fragen::V,கேள்,spørge
1054,bitten::V,வேண்டு,bede
1055,erzählen::V,சொல்,berette
1056,erzählen::V,சொல்,fortælle
1057,mitteilen::V,சொல்,meddele
1058,nennen::V,பெயரிடுதல்,nævne
1059,rufen::V,கூச்சலிடு,råbe
1060,prahlen::V,தற்பெருமை பேசு,prale
1061,übersetzen::V,மொழிபெயர்ப்பு செய்,oversætte
1062,denken::V,யோசி,tænke
1063,glauben::V,நம்பு,tro
1064,bemerken::V,கவனி,bemærke
1065,bemerken::V,கவனி,lægge mærke til
1066,erkennen::V,அடையாளம் கண்டுகொள்,genkende
1067,begreifen::V,பற்றிக்கொள்,begribe
1068,verstehen::V,புரிந்து கொள்,forstå
1069,lernen::V,கற்றுக்கொள்,lære
1070,wissen::V,தெரிந்திரு,vide
1071,sich erinnern an::V,நினைவு கூர்,mindes
1072,sich erinnern an::V,நினைவு கூர்,huske på
1073,vergessen::V,மற,glemme
1074,messen::V,அளவிடு,måle
1075,zählen::V,எண்ணு,tælle
1076,rechnen::V,கணக்கிடு,regne
1077,lesen::V,படி,læse
1078,malen::V,வண்ணச்சித்திரம்,male
1079,zeichnen::V,வரை,tegne
1080,schreiben::V,எழுது,skrive
1081,besitzen::V,உடைமையாகக் கொண்டிரு,eje
1082,besitzen::V,உடைமையாகக் கொண்டிரு,besidde
1083,kaufen::V,வாங்கு,købe
1084,verkaufen::V,விற்பனை செய்,sælge
1085,bezahlen::V,இறுத்தல்,betale
1086,zahlen::V,பணம் செலுத்து,betale
1087,beherrschen::V,ஆட்சிசெய்,beherske
1088,ertragen::V,தாங்கு,tåle
1089,ertragen::V,தாங்கு,udholde
