,Concept_ID,et,bg
862,wir::PRN,me,ние
863,ihr::PRN,te,вие
864,sie::PRN,nad,те
865,was::FPRN,mis,що
866,was::FPRN,mis,какво
867,wer::FPRN,kes,кой
868,wo::FADV,kus,къде
869,wohin::FADV,kuhu,накъде
870,wohin::FADV,kuhu,накъдето
871,wie::FADV,kuidas,как
872,warum::FADV,miks,защо
873,wieviel::FNUM,mitu,колко
874,wieviel::FNUM,kui palju,колко
875,eins::NUM,üks,един
876,zwei::NUM,kaks,два
877,drei::NUM,kolm,три
878,vier::NUM,neli,четири
879,fünf::NUM,viis,пет
880,sechs::NUM,kuus,шест
881,sieben::NUM,seitse,седем
882,acht::NUM,kaheksa,осем
883,neun::NUM,üheksa,девет
884,zehn::NUM,kümme,десет
885,elf::NUM,üksteist,единайсет
886,elf::NUM,üksteist,единадесет
887,zwölf::NUM,kaksteist,дванайсет
888,zwölf::NUM,kaksteist,дванадесет
889,zwanzig::NUM,kakskümmend,двайсет
890,zwanzig::NUM,kakskümmend,двадесет
891,dreißig::NUM,kolmkümmend,тридесет
892,vierzig::NUM,nelikümmend,четиридесет
893,fünfzig::NUM,viiskümmend,петдесет
894,sechzig::NUM,kuuskümmend,шестдесет
895,siebzig::NUM,seitsekümmend,седемдесет
896,achtzig::NUM,kaheksakümmend,осемдесет
897,neunzig::NUM,üheksakümmend,деветдесет
898,hundert::NUM,sada,сто
899,tausend::NUM,tuhat,хиляда
900,und::CNJ,ja,а
901,und::CNJ,ja,та
902,oder::CNJ,või,или
903,stehen::V,seisma,стоя
904,sitzen::V,istuma,седя
905,liegen::V,lamama,лежа
906,hängen::V,rippuma,вися
907,werden::V,saama,бъда
908,werden::V,saama,стана
909,werden::V,hakkama,бъда
910,werden::V,hakkama,стана
911,passieren::V,juhtuma,случа се
912,beginnen::V,algama,започна
913,beginnen::V,hakkama,започна
914,enden::V,lõppema,свърша
915,wechseln::V,vahelduma,променям
916,aufgehen[Sonne]::V,tõusma,изгрея
917,untergehen[Sonne]::V,loojuma,заляза
918,scheinen[Sonne]::V,paistma,грея
919,scheinen[Sonne]::V,paistma,светя
920,donnern::V,kõmisema,гърмя
921,wehen::V,puhuma,вея
922,wehen::V,puhuma,духам
923,strömen::V,voolama,тека
924,strömen::V,voolama,лея се
925,fließen::V,voolama,тека
926,sich drehen::V,pöörduma,въртя се
927,schwanken::V,kõikuma,клатя се
928,schwingen::V,võnkuma,трептя
929,fallen::V,langema,падам
930,brennen::V,põlema,горя
931,rauchen::V,suitsema,димя
932,regnen::V,sadama,вали дъжд
933,gefrieren::V,kinni külmuma,замръзна
934,tauen::V,sulama,топя се
935,schmelzen::V,sulama,разтопя се
936,trocknen::V,kuivama,съхна
937,sieden::V,keema,вря
938,sieden::V,keema,кипя
939,faulen::V,mädanema,гния
940,verfaulen::V,mädanema,изгния
941,reißen::V,rebenema,напукам се
942,versinken::V,uppuma,потъна
943,vergehen::V,mööduma,минавам
944,erscheinen::V,ilmuma,явя се
945,verschwinden::V,kaduma,изчезна
946,sinken::V,vajuma,падна
947,sinken::V,langema,падна
948,abnehmen::V,vähenema,отслабна
949,abnehmen::V,kahenema,отслабна
950,zunehmen::V,kasvama,нарасна
951,steigen::V,tõusma,увелича се
952,steigen::V,tõusma,покачвам се
953,steigen::V,üles minema,увелича се
954,steigen::V,üles minema,покачвам се
955,wachsen::V,kasvama,раста
956,glänzen::V,läikimä,лъщя
957,glänzen::V,läikimä,блестя
958,funkeln::V,sädelema,искря
959,lärmen::V,lärmama,шумя
960,läuten::V,helisema,звъня
961,klingeln::V,helisema,звъня
962,klirren::V,kõlisema,звънтя
963,klirren::V,kõlisema,дрънкам
964,brausen::V,kohisema,буча
965,rauschen::V,kohisema,шумя
966,klingen::V,kõlama,звуча
967,bellen::V,haukuma,лая
968,heulen::V,uluma,вия
969,heulen::V,uluma,рева
970,blasen::V,puhuma,духна
971,pfeifen::V,vilistama,свиря
972,schreien::V,karjuma,крещя
973,stöhnen::V,oigama,стена
974,stöhnen::V,oigama,пъшкам
975,zittern::V,värisema,треперя
976,leben::V,elama,живея
977,leben::V,elus olema,живея
978,geboren werden::V,sündima,родя се
979,atmen::V,hingama,дишам
980,trinken::V,jooma,пия
981,essen::V,sööma,ям
982,schlucken::V,neelama,гълтам
983,müde werden::V,väsima,уморя се
984,einschlafen::V,uinuma,заспя
985,schlafen::V,magama,спя
986,aufwachen::V,ärkama,събудя се
987,aufstehen::V,ärkama,стана
988,aufstehen::V,üles tõusma,стана
989,sich erholen::V,puhkama,отдъхвам си
990,krank werden::V,haigestuma,заболея
991,krank werden::V,haigeks jääma,заболея
992,krank sein::V,haige olema,боледувам
993,schmerzen::V,valutama,боля
994,husten::V,köhima,кашлям
995,genesen::V,toibuma,оздравея
996,sterben::V,surema,умра
997,umkommen::V,surma saama,загина
998,sich bewegen::V,liikuma,движа се
999,sich bewegen::V,liikuma,мърдам се
1000,sich rühren::V,liikuma,движа се
1001,sich erheben::V,kerkima,стана
1002,sich setzen::V,istet võtma,седна
1003,hinfallen::V,kukkuma,падна
1004,hinfallen::V,maha kukkuma,падна
1005,laufen::V,kõndima,ходя
1006,schreiten::V,astuma,крача
1007,spazierengehen::V,jalutama,разхождам се
1008,eilen::V,ruttama,бързам
1009,eilen::V,kiirustama,бързам
1010,sich beeilen::V,ruttama,побързам
1011,sich beeilen::V,kiirustama,побързам
1012,sausen::V,kihutama,тичам
1013,sausen::V,tormama,тичам
1014,rennen::V,jooksma,бягам
1015,rennen::V,kihutama,бягам
1016,springen::V,hüppama,скачам
1017,klettern::V,ronima,катеря се
1018,schaukeln::V,kiikuma,люлея се
1019,kriechen::V,roomama,лазя
1020,kriechen::V,roomama,пълзя
1021,schwimmen::V,ujuma,плувам
1022,tauchen::V,sukelduma,гмуркам се
1023,rudern::V,sõudma,греба
1024,fahren::V,sõitma,пътувам
1025,fliegen::V,lendama,летя
1026,fliegen::V,lendama,хвърча
1027,gehen::V,käima,ида
1028,gehen::V,käima,вървя
1029,gehen::V,minema,ида
1030,gehen::V,minema,вървя
1031,weggehen::V,ära minema,отида си
1032,weggehen::V,välja minema,отида си
1033,abfahren::V,väljuma,отпътувам
1034,abfahren::V,ära sõitma,отпътувам
1035,anhalten::V,peatuma,спра се
1036,hineingehen::V,sisenema,влизам
1037,hineingehen::V,sisse minema,влизам
1038,eintreten::V,sisenema,вляза
1039,eintreten::V,sisse astuma,вляза
1040,kommen::V,tulema,ида
1041,kommen::V,tulema,дойда
1042,ankommen::V,saabuma,пристигна
1043,zurückkommen::V,tagasi tulema,върна се
1044,bleiben::V,jääma,остана
1045,warten::V,ootama,чакам
1046,erwarten::V,ootama,очаквам
1047,erwarten::V,lootma,очаквам
1048,suchen::V,otsima,търся
1049,finden::V,leidma,намеря
1050,versuchen::V,püüdma,опитам
1051,versuchen::V,üritama,опитам
1052,versuchen::V,katsetama,опитам
1053,vorbereiten::V,valmistama,подготвя
1054,lieben::V,armastama,любя
1055,mögen::V,sallima,обичам
1056,mögen::V,meeldima,обичам
1057,lachen::V,naerma,смея се
1058,rühren::V,liigutama,трогна
1059,rühren::V,heldima panema,трогна
1060,weinen::V,nutma,плача
1061,schimpfen::V,sõimama,ругая
1062,schimpfen::V,sõimama,псувам
1063,sich ärgern::V,ärrituma,ядосам се
1064,sich ärgern::V,vihastuma,ядосам се
1065,sich fürchten::V,kartma,боя се
1066,sich fürchten::V,kartma,страхувам се
1067,sich fürchten::V,hirmu tundma,боя се
1068,sich fürchten::V,hirmu tundma,страхувам се
1069,fürchten::V,kartma,боя се от
1070,fürchten::V,kartma,страхувам се от
1071,fliehen::V,põgenema,бягам
1072,flüchten::V,põgenema,бягам
1073,flüchten::V,põgenema,избягам
1074,sehen::V,nägema,видя
1075,anschauen::V,vaatama,гледам
1076,ansehen::V,vaatama,поглеждам
1077,hören::V,kuulma,чувам
1078,zuhören::V,kuulama,слушам
1079,probieren::V,proovima,опитам
1080,riechen::V,nuusutama,подуша
1081,fühlen::V,tundma,усещам
1082,fühlen::V,tundma,чувствувам
1083,scheinen::V,näida,изглеждам
1084,scheinen::V,ilmuda,изглеждам
1085,zu sehen sein::V,ilmuma,виждам се
1086,vernehmen::V,üle kuulama,доловя
1087,frieren::V,külmetada,мръзна
1088,tun::V,tegema,правя
1089,können::V,võima,мога
1090,können::V,oskama,мога
1091,wollen::V,tahtma,ща
1092,wollen::V,tahtma,искам
1093,anfangen::V,hakkama,започна
1094,anfangen::V,alustama,започна
1095,beenden::V,lõpetama,свърша
1096,beenden::V,lõpetama,завърша
1097,aufhören::V,lakkama,престана
1098,gelingen::V,õnnestuma,успея
1099,gelingen::V,õnnestuma,сполуча
1100,geraten::V,jõudma,удам се
1101,öffnen::V,avama,отворя
1102,schließen::V,sulgema,затворя
1103,stellen::V,panema,поставя
1104,stellen::V,asetama,поставя
1105,setzen::V,panema,туря
1106,legen::V,panema,сложа
1107,legen::V,panema,слагам
1108,legen::V,asetama,сложа
1109,legen::V,asetama,слагам
1110,berühren::V,riivama,докосна
1111,berühren::V,puudutama,докосна
1112,verbinden::V,ühendama,свържа
1113,bedecken::V,katma,покрия
1114,aufhängen::V,riputama,закача
1115,anzünden::V,süütama,запаля
1116,aufheben::V,üles tõstma,вдигна
1117,aufheben::V,üles tõstma,повдигна
1118,zurücklassen::V,jätma,оставя
1119,verlieren::V,kaotama,загубя
1120,fallen lassen::V,maha pillama,изпусна
1121,fallen lassen::V,kukkuda laskma,изпусна
1122,machen::V,tegema,направя
1123,herstellen::V,valmistama,произведа
1124,bauen::V,ehitama,строя
1125,reparieren::V,parandama,поправя
1126,verbessern::V,parandama,подобря
1127,ändern::V,muutma,променя
1128,ändern::V,ümber tegema,променя
1129,graben::V,kaevama,копая
1130,beugen::V,painutama,прегъна
1131,biegen::V,painutama,прегъна
1132,drehen::V,keerama,въртя
1133,wenden::V,ümber pöörama,обърна
1134,umdrehen::V,ümber keerama,обърна
1135,heben::V,tõstma,вдигам
1136,hochheben::V,üles tõstma,издигна
1137,hochheben::V,kõrgele tõstma,издигна
1138,ergreifen::V,haarama,хвана
1139,ergreifen::V,haarama,обхвана
1140,halten::V,hoidma,държа
1141,drücken::V,pigistama,натискам
1142,drücken::V,pigistama,притискам
1143,schieben::V,lükkama,тикам
1144,kratzen::V,kraapima,одраскам
1145,lecken::V,lakkuma,лижа
1146,lecken::V,lakkuma,ближа
1147,beißen::V,purema,хапя
1148,beißen::V,purema,ухапя
1149,beißen::V,hammustama,хапя
1150,beißen::V,hammustama,ухапя
1151,abreißen::V,rebima,откъсна
1152,abreißen::V,ära rebima,откъсна
1153,abschneiden::V,ära lõikama,отрежа
1154,binden::V,siduma,вържа
1155,stecken::V,pistma,пъхна
1156,brechen::V,murdma,троша
1157,klopfen::V,koputama,чукам
1158,hauen::V,lööma,бия
1159,kleben::V,kleepima,лепя
1160,kleben::V,kleepima,залепя
1161,reiben::V,hõõruma,трия
1162,reiben::V,hõõruma,търкам
1163,streichen::V,silitama,намажа
1164,schleifen::V,lihvima,остря
1165,schleifen::V,teritama,остря
1166,schneiden::V,lõikama,режа
1167,rütteln::V,raputama,разтърсвам
1168,schütteln::V,raputama,клатя
1169,schütteln::V,raputama,друсам
1170,schütteln::V,loksutama,клатя
1171,schütteln::V,loksutama,друсам
1172,schwenken::V,vehkima,размахам
1173,schwenken::V,lehvitama,размахам
1174,schütten::V,kallama,сипя
1175,füllen::V,täitma,напълня
1176,einwickeln::V,sisse mähkima,увия
1177,einwickeln::V,sisse mähkima,завия
1178,tragen::V,kandma,нося
1179,schleppen::V,tassima,влача
1180,schleppen::V,lohistama,влача
1181,ziehen::V,vedama,тегля
1182,ziehen::V,vedama,дръпна
1183,ziehen::V,tõmbama,тегля
1184,ziehen::V,tõmbama,дръпна
1185,aufbewahren::V,säilitama,съхраня
1186,aufbewahren::V,alal hoidma,съхраня
1187,werfen::V,viskama,хвърля
1188,fangen::V,püüdma,ловя
1189,fangen::V,püüdma,уловя
1190,packen::V,kinni haarama,хвана
1191,packen::V,kinni võtma,хвана
1192,verstecken::V,peitma,крия
1193,verstecken::V,peitma,скрия
1194,teilen::V,jagama,разделя
1195,teilen::V,jaotama,разделя
1196,schicken::V,saatma,изпращам
1197,bringen::V,viima,донеса
1198,hinzufügen::V,lisama,прибавя
1199,bekommen::V,saama,сдобия се
1200,erhalten::V,saama,получа
1201,nehmen::V,võtma,взема
1202,wählen::V,valima,избирам
1203,auswählen::V,valima,избера
1204,bewahren::V,hoidma,пазя
1205,behindern::V,takistama,преча
1206,behindern::V,takistama,спъвам
1207,verderben::V,rikkuma,разваля
1208,beschädigen::V,rikkuma,повредя
1209,zerbrechen::V,katki tegema,счупя
1210,zerreißen::V,katki rebima,скъсам
1211,zerstören::V,purustama,разруша
1212,verbrennen::V,põletama,изгоря
1213,geben::V,andma,дам
1214,reichen::V,andma,подам
1215,reichen::V,ulatama,подам
1216,schenken::V,kinkima,подаря
1217,versprechen::V,lubama,обещая
1218,versprechen::V,tõotama,обещая
1219,wünschen::V,soovima,желая
1220,loben::V,kiitma,хваля
1221,küssen::V,suudlema,целувам
1222,wiegen::V,hällitama,люлея
1223,zudecken::V,kaanetama,покрия
1224,zudecken::V,kinni katma,покрия
1225,wecken::V,äratama,събудя
1226,zeigen::V,näitama,покажа
1227,führen::V,juhatama,водя
1228,führen::V,juhatama,заведа
1229,lehren::V,õpetama,уча
1230,unterrichten::V,õpetama,преподавам
1231,aufziehen::V,üles kasvatama,отгледам
1232,leiten::V,juhtima,ръководя
1233,leiten::V,juhtima,управлявам
1234,antreiben::V,ergutama,подкарвам
1235,lassen::V,laskma,накарам
1236,einladen::V,kutsuma,поканя
1237,vereinigen::V,ühendama,съединя
1238,besuchen::V,külastama,посетя
1239,treffen::V,kohtama,срещна
1240,sich versammeln::V,kogunema,събера се
1241,spielen::V,mängima,играя
1242,singen::V,laulma,пея
1243,tanzen::V,tantsima,танцувам
1244,sich trennen::V,lahku minema,разделя се
1245,verlassen::V,maha jätma,напусна
1246,retten::V,päästma,спася
1247,bewachen::V,valvama,охранявам
1248,schützen::V,kaitsma,запазя
1249,verteidigen::V,kaitsma,защитя
1250,sich schlagen::V,kaklema,бия се
1251,schießen::V,tulistama,стрелям
1252,siegen::V,võitma,победя
1253,ärgern::V,ärritama,ядосам
1254,ärgern::V,vihastama,ядосам
1255,schlagen::V,lööma,бия
1256,schlagen::V,lööma,ударя
1257,treten::V,sõtkuma,ритам
1258,stechen::V,pistma,бодна
1259,stechen::V,torkama,бодна
1260,stoßen::V,tõukama,бутна
1261,stoßen::V,tõukama,блъсна
1262,stehlen::V,varastama,
1263,stören::V,segama,смутя
1264,stören::V,häirima,смутя
1265,belästigen::V,ahistama,отегча
1266,belästigen::V,ahistama,безпокоя
1267,verbergen::V,peitma,скрия
1268,verbergen::V,varjama,скрия
1269,täuschen::V,petma,измамя
1270,täuschen::V,tüssama,измамя
1271,betrügen::V,petma,измамя
1272,betrügen::V,tüssama,измамя
1273,betrügen::V,truudust murtma,измамя
1274,töten::V,tapma,убия
1275,töten::V,tapma,умъртвя
1276,töten::V,surmama,убия
1277,töten::V,surmama,умъртвя
1278,wohnen::V,elama,живея
1279,arbeiten::V,töötama,работя
1280,sammeln::V,koguma,събера
1281,sammeln::V,korjama,събера
1282,pflücken::V,noppima,бера
1283,pflücken::V,noppima,откъсна
1284,jagen::V,jahtima,ловувам
1285,fischen::V,kalastama,ловя риба
1286,fischen::V,kala püüdma,ловя риба
1287,fassen::V,püüdma,хвана
1288,hüten::V,karjatama,пазя
1289,treiben::V,ajama,карам
1290,anbinden::V,kinni siduma,завържа
1291,füttern::V,söötma,храня
1292,melken::V,lüpsma,доя
1293,hacken::V,raiuma,сека
1294,hacken::V,lõhkuma,сека
1295,gießen::V,kastma,полея
1296,reifen::V,valmima,узрея
1297,zubereiten::V,valmistama,приготвя
1298,kochen::V,keetma,варя
1299,backen::V,küpsetama,пека
1300,braten::V,praadima,пържа
1301,umrühren::V,segama,разбъркам
1302,stricken::V,kuduma,плета
1303,nähen::V,õmblema,шия
1304,färben::V,värvima,боядисам
1305,reinigen::V,puhastama,почистя
1306,waschen::V,pesema,мия
1307,waschen::V,pesema,пера
1308,abwischen::V,puhtaks pühkima,избърша
1309,spülen::V,uhtma,плакна
1310,fegen::V,pühkima,измета
1311,kehren::V,pühkima,мета
1312,baden::V,suplema,къпя се
1313,baden::V,kümblema,къпя се
1314,sich waschen::V,end pesema,мия се
1315,ausziehen::V,käest võtma,съблека
1316,ausziehen::V,jalast võtma,съблека
1317,ausziehen::V,seljast võtma,съблека
1318,anziehen::V,jalga panema,облека
1319,sich anziehen::V,riietuma,облека се
1320,kämmen::V,kammima,реша
1321,kämmen::V,kammima,вчеша
1322,schmücken::V,kaunistama,накича
1323,sagen::V,ütlema,кажа
1324,sprechen::V,rääkima,говоря
1325,sprechen::V,kõnelema,говоря
1326,reden::V,kõnelema,говоря
1327,sich unterhalten::V,vestlema,разговарям
1328,fragen::V,küsima,запитам
1329,bitten::V,paluma,моля
1330,erzählen::V,jutustama,разкажа
1331,mitteilen::V,teatama,съобщя
1332,mitteilen::V,teada andma,съобщя
1333,nennen::V,nimetama,нарека
1334,rufen::V,kutsuma,викам
1335,rufen::V,kutsuma,повикам
1336,prahlen::V,hooplema,хваля се
1337,übersetzen::V,tõlkima,преведа
1338,denken::V,mõtlema,мисля
1339,glauben::V,uskuma,вярвам
1340,bemerken::V,märkama,забележа
1341,erkennen::V,ära tundma,позная
1342,begreifen::V,aru saama,схвана
1343,verstehen::V,mõistma,разбера
1344,lernen::V,õppima,уча се
1345,wissen::V,teadma,зная
1346,sich erinnern an::V,mäletama,спомня си за
1347,vergessen::V,unustama,забравя
1348,messen::V,mõõtma,меря
1349,zählen::V,loendama,броя
1350,rechnen::V,arvutama,сметна
1351,lesen::V,lugema,чета
1352,malen::V,maalima,рисувам
1353,zeichnen::V,joonistama,рисувам
1354,schreiben::V,kirjutama,пиша
1355,besitzen::V,omama,имам
1356,besitzen::V,omama,притежавам
1357,kaufen::V,ostma,купя
1358,kaufen::V,ostma,купувам
1359,verkaufen::V,müüma,продам
1360,bezahlen::V,tasuma,заплатя
1361,zahlen::V,maksma,платя
1362,beherrschen::V,valitsema,владея
1363,ertragen::V,taluma,понеса
