,Concept_ID,te,he
685,ihr::PRN,మీరు,לה
686,sie::PRN,వారు,הם
687,was::FPRN,ఏమి,מה
688,wer::FPRN,ఎవడు,מי
689,wo::FADV,ఎక్కడ,איפה
690,wohin::FADV,ఎందుకు,לאן
691,wie::FADV,ఎట్టు,איך
692,warum::FADV,ఏల,למה
693,wieviel::FNUM,ఎంత,כמה
694,eins::NUM,ఒకటి,אחד
695,zwei::NUM,రెండు,שתים
696,drei::NUM,మూడు,שלושה
697,vier::NUM,నాలుగు,ארבעה
698,fünf::NUM,అయిదు,חמשה
699,sechs::NUM,ఆఱు,ששה
700,sieben::NUM,ఏరు,שבעה
701,acht::NUM,ఎనిమదు,שמונה
702,neun::NUM,తొమ్మిది,תשעה
703,zehn::NUM,పది,עשרה
704,elf::NUM,పదునొకొండు,אחת עשרה
705,zwölf::NUM,పండ్రండు,שתים עשרה
706,zwanzig::NUM,ఇరుపది,עשרים
707,dreißig::NUM,ముప్పది,שלושים
708,vierzig::NUM,నలువది,ארבעים
709,fünfzig::NUM,ఏబది,חמשים
710,sechzig::NUM,అరుపది,ששים
711,siebzig::NUM,డెబ్బది,שבעים
712,achtzig::NUM,ఎనుబది,שמונים
713,neunzig::NUM,తొంబది,תשעים
714,hundert::NUM,నూఱు,מאה
715,tausend::NUM,వేయి,אלף
716,und::CNJ,మఱియు,ו
717,oder::CNJ,లేక,או
718,stehen::V,నిలుచు,עמד
719,sitzen::V,కూర్చుండు,ישב
720,liegen::V,పండుకొనుట,שכב
721,hängen::V,వ్రేలాడదీయు,היה תלוי
722,werden::V,అగు,הפך ל
723,passieren::V,సంభవించు,קרה
724,beginnen::V,ఆరంభించు,התחיל
725,enden::V,తీరుట,הסתים
726,wechseln::V,మార్చు,השתנה
727,aufgehen[Sonne]::V,ఉదయించు,זרח
728,untergehen[Sonne]::V,అస్తమించు,שקע
729,scheinen[Sonne]::V,ప్రకాశించు,בהק
730,donnern::V,ఉరుముట,רעם
731,wehen::V,దురద్పప్టము,נשב
732,strömen::V,పారుట,זרם
733,fließen::V,ప్రవహించు,זרם
734,sich drehen::V,తిరుగు,הסתובב
735,schwanken::V,ఆడించుట,התנודד
736,schwingen::V,ఊగుట,התנענע
737,fallen::V,పడు,נפל
738,brennen::V,కాలుట,בער
739,rauchen::V,పొగసుట,עשן
740,regnen::V,కురిపించుట,ירד גשם
741,gefrieren::V,గడ్డకట్టు,קפא
742,tauen::V,కరగు,נמס
743,schmelzen::V,కరగు,התיך
744,trocknen::V,యెండుట,התיבש
745,sieden::V,ఉడుకు,רתח
746,faulen::V,క్రుళ్లు,רקב
747,verfaulen::V,క్షిణించు,רקב
748,reißen::V,చించు,נקרע
749,versinken::V,మునుగు,טבע
750,vergehen::V,సంభవించు,עבר
751,erscheinen::V,కనబడు,נגלה
752,erscheinen::V,కనబడు,הופיע
753,verschwinden::V,అదృశ్యమగు,נעלם
754,sinken::V,ముణుగుట,ירד
755,abnehmen::V,తగ్గు,הפחית
756,zunehmen::V,పెరుగుట,רבה
757,steigen::V,లేచు,עלה
758,wachsen::V,పెరుగు,גדל
759,glänzen::V,ప్రకాశించు,נצץ
760,glänzen::V,ప్రకాశించు,בהק
761,funkeln::V,ప్రకాశించు,נצנץ
762,lärmen::V,అరుచుట,רעש
763,läuten::V,మేళవించుట,צלצל
764,klingeln::V,వాయించుట,צלצל
765,klirren::V,ఘంటానాదము,קרקש
766,brausen::V,గర్జించు,געש
767,rauschen::V,చటచటమనుట,רשרש
768,klingen::V,ధ్వనించుట,נשמע
769,bellen::V,అఱచు,נבח
770,heulen::V,కూయు,ילל
771,blasen::V,దురద్పప్టము,נשף
772,pfeifen::V,ఈలవేయు,שרק
773,schreien::V,అఱచు,צעק
774,stöhnen::V,మూలుగు,נאנק
775,zittern::V,వణకు,רעד
776,leben::V,జీవించుట,חי
777,geboren werden::V,పుట్టుట,נולד
778,atmen::V,ఉపిరి తీయు,נשם
779,trinken::V,త్రాగు,שתה
780,essen::V,తిను,אכל
781,schlucken::V,మ్రింగు,בלע
782,müde werden::V,అలయు,התעיף
783,einschlafen::V,నిద్రించు,נרדם
784,schlafen::V,నిద్రురించు,ישן
785,aufwachen::V,మేలుకొను,התעורר
786,aufstehen::V,లేచు,קם
787,sich erholen::V,నడ్డి వాల్చు,נפש
788,krank werden::V,జబ్బుపడు,חלה
789,krank sein::V,జబ్బు చేయు,היה חולה
790,schmerzen::V,నొచ్చుట,כאב
791,husten::V,దగ్గుట,השתעל
792,genesen::V,కుదురుట,הבריא
793,sterben::V,మరణించు,מת
794,umkommen::V,నశించు,נספה
795,sich bewegen::V,కదలు,נע
796,sich rühren::V,కదలు,זז
797,sich erheben::V,లేచు,קם
798,sich setzen::V,కూర్చుణ్డు,התישב
799,hinfallen::V,దొర్లు,נפל
800,laufen::V,నడచు,הלך ברגל
801,schreiten::V,అడుగుపెట్టుట,פסע
802,spazierengehen::V,పచారు చేయు,טיל
803,eilen::V,తొందరపడు,אץ
804,eilen::V,తొందరపడు,מהר
805,sich beeilen::V,త్వరపెట్టు,מהר
806,sausen::V,విసరికొట్టు,אץ
807,rennen::V,పరుగెత్తు,רץ
808,springen::V,దుముకు,קפץ
809,klettern::V,ఎక్కు,טפס
810,schaukeln::V,ఉయ్యాల ఊగు ,התנדנד
811,kriechen::V,ప్రాకు,זחל
812,schwimmen::V,ఈదు,שחה
813,tauchen::V,మునుగు,צלל
814,rudern::V,తెడ్లతోఁగడపు,חתר
815,fahren::V,నడపు,נסע
816,fliegen::V,ఎగురు,עף
817,gehen::V,పోవు,הלך
818,weggehen::V,బయలుదేరు,עזב
819,abfahren::V,విడిచిపోవు,יצא
820,anhalten::V,నిలుపు,עצר
821,hineingehen::V,ప్రవేశించు,נכנס
822,eintreten::V,ప్రవేశించు,נכנס
823,kommen::V,వచ్చు,בא
824,ankommen::V,వచ్చి చేరు,הגיע
825,zurückkommen::V,తిరిగీవచ్చుట,שב
826,zurückkommen::V,తిరిగీవచ్చుట,חזר
827,bleiben::V,ఉండు,נשאר
828,warten::V,కనిపెట్టు,חכה
829,warten::V,కనిపెట్టు,המתין
830,erwarten::V,నిరిక్షించు,צפה
831,suchen::V,వెదకు,חפש
832,finden::V,కనుగొను,מצא
833,versuchen::V,ప్రయత్నించు,נסה
834,vorbereiten::V,తయారుచేయు,הכין
835,lieben::V,ప్రేమించు,אהב
836,mögen::V,ఇష్టపడు,אהב
837,lachen::V,నవ్వు,צחק
838,rühren::V,గుండె తాకు,נגע ללב
839,weinen::V,వీడ్చు,בכה
840,schimpfen::V,గొణుగు,גער
841,sich ärgern::V,అలుగు,זעם
842,sich ärgern::V,అలుగు,כעס
843,sich fürchten::V,భయపడు,פחד
844,sich fürchten::V,భయపడు,חשש
845,fürchten::V,భయపడు,פחד מ
846,fürchten::V,భయపడు,חשש מ
847,fliehen::V,పాఱిపోపు,ברח
848,flüchten::V,తప్పించుకొను,נמלט
849,sehen::V,చూచు,ראה
850,anschauen::V,చూచు,הביט
851,ansehen::V,కాచియుండు,התבונן
852,hören::V,విను,שמע
853,zuhören::V,విను,הקשיב
854,probieren::V,చవిచూచుట,נסה
855,riechen::V,వాసనచూచు,הריח
856,fühlen::V,స్పర్శించుట,חש
857,scheinen::V,కనబడు,נדמה
858,zu sehen sein::V,చూవు,נראה
859,vernehmen::V,విను,נודע ל
860,frieren::V,చలికి వడకు,קר ל
861,tun::V,చేయు,פעל
862,können::V,గల,יכל
863,wollen::V,కోరు,רצה
864,anfangen::V,ఆరంభించు,התחיל
865,beenden::V,ముగించు,גמר
866,aufhören::V,నిలుపు,סים
867,gelingen::V,గెలుపాందు,הצליח
868,geraten::V,వెలువడు,עלה
869,öffnen::V,తెఱచు,פתח
870,schließen::V,మూయు,סגר
871,stellen::V,ఉంచు,העמיד
872,setzen::V,ఉంచు,הושיב
873,legen::V,పెట్టు,שם
874,berühren::V,తాకు,נגע
875,verbinden::V,చేర్చుట,קשר
876,bedecken::V,మూయు,כסה
877,aufhängen::V,వ్రేలాడదీయు,תלה
878,anzünden::V,వెలిగించు,הצית
879,aufheben::V,సేకరించు,אסף
880,zurücklassen::V,విడుచు,השאיר
881,verlieren::V,పోగొట్టుకొను,אבד
882,fallen lassen::V,జాఱవిడుచు,שמט
883,fallen lassen::V,జాఱవిడుచు,הפיל
884,machen::V,చేయు,עשה
885,herstellen::V,ఉత్పత్తిచేయు,יצר
886,bauen::V,నిర్మించు,בנה
887,reparieren::V,సరిచేయు,תקן
888,verbessern::V,వృద్ధి చేయు,שפר
889,ändern::V,మార్చు,שנה
890,graben::V,త్రవ్వు,חפר
891,beugen::V,వంచు,כפף
892,biegen::V,వంచు,כופף
893,drehen::V,నూలువడుకు,סובב
894,wenden::V,త్రిప్పు,הפך
895,umdrehen::V,త్రిప్పు,סובב
896,heben::V,ఎత్తు,הרים
897,hochheben::V,ఎత్తు,הרים
898,ergreifen::V,వశపఱచుకొను,אחז
899,halten::V,ఉంచు,החזיק
900,drücken::V,అణచు,לחץ
901,schieben::V,నొక్కు,הזיז
902,kratzen::V,గోకు,שרט
903,kratzen::V,గోకు,שפשף
904,lecken::V,నాకు,לקק
905,beißen::V,కఱచు,נשך
906,abreißen::V,తెగతెంచు,קרע
907,abschneiden::V,తెగకొట్టు,חתך
908,binden::V,కట్టు,קשר
909,stecken::V,తగులుకొనివుండుట,תקע
910,brechen::V,పగులగొట్టు,שבר
911,klopfen::V,కొట్టు,נקש
912,hauen::V,కొట్టు,הכה
913,kleben::V,అంటుకొను,הדביק
914,reiben::V,రాచు,שפשף
915,streichen::V,వ్యాపింపజేయు,מרח
916,schleifen::V,రాచు,השחיז
917,schneiden::V,కోయు,גזר
918,rütteln::V,కుదిలించుట,נענע
919,schütteln::V,కదల్చు,נער
920,schwenken::V,ఊచుట,נופף
921,schwenken::V,ఊచుట,טלטל
922,schütten::V,పోయు,שפך
923,füllen::V,నింపు,מלא
924,einwickeln::V,చుట్టు,עטף
925,tragen::V,మోయు,נשא
926,schleppen::V,ఈడ్చు,סחב
927,ziehen::V,ఈడ్చు,משך
928,aufbewahren::V,కాపాడు,שמר
929,werfen::V,విసరు,זרק
930,fangen::V,పట్టుకొను,תפס
931,packen::V,పట్టుకొను,אחז
932,verstecken::V,దాచు,החביא
933,teilen::V,భాగించు,חלק
934,schicken::V,పంపు,שלח
935,bringen::V,తెచ్చు,הביא
936,hinzufügen::V,చేర్చు,הוסיף
937,bekommen::V,సంపాదించు,תפס
938,erhalten::V,పుచ్చుకొను,קבל
939,nehmen::V,తీసికొను,אחז
940,wählen::V,ఇష్టపడు,בחר
941,auswählen::V,ఏరుకొను,בחר ב
942,bewahren::V,భద్రపఱుచు,קים
943,behindern::V,అడ్డగించుట,מנע
944,verderben::V,చెఱచు,מנע
945,beschädigen::V,చెరుపుట,הזיק
946,zerbrechen::V,పగులగొట్టు,נשבר
947,zerreißen::V,చించు,קרע
948,zerstören::V,వాశనము చేయు,הרס
949,zerstören::V,వాశనము చేయు,השמיד
950,verbrennen::V,కాల్చు,שרף
951,geben::V,ఇచ్చు,נתן
952,reichen::V,అందుకొనుట,העביר
953,schenken::V,అర్పించు,נתן במתנה
954,versprechen::V,వాగ్దత్తము చేయు,הבטיח
955,wünschen::V,కోరు,אחל
956,loben::V,స్తుతించు,שבח
957,küssen::V,ముద్దుపెట్టుకొను,נשק
958,wiegen::V,ఊచుట,נדנד
959,zudecken::V,మూయు,כסה
960,wecken::V,నిద్రపలేపుట,עורר
961,zeigen::V,చూవు,הראה
962,führen::V,దారిచూపు,הביא
963,führen::V,దారిచూపు,הוביל
964,lehren::V,బోధించు,למד
965,unterrichten::V,నేర్పు,למד
966,aufziehen::V,పెంచు,רומם
967,leiten::V,తీసుకపోవుట,נהל
968,antreiben::V,ప్రేరేపించు,המרץ
969,lassen::V,అనుమతించు,נתן
970,einladen::V,ఆహ్వానించు,הזמין
971,vereinigen::V,కూడుట,אחד
972,vereinigen::V,కూడుట,לכד
973,besuchen::V,పోయి చూచు,בקר
974,treffen::V,కలియు,פגש
975,sich versammeln::V,కూర్చు,התאסף
976,spielen::V,ఆట లాడు,שחק
977,singen::V,పాడు,שר
978,tanzen::V,నృత్యముచేయు,רקד
979,sich trennen::V,ఎడబాయుట,נפרד
980,verlassen::V,విడుచు,עזב
981,retten::V,తప్పించుట,הציל
982,bewachen::V,కాపాడు,שמר
983,schützen::V,రక్షించు,אבטח
984,verteidigen::V,రక్షించు,הגן
985,sich schlagen::V,జగడమాడు,התכתש
986,schießen::V,కాల్చు,ירה
987,siegen::V,గెలుచు,גבר
988,siegen::V,గెలుచు,נצח
989,ärgern::V,పీడించుట,עצבן
990,schlagen::V,కొట్టు,הכה
991,schlagen::V,కొట్టు,הלקה
992,treten::V,తన్ను,בעט
993,stechen::V,కుట్టు,דקר
994,stoßen::V,గెంటు,דחק
995,stehlen::V,దొంగిలించు,גנב
996,stören::V,కలతపఱచు,קטע
997,stören::V,కలతపఱచు,הפריע
998,belästigen::V,పీడించు,הציק
999,belästigen::V,పీడించు,הטריד
1000,verbergen::V,దాచు,הצניע
1001,täuschen::V,మోసము చేయు,שגע
1002,betrügen::V,మోసపుచ్చు,הונה
1003,töten::V,చంపు,הרג
1004,wohnen::V,నివసించు,גר
1005,arbeiten::V,పనిచేయు,עבד
1006,sammeln::V,ప్రోగుచేయు,אסף
1007,pflücken::V,యేరుట,קטף
1008,jagen::V,వేటాడు,צד
1009,fischen::V,వెదకు,דג
1010,fassen::V,పట్టుకొమ,תפס
1011,hüten::V,మందచేరుట,רעה
1012,treiben::V,నడపు,הוציא
1013,anbinden::V,కట్టు,קשר
1014,füttern::V,భోజనము పెట్టు,הלעיט
1015,melken::V,పాలు పితుకు,חלב
1016,hacken::V,నఱకు,קצץ
1017,gießen::V,నీళ్ళుకట్టుట,השקה
1018,reifen::V,పండుట,בשל
1019,zubereiten::V,వండు,הכין
1020,kochen::V,వండు,בשל
1021,backen::V,రొట్టెకాల్చు,אפה
1022,braten::V,వేపు,צלה
1023,braten::V,వేపు,טגן
1024,umrühren::V,కదులుట,ערבב
1025,stricken::V,అల్లు,סרג
1026,nähen::V,కుట్టు,תפר
1027,färben::V,రంగు వేయు,צבע
1028,reinigen::V,శుభ్రము చేయు,נקה
1029,waschen::V,కడుగు,רחץ
1030,waschen::V,కడుగు,כבס
1031,abwischen::V,తుడుచు,נגב
1032,spülen::V,నీటిలో జడించు,שטף
1033,fegen::V,ఊడ్చు,טאטא
1034,kehren::V,ఊడ్చు,טאטא
1035,baden::V,స్నానము చేయు,טבל
1036,baden::V,స్నానము చేయు,שחה
1037,sich waschen::V,కడుగు,התרחץ
1038,ausziehen::V,విప్పు,הוריד
1039,anziehen::V,ధరించు,לבש
1040,sich anziehen::V,బట్టలు వేసుకొను,התלבש
1041,sich anziehen::V,తొడుగుకొను,התלבש
1042,kämmen::V,దువ్వుట,סרק
1043,schmücken::V,అలంకరించు,קשט
1044,sagen::V,చెప్పు,אמר
1045,sprechen::V,చెప్పు,דבר
1046,reden::V,మాటలాడు,דבר
1047,sich unterhalten::V,ముచ్చటలాడు,שוחח
1048,fragen::V,ప్రశ్నించు,שאל
1049,bitten::V,కోరు,בקש
1050,erzählen::V,చెప్పు,ספר
1051,mitteilen::V,తెలియజేయు,מסר
1052,mitteilen::V,తెలియజేయు,הודיע
1053,nennen::V,పేరు వెట్టు,קרא בשם
1054,rufen::V,పిలుచు,גיס
1055,rufen::V,పిలుచు,הזמין לבוא
1056,prahlen::V,జల్లి,התרברב
1057,übersetzen::V,తర్జుమాచేయు,תרגם
1058,denken::V,ఆలోచించు,חשב
1059,glauben::V,నమ్ము,האמין
1060,bemerken::V,గుర్తించు,הבחין
1061,erkennen::V,గుర్తించు,זהה
1062,begreifen::V,గ్రహించు,קלט
1063,begreifen::V,గ్రహించు,הבין
1064,verstehen::V,గ్రహించు,הבין
1065,lernen::V,నేర్చు కొను,למד
1066,wissen::V,తెలిసికొను,ידע
1067,sich erinnern an::V,జ్ఞాపకముంచుకొను,זכר
1068,vergessen::V,మఱచిపోవు,שכח
1069,messen::V,కొలుచుట,מדד
1070,zählen::V,లెక్కపెట్టు,ספר
1071,rechnen::V,లెక్కపెట్టు,חשב
1072,lesen::V,చదువు,קרא
1073,malen::V,పూనుట,ציר
1074,zeichnen::V,వ్రాసుట,שרטט
1075,schreiben::V,వ్రాయు,כתב
1076,besitzen::V,కలిగియుండు,היה בעל של
1077,kaufen::V,కొను,קנה
1078,kaufen::V,కొను,רכש
1079,verkaufen::V,అమ్ము,מכר
1080,bezahlen::V,చెల్లించు,שלם
1081,zahlen::V,చెల్లించు,שלם
1082,beherrschen::V,ఏలు,שלט
1083,ertragen::V,భరించు,סבל
