,Concept_ID,sq,he
795,wegen::PRP,për,בשל
796,wegen::PRP,për,בגלל
797,dies::PRN,ky,זה
798,das::PRN,ky,זה
799,alles::PRN,gjithçka,הכל
800,ich::PRN,unë,אני
801,du::PRN,ti,את
802,du::PRN,ti,אתה
803,er::PRN,ai,הוא
804,wir::PRN,ne,אנחנו
805,ihr::PRN,ju,לה
806,sie::PRN,ata,הם
807,was::FPRN,ç',מה
808,was::FPRN,çfarë,מה
809,wer::FPRN,kush,מי
810,wo::FADV,ku,איפה
811,wohin::FADV,për ku,לאן
812,wie::FADV,si,איך
813,warum::FADV,pse,למה
814,warum::FADV,përse,למה
815,wieviel::FNUM,sa,כמה
816,eins::NUM,një,אחד
817,zwei::NUM,dy,שתים
818,drei::NUM,tre,שלושה
819,vier::NUM,katër,ארבעה
820,fünf::NUM,pesë,חמשה
821,sechs::NUM,gjashtë,ששה
822,sieben::NUM,shtatë,שבעה
823,acht::NUM,tetë,שמונה
824,neun::NUM,nëntë,תשעה
825,zehn::NUM,dhjetë,עשרה
826,elf::NUM,njëmbëdhjetë,אחת עשרה
827,zwölf::NUM,dymbëdhjetë,שתים עשרה
828,zwanzig::NUM,njëzet,עשרים
829,dreißig::NUM,tridhjetë,שלושים
830,vierzig::NUM,dyzet,ארבעים
831,fünfzig::NUM,pesëdhjetë,חמשים
832,sechzig::NUM,gjashtëdhjetë,ששים
833,siebzig::NUM,shtatëdhjetë,שבעים
834,achtzig::NUM,tetëdhjetë,שמונים
835,neunzig::NUM,nëntëdhjetë,תשעים
836,hundert::NUM,qind,מאה
837,tausend::NUM,mijë,אלף
838,und::CNJ,e,ו
839,und::CNJ,dhe,ו
840,oder::CNJ,a,או
841,oder::CNJ,apo,או
842,stehen::V,rri,עמד
843,sitzen::V,rri,ישב
844,liegen::V,rri shtrirë,שכב
845,hängen::V,varem,היה תלוי
846,werden::V,bëhem,הפך ל
847,passieren::V,ndodh,קרה
848,beginnen::V,filloj,התחיל
849,enden::V,përfundoj,הסתים
850,wechseln::V,ndërroj,השתנה
851,aufgehen[Sonne]::V,hapem,זרח
852,untergehen[Sonne]::V,hyj,שקע
853,untergehen[Sonne]::V,perëndoj,שקע
854,scheinen[Sonne]::V,ndriçoj,בהק
855,donnern::V,gjëmoj,רעם
856,donnern::V,bubulloj,רעם
857,wehen::V,fryj,נשב
858,strömen::V,derdh,זרם
859,fließen::V,rrjedh,זרם
860,sich drehen::V,rrotullohem,הסתובב
861,schwanken::V,dyzoj,התנודד
862,schwingen::V,dridhem,התנענע
863,fallen::V,bie,נפל
864,brennen::V,digjem,בער
865,rauchen::V,nxjerr tym,עשן
866,regnen::V,bie shi,ירד גשם
867,gefrieren::V,ngrij,קפא
868,tauen::V,shkrij,נמס
869,schmelzen::V,shkrij,התיך
870,trocknen::V,thaj,התיבש
871,sieden::V,ziej,רתח
872,faulen::V,kalbem,רקב
873,faulen::V,prishem,רקב
874,verfaulen::V,kalbem,רקב
875,reißen::V,grisem,נקרע
876,reißen::V,shqyhem,נקרע
877,versinken::V,humboj,טבע
878,vergehen::V,kaloj,עבר
879,erscheinen::V,dukem,נגלה
880,erscheinen::V,dukem,הופיע
881,verschwinden::V,zhdukem,נעלם
882,sinken::V,ulem,ירד
883,abnehmen::V,pakësohem,הפחית
884,abnehmen::V,zvogëlohem,הפחית
885,zunehmen::V,shtohem,רבה
886,steigen::V,rritem,עלה
887,wachsen::V,rritem,גדל
888,glänzen::V,vezulloj,נצץ
889,glänzen::V,vezulloj,בהק
890,funkeln::V,xixoj,נצנץ
891,funkeln::V,xixëlloj,נצנץ
892,lärmen::V,oshtij,רעש
893,lärmen::V,zhurmoj,רעש
894,läuten::V,bie,צלצל
895,klingeln::V,i bie ziles,צלצל
896,klirren::V,kërcëlloj,קרקש
897,brausen::V,gjëmoj,געש
898,rauschen::V,fëshfërij,רשרש
899,klingen::V,tingëlloj,נשמע
900,bellen::V,leh,נבח
901,heulen::V,ulërij,ילל
902,blasen::V,fryj,נשף
903,pfeifen::V,fishkëllej,שרק
904,schreien::V,bërtas,צעק
905,stöhnen::V,rënkoj,נאנק
906,zittern::V,trembem,רעד
907,leben::V,rroj,חי
908,leben::V,jetoj,חי
909,geboren werden::V,lind,נולד
910,atmen::V,marr frymë,נשם
911,trinken::V,pi,שתה
912,essen::V,ha,אכל
913,schlucken::V,gëlltis,בלע
914,schlucken::V,kapërdij,בלע
915,müde werden::V,lodhem,התעיף
916,einschlafen::V,bie të fle,נרדם
917,schlafen::V,fle,ישן
918,aufwachen::V,zgjohem,התעורר
919,aufstehen::V,çohem,קם
920,aufstehen::V,ngrihem,קם
921,sich erholen::V,qetësohem,נפש
922,sich erholen::V,shtendosem,נפש
923,krank werden::V,bie i sëmurë,חלה
924,krank sein::V,jam i sëmurë,היה חולה
925,schmerzen::V,dhemb,כאב
926,husten::V,kollitem,השתעל
927,genesen::V,shërohem,הבריא
928,sterben::V,vdes,מת
929,umkommen::V,vdes,נספה
930,umkommen::V,mbaroj,נספה
931,sich bewegen::V,shkundem,נע
932,sich rühren::V,lëviz,זז
933,sich erheben::V,ngrihem,קם
934,sich setzen::V,ulem,התישב
935,hinfallen::V,gremisem,נפל
936,laufen::V,eci,הלך ברגל
937,schreiten::V,çapem,פסע
938,spazierengehen::V,shëtis,טיל
939,eilen::V,ngas,אץ
940,eilen::V,ngas,מהר
941,sich beeilen::V,nxitoj,מהר
942,sausen::V,eci shpejt,אץ
943,rennen::V,vrapoj,רץ
944,springen::V,kërcej,קפץ
945,klettern::V,hipi,טפס
946,schaukeln::V,kolovitem,התנדנד
947,kriechen::V,zvarritem,זחל
948,schwimmen::V,notoj,שחה
949,tauchen::V,zhytem,צלל
950,rudern::V,vozis,חתר
951,fahren::V,shkoj,נסע
952,fliegen::V,fluturoj,עף
953,gehen::V,eci,הלך
954,gehen::V,shkoj,הלך
955,weggehen::V,vete,עזב
956,abfahren::V,nisem,יצא
957,anhalten::V,ndalem,עצר
958,hineingehen::V,futem,נכנס
959,eintreten::V,hyj,נכנס
960,kommen::V,vij,בא
961,ankommen::V,arrij,הגיע
962,ankommen::V,mbërrij,הגיע
963,zurückkommen::V,kthehem,שב
964,zurückkommen::V,kthehem,חזר
965,bleiben::V,mbetem,נשאר
966,bleiben::V,qëndroj,נשאר
967,warten::V,pres,חכה
968,warten::V,pres,המתין
969,erwarten::V,pres,צפה
970,suchen::V,kërkoj,חפש
971,finden::V,gjej,מצא
972,versuchen::V,mundohem,נסה
973,vorbereiten::V,përgatis,הכין
974,lieben::V,dashuroj,אהב
975,mögen::V,dua,אהב
976,lachen::V,qesh,צחק
977,rühren::V,mallëngjej,נגע ללב
978,weinen::V,qaj,בכה
979,schimpfen::V,shaj,גער
980,sich ärgern::V,bëhem verem,זעם
981,sich ärgern::V,bëhem verem,כעס
982,sich fürchten::V,kam frikë,פחד
983,sich fürchten::V,kam frikë,חשש
984,sich fürchten::V,frikësohem,פחד
985,sich fürchten::V,frikësohem,חשש
986,fürchten::V,kam frikë nga,פחד מ
987,fürchten::V,kam frikë nga,חשש מ
988,fliehen::V,arratisem,ברח
989,flüchten::V,iki,נמלט
990,sehen::V,shoh,ראה
991,anschauen::V,shikoj,הביט
992,ansehen::V,shikoj,התבונן
993,hören::V,dëgjoj,שמע
994,zuhören::V,veshtoj,הקשיב
995,probieren::V,provoj,נסה
996,riechen::V,nuhas,הריח
997,fühlen::V,ndiej,חש
998,scheinen::V,ndriçoj,נדמה
999,zu sehen sein::V,dukem,נראה
1000,vernehmen::V,dëgjoj,נודע ל
1001,frieren::V,mërdhij,קר ל
1002,tun::V,bëj,פעל
1003,können::V,mund,יכל
1004,wollen::V,dua,רצה
1005,wollen::V,dëshiroj,רצה
1006,anfangen::V,filloj,התחיל
1007,beenden::V,kryej,גמר
1008,beenden::V,mbaroj,גמר
1009,aufhören::V,pushoj,סים
1010,gelingen::V,më shkon mbarë,הצליח
1011,geraten::V,del,עלה
1012,öffnen::V,hap,פתח
1013,schließen::V,mbyll,סגר
1014,stellen::V,vë,העמיד
1015,setzen::V,vë,הושיב
1016,legen::V,vë,שם
1017,berühren::V,rrok,נגע
1018,verbinden::V,bashkoj,קשר
1019,bedecken::V,mbuloj,כסה
1020,aufhängen::V,var,תלה
1021,anzünden::V,ndez,הצית
1022,aufheben::V,ngre,אסף
1023,zurücklassen::V,lë pas,השאיר
1024,verlieren::V,humb,אבד
1025,fallen lassen::V,lëshoj,שמט
1026,fallen lassen::V,lëshoj,הפיל
1027,machen::V,bëj,עשה
1028,herstellen::V,prodhoj,יצר
1029,bauen::V,ndërtoj,בנה
1030,reparieren::V,ndreq,תקן
1031,reparieren::V,meremetoj,תקן
1032,verbessern::V,përmirësoj,שפר
1033,ändern::V,ndërroj,שנה
1034,graben::V,gërmoj,חפר
1035,beugen::V,kërrus,כפף
1036,biegen::V,përkul,כופף
1037,drehen::V,dredh,סובב
1038,drehen::V,rrotulloj,סובב
1039,wenden::V,kthej,הפך
1040,umdrehen::V,kthej,סובב
1041,heben::V,ngre,הרים
1042,hochheben::V,ngre,הרים
1043,ergreifen::V,rrëmbej,אחז
1044,halten::V,mbaj,החזיק
1045,drücken::V,shtyp,לחץ
1046,schieben::V,shtyj,הזיז
1047,kratzen::V,kruaj,שרט
1048,kratzen::V,kruaj,שפשף
1049,kratzen::V,gërvisht,שרט
1050,kratzen::V,gërvisht,שפשף
1051,lecken::V,lëpij,לקק
1052,beißen::V,kafshoj,נשך
1053,abreißen::V,shkëpus,קרע
1054,abschneiden::V,cungoj,חתך
1055,binden::V,lidh,קשר
1056,stecken::V,fus,תקע
1057,stecken::V,ngul,תקע
1058,brechen::V,thyej,שבר
1059,klopfen::V,trokas,נקש
1060,hauen::V,godas,הכה
1061,kleben::V,ngjis,הדביק
1062,reiben::V,fërkoj,שפשף
1063,streichen::V,lyej,מרח
1064,schleifen::V,mpreh,השחיז
1065,schneiden::V,pres,גזר
1066,rütteln::V,shkund,נענע
1067,schütteln::V,lëkund,נער
1068,schwenken::V,valëvit,נופף
1069,schwenken::V,valëvit,טלטל
1070,schütten::V,mbush,שפך
1071,füllen::V,mbush,מלא
1072,einwickeln::V,mbështjell,עטף
1073,tragen::V,mbaj,נשא
1074,tragen::V,mbart,נשא
1075,schleppen::V,heq,סחב
1076,schleppen::V,zhgërryej,סחב
1077,ziehen::V,tërheq,משך
1078,aufbewahren::V,ruaj,שמר
1079,werfen::V,hedh,זרק
1080,fangen::V,kap,תפס
1081,packen::V,rrëmbej,אחז
1082,verstecken::V,fsheh,החביא
1083,teilen::V,ndaj,חלק
1084,schicken::V,dërgoj,שלח
1085,bringen::V,sjell,הביא
1086,hinzufügen::V,shtoj,הוסיף
1087,bekommen::V,kap,תפס
1088,erhalten::V,marr,קבל
1089,nehmen::V,marr,אחז
1090,wählen::V,zgjedh,בחר
1091,auswählen::V,përzgjedh,בחר ב
1092,bewahren::V,ruaj,קים
1093,behindern::V,pengoj,מנע
1094,verderben::V,prish,מנע
1095,beschädigen::V,dëmtoj,הזיק
1096,zerbrechen::V,thyej,נשבר
1097,zerreißen::V,çjerr,קרע
1098,zerreißen::V,zheloj,קרע
1099,zerstören::V,prish,הרס
1100,zerstören::V,prish,השמיד
1101,zerstören::V,shkatërroj,הרס
1102,zerstören::V,shkatërroj,השמיד
1103,verbrennen::V,djeg,שרף
1104,geben::V,jap,נתן
1105,reichen::V,jap,העביר
1106,schenken::V,fal,נתן במתנה
1107,schenken::V,dhuroj,נתן במתנה
1108,versprechen::V,premtoj,הבטיח
1109,wünschen::V,uroj,אחל
1110,loben::V,lëvdoj,שבח
1111,loben::V,lavdëroj,שבח
1112,küssen::V,puth,נשק
1113,wiegen::V,tund,נדנד
1114,zudecken::V,mbuloj,כסה
1115,wecken::V,zgjoj,עורר
1116,zeigen::V,dëftej,הראה
1117,führen::V,çoj,הביא
1118,führen::V,çoj,הוביל
1119,lehren::V,arsej,למד
1120,unterrichten::V,arsimoj,למד
1121,aufziehen::V,rris,רומם
1122,leiten::V,udhëheq,נהל
1123,antreiben::V,nxis,המרץ
1124,lassen::V,detyroj,נתן
1125,einladen::V,ftoj,הזמין
1126,vereinigen::V,bashkoj,אחד
1127,vereinigen::V,bashkoj,לכד
1128,besuchen::V,vizitoj,בקר
1129,treffen::V,ndesh,פגש
1130,sich versammeln::V,tubohem,התאסף
1131,spielen::V,loz,שחק
1132,spielen::V,luaj,שחק
1133,singen::V,këndoj,שר
1134,tanzen::V,kërcej,רקד
1135,tanzen::V,vallëzoj,רקד
1136,sich trennen::V,ndahem,נפרד
1137,verlassen::V,braktis,עזב
1138,retten::V,shpëtoj,הציל
1139,bewachen::V,ruaj,שמר
1140,schützen::V,ruaj,אבטח
1141,schützen::V,mbroj,אבטח
1142,verteidigen::V,mbroj,הגן
1143,sich schlagen::V,zihem,התכתש
1144,schießen::V,shtie,ירה
1145,siegen::V,fitoj,גבר
1146,siegen::V,fitoj,נצח
1147,siegen::V,ngadhënjej,גבר
1148,siegen::V,ngadhënjej,נצח
1149,ärgern::V,zemëroj,עצבן
1150,schlagen::V,rrah,הכה
1151,schlagen::V,rrah,הלקה
1152,schlagen::V,godas,הכה
1153,schlagen::V,godas,הלקה
1154,treten::V,shtyj,בעט
1155,treten::V,shtyj më këmbë,בעט
1156,stechen::V,ther,דקר
1157,stechen::V,shpoj,דקר
1158,stoßen::V,shtyj,דחק
1159,stehlen::V,vjedh,גנב
1160,stören::V,pengoj,קטע
1161,stören::V,pengoj,הפריע
1162,belästigen::V,bezdis,הציק
1163,belästigen::V,bezdis,הטריד
1164,verbergen::V,fsheh,הצניע
1165,täuschen::V,mashtroj,שגע
1166,betrügen::V,kobis,הונה
1167,töten::V,vras,הרג
1168,wohnen::V,banoj,גר
1169,arbeiten::V,punoj,עבד
1170,arbeiten::V,vardoj,עבד
1171,sammeln::V,mbledh,אסף
1172,sammeln::V,grumbulloj,אסף
1173,pflücken::V,vjel,קטף
1174,pflücken::V,mbledh,קטף
1175,jagen::V,gjuaj,צד
1176,fischen::V,peshkoj,דג
1177,fischen::V,gjuaj peshk,דג
1178,fassen::V,zë,תפס
1179,hüten::V,kullos,רעה
1180,treiben::V,vë përpara,הוציא
1181,anbinden::V,lidh,קשר
1182,füttern::V,grazhdoj,הלעיט
1183,melken::V,mjel,חלב
1184,hacken::V,grij,קצץ
1185,gießen::V,ujis,השקה
1186,reifen::V,piqem,בשל
1187,zubereiten::V,gatuaj,הכין
1188,kochen::V,ziej,בשל
1189,backen::V,pjek,אפה
1190,backen::V,furroj,אפה
1191,braten::V,fërgoj,צלה
1192,braten::V,fërgoj,טגן
1193,braten::V,tiganis,צלה
1194,braten::V,tiganis,טגן
1195,umrühren::V,trazoj,ערבב
1196,stricken::V,thur,סרג
1197,nähen::V,qep,תפר
1198,färben::V,ngjyej,צבע
1199,färben::V,bojatis,צבע
1200,reinigen::V,qëroj,נקה
1201,reinigen::V,pastroj,נקה
1202,waschen::V,laj,רחץ
1203,waschen::V,laj,כבס
1204,waschen::V,finjos,רחץ
1205,waschen::V,finjos,כבס
1206,abwischen::V,fshij,נגב
1207,spülen::V,kulloj,שטף
1208,fegen::V,fshij,טאטא
1209,kehren::V,fshij,טאטא
1210,baden::V,lahem,טבל
1211,baden::V,lahem,שחה
1212,sich waschen::V,lahem,התרחץ
1213,ausziehen::V,heq,הוריד
1214,ausziehen::V,zbath,הוריד
1215,anziehen::V,vesh,לבש
1216,anziehen::V,mbath,לבש
1217,sich anziehen::V,vishem,התלבש
1218,kämmen::V,kreh,סרק
1219,schmücken::V,hijeshoj,קשט
1220,sagen::V,them,אמר
1221,sprechen::V,flas,דבר
1222,reden::V,fjalos,דבר
1223,reden::V,fjalëtoj,דבר
1224,sich unterhalten::V,bisedoj,שוחח
1225,fragen::V,pyes,שאל
1226,bitten::V,lus,בקש
1227,bitten::V,lutem,בקש
1228,erzählen::V,rrëfej,ספר
1229,mitteilen::V,kumtoj,מסר
1230,mitteilen::V,kumtoj,הודיע
1231,nennen::V,quaj,קרא בשם
1232,rufen::V,thërras,גיס
1233,rufen::V,thërras,הזמין לבוא
1234,prahlen::V,mburrem,התרברב
1235,prahlen::V,kapardisem,התרברב
1236,übersetzen::V,përkthej,תרגם
1237,denken::V,mendoj,חשב
1238,glauben::V,besoj,האמין
1239,bemerken::V,vërej,הבחין
1240,erkennen::V,njoh,זהה
1241,erkennen::V,shquaj,זהה
1242,begreifen::V,marr vesh,קלט
1243,begreifen::V,marr vesh,הבין
1244,verstehen::V,marr vesh,הבין
1245,lernen::V,mësoj,למד
1246,wissen::V,di,ידע
1247,sich erinnern an::V,kujtoj,זכר
1248,vergessen::V,harroj,שכח
1249,messen::V,mas,מדד
1250,zählen::V,njeh,ספר
1251,rechnen::V,llogaris,חשב
1252,lesen::V,lexoj,קרא
1253,lesen::V,këndoj,קרא
1254,malen::V,lyej,ציר
1255,zeichnen::V,vizatoj,שרטט
1256,schreiben::V,shkruaj,כתב
1257,besitzen::V,kam,היה בעל של
1258,kaufen::V,blej,קנה
1259,kaufen::V,blej,רכש
1260,verkaufen::V,shes,מכר
1261,bezahlen::V,paguaj,שלם
1262,zahlen::V,paguaj,שלם
1263,beherrschen::V,zotëroj,שלט
1264,ertragen::V,duroj,סבל
