,Concept_ID,tr,ab
738,lieb::A,sevimli,алашара
739,lustig::A,neşeli,алах-ҿых
740,lustig::A,neşeli,игурҕьаччо
741,lustig::A,neşeli,агурҕьа
742,lustig::A,neşeli,агурҿыхага
743,sanft::A,nazik,атата
744,sanft::A,nazik,аҟəымшəышə
745,sanft::A,nazik,ақьыҧш
746,hungrig::A,aç,амлашь
747,krank::A,hasta,ачымазаҩ
748,krank::A,rahatsız,ачымазаҩ
749,nackt::A,çıplak,аҟьантаз
750,traurig::A,kederli,алахьеиқəҵага
751,traurig::A,üzüntülü,алахьеиқəҵага
752,lebendig::A,canlı,абза
753,gut::A,iyi,абзиа
754,schlecht::A,kötü,-хəарҭам
755,richtig::A,doğru,иашоу
756,schlimm::A,kötü,абааҧсы
757,wahr::A,doğru,агəҭылса
758,wahr::A,doğru,абзиаҵəҟьа
759,wahr::A,gerçek,агəҭылса
760,wahr::A,gerçek,абзиаҵəҟьа
761,alt::A,eski,Ажə
762,neu::A,yeni,аҿыц
763,ehemalig::A,önceki,анкьатәи
764,alt[Lebewesen]::A,yaşlı,абырг
765,alt[Lebewesen]::A,yaşlı,ақабада
766,alt[Lebewesen]::A,yaşlı,Ажə
767,jung::A,genç,аҟата
768,arm::A,fakir,ананамга
769,reich::A,zengin,абеиа
770,bekannt::A,bilinen,адыр
771,berühmt::A,ünlü,адыр
772,berühmt::A,meşhur,адыр
773,fremd::A,yabancı,атəым
774,verschieden::A,ayrı,Еиуа-еиҧшым
775,verschieden::A,farklı,Еиуа-еиҧшым
776,nah::A,yakın,ааигəа
777,nah::A,bitişik,ааигəа
778,fern::A,uzak,ахара
779,linker::A,sol,арма
780,rechter::A,sağ,арҕьа
781,anderer::A,diğer,даҽа
782,anderer::A,diğer,даҽакы
783,erster::A,ilk,актәи
784,erster::A,birinci,актәи
785,zweiter::A,ikinci,аҩбатəи
786,dritter::A,üçüncü,ахҕатәи
787,letzter::A,son,аҵыхəтəантəи
788,letzter::A,sonuncu,аҵыхəтəантəи
789,allein::ADV,yalnız,мацара
790,allein::ADV,tek başına,мацара
791,auf einmal::ADV,birden,зныкала
792,auf einmal::ADV,birden,зныкҟьара
793,zusammen::ADV,beraber,аиц...
794,zusammen::ADV,birlikte,аиц...
795,lange::ADV,çok,акыраамҭа
796,lange::ADV,uzun,акыраамҭа
797,plötzlich::ADV,ansızın,иаалырҟьаны
798,plötzlich::ADV,birdenbire,иаалырҟьаны
799,sofort::ADV,hemen,иаразнакҵәҟьа
800,sofort::ADV,derhal,иаразнакҵәҟьа
801,später::ADV,daha sonra,уажəшьҭаншəа
802,jetzt::ADV,şimdi,уажәы
803,heute::ADV,bugün,иахьа
804,morgen::ADV,yarın,уаҵәы
805,bald::ADV,yakında,иласны
806,dann::ADV,sonra,нас
807,gestern::ADV,dün,иацы
808,einst::ADV,eskiden,зны
809,damals::ADV,o zamanlar,усҟан
810,danach::ADV,sonradan,нас
811,danach::ADV,ondan sonra,нас
812,vorher::ADV,önce,уаанӡа
813,vorher::ADV,önceden,уаанӡа
814,zuerst::ADV,ilk önce,азнаказы
815,zuerst::ADV,ilk önce,аҧхьа
816,einmal::ADV,bir defa,зны
817,manchmal::ADV,bazan,зны-зынла
818,oft::ADV,sık sık,лассы-лассы
819,oft::ADV,çok defa,лассы-лассы
820,immer::ADV,daima,енагь
821,immer::ADV,daima,еснагь
822,immer::ADV,her zaman,енагь
823,immer::ADV,her zaman,еснагь
824,niemals::ADV,asla değil,ианакəызаалак
825,niemals::ADV,hiçbir zaman,ианакəызаалак
826,hier::ADV,burada,ара
827,hier::ADV,burada,абра
828,hier::ADV,burada,араҟа
829,hierhin::ADV,buraya,ара
830,hierhin::ADV,buraya,араҟа
831,von hier::ADV,buradan,арантә
832,dort::ADV,orada,уа
833,dort::ADV,şurada,уа
834,dorthin::ADV,oraya,уахь
835,dorthin::ADV,oraya,анахь
836,dorthin::ADV,şuraya,уахь
837,dorthin::ADV,şuraya,анахь
838,geradeaus::ADV,doğru,ишиашоу
839,vorwärts::ADV,ileri,ҕхьаҟа
840,rückwärts::ADV,geri,шьҭахьла
841,zurück::ADV,geriye,шьҭахьҟа
842,unten::ADV,aşağıda,лбаа
843,hinab::ADV,aşağıya,алада
844,oben::ADV,yukarıda,хыхь
845,hinauf::ADV,yukarı,аҩада
846,hinauf::ADV,yukarıya,аҩада
847,überall::ADV,her yerde,зегьынцьара
848,nicht::ADV,-mi-,-м
849,nicht::ADV,değil,-м
850,ein wenig::ADV,biraz,ҕыҭк
851,kaum::ADV,dar,аарлаҳәа
852,kaum::ADV,dar,афергьҳәа
853,kaum::ADV,hemen hemen değil,аарлаҳәа
854,kaum::ADV,hemen hemen değil,афергьҳәа
855,sehr::ADV,pek,даара
856,sehr::ADV,gayet,даара
857,so::ADV,öyle,ас
858,so::ADV,öyle,абас
859,so::ADV,böyle,ас
860,so::ADV,böyle,абас
861,noch::ADV,hâlâ,макьана
862,noch::ADV,henüz,макьана
863,nur::ADV,ancak,заҵәык
864,nur::ADV,yalnız,заҵәык
865,schon::ADV,çoktan,уажәшьҭа
866,schon::ADV,çoktan,аиҳа ипоу
867,wieder::ADV,tekrar,ҿыц
868,wieder::ADV,tekrar,дырҩегь
869,wieder::ADV,tekrar,дырҩегьых
870,wieder::ADV,yeniden,ҿыц
871,wieder::ADV,yeniden,дырҩегь
872,wieder::ADV,yeniden,дырҩегьых
873,vergebens::ADV,boşuna,баша
874,vor::PRP,önünde,аҕхьа
875,hinter::PRP,arkasında,нхыҵ
876,unter::PRP,altında,амҵа
877,unter::PRP,altında,амҵан
878,durch::PRP,sayesinde,
879,durch::PRP,ortasından,
880,neben::PRP,yanında,ааигуара
881,zwischen::PRP,arasında,абжьара
882,wegen::PRP,dolayı,-иззы
883,wegen::PRP,dolayı,-ҟнытә
884,dies::PRN,bu,ари
885,dies::PRN,bu,абри
886,das::PRN,o,Абни
887,das::PRN,o,убри
888,das::PRN,şu,Абни
889,das::PRN,şu,убри
890,alles::PRN,hepsi,зегьы
891,alles::PRN,her şey,зегьы
892,ich::PRN,ben,са
893,ich::PRN,ben,сара
894,du::PRN,sen,бара
895,er::PRN,o,иара
896,wir::PRN,biz,ҳара
897,ihr::PRN,siz,шәара
898,sie::PRN,onlar,дара
899,was::FPRN,ne,
900,wer::FPRN,kim,дарбан
901,wo::FADV,nerede,иабыкуу
902,wo::FADV,nerede,аба-
903,wo::FADV,nerede,ахь-
904,wohin::FADV,nereye,иабыкуу
905,wohin::FADV,nereye,аба-
906,wohin::FADV,nereye,ахь-
907,wie::FADV,nasıl,-шҕа
908,warum::FADV,neden,избан
909,wieviel::FNUM,kaç,заҟа
910,wieviel::FNUM,ne kadar,заҟа
911,eins::NUM,bir,акы
912,eins::NUM,bir,аӡәы
913,zwei::NUM,iki,ҩба
914,drei::NUM,üç,хҕа
915,vier::NUM,dört,ҕшьба
916,fünf::NUM,beş,хəба
917,sechs::NUM,altı,фба
918,sieben::NUM,yedi,Бжьба
919,acht::NUM,sekiz,ааба
920,neun::NUM,dokuz,жәба
921,zehn::NUM,on,жәаба
922,elf::NUM,on bir,жәеизатәи
923,zwölf::NUM,on iki,жәаҩа
924,zwanzig::NUM,yirmi,ҩажәа
925,dreißig::NUM,otuz,ҩажәижәабатәи
926,vierzig::NUM,kırk,ҩынҩажәа
927,fünfzig::NUM,elli,ҩынҩажәеижәаба
928,sechzig::NUM,altmış,хынҩажәа
929,siebzig::NUM,yetmiş,хынҩажәижәаба
930,achtzig::NUM,seksen,ҕшьынҩажәа
931,neunzig::NUM,doksan,ҕшьынҩажәижәаба
932,hundert::NUM,yüz,шәкы
933,tausend::NUM,bin,зқьы
934,und::CNJ,ve,-и
935,und::CNJ,ile,-и
936,oder::CNJ,ya,ма
937,oder::CNJ,yahut,ма
938,stehen::V,durmak,агылазаара
939,sitzen::V,oturmak,атəара
940,sitzen::V,oturmak,атəа(заа)ра
941,liegen::V,yatmak,аиара
942,hängen::V,asılı olmak,акнаҳара
943,werden::V,olmak,аҟалара
944,werden::V,olunmak,аҟалара
945,passieren::V,olmak,аҟалара
946,beginnen::V,başlamak,алагара
947,enden::V,bitmek,алгара
948,enden::V,sona ermek,алгара
949,wechseln::V,değişmek,аҽыҧсахра
950,aufgehen[Sonne]::V,doğmak,агылара
951,aufgehen[Sonne]::V,doğmak,ахашлара
952,aufgehen[Sonne]::V,doğmak,аҩаҵхахара
953,untergehen[Sonne]::V,batmak,аҭашəара
954,scheinen[Sonne]::V,parlamak,акаҧхара
955,donnern::V,gök gürlemek,адыдра
956,wehen::V,esmek,асра
957,strömen::V,akmak,акаҭəара
958,fließen::V,akmak,ацара
959,sich drehen::V,dönmek,ахагьежьра
960,schwanken::V,sallanmak,аҵысра
961,schwingen::V,titremek,ахызазара
962,schwingen::V,titremek,акьаандара
963,fallen::V,düşmek,акаҳара
964,brennen::V,yanmak,абылра
965,rauchen::V,tütmek,ахылҵра
966,regnen::V,yağmak,аура
967,gefrieren::V,donmak,аҵаара
968,tauen::V,erimek,аӡҭра
969,schmelzen::V,erimek,ақəӡыҭра
970,schmelzen::V,erimek,аҭəара
971,trocknen::V,kurumak,абара
972,sieden::V,kaynamak,ашра
973,faulen::V,çürümek,абаара
974,verfaulen::V,çürümek,абаара
975,verfaulen::V,çürümek,аилашра
976,reißen::V,yırtılmak,аҧжəара
977,versinken::V,batmak,аӡааҟəрылара
978,vergehen::V,geçmek,ацара
979,erscheinen::V,görünmek,ацəырҵра
980,verschwinden::V,kaybolmak,аҵашəкəара
981,sinken::V,inmek,атəара
982,sinken::V,inmek,алаҟəра
983,abnehmen::V,azalmak,ацӡаара
984,abnehmen::V,azalmak,аиҵалара
985,zunehmen::V,artmak,аҽырҭбаара
986,zunehmen::V,artmak,аиҵыҵра
987,zunehmen::V,artmak,арацəахара
988,zunehmen::V,çoğalmak,аҽырҭбаара
989,zunehmen::V,çoğalmak,аиҵыҵра
990,zunehmen::V,çoğalmak,арацəахара
991,steigen::V,artmak,азҳара
992,steigen::V,artmak,ашьҭыҵра
993,steigen::V,artmak,адухара
994,steigen::V,artmak,ацлара
995,steigen::V,yükselmek,азҳара
996,steigen::V,yükselmek,ашьҭыҵра
997,steigen::V,yükselmek,адухара
998,steigen::V,yükselmek,ацлара
999,wachsen::V,büyümek,азҳара
1000,wachsen::V,gelişmek,азҳара
1001,glänzen::V,parlamak,ацыр-цырра
1002,glänzen::V,parlamak,ацыҩ-цыҩра
1003,glänzen::V,parlamak,аказказра
1004,funkeln::V,parıldamak,ашап-шапра
1005,funkeln::V,parıldamak,ацым-цымра
1006,lärmen::V,gürültü yapmak,ашьҭыбжьгара
1007,lärmen::V,gürültü yapmak,аҕьҕьаҳәа аилалара
1008,läuten::V,çalmak,аҵəҵəасра
1009,klingeln::V,zil çalmak,аҵəҵəасра
1010,klirren::V,şakırdamak,ахьархьарра
1011,klirren::V,şakırdamak,архьархьарра
1012,klirren::V,zangırdamak,ахьархьарра
1013,klirren::V,zangırdamak,архьархьарра
1014,brausen::V,köpürmek,аилаҽҽара
1015,brausen::V,köpürmek,еилашуера
1016,brausen::V,kükremek,аилаҽҽара
1017,brausen::V,kükremek,еилашуера
1018,rauschen::V,fışırdamak,
1019,klingen::V,tınlamak,агара
1020,klingen::V,tınlamak,ашьҭыбжь гара
1021,bellen::V,havlamak,ашра
1022,heulen::V,ulumak,ауура
1023,blasen::V,üflemek,аҭəҳəара
1024,pfeifen::V,düdük çalmak,ашəшəра
1025,schreien::V,bağırmak,аҳəҳəара
1026,schreien::V,bağırmak,ахəаара
1027,schreien::V,bağırmak,аҟаара
1028,schreien::V,haykırmak,аҳəҳəара
1029,schreien::V,haykırmak,ахəаара
1030,schreien::V,haykırmak,аҟаара
1031,stöhnen::V,inlemek,ақьра
1032,zittern::V,titremek,аҵыс-ҵысра
1033,leben::V,yaşamak,аҟазаара
1034,leben::V,hayatta olmak,аҟазаара
1035,geboren werden::V,doğmak,Аира
1036,atmen::V,solunmak,аҕсыҕ лагаҩагара
1037,atmen::V,nefes almak,аҕсыҕ лагаҩагара
1038,trinken::V,içmek,ажəра
1039,essen::V,yemek,акрыфара
1040,schlucken::V,yutmak,албаадара
1041,müde werden::V,yorulmak,ааҕсара
1042,einschlafen::V,uykuya dalmak,ацəара
1043,schlafen::V,uyumak,ацəазаара
1044,aufwachen::V,uyanmak,аҿыхара
1045,aufstehen::V,kalkmak,Агəылҵра
1046,aufstehen::V,yataktan kalkmak,Агəылҵра
1047,sich erholen::V,dinlenmek,аҧсшьара
1048,krank werden::V,hastalanmak,ачмазаҩхара
1049,krank sein::V,hasta olmak,аҳəарҧсарра
1050,schmerzen::V,ağrımak,ахьра
1051,husten::V,öksürmek,аимҳәара
1052,genesen::V,şifa bulmak,абзиахара
1053,genesen::V,şifa bulmak,аӷəӷəахара
1054,sterben::V,ölmek,аҧсра
1055,sterben::V,vefat etmek,аҧсра
1056,umkommen::V,ölmek,аҭахара
1057,sich bewegen::V,hareket etmek,аиҭаҵра
1058,sich rühren::V,kımıldanmak,ақəацара
1059,sich erheben::V,kalkmak,аҩагылара
1060,sich erheben::V,ayağa kalkmak,аҩагылара
1061,sich setzen::V,oturmak,атəара
1062,hinfallen::V,yere düşmek,акаҳара
1063,laufen::V,yürümek,аныҟəара
1064,schreiten::V,yürümek,ашьаҿа еихгара
1065,schreiten::V,adım atmak,ашьаҿа еихгара
1066,spazierengehen::V,gezmek,анеи-ааира
1067,spazierengehen::V,dolaşmak,анеи-ааира
1068,eilen::V,seğirtmek,аццакра
1069,sich beeilen::V,acele etmek,аццакра
1070,sausen::V,hızla gitmek,аҧырра
1071,sausen::V,hızla gitmek,иҭрысны
1072,sausen::V,hızla gitmek,ишьҭҟьаны ацара
1073,rennen::V,koşmak,аҩра
1074,springen::V,atlamak,аҧара
1075,springen::V,sıçramak,аҧара
1076,klettern::V,tırmanmak,ақəлара
1077,schaukeln::V,sallanmak,аҟəараҟəанҽара
1078,kriechen::V,sürünmek,аҳəазара
1079,schwimmen::V,yüzmek,аӡсара
1080,tauchen::V,dalmak,ахəӡааҵəира
1081,rudern::V,kürek çekmek,аҵшьра
1082,fahren::V,gitmek,акала
1083,fliegen::V,uçmak,аҧырра
1084,gehen::V,gitmek,аиҭаҵра
1085,weggehen::V,gitmek,ацара
1086,abfahren::V,kalkmak,адəықəлара
1087,abfahren::V,kalkmak,ацара
1088,anhalten::V,durmak,ааныргылара
1089,hineingehen::V,içeri girmek,аҭалара
1090,eintreten::V,girmek,аҩналара
1091,kommen::V,gelmek,аара
1092,kommen::V,gelmek,ааира
1093,ankommen::V,varmak,ааира
1094,ankommen::V,varmak,аара
1095,ankommen::V,varmak,анеира
1096,zurückkommen::V,dönmek,азыхынҳəра
1097,bleiben::V,kalmak,аанхара
1098,bleiben::V,kalmak,анхара
1099,bleiben::V,kalmak,аангылара
1100,warten::V,beklemek,азҧшзаара
1101,erwarten::V,beklemek,азҧшра
1102,suchen::V,aramak,ашьҭазаара
1103,finden::V,bulmak,аҧшаара
1104,versuchen::V,denemek,аҽазкра
1105,vorbereiten::V,hazırlamak,армазеира
1106,lieben::V,sevmek,абзиабара
1107,mögen::V,beğenmek,агəаҧхара
1108,lachen::V,gülmek,аччара
1109,rühren::V,dokunmak,арҵəуара
1110,rühren::V,duygulandırmak,арҵəуара
1111,weinen::V,ağlamak,аҵəуара
1112,schimpfen::V,küfretmek,ацəҳара
1113,sich ärgern::V,kızmak,агəаара
1114,sich fürchten::V,korkmak,аӡыӡара
1115,fürchten::V,korkmak,ацəшəара
1116,fliehen::V,kaçmak,абналара
1117,fliehen::V,kaçmak,ацəцара
1118,flüchten::V,kaçmak,абналара
1119,flüchten::V,kaçmak,ацəцара
1120,sehen::V,görmek,абара
1121,anschauen::V,seyretmek,ахəаҧшра
1122,ansehen::V,bakmak,ахəаҧшра
1123,hören::V,duymak,аҳара
1124,hören::V,işitmek,аҳара
1125,zuhören::V,dinlemek,азыӡырҩра
1126,probieren::V,denemek,аҧышəара
1127,probieren::V,tadına bakmak,аҧышəара
1128,riechen::V,kokusunu almak,афыҩра
1129,fühlen::V,duymak,анырра
1130,fühlen::V,duymak,ацәакырра
1131,fühlen::V,hissetmek,анырра
1132,fühlen::V,hissetmek,ацәакырра
1133,scheinen::V,görünmek,шәа
1134,scheinen::V,görünmek,аацәырҵа
1135,zu sehen sein::V,görünmek,
1136,vernehmen::V,haber almak,аҳара
1137,frieren::V,üşümek,ашəра
1138,frieren::V,üşümek,аҵаара
1139,tun::V,etmek,аҟаҵара
1140,tun::V,yapmak,аҟаҵара
1141,können::V,bilmek,алшара
1142,wollen::V,istemek,аҭахра
1143,anfangen::V,başlamak,алагара
1144,beenden::V,bitirmek,алгара
1145,aufhören::V,bitmek,аҟəыҵра
1146,gelingen::V,başarmak,аура
1147,gelingen::V,başarmak,аманшəалахара
1148,gelingen::V,başarmak,алҵра
1149,geraten::V,düşmek,нзаарын
1150,öffnen::V,açmak,аартра
1151,schließen::V,kapamak,аркра
1152,stellen::V,koymak,аргылара
1153,setzen::V,koymak,артəара
1154,setzen::V,oturtmak,артəара
1155,legen::V,koymak,ақəҵара
1156,legen::V,yatırmak,ақəҵара
1157,berühren::V,dokunmak,акьысра
1158,berühren::V,dokunmak,алакьысра
1159,verbinden::V,bağlamak,аҿаҳəара
1160,verbinden::V,birleştirmek,аҿаҳəара
1161,bedecken::V,örtmek,ақəршəра
1162,bedecken::V,kaplamak,ақəршəра
1163,aufhängen::V,asmak,акнаҳара
1164,anzünden::V,yakmak,аркра
1165,anzünden::V,ateşlemek,аркра
1166,aufheben::V,kaldırmak,ашьҭыхра
1167,zurücklassen::V,geride bırakmak,аныжьра
1168,verlieren::V,yitirmek,ацəыӡра
1169,verlieren::V,kaybetmek,ацəыӡра
1170,fallen lassen::V,düşürmek,ацəкаҳара
1171,machen::V,yapmak,ачаҧара
1172,herstellen::V,yapmak,аиҵдара
1173,herstellen::V,imal etmek,аиҵдара
1174,bauen::V,kurmak,аргылара
1175,bauen::V,inşa etmek,аргылара
1176,reparieren::V,onarmak,арҽеира
1177,reparieren::V,tamir etmek,арҽеира
1178,verbessern::V,düzeltmek,аиҕьтəра
1179,ändern::V,değiştirmek,аҧсахра
1180,graben::V,kazmak,ажра
1181,beugen::V,eğmek,арҟəра
1182,beugen::V,eğmek,архəара
1183,biegen::V,bükmek,арҟəра
1184,biegen::V,bükmek,архəара
1185,drehen::V,çevirmek,аргьежьра
1186,drehen::V,döndürmek,аргьежьра
1187,wenden::V,çevirmek,
1188,umdrehen::V,çevirmek,аарҳәра
1189,heben::V,kaldırmak,аҩахара
1190,heben::V,kaldırmak,араҳара
1191,hochheben::V,yukarı kaldırmak,ахагалара
1192,hochheben::V,yukarı kaldırmak,ашьҭҳəара
1193,ergreifen::V,tutmak,
1194,ergreifen::V,yakalamak,
1195,halten::V,tutmak,акра
1196,drücken::V,sıkmak,ақəрӷəӷəара
1197,schieben::V,itmek,аҵгəара
1198,schieben::V,itmek,агəара
1199,schieben::V,sürmek,аҵгəара
1200,schieben::V,sürmek,агəара
1201,kratzen::V,kaşımak,ацəҟьара
1202,lecken::V,yalamak,арбзара
1203,beißen::V,ısırmak,ацҳара
1204,abreißen::V,koparmak,амжəара
1205,abschneiden::V,keserek ayırmak,ахҵəара
1206,abschneiden::V,keserek ayırmak,аҿахҵəара
1207,binden::V,bağlamak,аҿаҳəара
1208,stecken::V,sokmak,алаҵара
1209,brechen::V,kırmak,аҧҵəара
1210,klopfen::V,çalmak,асра
1211,hauen::V,vurmak,ақəкшара
1212,kleben::V,yapıştırmak,аҷабра
1213,reiben::V,ovmak,арҟəыҷра
1214,reiben::V,sürtmek,арҟəыҷра
1215,streichen::V,sürmek,ахьшьра
1216,schleifen::V,bilemek,ахра
1217,schneiden::V,kesmek,аҧҟара
1218,rütteln::V,sallamak,арҵысра
1219,schütteln::V,sarsmak,аршəшəара
1220,schütteln::V,çalkamak,аршəшəара
1221,schwenken::V,sallamak,аҟьара
1222,schütten::V,dökmek,аҭаҭəара
1223,schütten::V,akıtmak,аҭаҭəара
1224,füllen::V,doldurmak,арҭəра
1225,einwickeln::V,sarmak,алаҳəара
1226,tragen::V,taşımak,аҩагара
1227,schleppen::V,sürüklemek,арҳəазара
1228,ziehen::V,çekmek,ахара
1229,aufbewahren::V,saklamak,аҵəахра
1230,werfen::V,atmak,аршəра
1231,fangen::V,tutmak,акра
1232,fangen::V,yakalamak,акра
1233,packen::V,tutmak,анкра
1234,packen::V,tutmak,аҵкаара
1235,packen::V,yakalamak,анкра
1236,packen::V,yakalamak,аҵкаара
1237,verstecken::V,saklamak,аҵəахра
1238,teilen::V,bölmek,ашара
1239,teilen::V,ayırmak,ашара
1240,schicken::V,yollamak,ашьҭра
1241,schicken::V,göndermek,ашьҭра
1242,bringen::V,getirmek,аагара
1243,hinzufügen::V,katmak,ацҵара
1244,hinzufügen::V,eklemek,ацҵара
1245,bekommen::V,almak,аҧшаара
1246,bekommen::V,almak,архиара
1247,bekommen::V,almak,аура
1248,bekommen::V,eline geçmek,аҧшаара
1249,bekommen::V,eline geçmek,архиара
1250,bekommen::V,eline geçmek,аура
1251,erhalten::V,almak,аиура
1252,nehmen::V,almak,агара
1253,wählen::V,seçmek,алҧшаара
1254,auswählen::V,seçmek,алхра
1255,auswählen::V,ayırmak,алхра
1256,bewahren::V,korumak,
1257,behindern::V,engellemek,аҧырхагахара
1258,verderben::V,bozmak,алгара
1259,verderben::V,bozmak,абжьыхра
1260,verderben::V,bozmak,аҧхасҭатəра
1261,beschädigen::V,zedelemek,аҧхасҭатəра
1262,beschädigen::V,ziyan vermek,аҧхасҭатəра
1263,zerbrechen::V,kırmak,аҧҽра
1264,zerreißen::V,yırtmak,аҧжəара
1265,zerstören::V,yıkmak,аилаҧыххаара
1266,zerstören::V,tahrip etmek,аилаҧыххаара
1267,verbrennen::V,yakmak,абылра
1268,geben::V,vermek,аҭара
1269,reichen::V,uzatmak,аҭара
1270,schenken::V,hediye etmek,аҩгара
1271,versprechen::V,vaat etmek,ақəргəыӷра
1272,wünschen::V,kutlamak,
1273,loben::V,övmek,арҽхəара
1274,küssen::V,öpmek,агəӡра
1275,wiegen::V,sallamak,
1276,zudecken::V,örtmek,аҵахҩара
1277,zudecken::V,örtmek,ақəршəра
1278,wecken::V,uyandırmak,арҿыхара
1279,zeigen::V,göstermek,арбара
1280,führen::V,gezdirmek,аныҟəгара
1281,führen::V,yol göstermek,аныҟəгара
1282,lehren::V,okutmak,арҵара
1283,lehren::V,öğretmek,арҵара
1284,unterrichten::V,öğretmek,арҧхьара
1285,aufziehen::V,yetiştirmek,ааӡара
1286,leiten::V,yönetmek,ахагылазаара
1287,leiten::V,idare etmek,ахагылазаара
1288,antreiben::V,teşvik etmek,арццакра
1289,lassen::V,-tırmak,арҟаҵара
1290,einladen::V,davet etmek,ааҕхьара
1291,einladen::V,davet etmek,анаҧхьара
1292,vereinigen::V,birleştirmek,аилаҵара
1293,besuchen::V,uğramak,абара
1294,besuchen::V,ziyaret etmek,абара
1295,besuchen::V,görmeye gitmek,абара
1296,treffen::V,rastlamak,аҧылара
1297,treffen::V,isabet etmek,аҧылара
1298,sich versammeln::V,toplanmak,аизара
1299,spielen::V,oynamak,ахəмарра
1300,singen::V,söylemek,ашəаҳəара
1301,singen::V,şarkı söylemek,ашəаҳəара
1302,tanzen::V,oynamak,акəашара
1303,tanzen::V,dans etmek,акəашара
1304,sich trennen::V,ayrılmak,аилыҵра
1305,verlassen::V,bırakmak,акажьра
1306,verlassen::V,terk etmek,акажьра
1307,retten::V,kurtarmak,Аиқəрхара
1308,bewachen::V,gözetmek,ахьчара
1309,schützen::V,korumak,ацəыхьчара
1310,verteidigen::V,savunmak,ахьчара
1311,sich schlagen::V,dövüşmek,аисра
1312,schießen::V,ateş etmek,ахысра
1313,siegen::V,yenmek,аиааира
1314,ärgern::V,kızdırmak,аргəаара
1315,schlagen::V,dövmek,асра
1316,schlagen::V,dövmek,аҭасра
1317,treten::V,tepmek,
1318,stechen::V,sokmak,алакшара
1319,stechen::V,batırmak,алакшара
1320,stoßen::V,itmek,агəҭасра
1321,stehlen::V,çalmak,аӡара
1322,stören::V,bozmak,аҧырхагахара
1323,stören::V,etkilemek,аҧырхагахара
1324,belästigen::V,rahatsız etmek,аргəамҵра
1325,verbergen::V,saklamak,аӡара
1326,täuschen::V,aldatmak,ажьара
1327,betrügen::V,aldatmak,ажьара
1328,betrügen::V,dolandırmak,ажьара
1329,töten::V,öldürmek,ашьра
1330,wohnen::V,oturmak,анхара
1331,arbeiten::V,çalışmak,аусура
1332,sammeln::V,toplamak,аҟəшəара
1333,pflücken::V,koparmak,аҿыршəара
1334,pflücken::V,koparmak,аҿыхра
1335,jagen::V,avlanmak,ашəарыцара
1336,fischen::V,balık tutmak,аҧсыӡ икуеит
1337,fassen::V,tutmak,акра
1338,fassen::V,yakalamak,акра
1339,hüten::V,otlatmak,арҳəра
1340,hüten::V,otlatmak,ахьчара
1341,treiben::V,gütmek,акацара
1342,anbinden::V,bağlamak,адҳəалара
1343,füttern::V,beslemek,акырҿаҵара
1344,melken::V,sağmak,ахьара
1345,hacken::V,yarmak,аҟəаҟəара
1346,gießen::V,sulamak,аҵаҭəара
1347,reifen::V,olgunlaşmak,ашəра
1348,reifen::V,olgunlaşmak,аҟалара
1349,zubereiten::V,hazırlamak,ацура
1350,kochen::V,pişirmek,ажəра
1351,kochen::V,kaynatmak,ажəра
1352,backen::V,pişirmek,аӡра
1353,backen::V,fırında pişirmek,аӡра
1354,braten::V,kızartmak,аӡра
1355,umrühren::V,karıştırmak,аилрыхра
1356,stricken::V,örmek,аҧара
1357,nähen::V,dikmek,аӡахра
1358,färben::V,boyamak,ашəра
1359,reinigen::V,temizlemek,арыцқьара
1360,waschen::V,yıkamak,аӡәӡәара
1361,abwischen::V,silmek,арбара
1362,spülen::V,çalkamak,аҭыршара
1363,fegen::V,süpürmek,аҧссара
1364,kehren::V,süpürmek,
1365,baden::V,yıkanmak,аҽыкəабара
1366,baden::V,banyo yapmak,аҽыкəабара
1367,sich waschen::V,yıkanmak,аҽыӡəӡəара
1368,ausziehen::V,çıkarmak,ашəыхра
1369,anziehen::V,giymek,ашəҵара
1370,sich anziehen::V,giyinmek,аҽеилаҳəара
1371,kämmen::V,taramak,аҳəара
1372,schmücken::V,süslemek,арҧшӡара
1373,sagen::V,demek,аҳəара
1374,sagen::V,söylemek,аҳəара
1375,sprechen::V,konuşmak,ацəажəара
1376,reden::V,konuşmak,ацəажəара
1377,reden::V,konuşmak,аицәажәара
1378,sich unterhalten::V,sohbet etmek,аицәажәара
1379,fragen::V,sormak,азҵаара
1380,bitten::V,dilemek,аҳəара
1381,bitten::V,rica etmek,аҳəара
1382,erzählen::V,bahsetmek,аҳəара
1383,erzählen::V,hikâye etmek,аҳəара
1384,mitteilen::V,bildirmek,азыцҳара
1385,nennen::V,adlandırmak,ахьӡҵара
1386,rufen::V,çağırmak,азҿыҭра
1387,prahlen::V,övünmek,аҽхəара
1388,übersetzen::V,çevirmek,аиҭагара
1389,übersetzen::V,tercüme etmek,аиҭагара
1390,denken::V,düşünmek,азхəыцра
1391,glauben::V,inanmak,ахаҵара
1392,glauben::V,zannetmek,ахаҵара
1393,bemerken::V,farkına varmak,агəаҭара
1394,erkennen::V,tanımak,адырра
1395,begreifen::V,anlamak,аилкаара
1396,begreifen::V,kavramak,аилкаара
1397,verstehen::V,duymak,аҳара
1398,verstehen::V,anlamak,аҳара
1399,lernen::V,öğrenmek,аҵара
1400,wissen::V,bilmek,адырра
1401,sich erinnern an::V,hatırlamak,агəаларшəара
1402,vergessen::V,unutmak,ахашҭра
