,Concept_ID,ar,br
788,neunzig::NUM,تسعون,dek ha pevar-ugent
789,hundert::NUM,مئة,kant
790,tausend::NUM,ألف,mil
791,und::CNJ,و,ha
792,oder::CNJ,أو,pe
793,stehen::V,وقف,bezañ a-sav
794,sitzen::V,جلس,azezañ
795,sitzen::V,جلس,bezañ en e goazez
796,liegen::V,رقد,bezañ en e c'hourvez
797,hängen::V,تعلق,krougañ
798,werden::V,صار,dazonet
799,werden::V,أصبح,dazonet
800,passieren::V,حدث,c'hoarvezout
801,beginnen::V,ابتدأ,stagañ
802,enden::V,انتهى,achuiñ
803,wechseln::V,تغير,cheñch
804,aufgehen[Sonne]::V,شرق,dirouzañ
805,untergehen[Sonne]::V,غرب,
806,scheinen[Sonne]::V,أضاء,lugernañ
807,donnern::V,رعد,taranal
808,wehen::V,هب,c'hwezhañ
809,strömen::V,جرى,deredek
810,fließen::V,سال,redek
811,sich drehen::V,دار,troiñ
812,schwanken::V,ترنح,trantellat
813,schwingen::V,ترجح,froumal
814,fallen::V,سقط,kouezhañ
815,brennen::V,احترق,deviñ
816,rauchen::V,دخن,divogedañ
817,regnen::V,أمطر,glavañ
818,gefrieren::V,تجمد,reviñ
819,tauen::V,ذاب,diskornañ
820,schmelzen::V,ذاب,teuziñ
821,trocknen::V,نشف,sec'hañ
822,sieden::V,غلى,berviñ
823,faulen::V,فسد,breinañ
824,verfaulen::V,تعفن,breinañ
825,reißen::V,انقطع,darnaouiñ
826,versinken::V,غرق,sodellañ
827,vergehen::V,مضى,tremen
828,erscheinen::V,لاح,donet war-wel
829,erscheinen::V,ظهر,donet war-wel
830,verschwinden::V,غاب,monet diwar wel
831,sinken::V,هبط,en em izelat
832,abnehmen::V,نقص,nebeutaat
833,zunehmen::V,ازداد,kreskiñ
834,steigen::V,صعد,sevel
835,steigen::V,ارتفع,sevel
836,wachsen::V,نما,kreskiñ
837,wachsen::V,نبت,kreskiñ
838,glänzen::V,لمع,lugernañ
839,funkeln::V,تلألأ,elieniñ
840,lärmen::V,ضج,rabotat
841,lärmen::V,صخب,rabotat
842,läuten::V,قرع,
843,klingeln::V,دق,
844,klirren::V,قعقع,diridignat
845,klirren::V,قعقع,sterlinkañ
846,brausen::V,عج,gwegal
847,rauschen::V,حف,trouzal
848,klingen::V,رن,seniñ
849,bellen::V,نبح,harzhal
850,heulen::V,عوى,yudal
851,blasen::V,نفخ,c'hwezhañ
852,pfeifen::V,صفر,c'hwitellat
853,schreien::V,صرخ,huchal
854,stöhnen::V,أن,hirvoudiñ
855,zittern::V,ارتعش,krenañ
856,leben::V,عاش,bevañ
857,geboren werden::V,ولد,genel
858,atmen::V,تنفس,tennañ e anal
859,trinken::V,شرب,evañ
860,essen::V,أكل,debriñ
861,schlucken::V,جرع,lonkañ
862,müde werden::V,تعب,skuizhañ
863,einschlafen::V,نام,menel kousket
864,schlafen::V,نام,kousket
865,aufwachen::V,استيقظ,dihuniñ
866,aufstehen::V,قام,sevel
867,sich erholen::V,استجم,diskuizhañ
868,krank werden::V,مرض,klañviñ
869,krank sein::V,مرض,bezañ klañv
870,schmerzen::V,آلم,skourjezañ
871,husten::V,كح,pasaat
872,husten::V,كح,peudal
873,husten::V,سعل,pasaat
874,husten::V,سعل,peudal
875,genesen::V,نقه,pareañ
876,sterben::V,مات,mervel
877,umkommen::V,هلك,perisañ
878,sich bewegen::V,تحرك,bouljal
879,sich rühren::V,تحرك,fiñval
880,sich erheben::V,قام,sevel
881,sich setzen::V,جلس,azezañ
882,sich setzen::V,جلس,mont en e goazez
883,hinfallen::V,وقع,kouezhañ
884,laufen::V,مشى,redek
885,schreiten::V,خطا,kerzhet
886,spazierengehen::V,تنزه,pourmen
887,eilen::V,عجل,hastañ
888,sich beeilen::V,استعجل,hastañ
889,sausen::V,أسرع,karzhañ
890,rennen::V,عدا,redek
891,rennen::V,ركض,redek
892,springen::V,قفز,lammat
893,klettern::V,تسلق,krimpat
894,schaukeln::V,تأرجح,brañsellat
895,kriechen::V,دب,skrampañ
896,kriechen::V,زحف,skrampañ
897,schwimmen::V,سبح,neuial
898,tauchen::V,غطس,splujañ
899,rudern::V,جذف,roeñvat
900,fahren::V,ركب,kas
901,fahren::V,ركب,bleniañ
902,fahren::V,سافر,kas
903,fahren::V,سافر,bleniañ
904,fliegen::V,طار,nijal
905,gehen::V,سار,mont
906,gehen::V,ذهب,mont
907,weggehen::V,ذهب,mont kuit
908,weggehen::V,انصرف,mont kuit
909,abfahren::V,رحل,mont kuit
910,anhalten::V,توقف,chom a-sav
911,hineingehen::V,دخل,monet e-barzh
912,eintreten::V,دخل,monet e-barzh
913,kommen::V,أتى,dont
914,kommen::V,جاء,dont
915,ankommen::V,وصل,erruout
916,zurückkommen::V,عاد,addonet
917,zurückkommen::V,رجع,addonet
918,bleiben::V,مكث,chom
919,warten::V,انتظر,gortoz
920,erwarten::V,ترقب,gortoz
921,erwarten::V,انتظر,gortoz
922,suchen::V,بحث,klask
923,finden::V,وجد,kavout
924,versuchen::V,حاول,klask
925,vorbereiten::V,أعد,aozañ
926,vorbereiten::V,حضر,aozañ
927,lieben::V,أحب,karout
928,mögen::V,أحب,karout
929,lachen::V,ضحك,c'hoarzin
930,rühren::V,أثر,tenerañ
931,weinen::V,بكى,gouelañ
932,schimpfen::V,سب,krozal
933,schimpfen::V,شتم,krozal
934,sich ärgern::V,زعل,fachañ
935,sich ärgern::V,زعل,en em fachañ
936,sich fürchten::V,هاب,
937,fürchten::V,خاف,
938,fürchten::V,خشي,
939,fliehen::V,هرب,tec'het
940,flüchten::V,فر,tuzañ
941,sehen::V,رأى,gwelet
942,anschauen::V,نظر,sellout ouzh
943,ansehen::V,نظر,sellout ouzh
944,hören::V,سمع,klevet
945,zuhören::V,أصغى,selaou
946,probieren::V,ذاق,blasa
947,riechen::V,شم,klevet
948,riechen::V,استنشق,klevet
949,fühlen::V,شعر,santout
950,scheinen::V,ظهر,diskouez bezañ
951,zu sehen sein::V,ظهر,bezañ gwelus
952,vernehmen::V,سمع,merzhañ
953,frieren::V,بردان,anoued
954,tun::V,فعل,ober
955,können::V,قدر,gouzout
956,können::V,استطاع,gouzout
957,wollen::V,شاء,fellout da
958,wollen::V,شاء,kaout c'hoant da
959,wollen::V,أراد,fellout da
960,wollen::V,أراد,kaout c'hoant da
961,anfangen::V,بدأ,kregiñ
962,beenden::V,أنهى,achuiñ
963,aufhören::V,توقف,paouez
964,aufhören::V,انقطع,paouez
965,gelingen::V,نجح,
966,geraten::V,طلع,
967,öffnen::V,فتح,digeriñ
968,schließen::V,أغلق,serriñ
969,stellen::V,وضع,lakaat
970,stellen::V,أقام,lakaat
971,setzen::V,أجلس,lakaat
972,legen::V,وضع,lakaat
973,berühren::V,مس,touch
974,berühren::V,لمس,touch
975,verbinden::V,ربط,eren
976,verbinden::V,وصل,eren
977,bedecken::V,غطى,goloiñ
978,aufhängen::V,علق,istribilhañ
979,anzünden::V,أوقد,alumiñ
980,anzünden::V,أوقد,c'hwezzañ
981,aufheben::V,لقط,dastum
982,zurücklassen::V,ترك,lezel
983,verlieren::V,فقد,koll
984,fallen lassen::V,أسقط,laoskel
985,fallen lassen::V,أسقط,lezel da gouezhel
986,machen::V,فعل,ober
987,herstellen::V,صنع,fardañ
988,herstellen::V,أنتج,fardañ
989,bauen::V,بنى,sevel
990,bauen::V,شيد,sevel
991,reparieren::V,صلح,adaozañ
992,verbessern::V,صحح,gwellaat
993,ändern::V,غير,cheñch
994,graben::V,حفر,kleuzañ
995,beugen::V,ثنى,plegañ
996,beugen::V,أحنى,plegañ
997,biegen::V,لوى,krommañ
998,drehen::V,أدار,treiñ
999,drehen::V,دور,treiñ
1000,wenden::V,قلب,treiñ
1001,umdrehen::V,قلب,treiñ
1002,heben::V,رفع,sevel
1003,hochheben::V,رفع,sevel
1004,ergreifen::V,مسك,kemer
1005,halten::V,مسك,dalc'hen
1006,drücken::V,ضغط,bountañ
1007,schieben::V,حرك,poulzañ
1008,kratzen::V,خدش,skrabat
1009,lecken::V,لعق,lipat
1010,beißen::V,عض,kregiñ
1011,abreißen::V,قلع,diframmañ
1012,abschneiden::V,قطع,troc'hañ
1013,binden::V,ربط,stagañ
1014,stecken::V,دس,sankañ
1015,brechen::V,كسر,darnaouiñ
1016,klopfen::V,طرق,skoiñ
1017,hauen::V,ضرب,dornañ
1018,kleben::V,ألصق,pegañ
1019,reiben::V,حك,taravat
1020,reiben::V,حك,trekiñ
1021,streichen::V,نشر,toazañ
1022,schleifen::V,سن,lemmañ
1023,schneiden::V,قطع,troc'hañ
1024,rütteln::V,رج,tordorosañ
1025,schütteln::V,هز,hejañ
1026,schwenken::V,لوح,
1027,schütten::V,صب,diskargañ
1028,füllen::V,ملأ,kargañ
1029,einwickeln::V,لف,gronnañ
1030,tragen::V,حمل,dougen
1031,schleppen::V,سحب,stlejal
1032,ziehen::V,سحب,sachañ
1033,aufbewahren::V,حفظ,miret
1034,werfen::V,رمى,teuler
1035,werfen::V,ألقى,teuler
1036,fangen::V,التقط,tapañ
1037,packen::V,مسك,krapat
1038,verstecken::V,خبأ,kuzhat
1039,teilen::V,قسم,rannañ
1040,schicken::V,بعث,kas
1041,schicken::V,أرسل,kas
1042,bringen::V,جلب,degas
1043,hinzufügen::V,أضاف,lakat ouzhpenn
1044,bekommen::V,حصل,kaout
1045,erhalten::V,استلم,kaout
1046,nehmen::V,أخذ,kemer
1047,wählen::V,اختار,choaz
1048,auswählen::V,انتقى,dibab
1049,bewahren::V,حافظ,mirout
1050,behindern::V,عاق,diaezañ
1051,verderben::V,أفسد,lovrañ
1052,beschädigen::V,أضر,gwallegañ
1053,zerbrechen::V,كسر,torriñ
1054,zerreißen::V,مزق,diroegiñ
1055,zerstören::V,دمر,distrujañ
1056,verbrennen::V,حرق,deviñ
1057,geben::V,أعطى,reiñ
1058,reichen::V,ناول,
1059,schenken::V,وهب,donezonañ
1060,versprechen::V,وعد,prometiñ
1061,wünschen::V,تمنى,hetiñ
1062,loben::V,مدح,feurmiñ
1063,küssen::V,قبل,pokat
1064,wiegen::V,هدهد,pouezañ
1065,zudecken::V,غطى,goloiñ
1066,wecken::V,أيقظ,dihuniñ
1067,zeigen::V,أرى,diskouez
1068,führen::V,دل,kas
1069,lehren::V,علم,deskiñ
1070,unterrichten::V,علم,kelenn
1071,aufziehen::V,ربى,
1072,leiten::V,دل,bleinañ
1073,leiten::V,أدار,bleinañ
1074,antreiben::V,حث,poulzañ
1075,lassen::V,حدا,leuskel
1076,einladen::V,دعا,pediñ
1077,vereinigen::V,وحد,unisañ
1078,besuchen::V,زار,gweladenniñ
1079,treffen::V,قابل,kejal
1080,treffen::V,قابل,ankontrañ
1081,sich versammeln::V,اجتمع,bodennañ
1082,spielen::V,لعب,c'hoari
1083,singen::V,غنى,kanañ
1084,tanzen::V,رقص,dañsal
1085,sich trennen::V,افترق,dispartiañ
1086,verlassen::V,ترك,lezel
1087,retten::V,نجى,saveteiñ
1088,retten::V,أنقذ,saveteiñ
1089,bewachen::V,حرس,mesa
1090,schützen::V,حمى,diwall
1091,verteidigen::V,دافع,difenn
1092,sich schlagen::V,تضارب,lopañ
1093,schießen::V,أطلق,
1094,siegen::V,انتصر,trec'hiñ
1095,ärgern::V,أزعل,hegasiñ
1096,schlagen::V,ضرب,skeiñ
1097,treten::V,رفس,botaouiñ
1098,stechen::V,شك,pikat
1099,stoßen::V,دفع,stokañ
1100,stehlen::V,سرق,laerezh
1101,stören::V,ضايق,direnkañ
1102,belästigen::V,أزعج,dregasiñ
1103,verbergen::V,كتم,skoachañ
1104,täuschen::V,خدع,tromplañ
1105,betrügen::V,غش,lorbañ
1106,töten::V,قتل,lazhañ
1107,wohnen::V,سكن,bezañ o chom
1108,arbeiten::V,عمل,labourat
1109,arbeiten::V,اشتغل,labourat
1110,sammeln::V,جمع,dastum
1111,pflücken::V,جنى,kuntuilhañ
1112,pflücken::V,قطف,kuntuilhañ
1113,jagen::V,صاد,chaseal
1114,fischen::V,اصطاد,pesketa
1115,fassen::V,قبض,pakañ
1116,hüten::V,رعى,geota
1117,treiben::V,ساق,
1118,anbinden::V,ربط,stagañ
1119,füttern::V,علف,boueta
1120,melken::V,حلب,goro
1121,hacken::V,فرم,difrakal
1122,gießen::V,سقى,dourañ
1123,reifen::V,نضج,azviñ
1124,zubereiten::V,حضر,keginañ
1125,kochen::V,طبخ,poazhañ
1126,backen::V,خبز,fritañ
1127,braten::V,قلى,rostañ
1128,braten::V,حمر,rostañ
1129,umrühren::V,قلب,
1130,stricken::V,حاك,stammañ
1131,nähen::V,خاط,gwriat
1132,färben::V,صبغ,livañ
1133,färben::V,لون,livañ
1134,reinigen::V,نظف,naetañ
1135,waschen::V,غسل,gwalc'hiñ
1136,abwischen::V,مسح,torchañ
1137,spülen::V,شطف,disgwalc'hiñ
1138,fegen::V,كنس,skubañ
1139,kehren::V,كنس,skubañ
1140,baden::V,استحم,kouronkañ
1141,sich waschen::V,اغتسل,en em walc'hiñ
1142,ausziehen::V,خلع,
1143,anziehen::V,لبس,
1144,sich anziehen::V,اكتسى,gwiskañ
1145,kämmen::V,مشط,kribat
1146,schmücken::V,زين,kinklañ
1147,sagen::V,قال,larêt
1148,sagen::V,قال,lavaret
1149,sprechen::V,تكلم,komz
1150,reden::V,تكلم,kaozeal
1151,sich unterhalten::V,تحادث,balbotal
1152,fragen::V,سأل,goulenn
1153,bitten::V,رجا,goulenn
1154,erzählen::V,حكي,kontañ
1155,mitteilen::V,بلغ,kemenn
1156,nennen::V,سمى,anviñ
1157,rufen::V,نادى,gelver
1158,prahlen::V,فشر,fougeal
1159,prahlen::V,تفاخر,fougeal
1160,übersetzen::V,ترجم,treiñ
1161,denken::V,فكر,soñjal
1162,glauben::V,اعتقد,krediñ
1163,bemerken::V,لاحظ,apresevañ
1164,erkennen::V,عرف,anavout
1165,begreifen::V,فهم,meizañ
1166,begreifen::V,أدرك,meizañ
1167,verstehen::V,فهم,kompren
1168,lernen::V,درس,deskiñ
1169,wissen::V,علم,gouzout
1170,sich erinnern an::V,تذكر,kaout soñj e
1171,vergessen::V,نسي,ankouaat
1172,messen::V,قاس,muzuliañ
1173,zählen::V,عد,kontañ
1174,zählen::V,أحصى,kontañ
1175,rechnen::V,حسب,jedañ
1176,lesen::V,قرأ,lenn
1177,malen::V,صور,livañ
1178,zeichnen::V,رسم,tresañ
1179,schreiben::V,كتب,skrivañ
1180,besitzen::V,حاز,kaout
1181,besitzen::V,ملك,kaout
1182,kaufen::V,اشترى,prenañ
1183,verkaufen::V,باع,gwerzhañ
1184,bezahlen::V,دفع,paeañ
1185,zahlen::V,سدد,paeañ
1186,beherrschen::V,حكم,mestroniañ
1187,ertragen::V,أطاق,anduriñ
1188,ertragen::V,تحمل,anduriñ
