,Concept_ID,no,sl
835,schwingen::V,svinge,níhati
836,fallen::V,falle,pádati
837,brennen::V,brenne,goréti
838,rauchen::V,ryke,kadíti se
839,regnen::V,regne,deževáti
840,gefrieren::V,fryse,zmŕzniti
841,tauen::V,tine,tájati
842,schmelzen::V,smelte,kopnéti
843,trocknen::V,tørre,sušíti se
844,sieden::V,koke,kipéti
845,faulen::V,råtne,gníti
846,verfaulen::V,råtne,zgníti
847,reißen::V,briste,tŕgati se
848,versinken::V,synke,pogrézniti se
849,versinken::V,synke ned,pogrézniti se
850,vergehen::V,forløpe,miníti
851,erscheinen::V,synes,pojáviti se
852,verschwinden::V,forsvinne,izgíniti
853,sinken::V,synke,péšati
854,abnehmen::V,avta,pojémati
855,abnehmen::V,minske,pojémati
856,zunehmen::V,tilta,véčati se
857,zunehmen::V,tilta,množíti se
858,steigen::V,stige,dvígati se
859,wachsen::V,gro,rásti
860,wachsen::V,vokse,rásti
861,glänzen::V,skinne,sijáti
862,funkeln::V,tindre,ískriti se
863,lärmen::V,bråke,ropotáti
864,lärmen::V,bråke,razgrájati
865,läuten::V,ringe,zvoníti
866,klingeln::V,ringe,zvončkljáti
867,klirren::V,klirre,žvenketáti
868,brausen::V,bruse,šuméti
869,rauschen::V,suse,šuštéti
870,rauschen::V,suse,šelestéti
871,klingen::V,lyde,zvenéti
872,klingen::V,klinge,zvenéti
873,bellen::V,gjø,lájati
874,bellen::V,bjeffe,lájati
875,heulen::V,ule,zavíjati
876,blasen::V,blåse,píhniti
877,pfeifen::V,plystre,pískati
878,pfeifen::V,plystre,žvížgati
879,schreien::V,skrike,kričáti
880,stöhnen::V,stønne,stókati
881,zittern::V,dirre,drgetáti
882,zittern::V,skjelve,drgetáti
883,leben::V,leve,živéti
884,geboren werden::V,fødes,rodíti se
885,atmen::V,ånde,díhati
886,atmen::V,puste,díhati
887,trinken::V,drikke,píti
888,essen::V,spise,jésti
889,schlucken::V,svelge,požírati
890,müde werden::V,bli trett,péšati
891,müde werden::V,bli trett,utrúditi se
892,einschlafen::V,sovne,zaspáti
893,schlafen::V,sove,spáti
894,aufwachen::V,våkne,zbudíti se
895,aufstehen::V,stå opp,vstáti
896,sich erholen::V,bli bra,oddahníti se
897,sich erholen::V,komme seg,oddahníti se
898,krank werden::V,bli syk,oboléti
899,krank sein::V,være syk,bíti bolán
900,schmerzen::V,gjøre vondt,boléti
901,husten::V,hoste,kášljati
902,genesen::V,komme seg,okrévati
903,sterben::V,dø,umréti
904,umkommen::V,omkomme,pogíniti
905,sich bewegen::V,bevege seg,zganíti se
906,sich rühren::V,røre på seg,premakníti se
907,sich erheben::V,reise seg,vstájati
908,sich erheben::V,reise seg,vzdígniti se
909,sich setzen::V,sette sig,sésti
910,hinfallen::V,falle over ende,pásti dôl
911,laufen::V,løpe,hodíti
912,schreiten::V,skride,stópati
913,spazierengehen::V,spasere,na sprehòd íti
914,spazierengehen::V,gå en tur,na sprehòd íti
915,eilen::V,ile,drvéti
916,sich beeilen::V,skynde seg,hitéti
917,sausen::V,suse,dírkati
918,rennen::V,løpe,dírjati
919,springen::V,hoppe,skákati
920,springen::V,springe,skákati
921,klettern::V,klatre,plézati
922,schaukeln::V,huske,kolébati
923,kriechen::V,krype,pláziti se
924,schwimmen::V,svømme,plávati
925,tauchen::V,dykke,potápljati se
926,rudern::V,ro,vesláti
927,fahren::V,kjøre,vozíti se
928,fahren::V,kjøre,peljáti se
929,fliegen::V,fly,létati
930,gehen::V,gå,íti
931,weggehen::V,gå bort,odíti
932,abfahren::V,reise,odpeljáti se
933,anhalten::V,stanse,ustáviti se
934,hineingehen::V,gå inn,íti nóter
935,eintreten::V,tre inn,vstopíti
936,kommen::V,komme,príti
937,ankommen::V,ankomme,prispéti
938,ankommen::V,ankomme,prihájati
939,ankommen::V,komme til,prispéti
940,ankommen::V,komme til,prihájati
941,zurückkommen::V,komme tilbake,vrníti se
942,bleiben::V,bli,ostáti
943,bleiben::V,forbli,ostáti
944,warten::V,vente,čákati
945,erwarten::V,vente,pričakováti
946,suchen::V,søke,iskáti
947,finden::V,finne,nájti
948,versuchen::V,prøve,poskúšati
949,versuchen::V,forsøke,poskúšati
950,vorbereiten::V,forberede,pripráviti
951,lieben::V,elske,ljubíti
952,mögen::V,like,márati
953,lachen::V,le,smejáti se
954,rühren::V,røre,ganíti
955,weinen::V,gråte,jókati
956,weinen::V,gråte,plákati
957,schimpfen::V,skjelle,psováti
958,schimpfen::V,skjelle,zmérjati
959,sich ärgern::V,ergre seg,jezíti se
960,sich fürchten::V,være redd,báti se
961,fürchten::V,være redd for,báti se
962,fliehen::V,rømme,bežáti
963,fliehen::V,flykte,bežáti
964,flüchten::V,flykte,pobégniti
965,sehen::V,se,vídeti
966,anschauen::V,se på,oglédati
967,anschauen::V,betrakte,oglédati
968,ansehen::V,anse,glédati
969,hören::V,høre,slíšati
970,zuhören::V,tilhøre,poslúšati
971,probieren::V,smake,poskúšati
972,probieren::V,smake på,poskúšati
973,riechen::V,lukte,dúhati
974,fühlen::V,føle,čutíti
975,scheinen::V,se ut,zdéti se
976,zu sehen sein::V,synes,vídeti se
977,vernehmen::V,få vite,čúti
978,frieren::V,fryse,zébsti
979,tun::V,gjøre,délati
980,können::V,kunne,môči
981,wollen::V,ville,hotéti
982,anfangen::V,begynne,začéti
983,beenden::V,avslutte,dokončáti
984,aufhören::V,slutte,prenéhati
985,aufhören::V,holde opp,prenéhati
986,gelingen::V,lykkes,uspéti
987,gelingen::V,lykkes,posréčiti se
988,geraten::V,bli,obnêsti se
989,öffnen::V,åpne,odpréti
990,schließen::V,lukke,zapréti
991,schließen::V,stenge,zapréti
992,stellen::V,stille,postáviti
993,setzen::V,sette,posadíti
994,legen::V,legge,položíti
995,berühren::V,berøre,dotíkati se
996,verbinden::V,forbinde,obvézati
997,bedecken::V,dekke,pokríti
998,aufhängen::V,henge,obésiti
999,aufhängen::V,henge opp,obésiti
1000,anzünden::V,tenne,zažgáti
1001,anzünden::V,antenne,zažgáti
1002,anzünden::V,tenne på,zažgáti
1003,aufheben::V,løfte,vzdígniti
1004,aufheben::V,ta opp,vzdígniti
1005,zurücklassen::V,slippe tilbake,zapustíti
1006,verlieren::V,miste,izgubíti
1007,fallen lassen::V,droppe,navréči
1008,fallen lassen::V,la falle,navréči
1009,machen::V,lage,naredíti
1010,machen::V,lage,napráviti
1011,machen::V,gjøre,naredíti
1012,machen::V,gjøre,napráviti
1013,herstellen::V,fremstille,izdélati
1014,bauen::V,bygge,gradíti
1015,reparieren::V,reparere,popráviti
1016,verbessern::V,rette,izbóljšati
1017,verbessern::V,forbedre,izbóljšati
1018,ändern::V,forandre,spremeníti
1019,graben::V,grave,kopáti
1020,graben::V,grave,grêbsti
1021,beugen::V,bøye,upogníti
1022,biegen::V,bøye,zavíjati
1023,drehen::V,dreie,vrtéti
1024,wenden::V,vende,obrníti
1025,umdrehen::V,snu,zasúkati
1026,heben::V,heve,dvígati
1027,hochheben::V,løfte,privzdígniti
1028,ergreifen::V,gripe,zgrábiti
1029,ergreifen::V,få tak i,zgrábiti
1030,halten::V,holde,držáti
1031,drücken::V,trykke,tiščáti
1032,schieben::V,skyve,ríniti
1033,kratzen::V,klø,práskati
1034,kratzen::V,klore,práskati
1035,lecken::V,slikke,lízati
1036,beißen::V,bite,grísti
1037,abreißen::V,rive av,odtŕgati
1038,abschneiden::V,skjære av,odrézati
1039,binden::V,binde,vézati
1040,stecken::V,stikke,vtakníti
1041,brechen::V,bryte,lomíti
1042,brechen::V,briste,lomíti
1043,klopfen::V,banke,tólči
1044,hauen::V,hogge,séči
1045,kleben::V,klistre,lépiti
1046,reiben::V,gni,tréti
1047,reiben::V,gni,dŕgniti
1048,streichen::V,stryke,namázati
1049,schleifen::V,slipe,brúsiti
1050,schneiden::V,klippe,rézati
1051,rütteln::V,ruske,strésti
1052,schütteln::V,riste,majáti
1053,schwenken::V,svinge,obrníti
1054,schütten::V,helle,sípati
1055,füllen::V,fylle,napolníti
1056,einwickeln::V,vikle inn,zavíti
1057,tragen::V,bære,nêsti
1058,schleppen::V,slepe,vláčiti
1059,ziehen::V,dra,vléči
1060,ziehen::V,trekke,vléči
1061,aufbewahren::V,oppbevare,shranjeváti
1062,aufbewahren::V,ta vare på,shranjeváti
1063,werfen::V,kaste,lúčati
1064,fangen::V,fange,ujéti
1065,packen::V,gripe,prijéti
1066,packen::V,gripe tak i,prijéti
1067,verstecken::V,gjemme,skríti
1068,teilen::V,dele,razdelíti
1069,schicken::V,sende,pošíljati
1070,bringen::V,bringe,prinêsti
1071,hinzufügen::V,tilføye,pristáviti
1072,bekommen::V,få,dobíti
1073,erhalten::V,få,prejéti
1074,nehmen::V,ta,vzéti
1075,wählen::V,velge,izbírati
1076,auswählen::V,velge ut,izbráti
1077,bewahren::V,bevare,ohraníti
1078,behindern::V,hindre,ovírati
1079,behindern::V,forhindre,ovírati
1080,verderben::V,ødelegge,pokváriti
1081,beschädigen::V,skade,poškodováti
1082,zerbrechen::V,brekke i stykker,razlomíti
1083,zerreißen::V,rive i stykker,raztŕgati
1084,zerstören::V,ødelegge,razrúšiti
1085,verbrennen::V,brenne,sežgáti
1086,verbrennen::V,brenne opp,sežgáti
1087,geben::V,gi,dáti
1088,reichen::V,rekke,séči
1089,reichen::V,rekke,molíti
1090,schenken::V,forære,podáriti
1091,schenken::V,skjenke,podáriti
1092,versprechen::V,love,obljubíti
1093,wünschen::V,ønske,vóščiti
1094,loben::V,rose,hváliti
1095,küssen::V,kysse,poljubováti
1096,wiegen::V,vogge,zíbati
1097,zudecken::V,dekke til,pokríti
1098,wecken::V,vekke,zbudíti
1099,zeigen::V,vise,pokázati
1100,führen::V,føre,vêsti
1101,lehren::V,lære,učíti
1102,unterrichten::V,undervise,poučeváti
1103,aufziehen::V,oppdra,vzgojíti
1104,leiten::V,lede,uprávljati
1105,antreiben::V,drive på,goníti
1106,lassen::V,få til å,povzročíti
1107,einladen::V,be,povábiti
1108,einladen::V,invitere,povábiti
1109,vereinigen::V,forene,zdrúžiti
1110,besuchen::V,besøke,obiskáti
1111,treffen::V,møte,pogodíti
1112,treffen::V,treffe,pogodíti
1113,sich versammeln::V,forsamles,zbráti se
1114,spielen::V,leke,igráti se
1115,spielen::V,spille,igráti se
1116,singen::V,synge,péti
1117,tanzen::V,danse,plésati
1118,sich trennen::V,skilles,ločíti se
1119,verlassen::V,forlate,zapustíti
1120,retten::V,redde,réšiti
1121,bewachen::V,bevokte,strážiti
1122,schützen::V,verne,sčítiti
1123,schützen::V,beskytte,sčítiti
1124,verteidigen::V,forsvare,braníti
1125,sich schlagen::V,slåss,têpsti se
1126,schießen::V,skyte,stréljati
1127,siegen::V,seire,zmágati
1128,ärgern::V,ergre,jezíti
1129,ärgern::V,ergre,razbúriti
1130,treten::V,sparke,teptáti
1131,stechen::V,stikke,ubôsti
1132,stoßen::V,støte,peháti
1133,stoßen::V,støte,drégniti
1134,stehlen::V,stjele,ukrásti
1135,stehlen::V,stjele,pokrásti
1136,stören::V,forstyrre,motíti
1137,belästigen::V,plage,nadlegováti
1138,belästigen::V,sjenere,nadlegováti
1139,verbergen::V,gjemme,skríti
1140,täuschen::V,villede,slepíti
1141,betrügen::V,bedra,várati
1142,betrügen::V,bedra,ogoljufáti
1143,töten::V,drepe,ubíti
1144,wohnen::V,bo,prebívati
1145,arbeiten::V,arbeide,délati
1146,sammeln::V,samle,zbráti
1147,pflücken::V,plukke,obráti
1148,jagen::V,jage,lovíti
1149,fischen::V,fiske,ribáriti
1150,fassen::V,fange,zajéti
1151,hüten::V,vokte,pásti
1152,treiben::V,drive,pogánjati
1153,anbinden::V,feste,privézati
1154,füttern::V,fore,kŕmiti
1155,melken::V,melke,mólsti
1156,hacken::V,hakke,sékati
1157,gießen::V,helle,ulíti
1158,reifen::V,modne,zoréti
1159,zubereiten::V,lage,pripráviti
1160,zubereiten::V,tilberede,pripráviti
1161,kochen::V,koke,kúhati
1162,backen::V,bake,cvréti
1163,braten::V,steke,pêči
1164,umrühren::V,røre om,preméšati
1165,stricken::V,strikke,plêsti
1166,nähen::V,sy,šívati
1167,färben::V,farge,bárvati
1168,reinigen::V,rense,očístiti
1169,reinigen::V,gjøre ren,očístiti
1170,waschen::V,vaske,opráti
1171,abwischen::V,tørke av,obrísati
1172,spülen::V,spyle,splakováti
1173,spülen::V,skylle,splakováti
1174,fegen::V,feie,pométati
1175,kehren::V,koste,mésti
1176,baden::V,bade,kópati se
1177,sich waschen::V,vaske seg,umíti se
1178,ausziehen::V,ta av,izvléči
1179,anziehen::V,ta på,obléči
1180,sich anziehen::V,kle på seg,obléči se
1181,kämmen::V,gre,česáti
1182,kämmen::V,kjemme,česáti
1183,schmücken::V,pynte,okrasíti
1184,schmücken::V,smykke,okrasíti
1185,sagen::V,si,dejáti
1186,sprechen::V,snakke,govoríti
1187,reden::V,tale,rêči
1188,reden::V,snakke,rêči
1189,sich unterhalten::V,samtale,razgovárjati se
1190,fragen::V,spørre,vprášati
1191,bitten::V,be,prosíti
1192,erzählen::V,fortelle,práviti
1193,mitteilen::V,meddele,naznániti
1194,nennen::V,kalle,imenováti
1195,rufen::V,rope,klícati
1196,prahlen::V,skryte,baháti se
1197,übersetzen::V,oversette,prevêsti
1198,denken::V,tenke,mísliti
1199,glauben::V,tro,verjéti
1200,bemerken::V,bemerke,opáziti
1201,bemerken::V,legge merke til,opáziti
1202,erkennen::V,gjenkjenne,spoznáti
1203,begreifen::V,begripe,pôjmiti
1204,verstehen::V,forstå,razuméti
1205,verstehen::V,skjønne,razuméti
1206,lernen::V,lære,učíti se
1207,wissen::V,vite,znáti
1208,wissen::V,vite,védeti
1209,sich erinnern an::V,huske på,spómniti se
1210,vergessen::V,glemme,pozábiti
1211,messen::V,måle,mériti
1212,zählen::V,telle,štéti
1213,rechnen::V,regne,račúnati
1214,lesen::V,lese,bráti
1215,lesen::V,lese,čítati
1216,malen::V,male,slíkati
1217,zeichnen::V,tegne,rísati
1218,schreiben::V,skrive,písati
1219,besitzen::V,eie,iméti
1220,besitzen::V,inneha,iméti
1221,kaufen::V,kjøpe,kupíti
1222,verkaufen::V,selge,prodáti
1223,bezahlen::V,betale,pláčati
1224,zahlen::V,betale,plačeváti
1225,beherrschen::V,beherske,obvládati
1226,ertragen::V,orke,prenêsti
1227,schlagen::V,,têpsti
1228,schlagen::V,,udáriti
