,Concept_ID,se,kk
100,Kehle::N,кэ̄ҏс,алқым
101,Hals::N,tjeapohke,мойын
102,Hals::N,tjiebet,мойын
103,Hals::N,čeabet,мойын
104,Hals::N,čiäppát,мойын
105,Hals::N,čeäppat,мойын
106,Hals::N,ча̄пэх,мойын
107,Genick::N,tjovrese,желке
108,Genick::N,nisske,желке
109,Genick::N,niehkki,желке
110,Genick::N,niski,желке
111,Genick::N,niek'ki,желке
112,Genick::N,nji´šǩǩmaadd,желке
113,Genick::N,нышшькмоант,желке
114,Kopf::N,åejjie,кәллә
115,Kopf::N,oajvve,кәллә
116,Kopf::N,oaivi,кәллә
117,Kopf::N,uái'vi,кәллә
118,Kopf::N,vuei´vv,кәллә
119,Kopf::N,вуэййв,кәллә
120,Rücken::N,rudtje,арқа
121,Rücken::N,hárddo,арқа
122,Rücken::N,tjavelk,арқа
123,Rücken::N,sealgi,арқа
124,Rücken::N,selgi,арқа
125,Rücken::N,čielgi,арқа
126,Rücken::N,seä´lǧǧ,арқа
127,Rücken::N,се̄лльк,арқа
128,Bauch::N,tjåejjie,қарын
129,Bauch::N,tjoajvve,қарын
130,Bauch::N,čoavji,қарын
131,Bauch::N,čuáv'ji,қарын
132,Bauch::N,čåu´jj,қарын
133,Bauch::N,чо̄ввьй,қарын
134,Nabel::N,naepie,кіндік
135,Nabel::N,náhpe,кіндік
136,Nabel::N,náhpi,кіндік
137,Nabel::N,nääpi,кіндік
138,Nabel::N,nää´pp,кіндік
139,Nabel::N,на̄бпь,кіндік
140,Busen::N,boenge,омырау
141,Busen::N,bållå,омырау
142,Busen::N,čižži,омырау
143,Busen::N,njamma,омырау
144,Busen::N,njižže,омырау
145,Busen::N,nje´ǯǯ,омырау
146,Busen::N,раннҍт,омырау
147,Brust::N,mïelke,кеуде
148,Brust::N,radde,кеуде
149,Brust::N,mielgga,кеуде
150,Brust::N,raddi,кеуде
151,Brust::N,radde,кеуде
152,Brust::N,râ´dd,кеуде
153,Brust::N,раннҍт,кеуде
154,Schulter::N,åelkie,иық
155,Schulter::N,oalgge,иық
156,Schulter::N,hárdu,иық
157,Schulter::N,ärdee,иық
158,Schulter::N,uál'gi,иық
159,Schulter::N,a´rddi,иық
160,Schulter::N,vuä´lǧǧ,иық
161,Schulter::N,вуэллык,иық
162,Arm::N,gïete,қол
163,Arm::N,giehta,қол
164,Arm::N,giehta,қол
165,Arm::N,kietâ,қол
166,Arm::N,kie'tâkaaṿâ,қол
167,Arm::N,ǩiõtt,қол
168,Arm::N,кӣдт,қол
169,Ellenbogen::N,gernjere,шынтақ
170,Ellenbogen::N,garŋŋel,шынтақ
171,Ellenbogen::N,gargŋil,шынтақ
172,Ellenbogen::N,käŋŋir,шынтақ
173,Ellenbogen::N,kõõnjâr,шынтақ
174,Ellenbogen::N,карьнэль,шынтақ
175,Hand::N,gïete,қол
176,Hand::N,giehta,қол
177,Hand::N,giehta,қол
178,Hand::N,kietâ,қол
179,Hand::N,ǩiõtt,қол
180,Hand::N,кӣдт,қол
181,Handfläche::N,gïeten-låapoe,алақан
182,Handfläche::N,giehtavuodo,алақан
183,Handfläche::N,tjårmmåvuodo,алақан
184,Handfläche::N,giehtaloahpu,алақан
185,Handfläche::N,kiämád,алақан
186,Handfläche::N,kuámmir,алақан
187,Handfläche::N,kuä´m'mer,алақан
188,Handfläche::N,ǩiõttǩeä´m'men,алақан
189,Handfläche::N,ко̄а̄ллдэгк,алақан
190,Handfläche::N,кӣдткоалдэгк,алақан
191,Finger::N,soerme,саусақ
192,Finger::N,tjuvdde,саусақ
193,Finger::N,suorbma,саусақ
194,Finger::N,čuvde,саусақ
195,Finger::N,suor'mâ,саусақ
196,Finger::N,suõrmm,саусақ
197,Finger::N,це̄ххп,саусақ
198,Fingernagel::N,gadtse,тырнақ
199,Fingernagel::N,guehpere,тырнақ
200,Fingernagel::N,gadtsa,тырнақ
201,Fingernagel::N,gazza,тырнақ
202,Fingernagel::N,kozzâ,тырнақ
203,Fingernagel::N,kõʒʒ,тырнақ
204,Fingernagel::N,кэ̄ннц,тырнақ
205,Nagel[Anatomie]::N,gadtse,тырнақ
206,Nagel[Anatomie]::N,guehpere,тырнақ
207,Nagel[Anatomie]::N,gadtsa,тырнақ
208,Nagel[Anatomie]::N,gazza,тырнақ
209,Nagel[Anatomie]::N,kozzâ,тырнақ
210,Nagel[Anatomie]::N,kõʒʒ,тырнақ
211,Nagel[Anatomie]::N,кэ̄ннц,тырнақ
212,Zeh::N,tjiehtjere,тырнақ
213,Zeh::N,tjiehtjere,тұяқ
214,Zeh::N,juolggetjuvdde,тырнақ
215,Zeh::N,juolggetjuvdde,тұяқ
216,Zeh::N,juolgesuorbma,тырнақ
217,Zeh::N,juolgesuorbma,тұяқ
218,Zeh::N,jyel'gisuor'mâ,тырнақ
219,Zeh::N,jyel'gisuor'mâ,тұяқ
220,Zeh::N,jue´lǧǧsuõrmm,тырнақ
221,Zeh::N,jue´lǧǧsuõrmm,тұяқ
222,Zeh::N,ю̄лльк-це̄һп,тырнақ
223,Zeh::N,ю̄лльк-це̄һп,тұяқ
224,Fuß::N,juelkie,аяқ-басы
225,Fuß::N,juolgge,аяқ-басы
226,Fuß::N,juolgi,аяқ-басы
227,Fuß::N,jyel'gi,аяқ-басы
228,Fuß::N,jue´lǧǧ,аяқ-басы
229,Fuß::N,ла̄бпь,аяқ-басы
230,Ferse::N,båetskie,өкше
231,Ferse::N,båetskie,өкшелік
232,Ferse::N,boasske,өкше
233,Ferse::N,boasske,өкшелік
234,Ferse::N,šušmi,өкше
235,Ferse::N,šušmi,өкшелік
236,Ferse::N,šušme,өкше
237,Ferse::N,šušme,өкшелік
238,Ferse::N,jue´lǧǧkädd,өкше
239,Ferse::N,jue´lǧǧkädd,өкшелік
240,Ferse::N,ка̄ннт,өкше
241,Ferse::N,ка̄ннт,өкшелік
242,Knie::N,boelve,тізе
243,Knie::N,buolvva,тізе
244,Knie::N,čibbi,тізе
245,Knie::N,veaŋki,тізе
246,Knie::N,iidâ,тізе
247,Knie::N,puõlvv,тізе
248,Knie::N,пуллв,тізе
249,Oberschenkel::N,ruaksja,жамбас
250,Oberschenkel::N,tjibbe,жамбас
251,Oberschenkel::N,gassaváhkká,жамбас
252,Oberschenkel::N,badjeváhkáa,жамбас
253,Oberschenkel::N,čuár'bpeeḷi,жамбас
254,Oberschenkel::N,če´bb,жамбас
255,Oberschenkel::N,чуаррбе̄лль,жамбас
256,Bein::N,juelkie,аяқ
257,Bein::N,juolgge,аяқ
258,Bein::N,juolgi,аяқ
259,Bein::N,jyel'gi,аяқ
260,Bein::N,jue´lǧǧ,аяқ
261,Bein::N,ю̄лльк,аяқ
262,Körper::N,kråahpe,дене
263,Körper::N,rumáj,дене
264,Körper::N,rumaš,дене
265,Körper::N,ruumâš,дене
266,Körper::N,rå´pp,дене
267,Körper::N,лышшьк,дене
268,Körper::N,роаӈӈьк,дене
269,Haut::N,njaltja,тері
270,Haut::N,lijkke,тері
271,Haut::N,tjuobma,тері
272,Haut::N,liiki,тері
273,Haut::N,liške,тері
274,Haut::N,le´šǩǩ,тері
275,Haut::N,лышшьк,тері
276,Blut::N,vïrre,қан
277,Blut::N,maelie,қан
278,Blut::N,varra,қан
279,Blut::N,varra,қан
280,Blut::N,vorrâ,қан
281,Blut::N,võrr,қан
282,Blut::N,вэ̄рр,қан
283,Ader::N,åerie,көктамыр
284,Ader::N,åerie,күретамыр
285,Ader::N,aajroe,көктамыр
286,Ader::N,aajroe,күретамыр
287,Ader::N,suodna,көктамыр
288,Ader::N,suodna,күретамыр
289,Ader::N,varrasuotna,көктамыр
290,Ader::N,varrasuotna,күретамыр
291,Ader::N,suoṇâ,көктамыр
292,Ader::N,suoṇâ,күретамыр
293,Ader::N,suõnn,көктамыр
294,Ader::N,suõnn,күретамыр
295,Ader::N,сӯнн,көктамыр
296,Ader::N,сӯнн,күретамыр
297,Sehne::N,soene,сіңір
298,Sehne::N,gåårtenje,сіңір
299,Sehne::N,suodna,сіңір
300,Sehne::N,suotna,сіңір
301,Sehne::N,suoṇâ,сіңір
302,Sehne::N,suõnn,сіңір
303,Sehne::N,сӯнн,сіңір
304,Knochen::N,måara,жілік
305,Knochen::N,måaroe,жілік
306,Knochen::N,dákte,жілік
307,Knochen::N,dákti,жілік
308,Knochen::N,tähti,жілік
309,Knochen::N,tä´htt,жілік
310,Knochen::N,та̄ххт,жілік
311,Knochen::N,та̄ффьт,жілік
312,Gehirn::N,aajla,ми
313,Gehirn::N,vuojŋam,ми
314,Gehirn::N,vuoigŋašat,ми
315,Gehirn::N,vuoi'ŋâšeh,ми
316,Gehirn::N,vuo'ivâšneh,ми
317,Gehirn::N,vuõivâšn,ми
318,Gehirn::N,вуэййвэшна,ми
319,Herz::N,vaajmoe,жүрек
320,Herz::N,tsåhke,жүрек
321,Herz::N,váibmu,жүрек
322,Herz::N,váimu,жүрек
323,Herz::N,čââ´đ,жүрек
324,Herz::N,кӯттҌк,жүрек
325,Magen::N,tjåejjie,асқазан
326,Magen::N,tjoajvve,асқазан
327,Magen::N,čoavji,асқазан
328,Magen::N,čuáv'ji,асқазан
329,Magen::N,čåu´jj,асқазан
330,Magen::N,чо̄ввьй,асқазан
331,Leber::N,mueksie,бауыр
332,Leber::N,librre,бауыр
333,Leber::N,vuoivvas,бауыр
334,Leber::N,vuoivâs,бауыр
335,Leber::N,vuõivâs,бауыр
336,Leber::N,вуйвас,бауыр
337,Atem::N,voejngehtasse,леп
338,Atem::N,båssånis,леп
339,Atem::N,vuojŋadahka,леп
340,Atem::N,vuoiŋŋahat,леп
341,Atem::N,vuo'iŋâstim,леп
342,Atem::N,jiõg'g,леп
343,Atem::N,вӯйнас,леп
344,Atem::N,вӯййнмушш,леп
345,Hunger::N,nielkie,ашаршылық
346,Hunger::N,nielgge,ашаршылық
347,Hunger::N,nealgi,ашаршылық
348,Hunger::N,nelgi,ашаршылық
349,Hunger::N,neä´lǧǧ,ашаршылық
350,Hunger::N,не̄лльк,ашаршылық
351,Träne::N,gïknjele,жас
352,Träne::N,ganjál,жас
353,Träne::N,ganjal,жас
354,Träne::N,koonjâl,жас
355,Träne::N,kõõnjâl,жас
356,Träne::N,кэ̄нял,жас
357,Geschmack::N,aelmie,дәм
358,Geschmack::N,aelmie,татым
359,Geschmack::N,aelmie,талғам
360,Geschmack::N,muosse,дәм
361,Geschmack::N,muosse,татым
362,Geschmack::N,muosse,талғам
363,Geschmack::N,smáhkka,дәм
364,Geschmack::N,smáhkka,татым
365,Geschmack::N,smáhkka,талғам
366,Geschmack::N,máhku,дәм
367,Geschmack::N,máhku,татым
368,Geschmack::N,máhku,талғам
369,Geschmack::N,smáhkka,дәм
370,Geschmack::N,smáhkka,татым
371,Geschmack::N,smáhkka,талғам
372,Geschmack::N,mááhu,дәм
373,Geschmack::N,mááhu,татым
374,Geschmack::N,mááhu,талғам
375,Geschmack::N,smakkâ,дәм
376,Geschmack::N,smakkâ,татым
377,Geschmack::N,smakkâ,талғам
378,Geschmack::N,njõõd,дәм
379,Geschmack::N,njõõd,татым
380,Geschmack::N,njõõd,талғам
381,Geschmack::N,smääkk,дәм
382,Geschmack::N,smääkk,татым
383,Geschmack::N,smääkk,талғам
384,Geschmack::N,ня̄лльк,дәм
385,Geschmack::N,ня̄лльк,татым
386,Geschmack::N,ня̄лльк,талғам
387,Geruch::N,haaje,иіс
388,Geruch::N,habjja,иіс
389,Geruch::N,hádja,иіс
390,Geruch::N,opsâ,иіс
391,Geruch::N,haajâ,иіс
392,Geruch::N,õpss,иіс
393,Geruch::N,haajj,иіс
394,Geruch::N,апс,иіс
395,Geruch::N,лэ̄гк,иіс
396,Schlaf::N,nahkerh,ұйқы
397,Schlaf::N,nahkerh,ұйықтау
398,Schlaf::N,nager,ұйқы
399,Schlaf::N,nager,ұйықтау
400,Schlaf::N,oados,ұйқы
401,Schlaf::N,oados,ұйықтау
402,Schlaf::N,nagir,ұйқы
403,Schlaf::N,nagir,ұйықтау
404,Schlaf::N,naṿer,ұйқы
405,Schlaf::N,naṿer,ұйықтау
406,Schlaf::N,nââ´er,ұйқы
407,Schlaf::N,nââ´er,ұйықтау
408,Schlaf::N,нагерь,ұйқы
409,Schlaf::N,нагерь,ұйықтау
410,Traum::N,nahkere,түс
411,Traum::N,niehko,түс
412,Traum::N,niehku,түс
413,Traum::N,naṿer,түс
414,Traum::N,nââ´er,түс
415,Traum::N,нагерь,түс
416,Himmel::N,elmie,аспан
417,Himmel::N,elmie,көқ
418,Himmel::N,elmie,таңдай
419,Himmel::N,almme,аспан
420,Himmel::N,almme,көқ
421,Himmel::N,almme,таңдай
422,Himmel::N,albmi,аспан
423,Himmel::N,albmi,көқ
424,Himmel::N,albmi,таңдай
425,Himmel::N,alme,аспан
426,Himmel::N,alme,көқ
427,Himmel::N,alme,таңдай
428,Himmel::N,â´lmm,аспан
429,Himmel::N,â´lmm,көқ
430,Himmel::N,â´lmm,таңдай
431,Himmel::N,алльм,аспан
432,Himmel::N,алльм,көқ
433,Himmel::N,алльм,таңдай
434,Sonne::N,biejjie,күн
435,Sonne::N,bæjvásj,күн
436,Sonne::N,beaivváš,күн
437,Sonne::N,peivi,күн
438,Sonne::N,piäiváš,күн
439,Sonne::N,pei´vv,күн
440,Sonne::N,пе̄ййв,күн
441,Mond::N,aske,ай
442,Mond::N,mánno,ай
443,Mond::N,mánnu,ай
444,Mond::N,máánu,ай
445,Mond::N,mään,ай
446,Mond::N,ма̄нн,ай
447,Stern::N,daasta,жұлдыз
448,Stern::N,naestie,жұлдыз
449,Stern::N,násste,жұлдыз
450,Stern::N,násti,жұлдыз
451,Stern::N,täsni,жұлдыз
452,Stern::N,tä´snn,жұлдыз
453,Stern::N,та̄ссьт,жұлдыз
454,Luft::N,elmie,әуе
455,Luft::N,ájmmo,әуе
456,Luft::N,áibmu,әуе
457,Luft::N,áimu,әуе
458,Luft::N,šõŋŋ,әуе
459,Luft::N,вӯйнас,әуе
460,Wind::N,bïegke,жел
461,Wind::N,biegga,жел
462,Wind::N,biegga,жел
463,Wind::N,pieg'gâ,жел
464,Wind::N,piõg'g,жел
465,Wind::N,пӣӈӈк,жел
466,Welle::N,baaroe,толқын
467,Welle::N,bárro,толқын
468,Welle::N,bárru,толқын
469,Welle::N,pááṛu,толқын
470,Welle::N,päärr,толқын
471,Welle::N,нэ̄ммп,толқын
472,Wasser::N,tjaetsie,су
473,Wasser::N,tjáhtje,су
474,Wasser::N,čáhci,су
475,Wasser::N,čääci,су
476,Wasser::N,čää´cc,су
477,Wasser::N,ча̄дзь,су
478,Stein::N,gierkie,тас
479,Stein::N,giergge,тас
480,Stein::N,geađgi,тас
481,Stein::N,keđgi,тас
482,Stein::N,ǩeä´dǧǧ,тас
483,Stein::N,ке̄ддҌк,тас
484,Boden::N,betnie,қыртыс
485,Boden::N,ednam,қыртыс
486,Boden::N,bodni,қыртыс
487,Boden::N,vuođđu,қыртыс
488,Boden::N,ponne,қыртыс
489,Boden::N,vuáđ̣u,қыртыс
490,Boden::N,vuâđđ,қыртыс
491,Boden::N,лаввьн,қыртыс
492,Boden::N,е̄ммьне,қыртыс
493,Erde::N,jåarta,топырақ
494,Erde::N,mueltie,топырақ
495,Erde::N,ednam,топырақ
496,Erde::N,mållde,топырақ
497,Erde::N,eana,топырақ
498,Erde::N,eennâm,топырақ
499,Erde::N,mädd,топырақ
500,Erde::N,jânnam,топырақ
501,Erde::N,е̄ммьне,топырақ
502,Staub::N,heblie,шаң
503,Staub::N,tsumhtsie,шаң
504,Staub::N,dubme,шаң
505,Staub::N,dopmu,шаң
506,Staub::N,kovjâ,шаң
507,Staub::N,põõ´l,шаң
508,Staub::N,кэ̄ббьй,шаң
509,Rauch::N,soeve,түтін
510,Rauch::N,suovva,түтін
511,Rauch::N,suovva,түтін
512,Rauch::N,suoṿâ,түтін
513,Rauch::N,suõvv,түтін
514,Rauch::N,сӯвв,түтін
515,Funke::N,naestie,ұшқын
516,Funke::N,tjuonam,ұшқын
517,Funke::N,čuotnan,ұшқын
518,Funke::N,čuođâlm,ұшқын
519,Funke::N,iiskâr,ұшқын
520,Funke::N,čuõzzâm,ұшқын
521,Funke::N,чӯссэм,ұшқын
522,Feuer::N,dålle,алау
523,Feuer::N,dållå,алау
524,Feuer::N,dolla,алау
525,Feuer::N,tullâ,алау
526,Feuer::N,toll,алау
527,Feuer::N,то̄лл,алау
528,Licht::N,tjoevke,шұғыла
529,Licht::N,tjuovgga,шұғыла
530,Licht::N,čuovga,шұғыла
531,Licht::N,čuovggas,шұғыла
532,Licht::N,čuoṿâ,шұғыла
533,Licht::N,toll,шұғыла
534,Licht::N,čuõvv,шұғыла
535,Licht::N,то̄лл,шұғыла
536,Schatten::N,skugkie,көлеңке
537,Schatten::N,soejvene,көлеңке
538,Schatten::N,irkes,көлеңке
539,Schatten::N,sieges,көлеңке
540,Schatten::N,itku,көлеңке
541,Schatten::N,suoivâ,көлеңке
542,Schatten::N,õõtt,көлеңке
543,Schatten::N,ǩeeu´niǩ,көлеңке
544,Schatten::N,кывьнэхь,көлеңке
545,Wetter::N,vïerhtse,ауа райы
546,Wetter::N,dálkke,ауа райы
547,Wetter::N,dálki,ауа райы
548,Wetter::N,šoŋŋâ,ауа райы
549,Wetter::N,šõŋŋ,ауа райы
550,Wetter::N,шэ̄ӈӈ,ауа райы
551,Nebel::N,såavla,тұман
552,Nebel::N,mearhka,тұман
553,Nebel::N,murkko,тұман
554,Nebel::N,mierkká,тұман
555,Nebel::N,mierká,тұман
556,Nebel::N,miär'kká,тұман
557,Nebel::N,oṃo,тұман
558,Nebel::N,sue´lnn,тұман
559,Nebel::N,цӣгк,тұман
560,Nebel::N,сулльн,тұман
561,Wolke::N,balve,бұлт
562,Wolke::N,balvva,бұлт
563,Wolke::N,balva,бұлт
564,Wolke::N,polvâ,бұлт
565,Wolke::N,põlvv,бұлт
566,Wolke::N,пэллв,бұлт
567,Regen::N,ebrie,жаңбыр
568,Regen::N,harvve,жаңбыр
569,Regen::N,arvi,жаңбыр
570,Regen::N,arve,жаңбыр
571,Regen::N,â´brr,жаңбыр
572,Regen::N,аббьр,жаңбыр
573,Schnee::N,lopme,қар
574,Schnee::N,moehtege,қар
575,Schnee::N,muohta,қар
576,Schnee::N,muohta,қар
577,Schnee::N,muotâ,қар
578,Schnee::N,muõtt,қар
579,Schnee::N,вэ̄дз,қар
580,Schnee::N,куэллт,қар
581,Eis::N,jïenge,мұз
582,Eis::N,jiegŋa,мұз
583,Eis::N,jiekŋa,мұз
584,Eis::N,jieŋ̣â,мұз
585,Eis::N,jiõŋŋ,мұз
586,Eis::N,ӣӈӈ,мұз
587,Frost::N,baajkoe,суық
588,Frost::N,tjoasskem,суық
589,Frost::N,buolaš,суық
590,Frost::N,puolâš,суық
591,Frost::N,puõlâš,суық
592,Frost::N,мӯнь,суық
593,Kälte::N,jueskie,ызғар
594,Kälte::N,jueskie,суықтық
595,Kälte::N,tjåetskeme,ызғар
596,Kälte::N,tjåetskeme,суықтық
597,Kälte::N,tjoasskem,ызғар
598,Kälte::N,tjoasskem,суықтық
599,Kälte::N,čoaskin,ызғар
600,Kälte::N,čoaskin,суықтық
601,Kälte::N,ko'lmâsvuotâ,ызғар
602,Kälte::N,ko'lmâsvuotâ,суықтық
603,Kälte::N,ijss,ызғар
604,Kälte::N,ijss,суықтық
605,Kälte::N,čuä´cǩǩem,ызғар
606,Kälte::N,čuä´cǩǩem,суықтық
607,Kälte::N,tuârggnjõs,ызғар
608,Kälte::N,tuârggnjõs,суықтық
609,Kälte::N,кэ̄лмас,ызғар
610,Kälte::N,кэ̄лмас,суықтық
611,Hitze::N,baahke,аптап
612,Hitze::N,báhkka,аптап
613,Hitze::N,báhkka,аптап
614,Hitze::N,pakkâ,аптап
615,Hitze::N,kuṃe,аптап
616,Hitze::N,paašt,аптап
617,Hitze::N,жоарр,аптап
618,Raureif::N,jyjse,қырау
619,Raureif::N,ridne,қырау
620,Raureif::N,goarre,қырау
621,Raureif::N,ritni,қырау
622,Raureif::N,suhči,қырау
623,Raureif::N,riṇe,қырау
624,Raureif::N,ай,қырау
625,Regenbogen::N,aatjan goengere,кемпірқосақ
626,Regenbogen::N,aatjan joekse,кемпірқосақ
627,Regenbogen::N,ádjájuoksa,кемпірқосақ
628,Regenbogen::N,arvedávgi,кемпірқосақ
629,Regenbogen::N,bajándávgi,кемпірқосақ
630,Regenbogen::N,äijihtävgi,кемпірқосақ
631,Regenbogen::N,teârmmazjohss,кемпірқосақ
632,Regenbogen::N,тӣрмесью̄ккс,кемпірқосақ
633,Donner::N,raejrie,күн күркіреу
634,Donner::N,átjek,күн күркіреу
635,Donner::N,átjárájdde,күн күркіреу
636,Donner::N,áddjá,күн күркіреу
637,Donner::N,baján,күн күркіреу
638,Donner::N,juuṛâ,күн күркіреу
639,Donner::N,tie´rmes,күн күркіреу
640,Donner::N,тӣрмесь,күн күркіреу
641,Donner::N,ча̄ркнэгк,күн күркіреу
642,Strömung::N,njuvvie,ағын
643,Strömung::N,ájggedáhpe,ағын
644,Strömung::N,rávdnji,ағын
645,Strömung::N,virde,ағын
646,Strömung::N,ve´rdd,ағын
647,Strömung::N,выррьт,ағын
648,Tropfen::N,gåajhkohts,тамшы
649,Tropfen::N,gåjkudis,тамшы
650,Tropfen::N,goaikkanas,тамшы
651,Tropfen::N,čalme,тамшы
652,Tropfen::N,čâ´lmm,тамшы
653,Tropfen::N,ча̄лльм,тамшы
654,Schaum::N,sapte,көбік
655,Schaum::N,såpptå,көбік
656,Schaum::N,sokta,көбік
657,Schaum::N,suptâ,көбік
658,Schaum::N,soptt,көбік
659,Schaum::N,со̄ппт,көбік
660,Schmutz::N,haaskoe,кір
661,Schmutz::N,duolvva,кір
662,Schmutz::N,duolva,кір
663,Schmutz::N,durdi,кір
664,Schmutz::N,stänži,кір
665,Schmutz::N,sähss,кір
666,Schmutz::N,са̄ккьс,кір
667,Schmutz::N,не̄шшь,кір
668,See::N,jaevrie,көл
669,See::N,jávrre,көл
670,See::N,jávri,көл
671,See::N,jävri,көл
672,See::N,jâu´rr,көл
673,See::N,я̄ввьр,көл
674,Sumpf::N,pluevie,саз
675,Sumpf::N,áhpe,саз
676,Sumpf::N,sæmssa,саз
677,Sumpf::N,jeaggi,саз
678,Sumpf::N,jeggi,саз
679,Sumpf::N,jeä´ǧ'ǧ,саз
680,Sumpf::N,ла̄ммьп,саз
681,Moor::N,pluevie,саз
682,Moor::N,jiegge,саз
683,Moor::N,suotnju,саз
684,Moor::N,karrii,саз
685,Moor::N,kä´rev,саз
686,Moor::N,veättaǩ,саз
687,Moor::N,ла̄ммьп,саз
688,Wiese::N,ïentje,шалғын
689,Wiese::N,giedde,шалғын
690,Wiese::N,gieddi,шалғын
691,Wiese::N,nijtto,шалғын
692,Wiese::N,пуэшенҍ,шалғын
693,Wald::N,skåake,орман
694,Wald::N,skåajje,орман
695,Wald::N,miehtsie,орман
696,Wald::N,vuovdde,орман
697,Wald::N,miehttse,орман
698,Wald::N,vuovdi,орман
699,Wald::N,meahcci,орман
700,Wald::N,mecci,орман
701,Wald::N,vyemi,орман
702,Wald::N,vue´mm,орман
703,Wald::N,meä´c'c,орман
704,Wald::N,ля̄ммт,орман
705,Hügel::N,deava,төбе
706,Hügel::N,deava,белес
707,Hügel::N,deava,белес-белес
708,Hügel::N,dievvá,төбе
709,Hügel::N,dievvá,белес
710,Hügel::N,dievvá,белес-белес
711,Hügel::N,dievvá,төбе
712,Hügel::N,dievvá,белес
713,Hügel::N,dievvá,белес-белес
714,Hügel::N,čummâ,төбе
715,Hügel::N,čummâ,белес
716,Hügel::N,čummâ,белес-белес
717,Hügel::N,pä´rcc,төбе
718,Hügel::N,pä´rcc,белес
