,Concept_ID,lbe,mdf
727,erster::A,цалчиннсса,васенце
728,zweiter::A,кӏилчиимур,омбоце
729,dritter::A,шамулчинмур,колмоце
730,letzter::A,махъва-махъмур,ме́кольце
731,allein::ADV,ялгъузну,ськамонза
732,zusammen::ADV,цачӏу,марс
733,zusammen::ADV,цачӏу,ма́рса
734,zusammen::ADV,архӏал,марс
735,zusammen::ADV,архӏал,ма́рса
736,lange::ADV,батӏи къабуклай,кува́тьс
737,lange::ADV,хъунмасса хӏаллай,кува́тьс
738,plötzlich::ADV,цакуну,а́пак учт
739,sofort::ADV,мугьлат бакъа,тяникиге
740,später::ADV,махъ,ме́ле
741,jetzt::ADV,утти,тяни
742,jetzt::ADV,цӏана,тяни
743,heute::ADV,хӏакьину,тячи
744,morgen::ADV,гьуит,ва́нды
745,morgen::ADV,гьунттий,ва́нды
746,dann::ADV,яла,меле
747,dann::ADV,яла,сяда меле
748,gestern::ADV,лахьхьу,ися́к
749,damals::ADV,та чӏумал,эста
750,danach::ADV,яла,меле
751,vorher::ADV,хьхьнчӏ,инголи
752,vorher::ADV,хьхьичӏва,инголи
753,zuerst::ADV,бакӏрай,ва́сенда
754,zuerst::ADV,цӏу бутӏуй,ва́сенда
755,einmal::ADV,цал,весть
756,manchmal::ADV,ваксса-таксса,лия́ста
757,manchmal::ADV,ваксса-таксса,ко́ста-ко́ста
758,oft::ADV,чӏявуну,си́деста
759,immer::ADV,мудан,фалу
760,immer::ADV,мудан,най
761,immer::ADV,даиман,фалу
762,immer::ADV,даиман,най
763,niemals::ADV,тачӏав,аф мзя́рдонга
764,hier::ADV,шикку,тяса
765,hierhin::ADV,шиккун,сей
766,hierhin::ADV,шиккун,тяза
767,von hier::ADV,шичча,тя́ста
768,dort::ADV,гикку,тоса
769,dorthin::ADV,тиккун,тов
770,dorthin::ADV,тиккун,тоза
771,geradeaus::ADV,тӏайланм,ви́деста
772,vorwärts::ADV,хьхьичӏунмай,и́нголи
773,rückwärts::ADV,махъа-хьхьичӏунмай,ме́ки
774,zurück::ADV,махъунмай,ме́ки
775,unten::ADV,лув,ала
776,hinab::ADV,бакӏ-ялавай,алу
777,hinab::ADV,бакӏъялавай,алу
778,oben::ADV,ялув,вяре
779,hinauf::ADV,лавай,вяри
780,überall::ADV,гьариий,се́мбе ва́стова
781,überall::ADV,хьу-хьуний,се́мбе ва́стова
782,überall::ADV,гьарца кӏанай,се́мбе ва́стова
783,nicht::ADV,къа-,аф
784,ein wenig::ADV,чанни,аф лама
785,ein wenig::ADV,ца чансса,аф лама
786,kaum::ADV,дахьа,а́ньцек
787,sehr::ADV,оьну,пяк
788,sehr::ADV,гужну,пяк
789,sehr::ADV,хъинну,пяк
790,so::ADV,укукн,ста́не
791,noch::ADV,гьала,нинге
792,noch::ADV,уттигу,нинге
793,noch::ADV,цакьинва,нинге
794,noch::ADV,ттигу-шилагу,нинге
795,nur::ADV,анжагь,аньцек
796,wieder::ADV,цӏуницӏа,та́га
797,vergebens::ADV,аьдада,стак
798,vergebens::ADV,нахӏакь,стак
799,vor::PRP,хьхьичӏ,инголе
800,hinter::PRP,махъ,фтала
801,hinter::PRP,махъ,мельге
802,unter::PRP,лув,ала
803,durch::PRP,-х,пачк
804,neben::PRP,чӏарав,ваксса
805,zwischen::PRP,дянив,ёткса
806,wegen::PRP,цӏаний,сюнеда
807,dies::PRN,ва,тя
808,das::PRN,та,ся
809,das::PRN,та,тона
810,das::PRN,кӏа,ся
811,das::PRN,кӏа,тона
812,das::PRN,га,ся
813,das::PRN,га,тона
814,alles::PRN,щала,сембе
815,ich::PRN,на,мон
816,du::PRN,ина,тон
817,er::PRN,му,сон
818,wir::PRN,жу,минь
819,ihr::PRN,зу,тинь
820,was::FPRN,ци,мезе
821,wer::FPRN,цу,кие
822,wo::FADV,чув,коса
823,wohin::FADV,чун,ков
824,wohin::FADV,чун,коза
825,wie::FADV,цукун,ко́да
826,warum::FADV,цан,мес
827,wieviel::FNUM,циксса,мзя́ра
828,eins::NUM,ца,фкя
829,zwei::NUM,кӏива,кафта
830,drei::NUM,шамма,колма
831,vier::NUM,мукьа,ниле
832,vier::NUM,мукьва,ниле
833,fünf::NUM,ххюва,вете
834,sechs::NUM,ряхва,кота
835,sieben::NUM,арула,сисем
836,acht::NUM,мяйва,кафкса
837,neun::NUM,урчӏва,ве́йхкса
838,zehn::NUM,ацӏва,кемонь
839,elf::NUM,ацӏния цава,кефкие
840,zwölf::NUM,ацӏиия кӏива,кемгафтува
841,zwanzig::NUM,кьува,комсь
842,dreißig::NUM,зувира,колмогемонь
843,vierzig::NUM,мукьцӏала,нильге́монь
844,fünfzig::NUM,ххюцӏала,ве́дьгемонь
845,sechzig::NUM,ряхцӏала,ко́дгемонь
846,achtzig::NUM,мяйцӏала,ка́фксогемонь
847,neunzig::NUM,урчӏцӏала,ве́йхксогемонь
848,hundert::NUM,ттурш,сяда
849,hundert::NUM,ттуршва,сяда
850,tausend::NUM,азарва,тёжянь
851,und::CNJ,-гу,и
852,und::CNJ,-гу,дъ
853,oder::CNJ,я,или
854,oder::CNJ,я,али
855,oder::CNJ,ягу,или
856,oder::CNJ,ягу,али
857,stehen::V,ацӏан,а́щемс стя́да
858,sitzen::V,щяивкӏун икӏан,ащемс озада
859,liegen::V,утту нвхьуну икӏан,ма́дозь а́щемс
860,hängen::V,зурчӏай тӏун,нюрьгомс
861,werden::V,хьун,арамс
862,werden::V,хьун,тиевомс
863,passieren::V,хьун,лисэмс
864,passieren::V,хьун,эвондамс
865,beginnen::V,дайдишин,ушедомс
866,beginnen::V,дайдирхьуну дикӏан,ушедомс
867,enden::V,къуртал дан,лоткамс
868,wechseln::V,даххана хьун,по́лафнемс
869,wechseln::V,даххана дуллан,по́лафнемс
870,aufgehen[Sonne]::V,буклай бур,стямс
871,aufgehen[Sonne]::V,буклай бур,лисемс
872,untergehen[Sonne]::V,лаглай бур,валгомс
873,scheinen[Sonne]::V,битан,ва́лдоптомс
874,scheinen[Sonne]::V,чани буллан,ва́лдоптомс
875,donnern::V,тӏий бур,торамс
876,wehen::V,бишлай бур,уфа́мс
877,strömen::V,экьинан,шудемс
878,fließen::V,экьинан,шудемс
879,sich drehen::V,гьанан,шаромс
880,schwanken::V,хъюлчу тӏун,якамс
881,schwanken::V,хӏуркку тӏун,якамс
882,schwingen::V,хъюлчай тӏун,люксемс
883,schwingen::V,хъюлчай тӏун,нюрьсемс
884,schwingen::V,хъюлчу тӏун,люксемс
885,schwingen::V,хъюлчу тӏун,нюрьсемс
886,fallen::V,багьлан,прамс
887,fallen::V,багьлан,прашендомс
888,brennen::V,ччучлан,паломс
889,rauchen::V,пуркӏу тӏун,качадомс
890,regnen::V,лачӏун,пиземс
891,regnen::V,лачIлай дур,пиземс
892,gefrieren::V,микӏ лачӏун,эйндамс
893,gefrieren::V,микӏ лачӏун,кельмомс
894,tauen::V,баслан,соламс
895,schmelzen::V,баслан,соламс
896,trocknen::V,кьакьан,коськомс
897,sieden::V,щаран,лакамс
898,faulen::V,аьллан,наксадомс
899,verfaulen::V,аьллан,наксадомс
900,verfaulen::V,аьян,наксадомс
901,reißen::V,ххя дукан,сязевомс
902,versinken::V,оькьлан,ваямс
903,versinken::V,оькьан,ваямс
904,vergehen::V,лялиян,ётамс
905,erscheinen::V,буккан,эвондамс
906,erscheinen::V,загьир хьун,эвондамс
907,verschwinden::V,бат хьун,юма́мс
908,verschwinden::V,акъа хьун,юма́мс
909,sinken::V,чахь учин,валгомс
910,abnehmen::V,чан хьун,киремс
911,abnehmen::V,ссуссукьу хьун,киремс
912,zunehmen::V,гьарза хьун,ламокстомс
913,zunehmen::V,гьарза хьун,рашнемс
914,steigen::V,гьаз хьун,кеподемс
915,wachsen::V,ххяххан,касомс
916,glänzen::V,цӏай буккан,цинзелдомс
917,glänzen::V,цӏай буккан,цифордомс
918,funkeln::V,цӏай-цӏай тӏун,ци́фтордомс
919,lärmen::V,чӏу буллан,жалнамс
920,lärmen::V,аьлагъужа буллан,жалнамс
921,läuten::V,занг ришлан,гайфтемс
922,läuten::V,занг дуллан,гайфтемс
923,klingeln::V,занг ришлан,гайфтемс
924,klingeln::V,занг дуллан,гайфтемс
925,brausen::V,никъащилан,жоледемс
926,rauschen::V,щурщур тӏун,вжнамс
927,rauschen::V,щурщур тӏун,гамнамс
928,klingen::V,чӏу буклан,кайгомс
929,bellen::V,хӏап тӏун,ува́мс
930,blasen::V,уф тӏун,уфа́мс
931,pfeifen::V,щютӏа тӏун,вяшкомс
932,schreien::V,чӏу бан,пешкодомс
933,stöhnen::V,угь-къак тӏун,куфцемс
934,zittern::V,зурзу чин,таромс
935,zittern::V,зурзу тӏун,таромс
936,leben::V,ялапар хъанан,эрямс
937,geboren werden::V,ан,шачемс
938,atmen::V,ссихӏ ласлан,ажнамс
939,atmen::V,ссихӏ бигьлан,ажнамс
940,trinken::V,хӏачӏан,симомс
941,trinken::V,хӏачӏлан,симомс
942,essen::V,канан,ярхцамс
943,schlucken::V,кьюлтӏа тӏун,нилемс
944,müde werden::V,аьхчӏин,сиземс
945,einschlafen::V,шанан икӏан,матодовомс
946,schlafen::V,шанан,удомс
947,aufwachen::V,чантӏ учин,съргоземс
948,aufstehen::V,бизан,стямс
949,sich erholen::V,бигьалаган,ваймосемс
950,krank werden::V,къашай хьун,сярядькстомс
951,krank sein::V,къашай хъанан,сярядемс
952,krank sein::V,къашавай икӏан,сярядемс
953,schmerzen::V,цӏун,сярядемс
954,husten::V,хъугьу чин,козомс
955,husten::V,хъугьу тӏун,козомс
956,genesen::V,хъин хьун,пъ́чкамс
957,genesen::V,сагъ лаган,пъ́чкамс
958,sterben::V,ивчӏан,куломс
959,umkommen::V,лиллан,юма́мс
960,umkommen::V,литӏлан,юма́мс
961,umkommen::V,ажал биян,юма́мс
962,umkommen::V,личӏи хьун,юма́мс
963,umkommen::V,иакьлу хьун,юма́мс
964,umkommen::V,ахир жан хъанан,юма́мс
965,umkommen::V,рухӏирачӏа икӏан,юма́мс
966,sich bewegen::V,сукку хьун,шаштомс
967,sich rühren::V,сукку хьун,сърхка́мс
968,sich erheben::V,бизан,стямс
969,sich setzen::V,щяикӏан,озамс
970,sich setzen::V,щябикӏан,озамс
971,hinfallen::V,багьан,прамс
972,hinfallen::V,багьан,сяворемс
973,laufen::V,занан,якамс
974,schreiten::V,ша ласлан,молемс
975,schreiten::V,ша ласлан,аськолямс
976,spazierengehen::V,сайр буллан,якамс
977,eilen::V,анавар буккан,эряскодомс
978,sich beeilen::V,анавар буккан,эряскодомс
979,sausen::V,никъа щилан,лиемс
980,sausen::V,никъа щун,лиемс
981,rennen::V,лечлан,арнемс
982,springen::V,тӏанкӏ дан,комотнемс
983,klettern::V,лахълан,ку́цемс
984,schaukeln::V,гьайжак бигьлан,нюрямс
985,kriechen::V,ххярк тӏун,шаштомс комада
986,schwimmen::V,гьузун,уемс
987,tauchen::V,лултту уккан,юпиемс
988,tauchen::V,лултту уккан,чёпафнемс
989,rudern::V,бяхлан,па́немс ве́неж
990,rudern::V,батӏлан,па́немс ве́неж
991,rudern::V,ххялаххи дуклан,па́немс ве́неж
992,fahren::V,гьан,ардомс
993,fliegen::V,лехлан,лиемс
994,gehen::V,нан,молемс
995,weggehen::V,ялагьан,тумс
996,abfahren::V,гьан,тумс
997,anhalten::V,бацӏан,лоткамс
998,hineingehen::V,буххан,сува́мс
999,eintreten::V,буххан,сува́мс
1000,kommen::V,учӏан,самс
1001,ankommen::V,биян,самс
1002,ankommen::V,биян,пачкодемс
1003,ankommen::V,бучӏан,самс
1004,ankommen::V,бучӏан,пачкодемс
1005,zurückkommen::V,зана хъун,мърдамс
1006,zurückkommen::V,зана бикӏан,мърдамс
1007,bleiben::V,личӏан,иля́домс
1008,warten::V,ялугьлан,учемс
1009,erwarten::V,ялугьлан,учемс
1010,suchen::V,луглан,вешемс
1011,finden::V,лякъин,мумс
1012,versuchen::V,ххал буллан,варчсемс
1013,vorbereiten::V,хӏадур бан,анокламс
1014,lieben::V,эшкьи хьуиу бикӏан,кельгомс
1015,mögen::V,ххиран бикӏан,кельгомс
1016,lachen::V,хъян,рахамс
1017,lachen::V,хъян,рахсемс
1018,weinen::V,аьтӏун,авардемс
1019,schimpfen::V,дяъван,сюцемс
1020,schimpfen::V,ссугайи агьан,сюцемс
1021,sich ärgern::V,ссибизлан,кяжиямс
1022,sich fürchten::V,ингъауслан,пелемс
1023,fürchten::V,хӏучӏ тӏун,пелемс
1024,fliehen::V,ака бан,ворьгодемс
1025,flüchten::V,лихъан,ша́домс
1026,flüchten::V,лихъан,во́рьгодемс
1027,sehen::V,чӏалан,няемс
1028,anschauen::V,урган,ваномс
1029,ansehen::V,буруглан,ваномс
1030,hören::V,баллан,марямс
1031,zuhören::V,вичӏи дихьлан,ку́лхдоньомс
1032,probieren::V,тӏин ххал буллан,варжамс
1033,riechen::V,ссунтӏа тӏун,никса́мс
1034,fühlen::V,дакӏнил буслан,марямс
1035,scheinen::V,ххан,ня́евомс
1036,scheinen::V,бизан,ня́евомс
1037,scheinen::V,ххан бикӏлай бикӏан,ня́евомс
1038,vernehmen::V,баян,марямс
1039,frieren::V,лигьулул хъанан,паломс
1040,frieren::V,лигьулул хъанан,кельмомс
1041,tun::V,бан,тиемс
1042,können::V,хьун,маштомс
1043,anfangen::V,дайдишин,ушедомс
1044,beenden::V,къуртал бан,аде́ламс
1045,aufhören::V,кьабагьан,лоткамс
1046,gelingen::V,бюхъан,удалакшнемс
1047,öffnen::V,тӏитӏин,панжемс
1048,schließen::V,лакьин,сёлгомс
1049,stellen::V,дацӏан дан,путомс
1050,stellen::V,бишин,путомс
1051,setzen::V,щяитан,озафнемс
1052,setzen::V,щяитан,озавтнемс
1053,legen::V,бишин,путомс
1054,berühren::V,ка щун,токамс
1055,verbinden::V,бахӏин,сотомс
1056,verbinden::V,дахӏин,сотомс
1057,bedecken::V,ялтту бущин,комачамс
1058,bedecken::V,ялтту бущин,вельхтямс
1059,bedecken::V,ялтту бакьин,комачамс
1060,bedecken::V,ялтту бакьин,вельхтямс
1061,aufhängen::V,лахъан,повфтамс
1062,anzünden::V,лахъан,крьвя́стемс
1063,aufheben::V,гьаз бан,кеподемс
1064,aufheben::V,гьаз бан,касфтомс
1065,zurücklassen::V,кьаитан,ка́домс
1066,zurücklassen::V,битан,ка́домс
1067,verlieren::V,дакъа дан,юма́фтомс
1068,fallen lassen::V,рутан,прафтомс
1069,machen::V,дан,тиемс
1070,herstellen::V,яраг ишла бувиу бан,анокламс
1071,bauen::V,дан,путомс
1072,reparieren::V,дакьин дан,петемс
1073,verbessern::V,ххуй дан,цебярьгофтомс
1074,ändern::V,баххана бан,полафтомс
1075,graben::V,дуклан,шу́вомс
1076,graben::V,дуклан,та́ргамс
1077,beugen::V,лахӏан бан,мяндемс
1078,beugen::V,кьус бикӏан,мяндемс
1079,biegen::V,баччин,комафтомс
1080,biegen::V,лахӏан бан,комафтомс
1081,drehen::V,гьанан,шо́вамс
1082,drehen::V,гьанан,ша́рфнемс
1083,wenden::V,кӏура баен бан,ша́рфтомс
1084,umdrehen::V,кӏура баен бан,шарфтомс
1085,heben::V,гьаз бан,ке́подемс
1086,hochheben::V,гьаз бан,ке́подемс
1087,hochheben::V,гьаз бан,ка́сфтомс
1088,ergreifen::V,хъап дан,фатямс
1089,ergreifen::V,хъап увиу угьан,фатямс
1090,halten::V,бугьлан,кирдемс
1091,drücken::V,кьюч бигьлан,люпшта́мс
1092,schieben::V,щун,шашфтомс
1093,lecken::V,ланцӏа тӏун,нолсемс
1094,beißen::V,хъапа тӏун,сускомс
1095,beißen::V,кьацӏа тӏун,сускомс
1096,abreißen::V,буцан,сяземс
1097,abschneiden::V,бухъан,керомс
1098,abschneiden::V,кьукьин,керомс
1099,binden::V,бахӏин,сотомс
1100,binden::V,дахӏин,сотомс
1101,brechen::V,гъагъан,си́ннемс
1102,brechen::V,гъагъан,ка́лафтомс
1103,klopfen::V,кьутӏа тӏун,чакамс
1104,klopfen::V,кьутӏа тӏун,чакиемс
1105,hauen::V,рищун,шавомс
1106,hauen::V,рищун,пиксомс
1107,kleben::V,лачӏун буллан,пе́тфнемс
1108,reiben::V,ссуку буллан,шо́вамс
1109,streichen::V,дугъан,вадемс
1110,streichen::V,аьгъу дан,вадемс
1111,schneiden::V,духълан,керомс
1112,schneiden::V,кьукьлан,керомс
1113,schütteln::V,хъюлчу буллан,шука́демс
1114,schwenken::V,палцӏ дуллан,яфодемс
1115,schütten::V,рутӏин,каямс
1116,schütten::V,рутӏин,нюрьхтя́мс
1117,füllen::V,буцӏин бан,пяшкодемс
1118,einwickeln::V,кай-кай бан,тапардамс
1119,tragen::V,ларсун занан,кандомс
1120,tragen::V,ларсун ачин,кандомс
1121,schleppen::V,ххилан,ускомс
1122,aufbewahren::V,ядан,ванфтомс
1123,aufbewahren::V,ядуллан,ванфтомс
1124,werfen::V,личин,ёрямс
1125,fangen::V,бугьан,кунда́мс
1126,fangen::V,бугьлан,кунда́мс
1127,verstecken::V,ладитан,кяшемс
1128,verstecken::V,кьюлтӏ дан,кяшемс
1129,verstecken::V,дахьлаган дан,кяшемс
1130,teilen::V,бачӏин,явомс
1131,teilen::V,бутӏа бан,явомс
1132,schicken::V,тӏайла буккан,кучемс
1133,bringen::V,диян дан,кандомс
1134,bringen::V,диян дан,пачфтемс
1135,hinzufügen::V,ххи бан,пу́томс та́га
1136,hinzufügen::V,ххи бан,ма́ксомс та́га
1137,bekommen::V,ласун,сявомс
1138,erhalten::V,ласун,сявомс
1139,nehmen::V,ласун,сявомс
1140,wählen::V,бувчӏин,ко́чкамс
1141,auswählen::V,бувчӏин,кочкамс
1142,auswählen::V,язи бугьан,кочкамс
1143,bewahren::V,ядан,ванфтомс
1144,behindern::V,дайщишруду дуллан,шорямс
1145,verderben::V,зия дан,коламс
1146,verderben::V,зия дан,гастямс
1147,beschädigen::V,зарал буллан,тиендемс зиян
1148,zerbrechen::V,гьагъан,тапамс
1149,zerbrechen::V,гьагъан бан,тапамс
1150,zerreißen::V,ххяхха дуккан,сяземс
1151,zerstören::V,лекьан дан,ка́лафтомс
1152,verbrennen::V,ччуччин,пълхта́мс
1153,geben::V,дулун,ма́ксомс
1154,reichen::V,дулун,максомс
1155,schenken::V,пишкаш дан,каземс
1156,schenken::V,багъишла дан,каземс
1157,schenken::V,ихӏсандалун дуллун,каземс
1158,versprechen::V,банна чин,ма́ксомс вал
1159,loben::V,цӏа дан,шна́мс
1160,küssen::V,ппай тӏун,палсемс
1161,wiegen::V,гьуркку тӏун,нюря́фтомс
1162,wiegen::V,гьуркку буллан,нюря́фтомс
1163,wiegen::V,гьуркку бан,нюря́фтомс
1164,wecken::V,чантӏ учин ан,стя́фтомс
1165,wecken::V,чантӏ учин ан,съ́ргозьфтемс
1166,zeigen::V,ккаккан бан,няфтемс
1167,führen::V,буцин,вятемс
1168,lehren::V,лахьхьин бан,тонафтомс
1169,lehren::V,лахьхьин буллан,тонафтомс
1170,unterrichten::V,дарс дишаван,тонафтомс
1171,aufziehen::V,хъуна ан,касфтомс
1172,aufziehen::V,тарбия ан,касфтомс
1173,leiten::V,каялувшиву дан,вятемс
1174,einladen::V,хъамалу оьвчин,тердемс
1175,einladen::V,хъамалу оьвчин,серьгядемс
1176,vereinigen::V,ца бан,пуроптомс
1177,vereinigen::V,ца бан,кочкамс марса
1178,besuchen::V,ялун уххан,варжамс
1179,treffen::V,хьуна бакьин,васьфтомс
1180,sich versammeln::V,батӏин,кочкавомс
1181,spielen::V,тӏуркӏу тӏун,налхксемс
1182,singen::V,балай тӏун,морамс
1183,tanzen::V,къавтӏун,кштимс
1184,sich trennen::V,ппив хьун,явомс
1185,verlassen::V,увккун гьан,кадондомс
1186,retten::V,ххассал бан,идемс
1187,retten::V,ххассал бан,араламс
1188,bewachen::V,къарал бан,ваномс
1189,schützen::V,ябан,а́раламс
1190,verteidigen::V,буруччин,а́раламс
1191,sich schlagen::V,биян,тюремс
1192,schießen::V,битлан,ляцемс
1193,siegen::V,ххув хьун,сяськомс
1194,siegen::V,ххувшаву ласун,сяськомс
1195,ärgern::V,ссибизан уллан,кяжияфтомс
1196,schlagen::V,рищун,токамс
1197,stechen::V,кьутӏин,пупамс
1198,stechen::V,кьутӏин,сялгомс
1199,stoßen::V,щун,тостядемс
1200,stehlen::V,дацин,саламс
1201,stören::V,кьючин,шорсемс
1202,belästigen::V,бизар уллан,токсамс
1203,belästigen::V,бизар уллан,аф кадомс ваймама
1204,verbergen::V,лабитан,кяшемс
1205,verbergen::V,кӏучӏ бан,кяшемс
1206,täuschen::V,хъяврин ан,васькафтомс
1207,täuschen::V,хъяврин ан,кяльготнемс
1208,betrügen::V,аьикьин ан,васькафнемс
1209,töten::V,ивчӏан,шавомс
1210,töten::V,ивчӏан,аде́ламс
1211,wohnen::V,оьрму бутлан,эрямс
1212,arbeiten::V,зун,покодемс
1213,sammeln::V,ттихӏин,кочкамс
1214,sammeln::V,ттихӏин,пу́роптомс
1215,sammeln::V,вив дишин,кочкамс
1216,sammeln::V,вив дишин,пу́роптомс
1217,pflücken::V,риттун,фатнемс
1218,pflücken::V,риттун,нотфнемс
1219,jagen::V,авли занан,кунда́мс
1220,fischen::V,чавахъру бугьлан,калонь кунда́мс
1221,fassen::V,бугьан,кунда́мс
1222,hüten::V,урттуйн бакьлан,ваномс
1223,treiben::V,дачин дуллан,панемс
1224,treiben::V,лихъан буллан,панемс
1225,anbinden::V,бахӏин,сотомс
1226,füttern::V,канаки буллан,трямс
1227,füttern::V,канаки буллан,а́ндомс
1228,melken::V,ттизин,потямс
1229,hacken::V,мюрш буллан,лазондомс
1230,hacken::V,мюрш бан,лазондомс
1231,gießen::V,щин дишин,валомс
1232,reifen::V,диян,кенеремс
1233,zubereiten::V,хӏадур дан,анокламс
1234,zubereiten::V,хӏадур бан,анокламс
1235,kochen::V,шашан,пидемс
1236,kochen::V,шашан дуллан,пидемс
1237,backen::V,бишлан,пидемс
1238,backen::V,шахьлан,пидемс
1239,braten::V,цӏарайх дуллан,пуштомс
1240,umrühren::V,хӏала бан,шорямс
1241,stricken::V,щащлан,кодамс
1242,stricken::V,щащан,кодамс
1243,nähen::V,дуруххан,стамс
1244,färben::V,ранг щун,а́рхтомс
1245,reinigen::V,марцӏ бан,ва́ткамс
1246,reinigen::V,марцӏ бан,а́роптомс
1247,waschen::V,шюшин,муськомс
1248,abwischen::V,лишин,нардамс
1249,spülen::V,вилаган,оргалдомс
1250,fegen::V,башин,тяемс
1251,kehren::V,бахьлан,тяемс
1252,baden::V,щинавун учӏлан,э́шелямс
1253,sich waschen::V,диссун,штамс
1254,sich waschen::V,лажин диссун,штамс
1255,sich waschen::V,лажин дислан,штамс
1256,sich waschen::V,биссун,штамс
1257,sich waschen::V,чурх бислан,штамс
1258,ausziehen::V,ликкан,кайсефтемс
1259,anziehen::V,лаххан,ща́фтомс
1260,sich anziehen::V,янна лаххан,щамс
1261,kämmen::V,ттарал дуккан,се́ендемс
1262,schmücken::V,чӏюлу бан,на́ряжамс
1263,schmücken::V,чӏюлу бан,ма́зоптомс
1264,sagen::V,учин,азомс
1265,sagen::V,учин,мярьгомс
1266,sprechen::V,гъалгъа тӏун,корхтамс
1267,reden::V,гъалгъа тӏун,корхнемс
1268,sich unterhalten::V,гъалгъа тӏун,корхнемс
1269,fragen::V,цӏуххин,ки́зефтемс
1270,bitten::V,тавакъю буллан,а́намс
1271,bitten::V,тавакъю буллан,ве́шемс
1272,erzählen::V,хавар бусан,а́зондомс
1273,mitteilen::V,баян бан,азомс
1274,mitteilen::V,хавар бан,азомс
1275,nennen::V,цӏа дизан,лемдемс
1276,nennen::V,цӏа дизан,путомс лем
1277,rufen::V,оьвтӏун,серьгядемс
1278,prahlen::V,цӏа дуллан,шна́фтомс пря́
1279,übersetzen::V,таржума бан,ётафтомс
1280,denken::V,пикри буллан,арьсемс
1281,glauben::V,вих хьун,кемамс
1282,bemerken::V,хӏисав хъун,ня́емс
1283,erkennen::V,увчӏин,содамс
1284,begreifen::V,бувчӏин,сатомс
1285,lernen::V,лахьлан,тонафнемс
1286,lernen::V,лахьхьин,тонафнемс
1287,wissen::V,кӏулну бикӏан,со́дамс
1288,wissen::V,хавар бикӏан,со́дамс
1289,sich erinnern an::V,дакӏнин бутан,лятфтамс
1290,vergessen::V,хъама битан,юкстамс
1291,messen::V,дуцин дуллан,ункснемс
1292,messen::V,дуцин дан,ункснемс
1293,zählen::V,дуккин,лу́вомс
1294,zählen::V,дуккин,а́рьсемс
1295,rechnen::V,хӏисав дан,лувомс
1296,lesen::V,ккалан,лувомс
1297,lesen::V,ккалан,морафтомс
1298,malen::V,сурат дуллан,рисова́ндамс
1299,zeichnen::V,сурат дуллан,рисова́ндамс
1300,schreiben::V,чичин,сёрмадомс
1301,schreiben::V,чичлан,сёрмадомс
1302,besitzen::V,дуну икӏан,улемс азоркс
1303,besitzen::V,дуну дикӏан,улемс азоркс
1304,besitzen::V,заллуну икӏан,улемс азоркс
1305,kaufen::V,машан ласун,рамамс
1306,verkaufen::V,баххан,мимс
1307,bezahlen::V,арцу дулун,пандомс
1308,bezahlen::V,багьа булун,пандомс
1309,zahlen::V,арцу дулун,па́ндомс
1310,zahlen::V,багьа булун,па́ндомс
1311,beherrschen::V,дуну икӏан,азорондамс
1312,beherrschen::V,заллуну икӏан,азорондамс
1313,ertragen::V,бухӏан,кирдемс
1314,Leber::N,,макса
1315,Moor::N,,шяй
1316,Anhöhe::N,,губо́р
1317,Bucht::N,,ведьуське
1318,Barsch::N,,о́кунь
1319,Hecht::N,,щу́ка
1320,Laus::N,,си
1321,Ruf::N,,тердема
1322,Platz::N,,ва́ста
1323,Kante::N,,и́рдез
1324,Größe::N,,серь
1325,Menge::N,,лувкс
1326,Figur::N,,ронга-понда
1327,Tasche::N,,кошяльня
1328,Öl::N,,вай
1329,Schuh::N,,башма́к
1330,Leine::N,,вядьме
1331,König::N,,король
1332,fein::A,,шува́ня
1333,auf einmal::ADV,,вихцок
1334,bald::ADV,,курок
1335,einst::ADV,,весть
1336,einst::ADV,,мзя́рда-бди
1337,schon::ADV,,ни
1338,sie::PRN,,синь
1339,siebzig::NUM,,сизьге́монь
1340,klirren::V,,ка́нзеркшнемс
1341,heulen::V,,сувомс
1342,heulen::V,,урнамс
1343,rühren::V,,токамс седи
1344,zu sehen sein::V,,ня́евомс
1345,wollen::V,,-не-
1346,geraten::V,,лисемс
1347,kratzen::V,,а́нгорямс
1348,kratzen::V,,киськоря́мс
1349,stecken::V,,сялгомс
1350,schleifen::V,,шо́вамс
1351,rütteln::V,,та́рфтомс
1352,ziehen::V,,ускомс
1353,packen::V,,фатямс
1354,wünschen::V,,арьсемс
1355,zudecken::V,,вельхтямс
1356,antreiben::V,,вятемс
1357,lassen::V,,кошардомс
1358,treten::V,,тапамс
1359,verstehen::V,,шарьхкодемс
