,Concept_ID,ta,bg
128,Blume::N,பூ,цвете
129,Gras::N,புல்தரை,трева
130,Wurzel::N,வேர்,корен
131,Baum::N,மரம்,дърво
132,Stamm::N,அடிமரம்,стъбло
133,Rinde::N,பட்டை,кора
134,Rinde::N,மரப்பட்டை,кора
135,Ast::N,கினை,клон
136,Zweig::N,குச்சி,клон
137,Blatt::N,இலை,лист
138,Birke::N,பிர்ச் மரம்,бреза
139,Kiefer[Baum]::N,தேவதாரு மரம்,бор
140,Weide[Baum]::N,மர வகைகளுள் ஒன்று,върба
141,Tanne::N,சாதிக்கய்,ела
142,Horn::N,கொம்பு,рог
143,Feder::N,இறகு,перо
144,Fell::N,மென்முடி,кожа
145,Flügel::N,இறக்கை,крило
146,Klaue::N,நகம்,нокът
147,Kralle::N,நகம்,нокът
148,Schwanz::N,வால்,опашка
149,Ei::N,முட்டை,яйце
150,Nest::N,கூடு,гнездо
151,Bau::N,குகை,дупка
152,Tier::N,விலங்கு,животно
153,Herde::N,கூட்டம்,стадо
154,Kuh::N,பசு,крава
155,Bulle::N,காளை,бик
156,Pferd::N,குதிரை,кон
157,Schaf::N,செம்மறிஆடு,овца
158,Schwein::N,பன்றி,свиня
159,Hund::N,நாய்,куче
160,Katze::N,பூனை,котка
161,Bär::N,கரடி,мечка
162,Eichhörnchen::N,அணில்,катерица
163,Elch::N,கடம்பை,лос
164,Fuchs::N,நரி,лисица
165,Hase::N,முயல்,заек
166,Maus::N,எலி,мишка
167,Wolf::N,ஓநாய்,вълк
168,Vogel::N,பறவை,птица
169,Schwarm::N,தொகுதி,рой
170,Schwarm::N,தொகுதி,рояк
171,Huhn::N,கோழிக்குஞசு,кокошка
172,Hahn::N,சேவல்,петел
173,Gans::N,பெண் வாத்து,гъска
174,Adler::N,பருநது,орел
175,Ente::N,வாத்து,патица
176,Eule::N,ஆந்தை,сова
177,Kranich::N,நாரை,жерав
178,Krähe::N,காகம்,врана
179,Kuckuck::N,குயில்,кукувица
180,Schwan::N,அன்னம்,лебед
181,Fisch::N,மீன்,риба
182,Barsch::N,பேர்ச்,костур
183,Hecht::N,கோலாச்சி மீன்,щука
184,Schlange[Tier]::N,பாம்பு,змия
185,Wurm::N,புழு,червей
186,Spinne::N,சிலந்தி,паяк
187,Ameise::N,எறும்பு,мравка
188,Laus::N,பேன்,въшка
189,Mücke::N,கொசுவினப்பூச்சி,комар
190,Fliege::N,ஈ,муха
191,Schmetterling::N,வண்ணத்துப்பூச்சி,пеперуда
192,Beere::N,சதைப்பழம்,плод
193,Apfel::N,ஆப்பிள பழம்,ябълка
194,Pilz::N,காளான்,гъба
195,Zwiebel::N,வெங்காயம்,лук
196,Zwiebel::N,வெங்காயம்,кромид
197,Saat::N,விதை,семе
198,Korn::N,தானியம்,зърно
199,Heu::N,வைக்கோல்,сено
200,Schale::N,தோல்,кора
201,Grube::N,குழி,яма
202,Grube::N,குழி,дупка
203,Falle::N,பொறி,примка
204,Schlinge::N,கண்ணி,клуп
205,Spur::N,சுவடு,диря
206,Spur::N,சுவடு,следа
207,Asche::N,சாம்பல்,пепел
208,Dreck::N,அழுக்கு,кал
209,Eisen::N,இரும்பு,желязо
210,Gold::N,தங்கம்,злато
211,Silber::N,வெள்ளி,сребро
212,Kohle::N,நிலக்கரி,въглища
213,Glas::N,கண்ணாடி,стъкло
214,Lehm::N,களிமண்,глина
215,Sand::N,மணல்,пясък
216,Mensch::N,மனிதர்கள்,човек
217,Mann::N,மனிதன்,мъж
218,Frau::N,பெண்,жена
219,Kind::N,குழந்தை,дете
220,Junge::N,பையன்,момче
221,Mädchen::N,சிறுமி,момиче
222,Familie::N,குடும்பம்,фамилия
223,Familie::N,குடும்பம்,семейство
224,Großvater::N,தாத்தா,дядо
225,Großmutter::N,பாட்டி,баба
226,Eltern::N,பெற்றோர்,родители
227,Vater::N,தந்தை,баща
228,Mutter::N,தாய்,майка
229,Sohn::N,மகன்,син
230,Tochter::N,மகள்,дъщеря
231,Bruder::N,சகோதரன்,брат
232,Schwester::N,அக்கா,сестра
233,Onkel::N,தாய் மாமன்,чичо
234,Onkel::N,தாய் மாமன்,вуйчо
235,Tante::N,அத்தை,леля
236,Ehemann::N,கணவன்,съпруг
237,Ehefrau::N,மனைவி,съпруга
238,Freude::N,கொண்டாட்டம்,радост
239,Gelächter::N,சிரிப்பு,смях
240,Glück::N,மகிழ்ச்சி,щастие
241,Kummer::N,துயரம்,тъга
242,Wunsch::N,விருப்பம்,желание
243,Lust::N,விருப்பம்,желание
244,Geist::N,ஆன்மா,дух
245,Gedanke::N,எண்ணம்,мисъл
246,Gedächtnis::N,ஞாபகம்,памет
247,Verstand::N,மனம்,ум
248,Verstand::N,மனம்,разум
249,Sinn::N,அர்த்தம்,смисъл
250,Grund::N,காரணம்,причина
251,Wahrheit::N,உண்நை,правда
252,Gespräch::N,பெசு,разговор
253,Märchen::N,நம்பத்தகாத கதை,приказка
254,Erzählung::N,கதை,разказ
255,Nachricht::N,செய்தி,вест
256,Nachricht::N,செய்தி,известие
257,Neuigkeit::N,செய்தி,новина
258,Name::N,பெயர்,име
259,Rätsel::N,புதிர்,гатанка
260,Rede::N,பேச்சு,реч
261,Rede::N,பேச்சு,слово
262,Sprache::N,மொழி,език
263,Stimme::N,குரல்,глас
264,Wort::N,வார்த்தை,дума
265,Zeichen::N,குறி,знак
266,Ruf::N,அழைப்பு,зов
267,Lärm::N,சத்தம்,шум
268,Lärm::N,சத்தம்,глъчка
269,Laut::N,ஒலி,звук
270,Ton::N,குரல்,тон
271,Lied::N,பாட்டு,песен
272,Ruhe::N,அமைதி,тишина
273,Ruhe::N,அமைதி,спокойствие
274,Leute::N,மக்கள்,хора
275,Volk::N,மக்கள்,народ
276,Arbeit::N,வேலை,труд
277,Arbeit::N,வேலை,работа
278,Gast::N,விருந்தாளி,гост
279,Geschenk::N,பரிசுப் பொருள்,дар
280,Geschenk::N,பரிசுப் பொருள்,подарък
281,Spiel::N,விளையாட்டு,игра
282,Gesellschaft::N,சமுதாயம்,общество
283,Hilfe::N,உதவி,помощ
284,Freund::N,நண்பன்,приятел
285,Kamerad::N,உடனிருப்பவன்,другар
286,Angelegenheit::N,செய்தி,работа
287,Anzahl::N,எண்ணிக்கை,брой
288,Anzahl::N,எண்ணிக்கை,количество
289,Art::N,வகை,вид
290,Stück::N,துண்டம்,къс
291,Stück::N,துண்டம்,парче
292,Teil::N,பகுதி,дял
293,Teil::N,பகுதி,част
294,Hälfte::N,பாதி,половина
295,Kreis::N,வட்டம்,кръг
296,Kreuz::N,சிலுவை,кръст
297,Linie::N,கோடு,черта
298,Strich::N,வாத நோய்,щрих
299,Strich::N,வாத நோய்,черта
300,Abstand::N,இடைவெளி,дистанция
301,Abstand::N,இடைவெளி,разстояние
302,Entfernung::N,தூரம்,разстояние
303,Gegend::N,வட்டாரம்,местност
304,Platz::N,வெற்றிடம்,място
305,Ort::N,இடம்,място
306,Seite::N,பக்கம்,страна
307,Mitte::N,இடைப்பகுதி,среда
308,Gegenstand::N,உருப்படி,предмет
309,Sache::N,பொருள்,вещ
310,Rand::N,தொங்கு,ръб
311,Kante::N,விளிம்பு,ръб
312,Kante::N,விளிம்பு,кант
313,Ecke::N,மூலை,ъгъл
314,Spitze::N,முனை,връх
315,Spitze::N,முனை,острие
316,Ende::N,முடிவு,край
317,Loch::N,துளை,дупка
318,Winkel::N,கோணம்,кът
319,Winkel::N,கோணம்,ъгъл
320,Muster::N,பாங்கு,десен
321,Muster::N,பாங்கு,образец
322,Größe::N,அளவு,големина
323,Länge::N,நீளம்,дължина
324,Höhe::N,உயரம்,висота
325,Höhe::N,உயரம்,височина
326,Gewicht::N,எடை,тегло
327,Gewicht::N,எடை,тежест
328,Menge::N,தொகை,количество
329,Haufen::N,குவியல்,куп
330,Haufen::N,குவியல்,грамада
331,Reihe::N,வரிசை,ред
332,Reihe::N,வரிசை,редица
333,Boot::N,படகு,лодка
334,Ruder::N,துடுப்பு,весло
335,Ruder::N,துடுப்பு,гребло
336,Schlitten::N,சகடையிலா வண்டி,шейна
337,Ski::N,பனிச் சறுக்கல்,ски
338,Lagerfeuer::N,மூட்டம்,огнище
339,Last::N,பாரம்,товар
340,Gang::N,நடை,ход
341,Gang::N,நடை,вървеж
342,Schritt::N,காலடி,стъпка
343,Norden::N,வடக்கு,север
344,Süden::N,தெற்கு,юг
345,Westen::N,மேற்கு திசை,запад
346,Osten::N,கிழக்கு,изток
347,Holz::N,மரக்கட்டை,дърво
348,Brett::N,பலகை,дъска
349,Platte::N,பலகம்,
350,Stütze::N,அடைப்புகன்,
351,Stange::N,கம்பம்,прът
352,Stange::N,கம்பம்,върлина
353,Stock::N,குச்சி,прът
354,Stock::N,குச்சி,тояга
355,Stab::N,கம்பு,прът
356,Rohr::N,குழாய்,цев
357,Rohr::N,குழாய்,тръба
358,Haus::N,வீடு,къща
359,Heim::N,வீடு,дом
360,Ofen::N,அடுப்பு,печка
361,Fußboden::N,தரை,под
362,Tisch::N,மேசை,маса
363,Stuhl::N,நாற்காலி,стол
364,Wiege::N,தொட்டில்,люлка
365,Bett::N,படுக்கை,легло
366,Bett::N,படுக்கை,креват
367,Regal::N,அலமாரி,рафт
368,Regal::N,அலமாரி,етажерка
369,Kiste::N,பெட்டி,кутия
370,Kiste::N,பெட்டி,сандък
371,Fenster::N,சாளரம்,прозорец
372,Tür::N,கதவு,врата
373,Tor::N,வாசற்கதவு,врата
374,Zaun::N,வேலி,ограда
375,Dach::N,கூரை,покрив
376,Leiter::N,ஏணி,стълба
377,Besen::N,விளக்குமாறு,метла
378,Spaten::N,மண்வெட்டி,лопата
379,Schaufel::N,அடிதண்டா,лопата
380,Gabel::N,முட்கரண்டி,вилица
381,Löffel::N,கரண்டி,лъжица
382,Messer::N,கத்தி,нож
383,Nagel::N,ஆணி,гвоздей
384,Netz::N,வலை,мрежа
385,Haken::N,கொக்கி,кука
386,Haken::N,கொக்கி,закачалка
387,Griff::N,கைப்பிடி,ръчка
388,Griff::N,கைப்பிடி,дръжка
389,Schloss::N,பூட்டு,брава
390,Schloss::N,பூட்டு,ключалка
391,Bild::N,படம்,картина
392,Figur::N,எண்ணிக்கை,фигура
393,Puppe::N,பொம்மை,кукла
394,Beutel::N,பை,кесия
395,Bündel::N,பொதி,връзка
396,Tasche::N,பை,чанта
397,Eimer::N,வாளி,кофа
398,Deckel::N,உறை,капак
399,Deckel::N,உறை,похлупак
400,Geschirr::N,பாத்திரம்,съдове
401,Sack::N,பை,чувал
402,Tasse::N,கிண்ணம்,чаша
403,Topf::N,பானை,гърне
404,Topf::N,பானை,тенджера
405,Kessel::N,கெண்டி,котел
406,Essen::N,உணவருந்துதல்,ядене
407,Nahrung::N,உணவு,храна
408,Speise::N,உணவு வகை,ястие
409,Fleisch::N,இறைச்சி,месо
410,Getreide::N,மக்காச்சோளம்,зърнено храни
411,Brei::N,கஞ்சி,каша
412,Brot::N,ரொட்டி,хляб
413,Scheibe::N,துண்டு,резен
414,Fett::N,கொழுப்பு,мазнина
415,Butter::N,வெண்ணெய்,масло
416,Öl::N,எண்ணெய்,олио
417,Öl::N,எண்ணெய்,оливия
418,Salz::N,உப்பு,сол
419,Suppe::N,ரசம்,супа
420,Honig::N,தேன்,мед
421,Milch::N,பால்,мляко
422,Tee::N,தெனீர்,чай
423,Leder::N,பதம் செய்யப்பட்ட தோல்,кожа
424,Wolle::N,கம்பளி,вълна
425,Stoff::N,துணி,плат
426,Stoff::N,துணி,материал
427,Nadel::N,ஊசி,игла
428,Faden::N,நூல்,конец
429,Knopf::N,பொத்தான்,копче
430,Knoten::N,முடிச்சு,възел
431,Farbe::N,வண்ணக் குழம்பு,боя
432,Kleidung::N,ஆடைகள்,дрехи
433,Kleidung::N,ஆடைகள்,облекло
434,Hemd::N,சட்டை,риза
435,Kragen::N,கழுத்துப் பட்டை,яка
436,Ärmel::N,சட்டைக்கை,ръкав
437,Hose::N,கால்சட்டை,панталони
438,Gürtel::N,பெல்ட்,пояс
439,Gürtel::N,பெல்ட்,колан
440,Mütze::N,தொப்பி,каскет
441,Mütze::N,தொப்பி,фуражка
442,Schuh::N,காலணி,обувка
443,Stiefel::N,காலணி,ботуш
444,Ring::N,மோதிரம்,пръстен
445,Band::N,நாடா,лента
446,Band::N,நாடா,връзка
447,Kamm::N,கீப்பு,гребен
448,Spiegel::N,ஆடி,огледало
449,Spiegel::N,கண்ணாடி,огледало
450,Riemen::N,வார்,каиш
451,Riemen::N,வார்,ремък
452,Schnur::N,கயிறு,връв
453,Leine::N,தோல்வார்,връв
454,Leine::N,தோல்வார்,въже
455,Decke::N,போர்வை,покривка
456,Kissen::N,தலையணை,възглавница
457,Tuch::N,துணி,сукно
458,Handtuch::N,தண்டு,пешкир
459,Handtuch::N,தண்டு,кърпа за лице
460,Kraft::N,நிர்பந்தம்,мощ
461,Kraft::N,நிர்பந்தம்,сила
462,Stärke::N,பலம்,сила
463,Gesundheit::N,ஆரோக்கியம்,здраве
464,Krankheit::N,நோய்,болест
465,Schmerz::N,வலி,болка
466,Wunde::N,காயம்,рана
467,Fieber::N,காய்ச்சல்,треска
468,Fieber::N,காய்ச்சல்,температура
469,Arznei::N,மருந்து,лек
470,Arznei::N,மருந்து,лекарство
471,Brücke::N,பாலம்,мост
472,Brunnen::N,கேணி,чешма
473,Brunnen::N,கேணி,кладенец
474,Weide::N,மேய்ச்சல் நிலம்,паша
475,Weide::N,மேய்ச்சல் நிலம்,пасище
476,Pfad::N,நடை வழி,пътека
477,Weg::N,வழி,път
478,Straße::N,சாலை,шосе
479,Dorf::N,கிராமம்,село
480,Stadt::N,நகரம்,град
481,Brief::N,கடிதம்,писмо
482,Buch::N,புத்தகம்,книга
483,Buchstabe::N,எழத்து,буква
484,Zeitung::N,செய்தித்தாள்,вестник
485,Leben::N,வாழ்க்கை,живот
486,Tod::N,மரணம்,смърт
487,Grab::N,சமாதி,гроб
488,Kirche::N,தேவாலயம்,църква
489,Sünde::N,பாவம்,грях
490,Gott::N,கடவுள்,бог
491,Arbeiter::N,தொழிலாளி,работник
492,Chef::N,மேலாளர்,шеф
493,Chef::N,மேலாளர்,началник
494,Meister::N,தலைவன்,майстор
495,Arzt::N,மருத்துவர்,лекар
496,Lehrer::N,ஆசிரியர்,учител
497,Geld::N,பணம்,пари
498,Geschäft::N,வாணிபம்,сделка
499,Laden::N,கடை,дюкян
500,Laden::N,கடை,магазин
501,Preis::N,விலை,цена
502,Ware::N,சாமன்கள்,стока
503,Nutzen::N,இலாபம்,полза
504,Nutzen::N,இலாபம்,облага
505,Reichtum::N,சொத்து,богатство
506,Welt::N,உலகம்,свят
507,Land::N,நாடு,страна
508,Staat::N,நாடு,щат
509,Staat::N,நாடு,държава
510,König::N,அரசன்,крал
511,Macht::N,அதிகாரம்,мощ
512,Macht::N,அதிகாரம்,власт
513,Grenze::N,எல்லை,граница
514,Krieg::N,போர்,война
515,Feind::N,எதிரி,враг
516,Feind::N,எதிரி,неприятел
517,Gewalt::N,வன்முறை,сила
518,Gewalt::N,வன்முறை,насилие
519,Kampf::N,போராட்டம்,борба
520,Kampf::N,போராட்டம்,сражение
521,Bogen[Waffe]::N,வில்,лък
522,Pfeil::N,அம்பு,стрела
523,Gewehr::N,துப்பாக்கி,пушка
524,Fehler::N,தவறு,грешка
525,Lüge::N,பொய்,лъжа
526,Schaden::N,சேதாரம்,повреда
527,Unglück::N,இடையூறு,нещастие
528,Schuld::N,குற்றம்,вина
529,Alter::N,வயது,възраст
530,Schluss::N,முடிவு,край
531,Zeit::N,காலம்,време
532,Tag::N,நாள்,ден
533,Morgen::N,காலை நேரம்,утро
534,Morgen::N,காலை நேரம்,сутрин
535,Mittag::N,மதியம்,обед
536,Mittag::N,மதியம்,пладне
537,Abend::N,மாலைப் பொழுது,вечер
538,Nacht::N,இரவு,нощ
539,Woche::N,வாரம்,седмица
540,Monat::N,மாதம்,месец
541,Jahr::N,வருடம்,година
542,Frühling::N,வசந்தம்,пролет
543,Sommer::N,கோடை,лято
544,Herbst::N,இலையுதிர் காலம்,есен
545,Winter::N,குளிர்காலம்,зима
546,Januar::N,ஜனவரி,януари
547,Februar::N,பிபரவரி மாதம்,февруари
548,März::N,மார்ச் மாதம்,март
549,April::N,ஏப்ரல் மாதம்,април
550,Mai::N,மே மாதம்,май
551,Juni::N,ஜூன் மாதம்,юни
552,Juli::N,ஜூலை மாதம்,юли
553,August::N,ஆகஸ்ட் மாதம்,август
554,September::N,செப்டம்பர் மாதம்,септември
555,Oktober::N,அக்டோபர் மாதம்,октомври
556,November::N,நவம்பர் மாதம்,ноември
557,Dezember::N,டிசம்பர்,декември
558,Montag::N,திங்கட் கிழமை,понеделник
559,Dienstag::N,செவ்வாய்க்கிழமை,вторник
560,Mittwoch::N,புதன் கிழமை,сряда
561,Donnerstag::N,வியாழக் கிழமை,четвъртък
562,Freitag::N,வெள்ளிக்கிழமை,петък
563,Samstag::N,சனிக்கிழமை,събота
564,Sonntag::N,ஞாயிறுக் கிழமை,неделя
565,groß::A,பெரிய,едър
566,groß::A,பெரிய,голям
567,klein::A,சிறிய,малък
568,klein::A,சிறிய,дребен
569,lang::A,நீண்ட,дълъг
570,kurz::A,குட்டையான,къс
571,breit::A,அகலமான,широк
572,schmal::A,குறுகலான,тесен
573,dicht::A,அடர்த்தியான,гъст
574,dick[Gegenstand]::A,தடித்த,дебел
575,dünn::A,சன்னமான,тънък
576,fein::A,மெல்லிய,фин
577,fein::A,மெல்லிய,тънък
578,fest::A,உறுதியாள,твърд
579,fest::A,உறுதியாள,плътен
580,flach::A,தட்டையான,равен
581,flach::A,தட்டையான,плосък
582,glatt::A,வழுவழுப்பான,гладък
583,hart::A,கடினமான,твърд
584,hart::A,கடினமான,корав
585,weich::A,மென்மையான,мек
586,rund::A,உருண்டையான,кръгъл
587,spitz::A,திகந்தமாக,островръх
588,scharf::A,கூரான,остър
589,stumpf::A,உளம் திறந்த,тъп
590,schwer::A,கனமான,тежък
591,schön::A,அழகான,хубав
592,schön::A,அழகான,красив
593,heiß::A,சூடான,жарък
594,warm::A,இதமான,топъл
595,kalt::A,குளிர்ச்சியான,студен
596,kühl::A,குளிர்ச்சியான,хладен
597,frisch::A,சுத்தமான,свеж
598,feucht::A,ஈரமான,влажен
599,nass::A,ஈரமான,мокър
600,trocken::A,உலர்ந்த,сух
601,voll::A,நிரம்பிய,пълен
602,leer::A,காலியான,празен
603,offen::A,திறந்த,откровен
604,geschlossen::A,மூடப்பட்ட,закрит
605,geschlossen::A,மூடப்பட்ட,затворен
606,sauber::A,சுத்தமான,чист
607,schmutzig::A,அழக்கான,мръсен
608,roh::A,கச்சா,суров
609,reif::A,பழுத்த,зрял
610,lecker::A,சுவைமிக்க,вкусен
611,süß::A,இனிப்பான,сладък
612,bitter::A,கசப்பான,горчив
613,sauer::A,புளிப்பாக,кисел
614,hell::A,பளபளப்பான,ясен
615,hell::A,பளபளப்பான,светъл
616,dunkel::A,கருமையான,тъмен
617,schwarz::A,கருப்பு வண்ண,черен
618,weiß::A,வெண்மையன,бял
619,rot::A,சிவப்பு,червен
620,gelb::A,மஞ்சள் வண்ணம்,жълт
621,blau::A,நீல வண்ண,син
622,grün::A,பச்சை வண்ண,зелен
623,grau::A,சாம்பல் நிற,сив
624,bunt::A,வண்ண மயமான,шарен
625,bunt::A,வண்ண மயமான,пъстър
626,billig::A,மலிவான,евтин
627,teuer::A,விலை அதிகமான,скъп
628,wertvoll::A,மதிப்புள்ள,ценен
629,blind::A,பார்வையற்ற,сляп
630,taub::A,செவிடான,глух
631,kräftig::A,வலிமையான,силен
632,stark::A,பலமான,здрав
633,stark::A,பலமான,силен
634,schwach::A,பலவீனமான,слаб
635,fett::A,பருமனாக,тлъст
636,schlank::A,ஒல்லியான,тънък
637,schlank::A,ஒல்லியான,строен
638,hübsch::A,அழகிய,хубав
639,böse::A,கேடு விளைவிக்கும்,зъл
640,dumm::A,முட்டாள்தனமான,глупав
641,faul::A,சோம்பலான,ленив
642,faul::A,சோம்பலான,мързелив
643,fleißig::A,ஊக்கந்தளராத,прилежен
644,geizig::A,கஞேசத்தனமான,скъпернически
645,klug::A,சாதுரியமான,умен
646,klug::A,சாதுரியமான,разумен
647,geschickt::A,திறமையள்ள,умел
648,geschickt::A,திறமையள்ள,сръчен
649,lieb::A,அன்புக்குரிய,мил
650,lieb::A,அன்புக்குரிய,драг
651,lustig::A,களிப்புமிக்க,весел
652,sanft::A,சாதுவான,нежен
653,sanft::A,சாதுவான,кротък
654,hungrig::A,பசியுடன்,гладен
655,krank::A,நோயுற்று,болен
656,nackt::A,ஆடையற்ற,гол
657,traurig::A,சோகமான,тъжен
658,traurig::A,சோகமான,печален
659,lebendig::A,பிழைப்பு,жив
660,gut::A,நல்ல,добър
661,schlecht::A,கெட்ட,лош
662,richtig::A,சரியான,правилен
663,schlimm::A,அருவருப்பான,лош
664,wahr::A,உண்மையான,верен
665,wahr::A,உண்மையான,истински
666,alt::A,பழைய,стар
667,alt::A,பழைய,древен
668,neu::A,புதிய,нов
669,ehemalig::A,முன்நாள்,бивш
670,alt[Lebewesen]::A,வயதான,стар
671,jung::A,இளமையான,млад
672,arm::A,ஏழ்மையான,беден
673,reich::A,செல்வம் படைத்த,богат
674,bekannt::A,பழக்கப்பட்ட,познат
675,bekannt::A,பழக்கப்பட்ட,известен
676,berühmt::A,புகழ்பெற்ற,почут
677,berühmt::A,புகழ்பெற்ற,известен
678,fremd::A,அயல் நாட்டு,чужд
679,verschieden::A,வித்தியாசமான,разен
680,verschieden::A,வித்தியாசமான,различен
681,nah::A,பக்கத்தில் உள்ள,близък
682,fern::A,தொலை தூரத்தில்,далечен
683,linker::A,மீந்திருக்கும்,ляв
684,rechter::A,வலதுபக்கம்,прав
685,anderer::A,மற்ற,друг
686,erster::A,முதனமையான,пръв
687,erster::A,முதனமையான,първи
688,zweiter::A,இரண்டாவது,втори
689,dritter::A,மூன்றாவது,трети
690,letzter::A,கடைசி,последен
691,allein::ADV,தனியாக,само
692,auf einmal::ADV,தடீரென்று,същевременно
693,zusammen::ADV,சேர்ந்து,заедно
694,lange::ADV,அதிக நோம்,дълго
695,plötzlich::ADV,தடீரென்று,изведнъж
696,sofort::ADV,உடனடியாக,веднага
697,später::ADV,பிறகு,по-късно
698,jetzt::ADV,இப்பொழது,сега
699,heute::ADV,இன்று,днес
700,morgen::ADV,நாளைக்கு,утре
701,bald::ADV,சீக்கிரம்,скоро
702,dann::ADV,அப்பொழுது,после
703,dann::ADV,அப்பொழுது,тогава
704,gestern::ADV,நேற்று,вчера
705,einst::ADV,ஒரே முறை,някога
706,damals::ADV,அப்பொழுது,тогава
707,danach::ADV,பிற்பாடு,после
708,danach::ADV,பிற்பாடு,след това
709,vorher::ADV,முன்பாக,преди
710,vorher::ADV,முன்பாக,преди това
