,Concept_ID,,sk
74,Wetter::N,,počasie
75,Nebel::N,,hmla
76,Wolke::N,,oblak
77,Wolke::N,,mračno
78,Regen::N,,dážď
79,Schnee::N,,sneh
80,Eis::N,,ľad
81,Frost::N,,mráz
82,Kälte::N,,zima
83,Kälte::N,,chlad
84,Hitze::N,,horúčava
85,Raureif::N,,srieň
86,Raureif::N,,inovať
87,Regenbogen::N,,dúha
88,Donner::N,,hrom
89,Strömung::N,,prúdenie
90,Tropfen::N,,kvapka
91,Schaum::N,,pena
92,Schmutz::N,,špina
93,Schmutz::N,,nečistota
94,See::N,,jazero
95,Sumpf::N,,bahno
96,Moor::N,,močiar
97,Wiese::N,,lúka
98,Wald::N,,les
99,Wald::N,,hora
100,Hügel::N,,vŕšok
101,Anhöhe::N,,výšina
102,Anhöhe::N,,vyvýšenina
103,Berg::N,,hora
104,Gipfel::N,,vrchol
105,Höhle::N,,jaskyňa
106,Abhang::N,,úbočie
107,Quelle::N,,prameň
108,Bach::N,,potok
109,Fluss::N,,rieka
110,Ufer::N,,breh
111,Küste::N,,pobrežie
112,Festland::N,,pevnina
113,Meer::N,,more
114,Bucht::N,,záliv
115,Bucht::N,,zátoka
116,Insel::N,,ostrov
117,Blume::N,,kvet
118,Blume::N,,kvetina
119,Gras::N,,tráva
120,Wurzel::N,,koreň
121,Baum::N,,strom
122,Stamm::N,,kmeň
123,Rinde::N,,kôra
124,Ast::N,,konár
125,Zweig::N,,vetva
126,Blatt::N,,list
127,Birke::N,,breza
128,Kiefer[Baum]::N,,sosna
129,Kiefer[Baum]::N,,borovica
130,Weide[Baum]::N,,vŕba
131,Tanne::N,,jedľa
132,Horn::N,,roh
133,Feder::N,,pero
134,Fell::N,,koža
135,Fell::N,,kožušina
136,Flügel::N,,krídlo
137,Klaue::N,,paznecht
138,Kralle::N,,pazúr
139,Schwanz::N,,chvost
140,Ei::N,,vajce
141,Ei::N,,vajíčko
142,Nest::N,,hniezdo
143,Bau::N,,nora
144,Tier::N,,zviera
145,Herde::N,,stádo
146,Kuh::N,,krava
147,Bulle::N,,býk
148,Pferd::N,,kôň
149,Schaf::N,,ovca
150,Schwein::N,,sviňa
151,Hund::N,,pes
152,Katze::N,,mačka
153,Bär::N,,medveď
154,Eichhörnchen::N,,veverička
155,Elch::N,,los
156,Fuchs::N,,líška
157,Hase::N,,zajac
158,Maus::N,,myš
159,Wolf::N,,vlk
160,Vogel::N,,vták
161,Schwarm::N,,roj
162,Huhn::N,,kurča
163,Huhn::N,,sliepka
164,Hahn::N,,kohút
165,Gans::N,,hus
166,Adler::N,,orol
167,Ente::N,,kačka
168,Ente::N,,kačica
169,Eule::N,,sova
170,Kranich::N,,žeriav
171,Krähe::N,,vrana
172,Kuckuck::N,,kukučka
173,Schwan::N,,labuť
174,Fisch::N,,ryba
175,Barsch::N,,ostriež
176,Hecht::N,,šťuka
177,Schlange[Tier]::N,,had
178,Wurm::N,,červ
179,Spinne::N,,pavúk
180,Ameise::N,,mravec
181,Laus::N,,voš
182,Mücke::N,,komár
183,Fliege::N,,mucha
184,Schmetterling::N,,motýľ
185,Beere::N,,bobuľa
186,Apfel::N,,jablko
187,Pilz::N,,hríb
188,Zwiebel::N,,cibuľa
189,Saat::N,,osivo
190,Korn::N,,zrno
191,Heu::N,,seno
192,Schale::N,,šupa
193,Schale::N,,škrupina
194,Grube::N,,jama
195,Falle::N,,pasca
196,Falle::N,,klepec
197,Schlinge::N,,slučka
198,Spur::N,,stopa
199,Asche::N,,popol
200,Dreck::N,,kal
201,Dreck::N,,blato
202,Eisen::N,,železo
203,Gold::N,,zlato
204,Silber::N,,striebro
205,Kohle::N,,uhlie
206,Glas::N,,sklo
207,Lehm::N,,íl
208,Lehm::N,,hlina
209,Sand::N,,piesok
210,Mensch::N,,človek
211,Mann::N,,muž
212,Mann::N,,chlap
213,Frau::N,,žena
214,Kind::N,,dieťa
215,Junge::N,,chlapec
216,Mädchen::N,,dievka
217,Familie::N,,rodina
218,Großvater::N,,dedo
219,Großvater::N,,starý otec
220,Großmutter::N,,babička
221,Großmutter::N,,stará mať
222,Eltern::N,,rodičia
223,Vater::N,,otec
224,Mutter::N,,mať
225,Mutter::N,,matka
226,Sohn::N,,syn
227,Tochter::N,,dcéra
228,Bruder::N,,brat
229,Schwester::N,,sestra
230,Onkel::N,,ujo
231,Onkel::N,,strýko
232,Tante::N,,teta
233,Tante::N,,tetka
234,Ehemann::N,,muž
235,Ehemann::N,,manžel
236,Ehefrau::N,,žena
237,Ehefrau::N,,manželka
238,Freude::N,,radosť
239,Gelächter::N,,smiech
240,Glück::N,,šťastie
241,Kummer::N,,žiaľ
242,Kummer::N,,zármutok
243,Wunsch::N,,prianie
244,Lust::N,,chuť
245,Geist::N,,duch
246,Gedanke::N,,myšlienka
247,Gedächtnis::N,,pamäť
248,Verstand::N,,rozum
249,Sinn::N,,zmysel
250,Grund::N,,dôvod
251,Grund::N,,príčina
252,Wahrheit::N,,pravda
253,Gespräch::N,,reč
254,Gespräch::N,,rozhovor
255,Märchen::N,,rozprávka
256,Erzählung::N,,poviedka
257,Nachricht::N,,správa
258,Neuigkeit::N,,novinka
259,Name::N,,meno
260,Rätsel::N,,záhada
261,Rätsel::N,,hádanka
262,Rede::N,,reč
263,Sprache::N,,reč
264,Sprache::N,,jazyk
265,Stimme::N,,hlas
266,Wort::N,,slovo
267,Zeichen::N,,znak
268,Ruf::N,,volanie
269,Ruf::N,,zavolanie
270,Lärm::N,,hluk
271,Lärm::N,,hurhaj
272,Laut::N,,zvuk
273,Ton::N,,tón
274,Ton::N,,zvuk
275,Lied::N,,pieseň
276,Ruhe::N,,pokoj
277,Leute::N,,ľudia
278,Volk::N,,ľud
279,Volk::N,,národ
280,Arbeit::N,,práca
281,Arbeit::N,,robota
282,Gast::N,,hosť
283,Geschenk::N,,dar
284,Spiel::N,,hra
285,Gesellschaft::N,,spoločnosť
286,Hilfe::N,,pomoc
287,Freund::N,,priateľ
288,Kamerad::N,,kamarát
289,Angelegenheit::N,,vec
290,Angelegenheit::N,,záležitosť
291,Anzahl::N,,počet
292,Anzahl::N,,množstvo
293,Art::N,,druh
294,Stück::N,,kus
295,Stück::N,,kúsok
296,Teil::N,,časť
297,Hälfte::N,,polka
298,Hälfte::N,,polovica
299,Kreis::N,,kruh
300,Kreuz::N,,kríž
301,Linie::N,,línia
302,Strich::N,,čiara
303,Abstand::N,,vzdialenosť
304,Entfernung::N,,vzdialenosť
305,Gegend::N,,kraj
306,Gegend::N,,krajina
307,Platz::N,,miesto
308,Ort::N,,miesto
309,Seite::N,,bok
310,Seite::N,,strana
311,Mitte::N,,stred
312,Gegenstand::N,,predmet
313,Sache::N,,vec
314,Rand::N,,kraj
315,Rand::N,,okraj
316,Kante::N,,hrana
317,Ecke::N,,roh
318,Spitze::N,,hrot
319,Spitze::N,,špička
320,Ende::N,,koniec
321,Loch::N,,diera
322,Winkel::N,,kút
323,Muster::N,,vzor
324,Muster::N,,vzorka
325,Größe::N,,veľkosť
326,Länge::N,,dĺžka
327,Höhe::N,,výška
328,Gewicht::N,,váha
329,Menge::N,,množstvo
330,Haufen::N,,hŕba
331,Reihe::N,,rad
332,Boot::N,,čln
333,Ruder::N,,veslo
334,Schlitten::N,,sane
335,Ski::N,,lyža
336,Lagerfeuer::N,,táborák
337,Last::N,,ťarcha
338,Last::N,,bremeno
339,Gang::N,,chôdza
340,Schritt::N,,krok
341,Norden::N,,sever
342,Süden::N,,juh
343,Westen::N,,západ
344,Osten::N,,východ
345,Holz::N,,drevo
346,Brett::N,,doska
347,Platte::N,,doska
348,Platte::N,,platňa
349,Stütze::N,,opora
350,Stange::N,,tyč
351,Stock::N,,palica
352,Stab::N,,palica
353,Rohr::N,,rúra
354,Haus::N,,dom
355,Heim::N,,domov
356,Ofen::N,,pec
357,Ofen::N,,kachle
358,Fußboden::N,,dlážka
359,Fußboden::N,,podlaha
360,Tisch::N,,stôl
361,Stuhl::N,,stolička
362,Wiege::N,,kolíska
363,Bett::N,,lôžko
364,Bett::N,,posteľ
365,Regal::N,,regál
366,Regal::N,,polica
367,Kiste::N,,debna
368,Fenster::N,,okno
369,Fenster::N,,oblok
370,Tür::N,,dvere
371,Tor::N,,vráta
372,Zaun::N,,plot
373,Zaun::N,,ohrada
374,Dach::N,,krov
375,Dach::N,,strecha
376,Leiter::N,,rebrík
377,Leiter::N,,rebrina
378,Besen::N,,metla
379,Spaten::N,,rýľ
380,Schaufel::N,,lopata
381,Gabel::N,,vidlička
382,Löffel::N,,lyžica
383,Messer::N,,nôž
384,Nagel::N,,klinec
385,Netz::N,,sieť
386,Haken::N,,hák
387,Haken::N,,háčik
388,Griff::N,,rukoväť
389,Schloss::N,,zámka
390,Bild::N,,obraz
391,Figur::N,,figúra
392,Puppe::N,,bábka
393,Puppe::N,,bábika
394,Beutel::N,,vrece
395,Beutel::N,,vrecko
396,Bündel::N,,uzlík
397,Bündel::N,,zväzok
398,Tasche::N,,taška
399,Tasche::N,,kabelka
400,Eimer::N,,vedro
401,Deckel::N,,vrchnák
402,Deckel::N,,pokrývka
403,Geschirr::N,,nádoba
404,Sack::N,,mech
405,Sack::N,,vrece
406,Tasse::N,,šálka
407,Topf::N,,hrniec
408,Kessel::N,,kotol
409,Essen::N,,jedlo
410,Nahrung::N,,strava
411,Nahrung::N,,potrava
412,Speise::N,,jedlo
413,Fleisch::N,,mäso
414,Getreide::N,,obilie
415,Brei::N,,kaša
416,Brot::N,,chlieb
417,Scheibe::N,,kotúč
418,Scheibe::N,,krajec
419,Fett::N,,tuk
420,Fett::N,,masť
421,Butter::N,,maslo
422,Öl::N,,olej
423,Salz::N,,soľ
424,Suppe::N,,polievka
425,Honig::N,,med
426,Milch::N,,mlieko
427,Tee::N,,čaj
428,Leder::N,,koža
429,Wolle::N,,vlna
430,Stoff::N,,súkno
431,Nadel::N,,ihla
432,Faden::N,,niť
433,Faden::N,,vlákno
434,Knopf::N,,gombík
435,Knoten::N,,uzol
436,Farbe::N,,farba
437,Kleidung::N,,šaty
438,Kleidung::N,,šatstvo
439,Hemd::N,,košeľa
440,Kragen::N,,golier
441,Ärmel::N,,rukáv
442,Hose::N,,nohavice
443,Gürtel::N,,pás
444,Gürtel::N,,opasok
445,Mütze::N,,čiapka
446,Schuh::N,,obuv
447,Schuh::N,,topánka
448,Stiefel::N,,čižma
449,Ring::N,,prsteň
450,Band::N,,stuha
451,Kamm::N,,hrebeň
452,Spiegel::N,,zrkadlo
453,Riemen::N,,remeň
454,Schnur::N,,šnúra
455,Leine::N,,vodidlo
456,Decke::N,,deka
457,Decke::N,,prikrývka
458,Kissen::N,,poduška
459,Tuch::N,,šatka
460,Handtuch::N,,uterák
461,Kraft::N,,moc
462,Stärke::N,,sila
463,Gesundheit::N,,zdravie
464,Krankheit::N,,nemoc
465,Krankheit::N,,choroba
466,Schmerz::N,,bolesť
467,Wunde::N,,rana
468,Fieber::N,,horúčka
469,Arznei::N,,liek
470,Brücke::N,,most
471,Brunnen::N,,studňa
472,Weide::N,,pastva
473,Pfad::N,,chodník
474,Weg::N,,cesta
475,Straße::N,,hradská
476,Dorf::N,,dedina
477,Stadt::N,,mesto
478,Brief::N,,list
479,Buch::N,,kniha
480,Buchstabe::N,,litera
481,Buchstabe::N,,písmeno
482,Zeitung::N,,noviny
483,Leben::N,,život
484,Tod::N,,smrť
485,Grab::N,,hrob
486,Kirche::N,,kostol
487,Sünde::N,,hriech
488,Gott::N,,boh
489,Arbeiter::N,,robotník
490,Arbeiter::N,,pracnovík
491,Chef::N,,šéf
492,Chef::N,,riaditeľ
493,Meister::N,,majster
494,Arzt::N,,lekár
495,Lehrer::N,,učiteľ
496,Geld::N,,peniaze
497,Geschäft::N,,obchod
498,Laden::N,,obchod
499,Preis::N,,cena
500,Ware::N,,tovar
501,Nutzen::N,,osoh
502,Nutzen::N,,úžitok
503,Reichtum::N,,bohatstvo
504,Welt::N,,svet
505,Land::N,,územie
506,Land::N,,krajina
507,Staat::N,,štát
508,König::N,,kráľ
509,Macht::N,,moc
510,Macht::N,,mocnosť
511,Grenze::N,,hranica
512,Krieg::N,,vojna
513,Feind::N,,nepriateľ
514,Gewalt::N,,násilie
515,Kampf::N,,boj
516,Bogen[Waffe]::N,,luk
517,Pfeil::N,,šíp
518,Pfeil::N,,strela
519,Gewehr::N,,puška
520,Fehler::N,,omyl
521,Fehler::N,,chyba
522,Lüge::N,,lož
523,Schaden::N,,ujma
524,Schaden::N,,škoda
525,Unglück::N,,nešťastie
526,Schuld::N,,vina
527,Schuld::N,,previnenie
528,Alter::N,,vek
529,Schluss::N,,záver
530,Schluss::N,,koniec
531,Zeit::N,,čas
532,Tag::N,,deň
533,Morgen::N,,ráno
534,Mittag::N,,poludnie
535,Abend::N,,večer
536,Nacht::N,,noc
537,Woche::N,,týždeň
538,Monat::N,,mesiac
539,Jahr::N,,rok
540,Frühling::N,,jar
541,Sommer::N,,leto
542,Herbst::N,,jeseň
543,Winter::N,,zima
544,Januar::N,,január
545,Februar::N,,február
546,März::N,,marec
547,April::N,,apríl
548,Mai::N,,máj
549,Juni::N,,jún
550,Juli::N,,júl
551,August::N,,august
552,September::N,,september
553,Oktober::N,,október
554,November::N,,november
555,Dezember::N,,december
556,Montag::N,,pondelok
557,Dienstag::N,,utorok
558,Mittwoch::N,,streda
559,Donnerstag::N,,štvrtok
560,Freitag::N,,piatok
561,Samstag::N,,sobota
562,Sonntag::N,,nedeľa
563,groß::A,,veľký
564,klein::A,,malý
565,lang::A,,dlhý
566,kurz::A,,krátky
567,breit::A,,široký
568,schmal::A,,úzky
569,dicht::A,,hustý
570,dick[Gegenstand]::A,,tlstý
571,dünn::A,,tenký
572,fein::A,,jemný
573,fest::A,,pevný
574,flach::A,,rovný
575,flach::A,,plochý
576,glatt::A,,hladký
577,hart::A,,tvrdý
578,weich::A,,mäkký
579,rund::A,,guľatý
580,rund::A,,okrúhly
581,spitz::A,,končitý
582,scharf::A,,ostrý
583,stumpf::A,,tupý
584,schwer::A,,ťažký
585,schön::A,,pekný
586,schön::A,,krásny
587,heiß::A,,horúci
588,warm::A,,teplý
589,kalt::A,,studený
590,kühl::A,,chladný
591,frisch::A,,svieži
592,feucht::A,,vlhký
593,feucht::A,,zvlhnutý
594,nass::A,,mokrý
595,trocken::A,,suchý
596,voll::A,,plný
597,leer::A,,prázdny
598,offen::A,,otvorený
599,geschlossen::A,,zavretý
600,sauber::A,,čistý
601,schmutzig::A,,špinavý
602,roh::A,,surový
603,reif::A,,zrelý
604,lecker::A,,chutný
605,süß::A,,sladký
606,bitter::A,,horký
607,sauer::A,,kyslý
608,hell::A,,jasný
609,hell::A,,svetlý
610,dunkel::A,,temný
611,schwarz::A,,čierny
612,weiß::A,,biely
613,rot::A,,červený
614,gelb::A,,žltý
615,blau::A,,modrý
616,blau::A,,belasý
617,grün::A,,zelený
618,grau::A,,šedý
619,bunt::A,,pestrý
620,billig::A,,lacný
621,teuer::A,,drahý
622,wertvoll::A,,cenný
623,blind::A,,slepý
624,taub::A,,hluchý
625,kräftig::A,,silný
626,stark::A,,silný
627,schwach::A,,slabý
628,schwach::A,,bezvládny
629,fett::A,,tučný
630,schlank::A,,štíhly
631,hübsch::A,,šumný
632,hübsch::A,,švárny
633,böse::A,,zlý
634,dumm::A,,hlúpy
635,faul::A,,lenivý
636,fleißig::A,,snaživý
637,fleißig::A,,usilovný
638,geizig::A,,skupý
639,geizig::A,,lakomý
640,klug::A,,múdry
641,klug::A,,bystrý
642,geschickt::A,,zručný
643,geschickt::A,,šikovný
644,lieb::A,,milý
645,lustig::A,,veselý
646,sanft::A,,nežný
647,hungrig::A,,lačný
648,hungrig::A,,hladný
649,krank::A,,chorý
650,krank::A,,nemocný
651,nackt::A,,nahý
652,traurig::A,,smutný
653,lebendig::A,,živý
654,gut::A,,dobrý
655,schlecht::A,,zlý
656,richtig::A,,správny
657,schlimm::A,,zlý
658,schlimm::A,,nepríjemný
659,wahr::A,,pravý
660,wahr::A,,pravdivý
661,alt::A,,starý
662,neu::A,,nový
663,ehemalig::A,,bývalý
664,alt[Lebewesen]::A,,starý
665,jung::A,,mladý
666,arm::A,,chudobný
667,reich::A,,bohatý
668,bekannt::A,,známy
669,berühmt::A,,slávny
670,berühmt::A,,povestný
671,fremd::A,,cudzí
672,verschieden::A,,rôzny
673,verschieden::A,,rozličný
674,nah::A,,blízky
675,fern::A,,ďaleký
676,linker::A,,ľavý
677,rechter::A,,pravý
678,anderer::A,,iný
679,anderer::A,,druhý
680,erster::A,,prvý
681,zweiter::A,,druhý
682,dritter::A,,tretí
683,letzter::A,,ostatný
684,letzter::A,,posledný
685,allein::ADV,,sám
686,auf einmal::ADV,,zároveň
687,zusammen::ADV,,spolu
688,zusammen::ADV,,spoločne
689,lange::ADV,,dlho
690,plötzlich::ADV,,náhle
691,sofort::ADV,,hneď
692,sofort::ADV,,ihneď
693,später::ADV,,neskoršie
694,jetzt::ADV,,teraz
695,heute::ADV,,dnes
696,morgen::ADV,,zajtra
697,bald::ADV,,skoro
698,dann::ADV,,nato
699,dann::ADV,,potom
700,gestern::ADV,,včera
701,einst::ADV,,kedysi
702,einst::ADV,,niekedy
703,damals::ADV,,vtedy
704,danach::ADV,,potom
705,danach::ADV,,podľa toho
706,vorher::ADV,,napred
707,vorher::ADV,,predtým
708,zuerst::ADV,,najprv
709,einmal::ADV,,raz
710,einmal::ADV,,jedenkrát
711,manchmal::ADV,,občas
712,manchmal::ADV,,niekedy
713,oft::ADV,,často
714,immer::ADV,,vždy
715,immer::ADV,,ustavične
716,niemals::ADV,,nikdy
717,hier::ADV,,tu
718,hierhin::ADV,,sem
719,hierhin::ADV,,tade
720,von hier::ADV,,odtiaľto
721,dort::ADV,,tam
722,dorthin::ADV,,ta
723,dorthin::ADV,,tam
724,geradeaus::ADV,,rovno
725,geradeaus::ADV,,priamo
726,vorwärts::ADV,,napred
727,rückwärts::ADV,,nazad
728,zurück::ADV,,späť
729,zurück::ADV,,naspäť
730,unten::ADV,,dolu
731,unten::ADV,,naspodku
732,hinab::ADV,,dolu
733,oben::ADV,,hore
734,oben::ADV,,navrchu
735,hinauf::ADV,,hore
736,hinauf::ADV,,navrch
737,überall::ADV,,všade
738,nicht::ADV,,nie
739,ein wenig::ADV,,trocha
740,kaum::ADV,,ledva
741,sehr::ADV,,veľmi
742,so::ADV,,tak
743,so::ADV,,takto
744,noch::ADV,,ešte
745,nur::ADV,,len
746,schon::ADV,,už
747,wieder::ADV,,zasa
748,vergebens::ADV,,márne
749,vergebens::ADV,,nadarmo
750,vor::PRP,,pred
751,hinter::PRP,,za
752,unter::PRP,,pod
753,durch::PRP,,cez
754,neben::PRP,,pri
755,neben::PRP,,vedľa
756,zwischen::PRP,,medzi
757,wegen::PRP,,pre
758,wegen::PRP,,kvôli
759,dies::PRN,,to
760,dies::PRN,,táto
761,das::PRN,,to
762,alles::PRN,,všetko
763,ich::PRN,,ja
764,du::PRN,,ty
765,er::PRN,,on
766,wir::PRN,,my
767,ihr::PRN,,vy
768,sie::PRN,,oni
769,was::FPRN,,čo
770,wer::FPRN,,kto
771,wo::FADV,,kde
772,wohin::FADV,,kam
773,wie::FADV,,ako
774,warum::FADV,,prečo
775,wieviel::FNUM,,koľko
776,eins::NUM,,jeden
777,zwei::NUM,,dva
778,drei::NUM,,tri
779,vier::NUM,,štyri
780,fünf::NUM,,päť
781,sechs::NUM,,šesť
782,sieben::NUM,,sedem
783,acht::NUM,,osem
784,neun::NUM,,deväť
785,zehn::NUM,,desať
786,elf::NUM,,jedenásť
787,zwölf::NUM,,dvanásť
788,zwanzig::NUM,,dvadsať
789,dreißig::NUM,,tridsať
790,vierzig::NUM,,štyridsať
791,fünfzig::NUM,,päťdesiat
792,sechzig::NUM,,šesťdesiat
793,siebzig::NUM,,sedemdesiat
794,achtzig::NUM,,osemdesiat
795,neunzig::NUM,,deväťdesiat
796,hundert::NUM,,sto
797,tausend::NUM,,tisíc
798,und::CNJ,,i
799,oder::CNJ,,alebo
800,stehen::V,,stáť
801,sitzen::V,,sedieť
802,liegen::V,,ležať
803,hängen::V,,visieť
804,werden::V,,stať sa
805,passieren::V,,stať sa
806,beginnen::V,,začať sa
807,enden::V,,končiť sa
808,wechseln::V,,meniť sa
809,aufgehen[Sonne]::V,,vychádzať
810,untergehen[Sonne]::V,,zapadnúť
811,scheinen[Sonne]::V,,svietiť
812,donnern::V,,hrmieť
813,wehen::V,,viať
814,strömen::V,,prúdiť
815,fließen::V,,tiecť
816,sich drehen::V,,točiť sa
817,sich drehen::V,,krútiť sa
818,schwanken::V,,kolísať
819,schwanken::V,,klátiť sa
820,schwingen::V,,kývať sa
821,schwingen::V,,chvieť sa
822,fallen::V,,padať
823,brennen::V,,páliť
824,brennen::V,,horieť
825,rauchen::V,,dymiť sa
826,regnen::V,,pršať
827,gefrieren::V,,zamrznút
828,tauen::V,,taviť sa
829,schmelzen::V,,taviť sa
830,trocknen::V,,schnúť
831,sieden::V,,vrieť
832,faulen::V,,hniť
833,verfaulen::V,,zhniť
834,reißen::V,,pretrhnúť sa
835,versinken::V,,zapadnúť
836,versinken::V,,potopiť sa
837,vergehen::V,,plynúť
838,erscheinen::V,,objaviť sa
839,verschwinden::V,,zmiznúť
840,sinken::V,,klesať
841,abnehmen::V,,ubúdať
842,zunehmen::V,,pribúdať
843,steigen::V,,stúpať
844,wachsen::V,,rásť
845,glänzen::V,,jagať sa
846,glänzen::V,,lesknúť sa
847,funkeln::V,,iskriť sa
848,lärmen::V,,lomoziť
849,läuten::V,,cengať
850,klingeln::V,,zvoniť
851,klirren::V,,rinčať
852,brausen::V,,hučať
853,rauschen::V,,šumieť
854,klingen::V,,znieť
855,klingen::V,,zvoniť
856,bellen::V,,štekať
857,bellen::V,,brechať
858,heulen::V,,vyť
859,blasen::V,,duť
860,blasen::V,,fúkať
861,pfeifen::V,,pískať
862,pfeifen::V,,hvízdať
863,schreien::V,,kričať
864,stöhnen::V,,stenať
865,zittern::V,,triasť sa
866,leben::V,,žiť
867,geboren werden::V,,narodiť sa
868,atmen::V,,dýchať
869,trinken::V,,piť
870,essen::V,,jesť
871,schlucken::V,,zhltnuť
872,müde werden::V,,unaviť sa
873,einschlafen::V,,usnúť
874,einschlafen::V,,zaspať
875,schlafen::V,,spať
876,aufwachen::V,,zobudiť sa
877,aufstehen::V,,vstať
878,sich erholen::V,,zotavovať sa
879,sich erholen::V,,oddýchovať si
880,krank werden::V,,ochorieť
881,krank sein::V,,chorieť
882,krank sein::V,,byť chorý
883,schmerzen::V,,bolieť
884,husten::V,,kašľať
885,genesen::V,,uzdraviť sa
886,sterben::V,,umrieť
887,sterben::V,,zomrieť
888,umkommen::V,,zahynúť
889,sich bewegen::V,,pohybovať sa
890,sich rühren::V,,hnúť sa
891,sich erheben::V,,zdvihnúť sa
892,sich setzen::V,,sadnúť si
893,hinfallen::V,,spadnúť
894,laufen::V,,bežať
895,schreiten::V,,kráčať
896,spazierengehen::V,,prechádzať sa
897,eilen::V,,súriť
898,sich beeilen::V,,ponáhľať sa
899,sausen::V,,hučať
900,rennen::V,,bežať
901,springen::V,,skákať
902,klettern::V,,liezť
903,schaukeln::V,,húpať
904,schaukeln::V,,hojdať
905,kriechen::V,,liezť
906,kriechen::V,,plaziť sa
907,schwimmen::V,,plávať
908,tauchen::V,,ponoriť sa
909,rudern::V,,veslovať
910,fahren::V,,ísť
911,fahren::V,,jazdiť
912,fliegen::V,,letieť
913,gehen::V,,ísť
914,weggehen::V,,odísť
915,weggehen::V,,odchádzať
916,abfahren::V,,odcestovať
917,anhalten::V,,zadržať sa
918,anhalten::V,,zastaviť sa
919,hineingehen::V,,vchádzať
920,eintreten::V,,vojsť
921,eintreten::V,,vstúpiť
922,kommen::V,,prísť
923,ankommen::V,,prísť
924,ankommen::V,,doraziť
925,zurückkommen::V,,vrátiť sa
926,bleiben::V,,ostať
927,bleiben::V,,zostať
928,warten::V,,čakať
929,erwarten::V,,očakávať
930,suchen::V,,hľadať
931,finden::V,,nájsť
932,versuchen::V,,skúsiť
933,versuchen::V,,pokúsiť sa
934,vorbereiten::V,,pripraviť
935,lieben::V,,ľúbiť
936,lieben::V,,milovať
937,mögen::V,,mať rád
938,lachen::V,,smiať sa
939,rühren::V,,dojať
940,weinen::V,,plakať
941,schimpfen::V,,nadávať
942,sich ärgern::V,,hnevať sa
943,sich ärgern::V,,zlostiť sa
944,sich fürchten::V,,báť sa
945,fürchten::V,,báť sa
946,fliehen::V,,utekať
947,flüchten::V,,utiecť
948,sehen::V,,vidieť
949,anschauen::V,,pozrieť sa na
950,ansehen::V,,pozrieť
951,hören::V,,počúvať
952,zuhören::V,,počúvať
953,probieren::V,,ochutnať
954,riechen::V,,ňuchať
955,fühlen::V,,cítiť
956,fühlen::V,,pociťovať
957,scheinen::V,,zdať sa
958,zu sehen sein::V,,byť vidieť
959,vernehmen::V,,počuť
960,frieren::V,,mrznúť
961,frieren::V,,oziabať
962,tun::V,,robiť
963,können::V,,môcť
964,wollen::V,,chcieť
965,anfangen::V,,začať
966,beenden::V,,skončiť
967,aufhören::V,,prestať
968,gelingen::V,,podariť sa
969,geraten::V,,dariť sa
970,öffnen::V,,otvoriť
971,schließen::V,,zavrieť
972,stellen::V,,postaviť
973,setzen::V,,posadiť
974,legen::V,,klásť
975,legen::V,,položiť
976,berühren::V,,dotykať sa
977,verbinden::V,,spojiť
978,bedecken::V,,pokryť
979,aufhängen::V,,zavesiť
980,anzünden::V,,zapáliť
981,aufheben::V,,zdvihnúť
982,zurücklassen::V,,zanechať
983,verlieren::V,,stratiť
984,fallen lassen::V,,pustiť
