,Concept_ID,kn,sl
565,nass::A,ಒದ್ದೆಯಾದ,móker
566,trocken::A,ಶುಷ್ಕ,súh
567,voll::A,ತುಂಬಿದ,póln
568,leer::A,ಖಾಲಿ,prázen
569,offen::A,ಮುಚ್ಚಲ್ಲದ,odpŕt
570,geschlossen::A,ಮುಚ್ಚಿದ,zapŕt
571,sauber::A,ಶುದ್ಧ,číst
572,sauber::A,ಶುದ್ಧ,líčen
573,schmutzig::A,ಅಶುದ್ಧ,umázan
574,roh::A,ಹಸಿ,suròv
575,reif::A,ಹಣ್ಣಾದ,zrèl
576,lecker::A,ಗುಚಿಕರ,okúsen
577,süß::A,ಸಿಹಿ,sládek
578,bitter::A,ಕಹಿ,grenák
579,sauer::A,ಹುಳಿಯಾದ,kísel
580,hell::A,ಹೊಳೆಯುವ,svetèl
581,dunkel::A,ಮಬ್ಬಾದ,temèn
582,schwarz::A,ಕಪ್ಪು,čŕn
583,weiß::A,ಬಿಳಿಯ,bél
584,rot::A,ಕೆಂಪು,rdèč
585,gelb::A,ಹಳದಯ,žólt
586,gelb::A,ಹಳದಯ,rumèn
587,blau::A,ನೀಲ,móder
588,grün::A,ಕಾಯಾದ,zelèn
589,grau::A,ಬೂದುಬಣ್ಣದ,sív
590,bunt::A,ವರ್ಣರಂಜಿತ,písan
591,billig::A,ಅಗ್ಗ,pocéni
592,teuer::A,ದುಬಾರಿಯಾದ,drág
593,wertvoll::A,ಅಮೂಲ್ಯ,dragocén
594,blind::A,ಅಂಧ,slép
595,taub::A,ಕಿವುಡಾದ,glúh
596,kräftig::A,ಪ್ರಬಲ,močán
597,stark::A,ಶಕ್ತಿವಂತ,ják
598,schwach::A,ದುರ್ಬಲ,šíbek
599,fett::A,ಕೊಬ್ಬಿದ,dêbel
600,schlank::A,ತೆಳ್ಳಗಿನ,vítek
601,hübsch::A,ಅಂದವಾದ,lép
602,böse::A,ಕೆಟ್ಟ,zèl
603,böse::A,ಕೆಟ್ಟ,hudôben
604,dumm::A,ಮಂದ,glúp
605,dumm::A,ಮಂದ,bédast
606,faul::A,ಆಲಸ,lén
607,fleißig::A,ಕಡಗುವ,marljív
608,geizig::A,ಜುಗ್ಗ,škŕt
609,klug::A,ಚತುರ,pámeten
610,geschickt::A,ದಕ್ಷ,spréten
611,lieb::A,ಪ್ರಿಯ,míl
612,lieb::A,ಪ್ರಿಯ,ljúb
613,lustig::A,ಖುಷಿಯಾದ,vesél
614,sanft::A,ಸೌಮ್ಯ,láhek
615,hungrig::A,ಹಸಿದ,láčen
616,krank::A,ಅಸ್ವಸ್ಥ,bolán
617,nackt::A,ನಗ್ನ,nág
618,traurig::A,ದುಃಖಿತ,túžen
619,lebendig::A,ಜೀವಂತ,žív
620,gut::A,ಒಳ್ಳೆಯ,dóber
621,schlecht::A,ದುಷ್ಟ,malopríden
622,richtig::A,ಸರಿ,pravílen
623,schlimm::A,ಅಸಹ್ಯ,húd
624,wahr::A,ನಿಜ,resníčen
625,alt::A,ಮುದಿ,stàr
626,neu::A,ಹೊಸ,nòv
627,ehemalig::A,ಮಾಜೀ,nekdánji
628,alt[Lebewesen]::A,ವೃದ್ಧ,stàr
629,jung::A,ಎಳ,mlád
630,arm::A,ಬಡ,ubóg
631,arm::A,ಬಡ,réven
632,reich::A,ಶ್ರೀಮಂತ,bogàt
633,bekannt::A,ಅಪ್ತ,znán
634,berühmt::A,ಪ್ರಸಿದ್ಧ,sláven
635,berühmt::A,ಪ್ರಸಿದ್ಧ,znamenít
636,fremd::A,ಪರಕೀಯ,túj
637,verschieden::A,ಬೇರೆ,razlíčen
638,nah::A,ಹತ್ತಿರವಾದ,blížnji
639,fern::A,ದೂರದ,dáleč
640,linker::A,ಎಡ,lévi
641,rechter::A,ಬಲ,désni
642,anderer::A,ಇತರ,drúgi
643,erster::A,ಪ್ರಥಮ,pŕvi
644,zweiter::A,ದ್ವಿತೀಯ,drúgi
645,dritter::A,ಮೂರನೆಯಜಗತ್ತು,trétji
646,letzter::A,ಅಂತ್ಯ,poslédnji
647,allein::ADV,ಒಬ್ಬನೇ,sám
648,auf einmal::ADV,ಒಡನೆ,obênem
649,zusammen::ADV,ಒಟ್ಟಿಗೆ,skúpaj
650,lange::ADV,ದೀರ್ಘ,dólgo
651,plötzlich::ADV,ಅನಾಮತ್ತು,náglo
652,plötzlich::ADV,ಅನಾಮತ್ತು,nenádoma
653,sofort::ADV,ಜಾಗ್ರತೆ,prècej
654,später::ADV,ತರುವಾಯ,poznêje
655,jetzt::ADV,ಈಗ,zdàj
656,heute::ADV,ಇಂದು,dánes
657,morgen::ADV,ನಾಳೆ,jútri
658,bald::ADV,ಬೇಗ,kmálu
659,dann::ADV,ಆಗ,nató
660,gestern::ADV,ನಿನ್ನೆ,včéraj
661,einst::ADV,ಪೂರ್ವದಲ್ಲಿ,nékdaj
662,damals::ADV,ಆಗ,tedàj
663,damals::ADV,ಆಗ,takràt
664,danach::ADV,ಆಮೇಲೆ,potèm
665,vorher::ADV,ಮುಂಚೆ,poprèj
666,zuerst::ADV,ಮೊದಲಿಗೆ,spŕva
667,einmal::ADV,ಒಮ್ಮೆ,ênkrat
668,manchmal::ADV,ಆಗಾಗ,včásih
669,oft::ADV,ಅನೇಕಸಲ,pogósto
670,immer::ADV,ಯಾವಾಗಲೂ,védno
671,immer::ADV,ಯಾವಾಗಲೂ,zméraj
672,niemals::ADV,ಯಾವಾಗಲೂ ಇಲ್ಲ,nikdàr
673,hier::ADV,ಇಲ್ಲಿ,tù
674,hier::ADV,ಇಲ್ಲಿ,túkaj
675,hierhin::ADV,ಇತ್ತ,sèmkaj
676,von hier::ADV,ಇಲ್ಲಿಂದ,od tú
677,dort::ADV,ಅಲ್ಲಿ,tàm
678,dorthin::ADV,ಅಲ್ಲಿಗೆ,tjà
679,geradeaus::ADV,ಸೀದಾ,rávno napréj
680,vorwärts::ADV,ಮುನ್ನೆಡೆವ,napréj
681,rückwärts::ADV,ಹಿಂದುಗಡೆಗೆ,zádaj
682,zurück::ADV,ಹಿಂದಕ್ಕೆ,nazáj
683,unten::ADV,ಕೆಳಗೆ,dôli
684,unten::ADV,ಕೆಳಗೆ,spôdaj
685,hinab::ADV,ಕೆಳಕ್ಕೆ,dôl
686,oben::ADV,ಮೇಲೆ,gôri
687,oben::ADV,ಮೇಲೆ,zgôraj
688,hinauf::ADV,ಮೇಲಕ್ಕೆ,gôr
689,überall::ADV,ಎಲ್ಲಸ್ಥಳಗಳು,povsód
690,nicht::ADV,ಇಲ್ಲ,ne
691,nicht::ADV,ಅಲ್ಲ,ne
692,ein wenig::ADV,ತುಸು,málo
693,kaum::ADV,ಕಠಿನವಾಗಿ,kómaj
694,sehr::ADV,ಬಹು,zeló
695,so::ADV,ಅಷ್ಟು,takó
696,noch::ADV,ಇನ್ನು,še
697,nur::ADV,ಕೇವಲ,samó
698,schon::ADV,ಆಗಲೇ,žè
699,wieder::ADV,ಪುನಃ,spét
700,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,zamàn
701,vergebens::ADV,ನಿಷ್ಫಲವಾಗಿ,zastónj
702,vor::PRP,ಮುಂದೆ,pred
703,hinter::PRP,ಹಿಂದ,za
704,unter::PRP,ಕೆಳ,pod
705,durch::PRP,ನೇರವಾಗಿ,skózi
706,neben::PRP,ಅಧರ ಬಲಿಕ,kràj
707,neben::PRP,ಅಧರ ಬಲಿಕ,póleg
708,zwischen::PRP,ನಡುವೆ,med
709,zwischen::PRP,ನಡುವೆ,izmed
710,wegen::PRP,ಅಧಕ್ಕಗಿ,zarádi
711,dies::PRN,ಈ,tó
712,das::PRN,ಅದು,tó
713,alles::PRN,ಎಲ್ಲ,vsè
714,ich::PRN,ನಾನು,jàz
715,du::PRN,ನೀನು,tí
716,er::PRN,ಅವನು,òn
717,er::PRN,ಇವನು,òn
718,wir::PRN,ನಾವು,mí
719,ihr::PRN,ನೀವು,ví
720,sie::PRN,ಅವರು,ôni
721,was::FPRN,ಏನು,káj
722,wer::FPRN,ಯಾರಿಗೆ,kdó
723,wo::FADV,ಎಲ್ಲಿ,kjé
724,wohin::FADV,ಎಲ್ಲಿಗೆ,kám
725,wie::FADV,ಹೇಗೆ,kakó
726,warum::FADV,ಏಕೆ,zakáj
727,wieviel::FNUM,ಎಷ್ಟು,kóliko
728,eins::NUM,ಒಂದು,êden
729,zwei::NUM,ಎರಡು,dvá
730,drei::NUM,ಮೂರು,trí
731,vier::NUM,ನಾಲ್ಕು,štíri
732,fünf::NUM,ಅಯ್ದು,pét
733,sechs::NUM,ಆರು,šést
734,sieben::NUM,ಏಳು,sédem
735,acht::NUM,ಎಂಟು,ósem
736,neun::NUM,ಒಂಭಬತ್ತು,devét
737,zehn::NUM,ಹತ್ತು,desét
738,elf::NUM,ಹನ್ನೊಂದು,enájst
739,zwölf::NUM,ಹನ್ನೆರಡು,dvánajst
740,zwanzig::NUM,ಇಪ್ಪತ್ತು,dvájset
741,dreißig::NUM,ಮೂವತ್ತು,trídeset
742,vierzig::NUM,ನಲವತ್ತು,štírideset
743,fünfzig::NUM,ಐವತ್ತು,pétdeset
744,sechzig::NUM,ಅರುವತ್ತು,šéstdeset
745,siebzig::NUM,ಎಪ್ಪತ್ತು,sédemdeset
746,achtzig::NUM,ಎಂಬತ್ತು,ósemdeset
747,neunzig::NUM,ತೊಂಬತ್ತು,devétdeset
748,hundert::NUM,ನೂರು,stó
749,tausend::NUM,ಸಾವಿರ,tísoč
750,und::CNJ,ಮತ್ತು,in
751,oder::CNJ,ಅಥವಾ,áli
752,stehen::V,ನಿಲ್ಲು,státi
753,sitzen::V,ಕುಳ್ಳಿರು,sedéti
754,liegen::V,ಮಲಗಿಕೊ,ležáti
755,hängen::V,ಇಳಿಯಬಿಡು,viséti
756,werden::V,ಆಗು,postáti
757,passieren::V,ಆಗು,zgodíti se
758,beginnen::V,ಆರಂಭಿಸು,začéti se
759,enden::V,ಕೊನೆಗಾಣು,končáti se
760,wechseln::V,ಮಾರ್ಪಡಿಸು,ménjati se
761,aufgehen[Sonne]::V,ಮೂಡು,vzíti
762,untergehen[Sonne]::V,ಮುಳುಗು,zaíti
763,scheinen[Sonne]::V,ಹೊಳೆ,sijáti
764,donnern::V,ಗುಡುಗಾಗು,grméti
765,wehen::V,ತೀಡು,píhati
766,strömen::V,ಹರಿ,líti
767,fließen::V,ಹರಿ,têči
768,sich drehen::V,ಸುತ್ತು,vrtéti se
769,schwanken::V,ಓಲಾಡು,kolébati
770,schwingen::V,ತೂಗು,níhati
771,fallen::V,ಉದುರು,pádati
772,brennen::V,ಉರಿ,goréti
773,rauchen::V,ಹೊಗೆಬಿಡು,kadíti se
774,regnen::V,ಸುರಿ,deževáti
775,gefrieren::V,ಹೆಪ್ಪುಗಟ್ಟು,zmŕzniti
776,tauen::V,ಬೆಚ್ಚಗಾಗು,tájati
777,schmelzen::V,ಕರಗು,kopnéti
778,trocknen::V,ಒಣಗು,sušíti se
779,sieden::V,ಕುದಿ,kipéti
780,faulen::V,ಕೊಳೆ,gníti
781,verfaulen::V,ನಶಿಸು,zgníti
782,reißen::V,ಒಡೆ,tŕgati se
783,versinken::V,ಮುಳುಗು,pogrézniti se
784,vergehen::V,ಸಾಗು,miníti
785,erscheinen::V,ತೋರು,pojáviti se
786,verschwinden::V,ಮಾಯವಾಗು,izgíniti
787,sinken::V,ಕುಸಿ,péšati
788,abnehmen::V,ತಗ್ಗು,pojémati
789,zunehmen::V,ಬೆಳೆ,véčati se
790,zunehmen::V,ಬೆಳೆ,množíti se
791,steigen::V,ಉಬ್ಬು,dvígati se
792,wachsen::V,ಬೆಳೆ,rásti
793,glänzen::V,ಮಿರುಗು,sijáti
794,funkeln::V,ಮಿನುಗು,ískriti se
795,lärmen::V,ಶಬ್ದ ಮಾಡಲು,ropotáti
796,lärmen::V,ಶಬ್ದ ಮಾಡಲು,razgrájati
797,läuten::V,ಬಾರಿಸು,zvoníti
798,klingeln::V,ಅನುರಣಿಸು,zvončkljáti
799,klirren::V,ಕಿಣಿಕಿಣಿಸು,žvenketáti
800,brausen::V,ಅಬ್ಬರಿಸು,šuméti
801,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,šuštéti
802,rauschen::V,ಮರ್ಮರಗುಟ್ಟಿಸು,šelestéti
803,klingen::V,ಉಸಿರು,zvenéti
804,bellen::V,ಬಗುಳು,lájati
805,heulen::V,ಅರಚು,zavíjati
806,blasen::V,ಗಾಳಿ ಊದು,píhniti
807,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,pískati
808,pfeifen::V,ಸಿಳ್ಳೆಯೂದು,žvížgati
809,schreien::V,ಕರೆ,kričáti
810,stöhnen::V,ನರಳು,stókati
811,zittern::V,ನಡುಗು,drgetáti
812,leben::V,ಇರು,živéti
813,geboren werden::V,ಉಂಟಾಗು,rodíti se
814,atmen::V,ಉಸಿರು,díhati
815,trinken::V,ಕುಡಿ,píti
816,essen::V,ತಿನ್ನು,jésti
817,schlucken::V,ನುಂಗು,požírati
818,müde werden::V,ಬಳಲು,péšati
819,müde werden::V,ಬಳಲು,utrúditi se
820,einschlafen::V,ನಿದ್ಧೆಹೋಗು,zaspáti
821,schlafen::V,ನಿದ್ರಿಸು,spáti
822,aufwachen::V,ಏಳು,zbudíti se
823,aufstehen::V,ಏಳು,vstáti
824,sich erholen::V,ಸುಧಾರಿಸು,oddahníti se
825,krank werden::V,ಬೇನೆಬೀಳು,oboléti
826,krank sein::V,ಕೆಟ್ಟ ಎಂದು,bíti bolán
827,schmerzen::V,ಕಚ್ಚು,boléti
828,husten::V,ಕೆಮ್ಮು,kášljati
829,genesen::V,ಮತ್ತೆಹೊದಿಸು,okrévati
830,sterben::V,ಮೃತಪಡು,umréti
831,umkommen::V,ಹಾಳಾಗು,pogíniti
832,sich bewegen::V,ಚಲಿಸು,zganíti se
833,sich rühren::V,ಕದಲು,premakníti se
834,sich erheben::V,ಏಳು,vstájati
835,sich erheben::V,ಏಳು,vzdígniti se
836,sich setzen::V,ಕೂರು,sésti
837,hinfallen::V,ಬೀಳು,pásti dôl
838,laufen::V,ನಡೆ,hodíti
839,schreiten::V,ಮೆಲ್ಲಗೆ ನಡೆ,stópati
840,spazierengehen::V,ವಿಹರಿಸು,na sprehòd íti
841,eilen::V,ಮುನ್ನುಗ್ಗು,drvéti
842,sich beeilen::V,ಆತುರಪಡು,hitéti
843,sausen::V,ಒಗೆ,dírkati
844,rennen::V,ಓಡು,dírjati
845,springen::V,ಜಿಗಿ,skákati
846,klettern::V,ಏರು,plézati
847,schaukeln::V,ತೂಗು,kolébati
848,kriechen::V,ತೆವಳು,pláziti se
849,schwimmen::V,ಈಜು,plávati
850,tauchen::V,ಕೆಳಗಿಳಿ,potápljati se
851,rudern::V,ಸಾಗಿಸು,vesláti
852,fahren::V,ನಡೆಸು,vozíti se
853,fahren::V,ನಡೆಸು,peljáti se
854,fliegen::V,ಹಾರು,létati
855,gehen::V,ಹೋಗು,íti
856,weggehen::V,ಹೊರಡು,odíti
857,abfahren::V,ತೆರಳು,odpeljáti se
858,anhalten::V,ನಿಲ್ಲು,ustáviti se
859,hineingehen::V,ಒಳಹೊಗು,íti nóter
860,eintreten::V,ಒಳಹೊಗು,vstopíti
861,kommen::V,ಬರು,príti
862,ankommen::V,ಬರು,prispéti
863,ankommen::V,ಬರು,prihájati
864,zurückkommen::V,ಹಿಂದಿರುಗು,vrníti se
865,bleiben::V,ಇರು,ostáti
866,warten::V,ಇರು,čákati
867,erwarten::V,ನಿರೀಕ್ಷಿಸು,pričakováti
868,suchen::V,ಹುಡುಕು,iskáti
869,finden::V,ಕಂಡುಕೊ,nájti
870,versuchen::V,ಪ್ರಯತ್ನಿಸು,poskúšati
871,vorbereiten::V,ಸಿದ್ಧವಾಗು,pripráviti
872,lieben::V,ಪ್ರೀತಿಸು,ljubíti
873,mögen::V,ಇಷ್ಟಪಡು,márati
874,lachen::V,ನಗು,smejáti se
875,rühren::V,ಹೃದಯ ಸ್ಪರ್ಶಕ್ಕೆ,ganíti
876,weinen::V,ಅಳು,jókati
877,weinen::V,ಅಳು,plákati
878,schimpfen::V,ಗೊಣಗು,psováti
879,schimpfen::V,ಗೊಣಗು,zmérjati
880,sich ärgern::V,ಗಣಗಾಡು,jezíti se
881,sich fürchten::V,ನಡುಗು,báti se
882,fürchten::V,ಹೆದರು,báti se
883,fliehen::V,ಓಡಿಹೋಗು,bežáti
884,flüchten::V,ಪಾರಾಗು,pobégniti
885,sehen::V,ಕಾಣು,vídeti
886,anschauen::V,ನೋಡು,oglédati
887,ansehen::V,ನಿರೀಕ್ಷಿಸು,glédati
888,hören::V,ಕೇಳು,slíšati
889,zuhören::V,ಆಲಿಸು,poslúšati
890,probieren::V,ರುಚಿ ನೋಡು,poskúšati
891,riechen::V,ಮೂಸು,dúhati
892,fühlen::V,ಸ್ಪರ್ಯಿಸಿತಿಳಿ,čutíti
893,scheinen::V,ತೋರು,zdéti se
894,zu sehen sein::V,ಕಾಣಿಸು,vídeti se
895,vernehmen::V,ಕೇಳು,čúti
896,frieren::V,ಚಳಿಯಿಂದ ಸೆಡೆದುಕೊ,zébsti
897,tun::V,ಮಾಡು,délati
898,können::V,ಮಾಡಬಲ್ಲ,môči
899,wollen::V,ಬಯಸು,hotéti
900,anfangen::V,ಪ್ರಾರಂಭಿಸು,začéti
901,beenden::V,ನಿಲ್ಲಿಸು,dokončáti
902,aufhören::V,ಮುಗಿಸು,prenéhati
903,gelingen::V,ಯಶಸ್ವಿಯಾಗು,uspéti
904,gelingen::V,ಯಶಸ್ವಿಯಾಗು,posréčiti se
905,geraten::V,ಉತ್ಪತ್ತಿಮಾಡು,obnêsti se
906,öffnen::V,ತೆರೆ,odpréti
907,schließen::V,ಮುಚ್ಚು,zapréti
908,stellen::V,ಇಕ್ಕು,postáviti
909,setzen::V,ಇಡು,posadíti
910,legen::V,ಇಡು,položíti
911,berühren::V,ತಾಕು,dotíkati se
912,verbinden::V,ಕೂಡಿಸು,obvézati
913,bedecken::V,ಮುಚ್ಚು,pokríti
914,aufhängen::V,ತೂಗುಹಾಕು,obésiti
915,anzünden::V,ಹತ್ತಿಸು,zažgáti
916,aufheben::V,ಆಯಿ,vzdígniti
917,zurücklassen::V,ಬಿಡು,zapustíti
918,verlieren::V,ಕಳೆ,izgubíti
919,fallen lassen::V,ಬೀಳಿಸು,navréči
920,machen::V,ಮಾಡು,naredíti
921,machen::V,ಮಾಡು,napráviti
922,herstellen::V,ತಯಾರಿಸು,izdélati
923,bauen::V,ಕಟ್ಟು,gradíti
924,reparieren::V,ಸರಿಪಡಿಸು,popráviti
925,verbessern::V,ತಿದ್ದು,izbóljšati
926,ändern::V,ಬದಲಾಯಿಸು,spremeníti
927,graben::V,ಅಗೆ,kopáti
928,graben::V,ಅಗೆ,grêbsti
929,beugen::V,ಬಗ್ಗಿಸು,upogníti
930,biegen::V,ಬಗ್ಗಿಸು,zavíjati
931,drehen::V,ತಿರುಗು,vrtéti
932,wenden::V,ತಿರುಗು,obrníti
933,umdrehen::V,ತಿರುಗಿಸು,zasúkati
934,heben::V,ಎತ್ತು,dvígati
935,hochheben::V,ಎತ್ತು,privzdígniti
936,ergreifen::V,ಆಕ್ರಮಿಸು,zgrábiti
937,halten::V,ಹಿಡಿ,držáti
938,drücken::V,ಒತ್ತು,tiščáti
939,schieben::V,ನೂಕು,ríniti
940,kratzen::V,ತರಚಿಕೊಳ್ಳು,práskati
941,lecken::V,ನೆಕ್ಕು,lízati
942,beißen::V,ಕಚ್ಚು,grísti
943,abreißen::V,ಹರಿ,odtŕgati
944,abschneiden::V,ಕತ್ತರಿಸು,odrézati
945,binden::V,ಕಟ್ಟು,vézati
946,stecken::V,ಸಿಕ್ಕಿಸು,vtakníti
947,brechen::V,ಮುರಿ,lomíti
948,klopfen::V,ತಟ್ಟು,tólči
949,hauen::V,ಹೊಡೆ,séči
950,kleben::V,ಅಂಟಿಸು,lépiti
951,reiben::V,ಉಜ್ಜು,tréti
952,reiben::V,ಉಜ್ಜು,dŕgniti
953,streichen::V,ಹರಡು,namázati
954,schleifen::V,ಮಸೆ,brúsiti
955,schneiden::V,ಕತ್ತರಿಸು,rézati
956,rütteln::V,ಕುಲುಕಿಸು,strésti
957,schütteln::V,ಅಲುಗಿಸು,majáti
958,schwenken::V,ತೂಗಾಡು,obrníti
959,schütten::V,ಎರೆ,sípati
960,füllen::V,ತುಂಬಿಸು,napolníti
961,einwickeln::V,ಹೊದಿಸು,zavíti
962,tragen::V,ಹೊರು,nêsti
963,schleppen::V,ಜಗ್ಗು,vláčiti
964,ziehen::V,ಎಳೆ,vléči
965,aufbewahren::V,ಇಟ್ಟುಕೊ,shranjeváti
966,werfen::V,ಎಸೆ,lúčati
967,fangen::V,ಹಿಡಿ,ujéti
968,packen::V,ಸೆಳೆ,prijéti
969,verstecken::V,ಮುಚ್ಚಿಡು,skríti
970,teilen::V,ವಿಭಜಿಸು,razdelíti
971,schicken::V,ಕಳುಹಿಸು,pošíljati
972,bringen::V,ತರು,prinêsti
973,hinzufügen::V,ಕೂಡಿಸು,pristáviti
974,bekommen::V,ಸಂಪಾದಿಸು,dobíti
975,erhalten::V,ಪಡೆ,prejéti
976,nehmen::V,ಹಿಡಿ,vzéti
977,wählen::V,ಆರಿಸು,izbírati
978,auswählen::V,ಆಯಿ,izbráti
979,bewahren::V,ರಕ್ಷಿಸಿಡು,ohraníti
980,behindern::V,ಅಡ್ಡಿಮಾಡು,ovírati
981,verderben::V,ಕೆಡಿಸು,pokváriti
982,beschädigen::V,ಹಾಳುಮಾಡು,poškodováti
983,zerbrechen::V,ಮುರಿ,razlomíti
984,zerreißen::V,ಸೀಳು,raztŕgati
985,zerstören::V,ಅಳಿಸು,razrúšiti
986,verbrennen::V,ಸುಡು,sežgáti
987,geben::V,ಕೊಡು,dáti
988,reichen::V,ಕೊಡು,séči
989,reichen::V,ಕೊಡು,molíti
990,schenken::V,ಅರ್ಪಿಸು,podáriti
991,versprechen::V,ವಾಗ್ದಾನಮಾಡು,obljubíti
992,wünschen::V,ಬಯಸು,vóščiti
993,loben::V,ಹೊಗಳು,hváliti
994,küssen::V,ಚುಂಬಿಸು,poljubováti
995,wiegen::V,ತೂಗು,zíbati
996,zudecken::V,ಹಾಸು,pokríti
997,wecken::V,ಎಬ್ಬಿಸು,zbudíti
998,zeigen::V,ತೋರಿಸು,pokázati
999,führen::V,ದಾರಿತೋರಿಸು,vêsti
1000,lehren::V,ಕಲಿಸು,učíti
1001,unterrichten::V,ಬೋಧಿಸು,poučeváti
1002,aufziehen::V,ಸಲಹು,vzgojíti
1003,leiten::V,ಮುಂದಾಳಾಗಿರು ,uprávljati
1004,antreiben::V,ಓಡಿಸು,goníti
1005,lassen::V,ಮಾಡಲುಬಿಡು,povzročíti
1006,einladen::V,ಆಹ್ವಾನಿಸು,povábiti
1007,vereinigen::V,ಒಂದಾಗು,zdrúžiti
1008,besuchen::V,ಭೇಟಿಯಾಗು,obiskáti
1009,treffen::V,ಸಂಧಿಸು,pogodíti
1010,sich versammeln::V,ನೆರೆ,zbráti se
1011,spielen::V,ಆಡು,igráti se
1012,singen::V,ಹಾಡು,péti
1013,tanzen::V,ಕುಣಿ,plésati
1014,sich trennen::V,ಪ್ರತ್ಯೇಮಾಡು,ločíti se
1015,verlassen::V,ಕಳೆ,zapustíti
1016,retten::V,ರಕ್ಷಿಸು,réšiti
1017,bewachen::V,ಕಾಪಾಡು,strážiti
1018,schützen::V,ಸಂರಕ್ಷಿಸು,sčítiti
1019,verteidigen::V,ಕಾಪಿಡು,braníti
1020,sich schlagen::V,ಕಿತ್ತಾಟ,têpsti se
1021,schießen::V,ಎಸೆ,stréljati
1022,siegen::V,ಗೆಲ್ಲು,zmágati
1023,ärgern::V,ರೇಗಿಸು,jezíti
1024,ärgern::V,ರೇಗಿಸು,razbúriti
1025,schlagen::V,ಹೊಡೆ,têpsti
1026,schlagen::V,ಹೊಡೆ,udáriti
1027,treten::V,ಒದೆ,teptáti
1028,stechen::V,ಚುಚ್ಚು,ubôsti
1029,stoßen::V,ತಳ್ಳು,peháti
1030,stoßen::V,ತಳ್ಳು,drégniti
1031,stehlen::V,ಕದಿ,ukrásti
1032,stehlen::V,ಕದಿ,pokrásti
1033,stören::V,ಕತಕು,motíti
1034,belästigen::V,ತೊಂದರೆ,nadlegováti
1035,verbergen::V,ಮರೆಮಾಜು,skríti
1036,täuschen::V,ಠಕ್ಕಿಸು,slepíti
1037,betrügen::V,ವಂಚಿಸು,várati
1038,betrügen::V,ವಂಚಿಸು,ogoljufáti
1039,töten::V,ಕೊಲ್ಲು,ubíti
1040,wohnen::V,ವಾಸಿಸು,prebívati
1041,arbeiten::V,ಕೆಲಸ ಮಾಡು,délati
1042,sammeln::V,ಸಂಚಯಿಸು,zbráti
1043,pflücken::V,ಬಿಡಿಸು,obráti
1044,jagen::V,ಬೇಟೆಯಾಡು,lovíti
1045,fischen::V,ಮೀನು ಹಿಡಿ,ribáriti
1046,fassen::V,ಹಿಡಿ,zajéti
1047,hüten::V,ಗುಂಪುಸೇರಿಸು,pásti
1048,treiben::V,ದಬ್ಬು,pogánjati
1049,anbinden::V,ಬಿಗಿ,privézati
1050,füttern::V,ಮೇಯಿಸು,kŕmiti
1051,melken::V,ಹಾಲು ಕರೆ,mólsti
1052,hacken::V,ತುಂಡರಿಸು,sékati
1053,gießen::V,ನೀರುಹಾಕು,ulíti
1054,reifen::V,ಕಳಿ,zoréti
1055,zubereiten::V,ಅಡಿಗೆಮಾಡು,pripráviti
1056,kochen::V,ಅಡು,kúhati
1057,backen::V,ಬೇಯಿಸು,cvréti
1058,braten::V,ಕರಿ,pêči
1059,umrühren::V,ಕಲಕು,preméšati
1060,stricken::V,ಹೆಣೆ,plêsti
1061,nähen::V,ಹೊಲಿ,šívati
1062,färben::V,ಬಣ್ಣ ಹತ್ತು,bárvati
1063,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,očístiti
1064,waschen::V,ತೊಳೆ,opráti
1065,abwischen::V,ಒರಸು,obrísati
1066,spülen::V,ಗಲಬರಿಸು,splakováti
1067,fegen::V,ಗುಡಿಸು,pométati
1068,kehren::V,ಗುಡಿಸು,mésti
1069,baden::V,ಸ್ನಾನಮಾಡು,kópati se
1070,sich waschen::V,ತೊಳೆ,umíti se
1071,ausziehen::V,ಬಿಚ್ಚು,izvléči
1072,anziehen::V,ಹಾಕು,obléči
1073,sich anziehen::V,ಹಾಕು,obléči se
1074,kämmen::V,ಬಾಚು,česáti
1075,schmücken::V,ಅಲಂಕರಿಸು,okrasíti
1076,sagen::V,ಹೇಳು,dejáti
1077,sprechen::V,ನುಡಿ,govoríti
1078,reden::V,ನುಡಿ,rêči
1079,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,razgovárjati se
1080,fragen::V,ವಿಚಾರಿಸು,vprášati
1081,bitten::V,ಬೇಡು,prosíti
1082,erzählen::V,ಹೇಳು,práviti
1083,mitteilen::V,ತಿಳಿಸು,naznániti
1084,nennen::V,ಹೆಸರಿಡು,imenováti
1085,rufen::V,ಕರೆ,klícati
1086,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,baháti se
1087,übersetzen::V,ಭಾಷಾಂತರಿಸು,prevêsti
1088,denken::V,ಯೋಚಿಸು,mísliti
1089,glauben::V,ನಂಬು,verjéti
1090,bemerken::V,ಗಮನಿಸು,opáziti
1091,erkennen::V,ಗುರುತುಹಿಡಿ,spoznáti
1092,begreifen::V,ಗ್ರಹಿಸು,pôjmiti
1093,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,razuméti
1094,lernen::V,ಕಲಿ,učíti se
1095,wissen::V,ಅರಿ,znáti
