,Concept_ID,da,ce
815,schmerzen::V,smerte,лаза
816,schmerzen::V,smerte,ӏийжа
817,husten::V,hoste,йовхарш етта
818,genesen::V,komme sig,тадала
819,sterben::V,dø,дала
820,umkommen::V,omkomme,хӏаллакхила
821,sich bewegen::V,bevæge sig,лела
822,sich rühren::V,røre på sig,меттахъхьен
823,sich erheben::V,rejse sig,хьалагlатта
824,sich setzen::V,sætte sig,хаа
825,laufen::V,løbe,вада
826,laufen::V,løbe,хьада
827,schreiten::V,skride,болар дан
828,schreiten::V,skride,ког баккха
829,spazierengehen::V,gå en tur,доладала
830,eilen::V,ile,сихдала
831,sich beeilen::V,skynde sig,сихдала
832,sausen::V,suse,
833,rennen::V,løbe,дада
834,rennen::V,rende,дада
835,springen::V,hoppe,ирхкхийсадала
836,springen::V,springe,ирхкхийсадала
837,klettern::V,klatre,тӏедийла
838,schaukeln::V,gynge,техко
839,kriechen::V,krybe,такха
840,schwimmen::V,svømme,некадан
841,tauchen::V,dykke,чулелха
842,rudern::V,ro,дига лело
843,rudern::V,ro,кема лело
844,fahren::V,køre,хахка
845,fliegen::V,flyve,тӏемадала
846,gehen::V,gå,лeла
847,weggehen::V,gå bort,дӏадаха
848,abfahren::V,køre bort,дӏадаха
849,anhalten::V,standse,саца
850,hineingehen::V,gå ind,чудала
851,eintreten::V,træde ind,чудала
852,kommen::V,komme,кхача
853,kommen::V,komme,дӏакхача
854,kommen::V,komme,схьакхача
855,ankommen::V,ankomme,кхача
856,ankommen::V,ankomme,схьакхача
857,zurückkommen::V,komme tilbage,юхада
858,bleiben::V,blive,диса
859,bleiben::V,forblive,диса
860,warten::V,vente,хьежа
861,warten::V,vente,cобар дан
862,erwarten::V,vente,хьоьжуш ӏан
863,erwarten::V,afvente,хьоьжуш ӏан
864,suchen::V,søge,леха
865,finden::V,finde,каро
866,versuchen::V,forsøge,дан хьажа
867,vorbereiten::V,forberede,кечъян
868,lieben::V,elske,деза
869,mögen::V,holde af,безамхила
870,mögen::V,kunne lide,безамхила
871,lachen::V,le,дела
872,rühren::V,røre,хьедан
873,weinen::V,græde,делха
874,schimpfen::V,skænde,чехо
875,sich ärgern::V,ærgre sig,оьгӏазъэха
876,sich fürchten::V,være bange,кхера
877,fürchten::V,være bange for,кхера
878,fliehen::V,flygte,дӏадада
879,flüchten::V,flygte,дӏадада
880,sehen::V,se,ган
881,anschauen::V,se på,хьажа
882,anschauen::V,se på,хьежа
883,anschauen::V,betragte,хьажа
884,anschauen::V,betragte,хьежа
885,ansehen::V,anse,хьовса
886,hören::V,høre,хаза
887,zuhören::V,høre til,ладогӏа
888,probieren::V,smage,хьажа
889,probieren::V,smage på,хьажа
890,riechen::V,lugte,хьожа яха
891,fühlen::V,føle,хаадала
892,scheinen::V,synes,мотта
893,zu sehen sein::V,synes,гуш хила
894,vernehmen::V,erfare,бартхатта
895,frieren::V,fryse,гӏоро
896,tun::V,gøre,дан
897,können::V,kunne,дадала
898,wollen::V,ville,тӏергӏа
899,anfangen::V,begynde,доло
900,beenden::V,afslutte,довла
901,aufhören::V,ophøre,саца
902,aufhören::V,holde op,саца
903,gelingen::V,lykkes,кадала
904,geraten::V,blive,хила
905,öffnen::V,åbne,дӏаделла
906,öffnen::V,åbne,схьаделла
907,schließen::V,lukke,къовла
908,schließen::V,lukke,дӏачӏагӏа
909,stellen::V,stille,хlотто
910,setzen::V,sætte,дийгӏа
911,legen::V,lægge,охьадилла
912,berühren::V,berøre,хьедан
913,verbinden::V,forbinde,вовшахтаса
914,bedecken::V,dække,тилла
915,bedecken::V,dække,тӏетаса
916,bedecken::V,bedække,тилла
917,bedecken::V,bedække,тӏетаса
918,aufhängen::V,hænge,хьалаолла
919,aufhängen::V,hænge op,хьалаолла
920,anzünden::V,tænde,лато
921,anzünden::V,antænde,лато
922,aufheben::V,løfte,айа
923,aufheben::V,tage op,айа
924,zurücklassen::V,lade tilbage,дита
925,verlieren::V,miste,дайа
926,fallen lassen::V,tabe,охьадожо
927,fallen lassen::V,droppe,охьадожо
928,machen::V,gøre,дан
929,herstellen::V,fremstille,дан
930,bauen::V,bygge,гӏишлоян
931,reparieren::V,reparere,тадан
932,verbessern::V,rette,нисдан
933,verbessern::V,forbedre,нисдан
934,ändern::V,ændre,хийца
935,graben::V,grave,ахка
936,beugen::V,bøje,сатто
937,biegen::V,bøje,сатто
938,drehen::V,dreje,хьовзо
939,wenden::V,vende,
940,umdrehen::V,dreje om,хьовзo
941,heben::V,hæve,айа
942,heben::V,hæve,хьалаайа
943,hochheben::V,løfte,хьалаайа
944,ergreifen::V,gribe fat i,дӏалаца
945,halten::V,holde,латто
946,drücken::V,trykke,тӏетаӏо
947,schieben::V,skyde,татта
948,schieben::V,skubbe,татта
949,kratzen::V,klø,мӏараш тийса
950,kratzen::V,kradse,мӏараш тийса
951,lecken::V,slikke,мотт хьекха
952,beißen::V,bide,катoха
953,abreißen::V,rive af,схьадаккха
954,abschneiden::V,skære af,кхада
955,binden::V,binde,дӏадехка
956,binden::V,binde,вовшахтаса
957,stecken::V,stikke,чудахийта
958,brechen::V,brække,кагдан
959,klopfen::V,banke,детта
960,hauen::V,hugge,етта
961,kleben::V,klistre,тӏелато
962,reiben::V,gnide,хьекхо
963,streichen::V,smøre,тlехьакха
964,schleifen::V,slibe,ирдан
965,schneiden::V,skære,ларга
966,schneiden::V,klippe,ларга
967,rütteln::V,ruske,лесто
968,schütteln::V,ryste,лесто
969,schwenken::V,svinge,лесто
970,schütten::V,hælde,дотта
971,füllen::V,fylde,дуза
972,einwickeln::V,pakke ind,хьарчо
973,tragen::V,bære,дахьа
974,schleppen::V,slæbe,ийзо
975,ziehen::V,trække,озо
976,aufbewahren::V,opbevare,ӏалашдан
977,werfen::V,kaste,кхосса
978,fangen::V,fange,леца
979,packen::V,gribe,леца
980,verstecken::V,gemme,къайладаккха
981,teilen::V,dele,декъа
982,schicken::V,sende,дӏадахьийта
983,bringen::V,bringe,дан
984,hinzufügen::V,tilføje,тӏетоха
985,bekommen::V,få,даккха
986,erhalten::V,få,даккха
987,nehmen::V,tage,схьаэца
988,wählen::V,vælge,харжа
989,auswählen::V,udvælge,харжа
990,bewahren::V,bevare,lалашдан
991,behindern::V,hindre,новкъарло ян
992,behindern::V,forhindre,новкъарло ян
993,verderben::V,ødelægge,талхо
994,beschädigen::V,beskadige,дохо
995,zerbrechen::V,brække itu,дохо
996,zerbrechen::V,brække itu,кагдан
997,zerreißen::V,rive itu,хадо
998,zerstören::V,ødelægge,дохо
999,zerstören::V,ødelægge,кагдан
1000,verbrennen::V,brænde,даго
1001,geben::V,give,яла
1002,reichen::V,række,дӏадала
1003,reichen::V,række,дӏакховдо
1004,schenken::V,forære,совгӏат дан
1005,versprechen::V,love,ваӏда дан
1006,wünschen::V,ønske,лаа
1007,loben::V,rose,хасто
1008,küssen::V,kysse,оба яккха
1009,wiegen::V,vugge,тахка
1010,zudecken::V,dække til,тӏетаса
1011,wecken::V,vække,самадаккха
1012,zeigen::V,vise,гайта
1013,führen::V,føre,дига
1014,lehren::V,lære,ӏамо
1015,unterrichten::V,undervise,хьеха
1016,aufziehen::V,opdrage,кхио
1017,leiten::V,lede,урхалла дан
1018,antreiben::V,skynde på,сихдан
1019,lassen::V,få til at,-йта
1020,einladen::V,indbyde,кхайкха
1021,einladen::V,invitere,кхайкха
1022,vereinigen::V,forene,цхьаьнатоха
1023,besuchen::V,besøge,хьажахIотта
1024,treffen::V,møde,дуьхьалкхета
1025,sich versammeln::V,forsamles,гулдан
1026,spielen::V,lege,ловза
1027,spielen::V,spille,ловза
1028,singen::V,synge,лакха
1029,tanzen::V,danse,хелхадала
1030,sich trennen::V,skilles,къаста
1031,verlassen::V,forlade,дита
1032,retten::V,redde,кӏелхьардаккха
1033,bewachen::V,bevogte,ха дан
1034,schützen::V,skærme,лардан
1035,schützen::V,beskytte,лардан
1036,verteidigen::V,forsvare,лардан
1037,sich schlagen::V,slås,етта
1038,schießen::V,skyde,детта
1039,siegen::V,sejre,тола
1040,ärgern::V,ærgre,оьгӏаздахийта
1041,schlagen::V,slå,тоха
1042,treten::V,sparke,мийра тоха
1043,stechen::V,stikke,ӏотта
1044,stechen::V,stikke,къовзо
1045,stoßen::V,støde,татта
1046,stehlen::V,stjæle,лачкъо
1047,stören::V,forstyrre,новкъарло ян
1048,belästigen::V,genere,сагатдан
1049,belästigen::V,ulejlige,сагатдан
1050,verbergen::V,skjule,къайладаккха
1051,täuschen::V,villede,ӏexo
1052,betrügen::V,bedrage,ледан
1053,töten::V,dræbe,ден
1054,wohnen::V,bo,даха
1055,arbeiten::V,arbejde,къахьега
1056,sammeln::V,samle,гулдан
1057,pflücken::V,plukke,даха
1058,jagen::V,jage,талла
1059,fischen::V,fiske,чӏерий леца
1060,fassen::V,fange,лаца
1061,fassen::V,fange,схьалаца
1062,hüten::V,vogte,лардан
1063,treiben::V,drive,лахка
1064,anbinden::V,binde fast,дӏадехка
1065,füttern::V,fodre,хӏума яла
1066,melken::V,malke,оза
1067,hacken::V,hakke,
1068,gießen::V,hælde,хи тоха
1069,reifen::V,modne,хьекъа
1070,zubereiten::V,tilberede,кечъян
1071,zubereiten::V,tilberede,кхача бан
1072,kochen::V,koge,кхача бан
1073,backen::V,bage,датта
1074,braten::V,stege,кхарза
1075,umrühren::V,røre om,кего
1076,stricken::V,strikke,
1077,nähen::V,sy,тега
1078,färben::V,farve,басардан
1079,reinigen::V,rense,цӏандан
1080,reinigen::V,gøre ren,цӏандан
1081,waschen::V,vaske,йила
1082,waschen::V,vaske,йитта
1083,waschen::V,vaske,дӏадайа
1084,abwischen::V,tørre af,дӏадайа
1085,spülen::V,skylle,хи кхарза
1086,fegen::V,feje,нуй хьакха
1087,kehren::V,feje,нуй хьакха
1088,baden::V,bade,лийча
1089,sich waschen::V,vaske sig,юьхь йила
1090,ausziehen::V,tage af,духар дӏадаккха
1091,anziehen::V,tage på,
1092,sich anziehen::V,klæde sig på,духа
1093,kämmen::V,rede,ехк хьакха
1094,kämmen::V,frisere,ехк хьакха
1095,schmücken::V,pynte,хаздан
1096,schmücken::V,smykke,хаздан
1097,sagen::V,sige,ала
1098,sprechen::V,snakke,баха
1099,sprechen::V,snakke,мотт бийца
1100,reden::V,tale,къамел дан
1101,reden::V,snakke,къамел дан
1102,sich unterhalten::V,snakke sammen,къамел дан
1103,fragen::V,spørge,хатта
1104,bitten::V,bede,деха
1105,erzählen::V,berette,дийца
1106,erzählen::V,fortælle,дийца
1107,mitteilen::V,meddele,хаам бан
1108,nennen::V,nævne,цӏе яккха
1109,rufen::V,råbe,кхайкха
1110,prahlen::V,prale,куралла ян
1111,prahlen::V,prale,дозалла дан
1112,übersetzen::V,oversætte,гоч дан
1113,denken::V,tænke,ойла ян
1114,glauben::V,tro,теша
1115,bemerken::V,bemærke,ган
1116,bemerken::V,lægge mærke til,ган
1117,erkennen::V,genkende,довза
1118,begreifen::V,begribe,кхета
1119,verstehen::V,forstå,кхета
1120,lernen::V,lære,деша
1121,wissen::V,vide,хаа
1122,sich erinnern an::V,mindes,дагадан
1123,sich erinnern an::V,huske på,дагадан
1124,vergessen::V,glemme,дицдала
1125,messen::V,måle,дуста
1126,zählen::V,tælle,дагардан
1127,rechnen::V,regne,лара
1128,lesen::V,læse,еша
1129,malen::V,male,сурт дилла
1130,zeichnen::V,tegne,сурт дилла
1131,schreiben::V,skrive,яздан
1132,besitzen::V,eje,доладан
1133,besitzen::V,besidde,доладан
1134,kaufen::V,købe,эца
1135,verkaufen::V,sælge,дохка
1136,bezahlen::V,betale,мах бала
1137,zahlen::V,betale,мах бала
1138,beherrschen::V,beherske,собаре хила
1139,ertragen::V,tåle,лан
1140,ertragen::V,tåle,сатоха
1141,ertragen::V,tåle,садетта
1142,ertragen::V,udholde,лан
1143,ertragen::V,udholde,сатоха
1144,ertragen::V,udholde,садетта
1145,hinfallen::V,,дожа
1146,hinfallen::V,,охьакхета
