,Concept_ID,ku,lez
277,Laut::N,deng,ван
278,Laut::N,deng,сес
279,Laut::N,hês,ван
280,Laut::N,hês,сес
281,Ton::N,awaz,ван-сес
282,Lied::N,sitran,мани
283,Ruhe::N,rihetî,ласвал
284,Ruhe::N,rihetî,фаракъат
285,Ruhe::N,rihetî,асайиш
286,Leute::N,xelk,инсанар
287,Volk::N,xelk,халкь
288,Arbeit::N,xebat,кӏвалах
289,Gast::N,mêvan,мугьман
290,Geschenk::N,diyarî,савкьат
291,Spiel::N,lîstik,къугъун
292,Gesellschaft::N,komal,жемят
293,Gesellschaft::N,komal,общество
294,Hilfe::N,alîkarî,куьмек
295,Freund::N,heval,дуст
296,Kamerad::N,heval,яр-дуст
297,Angelegenheit::N,pirsgirêk,кар
298,Anzahl::N,çend,сан
299,Anzahl::N,çend,кьадар
300,Art::N,çeh,жуьре
301,Stück::N,lib,кӏус
302,Stück::N,parçe,кӏус
303,Teil::N,parçe,пай
304,Hälfte::N,nîvî,зур
305,Hälfte::N,nîvî,зур пай
306,Kreis::N,çemil,круг
307,Kreis::N,çemil,чкаяр
308,Kreis::N,çemil,элкъвей цӏар
309,Kreuz::N,xaç,хаш
310,Linie::N,xezik,цӏар
311,Strich::N,xezik,цӏар
312,Abstand::N,dûrahî,ара
313,Entfernung::N,dûrahî,мензил
314,Gegend::N,dever,чка
315,Platz::N,çih,ара
316,Ort::N,dever,чка
317,Seite::N,rûpel,пад
318,Mitte::N,nav,юкь
319,Mitte::N,nabênê,юкь
320,Gegenstand::N,tişt,затӏ
321,Sache::N,tişt,шей
322,Sache::N,tişt,затӏ
323,Rand::N,kevî,къерех
324,Kante::N,kevî,син
325,Ecke::N,qunç,пӏипӏ
326,Spitze::N,derzî,кӏвенкӏв
327,Ende::N,talî,кьил
328,Loch::N,qul,тӏеквен
329,Winkel::N,kurnîşk,пӏипӏ
330,Muster::N,desen,гишир
331,Größe::N,mezinî,кьадар
332,Länge::N,dirêjahî,яргъивал
333,Höhe::N,bilindayî,кьакьанвал
334,Gewicht::N,giranî,заланвал
335,Menge::N,qas,кьадар
336,Haufen::N,lod,хара
337,Reihe::N,rêz,жерге
338,Boot::N,kelek,луьткве
339,Ruder::N,bêrik,кьусу
340,Schlitten::N,xîjik,гъелерар
341,Ski::N,lakan,
342,Lagerfeuer::N,agir,цӏай
343,Last::N,bar,заланвал
344,Gang::N,fîtêz,ериш
345,Schritt::N,gav,къадам
346,Norden::N,bakur,кефер
347,Norden::N,bakur,кефер пад
348,Süden::N,başur,кьибле
349,Westen::N,rojava,рагъакӏидай пад
350,Osten::N,rojhilat,рагъэкъечӏдай пад
351,Holz::N,dep,кӏарас
352,Brett::N,dep,кьул
353,Brett::N,dep,тахта
354,Platte::N,dep,
355,Stütze::N,destek,даях
356,Stange::N,sing,юрк
357,Stock::N,çam,лаш
358,Stab::N,qat,юрк
359,Rohr::N,borî,турба
360,Haus::N,mal,ужагъ
361,Haus::N,xanî,ужагъ
362,Heim::N,mal,кӏвал
363,Ofen::N,sobe,пич
364,Fußboden::N,binpê,кӏвалин ччил
365,Tisch::N,mase,стол
366,Stuhl::N,kursî,стул
367,Wiege::N,derguş,кьеб
368,Bett::N,qerewêle,тахт
369,Regal::N,rêbaz,кьацӏ
370,Kiste::N,sindoq,ящик
371,Fenster::N,çam,дакӏар
372,Fenster::N,şibeke,дакӏар
373,Tür::N,derî,рак
374,Tor::N,derge,варар
375,Zaun::N,hejik,пару
376,Dach::N,sere xanî,къав
377,Leiter::N,pêling,гурар
378,Besen::N,melkes,таран кул
379,Spaten::N,mer,ппер
380,Schaufel::N,bêr,хекендаз
381,Gabel::N,çetel,шиш
382,Löffel::N,kevçî,тӏур
383,Messer::N,kêr,чукӏул
384,Nagel::N,bizmar,мих
385,Netz::N,tor,чил
386,Haken::N,çenqel,къармах
387,Griff::N,destî,ттум
388,Schloss::N,qonax,куьлег
389,Bild::N,dimen,шикил
390,Bild::N,dimen,суьрет
391,Figur::N,figûr,фигура
392,Puppe::N,bûk,нини
393,Beutel::N,kîsik,тагъар
394,Bündel::N,pêçek,галгам
395,Tasche::N,bêrîk,чанта
396,Eimer::N,dewl,ведре
397,Deckel::N,devik,кьил
398,Deckel::N,devik,къалпагъ
399,Geschirr::N,ferax,къаб-къажах
400,Sack::N,tûr,чувал
401,Tasse::N,kada,сукӏра
402,Topf::N,beroş,къажгъан
403,Kessel::N,şîril,къажгъан
404,Essen::N,xwarin,тӏуьн
405,Nahrung::N,xwarin,тӏуьн
406,Speise::N,xwarin,хуьрек
407,Fleisch::N,goşt,як
408,Getreide::N,zad,техил
409,Brei::N,hewdêl,хапӏа
410,Brei::N,hewdêl,хешил
411,Brot::N,,фу
412,Scheibe::N,parçe,чӏук
413,Fett::N,rûn,ягълу
414,Butter::N,rûn,гъери
415,Öl::N,rûn,ягълу
416,Salz::N,xwe,кьел
417,Suppe::N,şorbe,суп
418,Suppe::N,şorbe,шурпа
419,Honig::N,hingiv,вирт
420,Milch::N,şîr,нек
421,Tee::N,çay,чай
422,Leder::N,çerm,тумаж
423,Wolle::N,herî,йис
424,Stoff::N,paç,парча
425,Nadel::N,derzî,раб
426,Faden::N,ta,гъал
427,Knopf::N,bişkok,дуьгме
428,Knoten::N,girêk,тӏвал
429,Farbe::N,boyax,ранг
430,Kleidung::N,çil,партал
431,Hemd::N,qutik,перем
432,Hemd::N,miltan,перем
433,Kragen::N,stûvang,хев
434,Ärmel::N,hûçik,хел
435,Hose::N,şewel,шалвар
436,Gürtel::N,qayiş,чӏул
437,Mütze::N,fîno,бармак
438,Mütze::N,fîno,бапӏах
439,Schuh::N,şêkal,ботинка
440,Stiefel::N,gizme,чекме
441,Stiefel::N,çizme,чекме
442,Ring::N,xelek,тупӏал
443,Band::N,band,тасма
444,Kamm::N,şeh,регъ
445,Spiegel::N,eynik,гуьзгуь
446,Riemen::N,qayiş,къайиш
447,Schnur::N,doxin,еб
448,Leine::N,şirît,
449,Decke::N,bataniye,яргъан
450,Kissen::N,balgî,хъуьцуьган
451,Tuch::N,şar,шал
452,Handtuch::N,dezmal,дасмал
453,Kraft::N,hêz,гуж
454,Kraft::N,qewet,гуж
455,Stärke::N,xurtî,къуват
456,Gesundheit::N,nojdarî,сагъвал
457,Krankheit::N,nexweşî,тӏал
458,Schmerz::N,êş,тӏал
459,Schmerz::N,êş,тӏарвал
460,Wunde::N,kul,хер
461,Fieber::N,ta,ифин
462,Arznei::N,derman,дарман
463,Brücke::N,kopî,муьгъ
464,Brunnen::N,çal,къуй
465,Brunnen::N,kani,къуй
466,Weide::N,beyar,уьруьш
467,Pfad::N,xaçirek,рехъ
468,Weg::N,rê,рехъ
469,Straße::N,rê,рехъ
470,Dorf::N,gund,хуьр
471,Stadt::N,baçar,шегьер
472,Brief::N,name,кагъаз
473,Buch::N,kitêb,улуб
474,Buch::N,pirtûk,улуб
475,Buchstabe::N,herf,гьарф
476,Zeitung::N,rojname,газета
477,Leben::N,jiyan,уьмуьр
478,Tod::N,mirin,кьиникь
479,Grab::N,mezel,сур
480,Kirche::N,gilyas,килиса
481,Sünde::N,guneh,гунагь
482,Gott::N,xwedê,аллагь
483,Arbeiter::N,hîşçî,фяле
484,Chef::N,bêg,гьаким
485,Meister::N,hoste,устӏар
486,Arzt::N,doktor,доктор
487,Lehrer::N,mamoste,муаллим
488,Geld::N,pere,пул
489,Geschäft::N,firoşgeh,
490,Laden::N,dikan,магазин
491,Preis::N,buha,къимет
492,Ware::N,tişt,мал
493,Ware::N,tişt,товар
494,Nutzen::N,fêde,хийир
495,Nutzen::N,fêde,менфят
496,Reichtum::N,serwet,девлет
497,Welt::N,dinya,дуьнья
498,Land::N,welat,уьлкве
499,Staat::N,dewlet,пачагьлугъ
500,Staat::N,dewlet,государство
501,König::N,şah,пачагь
502,König::N,qral,пачагь
503,Macht::N,qewet,власть
504,Macht::N,destihilat,власть
505,Grenze::N,kevî,сергьят
506,Krieg::N,çeng,дяве
507,Krieg::N,sêwaş,дяве
508,Feind::N,dijmin,душман
509,Gewalt::N,zor,гуж
510,Kampf::N,şer,женг
511,Bogen[Waffe]::N,kêvan,чӏемерук
512,Pfeil::N,çîrik,хьел
513,Gewehr::N,tifing,тфенг
514,Fehler::N,şaşî,гъалатӏ
515,Lüge::N,derew,ттаб
516,Schaden::N,xisar,зиян
517,Schaden::N,xisar,зарар
518,Unglück::N,bêbextî,бала
519,Unglück::N,bêbextî,бедбахтвал
520,Schuld::N,suç,тахсир
521,Alter::N,temen,яш
522,Schluss::N,girtin,эхир
523,Zeit::N,çax,вяде
524,Tag::N,roj,югъ
525,Morgen::N,sibeh,пакама
526,Mittag::N,nîro,нисин
527,Abend::N,êvar,няни
528,Nacht::N,şev,йиф
529,Woche::N,heftî,гьафте
530,Monat::N,meh,варз
531,Jahr::N,sal,йис
532,Frühling::N,bihar,гатфар
533,Sommer::N,havîn,гад
534,Herbst::N,payîz,зул
535,Winter::N,zistan,кьуьд
536,Januar::N,çile,январь
537,Februar::N,sibat,февраль
538,März::N,adar,март
539,April::N,nîsan,апрель
540,Mai::N,gûlan,май
541,Juni::N,hezîran,июнь
542,Juli::N,tîmeh,июль
543,August::N,tebax,август
544,September::N,îlon,сентябрь
545,Oktober::N,çotmeh,октябрь
546,November::N,mijdar,ноябрь
547,Dezember::N,kanûn,декабрь
548,Montag::N,duşemb,ислен
549,Dienstag::N,sêşem,саласа
550,Mittwoch::N,çarşemb,арбе
551,Donnerstag::N,pêşemb,хемис югъ
552,Freitag::N,în,жуьмя
553,Freitag::N,în,жуьмя югъ
554,Samstag::N,şemî,киш
555,Sonntag::N,yekşemb,гьяд
556,groß::A,mezin,еке
557,groß::A,mezin,чӏехи
558,klein::A,çûçik,гъвечӏи
559,lang::A,dirêj,яргъи
560,kurz::A,kin,куьруь
561,breit::A,fireh,гьяркьуь
562,schmal::A,tenik,гуьтӏуь
563,dicht::A,gir,къалин
564,dick[Gegenstand]::A,şîşman,
565,dünn::A,zirav,кьелечӏ
566,fein::A,tenik,шуькӏуь
567,fest::A,saxlem,кӏеви
568,flach::A,pahn,кьулу
569,glatt::A,dûz,цӏалцӏам
570,glatt::A,şayîk,цӏалцӏам
571,hart::A,hişk,кӏеви
572,weich::A,nerm,хъуьтуьл
573,rund::A,gilover,элкъвей
574,spitz::A,pîj,хци
575,scharf::A,tûj,хци
576,stumpf::A,ne tûj,къуьруь
577,schwer::A,giran,залан
578,schön::A,xweş,иер
579,schön::A,xweşik,иер
580,heiß::A,kelandî,кудай
581,warm::A,germ,чими
582,kalt::A,sar,мекьи
583,kühl::A,jemîrî,къайи
584,frisch::A,ter,таза
585,frisch::A,ter,михьи
586,feucht::A,şil,ламу
587,nass::A,şilek,кьежей
588,trocken::A,zuwa,кьуру
589,voll::A,tijî,ацӏай
590,leer::A,vala,буш
591,leer::A,vala,ичӏи
592,offen::A,vekirî,ахъа
593,geschlossen::A,asê,кӏеви
594,sauber::A,pakij,михьи
595,schmutzig::A,lewitî,чиркин
596,schmutzig::A,lewitî,кьацӏай
597,roh::A,xav,чиг
598,roh::A,xav,ицӏи
599,reif::A,gihaştî,дигмиш хьайи
600,lecker::A,xweş,дадлу
601,süß::A,şîrîn,ширин
602,bitter::A,tahl,туькьуьл
603,sauer::A,tirş,цуру
604,hell::A,ronî,экуь
605,dunkel::A,tarî,мичӏи
606,schwarz::A,reş,чӏулав
607,weiß::A,sipî,лацу
608,rot::A,sor,яру
609,gelb::A,zer,хъипи
610,blau::A,şîn,вили
611,grün::A,şîn,къацу
612,grau::A,gewr,рехи
613,bunt::A,rengîn,цӏару
614,bunt::A,rengîn,яру-цӏару
615,billig::A,erzan,ужуз
616,teuer::A,biha,багьа
617,wertvoll::A,hêja,масан
618,wertvoll::A,giranbiha,масан
619,blind::A,kor,буьркьуь
620,taub::A,kerr,биши
621,kräftig::A,gir,гужлу
622,kräftig::A,xurt,гужлу
623,stark::A,xurt,къуватлу
624,schwach::A,kesad,такьатсуз
625,fett::A,qelew,куьк
626,schlank::A,zirav,шумал
627,hübsch::A,xweşik,гуьрчег
628,böse::A,xerab,пис
629,böse::A,aciz,пис
630,dumm::A,gêj,ахмакь
631,faul::A,têmbêl,тенпел
632,fleißig::A,jêhatî,сяй ийидай
633,fleißig::A,jêhatî,сяйи ийидай
634,geizig::A,destgirtî,мискьи
635,klug::A,baqil,акьуллу
636,geschickt::A,zîrek,магьир
637,geschickt::A,ziring,магьир
638,lieb::A,delal,играми
639,lustig::A,kêfxweş,шад
640,sanft::A,nazenîn,назик
641,sanft::A,nazenîn,милайим
642,hungrig::A,birçî,гишин
643,krank::A,nexweş,кефсуз
644,nackt::A,rût,кьецӏил
645,nackt::A,tazî,кьецӏил
646,traurig::A,xemgîn,пашман
647,lebendig::A,bisaxî,ччан алай
648,gut::A,baş,хъсан
649,gut::A,baş,вижевай
650,schlecht::A,xerab,пис
651,richtig::A,rast,дуьз
652,richtig::A,saxlem,дуьз
653,schlimm::A,nebaş,нифретлу
654,wahr::A,rast,гьакъикъи
655,alt::A,pîr,эски
656,alt::A,pîr,куьгьне
657,alt::A,kevn,эски
658,alt::A,kevn,куьгьне
659,neu::A,nû,цӏийи
660,ehemalig::A,kevnar,виликан
661,ehemalig::A,peşidar,виликан
662,alt[Lebewesen]::A,pîr,кьуьзуь
663,jung::A,xort,жегьил
664,arm::A,feqîr,кесиб
665,arm::A,desteng,кесиб
666,reich::A,dewlemend,девлетлу
667,bekannt::A,naskirî,чидай
668,berühmt::A,navdar,машгьур
669,fremd::A,xerîb,ччара
670,verschieden::A,çîhê,жуьреба-жуьре
671,nah::A,nêzîk,мукьвал
672,fern::A,dûr,яргъал
673,linker::A,çepê,чапла
674,rechter::A,rastê,эрчӏи
675,anderer::A,yê din,маса
676,anderer::A,yê din,муькуь
677,erster::A,yekemîn,сад лагьай
678,zweiter::A,duda,кьвед лагьай
679,dritter::A,sisêya,пуд лагьай
680,letzter::A,paşîn,эхиримжи
681,allein::ADV,tenê,кьилди
682,auf einmal::ADV,jar kê,
683,zusammen::ADV,tev,санал
684,zusammen::ADV,bi hev re,санал
685,lange::ADV,dirêj,яргъалди
686,plötzlich::ADV,ji nişkave,садлагьана
687,sofort::ADV,yekser,гьасятда
688,später::ADV,paşiyê,гуьгъуьнлай
689,jetzt::ADV,nuha,гила
690,heute::ADV,îro,къе
691,morgen::ADV,sibeh,пака
692,bald::ADV,nêzîk,мукьва
693,bald::ADV,nêzîk,мукьвара
694,dann::ADV,paşê,ахпа
695,gestern::ADV,do,накь
696,einst::ADV,jar ke,садра
697,damals::ADV,hîngî,а чӏавуз
698,danach::ADV,piştra,ахпа
699,vorher::ADV,pîşî,вилик
700,zuerst::ADV,bere,сифте
701,einmal::ADV,çarik,садра
702,manchmal::ADV,çarna,гагь-гагь
703,oft::ADV,gelek çaran,гзаф вахтара
704,immer::ADV,daîm,гьамиша
705,niemals::ADV,tu çar,са чӏавузни
706,niemals::ADV,tu çar,са вахтундани
707,hier::ADV,li vir,ина
708,hierhin::ADV,vir,иниз
709,von hier::ADV,ji vir,инай
710,dort::ADV,li wê derê,ана
711,dorthin::ADV,wêda,аниз
712,geradeaus::ADV,rastê rast,дуьз
713,vorwärts::ADV,ber bi pêş,вилик
714,vorwärts::ADV,ber bi pêş,виликди
715,rückwärts::ADV,paşpê,кьулухъ
716,zurück::ADV,paşdo,
717,zurück::ADV,paşvê,
718,unten::ADV,jêrî,агъада
719,hinab::ADV,berjêr,агъуз
720,oben::ADV,banî,винел
721,hinauf::ADV,banî,виниз
722,überall::ADV,li her derê,вирина
723,nicht::ADV,ne,ваъ
724,nicht::ADV,nîn,ваъ
725,nicht::ADV,tine,ваъ
726,ein wenig::ADV,hebkî,са тӏимил
727,kaum::ADV,tema,жизви
728,kaum::ADV,himangi,жизви
729,sehr::ADV,gelek,лап
730,so::ADV,weha,икӏ
731,noch::ADV,hêj,гьеле
732,noch::ADV,dîsa,гьеле
733,nur::ADV,tenê,анжах
734,nur::ADV,bes,анжах
735,schon::ADV,hew,хъувуна
736,schon::ADV,hew,мадни дардиз
737,schon::ADV,hew,мадни гуьтӏуьз
738,schon::ADV,hew,мадни гуьтӏуь я
739,wieder::ADV,jar din,
740,wieder::ADV,dîsa,
741,vergebens::ADV,deya çun,нагьакь
742,vergebens::ADV,deya çun,нагьакьа
743,vergebens::ADV,îfleh bûn,нагьакь
744,vergebens::ADV,îfleh bûn,нагьакьа
745,vor::PRP,li ber,вилик
746,hinter::PRP,li pişt,кьулухъ
747,unter::PRP,li bin,кӏаник
748,durch::PRP,kura,арадай
749,durch::PRP,kura,-кай хкатна
750,neben::PRP,li ba,патав
751,neben::PRP,li ba,мукьув
752,zwischen::PRP,nabeyne,ара
753,zwischen::PRP,nabeyne,арада
754,zwischen::PRP,di nav...da,ара
755,zwischen::PRP,di nav...da,арада
756,wegen::PRP,ji bo,гъиляй
757,wegen::PRP,ji ber,гъиляй
758,dies::PRN,ev,и
759,dies::PRN,ev,им
760,das::PRN,ev,а
761,das::PRN,ev,ам
762,alles::PRN,hemû,вири
763,alles::PRN,hemû,михьиз
764,ich::PRN,ez,за
765,ich::PRN,ez,зун
766,du::PRN,tu,вун
767,er::PRN,wî,ам
768,er::PRN,wî,гьа
769,wir::PRN,êm,чун
770,ihr::PRN,hûn,куьн
771,sie::PRN,we,абур
772,was::FPRN,çi,вуч
773,wer::FPRN,ki,вуж
774,wo::FADV,li ku dere,гьина
775,wohin::FADV,li ku dere,гьиниз
776,wie::FADV,çawa,гьикӏ
777,warum::FADV,çima,вучиз
778,wieviel::FNUM,çend,шумуд
779,eins::NUM,yek,са
780,zwei::NUM,didu,кьвед
781,drei::NUM,sisê,пуд
782,vier::NUM,çar,кьуд
783,fünf::NUM,penç,вад
784,sechs::NUM,şeş,ругуд
785,sieben::NUM,heft,ирид
786,acht::NUM,heşt,муьжуьд
787,neun::NUM,neh,кӏуьд
788,zehn::NUM,deh,цӏуд
789,elf::NUM,yazdeh,цӏусад
790,zwölf::NUM,diwazdeh,цӏикьвед
791,zwanzig::NUM,bîst,къад
792,dreißig::NUM,sih,къанницӏуд
793,vierzig::NUM,çil,яхцӏур
