,Concept_ID,pl,zh
221,Tochter::N,córka,女儿
222,Bruder::N,brat,兄弟
223,Schwester::N,siostra,姐妹
224,Onkel::N,wuj,伯父
225,Onkel::N,stryj,伯父
226,Tante::N,ciotka,阿姨
227,Ehemann::N,mąż,丈夫
228,Ehefrau::N,żona,妻子
229,Freude::N,radość,愉快
230,Gelächter::N,śmiech,大笑
231,Glück::N,szczęście,运气
232,Kummer::N,zmartwienie,苦恼
233,Wunsch::N,życzenie,愿望
234,Lust::N,chęć,乐趣
235,Lust::N,ochota,乐趣
236,Geist::N,duch,精神
237,Gedanke::N,myśl,思想
238,Gedächtnis::N,pamięć,记性
239,Verstand::N,rozum,理智
240,Sinn::N,zmysł,感觉
241,Grund::N,powód,理由
242,Wahrheit::N,prawda,真理
243,Gespräch::N,rozmowa,谈话
244,Märchen::N,bajka,童话
245,Erzählung::N,opowiadanie,故事
246,Nachricht::N,wiadomość,消息
247,Neuigkeit::N,nowina,新闻
248,Name::N,imię,名字
249,Rätsel::N,zagadka,谜语
250,Rede::N,mowa,讲话
251,Sprache::N,język,语言
252,Stimme::N,głos,声音
253,Wort::N,słowo,词
254,Zeichen::N,znak,标记
255,Ruf::N,wołanie,呼喊
256,Lärm::N,hałas,噪音
257,Lärm::N,zgiełk,噪音
258,Laut::N,dźwięk,响声
259,Ton::N,ton,声音
260,Ton::N,dźwięk,声音
261,Lied::N,pieśń,歌曲
262,Lied::N,piosenka,歌曲
263,Ruhe::N,spokój,安静
264,Leute::N,ludzie,人们
265,Volk::N,naród,人民
266,Arbeit::N,praca,劳动
267,Arbeit::N,robota,劳动
268,Gast::N,gość,客人
269,Geschenk::N,prezent,礼物
270,Geschenk::N,podarunek,礼物
271,Spiel::N,gra,游戏
272,Spiel::N,zabawa,游戏
273,Gesellschaft::N,towarzystwo,陪同
274,Hilfe::N,pomoc,帮助
275,Freund::N,przyjaciel,朋友
276,Kamerad::N,kolega,同志
277,Angelegenheit::N,sprawa,事情
278,Anzahl::N,ilość,数目
279,Art::N,rodzaj,种类
280,Stück::N,kawałek,块
281,Teil::N,część,部分
282,Hälfte::N,połowa,一半
283,Kreis::N,krąg,圆
284,Kreuz::N,krzyż,十字架
285,Linie::N,linia,线条
286,Strich::N,kreska,划
287,Abstand::N,odstęp,距离
288,Entfernung::N,odległość,距离
289,Gegend::N,okolica,地区
290,Platz::N,miejsce,场所
291,Ort::N,miejsce,地点
292,Seite::N,bok,面
293,Seite::N,strona,面
294,Mitte::N,środek,中间
295,Gegenstand::N,przedmiot,物品
296,Sache::N,rzecz,物
297,Rand::N,skraj,边
298,Rand::N,krawędź,边
299,Kante::N,kant,棱
300,Kante::N,krawędź,棱
301,Ecke::N,róg,角
302,Spitze::N,ostrze,尖
303,Ende::N,koniec,结尾
304,Loch::N,dziura,洞
305,Winkel::N,kąt,角度
306,Winkel::N,kącik,角度
307,Muster::N,wzór,模型
308,Größe::N,rozmiar,大小
309,Größe::N,wielkość,大小
310,Länge::N,długość,长度
311,Höhe::N,wysokość,高度
312,Gewicht::N,ciężar,重量
313,Menge::N,ilość,数量
314,Haufen::N,kupa,堆
315,Reihe::N,rząd,行
316,Reihe::N,szereg,行
317,Boot::N,łódź,小船
318,Boot::N,łódka,小船
319,Ruder::N,wiosło,奖
320,Schlitten::N,sanki,雪橇
321,Ski::N,narta,雪板
322,Lagerfeuer::N,ognisko,营火
323,Last::N,ciężar,负担
324,Last::N,brzemię,负担
325,Gang::N,chód,行走
326,Schritt::N,krok,步伐
327,Norden::N,północ,北
328,Süden::N,południe,南
329,Westen::N,zachód,西
330,Osten::N,wschód,东
331,Holz::N,drzewo,木材
332,Brett::N,deska,木板
333,Platte::N,płyta,平板
334,Stütze::N,podpora,支架
335,Stange::N,drąg,杆
336,Stange::N,żerdź,杆
337,Stock::N,kij,棒
338,Stock::N,laska,棒
339,Stab::N,pręt,棍
340,Rohr::N,rura,管子
341,Haus::N,dom,房屋
342,Heim::N,dom,家
343,Ofen::N,piec,炉子
344,Fußboden::N,podłoga,地板
345,Tisch::N,stół,桌子
346,Stuhl::N,krzesło,椅子
347,Wiege::N,kołyska,摇蓝
348,Bett::N,łóżko,床
349,Bett::N,pościel,床
350,Regal::N,regał,架子
351,Kiste::N,skrzynia,箱子
352,Fenster::N,okno,窗户
353,Tür::N,drzwi,门
354,Tor::N,brama,大门
355,Zaun::N,płot,篱笆
356,Zaun::N,parkan,篱笆
357,Dach::N,dach,屋顶
358,Leiter::N,drabina,梯子
359,Besen::N,miotła,扫帚
360,Spaten::N,rydel,铁锹
361,Schaufel::N,łopata,铁锹
362,Gabel::N,widelec,叉
363,Löffel::N,łyżka,食匙
364,Messer::N,nóż,刀
365,Nagel::N,gwóźdź,钉子
366,Netz::N,sieć,网
367,Haken::N,hak,钩子
368,Griff::N,chwyt,把柄
369,Schloss::N,zamek,锁
370,Bild::N,obraz,图画
371,Figur::N,figura,人像
372,Puppe::N,lalka,娃娃
373,Beutel::N,torba,袋子
374,Bündel::N,wiązka,捆
375,Tasche::N,torba,手提包
376,Eimer::N,kubeł,桶
377,Eimer::N,wiadro,桶
378,Deckel::N,przykrywka,盖子
379,Geschirr::N,statki,餐具
380,Geschirr::N,naczynia,餐具
381,Sack::N,worek,袋子
382,Tasse::N,filiżanka,杯子
383,Topf::N,garnek,锅
384,Kessel::N,kocioł,水壶
385,Essen::N,jedzenie,进餐
386,Nahrung::N,pokarm,食物
387,Nahrung::N,pożywienie,食物
388,Speise::N,potrawa,菜肴
389,Speise::N,jedzenie,菜肴
390,Fleisch::N,mięso,肉
391,Getreide::N,zboże,谷物
392,Brei::N,kasza,粥
393,Brot::N,chleb,面包
394,Scheibe::N,kromka,片
395,Fett::N,tłuszcz,脂肪
396,Butter::N,masło,黄油
397,Öl::N,olej,油
398,Salz::N,sól,盐
399,Suppe::N,zupa,汤
400,Honig::N,miód,蜂蜜
401,Milch::N,mleko,奶
402,Tee::N,herbata,茶
403,Leder::N,skóra,皮革
404,Wolle::N,wełna,毛线
405,Stoff::N,tkanina,织物
406,Stoff::N,materiał,织物
407,Nadel::N,igła,针
408,Faden::N,nić,线
409,Faden::N,nitka,线
410,Knopf::N,guzik,纽扣
411,Knoten::N,węzeł,结
412,Farbe::N,farba,颜色
413,Kleidung::N,odzież,衣服
414,Hemd::N,koszula,衬衫
415,Kragen::N,kołnierz,领子
416,Ärmel::N,rękaw,袖子
417,Hose::N,spodnie,裤子
418,Gürtel::N,pasek,腰带
419,Mütze::N,czapka,帽子
420,Schuh::N,but,鞋
421,Schuh::N,bucik,鞋
422,Stiefel::N,but,靴子
423,Stiefel::N,kozak,靴子
424,Ring::N,pierścień,戒指
425,Band::N,wstęga,带子
426,Kamm::N,grzebień,梳子
427,Spiegel::N,lustro,镜子
428,Riemen::N,rzemień,皮带
429,Schnur::N,sznur,绳子
430,Leine::N,smycz,皮带
431,Decke::N,kołdra,被子
432,Kissen::N,poduszka,软垫
433,Tuch::N,chustka,巾
434,Handtuch::N,ręcznik,手巾
435,Kraft::N,moc,力
436,Kraft::N,siła,力
437,Stärke::N,moc,力量
438,Stärke::N,siła,力量
439,Gesundheit::N,zdrowie,健康
440,Krankheit::N,choroba,病
441,Schmerz::N,ból,痛
442,Wunde::N,rana,伤口
443,Fieber::N,gorączka,发烧
444,Arznei::N,lekarstwo,药
445,Brücke::N,most,桥
446,Brunnen::N,studnia,井
447,Weide::N,pastwisko,牧场
448,Pfad::N,ścieżka,小路
449,Weg::N,droga,路
450,Straße::N,ulica,街
451,Dorf::N,wieś,村庄
452,Stadt::N,miasto,城市
453,Brief::N,list,信
454,Buch::N,książka,书
455,Buchstabe::N,litera,字母
456,Zeitung::N,gazeta,报纸
457,Zeitung::N,dziennik,报纸
458,Leben::N,życie,生命
459,Tod::N,śmierć,死亡
460,Grab::N,grób,坟墓
461,Kirche::N,kościół,教堂
462,Sünde::N,grzech,罪
463,Gott::N,bóg,上帝
464,Arbeiter::N,robotnik,工人
465,Chef::N,szef,上司
466,Meister::N,mistrz,师傅
467,Meister::N,majster,师傅
468,Arzt::N,lekarz,医生
469,Lehrer::N,nauczyciel,教师
470,Geld::N,pieniądze,钱
471,Geschäft::N,sprawa,交易
472,Geschäft::N,interes,交易
473,Laden::N,sklep,商店
474,Preis::N,cena,价格
475,Ware::N,towar,商品
476,Nutzen::N,pożytek,好处
477,Reichtum::N,bogactwo,财富
478,Welt::N,świat,世界
479,Land::N,kraj,国家
480,Staat::N,państwo,国家
481,König::N,król,国王
482,Macht::N,władza,权力
483,Grenze::N,granica,边界
484,Krieg::N,wojna,战争
485,Feind::N,wróg,敌人
486,Gewalt::N,władza,暴力
487,Kampf::N,bój,战斗
488,Kampf::N,walka,战斗
489,Bogen[Waffe]::N,łuk,弓
490,Pfeil::N,strzała,箭
491,Gewehr::N,karabin,枪
492,Fehler::N,błąd,错误
493,Lüge::N,kłamstwo,谎话
494,Schaden::N,szkoda,损失
495,Unglück::N,nieszczęście,不幸
496,Schuld::N,wina,过错
497,Alter::N,wiek,年龄
498,Schluss::N,koniec,结束
499,Schluss::N,zakończenie,结束
500,Zeit::N,czas,时间
501,Tag::N,dzień,天
502,Morgen::N,ranek,早晨
503,Morgen::N,poranek,早晨
504,Mittag::N,południe,中午
505,Abend::N,wieczór,晚上
506,Nacht::N,noc,夜
507,Woche::N,tydzień,星期
508,Monat::N,miesiąc,月
509,Jahr::N,rok,年
510,Frühling::N,wiosna,春天
511,Sommer::N,lato,夏天
512,Herbst::N,jesień,秋天
513,Winter::N,zima,冬天
514,Januar::N,styczeń,一月
515,Februar::N,luty,二月
516,März::N,marzec,三月
517,April::N,kwiecień,四月
518,Mai::N,maj,五月
519,Juni::N,czerwiec,六月
520,Juli::N,lipiec,七月
521,August::N,sierpień,八月
522,September::N,wrzesień,九月
523,Oktober::N,październik,十月
524,November::N,listopad,十一月
525,Dezember::N,grudzień,十二月
526,Montag::N,poniedziałek,星期一
527,Dienstag::N,wtorek,星期二
528,Mittwoch::N,środa,星期三
529,Donnerstag::N,czwartek,星期四
530,Freitag::N,piątek,星期五
531,Samstag::N,sobota,星期六
532,Sonntag::N,niedziela,星期日
533,groß::A,duży,大
534,groß::A,wielki,大
535,klein::A,mały,小
536,lang::A,długi,长
537,kurz::A,krótki,短
538,breit::A,szeroki,宽
539,schmal::A,wąski,细长的
540,dicht::A,gęsty,密
541,dick[Gegenstand]::A,gruby,厚
542,dünn::A,cienki,薄
543,fein::A,drobny,细小
544,fest::A,mocny,固体
545,fest::A,twardy,固体
546,flach::A,płaski,平坦
547,glatt::A,gładki,光滑
548,hart::A,twardy,硬
549,weich::A,miękki,软
550,rund::A,okrągły,圆
551,spitz::A,spiczasty,尖
552,scharf::A,ostry,锋利
553,stumpf::A,tępy,钝
554,schwer::A,ciężki,重
555,schön::A,ładny,美丽
556,schön::A,piękny,美丽
557,heiß::A,gorący,烫
558,warm::A,ciepły,暖和
559,kalt::A,zimny,冷
560,kühl::A,chłodny,凉
561,frisch::A,świeży,新鲜
562,feucht::A,wilgotny,潮湿
563,nass::A,mokry,湿
564,trocken::A,suchy,干
565,voll::A,pełny,满
566,leer::A,pusty,空
567,leer::A,próżny,空
568,offen::A,otwarty,敞开
569,geschlossen::A,zamknięty,关闭
570,sauber::A,czysty,干净
571,schmutzig::A,brudny,肮脏
572,roh::A,surowy,生
573,reif::A,dojrzały,成熟
574,lecker::A,smaczny,好吃
575,süß::A,słodki,甜
576,bitter::A,gorzki,苦
577,sauer::A,kwaśny,酸
578,hell::A,jasny,亮
579,dunkel::A,ciemny,阴暗
580,schwarz::A,czarny,黑
581,weiß::A,biały,白
582,rot::A,czerwony,红
583,gelb::A,żółty,黄
584,blau::A,błękitny,蓝
585,blau::A,niebieski,蓝
586,grün::A,zielony,绿
587,grau::A,szary,灰色
588,bunt::A,barwny,五彩
589,billig::A,tani,便宜
590,teuer::A,drogi,贵
591,wertvoll::A,cenny,贵重
592,blind::A,ślepy,瞎
593,taub::A,głuchy,聋
594,kräftig::A,mocny,强壮
595,stark::A,silny,强壮
596,schwach::A,słaby,弱
597,fett::A,tłusty,胖
598,schlank::A,smukły,苗条
599,hübsch::A,ładny,漂亮
600,böse::A,zły,邪恶
601,dumm::A,głupi,笨
602,faul::A,leniwy,懒惰
603,fleißig::A,pilny,勤奋
604,geizig::A,skąpy,吝啬
605,klug::A,mądry,聪明
606,geschickt::A,zręczny,灵巧
607,lieb::A,miły,可爱
608,lustig::A,wesoły,快乐
609,sanft::A,łagodny,柔和
610,hungrig::A,głodny,饥饿
611,krank::A,chory,患病
612,nackt::A,nagi,裸体
613,traurig::A,smutny,悲哀
614,lebendig::A,żywy,活
615,gut::A,dobry,好
616,schlecht::A,zły,坏
617,richtig::A,słuszny,正确
618,richtig::A,właściwy,正确
619,schlimm::A,zły,糟糕
620,wahr::A,prawdziwy,真
621,alt::A,stary,旧
622,neu::A,nowy,新
623,ehemalig::A,były,以前
624,alt[Lebewesen]::A,stary,老
625,jung::A,młody,年轻
626,arm::A,ubogi,贫穷
627,arm::A,biedny,贫穷
628,reich::A,bogaty,富裕
629,bekannt::A,znany,出名
630,berühmt::A,słynny,著名
631,fremd::A,obcy,陌生
632,fremd::A,cudzy,陌生
633,verschieden::A,różny,不同
634,nah::A,bliski,近
635,fern::A,daleki,遥远
636,linker::A,lewy,左
637,rechter::A,prawy,右
638,anderer::A,inny,别的
639,erster::A,pierwszy,第一
640,zweiter::A,drugi,第二
641,dritter::A,trzeci,第三
642,letzter::A,ostatni,最后
643,allein::ADV,sam,单独
644,auf einmal::ADV,naraz,同时
645,zusammen::ADV,razem,一起
646,lange::ADV,długo,许久
647,plötzlich::ADV,nagle,忽然
648,sofort::ADV,natychmiast,立刻
649,später::ADV,później,以后
650,jetzt::ADV,teraz,现在
651,jetzt::ADV,obecnie,现在
652,heute::ADV,dziś,今天
653,heute::ADV,dzisiaj,今天
654,morgen::ADV,jutro,明天
655,bald::ADV,wkrótce,即将
656,dann::ADV,potem,然后
657,gestern::ADV,wczoraj,昨天
658,einst::ADV,kiedyś,曾经
659,einst::ADV,niegdyś,曾经
660,damals::ADV,wtedy,当时
661,damals::ADV,wówczas,当时
662,danach::ADV,następnie,随后
663,vorher::ADV,przedtem,事先
664,zuerst::ADV,naprzód,首先
665,zuerst::ADV,najpierw,首先
666,einmal::ADV,raz,一次
667,manchmal::ADV,czasem,有时
668,oft::ADV,często,时常
669,immer::ADV,zawsze,总是
670,niemals::ADV,nigdy,从未
671,hier::ADV,tu,这里
672,hier::ADV,tutaj,这里
673,hierhin::ADV,tu,到这里
674,von hier::ADV,stąd,由此
675,dort::ADV,tam,那里
676,dorthin::ADV,tam,到那里
677,geradeaus::ADV,prosto,一直往前
678,vorwärts::ADV,naprzód,向前
679,rückwärts::ADV,wstecz,向后
680,zurück::ADV,z powrotem,退后
681,unten::ADV,u dołu,下面
682,unten::ADV,na dole,下面
683,hinab::ADV,na_dół,向下
684,hinab::ADV,w_dół,向下
685,oben::ADV,w górze,上面
686,oben::ADV,na górze,上面
687,hinauf::ADV,w górę,向上
688,hinauf::ADV,na górę,向上
689,überall::ADV,wszędzie,到处
690,nicht::ADV,nie,不
691,ein wenig::ADV,trochę,一点儿
692,kaum::ADV,ledwie,几乎不
693,kaum::ADV,prawie nie,几乎不
694,sehr::ADV,bardzo,很
695,so::ADV,tak,如此
696,noch::ADV,jeszcze,还
697,nur::ADV,tylko,只
698,schon::ADV,już,已经
699,wieder::ADV,znów,又
700,wieder::ADV,znowu,又
701,vergebens::ADV,na próżno,
702,vor::PRP,przed,在...面前
703,hinter::PRP,za,在...背后
704,unter::PRP,pod,在...下面
705,durch::PRP,przez,穿过
706,neben::PRP,obok,在...旁
707,zwischen::PRP,między,在...之间
708,wegen::PRP,z powodu,由于
709,dies::PRN,to,这
710,das::PRN,to,那
711,alles::PRN,wszystko,一切
712,ich::PRN,ja,我
713,du::PRN,ty,你
714,er::PRN,on,他
715,wir::PRN,my,我们
716,ihr::PRN,wy,你们
717,sie::PRN,oni,她
718,was::FPRN,co,什么
719,wer::FPRN,kto,谁
720,wo::FADV,gdzie,哪里
721,wohin::FADV,dokąd,去哪里
722,wie::FADV,jak,怎么
723,warum::FADV,dlaczego,为什么
724,wieviel::FNUM,ile,多少
725,eins::NUM,jeden,一
726,zwei::NUM,dwa,二
727,drei::NUM,trzy,三
728,vier::NUM,cztery,四
729,fünf::NUM,pięć,五
730,sechs::NUM,sześć,六
731,sieben::NUM,siedem,七
732,acht::NUM,osiem,八
733,neun::NUM,dziewięć,九
734,zehn::NUM,dziesięć,十
735,elf::NUM,jedenaście,十一
736,zwölf::NUM,dwanaście,十二
737,zwanzig::NUM,dwadzieścia,二十
738,dreißig::NUM,trzydzieści,三十
739,vierzig::NUM,czterdzieści,四十
740,fünfzig::NUM,pięćdziesiąt,五十
741,sechzig::NUM,sześćdziesiąt,六十
742,siebzig::NUM,siedemdziesiąt,七十
743,achtzig::NUM,osiemdziesiąt,八十
744,neunzig::NUM,dziewięćdziesiąt,九十
745,hundert::NUM,sto,百
746,tausend::NUM,tysiąc,千
747,und::CNJ,i,和
748,oder::CNJ,lub,或者
749,oder::CNJ,albo,或者
750,stehen::V,stać,站
751,sitzen::V,siedzieć,坐
752,liegen::V,leżeć,躺着
753,hängen::V,wisieć,挂着
754,werden::V,zostać,成为
755,werden::V,stać się,成为
756,passieren::V,dziać się,发生
757,passieren::V,zdarzyć się,发生
758,beginnen::V,zacząć się,开始
759,enden::V,kończyć się,终止
760,wechseln::V,zmienić się,变迁
761,aufgehen[Sonne]::V,wzejść,升起
762,untergehen[Sonne]::V,zajść,下落
763,scheinen[Sonne]::V,świecić,照射
764,donnern::V,grzmieć,打雷
765,wehen::V,wiać,飘扬
766,strömen::V,płynąć,流
767,strömen::V,lać się,流
768,fließen::V,ciec,流动
769,fließen::V,płynąć,流动
770,sich drehen::V,obracać się,转动
771,schwanken::V,chwiać się,摇摆
772,schwingen::V,wahać się,摇
773,fallen::V,padać,坠落
774,brennen::V,palić się,燃烧
775,rauchen::V,dymić,冒烟
776,rauchen::V,dymić się,冒烟
777,regnen::V,padać,下雨
778,gefrieren::V,zamarznąć,结冰
779,tauen::V,tajać,融化
780,schmelzen::V,topnieć,溶化
781,trocknen::V,schnąć,变干
782,sieden::V,wrzeć,煮
783,sieden::V,kipieć,煮
784,faulen::V,gnić,腐烂
785,verfaulen::V,zgnić,腐烂
786,reißen::V,urywać się,撕
787,versinken::V,tonąć,下沉
788,vergehen::V,przechodzić,流逝
789,erscheinen::V,zjawiać się,出现
790,verschwinden::V,zniknąć,消失
791,sinken::V,spadać,下降
792,abnehmen::V,spadać,减少
793,zunehmen::V,wzrosnąć,增加
794,steigen::V,wzrastać,上升
795,wachsen::V,rosnąć,生长
796,glänzen::V,błyszczeć,发光
797,funkeln::V,zabłyszczeć,闪烁
798,lärmen::V,hałasować,吵闹
799,läuten::V,dzwonić,响
800,klingeln::V,dzwonić,按铃
801,klirren::V,brzęczeć,
802,brausen::V,huczeć,疾驶
803,rauschen::V,szumieć,
804,rauschen::V,szeleścić,
805,klingen::V,brzmieć,听起来
806,klingen::V,dźwięczeć,听起来
807,bellen::V,szczekać,吠
808,heulen::V,wyć,嗥
809,blasen::V,dmuchnąć,吹
810,pfeifen::V,gwizdać,吹口哨
811,schreien::V,krzyczeć,叫喊
812,stöhnen::V,stękać,呻吟
813,zittern::V,drżeć,颤抖
814,leben::V,żyć,生存
815,geboren werden::V,urodzić się,出生
816,atmen::V,oddychać,呼吸
817,trinken::V,pić,喝
818,essen::V,jeść,吃
819,schlucken::V,połknąć,咽
820,müde werden::V,zmęczyć się,疲倦
821,einschlafen::V,zasnąć,入睡
822,schlafen::V,spać,睡觉
823,aufwachen::V,obudzić się,睡醒
824,aufstehen::V,wstać,起床
825,sich erholen::V,wypoczywać,休养
826,krank werden::V,zachorować,生病
827,krank sein::V,chorować,生病
828,schmerzen::V,boleć,疼痛
829,husten::V,kaszlać,咳
830,genesen::V,wyzdrowieć,痊愈
831,sterben::V,umrzeć,死
832,umkommen::V,zginąć,丧命
833,sich bewegen::V,poruszać się,移动
834,sich rühren::V,ruszyć się,动弹
835,sich erheben::V,podnieść się,站起
836,sich setzen::V,usiąść,坐
837,hinfallen::V,upaść,跌倒
838,laufen::V,chodzić,步行
839,schreiten::V,kroczyć,迈步
