,Concept_ID,ro,os
205,Kuckuck::N,cuc,гаккук
206,Schwan::N,lebădă,доныхъаз
207,Fisch::N,pește,кӕсаг
208,Barsch::N,biban,окунь
209,Hecht::N,știucă,хихор кӕсаг
210,Schlange[Tier]::N,șarpe,калм
211,Wurm::N,vierme,зулкъ
212,Wurm::N,vierme,къуыдыргалм
213,Spinne::N,păianjen,хӕлуарӕг
214,Ameise::N,furnică,мæлдзыг
215,Laus::N,păduche,сыст
216,Mücke::N,țânțar,къогъо
217,Fliege::N,muscă,бындз
218,Schmetterling::N,fluture,гæлæбу
219,Beere::N,boabă,гагадыргъ
220,Apfel::N,măr,фӕткъуы
221,Pilz::N,burete,зокъо
222,Pilz::N,burete,къозо
223,Pilz::N,ciupercă,зокъо
224,Pilz::N,ciupercă,къозо
225,Zwiebel::N,ceapă,хъӕдындз
226,Saat::N,semănătură,тауинаг
227,Saat::N,semănătură,мыггаг
228,Korn::N,grâu,мыггаг
229,Korn::N,grâu,тауинаг
230,Heu::N,fân,хос
231,Schale::N,coajă,цъар
232,Grube::N,groapă,урм
233,Grube::N,groapă,къахт
234,Grube::N,groapă,дзыхъхъ
235,Falle::N,cursă,цъысым
236,Falle::N,cursă,къӕппӕг
237,Falle::N,capcană,цъысым
238,Falle::N,capcană,къӕппӕг
239,Schlinge::N,laț,цасм
240,Spur::N,dâră,фæд
241,Asche::N,cenușă,фӕнык
242,Asche::N,cenușă,ӕртхутӕг
243,Dreck::N,noroi,цъыф
244,Dreck::N,murdărie,цъыф
245,Eisen::N,fier,ӕфсӕйнаг
246,Gold::N,aur,сыгъзӕрин
247,Silber::N,argint,ӕвзист
248,Kohle::N,cărbune,ӕвзалы
249,Glas::N,sticlă,авг
250,Lehm::N,lut,ӕлыг
251,Lehm::N,humă,ӕлыг
252,Sand::N,nisip,змис
253,Mensch::N,om,лӕг
254,Mensch::N,om,адӕймаг
255,Mensch::N,om,удгоймаг
256,Mensch::N,persoană,лӕг
257,Mensch::N,persoană,адӕймаг
258,Mensch::N,persoană,удгоймаг
259,Mann::N,om,лӕг
260,Mann::N,om,нӕлгоймаг
261,Mann::N,bărbat,лӕг
262,Mann::N,bărbat,нӕлгоймаг
263,Frau::N,femeie,сылгоймаг
264,Kind::N,copil,сывӕллон
265,Junge::N,băiat,лӕппу
266,Junge::N,flăcău,лӕппу
267,Mädchen::N,fată,чызг
268,Familie::N,familie,бинонтæ
269,Großvater::N,bunic,фыдыфыд
270,Großvater::N,bunic,мадыфыд
271,Großvater::N,tată mare,фыдыфыд
272,Großvater::N,tată mare,мадыфыд
273,Großmutter::N,bunică,фыды мад
274,Großmutter::N,bunică,мады мад
275,Großmutter::N,mamă mare,фыды мад
276,Großmutter::N,mamă mare,мады мад
277,Eltern::N,părinți,ныййарджытæ
278,Vater::N,tată,фыд
279,Vater::N,părinte,фыд
280,Mutter::N,mamă,мад
281,Sohn::N,fiu,фырт
282,Sohn::N,fecior,фырт
283,Tochter::N,fiică,чызг
284,Bruder::N,frate,ӕфсымӕр
285,Schwester::N,soră,хо
286,Onkel::N,unchi,фыдыфсымӕр
287,Tante::N,mătușă,мадыхо
288,Ehemann::N,soț,мой
289,Ehemann::N,bărbat,мой
290,Ehefrau::N,soție,ус
291,Freude::N,bucurie,цин
292,Freude::N,bucurie,циндзинад
293,Gelächter::N,râset,худын
294,Gelächter::N,râset,худт
295,Gelächter::N,râset,худæг
296,Glück::N,fericire,амонд
297,Kummer::N,mâhnire,хъыг
298,Wunsch::N,dorință,бӕллиц
299,Wunsch::N,deziderat,бӕллиц
300,Lust::N,poftă,монц
301,Lust::N,înclinare,монц
302,Geist::N,duh,уд
303,Geist::N,minte,уд
304,Geist::N,suflet,уд
305,Gedanke::N,gând,хъуыды
306,Gedanke::N,cuget,хъуыды
307,Gedächtnis::N,memorie,мысæн
308,Gedächtnis::N,memorie,мысын
309,Gedächtnis::N,memorie,зæрдылдарын
310,Verstand::N,minte,зонд
311,Verstand::N,intelect,зонд
312,Sinn::N,sens,нысаниуæг
313,Sinn::N,înțeles,нысаниуæг
314,Grund::N,cauză,ӕфсон
315,Grund::N,pricină,ӕфсон
316,Wahrheit::N,adevăr,æцæг
317,Gespräch::N,convorbire,ныхас
318,Gespräch::N,conversație,ныхас
319,Märchen::N,basm,аргъау
320,Märchen::N,poveste,аргъау
321,Erzählung::N,poveste,радзырд
322,Nachricht::N,veste,уац
323,Neuigkeit::N,noutate,хабар
324,Neuigkeit::N,actualitate,хабар
325,Name::N,nume,ном
326,Rätsel::N,ghicitoare,уыци-уыци
327,Rätsel::N,ghicitoare,базон-базон
328,Rede::N,discurs,раныхас
329,Sprache::N,limbă,ӕвзаг
330,Sprache::N,limbaj,ӕвзаг
331,Stimme::N,glas,хъӕлӕс
332,Wort::N,cuvânt,дзырд
333,Zeichen::N,semn,нысан
334,Zeichen::N,semnal,нысан
335,Ruf::N,chemare,сидт
336,Lärm::N,zgomot,уынæр
337,Lärm::N,tărăboi,уынæр
338,Laut::N,sunet,зӕл
339,Laut::N,sunet,мыр
340,Ton::N,ton,мыр
341,Lied::N,cântec,зарӕг
342,Ruhe::N,odihnă,æнцой
343,Ruhe::N,liniște,æнцой
344,Leute::N,lume,адӕм
345,Leute::N,oameni,адӕм
346,Volk::N,popor,адӕм
347,Volk::N,națiune,адӕм
348,Arbeit::N,lucru,фӕллой
349,Gast::N,musafir,уазӕг
350,Geschenk::N,dar,хуын
351,Geschenk::N,cadou,хуын
352,Spiel::N,joc,хъазт
353,Gesellschaft::N,societate,дзыллæ
354,Gesellschaft::N,societate,æхсæнад
355,Hilfe::N,ajutor,æххуыс
356,Hilfe::N,ajutor,ахъаз
357,Freund::N,amic,лымӕн
358,Freund::N,prieten,лымӕн
359,Kamerad::N,tovarăș,ӕмбал
360,Angelegenheit::N,afacere,хъуыддаг
361,Anzahl::N,număr,бӕрц
362,Anzahl::N,cantitate,бӕрц
363,Art::N,fel,хуыз
364,Art::N,fel,хуызад
365,Art::N,specie,хуыз
366,Art::N,specie,хуызад
367,Stück::N,bucată,кæрдих
368,Stück::N,bucată,комдзаг
369,Teil::N,parte,хай
370,Teil::N,porție,хай
371,Hälfte::N,jumătate,æрдæг
372,Hälfte::N,jumătate,æмбис
373,Kreis::N,cerc,зиллакк
374,Kreuz::N,cruce,дзуар
375,Linie::N,linie,хахх
376,Strich::N,linie,хахх
377,Strich::N,trăsătură,хахх
378,Abstand::N,distanță,æхсæнуат
379,Abstand::N,depărtare,æхсæнуат
380,Entfernung::N,distanță,дæрддзæг
381,Entfernung::N,distanță,дардцæг
382,Entfernung::N,depărtare,дæрддзæг
383,Entfernung::N,depărtare,дардцæг
384,Gegend::N,regiune,ран
385,Platz::N,loc,бууат
386,Ort::N,loc,ран
387,Ort::N,loc,бынат
388,Seite::N,latură,фахс
389,Mitte::N,centru,астӕу
390,Gegenstand::N,obiect,дзаума
391,Sache::N,lucru,дзаума
392,Sache::N,chestie,дзаума
393,Rand::N,bordură,кӕрон
394,Kante::N,muchie,фӕрск
395,Kante::N,bordură,фӕрск
396,Ecke::N,colț,тигъ
397,Ecke::N,colț,фисын
398,Spitze::N,vârf,бырынкъ
399,Spitze::N,creștet,бырынкъ
400,Ende::N,capăt,кӕрон
401,Loch::N,gaură,хуынкъ
402,Winkel::N,colț,къуым
403,Muster::N,desen,нывæфтыд
404,Muster::N,desen,кæдзист
405,Größe::N,mărime,ас
406,Länge::N,lungime,дӕргъ
407,Höhe::N,înălțime,бæрзонд
408,Höhe::N,înălțime,бæрзæнд
409,Höhe::N,înălțime,бæрзонддзинад
410,Gewicht::N,greutate,уӕз
411,Menge::N,cantitate,бӕрц
412,Haufen::N,grămadă,кӕри
413,Reihe::N,șir,рӕнхъ
414,Reihe::N,rând,рӕнхъ
415,Boot::N,barcă,чема
416,Boot::N,luntre,чема
417,Ruder::N,vâslă,къохар
418,Ruder::N,lopată,къохар
419,Schlitten::N,sanie,дзоныгъ
420,Ski::N,schi,къахдзоныгътæ
421,Ski::N,schi,лыжæтæ
422,Lagerfeuer::N,foc de tabără,арт
423,Last::N,povară,уаргъ
424,Last::N,sarcină,уаргъ
425,Gang::N,mers,цыд
426,Gang::N,umblet,цыд
427,Schritt::N,pas,санчъех
428,Schritt::N,pas,къахдзӕф
429,Norden::N,nord,цæгат
430,Norden::N,miazănoapte,цæгат
431,Süden::N,sud,хуссар
432,Süden::N,miazăzi,хуссар
433,Westen::N,apus,ныгуылæн
434,Osten::N,est,скæсæн
435,Osten::N,răsărit,скæсæн
436,Holz::N,lemn,хъӕдӕрмӕг
437,Brett::N,scândură,фæйнæг
438,Platte::N,placă,къӕй
439,Stütze::N,proptea,быцæу
440,Stange::N,bară,хъил
441,Stange::N,prăjină,хъил
442,Stock::N,băț,лӕдзӕг
443,Stock::N,baston,лӕдзӕг
444,Stab::N,baston,хъил
445,Stab::N,prăjină,хъил
446,Rohr::N,tub,хӕтӕл
447,Rohr::N,țeavă,хӕтӕл
448,Haus::N,casă,хӕдзар
449,Heim::N,casă,къона
450,Heim::N,cămin,къона
451,Ofen::N,sobă,пец
452,Fußboden::N,podea,астӕрд
453,Fußboden::N,dușumea,астӕрд
454,Tisch::N,masă,стъол
455,Stuhl::N,scaun,бандон
456,Wiege::N,leagăn,авдæн
457,Bett::N,pat,сынтӕг
458,Regal::N,rafturi,тӕрхӕг
459,Regal::N,rafturi,уӕлвӕйнӕг
460,Kiste::N,ladă,асыкк
461,Kiste::N,cutie,асыкк
462,Fenster::N,fereastră,рудзынг
463,Fenster::N,fereastră,фæрссаг
464,Tür::N,ușă,дуар
465,Tor::N,poartă,кулдуар
466,Zaun::N,gard,æмбонд
467,Zaun::N,gard,быру
468,Zaun::N,gard,гæрæн
469,Dach::N,acoperiș,уӕлхӕдзар
470,Leiter::N,scară,асин
471,Besen::N,mătură,уисой
472,Spaten::N,cazma,бел
473,Spaten::N,hârleț,бел
474,Schaufel::N,lopată,æвгæнæн
475,Schaufel::N,lopată,кæфой
476,Gabel::N,furculiță,вилкæ
477,Löffel::N,lingură,уидыг
478,Messer::N,cuțit,кард
479,Nagel::N,cui,зӕгӕл
480,Netz::N,plasă,хыз
481,Haken::N,cârlig,хæдз
482,Haken::N,cârlig,хæбырæгъ
483,Griff::N,mâner,фистон
484,Schloss::N,lacăt,гуыдыр
485,Bild::N,tablou,ныв
486,Bild::N,imagine,ныв
487,Figur::N,chip,кæрдгæныв
488,Figur::N,figură,кæрдгæныв
489,Puppe::N,păpușă,чындз
490,Beutel::N,pungă,дзӕкъул
491,Beutel::N,săculeț,дзӕкъул
492,Bündel::N,mănunchi,баст
493,Tasche::N,geantă,хызын
494,Tasche::N,geantă,дзæкъул
495,Eimer::N,găleată,къæрта
496,Eimer::N,găleată,чъыбыла
497,Eimer::N,găleată,ведра
498,Deckel::N,capac,сæр
499,Deckel::N,capac,æмбæрзæн
500,Geschirr::N,vase,мигæнæн
501,Geschirr::N,vase,мигæнæнтæ
502,Geschirr::N,tacâmuri,мигæнæн
503,Geschirr::N,tacâmuri,мигæнæнтæ
504,Sack::N,sac,голлаг
505,Tasse::N,ceașcă,пиала
506,Tasse::N,ceașcă,къус
507,Topf::N,oală,аг
508,Topf::N,oală,чысыл аг
509,Kessel::N,cazan,аг
510,Kessel::N,căldare,аг
511,Essen::N,mâncare,хӕрд
512,Nahrung::N,hrană,хойраг
513,Nahrung::N,aliment,хойраг
514,Speise::N,bucate,хӕринаг
515,Speise::N,fel de bucate,хӕринаг
516,Fleisch::N,carne,дзидза
517,Fleisch::N,carne,фыдызгъӕл
518,Getreide::N,cereale,халсар
519,Brei::N,pireu,кас
520,Brot::N,pâine,дзул
521,Scheibe::N,felie,къӕбӕр
522,Scheibe::N,bucată,къӕбӕр
523,Fett::N,untură,сой
524,Fett::N,grăsime,сой
525,Butter::N,unt,нӕлхӕ
526,Öl::N,ulei,зети
527,Salz::N,sare,цӕхх
528,Suppe::N,supă,бас
529,Suppe::N,ciorbă,бас
530,Honig::N,miere,мыд
531,Milch::N,lapte,ӕхсыр
532,Tee::N,ceai,цай
533,Leder::N,piele,мæскуы
534,Wolle::N,lână,фӕсмын
535,Stoff::N,stofă,хъуымац
536,Nadel::N,ac,судзин
537,Faden::N,ață,ӕндах
538,Knopf::N,buton,цӕппӕр
539,Knoten::N,nod,ӕлхынцъ
540,Farbe::N,vopsea,ахорæн
541,Kleidung::N,haine,дарӕс
542,Kleidung::N,îmbrăcăminte,дарӕс
543,Hemd::N,cămașă,хӕдон
544,Kragen::N,guler,æфцæггот
545,Ärmel::N,mânecă,дыс
546,Hose::N,pantaloni,хæлаф
547,Hose::N,pantaloni,æддаг хæлаф
548,Hose::N,pantaloni,салбар
549,Gürtel::N,cordon,рон
550,Mütze::N,șapcă,худ
551,Schuh::N,gheată,басмахъ
552,Stiefel::N,cizmă,цырыхъхъ
553,Ring::N,inel,къухдарӕн
554,Ring::N,verigă,къухдарӕн
555,Band::N,panglică,лент
556,Band::N,șiret,лент
557,Kamm::N,pieptene,сӕрвасӕн
558,Spiegel::N,oglindă,айдæн
559,Spiegel::N,oglindă,кæсæн
560,Riemen::N,curea,гӕрз
561,Schnur::N,funie,бӕндӕн
562,Schnur::N,sfoară,бӕндӕн
563,Leine::N,lesă,
564,Leine::N,curea,
565,Decke::N,pătură,хъӕццул
566,Kissen::N,pernă,баз
567,Tuch::N,batic,кæлмæрзæн
568,Tuch::N,batic,кæрдæн
569,Handtuch::N,prosop,хисæрфæн
570,Handtuch::N,ștergar,хисæрфæн
571,Kraft::N,forță,тых
572,Kraft::N,forță,хъомыс
573,Kraft::N,putere,тых
574,Kraft::N,putere,хъомыс
575,Stärke::N,tărie,тых
576,Stärke::N,tărie,æхсар
577,Stärke::N,vigoare,тых
578,Stärke::N,vigoare,æхсар
579,Gesundheit::N,sănătate,æнæниздзинад
580,Krankheit::N,boală,низ
581,Krankheit::N,boală,рын
582,Krankheit::N,maladie,низ
583,Krankheit::N,maladie,рын
584,Schmerz::N,durere,рис
585,Wunde::N,rană,цӕф
586,Fieber::N,febră,ризӕг
587,Fieber::N,febră,тӕфсӕг
588,Arznei::N,leac,хос
589,Arznei::N,medicament,хос
590,Brücke::N,pod,хид
591,Brücke::N,punte,хид
592,Brunnen::N,puț,цъай
593,Weide::N,izlaz,хизæн
594,Weide::N,izlaz,хизæнуат
595,Weide::N,izlaz,сæрвæт
596,Weide::N,pășune,хизæн
597,Weide::N,pășune,хизæнуат
598,Weide::N,pășune,сæрвæт
599,Pfad::N,cărare,къахвæндаг
600,Pfad::N,cărare,къахвæд
601,Weg::N,drum,фӕндаг
602,Straße::N,cale,фӕндаг
603,Straße::N,stradă,фӕндаг
604,Dorf::N,sat,хъӕу
605,Stadt::N,oraș,сахар
606,Brief::N,scrisoare,фыстӕг
607,Buch::N,carte,чиныг
608,Buchstabe::N,literă,дамгъӕ
609,Buchstabe::N,caracter,дамгъӕ
610,Zeitung::N,ziar,газет
611,Zeitung::N,gazetă,газет
612,Leben::N,viață,цард
613,Leben::N,viață,цӕрӕнбон
614,Tod::N,moarte,мæлæт
615,Tod::N,moarte,адзал
616,Grab::N,groapă,ингӕн
617,Grab::N,mormânt,ингӕн
618,Kirche::N,biserică,аргъуан
619,Sünde::N,păcat,тæригъæд
620,Gott::N,zeu,хуыцау
621,Arbeiter::N,muncitor,кусæг
622,Chef::N,șef,ӕмцег
623,Meister::N,meșter,мастер
624,Meister::N,meșter,дæсны
625,Meister::N,maestru,мастер
626,Meister::N,maestru,дæсны
627,Arzt::N,medic,хосгæнæг
628,Arzt::N,medic,дохтыр
629,Arzt::N,doctor,хосгæнæг
630,Arzt::N,doctor,дохтыр
631,Lehrer::N,profesor,ахуыргæнæг
632,Lehrer::N,învățător,ахуыргæнæг
633,Geld::N,bani,ӕхца
634,Geld::N,parale,ӕхца
635,Geschäft::N,treabă,бизнес
636,Geschäft::N,treabă,хъуыддаг
637,Geschäft::N,afacere,бизнес
638,Geschäft::N,afacere,хъуыддаг
639,Laden::N,magazin,дукани
640,Laden::N,prăvălie,дукани
641,Preis::N,preț,аргъ
642,Ware::N,marfă,базайраг
643,Nutzen::N,folos,пайда
644,Nutzen::N,profit,пайда
645,Reichtum::N,avuție,хъæздыгдзинад
646,Reichtum::N,avuție,исбон
647,Reichtum::N,avuție,мулк
648,Reichtum::N,bogăție,хъæздыгдзинад
649,Reichtum::N,bogăție,исбон
650,Reichtum::N,bogăție,мулк
651,Welt::N,lume,дуне
652,Land::N,țară,бӕстӕ
653,Staat::N,stat,паддзахад
654,König::N,rege,къарол
655,Macht::N,putere,хицаудзинад
656,Macht::N,putință,хицаудзинад
657,Grenze::N,hotar,арӕн
658,Grenze::N,graniță,арӕн
659,Grenze::N,frontieră,арӕн
660,Krieg::N,război,хӕст
661,Feind::N,dușman,знаг
662,Feind::N,dușman,фыдгул
663,Feind::N,dușman,фыдзæрдæ
664,Feind::N,dușman,сон
665,Gewalt::N,violență,тыхми
666,Gewalt::N,violență,тыхдзинад
667,Kampf::N,luptă,хæст
668,Kampf::N,luptă,хъæбысæйхæст
669,Kampf::N,luptă,тох
670,Bogen[Waffe]::N,arc,ӕрдын
671,Pfeil::N,săgeată,фат
672,Gewehr::N,armă,топп
673,Gewehr::N,pușcă,топп
674,Fehler::N,eroare,рӕдыд
675,Fehler::N,greșeală,рӕдыд
676,Lüge::N,minciună,мӕнг
677,Lüge::N,minciună,гӕдыдзинад
678,Schaden::N,daună,зиан
679,Schaden::N,pagubă,зиан
680,Unglück::N,nenorocire,бæллæх
681,Schuld::N,vină,азым
682,Alter::N,etate,кар
683,Alter::N,vârstă,кар
684,Schluss::N,sfârșit,кæрон
685,Zeit::N,timp,рӕстӕг
686,Zeit::N,vreme,рӕстӕг
687,Tag::N,zi,бон
688,Morgen::N,dimineață,райсом
689,Mittag::N,prânz,æмбисбон
690,Mittag::N,amiază,æмбисбон
691,Abend::N,seară,изӕр
692,Nacht::N,noapte,ӕхсӕв
693,Woche::N,săptămână,къуыри
694,Monat::N,lună,мӕй
695,Jahr::N,an,аз
696,Jahr::N,an,афӕдз
697,Frühling::N,primăvară,уалдзæг
698,Sommer::N,vară,сӕрд
699,Herbst::N,toamnă,фæззæг
700,Winter::N,iarnă,зымӕг
701,Januar::N,ianuarie,январь
702,Februar::N,februarie,февраль
703,März::N,martie,мартъи
704,April::N,aprilie,апрель
705,Mai::N,mai,май
706,Juni::N,iunie,июнь
707,Juli::N,iulie,июль
708,August::N,august,август
709,September::N,septembrie,сентябрь
710,Oktober::N,octombrie,октябрь
711,November::N,noiembrie,ноябрь
712,Dezember::N,decembrie,декабрь
713,Montag::N,luni,къуырисæр
714,Dienstag::N,marți,дыццæг
715,Mittwoch::N,miercuri,æртыццæг
716,Donnerstag::N,joi,цыппæрæм
717,Freitag::N,vineri,майрæмбон
718,Samstag::N,sâmbătă,сабат
719,Sonntag::N,duminică,хуыцаубон
720,groß::A,mare,дынджыр
721,klein::A,mic,гыццыл
722,lang::A,lung,даргъ
723,kurz::A,scurt,цыбыр
724,breit::A,lat,фӕтӕн
725,breit::A,larg,фӕтӕн
726,schmal::A,strâmt,нарӕг
727,schmal::A,strâmt,уынгӕг
728,dicht::A,des,бæзджын
729,dicht::A,des,тар
730,dick[Gegenstand]::A,gros,сӕвджын
731,dünn::A,subțire,тæнæг
732,fein::A,fin,лыстӕг
733,fein::A,subțire,лыстӕг
734,fest::A,tare,фидар
735,fest::A,tare,хъӕддых
736,fest::A,solid,фидар
737,fest::A,solid,хъӕддых
738,flach::A,șes,тъӕпӕн
739,flach::A,plan,тъӕпӕн
740,glatt::A,lins,лӕгъз
741,hart::A,dur,хъӕбӕр
742,weich::A,moale,фӕлмӕн
743,rund::A,rotund,тымбыл
744,rund::A,circular,тымбыл
745,spitz::A,ascuțit,цыргъбырынкъ
746,spitz::A,ascuțit,цыргъфындз
747,scharf::A,tăios,цыргъ
748,scharf::A,ascuțit,цыргъ
749,stumpf::A,tocit,къуымых
750,schwer::A,greu,уӕззау
751,schön::A,frumos,аив
752,schön::A,frumos,рӕсугъд
753,heiß::A,cald,тӕвд
754,heiß::A,fierbinte,тӕвд
755,warm::A,cald,хъарм
756,warm::A,fierbinte,хъарм
757,kalt::A,rece,уазал
758,kühl::A,rece,сатæг
