,Concept_ID,ku,tr
176,Hase::N,kîroşk,tavşan
177,Maus::N,mişk,fare
178,Maus::N,mişk,sıçan
179,Wolf::N,gur,kurt
180,Vogel::N,çûk,kuş
181,Schwarm::N,lufik,sürü
182,Huhn::N,mirîşk,tavuk
183,Hahn::N,dîk,horoz
184,Gans::N,qaz,kaz
185,Adler::N,eylo,kartal
186,Adler::N,eylo,karakuş
187,Ente::N,werdek,ördek
188,Eule::N,bûm,baykuş
189,Eule::N,kund,baykuş
190,Kranich::N,quling,turna
191,Krähe::N,qijik,karga
192,Kuckuck::N,pepûk,guguk
193,Schwan::N,qû,kuğu
194,Fisch::N,masî,balık
195,Barsch::N,okûn,hani
196,Barsch::N,okûn,levrek
197,Hecht::N,mesîyê lûf,turnabalığı
198,Schlange[Tier]::N,mar,yılan
199,Wurm::N,kurm,kurt
200,Wurm::N,kurm,solucan
201,Spinne::N,pîrê,örümcek
202,Ameise::N,mîro,karınca
203,Ameise::N,gêrîk,karınca
204,Laus::N,spi,bit
205,Mücke::N,mêş,sivrisinek
206,Fliege::N,mêş,sinek
207,Schmetterling::N,perperîk,kelebek
208,Beere::N,hirç,tane
209,Apfel::N,sêv,elma
210,Pilz::N,bîrov,mantar
211,Zwiebel::N,pîvaz,soğan
212,Saat::N,tov,ekin
213,Korn::N,dexl,tane
214,Heu::N,sap,kuru ot
215,Schale::N,qaşik,kabuk
216,Grube::N,çahl,çukur
217,Falle::N,dafik,tuzak
218,Schlinge::N,dahf,ilmik
219,Spur::N,rêç,iz
220,Asche::N,xweli,kül
221,Dreck::N,gemarî,pislik
222,Eisen::N,hesing,demir
223,Gold::N,zêr,altın
224,Silber::N,zîv,gümüş
225,Kohle::N,komir,kömür
226,Glas::N,qedeh,cam
227,Lehm::N,kelpîç,balçık
228,Sand::N,qûm,kum
229,Mensch::N,mirov,insan
230,Mann::N,mêr,adam
231,Mann::N,mêr,erkek
232,Frau::N,jin,bayan
233,Kind::N,zarok,çocuk
234,Junge::N,kur,erkek çocuk
235,Mädchen::N,keç,kız
236,Mädchen::N,keçik,kız
237,Familie::N,malbat,aile
238,Großvater::N,bapîr,dede
239,Großvater::N,bapîr,büyükbaba
240,Großmutter::N,pîrik,nine
241,Großmutter::N,pîrik,büyükanne
242,Eltern::N,bavudê,ebeveyn
243,Eltern::N,bavudê,ana baba
244,Vater::N,bav,ata
245,Vater::N,bav,baba
246,Mutter::N,dê,ana
247,Mutter::N,dê,anne
248,Mutter::N,dayik,ana
249,Mutter::N,dayik,anne
250,Sohn::N,kur,oğul
251,Tochter::N,keç,kız
252,Tochter::N,keç,kız evlât
253,Bruder::N,bira,abi
254,Bruder::N,bira,erkek kardeş
255,Schwester::N,xweh,abla
256,Schwester::N,xweh,kız kardeş
257,Onkel::N,am,dayı
258,Onkel::N,xal,dayı
259,Tante::N,metik,hala
260,Tante::N,metik,teyze
261,Tante::N,xaltîk,hala
262,Tante::N,xaltîk,teyze
263,Ehemann::N,mêr,koca
264,Ehefrau::N,kulfet,karı
265,Freude::N,kêfxweşî,neşe
266,Freude::N,kêfxweşî,sevinç
267,Gelächter::N,pîrqînî,gülme
268,Gelächter::N,pîrqînî,kahkaha
269,Glück::N,bext,mutluluk
270,Kummer::N,derd,dert
271,Kummer::N,derd,keder
272,Wunsch::N,daxwaz,arzu
273,Wunsch::N,daxwaz,istek
274,Wunsch::N,xwestek,arzu
275,Wunsch::N,xwestek,istek
276,Lust::N,şewq,arzu
277,Lust::N,şewq,heves
278,Geist::N,aqil,tin
279,Gedanke::N,fikir,fikir
280,Gedanke::N,fikir,düşünce
281,Gedächtnis::N,aqil,bellek
282,Verstand::N,fêm,zekâ
283,Sinn::N,aqil,anlam
284,Grund::N,asas,sebep
285,Wahrheit::N,rastî,doğruluk
286,Wahrheit::N,rastî,gerçeklik
287,Gespräch::N,guftûgo,görüşme
288,Märchen::N,çirok,masal
289,Erzählung::N,çirok,öykü
290,Erzählung::N,çirok,hikâye
291,Erzählung::N,vegotin,öykü
292,Erzählung::N,vegotin,hikâye
293,Nachricht::N,nûçe,haber
294,Neuigkeit::N,hewal,haber
295,Name::N,nav,ad
296,Name::N,nav,isim
297,Name::N,paşnav,ad
298,Name::N,paşnav,isim
299,Rätsel::N,tiştonek,bilmece
300,Rede::N,gotar,söylev
301,Rede::N,gotar,konuşma
302,Rede::N,axavtin,söylev
303,Rede::N,axavtin,konuşma
304,Sprache::N,ziman,dil
305,Sprache::N,ziman,lisan
306,Stimme::N,pejn,ses
307,Wort::N,gotin,kelime
308,Zeichen::N,şanek,işaret
309,Ruf::N,hawar,çağırma
310,Lärm::N,xarbalix,şamata
311,Lärm::N,xarbalix,gürültü
312,Laut::N,deng,ses
313,Laut::N,hês,ses
314,Ton::N,awaz,ses
315,Lied::N,sitran,türkü
316,Ruhe::N,rihetî,sakinlik
317,Leute::N,xelk,halk
318,Leute::N,xelk,insanlar
319,Volk::N,xelk,ulus
320,Volk::N,xelk,millet
321,Arbeit::N,xebat,iş
322,Arbeit::N,xebat,çalışma
323,Gast::N,mêvan,konuk
324,Gast::N,mêvan,misafir
325,Geschenk::N,diyarî,hediye
326,Geschenk::N,diyarî,armağan
327,Spiel::N,lîstik,oyun
328,Gesellschaft::N,komal,çevre
329,Gesellschaft::N,komal,arkadaşlık
330,Hilfe::N,alîkarî,yardım
331,Freund::N,heval,dost
332,Freund::N,heval,arkadaş
333,Kamerad::N,heval,arkadaş
334,Angelegenheit::N,pirsgirêk,iş
335,Angelegenheit::N,pirsgirêk,husus
336,Anzahl::N,çend,sayı
337,Art::N,çeh,çeşit
338,Stück::N,lib,tane
339,Stück::N,lib,parça
340,Stück::N,parçe,tane
341,Stück::N,parçe,parça
342,Teil::N,parçe,kısım
343,Hälfte::N,nîvî,yarı
344,Kreis::N,çemil,daire
345,Kreuz::N,xaç,haç
346,Linie::N,xezik,hat
347,Linie::N,xezik,çizgi
348,Strich::N,xezik,çizgi
349,Abstand::N,dûrahî,aralık
350,Entfernung::N,dûrahî,mesafe
351,Entfernung::N,dûrahî,uzaklık
352,Gegend::N,dever,yöre
353,Platz::N,çih,yer
354,Ort::N,dever,yer
355,Seite::N,rûpel,yan
356,Seite::N,rûpel,taraf
357,Mitte::N,nav,orta
358,Mitte::N,nav,merkez
359,Mitte::N,nabênê,orta
360,Mitte::N,nabênê,merkez
361,Gegenstand::N,tişt,şey
362,Sache::N,tişt,iş
363,Sache::N,tişt,şey
364,Rand::N,kevî,kenar
365,Kante::N,kevî,kenar
366,Ecke::N,qunç,köşe
367,Spitze::N,derzî,uç
368,Spitze::N,derzî,baş
369,Ende::N,talî,uç
370,Loch::N,qul,oyuk
371,Loch::N,qul,delik
372,Winkel::N,kurnîşk,köşe
373,Muster::N,desen,örnek
374,Größe::N,mezinî,büyüklük
375,Länge::N,dirêjahî,uzunluk
376,Höhe::N,bilindayî,yükseklik
377,Gewicht::N,giranî,ağırlık
378,Menge::N,qas,miktar
379,Haufen::N,lod,küme
380,Haufen::N,lod,yığın
381,Reihe::N,rêz,sıra
382,Boot::N,kelek,kayık
383,Boot::N,kelek,sandal
384,Ruder::N,bêrik,kürek
385,Schlitten::N,xîjik,kızak
386,Ski::N,lakan,kayak
387,Lagerfeuer::N,agir,kamp ateşi
388,Last::N,bar,yük
389,Gang::N,fîtêz,gidiş
390,Gang::N,fîtêz,yürüyüş
391,Schritt::N,gav,adım
392,Norden::N,bakur,kuzey
393,Süden::N,başur,güney
394,Westen::N,rojava,batı
395,Osten::N,rojhilat,doğu
396,Holz::N,dep,ağaç
397,Holz::N,dep,tahta
398,Brett::N,dep,tahta
399,Platte::N,dep,levha
400,Stütze::N,destek,dayak
401,Stütze::N,destek,destek
402,Stange::N,sing,çubuk
403,Stock::N,çam,sopa
404,Stock::N,çam,değnek
405,Stab::N,qat,sırık
406,Stab::N,qat,baston
407,Rohr::N,borî,boru
408,Haus::N,mal,ev
409,Haus::N,xanî,ev
410,Heim::N,mal,ev
411,Heim::N,mal,yurt
412,Ofen::N,sobe,soba
413,Fußboden::N,binpê,taban
414,Fußboden::N,binpê,döşeme
415,Tisch::N,mase,masa
416,Stuhl::N,kursî,iskemle
417,Stuhl::N,kursî,sandalye
418,Wiege::N,derguş,beşik
419,Bett::N,qerewêle,yatak
420,Regal::N,rêbaz,raf
421,Kiste::N,sindoq,sandık
422,Fenster::N,çam,pencere
423,Fenster::N,şibeke,pencere
424,Tür::N,derî,kapı
425,Tor::N,derge,kapı
426,Zaun::N,hejik,çit
427,Dach::N,sere xanî,dam
428,Dach::N,sere xanî,çatı
429,Leiter::N,pêling,merdiven
430,Besen::N,melkes,süpürge
431,Spaten::N,mer,bel
432,Schaufel::N,bêr,kürek
433,Gabel::N,çetel,çatal
434,Löffel::N,kevçî,kaşık
435,Messer::N,kêr,bıçak
436,Nagel::N,bizmar,çivi
437,Netz::N,tor,ağ
438,Haken::N,çenqel,çengel
439,Griff::N,destî,kulp
440,Griff::N,destî,tutamak
441,Schloss::N,qonax,kilit
442,Bild::N,dimen,imaj
443,Bild::N,dimen,resim
444,Figur::N,figûr,şekil
445,Figur::N,figûr,heykel
446,Puppe::N,bûk,kukla
447,Beutel::N,kîsik,kese
448,Beutel::N,kîsik,torba
449,Bündel::N,pêçek,deste
450,Tasche::N,bêrîk,çanta
451,Eimer::N,dewl,kova
452,Deckel::N,devik,kapak
453,Geschirr::N,ferax,kap kacak
454,Sack::N,tûr,torba
455,Tasse::N,kada,fincan
456,Topf::N,beroş,tencere
457,Kessel::N,şîril,kazan
458,Essen::N,xwarin,yemek
459,Nahrung::N,xwarin,gıda
460,Nahrung::N,xwarin,besin
461,Speise::N,xwarin,yemek
462,Fleisch::N,goşt,et
463,Getreide::N,zad,tahıl
464,Getreide::N,zad,hububat
465,Brei::N,hewdêl,ezme
466,Brot::N,,ekmek
467,Scheibe::N,parçe,dilim
468,Fett::N,rûn,yağ
469,Butter::N,rûn,tereyağı
470,Öl::N,rûn,yağ
471,Öl::N,rûn,akar yağ
472,Salz::N,xwe,tuz
473,Suppe::N,şorbe,çorba
474,Honig::N,hingiv,bal
475,Milch::N,şîr,süt
476,Tee::N,çay,çay
477,Leder::N,çerm,deri
478,Leder::N,çerm,meşin
479,Wolle::N,herî,yün
480,Stoff::N,paç,kumaş
481,Nadel::N,derzî,iğne
482,Faden::N,ta,tire
483,Faden::N,ta,iplik
484,Knopf::N,bişkok,düğme
485,Knoten::N,girêk,düğüm
486,Farbe::N,boyax,boya
487,Kleidung::N,çil,giyim
488,Hemd::N,qutik,gömlek
489,Hemd::N,miltan,gömlek
490,Kragen::N,stûvang,yaka
491,Ärmel::N,hûçik,yen
492,Ärmel::N,hûçik,elbise kolu
493,Hose::N,şewel,pantolon
494,Gürtel::N,qayiş,kuşak
495,Mütze::N,fîno,bere
496,Mütze::N,fîno,kasket
497,Schuh::N,şêkal,kundura
498,Schuh::N,şêkal,ayakkabı
499,Stiefel::N,gizme,çizme
500,Stiefel::N,çizme,çizme
501,Ring::N,xelek,yüzük
502,Band::N,band,bağ
503,Band::N,band,şerit
504,Kamm::N,şeh,tarak
505,Spiegel::N,eynik,ayna
506,Riemen::N,qayiş,kayış
507,Schnur::N,doxin,ip
508,Schnur::N,doxin,sicim
509,Leine::N,şirît,kayış
510,Decke::N,bataniye,örtü
511,Decke::N,bataniye,yorgan
512,Kissen::N,balgî,yastık
513,Tuch::N,şar,bez
514,Handtuch::N,dezmal,havlu
515,Kraft::N,hêz,güç
516,Kraft::N,hêz,kuvvet
517,Kraft::N,qewet,güç
518,Kraft::N,qewet,kuvvet
519,Stärke::N,xurtî,kuvvet
520,Gesundheit::N,nojdarî,sağlık
521,Krankheit::N,nexweşî,hastalık
522,Schmerz::N,êş,ağrı
523,Schmerz::N,êş,sancı
524,Wunde::N,kul,yara
525,Fieber::N,ta,ateş
526,Arznei::N,derman,ilâç
527,Brücke::N,kopî,köprü
528,Brunnen::N,çal,kuyu
529,Brunnen::N,çal,çeşme
530,Brunnen::N,kani,kuyu
531,Brunnen::N,kani,çeşme
532,Weide::N,beyar,otlak
533,Pfad::N,xaçirek,patika
534,Pfad::N,xaçirek,keçiyolu
535,Weg::N,rê,yol
536,Straße::N,rê,yol
537,Straße::N,rê,cadde
538,Dorf::N,gund,köy
539,Stadt::N,baçar,kent
540,Stadt::N,baçar,şehir
541,Brief::N,name,mektup
542,Buch::N,kitêb,kitap
543,Buch::N,pirtûk,kitap
544,Buchstabe::N,herf,harf
545,Zeitung::N,rojname,gazete
546,Leben::N,jiyan,hayat
547,Tod::N,mirin,ölüm
548,Grab::N,mezel,kabir
549,Kirche::N,gilyas,kilise
550,Sünde::N,guneh,günah
551,Gott::N,xwedê,tanrı
552,Arbeiter::N,hîşçî,işçi
553,Chef::N,bêg,şef
554,Chef::N,bêg,müdür
555,Meister::N,hoste,usta
556,Arzt::N,doktor,hekim
557,Arzt::N,doktor,doktor
558,Lehrer::N,mamoste,hoca
559,Lehrer::N,mamoste,öğretmen
560,Geld::N,pere,para
561,Geschäft::N,firoşgeh,ticaret
562,Laden::N,dikan,dükkân
563,Preis::N,buha,fiyat
564,Ware::N,tişt,mal
565,Nutzen::N,fêde,fayda
566,Reichtum::N,serwet,servet
567,Reichtum::N,serwet,zenginlik
568,Welt::N,dinya,dünya
569,Land::N,welat,ülke
570,Staat::N,dewlet,devlet
571,König::N,şah,kral
572,König::N,qral,kral
573,Macht::N,qewet,kudret
574,Macht::N,qewet,iktidar
575,Macht::N,destihilat,kudret
576,Macht::N,destihilat,iktidar
577,Grenze::N,kevî,had
578,Grenze::N,kevî,sınır
579,Krieg::N,çeng,savaş
580,Krieg::N,sêwaş,savaş
581,Feind::N,dijmin,düşman
582,Gewalt::N,zor,zor
583,Gewalt::N,zor,cebir
584,Kampf::N,şer,savaş
585,Bogen[Waffe]::N,kêvan,yay
586,Pfeil::N,çîrik,ok
587,Gewehr::N,tifing,tüfek
588,Fehler::N,şaşî,hata
589,Fehler::N,şaşî,yanlış
590,Lüge::N,derew,yalan
591,Schaden::N,xisar,zarar
592,Unglück::N,bêbextî,felâket
593,Unglück::N,bêbextî,talihsizlik
594,Schuld::N,suç,suç
595,Schuld::N,suç,kabahat
596,Alter::N,temen,yaş
597,Schluss::N,girtin,son
598,Zeit::N,çax,zaman
599,Tag::N,roj,gün
600,Morgen::N,sibeh,sabah
601,Mittag::N,nîro,öğle
602,Abend::N,êvar,akşam
603,Nacht::N,şev,gece
604,Woche::N,heftî,hafta
605,Monat::N,meh,ay
606,Jahr::N,sal,yıl
607,Jahr::N,sal,sene
608,Frühling::N,bihar,ilkbahar
609,Sommer::N,havîn,yaz
610,Herbst::N,payîz,güz
611,Herbst::N,payîz,sonbahar
612,Winter::N,zistan,kış
613,Januar::N,çile,ocak
614,Februar::N,sibat,şubat
615,März::N,adar,mart
616,April::N,nîsan,nisan
617,Mai::N,gûlan,mayıs
618,Juni::N,hezîran,haziran
619,Juli::N,tîmeh,temmuz
620,August::N,tebax,ağustos
621,September::N,îlon,eylül
622,Oktober::N,çotmeh,ekim
623,November::N,mijdar,kasım
624,Dezember::N,kanûn,aralık
625,Montag::N,duşemb,pazartesi
626,Dienstag::N,sêşem,salı
627,Mittwoch::N,çarşemb,çarşamba
628,Donnerstag::N,pêşemb,perşembe
629,Freitag::N,în,cuma
630,Samstag::N,şemî,cumartesi
631,Sonntag::N,yekşemb,pazar
632,groß::A,mezin,büyük
633,klein::A,çûçik,ufak
634,klein::A,çûçik,küçük
635,lang::A,dirêj,uzun
636,kurz::A,kin,kısa
637,breit::A,fireh,enli
638,breit::A,fireh,geniş
639,schmal::A,tenik,dar
640,dicht::A,gir,sık
641,dicht::A,gir,yoğun
642,dick[Gegenstand]::A,şîşman,kalın
643,dick[Gegenstand]::A,şîşman,iri
644,dünn::A,zirav,ince
645,fein::A,tenik,ince
646,fein::A,tenik,narin
647,fest::A,saxlem,sabit
648,fest::A,saxlem,sağlam
649,flach::A,pahn,düz
650,flach::A,pahn,yassı
651,glatt::A,dûz,düz
652,glatt::A,şayîk,düz
653,hart::A,hişk,katı
654,weich::A,nerm,yumuşak
655,rund::A,gilover,yuvarlak
656,spitz::A,pîj,sivri
657,scharf::A,tûj,keskin
658,stumpf::A,ne tûj,kör
659,schwer::A,giran,ağır
660,schön::A,xweş,güzel
661,schön::A,xweşik,güzel
662,heiß::A,kelandî,kızgın
663,warm::A,germ,sıcak
664,kalt::A,sar,soğuk
665,kühl::A,jemîrî,serin
666,frisch::A,ter,taze
667,feucht::A,şil,nemli
668,feucht::A,şil,rutubetli
669,nass::A,şilek,yaş
670,nass::A,şilek,ıslak
671,trocken::A,zuwa,kuru
672,voll::A,tijî,dolu
673,voll::A,tijî,dolmuş
674,leer::A,vala,boş
675,offen::A,vekirî,açık
676,geschlossen::A,asê,kapalı
677,sauber::A,pakij,pak
678,sauber::A,pakij,temiz
679,schmutzig::A,lewitî,pis
680,schmutzig::A,lewitî,kirli
681,roh::A,xav,çiğ
682,reif::A,gihaştî,olgun
683,lecker::A,xweş,lezzetli
684,süß::A,şîrîn,tatlı
685,süß::A,şîrîn,şekerli
686,bitter::A,tahl,acı
687,sauer::A,tirş,ekşi
688,hell::A,ronî,aydınlık
689,dunkel::A,tarî,karanlık
690,schwarz::A,reş,kara
691,schwarz::A,reş,siyah
692,weiß::A,sipî,ak
693,weiß::A,sipî,beyaz
694,rot::A,sor,kırmızı
695,gelb::A,zer,sarı
696,blau::A,şîn,mavi
697,grün::A,şîn,yeşil
698,grau::A,gewr,boz
699,bunt::A,rengîn,renkli
700,billig::A,erzan,ucuz
701,teuer::A,biha,pahalı
702,wertvoll::A,hêja,değerli
703,wertvoll::A,giranbiha,değerli
704,blind::A,kor,kör
705,taub::A,kerr,sağır
706,kräftig::A,gir,dinç
707,kräftig::A,gir,kuvvetli
708,kräftig::A,xurt,dinç
709,kräftig::A,xurt,kuvvetli
710,stark::A,xurt,güçlü
711,stark::A,xurt,kuvvetli
712,schwach::A,kesad,zayıf
713,schwach::A,kesad,güçsüz
714,fett::A,qelew,şişman
715,schlank::A,zirav,narin
716,hübsch::A,xweşik,güzel
717,hübsch::A,xweşik,sevimli
718,böse::A,xerab,kötü
719,böse::A,aciz,kötü
720,dumm::A,gêj,aptal
721,faul::A,têmbêl,tembel
722,fleißig::A,jêhatî,çalışkan
723,geizig::A,destgirtî,cimri
724,klug::A,baqil,zekî
725,klug::A,baqil,akıllı
726,geschickt::A,zîrek,becerikli
727,geschickt::A,ziring,becerikli
728,lieb::A,delal,sevimli
729,lustig::A,kêfxweş,neşeli
730,sanft::A,nazenîn,nazik
731,hungrig::A,birçî,aç
732,krank::A,nexweş,hasta
733,krank::A,nexweş,rahatsız
734,nackt::A,rût,çıplak
735,nackt::A,tazî,çıplak
736,traurig::A,xemgîn,kederli
737,traurig::A,xemgîn,üzüntülü
738,lebendig::A,bisaxî,canlı
739,gut::A,baş,iyi
740,schlecht::A,xerab,kötü
741,richtig::A,rast,doğru
742,richtig::A,saxlem,doğru
743,schlimm::A,nebaş,kötü
744,wahr::A,rast,doğru
745,wahr::A,rast,gerçek
746,alt::A,pîr,eski
747,alt::A,kevn,eski
748,neu::A,nû,yeni
749,ehemalig::A,kevnar,önceki
750,ehemalig::A,peşidar,önceki
751,alt[Lebewesen]::A,pîr,yaşlı
752,jung::A,xort,genç
753,arm::A,feqîr,fakir
754,arm::A,desteng,fakir
755,reich::A,dewlemend,zengin
756,bekannt::A,naskirî,bilinen
757,berühmt::A,navdar,ünlü
758,berühmt::A,navdar,meşhur
759,fremd::A,xerîb,yabancı
760,verschieden::A,çîhê,ayrı
761,verschieden::A,çîhê,farklı
762,nah::A,nêzîk,yakın
763,nah::A,nêzîk,bitişik
764,fern::A,dûr,uzak
765,linker::A,çepê,sol
766,rechter::A,rastê,sağ
767,anderer::A,yê din,diğer
768,erster::A,yekemîn,ilk
769,erster::A,yekemîn,birinci
770,zweiter::A,duda,ikinci
771,dritter::A,sisêya,üçüncü
772,letzter::A,paşîn,son
773,letzter::A,paşîn,sonuncu
774,allein::ADV,tenê,yalnız
775,allein::ADV,tenê,tek başına
776,auf einmal::ADV,jar kê,birden
777,zusammen::ADV,tev,beraber
778,zusammen::ADV,tev,birlikte
779,zusammen::ADV,bi hev re,beraber
780,zusammen::ADV,bi hev re,birlikte
781,lange::ADV,dirêj,çok
782,lange::ADV,dirêj,uzun
783,plötzlich::ADV,ji nişkave,ansızın
784,plötzlich::ADV,ji nişkave,birdenbire
785,sofort::ADV,yekser,hemen
786,sofort::ADV,yekser,derhal
787,später::ADV,paşiyê,daha sonra
788,jetzt::ADV,nuha,şimdi
789,heute::ADV,îro,bugün
790,morgen::ADV,sibeh,yarın
791,bald::ADV,nêzîk,yakında
792,dann::ADV,paşê,sonra
793,gestern::ADV,do,dün
794,einst::ADV,jar ke,eskiden
795,damals::ADV,hîngî,o zamanlar
796,danach::ADV,piştra,sonradan
797,danach::ADV,piştra,ondan sonra
798,vorher::ADV,pîşî,önce
799,vorher::ADV,pîşî,önceden
800,zuerst::ADV,bere,ilk önce
801,einmal::ADV,çarik,bir defa
802,manchmal::ADV,çarna,bazan
803,oft::ADV,gelek çaran,sık sık
804,oft::ADV,gelek çaran,çok defa
805,immer::ADV,daîm,daima
806,immer::ADV,daîm,her zaman
807,niemals::ADV,tu çar,asla değil
808,niemals::ADV,tu çar,hiçbir zaman
809,hier::ADV,li vir,burada
810,hierhin::ADV,vir,buraya
811,von hier::ADV,ji vir,buradan
812,dort::ADV,li wê derê,orada
813,dort::ADV,li wê derê,şurada
814,dorthin::ADV,wêda,oraya
815,dorthin::ADV,wêda,şuraya
816,geradeaus::ADV,rastê rast,doğru
817,vorwärts::ADV,ber bi pêş,ileri
818,rückwärts::ADV,paşpê,geri
819,zurück::ADV,paşdo,geriye
