,Concept_ID,cy,pt
132,Festland::N,tir,terra firme
133,Meer::N,môr,mar
134,Bucht::N,bae,baía
135,Insel::N,ynys,ilha
136,Blume::N,blodyn,flor
137,Gras::N,glaswellt,erva
138,Wurzel::N,gwreiddyn,raiz
139,Baum::N,coeden,árvore
140,Stamm::N,colfen,tronco
141,Stamm::N,boncyff,tronco
142,Rinde::N,rhisgl,casca
143,Ast::N,cangen,ramo
144,Zweig::N,cainc,galho
145,Zweig::N,cangen,galho
146,Blatt::N,deilen,folha
147,Birke::N,bedwen,bétula
148,Kiefer[Baum]::N,pinwydden,pinheiro
149,Weide[Baum]::N,helygen,salgueiro
150,Tanne::N,ffynidwydden,abeto
151,Horn::N,corn,corno
152,Horn::N,corn,chifre
153,Feder::N,plufyn,pena
154,Fell::N,ffwr,pele
155,Flügel::N,adain,asa
156,Klaue::N,crafanc,pata
157,Kralle::N,ewin,unha
158,Kralle::N,ewin,garra
159,Schwanz::N,cwt,rabo
160,Schwanz::N,cwt,cauda
161,Schwanz::N,cynffon,rabo
162,Schwanz::N,cynffon,cauda
163,Ei::N,wy,ovo
164,Nest::N,nyth,ninho
165,Bau::N,ffau,toca
166,Bau::N,ffau,covil
167,Tier::N,anifail,animal
168,Herde::N,praidd,rebanho
169,Herde::N,diadell,rebanho
170,Kuh::N,buwch,vaca
171,Bulle::N,tarw,touro
172,Pferd::N,ceffyl,cavalo
173,Schaf::N,dafad,ovelha
174,Schwein::N,mochyn,porco
175,Hund::N,ci,cão
176,Katze::N,cath,gata
177,Bär::N,arth,urso
178,Eichhörnchen::N,gwiwer,esquilo
179,Elch::N,elc,alce
180,Fuchs::N,cadno,raposa
181,Hase::N,ysgyfarnog,lebre
182,Maus::N,llygoden,rato
183,Wolf::N,blaidd,lobo
184,Vogel::N,aderyn,ave
185,Vogel::N,aderyn,pássaro
186,Schwarm::N,haid,bando
187,Schwarm::N,haid,enxame
188,Huhn::N,cyw,galinha
189,Hahn::N,ceiliog,galo
190,Gans::N,gŵydd,ganso
191,Adler::N,eryr,águia
192,Ente::N,hwyad,pata
193,Eule::N,tylluan,mocho
194,Eule::N,tylluan,coruja
195,Kranich::N,garan,grou
196,Kranich::N,crychydd,grou
197,Krähe::N,brân,gralha
198,Kuckuck::N,cog,cuco
199,Kuckuck::N,cwcw,cuco
200,Schwan::N,alarch,cisne
201,Fisch::N,pysgod,peixe
202,Barsch::N,draenog,perca
203,Hecht::N,penhwyad,lúcio
204,Schlange[Tier]::N,neidr,serpente
205,Wurm::N,abwydyn,verme
206,Wurm::N,pryf genwair,verme
207,Spinne::N,cor,aranha
208,Spinne::N,pryf copyn,aranha
209,Ameise::N,morgrugyn,formiga
210,Laus::N,lleuen,piolho
211,Mücke::N,gwybedyn,mosquito
212,Fliege::N,cleren,mosca
213,Schmetterling::N,glöyn byw,borboleta
214,Schmetterling::N,iâr fach yr haf,borboleta
215,Beere::N,aeronen,bago
216,Apfel::N,afal,maçã
217,Pilz::N,madarch,fungo
218,Pilz::N,madarch,cogumelo
219,Zwiebel::N,nionyn,cebola
220,Zwiebel::N,winwnsyn,cebola
221,Saat::N,had,sementeira
222,Korn::N,grawn,grão
223,Heu::N,gwair,feno
224,Schale::N,croen,casca
225,Schale::N,plisgyn,casca
226,Grube::N,pwll,cova
227,Grube::N,pwll,fossa
228,Grube::N,pydew,cova
229,Grube::N,pydew,fossa
230,Falle::N,magl,armadilha
231,Schlinge::N,cwlwm rhedeg,laço
232,Spur::N,ôl,pista
233,Spur::N,ôl,vestígio
234,Asche::N,lludw,cinza
235,Dreck::N,baw,sujidade
236,Dreck::N,budreddi,sujidade
237,Eisen::N,haearn,ferro
238,Gold::N,aur,ouro
239,Silber::N,arian,prata
240,Kohle::N,glo,carvão
241,Glas::N,gwydr,vidro
242,Lehm::N,clai,barro
243,Lehm::N,clai,argila
244,Sand::N,tywod,areia
245,Mensch::N,dyn,homem
246,Mensch::N,dyn,pessoa
247,Mann::N,dyn,homem
248,Frau::N,merch,mulher
249,Frau::N,gwraig,mulher
250,Kind::N,plentyn,filho
251,Kind::N,plentyn,criança
252,Junge::N,hogyn,rapaz
253,Junge::N,hogyn,menino
254,Junge::N,bachgen,rapaz
255,Junge::N,bachgen,menino
256,Mädchen::N,merch,menina
257,Mädchen::N,merch,rapariga
258,Mädchen::N,geneth,menina
259,Mädchen::N,geneth,rapariga
260,Familie::N,teulu,família
261,Familie::N,tylwyth,família
262,Großvater::N,taid,avô
263,Großvater::N,tad-cu,avô
264,Großmutter::N,nain,avó
265,Großmutter::N,mam-gu,avó
266,Eltern::N,rhieni,pais
267,Vater::N,tad,pai
268,Mutter::N,mam,mãe
269,Sohn::N,mab,filho
270,Tochter::N,merch,filha
271,Bruder::N,brawd,irmão
272,Schwester::N,chwaer,irmã
273,Onkel::N,ewythr,tio
274,Tante::N,modryb,tia
275,Ehemann::N,gŵr,esposo
276,Ehefrau::N,gwraig,esposa
277,Freude::N,gorfoledd,prazer
278,Freude::N,gorfoledd,alegria
279,Gelächter::N,chwerthin,risada
280,Gelächter::N,chwerthin,gargalhada
281,Glück::N,hapusrwydd,felicidade
282,Kummer::N,galar,aflição
283,Kummer::N,galar,desgosto
284,Wunsch::N,dymuniad,desejo
285,Lust::N,chwant,vontade
286,Geist::N,ysbryd,mente
287,Geist::N,ysbryd,espírito
288,Gedanke::N,meddwl,ideia
289,Gedanke::N,meddwl,pensamento
290,Gedächtnis::N,cof,memória
291,Verstand::N,meddwl,razão
292,Verstand::N,meddwl,inteligência
293,Sinn::N,ystyr,sentido
294,Sinn::N,ystyr,significado
295,Grund::N,achos,causa
296,Grund::N,achos,motivo
297,Grund::N,rheswm,causa
298,Grund::N,rheswm,motivo
299,Wahrheit::N,gwir,verdade
300,Wahrheit::N,gwirionedd,verdade
301,Gespräch::N,sgwrs,conversa
302,Gespräch::N,sgwrs,conversação
303,Märchen::N,chwedl werin,conto
304,Erzählung::N,stori,conto
305,Erzählung::N,stori,narrativa
306,Nachricht::N,neges,mensagem
307,Neuigkeit::N,newydd,notícia
308,Neuigkeit::N,newydd,novidade
309,Name::N,enw,nome
310,Rätsel::N,pos,adivinha
311,Rede::N,araith,oração
312,Rede::N,araith,discurso
313,Sprache::N,iaith,língua
314,Stimme::N,llais,voz
315,Wort::N,gair,palavra
316,Zeichen::N,arwydd,marca
317,Ruf::N,galwad,grito
318,Ruf::N,galwad,chamada
319,Lärm::N,trwst,ruído
320,Lärm::N,trwst,barulho
321,Laut::N,sain,som
322,Ton::N,tôn,tom
323,Lied::N,cân,canção
324,Ruhe::N,tawelwch,calma
325,Ruhe::N,tawelwch,silêncio
326,Leute::N,pobl,gente
327,Leute::N,pobl,pessoas
328,Volk::N,pobl,povo
329,Volk::N,pobl,nação
330,Arbeit::N,gwaith,trabalho
331,Gast::N,gwestai,hóspede
332,Gast::N,gwestai,convidado
333,Geschenk::N,rhodd,prenda
334,Geschenk::N,rhodd,presente
335,Geschenk::N,anrheg,prenda
336,Geschenk::N,anrheg,presente
337,Spiel::N,chwarae,jogo
338,Gesellschaft::N,cwmni,companhia
339,Hilfe::N,cymorth,ajuda
340,Hilfe::N,cymorth,socorro
341,Freund::N,cyfaill,amigo
342,Kamerad::N,cydymaith,camarada
343,Angelegenheit::N,pwnc,assunto
344,Anzahl::N,cyfrif,número
345,Anzahl::N,cyfrif,quantidade
346,Art::N,bath,tipo
347,Art::N,bath,espécie
348,Stück::N,darn,pedaço
349,Teil::N,rhan,peça
350,Teil::N,rhan,parte
351,Hälfte::N,hanner,metade
352,Kreis::N,cylch,círculo
353,Kreuz::N,croes,cruz
354,Linie::N,llinell,linha
355,Strich::N,strôc,traço
356,Strich::N,trawiad,traço
357,Abstand::N,bwlch,distância
358,Abstand::N,pellter,distância
359,Entfernung::N,pellter,distância
360,Gegend::N,cylch,área
361,Gegend::N,cylch,região
362,Platz::N,lle,lugar
363,Ort::N,lle,sítio
364,Seite::N,ochr,lado
365,Mitte::N,canol,meio
366,Gegenstand::N,eitem,objecto
367,Sache::N,peth,coisa
368,Rand::N,cwr,bordo
369,Rand::N,cwr,margem
370,Rand::N,ymyl,bordo
371,Rand::N,ymyl,margem
372,Kante::N,min,borda
373,Kante::N,min,aresta
374,Kante::N,ymyl,borda
375,Kante::N,ymyl,aresta
376,Ecke::N,cornel,esquina
377,Spitze::N,blaen,ponta
378,Ende::N,pen,cabo
379,Ende::N,pen,extremo
380,Loch::N,twll,furo
381,Loch::N,twll,buraco
382,Winkel::N,congl,canto
383,Winkel::N,congl,ângulo
384,Muster::N,patrwm,padrão
385,Muster::N,patrwm,desenho
386,Größe::N,maint,tamanho
387,Größe::N,maintioli,tamanho
388,Länge::N,hyd,comprimento
389,Höhe::N,uchder,altura
390,Höhe::N,uchder,altitude
391,Gewicht::N,pwysau,peso
392,Menge::N,swm,quantidade
393,Menge::N,maint,quantidade
394,Haufen::N,pentwr,pilha
395,Reihe::N,rhes,fila
396,Boot::N,cwch,barco
397,Ruder::N,rhwyf,remo
398,Schlitten::N,sled,trenó
399,Schlitten::N,car llusg,trenó
400,Ski::N,sgi,esqui
401,Lagerfeuer::N,coelcerth,fogueira
402,Last::N,llwyth,carga
403,Gang::N,tro,curso
404,Gang::N,tro,caminhada
405,Schritt::N,cam,passo
406,Norden::N,gogledd,norte
407,Süden::N,de,sul
408,Westen::N,gorllewin,oeste
409,Westen::N,gorllewin,ocidente
410,Osten::N,dwyrain,este
411,Osten::N,dwyrain,leste
412,Osten::N,dwyrain,oriente
413,Holz::N,pren,madeira
414,Brett::N,bwrdd,tábua
415,Brett::N,bwrdd,prancha
416,Brett::N,astell,tábua
417,Brett::N,astell,prancha
418,Platte::N,llech,laje
419,Platte::N,llech,chapa
420,Stütze::N,ateg,apoio
421,Stütze::N,ateg,suporte
422,Stütze::N,cynhalydd,apoio
423,Stütze::N,cynhalydd,suporte
424,Stange::N,polyn,vara
425,Stange::N,polyn,barra
426,Stock::N,ffon,pau
427,Stock::N,ffon,bengala
428,Stock::N,brigyn,pau
429,Stock::N,brigyn,bengala
430,Stab::N,ffon,bastão
431,Rohr::N,pibell,cano
432,Haus::N,tŷ,casa
433,Heim::N,cartref,lar
434,Heim::N,cartref,casa
435,Ofen::N,stof,estufa
436,Ofen::N,stof,aquecedor
437,Fußboden::N,llawr,piso
438,Tisch::N,bwrdd,mesa
439,Stuhl::N,cadair,cadeira
440,Wiege::N,crud,berço
441,Bett::N,gwely,cama
442,Regal::N,silff,estante
443,Regal::N,silff,prateleira
444,Kiste::N,bocs,caixa
445,Kiste::N,blwch,caixa
446,Fenster::N,ffenestr,janela
447,Tür::N,drws,porta
448,Tor::N,porth,portão
449,Zaun::N,ffens,cerca
450,Zaun::N,ffens,vedação
451,Dach::N,to,telhado
452,Leiter::N,ysgol,escada
453,Leiter::N,ysgol,escada móvel
454,Besen::N,ysgub,vassoura
455,Spaten::N,rhaw,pá
456,Schaufel::N,rhaw,pá
457,Gabel::N,fforc,garfo
458,Löffel::N,llwy,colher
459,Messer::N,cyllell,faca
460,Nagel::N,hoel,cravo
461,Netz::N,gwe,rede
462,Netz::N,rhwyd,rede
463,Haken::N,bach,gancho
464,Griff::N,carn,asa
465,Griff::N,carn,cabo
466,Schloss::N,clo,fechadura
467,Bild::N,llun,imagem
468,Bild::N,pictiwr,imagem
469,Figur::N,ffigur,figura
470,Puppe::N,dol,boneca
471,Beutel::N,cwd,saco
472,Beutel::N,cwd,bolsa
473,Bündel::N,bwndel,fardo
474,Bündel::N,coflaid,fardo
475,Tasche::N,cod,saco
476,Tasche::N,cod,bolso
477,Eimer::N,bwced,balde
478,Eimer::N,cunnog,balde
479,Deckel::N,caead,tampa
480,Geschirr::N,llestri,louça
481,Sack::N,sach,saca
482,Tasse::N,cwpan,chávena
483,Topf::N,pot,tacho
484,Topf::N,pot,panela
485,Topf::N,crochan,tacho
486,Topf::N,crochan,panela
487,Kessel::N,tegell,caldeira
488,Essen::N,pryd o fwyd,refeição
489,Nahrung::N,bwyd,comida
490,Nahrung::N,bwyd,alimento
491,Speise::N,saig,prato
492,Fleisch::N,cig,carne
493,Getreide::N,ŷd,cereais
494,Getreide::N,llafur,cereais
495,Brei::N,uwd,puré
496,Brot::N,bara,pão
497,Scheibe::N,tafell,fatia
498,Fett::N,saim,banha
499,Fett::N,saim,gordura
500,Fett::N,braster,banha
501,Fett::N,braster,gordura
502,Butter::N,ymenyn,manteiga
503,Öl::N,olew,azeite
504,Salz::N,halen,sal
505,Suppe::N,cawl,sopa
506,Suppe::N,cawl,caldo
507,Honig::N,mêl,mel
508,Milch::N,llaeth,leite
509,Milch::N,llefrith,leite
510,Tee::N,te,chá
511,Leder::N,lledr,couro
512,Wolle::N,gwlân,lã
513,Stoff::N,lliain,pano
514,Stoff::N,lliain,tecido
515,Stoff::N,brethyn,pano
516,Stoff::N,brethyn,tecido
517,Nadel::N,nodwydd,agulha
518,Faden::N,edau,fio
519,Faden::N,edefyn,fio
520,Knopf::N,botwm,botão
521,Knoten::N,cwlwm,nó
522,Farbe::N,paent,corante
523,Kleidung::N,dillad,roupa
524,Kleidung::N,dillad,vestuário
525,Kleidung::N,gwisgoedd,roupa
526,Kleidung::N,gwisgoedd,vestuário
527,Hemd::N,crys,camisa
528,Kragen::N,coler,gola
529,Ärmel::N,llawes,manga
530,Hose::N,trowsus,calça
531,Gürtel::N,gwregys,cinto
532,Mütze::N,cap,boné
533,Mütze::N,cap,barrete
534,Schuh::N,esgid,sapato
535,Stiefel::N,botasen,bota
536,Ring::N,modrwy,anel
537,Band::N,rhuban,fita
538,Band::N,rhuban,faixa
539,Kamm::N,crib,pente
540,Spiegel::N,drych,espelho
541,Riemen::N,strap,correia
542,Schnur::N,llinyn,corda
543,Schnur::N,llinyn,cordel
544,Leine::N,tennyn,trela
545,Decke::N,blanced,cobertor
546,Decke::N,gwrthban,cobertor
547,Kissen::N,clustog,almofada
548,Kissen::N,gobennydd,almofada
549,Tuch::N,sgarff,pano
550,Handtuch::N,tywel,toalha
551,Handtuch::N,lliain sychu,toalha
552,Kraft::N,grym,força
553,Stärke::N,nerth,força
554,Stärke::N,cryfder,força
555,Gesundheit::N,iechyd,saúde
556,Krankheit::N,afiechyd,doença
557,Krankheit::N,afiechyd,enfermidade
558,Krankheit::N,anhwylder,doença
559,Krankheit::N,anhwylder,enfermidade
560,Schmerz::N,poen,dor
561,Schmerz::N,gwayw,dor
562,Wunde::N,clwyf,chaga
563,Wunde::N,clwyf,ferida
564,Fieber::N,twymyn,febre
565,Arznei::N,meddyginiaeth,remédio
566,Brücke::N,pont,ponte
567,Brunnen::N,ffynnon,poço
568,Weide::N,porfa,pastagem
569,Pfad::N,llwybr,senda
570,Pfad::N,llwybr,trilho
571,Weg::N,ffordd,caminho
572,Straße::N,heol,via
573,Straße::N,heol,estrada
574,Straße::N,ffordd,via
575,Straße::N,ffordd,estrada
576,Dorf::N,pentref,aldeia
577,Stadt::N,tref,cidade
578,Brief::N,llythyr,carta
579,Buch::N,llyfr,livro
580,Buchstabe::N,llythyren,letra
581,Zeitung::N,papur newydd,jornal
582,Leben::N,bywyd,vida
583,Tod::N,marwolaeth,morte
584,Grab::N,bedd,túmulo
585,Grab::N,bedd,sepultura
586,Kirche::N,eglwys,igreja
587,Sünde::N,pechod,pecado
588,Gott::N,duw,deus
589,Arbeiter::N,gweithiwr,operário
590,Arbeiter::N,gweithiwr,trabalhador
591,Chef::N,pennaeth,chefe
592,Chef::N,pennaeth,patrão
593,Meister::N,meistr,mestre
594,Arzt::N,meddyg,médico
595,Lehrer::N,athro,professor
596,Geld::N,pres,dinheiro
597,Geld::N,arian,dinheiro
598,Geschäft::N,busnes,negócio
599,Laden::N,siop,loja
600,Preis::N,pris,preço
601,Ware::N,nwydd,mercadoria
602,Nutzen::N,elw,proveito
603,Nutzen::N,budd,proveito
604,Reichtum::N,cyfoeth,riqueza
605,Welt::N,byd,mundo
606,Land::N,gwlad,país
607,Staat::N,gwladwriaeth,Estado
608,König::N,brenin,rei
609,Macht::N,grym,poder
610,Macht::N,grym,potência
611,Macht::N,awdurdod,poder
612,Macht::N,awdurdod,potência
613,Grenze::N,ffin,fronteira
614,Grenze::N,goror,fronteira
615,Krieg::N,rhyfel,guerra
616,Feind::N,gelyn,inimigo
617,Gewalt::N,ffyrnigrwydd,violência
618,Kampf::N,brwydr,luta
619,Kampf::N,brwydr,combate
620,Bogen[Waffe]::N,bwa,arco
621,Pfeil::N,saeth,seta
622,Pfeil::N,saeth,flecha
623,Gewehr::N,dryll,espingarda
624,Fehler::N,gwall,erro
625,Fehler::N,gwall,falha
626,Fehler::N,camgymeriad,erro
627,Fehler::N,camgymeriad,falha
628,Lüge::N,celwydd,mentira
629,Lüge::N,anwiredd,mentira
630,Schaden::N,niwed,dano
631,Schaden::N,niwed,estrago
632,Schaden::N,difrod,dano
633,Schaden::N,difrod,estrago
634,Unglück::N,anffawd,desgraça
635,Schuld::N,bai,culpa
636,Alter::N,oed,idade
637,Schluss::N,diwedd,fim
638,Zeit::N,amser,tempo
639,Tag::N,dydd,dia
640,Tag::N,diwrnod,dia
641,Morgen::N,bore,manhã
642,Mittag::N,nawn,meio-dia
643,Abend::N,noswaith,noite
644,Abend::N,noswaith,tardinha
645,Nacht::N,nos,noite
646,Woche::N,wythnos,semana
647,Monat::N,mis,mês
648,Jahr::N,blwyddyn,ano
649,Frühling::N,gwanwyn,primavera
650,Sommer::N,haf,verão
651,Herbst::N,hydref,outono
652,Winter::N,gaeaf,inverno
653,Januar::N,Ionawr,Janeiro
654,Februar::N,Chwefror,Fevereiro
655,März::N,Mawrth,Março
656,April::N,Ebrill,Abril
657,Mai::N,Mai,Maio
658,Juni::N,Mehefin,Junho
659,Juli::N,Gorffennaf,Julho
660,August::N,Awst,Agosto
661,September::N,Medi,Setembro
662,Oktober::N,Hydref,Outubro
663,November::N,Tachwedd,Novembro
664,Dezember::N,Rhagfyr,Dezembro
665,Montag::N,dydd Llun,segunda-feira
666,Dienstag::N,dydd Mawrth,terça-feira
667,Mittwoch::N,dydd Mercher,quarta-feira
668,Donnerstag::N,dydd Iau,quinta-feira
669,Freitag::N,dydd Gwener,sexta-feira
670,Samstag::N,dydd Sadwrn,sábado
671,Sonntag::N,dydd Sul,domingo
672,groß::A,mawr,grande
673,klein::A,bach,pequeno
674,lang::A,hir,comprido
675,kurz::A,byr,curto
676,kurz::A,cwta,curto
677,breit::A,llydan,largo
678,schmal::A,cul,estreito
679,dicht::A,dwys,denso
680,dick[Gegenstand]::A,trwchus,grosso
681,dünn::A,tenau,delgado
682,fein::A,main,fino
683,fein::A,main,subtil
684,fest::A,cadarn,firme
685,fest::A,cadarn,sólido
686,flach::A,gwastad,plano
687,glatt::A,llyfn,liso
688,hart::A,caled,duro
689,weich::A,meddal,mole
690,rund::A,crwn,redondo
691,spitz::A,pigfain,agudo
692,scharf::A,miniog,afiado
693,stumpf::A,pŵl,rombo
694,schwer::A,trwm,pesado
695,schön::A,teg,belo
696,schön::A,teg,bonito
697,schön::A,hardd,belo
698,schön::A,hardd,bonito
699,schön::A,prydferth,belo
700,schön::A,prydferth,bonito
701,heiß::A,poeth,quente
702,warm::A,twym,quente
703,warm::A,cynnes,quente
704,kalt::A,oer,frio
705,kühl::A,oeraidd,fresco
706,frisch::A,iach,fresco
707,feucht::A,llaith,húmido
708,nass::A,gwlyb,molhado
709,trocken::A,sych,seco
710,voll::A,llawn,cheio
711,leer::A,gwag,vazio
712,offen::A,agored,aberto
713,geschlossen::A,caead,fechado
714,geschlossen::A,caeëdig,fechado
715,sauber::A,glân,limpo
716,schmutzig::A,budr,sujo
717,schmutzig::A,brwnt,sujo
718,roh::A,amrwd,cru
719,reif::A,aeddfed,maduro
720,lecker::A,blasus,delicioso
721,lecker::A,danteithiol,delicioso
722,süß::A,melys,doce
723,bitter::A,chwerw,amargo
724,sauer::A,sur,azedo
725,hell::A,disglair,claro
726,dunkel::A,tywyll,escuro
727,dunkel::A,tywyll,sombrio
728,schwarz::A,du,preto
729,weiß::A,gwyn,branco
730,rot::A,coch,vermelho
731,gelb::A,melyn,amarelo
732,blau::A,glas,azul
733,grün::A,gwyrdd,verde
734,grau::A,llwyd,cinzento
735,bunt::A,lliwgar,colorido
736,billig::A,rhad,barato
737,teuer::A,drud,caro
738,wertvoll::A,gwerthfawr,valioso
739,wertvoll::A,gwerthfawr,precioso
740,blind::A,dall,cego
741,taub::A,byddar,surdo
742,kräftig::A,nerthol,forte
743,kräftig::A,nerthol,poderoso
744,kräftig::A,grymus,forte
745,kräftig::A,grymus,poderoso
746,stark::A,cryf,forte
747,stark::A,cryf,robusto
748,stark::A,cadarn,forte
749,stark::A,cadarn,robusto
750,schwach::A,gwan,débil
751,fett::A,tew,gordo
752,schlank::A,main,esbelto
753,hübsch::A,tlws,giro
754,hübsch::A,tlws,bonito
755,böse::A,drwg,mau
756,dumm::A,twp,parvo
757,dumm::A,twp,estúpido
758,faul::A,diog,preguiçoso
759,fleißig::A,dyfal,aplicado
760,fleißig::A,dyfal,diligente
761,geizig::A,crintach,avarento
762,geizig::A,cybyddlyd,avarento
763,klug::A,deallus,prudente
764,klug::A,deallus,inteligente
765,geschickt::A,medrus,hábil
766,geschickt::A,deheuig,hábil
767,lieb::A,hoff,caro
768,lieb::A,hoff,querido
769,lieb::A,annwyl,caro
770,lieb::A,annwyl,querido
771,lustig::A,llon,alegre
772,sanft::A,mwyn,suave
773,sanft::A,mwyn,brando
774,hungrig::A,newynog,faminto
775,krank::A,sâl,doente
776,krank::A,sâl,enfermo
777,krank::A,gwael,doente
778,krank::A,gwael,enfermo
779,nackt::A,noeth,nu
780,nackt::A,noeth,despido
781,traurig::A,trist,triste
782,lebendig::A,yn fyw,vivo
783,gut::A,da,bom
784,schlecht::A,drwg,mau
785,schlecht::A,drwg,ruim
786,schlecht::A,gwael,mau
787,schlecht::A,gwael,ruim
788,richtig::A,cywir,justo
789,richtig::A,cywir,correcto
790,schlimm::A,enbyd,mau
791,schlimm::A,enbyd,grave
792,wahr::A,gwir,verdadeiro
793,alt::A,hen,velho
794,alt::A,hen,antigo
795,neu::A,newydd,novo
796,ehemalig::A,blaenorol,antigo
797,alt[Lebewesen]::A,oedrannus,velho
798,jung::A,ifanc,jovem
799,arm::A,tlawd,pobre
800,reich::A,cyfoethog,rico
801,bekannt::A,cynefin,conhecido
802,bekannt::A,cyfarwydd,conhecido
803,berühmt::A,enwog,famoso
804,berühmt::A,enwog,célebre
805,fremd::A,estron,alheio
806,fremd::A,estron,estranho
807,verschieden::A,gwahanol,diverso
808,verschieden::A,gwahanol,diferente
809,nah::A,agos,próximo
810,fern::A,pell,remoto
811,fern::A,pell,distante
812,linker::A,aswy,esquerdo
813,linker::A,chwith,esquerdo
814,rechter::A,de,direito
815,rechter::A,deau,direito
816,anderer::A,arall,outro
817,erster::A,cyntaf,primeiro
818,zweiter::A,ail,segundo
819,dritter::A,trydydd,terceiro
820,letzter::A,olaf,final
821,letzter::A,olaf,último
822,allein::ADV,unig,só
823,allein::ADV,ar ei ben ei hun,só
824,auf einmal::ADV,ar yr un pryd,de vez
825,zusammen::ADV,ynghyd,juntos
826,zusammen::ADV,gyda'i gilydd,juntos
827,lange::ADV,amser hir,muito tempo
