,Concept_ID,de,ru
177,Beere::N,Beere,ягода
178,Apfel::N,Apfel,яблоко
179,Pilz::N,Pilz,гриб
180,Zwiebel::N,Zwiebel,луковица
181,Saat::N,Saat,семя
182,Korn::N,Korn,зерно
183,Heu::N,Heu,сено
184,Schale::N,Schale,шелуха
185,Grube::N,Grube,яма
186,Falle::N,Falle,ловушка
187,Schlinge::N,Schlinge,силок
188,Spur::N,Spur,след
189,Asche::N,Asche,зола
190,Asche::N,Asche,пепел
191,Dreck::N,Dreck,грязь
192,Eisen::N,Eisen,железо
193,Gold::N,Gold,золото
194,Silber::N,Silber,серебро
195,Kohle::N,Kohle,уголь
196,Glas::N,Glas,стекло
197,Lehm::N,Lehm,глина
198,Sand::N,Sand,песок
199,Mensch::N,Mensch,человек
200,Mann::N,Mann,мужчина
201,Frau::N,Frau,женщина
202,Kind::N,Kind,ребенок
203,Junge::N,Junge,мальчик
204,Mädchen::N,Mädchen,девочка
205,Familie::N,Familie,семья
206,Großvater::N,Großvater,дедушка
207,Großmutter::N,Großmutter,бабушка
208,Eltern::N,Eltern,родители
209,Vater::N,Vater,отец
210,Mutter::N,Mutter,мать
211,Sohn::N,Sohn,сын
212,Tochter::N,Tochter,дочь
213,Bruder::N,Bruder,брат
214,Schwester::N,Schwester,сестра
215,Onkel::N,Onkel,дядя
216,Tante::N,Tante,тетя
217,Ehemann::N,Ehemann,муж
218,Ehefrau::N,Ehefrau,жена
219,Freude::N,Freude,радость
220,Gelächter::N,Gelächter,смех
221,Glück::N,Glück,счастье
222,Kummer::N,Kummer,горе
223,Wunsch::N,Wunsch,желание
224,Lust::N,Lust,влечение
225,Geist::N,Geist,дух
226,Gedanke::N,Gedanke,мысль
227,Gedächtnis::N,Gedächtnis,память
228,Verstand::N,Verstand,ум
229,Sinn::N,Sinn,смысл
230,Grund::N,Grund,повод
231,Wahrheit::N,Wahrheit,правда
232,Gespräch::N,Gespräch,беседа
233,Märchen::N,Märchen,сказка
234,Erzählung::N,Erzählung,рассказ
235,Nachricht::N,Nachricht,сообщение
236,Neuigkeit::N,Neuigkeit,новость
237,Name::N,Name,имя
238,Rätsel::N,Rätsel,загадка
239,Rede::N,Rede,речь
240,Sprache::N,Sprache,язык
241,Stimme::N,Stimme,голос
242,Wort::N,Wort,слово
243,Zeichen::N,Zeichen,знак
244,Ruf::N,Ruf,зов
245,Lärm::N,Lärm,шум
246,Laut::N,Laut,звук
247,Ton::N,Ton,звучание
248,Lied::N,Lied,песня
249,Ruhe::N,Ruhe,покой
250,Leute::N,Leute,люди
251,Volk::N,Volk,народ
252,Arbeit::N,Arbeit,работа
253,Gast::N,Gast,гость
254,Geschenk::N,Geschenk,подарок
255,Spiel::N,Spiel,игра
256,Gesellschaft::N,Gesellschaft,общество
257,Hilfe::N,Hilfe,помощь
258,Freund::N,Freund,друг
259,Kamerad::N,Kamerad,приятель
260,Angelegenheit::N,Angelegenheit,дело
261,Anzahl::N,Anzahl,количество
262,Art::N,Art,вид
263,Stück::N,Stück,кусок
264,Teil::N,Teil,часть
265,Hälfte::N,Hälfte,половина
266,Kreis::N,Kreis,круг
267,Kreuz::N,Kreuz,крест
268,Linie::N,Linie,линия
269,Strich::N,Strich,черта
270,Abstand::N,Abstand,промежуток
271,Entfernung::N,Entfernung,расстояние
272,Gegend::N,Gegend,местность
273,Platz::N,Platz,пространство
274,Ort::N,Ort,место
275,Seite::N,Seite,сторона
276,Mitte::N,Mitte,середина
277,Gegenstand::N,Gegenstand,предмет
278,Sache::N,Sache,вещь
279,Rand::N,Rand,край
280,Kante::N,Kante,ребро
281,Ecke::N,Ecke,угол
282,Spitze::N,Spitze,кончик
283,Ende::N,Ende,конец
284,Loch::N,Loch,дыра
285,Winkel::N,Winkel,угол
286,Muster::N,Muster,узор
287,Größe::N,Größe,размер
288,Länge::N,Länge,длина
289,Höhe::N,Höhe,высота
290,Gewicht::N,Gewicht,вес
291,Menge::N,Menge,количество
292,Haufen::N,Haufen,куча
293,Reihe::N,Reihe,ряд
294,Boot::N,Boot,лодка
295,Ruder::N,Ruder,весло
296,Schlitten::N,Schlitten,сани
297,Ski::N,Ski,лыжа
298,Lagerfeuer::N,Lagerfeuer,костер
299,Last::N,Last,тяжесть
300,Gang::N,Gang,ход
301,Schritt::N,Schritt,шаг
302,Norden::N,Norden,север
303,Süden::N,Süden,юг
304,Westen::N,Westen,запад
305,Osten::N,Osten,восток
306,Holz::N,Holz,древесина
307,Brett::N,Brett,доска
308,Platte::N,Platte,плита
309,Stütze::N,Stütze,подпорка
310,Stange::N,Stange,жердь
311,Stock::N,Stock,палка
312,Stab::N,Stab,шест
313,Rohr::N,Rohr,труба
314,Haus::N,Haus,дом
315,Heim::N,Heim,дом
316,Ofen::N,Ofen,печь
317,Fußboden::N,Fußboden,пол
318,Tisch::N,Tisch,стол
319,Stuhl::N,Stuhl,стул
320,Wiege::N,Wiege,колыбель
321,Bett::N,Bett,постель
322,Regal::N,Regal,полка
323,Kiste::N,Kiste,ящик
324,Fenster::N,Fenster,окно
325,Tür::N,Tür,дверь
326,Tor::N,Tor,ворота
327,Zaun::N,Zaun,забор
328,Dach::N,Dach,крыша
329,Leiter::N,Leiter,лестница
330,Besen::N,Besen,метла
331,Spaten::N,Spaten,лопата
332,Schaufel::N,Schaufel,совок
333,Gabel::N,Gabel,вилка
334,Löffel::N,Löffel,ложка
335,Messer::N,Messer,нож
336,Nagel::N,Nagel,гвоздь
337,Netz::N,Netz,сеть
338,Haken::N,Haken,крюк
339,Griff::N,Griff,ручка
340,Schloss::N,Schloss,замок
341,Bild::N,Bild,картина
342,Figur::N,Figur,фигура
343,Puppe::N,Puppe,кукла
344,Beutel::N,Beutel,мешок
345,Bündel::N,Bündel,связка
346,Tasche::N,Tasche,сумка
347,Eimer::N,Eimer,ведро
348,Deckel::N,Deckel,крышка
349,Geschirr::N,Geschirr,посуда
350,Sack::N,Sack,мешок
351,Tasse::N,Tasse,чашка
352,Topf::N,Topf,кастрюля
353,Kessel::N,Kessel,котел
354,Essen::N,Essen,еда
355,Nahrung::N,Nahrung,пища
356,Speise::N,Speise,блюдо
357,Speise::N,Speise,кушанье
358,Fleisch::N,Fleisch,мясо
359,Getreide::N,Getreide,хлеб
360,Brei::N,Brei,каша
361,Brot::N,Brot,хлеб
362,Scheibe::N,Scheibe,ломоть
363,Fett::N,Fett,жир
364,Butter::N,Butter,масло
365,Öl::N,Öl,масло
366,Salz::N,Salz,соль
367,Suppe::N,Suppe,суп
368,Honig::N,Honig,мед
369,Milch::N,Milch,молоко
370,Tee::N,Tee,чай
371,Leder::N,Leder,кожа
372,Wolle::N,Wolle,шерсть
373,Stoff::N,Stoff,ткань
374,Nadel::N,Nadel,игла
375,Faden::N,Faden,нитка
376,Knopf::N,Knopf,пуговица
377,Knoten::N,Knoten,узел
378,Farbe::N,Farbe,краска
379,Kleidung::N,Kleidung,одежда
380,Hemd::N,Hemd,рубашка
381,Kragen::N,Kragen,воротник
382,Ärmel::N,Ärmel,рукав
383,Hose::N,Hose,брюки
384,Gürtel::N,Gürtel,пояс
385,Mütze::N,Mütze,шапка
386,Schuh::N,Schuh,ботинок
387,Stiefel::N,Stiefel,сапог
388,Ring::N,Ring,кольцо
389,Band::N,Band,лента
390,Kamm::N,Kamm,расческа
391,Spiegel::N,Spiegel,зеркало
392,Riemen::N,Riemen,ремень
393,Schnur::N,Schnur,веревка
394,Leine::N,Leine,поводок
395,Decke::N,Decke,одеяло
396,Kissen::N,Kissen,подушка
397,Tuch::N,Tuch,платок
398,Handtuch::N,Handtuch,полотенце
399,Kraft::N,Kraft,сила
400,Stärke::N,Stärke,крепость
401,Gesundheit::N,Gesundheit,здоровье
402,Krankheit::N,Krankheit,болезнь
403,Schmerz::N,Schmerz,боль
404,Wunde::N,Wunde,рана
405,Fieber::N,Fieber,лихорадка
406,Fieber::N,Fieber,температура
407,Arznei::N,Arznei,лекарство
408,Brücke::N,Brücke,мост
409,Brunnen::N,Brunnen,колодец
410,Weide::N,Weide,пастбище
411,Pfad::N,Pfad,тропа
412,Weg::N,Weg,путь
413,Weg::N,Weg,дорога
414,Straße::N,Straße,улица
415,Straße::N,Straße,дорога
416,Dorf::N,Dorf,деревня
417,Stadt::N,Stadt,город
418,Brief::N,Brief,письмо
419,Buch::N,Buch,книга
420,Buchstabe::N,Buchstabe,буква
421,Zeitung::N,Zeitung,газета
422,Leben::N,Leben,жизнь
423,Tod::N,Tod,смерть
424,Grab::N,Grab,могила
425,Kirche::N,Kirche,церковь
426,Sünde::N,Sünde,грех
427,Gott::N,Gott,бог
428,Arbeiter::N,Arbeiter,рабочий
429,Chef::N,Chef,начальник
430,Meister::N,Meister,мастер
431,Arzt::N,Arzt,врач
432,Lehrer::N,Lehrer,учитель
433,Geld::N,Geld,деньги
434,Geschäft::N,Geschäft,занятие
435,Laden::N,Laden,магазин
436,Preis::N,Preis,цена
437,Ware::N,Ware,товар
438,Nutzen::N,Nutzen,выгода
439,Reichtum::N,Reichtum,богатство
440,Welt::N,Welt,мир
441,Land::N,Land,страна
442,Staat::N,Staat,государство
443,König::N,König,король
444,Macht::N,Macht,власть
445,Grenze::N,Grenze,граница
446,Krieg::N,Krieg,война
447,Feind::N,Feind,враг
448,Gewalt::N,Gewalt,насилие
449,Kampf::N,Kampf,борьба
450,Bogen[Waffe]::N,Bogen,лук
451,Pfeil::N,Pfeil,стрела
452,Gewehr::N,Gewehr,ружье
453,Fehler::N,Fehler,ошибка
454,Lüge::N,Lüge,ложь
455,Schaden::N,Schaden,вред
456,Unglück::N,Unglück,беда
457,Schuld::N,Schuld,вина
458,Alter::N,Alter,возраст
459,Schluss::N,Schluss,окончание
460,Zeit::N,Zeit,время
461,Tag::N,Tag,день
462,Morgen::N,Morgen,утро
463,Mittag::N,Mittag,полдень
464,Abend::N,Abend,вечер
465,Nacht::N,Nacht,ночь
466,Woche::N,Woche,неделя
467,Monat::N,Monat,месяц
468,Jahr::N,Jahr,год
469,Frühling::N,Frühling,весна
470,Sommer::N,Sommer,лето
471,Herbst::N,Herbst,осень
472,Winter::N,Winter,зима
473,Januar::N,Januar,январь
474,Februar::N,Februar,февраль
475,März::N,März,март
476,April::N,April,апрель
477,Mai::N,Mai,май
478,Juni::N,Juni,июнь
479,Juli::N,Juli,июль
480,August::N,August,август
481,September::N,September,сентябрь
482,Oktober::N,Oktober,октябрь
483,November::N,November,ноябрь
484,Dezember::N,Dezember,декабрь
485,Montag::N,Montag,понедельник
486,Dienstag::N,Dienstag,вторник
487,Mittwoch::N,Mittwoch,среда
488,Donnerstag::N,Donnerstag,четверг
489,Freitag::N,Freitag,пятница
490,Samstag::N,Samstag,суббота
491,Sonntag::N,Sonntag,воскресенье
492,groß::A,groß,большой
493,klein::A,klein,маленький
494,lang::A,lang,длинный
495,kurz::A,kurz,короткий
496,breit::A,breit,широкий
497,schmal::A,schmal,узкий
498,dicht::A,dicht,густой
499,dick[Gegenstand]::A,dick,толстый
500,dünn::A,dünn,тонкий
501,fein::A,fein,тонкий
502,fest::A,fest,крепкий
503,flach::A,flach,плоский
504,glatt::A,glatt,гладкий
505,hart::A,hart,твердый
506,weich::A,weich,мягкий
507,rund::A,rund,круглый
508,spitz::A,spitz,остроконечный
509,scharf::A,scharf,острый
510,stumpf::A,stumpf,тупой
511,schwer::A,schwer,тяжелый
512,schön::A,schön,красивый
513,heiß::A,heiß,жаркий
514,warm::A,warm,теплый
515,kalt::A,kalt,холодный
516,kühl::A,kühl,прохладный
517,frisch::A,frisch,свежий
518,feucht::A,feucht,влажный
519,nass::A,nass,мокрый
520,trocken::A,trocken,сухой
521,voll::A,voll,полный
522,voll::A,voll,наполненный
523,leer::A,leer,пустой
524,offen::A,offen,открытый
525,geschlossen::A,geschlossen,закрытый
526,sauber::A,sauber,чистый
527,schmutzig::A,schmutzig,грязный
528,roh::A,roh,сырой
529,reif::A,reif,зрелый
530,lecker::A,lecker,вкусный
531,süß::A,süß,сладкий
532,bitter::A,bitter,горький
533,sauer::A,sauer,кислый
534,hell::A,hell,светлый
535,dunkel::A,dunkel,темный
536,schwarz::A,schwarz,черный
537,weiß::A,weiß,белый
538,rot::A,rot,красный
539,gelb::A,gelb,желтый
540,blau::A,blau,синий
541,grün::A,grün,зеленый
542,grau::A,grau,серый
543,bunt::A,bunt,пестрый
544,billig::A,billig,дешевый
545,teuer::A,teuer,дорогой
546,wertvoll::A,wertvoll,ценный
547,blind::A,blind,слепой
548,taub::A,taub,глухой
549,kräftig::A,kräftig,могучий
550,stark::A,stark,сильный
551,schwach::A,schwach,слабый
552,fett::A,fett,жирный
553,schlank::A,schlank,стройный
554,hübsch::A,hübsch,прелестный
555,böse::A,böse,злой
556,dumm::A,dumm,глупый
557,faul::A,faul,ленивый
558,fleißig::A,fleißig,прилежный
559,geizig::A,geizig,жадный
560,klug::A,klug,умный
561,geschickt::A,geschickt,искусный
562,lieb::A,lieb,милый
563,lustig::A,lustig,веселый
564,sanft::A,sanft,нежный
565,hungrig::A,hungrig,голодный
566,krank::A,krank,больной
567,nackt::A,nackt,голый
568,traurig::A,traurig,грустный
569,lebendig::A,lebendig,живой
570,gut::A,gut,хороший
571,schlecht::A,schlecht,плохой
572,richtig::A,richtig,правильный
573,schlimm::A,schlimm,отвратительный
574,schlimm::A,schlimm,мерзкий
575,wahr::A,wahr,настоящий
576,alt::A,alt,старый
577,neu::A,neu,новый
578,ehemalig::A,ehemalig,бывший
579,alt[Lebewesen]::A,alt,пожилой
580,jung::A,jung,молодой
581,arm::A,arm,бедный
582,reich::A,reich,богатый
583,bekannt::A,bekannt,знакомый
584,berühmt::A,berühmt,знаменитый
585,fremd::A,fremd,чужой
586,verschieden::A,verschieden,разный
587,nah::A,nah,близкий
588,fern::A,fern,далекий
589,linker::A,linker,левый
590,rechter::A,rechter,правый
591,anderer::A,anderer,другой
592,erster::A,erster,первый
593,zweiter::A,zweiter,второй
594,dritter::A,dritter,третий
595,letzter::A,letzter,последний
596,allein::ADV,allein,один
597,auf einmal::ADV,auf einmal,сразу
598,zusammen::ADV,zusammen,вместе
599,lange::ADV,lange,долго
600,plötzlich::ADV,plötzlich,вдруг
601,sofort::ADV,sofort,тотчас
602,später::ADV,später,позже
603,jetzt::ADV,jetzt,сейчас
604,heute::ADV,heute,сегодня
605,morgen::ADV,morgen,завтра
606,bald::ADV,bald,скоро
607,dann::ADV,dann,потом
608,gestern::ADV,gestern,вчера
609,einst::ADV,einst,однажды
610,damals::ADV,damals,тогда
611,danach::ADV,danach,затем
612,vorher::ADV,vorher,раньше
613,zuerst::ADV,zuerst,сперва
614,einmal::ADV,einmal,раз
615,manchmal::ADV,manchmal,иногда
616,oft::ADV,oft,часто
617,immer::ADV,immer,всегда
618,niemals::ADV,niemals,никогда
619,hier::ADV,hier,здесь
620,hierhin::ADV,hierhin,сюда
621,von hier::ADV,von hier,отсюда
622,dort::ADV,dort,там
623,dorthin::ADV,dorthin,туда
624,geradeaus::ADV,geradeaus,прямо
625,vorwärts::ADV,vorwärts,вперед
626,rückwärts::ADV,rückwärts,назад
627,zurück::ADV,zurück,обратно
628,unten::ADV,unten,внизу
629,hinab::ADV,hinab,вниз
630,oben::ADV,oben,наверху
631,hinauf::ADV,hinauf,вверх
632,überall::ADV,überall,везде
633,nicht::ADV,nicht,не
634,ein wenig::ADV,ein wenig,немного
635,kaum::ADV,kaum,едва
636,sehr::ADV,sehr,очень
637,so::ADV,so,так
638,noch::ADV,noch,еще
639,nur::ADV,nur,только
640,schon::ADV,schon,уже
641,wieder::ADV,wieder,опять
642,vergebens::ADV,vergebens,напрасно
643,vor::PRP,vor,перед
644,hinter::PRP,hinter,за
645,hinter::PRP,hinter,позади
646,unter::PRP,unter,под
647,durch::PRP,durch,сквозь
648,neben::PRP,neben,возле
649,zwischen::PRP,zwischen,между
650,wegen::PRP,wegen,из-за
651,dies::PRN,dies,это
652,das::PRN,das,то
653,alles::PRN,alles,все
654,ich::PRN,ich,я
655,du::PRN,du,ты
656,er::PRN,er,он
657,wir::PRN,wir,мы
658,ihr::PRN,ihr,вы
659,sie::PRN,sie,они
660,was::FPRN,was,что
661,wer::FPRN,wer,кто
662,wo::FADV,wo,где
663,wohin::FADV,wohin,куда
664,wie::FADV,wie,как
665,warum::FADV,warum,почему
666,wieviel::FNUM,wieviel,сколько
667,eins::NUM,eins,один
668,zwei::NUM,zwei,два
669,drei::NUM,drei,три
670,vier::NUM,vier,четыре
671,fünf::NUM,fünf,пять
672,sechs::NUM,sechs,шесть
673,sieben::NUM,sieben,семь
674,acht::NUM,acht,восемь
675,neun::NUM,neun,девять
676,zehn::NUM,zehn,десять
677,elf::NUM,elf,одиннадцать
678,zwölf::NUM,zwölf,двенадцать
679,zwanzig::NUM,zwanzig,двадцать
680,dreißig::NUM,dreißig,тридцать
681,vierzig::NUM,vierzig,сорок
682,fünfzig::NUM,fünfzig,пятьдесят
683,sechzig::NUM,sechzig,шестьдесят
684,siebzig::NUM,siebzig,семьдесят
685,achtzig::NUM,achtzig,восемьдесят
686,neunzig::NUM,neunzig,девяносто
687,hundert::NUM,hundert,сто
688,tausend::NUM,tausend,тысяча
689,und::CNJ,und,и
690,oder::CNJ,oder,или
691,oder::CNJ,oder,либо
692,stehen::V,stehen,стоять
693,sitzen::V,sitzen,сидеть
694,liegen::V,liegen,лежать
695,hängen::V,hängen,висеть
696,werden::V,werden,стать
697,passieren::V,passieren,случиться
698,beginnen::V,beginnen,начаться
699,enden::V,enden,кончиться
700,wechseln::V,wechseln,меняться
701,aufgehen[Sonne]::V,aufgehen,взойти
702,untergehen[Sonne]::V,untergehen,зайти
703,scheinen[Sonne]::V,scheinen,светить
704,donnern::V,donnern,греметь
705,wehen::V,wehen,дуть
706,strömen::V,strömen,литься
707,fließen::V,fließen,течь
708,sich drehen::V,sich drehen,вращаться
709,schwanken::V,schwanken,колебаться
710,schwingen::V,schwingen,качаться
711,fallen::V,fallen,падать
712,brennen::V,brennen,гореть
713,rauchen::V,rauchen,дымить
714,regnen::V,regnen,дождить
715,gefrieren::V,gefrieren,замерзнуть
716,tauen::V,tauen,таять
717,schmelzen::V,schmelzen,плавиться
718,trocknen::V,trocknen,сохнуть
719,sieden::V,sieden,кипеть
720,faulen::V,faulen,гнить
721,verfaulen::V,verfaulen,сгнить
722,reißen::V,reißen,рваться
723,versinken::V,versinken,тонуть
724,vergehen::V,vergehen,проходить
725,erscheinen::V,erscheinen,появиться
726,verschwinden::V,verschwinden,исчезнуть
727,sinken::V,sinken,спадать
728,abnehmen::V,abnehmen,уменьшиться
729,zunehmen::V,zunehmen,увеличиваться
730,steigen::V,steigen,подниматься
731,wachsen::V,wachsen,расти
732,glänzen::V,glänzen,блестеть
733,funkeln::V,funkeln,сверкать
734,lärmen::V,lärmen,шуметь
735,läuten::V,läuten,звонить
736,klingeln::V,klingeln,звонить
737,klirren::V,klirren,звякать
738,brausen::V,brausen,бушевать
739,rauschen::V,rauschen,шелестеть
740,klingen::V,klingen,звучать
741,bellen::V,bellen,лаять
742,heulen::V,heulen,выть
743,blasen::V,blasen,дунуть
744,pfeifen::V,pfeifen,свистеть
745,schreien::V,schreien,кричать
746,stöhnen::V,stöhnen,стонать
747,zittern::V,zittern,дрожать
748,leben::V,leben,жить
749,geboren werden::V,geboren werden,родиться
750,atmen::V,atmen,дышать
751,trinken::V,trinken,пить
752,essen::V,essen,есть
753,essen::V,essen,кушать
754,schlucken::V,schlucken,глотать
755,müde werden::V,müde werden,устать
756,einschlafen::V,einschlafen,заснуть
757,schlafen::V,schlafen,спать
758,aufwachen::V,aufwachen,проснуться
759,aufstehen::V,aufstehen,встать
760,sich erholen::V,sich erholen,отдыхать
761,krank werden::V,krank werden,заболеть
762,krank sein::V,krank sein,болеть
763,schmerzen::V,schmerzen,болеть
764,husten::V,husten,кашлять
765,genesen::V,genesen,поправиться
766,sterben::V,sterben,умереть
767,umkommen::V,umkommen,погибнуть
768,sich bewegen::V,sich bewegen,двигаться
769,sich rühren::V,sich rühren,шевельнуться
770,sich erheben::V,sich erheben,встать
771,sich setzen::V,sich setzen,сесть
772,hinfallen::V,hinfallen,упасть
773,laufen::V,laufen,ходить
774,schreiten::V,schreiten,шагать
775,spazierengehen::V,spazierengehen,гулять
776,eilen::V,eilen,спешить
777,sich beeilen::V,sich beeilen,торопиться
778,sausen::V,sausen,мчаться
779,rennen::V,rennen,бегать
780,springen::V,springen,прыгать
781,klettern::V,klettern,лазать
782,schaukeln::V,schaukeln,раскачиваться
783,kriechen::V,kriechen,ползать
784,schwimmen::V,schwimmen,плавать
785,tauchen::V,tauchen,нырять
786,rudern::V,rudern,грести
787,fahren::V,fahren,ехать
788,fliegen::V,fliegen,летать
789,gehen::V,gehen,идти
790,weggehen::V,weggehen,уйти
791,abfahren::V,abfahren,отправиться
792,anhalten::V,anhalten,остановиться
793,hineingehen::V,hineingehen,входить
794,eintreten::V,eintreten,войти
795,kommen::V,kommen,прийти
796,ankommen::V,ankommen,прибыть
797,zurückkommen::V,zurückkommen,возвратиться
798,bleiben::V,bleiben,остаться
799,warten::V,warten,ждать
800,erwarten::V,erwarten,ожидать
801,suchen::V,suchen,искать
802,finden::V,finden,найти
803,versuchen::V,versuchen,пытаться
804,vorbereiten::V,vorbereiten,подготовить
805,lieben::V,lieben,любить
806,mögen::V,mögen,любить
807,lachen::V,lachen,смеяться
808,rühren::V,rühren,растрогать
809,weinen::V,weinen,плакать
810,schimpfen::V,schimpfen,ругаться
811,sich ärgern::V,sich ärgern,сердиться
812,sich fürchten::V,sich fürchten,бояться
813,fürchten::V,fürchten,бояться
