,Concept_ID,,hy
401,Honig::N,,մեղր
402,Milch::N,,կաթ
403,Tee::N,,թեյ
404,Leder::N,,կաշի
405,Wolle::N,,բուրդ
406,Stoff::N,,գործվածք
407,Nadel::N,,ասեղ
408,Faden::N,,թել
409,Knopf::N,,կոճակ
410,Knoten::N,,հանգույց
411,Farbe::N,,ներկ
412,Kleidung::N,,հագուստ
413,Hemd::N,,վերնաշապիկ
414,Kragen::N,,օձիք
415,Ärmel::N,,թեւք
416,Hose::N,,շալվար
417,Gürtel::N,,գոտի
418,Mütze::N,,կեպի
419,Schuh::N,,կոշիկ
420,Stiefel::N,,երկարաճիթ կոշիկ
421,Ring::N,,զնգալ
422,Band::N,,ժապավեն
423,Kamm::N,,սանր
424,Spiegel::N,,հայելի
425,Riemen::N,,փոկ
426,Schnur::N,,լար
427,Leine::N,,փոկ
428,Decke::N,,վերմակ
429,Kissen::N,,բարձ
430,Tuch::N,,թաշկինակ
431,Handtuch::N,,սրբիչ
432,Kraft::N,,ուժ
433,Stärke::N,,պնդություն
434,Stärke::N,,ամրություն
435,Gesundheit::N,,առողջություն
436,Krankheit::N,,ախտ
437,Krankheit::N,,հիվանդություն
438,Schmerz::N,,ցավ
439,Schmerz::N,,տանջանք
440,Wunde::N,,վերք
441,Fieber::N,,տենդ
442,Arznei::N,,դեղ
443,Brücke::N,,կամուրջ
444,Brunnen::N,,հոր
445,Brunnen::N,,ջրհոր
446,Weide::N,,արոտավայր
447,Pfad::N,,արահետ
448,Weg::N,,ուղի
449,Straße::N,,ճանապարհ
450,Dorf::N,,գյուղ
451,Stadt::N,,քաղաք
452,Brief::N,,նամակ
453,Buch::N,,գիրք
454,Buchstabe::N,,տառ
455,Buchstabe::N,,գիր
456,Zeitung::N,,լրագիր
457,Leben::N,,կյանք
458,Tod::N,,մահ
459,Grab::N,,գերեզման
460,Kirche::N,,եկեղեցի
461,Sünde::N,,մեղք
462,Gott::N,,աստված
463,Arbeiter::N,,բանվոր
464,Arbeiter::N,,աշխատող
465,Chef::N,,տեր
466,Meister::N,,վարպետ
467,Arzt::N,,բժիշկ
468,Lehrer::N,,ուսուցիչ
469,Geld::N,,փող
470,Geschäft::N,,գործ
471,Geschäft::N,,աշխատանք
472,Laden::N,,կրպակ
473,Laden::N,,խանութ
474,Preis::N,,գին
475,Ware::N,,ապրանք
476,Nutzen::N,,օգուտ
477,Reichtum::N,,հարստություն
478,Welt::N,,աշխարհ
479,Land::N,,երկիր
480,Staat::N,,պետություն
481,König::N,,արքա
482,König::N,,թագավոր
483,Macht::N,,իշխանություն
484,Grenze::N,,սահման
485,Krieg::N,,պատերազմ
486,Feind::N,,թշնամի
487,Gewalt::N,,բռնություն
488,Gewalt::N,,սաստկություն
489,Kampf::N,,մարտ
490,Bogen[Waffe]::N,,աղեղ
491,Pfeil::N,,նետ
492,Gewehr::N,,հրացան
493,Fehler::N,,սխալ
494,Lüge::N,,սուտ
495,Schaden::N,,վնաս
496,Unglück::N,,դժբախտություն
497,Schuld::N,,պակասություն
498,Alter::N,,հասակ
499,Schluss::N,,վերջ
500,Schluss::N,,վախճան
501,Zeit::N,,ժամանակ
502,Tag::N,,օր
503,Morgen::N,,առավոտ
504,Mittag::N,,կեսօր
505,Abend::N,,երեկո
506,Nacht::N,,գիշեր
507,Woche::N,,շաբաթ
508,Monat::N,,ամիս
509,Jahr::N,,տարի
510,Frühling::N,,գարուն
511,Sommer::N,,ամառ
512,Herbst::N,,աշուն
513,Winter::N,,ձմեռ
514,Januar::N,,հունվար
515,Februar::N,,փետրվար
516,März::N,,մարտ
517,April::N,,ապրիլ
518,Mai::N,,մայիս
519,Juni::N,,հունիս
520,Juli::N,,հուլիս
521,August::N,,օգոստոս
522,September::N,,սեպտեմբեր
523,Oktober::N,,հոկտեմբեր
524,November::N,,նոյեմբեր
525,Dezember::N,,դեկտեմբեր
526,Montag::N,,երկուշաբթի
527,Dienstag::N,,երեքշաբթի
528,Mittwoch::N,,չորեքշաբթի
529,Donnerstag::N,,հինգշաբթի
530,Freitag::N,,ուրբաթ
531,Samstag::N,,շաբաթ
532,Sonntag::N,,կիրակի
533,groß::A,,մեծ
534,groß::A,,խոշոր
535,klein::A,,պստիկ
536,klein::A,,փոքրիկ
537,lang::A,,երկար
538,kurz::A,,կարճ
539,breit::A,,լայն
540,schmal::A,,նեղ
541,dicht::A,,խիտ
542,dick[Gegenstand]::A,,հաստ
543,dünn::A,,բարակ
544,fein::A,,նուրբ
545,fest::A,,ամուր
546,fest::A,,պինդ
547,flach::A,,տափակ
548,glatt::A,,հարթ
549,hart::A,,կարծր
550,weich::A,,մեղմ
551,weich::A,,փափուկ
552,rund::A,,կլոր
553,spitz::A,,սրածայր
554,scharf::A,,սուր
555,stumpf::A,,գուլ
556,schwer::A,,ծանր
557,schön::A,,սիրուն
558,schön::A,,գեղեցիկ
559,heiß::A,,թեժ
560,warm::A,,տաք
561,warm::A,,ջերմ
562,kalt::A,,ցուրտ
563,kühl::A,,զով
564,frisch::A,,թարմ
565,feucht::A,,ղոնավ
566,nass::A,,թաց
567,trocken::A,,ցամաք
568,voll::A,,լի
569,voll::A,,լիքը
570,leer::A,,դատարկ
571,offen::A,,բաց
572,geschlossen::A,,գոց
573,sauber::A,,մաքուր
574,schmutzig::A,,կեղտոտ
575,roh::A,,հում
576,reif::A,,հասած
577,reif::A,,հասուն
578,lecker::A,,համեղ
579,süß::A,,անուշ
580,bitter::A,,կծու
581,sauer::A,,թթու
582,sauer::A,,թթված
583,hell::A,,պայծառ
584,hell::A,,խելամիտ
585,dunkel::A,,մութ
586,schwarz::A,,սեւ
587,weiß::A,,սպիտակ
588,rot::A,,կարմիր
589,gelb::A,,դեղին
590,blau::A,,կապույտ
591,grün::A,,կանաչ
592,grau::A,,գորշ
593,bunt::A,,գոյնզգոյն
594,billig::A,,էժան
595,teuer::A,,թանկ
596,wertvoll::A,,թանկարժեք
597,blind::A,,կույր
598,taub::A,,խուլ
599,kräftig::A,,հզոր
600,stark::A,,ուժեղ
601,schwach::A,,տկար
602,schwach::A,,թույլ
603,fett::A,,գեր
604,schlank::A,,նիհար
605,hübsch::A,,գրավիչ
606,hübsch::A,,սիրունիկ
607,böse::A,,չար
608,dumm::A,,հիմար
609,faul::A,,ծույլ
610,fleißig::A,,ջանասեր
611,fleißig::A,,փութաջան
612,geizig::A,,ագահ
613,geizig::A,,կծծի
614,klug::A,,խելոք
615,klug::A,,ընդունակ
616,geschickt::A,,ճարտար
617,lieb::A,,սիրելի
618,lustig::A,,զվարթ
619,sanft::A,,հեզ
620,hungrig::A,,քաղցած
621,krank::A,,հիվանդ
622,nackt::A,,մերկ
623,traurig::A,,տխուր
624,lebendig::A,,կենդանի
625,gut::A,,լավ
626,schlecht::A,,վատ
627,richtig::A,,ձիշտ
628,schlimm::A,,լղրճուկ
629,wahr::A,,ճիշտ
630,wahr::A,,իրական
631,alt::A,,հին
632,neu::A,,նոր
633,ehemalig::A,,նախկին
634,alt[Lebewesen]::A,,ծեր
635,alt[Lebewesen]::A,,պառավ
636,jung::A,,մատաղ
637,arm::A,,աղքատ
638,reich::A,,հարուստ
639,bekannt::A,,ծանոթ
640,berühmt::A,,հայտնի
641,berühmt::A,,հռչակավոր
642,fremd::A,,օտար
643,verschieden::A,,տարբեր
644,nah::A,,մոտ
645,nah::A,,մերձ
646,fern::A,,հեռավոր
647,linker::A,,ձախ
648,rechter::A,,աջ
649,anderer::A,,այլ
650,anderer::A,,ուրիշ
651,erster::A,,առաջին
652,zweiter::A,,երկրորդ
653,dritter::A,,երրորդ
654,letzter::A,,վերջին
655,allein::ADV,,միայնակ
656,auf einmal::ADV,,միասնաբար
657,zusammen::ADV,,միասին
658,zusammen::ADV,,իրար հետ
659,lange::ADV,,երկար ժամանակ
660,plötzlich::ADV,,հանկարծ
661,sofort::ADV,,իսկույն
662,später::ADV,,ավելի ուշ
663,später::ADV,,հետո
664,jetzt::ADV,,այժմ
665,heute::ADV,,այսօր
666,morgen::ADV,,վաղը
667,bald::ADV,,շուտով
668,dann::ADV,,ապա
669,dann::ADV,,հետո
670,gestern::ADV,,երեկ
671,einst::ADV,,հին ատեն
672,damals::ADV,,ատէնին
673,danach::ADV,,ապա
674,danach::ADV,,այն ժամանակ
675,vorher::ADV,,առաջ
676,zuerst::ADV,,նախ
677,einmal::ADV,,մի անգամ
678,manchmal::ADV,,երբեմն
679,oft::ADV,,հաճախ
680,immer::ADV,,միշտ
681,niemals::ADV,,երբեք
682,hier::ADV,,այստեղ
683,hierhin::ADV,,այստեղ
684,von hier::ADV,,այդտեղից
685,dort::ADV,,այնտեղ
686,dorthin::ADV,,այնտեղ
687,geradeaus::ADV,,ուղիղ
688,vorwärts::ADV,,առաջ
689,rückwärts::ADV,,դեպի ետ
690,zurück::ADV,,ետ
691,unten::ADV,,ներքեւում
692,hinab::ADV,,ներքեւ
693,oben::ADV,,վերեւում
694,hinauf::ADV,,վերեւ
695,überall::ADV,,ամենուր
696,nicht::ADV,,չէ
697,ein wenig::ADV,,մի քիչ
698,kaum::ADV,,հազիվ
699,sehr::ADV,,շատ
700,so::ADV,,այդպես
701,noch::ADV,,դեռ
702,nur::ADV,,միայն
703,schon::ADV,,արդեն
704,wieder::ADV,,նորից
705,wieder::ADV,,դարձյալ
706,vergebens::ADV,,իզուր
707,vor::PRP,,դիմացը
708,hinter::PRP,,ետեւը
709,unter::PRP,,տակ
710,durch::PRP,,միջով
711,neben::PRP,,քովը
712,zwischen::PRP,,միջեւ
713,wegen::PRP,,պատճառով
714,wegen::PRP,,շնորհից
715,dies::PRN,,սա
716,dies::PRN,,այս
717,das::PRN,,դա
718,das::PRN,,այդ
719,alles::PRN,,ամեն ինչ
720,ich::PRN,,ես
721,du::PRN,,դու
722,er::PRN,,նա
723,wir::PRN,,մենք
724,ihr::PRN,,դուք
725,sie::PRN,,նրանք
726,was::FPRN,,ինչ
727,wer::FPRN,,ով
728,wo::FADV,,ուր
729,wo::FADV,,որտեղ
730,wohin::FADV,,դեպի ուր
731,wie::FADV,,ինչպես
732,warum::FADV,,ինչու
733,wieviel::FNUM,,որչափ
734,eins::NUM,,մեկ
735,zwei::NUM,,երկու
736,drei::NUM,,երեք
737,vier::NUM,,չորս
738,fünf::NUM,,հինգ
739,sechs::NUM,,վեց
740,sieben::NUM,,յոթ
741,acht::NUM,,ութ
742,neun::NUM,,ինը
743,zehn::NUM,,տասը
744,elf::NUM,,տասնմեկ
745,zwölf::NUM,,տասներկու
746,zwanzig::NUM,,քսան
747,dreißig::NUM,,երեսուն
748,vierzig::NUM,,քառասուն
749,fünfzig::NUM,,հիսուն
750,sechzig::NUM,,վաթսուն
751,siebzig::NUM,,յոթանասուն
752,achtzig::NUM,,ութսուն
753,neunzig::NUM,,իննսուն
754,hundert::NUM,,հարյուր
755,tausend::NUM,,հազար
756,und::CNJ,,ու
757,oder::CNJ,,կամ
758,stehen::V,,կանգնել
759,sitzen::V,,նստել
760,liegen::V,,ստել
761,hängen::V,,կախվել
762,werden::V,,դառնալ
763,passieren::V,,պատահել
764,beginnen::V,,սկսվել
765,enden::V,,վերջանալ
766,wechseln::V,,փոխվել
767,aufgehen[Sonne]::V,,բարձրանալ
768,aufgehen[Sonne]::V,,ելնել 
769,untergehen[Sonne]::V,,մտնել
770,scheinen[Sonne]::V,,շողալ
771,scheinen[Sonne]::V,,փայլել
772,donnern::V,,որոտալ
773,wehen::V,,փչել
774,strömen::V,,հոսել
775,fließen::V,,հոսել
776,sich drehen::V,,պտտվել
777,schwanken::V,,տատանվել
778,schwingen::V,,ճոճվել
779,fallen::V,,ընկնել
780,brennen::V,,այրվել
781,rauchen::V,,ծխել
782,regnen::V,,անձրեւ գալ
783,gefrieren::V,,սառչել
784,tauen::V,,լկիլ
785,schmelzen::V,,հալիլ
786,trocknen::V,,չորանալ
787,sieden::V,,եռալ
788,faulen::V,,փտել
789,verfaulen::V,,նեխել
790,reißen::V,,պատռվել
791,reißen::V,,ճղվել
792,versinken::V,,սուզվել
793,vergehen::V,,անցնել 
794,erscheinen::V,,հայտնվել
795,erscheinen::V,,երեւալ
796,verschwinden::V,,անհետանալ
797,sinken::V,,ընկնել
798,abnehmen::V,,փոքրանալ
799,zunehmen::V,,մեծանալ
800,steigen::V,,բարձրանալ
801,wachsen::V,,աճել
802,glänzen::V,,նշուլել
803,glänzen::V,,փայլիլ
804,funkeln::V,,փայլատակել
805,lärmen::V,,աղմուկ հանել
806,läuten::V,,զնգալ
807,klingeln::V,,զնգալ
808,klirren::V,,զնգզնգալ
809,brausen::V,,մոլեգնել
810,rauschen::V,,սոսափել
811,klingen::V,,հնչել
812,bellen::V,,հաչել
813,heulen::V,,ոռնալ 
814,blasen::V,,փչել 
815,pfeifen::V,,սուլել
816,schreien::V,,գոռալ 
817,stöhnen::V,,տնքալ
818,zittern::V,,դողալ
819,leben::V,,ապրել
820,geboren werden::V,,ծնվել
821,atmen::V,,շնչել
822,trinken::V,,խմել
823,essen::V,,ուտել
824,schlucken::V,,կլանել
825,schlucken::V,,կուլ տալ
826,müde werden::V,,հոգնել
827,einschlafen::V,,քուն մտնել
828,schlafen::V,,քնել
829,aufwachen::V,,արթննալ
830,aufstehen::V,,ելլել
831,sich erholen::V,,հանգստանալ
832,krank werden::V,,հիւանդանալ
833,krank sein::V,,հիվանդ լինել
834,schmerzen::V,,ցավել
835,husten::V,,հազալ
836,genesen::V,,ապաքինվել
837,sterben::V,,մեռնել
838,sterben::V,,վախճանվել
839,umkommen::V,,կործանվել
840,sich bewegen::V,,ընթանալ
841,sich rühren::V,,շարժվել
842,sich erheben::V,,կանգնել
843,sich erheben::V,,վեր կենալ
844,sich setzen::V,,նստել
845,hinfallen::V,,ընկնել
846,laufen::V,,քայլել
847,schreiten::V,,ճեմել
848,spazierengehen::V,,շրջագայել
849,eilen::V,,շտապել
850,sich beeilen::V,,շտապել 
851,sausen::V,,սլանալ
852,rennen::V,,վազել
853,springen::V,,ցատկել
854,klettern::V,,մագլցել
855,schaukeln::V,,ճոճվել
856,schaukeln::V,,օրորվել
857,kriechen::V,,սողալ
858,schwimmen::V,,լողալ
859,tauchen::V,,սուզվել
860,rudern::V,,թիավարել
861,fahren::V,,ընթանալ
862,fliegen::V,,թռչել
863,gehen::V,,գնալ
864,weggehen::V,,հեռանալ
865,abfahren::V,,ճանապարհվել
866,anhalten::V,,կանգնել
867,hineingehen::V,,մտնել
868,eintreten::V,,մտնել
869,kommen::V,,գալ
870,ankommen::V,,ժամանել
871,zurückkommen::V,,վերադառնալ
872,bleiben::V,,մնալ
873,warten::V,,սպասել
874,erwarten::V,,սպասել
875,suchen::V,,որոնել
876,finden::V,,գտնել
877,versuchen::V,,փորձել
878,vorbereiten::V,,պատրաստել
879,lieben::V,,սիրել
880,mögen::V,,հավանել
881,mögen::V,,սիրել
882,lachen::V,,ծիծաղել
883,rühren::V,,հուզել
884,weinen::V,,լալ
885,schimpfen::V,,տրտնջալ
886,schimpfen::V,,քրթմնջել
887,sich ärgern::V,,զայրանալ
888,sich fürchten::V,,վախնալ
889,fürchten::V,,վախենալ
890,fliehen::V,,փախչել
891,flüchten::V,,փախչել
892,sehen::V,,տեսնել
893,anschauen::V,,դիտել
894,ansehen::V,,նայել
895,hören::V,,լսել
896,zuhören::V,,ունկնդրել
897,probieren::V,,համը տեսել
898,riechen::V,,հոտ առնել
899,fühlen::V,,զգալ
900,scheinen::V,,երեւալ
