,Concept_ID,zh,hy
782,regnen::V,下雨,անձրեւ գալ
783,gefrieren::V,结冰,սառչել
784,tauen::V,融化,լկիլ
785,schmelzen::V,溶化,հալիլ
786,trocknen::V,变干,չորանալ
787,sieden::V,煮,եռալ
788,faulen::V,腐烂,փտել
789,verfaulen::V,腐烂,նեխել
790,reißen::V,撕,պատռվել
791,reißen::V,撕,ճղվել
792,versinken::V,下沉,սուզվել
793,vergehen::V,流逝,անցնել 
794,erscheinen::V,出现,հայտնվել
795,erscheinen::V,出现,երեւալ
796,verschwinden::V,消失,անհետանալ
797,sinken::V,下降,ընկնել
798,abnehmen::V,减少,փոքրանալ
799,zunehmen::V,增加,մեծանալ
800,steigen::V,上升,բարձրանալ
801,wachsen::V,生长,աճել
802,glänzen::V,发光,նշուլել
803,glänzen::V,发光,փայլիլ
804,funkeln::V,闪烁,փայլատակել
805,lärmen::V,吵闹,աղմուկ հանել
806,läuten::V,响,զնգալ
807,klingeln::V,按铃,զնգալ
808,brausen::V,疾驶,մոլեգնել
809,klingen::V,听起来,հնչել
810,bellen::V,吠,հաչել
811,heulen::V,嗥,ոռնալ 
812,blasen::V,吹,փչել 
813,pfeifen::V,吹口哨,սուլել
814,schreien::V,叫喊,գոռալ 
815,stöhnen::V,呻吟,տնքալ
816,zittern::V,颤抖,դողալ
817,leben::V,生存,ապրել
818,geboren werden::V,出生,ծնվել
819,atmen::V,呼吸,շնչել
820,trinken::V,喝,խմել
821,essen::V,吃,ուտել
822,schlucken::V,咽,կլանել
823,schlucken::V,咽,կուլ տալ
824,müde werden::V,疲倦,հոգնել
825,einschlafen::V,入睡,քուն մտնել
826,schlafen::V,睡觉,քնել
827,aufwachen::V,睡醒,արթննալ
828,aufstehen::V,起床,ելլել
829,sich erholen::V,休养,հանգստանալ
830,krank werden::V,生病,հիւանդանալ
831,krank sein::V,生病,հիվանդ լինել
832,schmerzen::V,疼痛,ցավել
833,husten::V,咳,հազալ
834,genesen::V,痊愈,ապաքինվել
835,sterben::V,死,մեռնել
836,sterben::V,死,վախճանվել
837,umkommen::V,丧命,կործանվել
838,sich bewegen::V,移动,ընթանալ
839,sich rühren::V,动弹,շարժվել
840,sich erheben::V,站起,կանգնել
841,sich erheben::V,站起,վեր կենալ
842,sich setzen::V,坐,նստել
843,hinfallen::V,跌倒,ընկնել
844,laufen::V,步行,քայլել
845,schreiten::V,迈步,ճեմել
846,spazierengehen::V,散步,շրջագայել
847,eilen::V,急忙,շտապել
848,sich beeilen::V,赶快,շտապել 
849,sausen::V,疾驰,սլանալ
850,rennen::V,奔跑,վազել
851,springen::V,跳,ցատկել
852,klettern::V,攀缘,մագլցել
853,schaukeln::V,荡秋千,ճոճվել
854,schaukeln::V,荡秋千,օրորվել
855,kriechen::V,爬行,սողալ
856,schwimmen::V,游泳,լողալ
857,tauchen::V,潜水,սուզվել
858,rudern::V,划船,թիավարել
859,fahren::V,行驶,ընթանալ
860,fliegen::V,飞,թռչել
861,gehen::V,走,գնալ
862,weggehen::V,离去,հեռանալ
863,abfahren::V,出发,ճանապարհվել
864,anhalten::V,停住,կանգնել
865,hineingehen::V,进去,մտնել
866,eintreten::V,进入,մտնել
867,kommen::V,来,գալ
868,ankommen::V,到达,ժամանել
869,zurückkommen::V,回来,վերադառնալ
870,bleiben::V,停留,մնալ
871,warten::V,等,սպասել
872,erwarten::V,等候,սպասել
873,suchen::V,找,որոնել
874,finden::V,找到,գտնել
875,versuchen::V,尝试,փորձել
876,vorbereiten::V,预备,պատրաստել
877,lieben::V,爱,սիրել
878,mögen::V,喜欢,հավանել
879,mögen::V,喜欢,սիրել
880,lachen::V,笑,ծիծաղել
881,weinen::V,哭,լալ
882,schimpfen::V,骂,տրտնջալ
883,schimpfen::V,骂,քրթմնջել
884,sich ärgern::V,生气,զայրանալ
885,sich fürchten::V,害怕,վախնալ
886,fürchten::V,害怕,վախենալ
887,fliehen::V,逃走,փախչել
888,flüchten::V,逃跑,փախչել
889,sehen::V,看,տեսնել
890,anschauen::V,注视,դիտել
891,ansehen::V,注视,նայել
892,hören::V,听,լսել
893,zuhören::V,倾听,ունկնդրել
894,probieren::V,尝,համը տեսել
895,riechen::V,闻,հոտ առնել
896,fühlen::V,感到,զգալ
897,scheinen::V,照耀,երեւալ
898,zu sehen sein::V,可以看到,երեւալ
899,vernehmen::V,审讯,իմանալ 
900,frieren::V,觉得冷,մրսել
901,tun::V,作,անել
902,können::V,能,կարողանալ
903,wollen::V,要,ուզել
904,wollen::V,要,ցանկանալ
905,anfangen::V,开始,սկսել
906,beenden::V,结束,վերջացնել
907,aufhören::V,停止,դադարել
908,gelingen::V,成功,հաջողվել
909,gelingen::V,成功,գլուխ գալ
910,geraten::V,陷于,ստացվել
911,öffnen::V,打开,բաց անել
912,schließen::V,关,փակել 
913,stellen::V,放,դնել
914,setzen::V,放,նստեցնել
915,legen::V,摆,դնել
916,berühren::V,触,դիպչել
917,berühren::V,触,շոշափել
918,verbinden::V,联结,շաղկապել
919,bedecken::V,覆盖,ծածկել
920,aufhängen::V,挂,կախել
921,anzünden::V,点,վառել
922,aufheben::V,拾起,վերցնել
923,zurücklassen::V,遗留,թողնել
924,verlieren::V,丧失,կորցնել
925,fallen lassen::V,让掉下,գցել
926,machen::V,做,անել
927,herstellen::V,生产,արտադրել
928,bauen::V,建造,կառուցել
929,reparieren::V,修理,նորոգել
930,verbessern::V,改进,բարելավել
931,ändern::V,改变,փոխել
932,graben::V,挖,փորել
933,beugen::V,弯下,ծռել
934,biegen::V,弯,թեքել
935,drehen::V,转动,ոլորել
936,wenden::V,转动,պտտել
937,umdrehen::V,转动,շրջել
938,heben::V,举起,բարձրացնել
939,hochheben::V,抬高,բարձրացնել
940,ergreifen::V,抓住,վարակվել
941,halten::V,拿着,բռնել
942,drücken::V,压,ճնշել
943,schieben::V,推,հրել
944,kratzen::V,搔,քերել
945,lecken::V,舔,լիզել
946,beißen::V,咬,կծել
947,abreißen::V,撕下,պոկել
948,abschneiden::V,切断,կտրել 
949,binden::V,捆,կապել
950,stecken::V,插,խրել
951,brechen::V,断裂,կոտրել 
952,klopfen::V,敲,թակել
953,hauen::V,揍,ծեծել
954,kleben::V,粘,կպցնել
955,reiben::V,摩擦,շփել
956,streichen::V,涂,վրան քսել
957,schleifen::V,拖曳,սրել 
958,schneiden::V,切,կտրել
959,rütteln::V,颠簸,ցնցել
960,schütteln::V,摇动,թափահարել
961,schwenken::V,摇动,ճոճել
962,schütten::V,倒,լցնել
963,füllen::V,填满,լիքը լցնել
964,einwickeln::V,包,փաթաթել
965,tragen::V,提,կրել
966,tragen::V,提,տանել
967,schleppen::V,扛,քաշել
968,ziehen::V,拉,ձգել
969,ziehen::V,拉,քաշել
970,aufbewahren::V,保存,պահել 
971,werfen::V,扔,նետել
972,fangen::V,捕捉,
973,packen::V,抓住,հափշտակել
974,verstecken::V,藏,ծածկել
975,teilen::V,分,բաժանել
976,schicken::V,派遣,ուղարկել
977,bringen::V,带来,բերել
978,hinzufügen::V,添加,ավելացնել
979,bekommen::V,得到,հայթայթել
980,erhalten::V,接到,ստանալ
981,nehmen::V,拿,վերցնել
982,wählen::V,挑选,ընտրել
983,auswählen::V,选择,գերադասել
984,bewahren::V,保持,պահպանել
985,behindern::V,防碍,խոչընդոտել
986,verderben::V,败坏,փչացնել
987,beschädigen::V,损坏,վնասել
988,zerbrechen::V,破碎,ջարդել
989,zerbrechen::V,破碎,կոտրել
990,zerreißen::V,撕碎,պատռել
991,zerstören::V,毁坏,քանդել
992,verbrennen::V,燃烧,այրել
993,geben::V,给,տալ
994,reichen::V,递给,հանձնել
995,schenken::V,赠送,նվիրել
996,versprechen::V,许诺,խոստանալ
997,wünschen::V,祝,մաղթել
998,loben::V,表扬,գովել
999,küssen::V,亲,համբուրել
1000,wiegen::V,轻摇,օրորել
1001,zudecken::V,盖上,վրան գցել
1002,wecken::V,唤起,զարթնեցնել
1003,zeigen::V,指,ցույց տալ
1004,führen::V,带领,ուղեկցել
1005,lehren::V,教,սովորեցնել
1006,unterrichten::V,讲课,ավանդել
1007,aufziehen::V,抚养,դաստիարակել
1008,leiten::V,领导,ղեկավարել
1009,leiten::V,领导,կառավարել
1010,antreiben::V,催促,շտապեցնել
1011,lassen::V,让,ստիպել
1012,einladen::V,邀请,հրավիրել
1013,vereinigen::V,统一,միացնել
1014,besuchen::V,参观,այցելել
1015,treffen::V,会面,հանդիպել
1016,sich versammeln::V,聚集,հավաքվել
1017,spielen::V,玩,խաղալ
1018,singen::V,唱歌,երգել
1019,tanzen::V,跳舞,պարել
1020,sich trennen::V,分别,ցրվել
1021,verlassen::V,离开,լքել
1022,retten::V,救,փրկել
1023,bewachen::V,守卫,պահել
1024,schützen::V,保护,պաշտպանել
1025,verteidigen::V,保卫,պաշտպանել
1026,sich schlagen::V,打架,կռվել
1027,schießen::V,射击,կրակել
1028,siegen::V,获胜,հաղթել
1029,ärgern::V,激怒,ձանձրացնել
1030,schlagen::V,打,խփել
1031,treten::V,踢,քացի տալ
1032,stechen::V,刺,խայթել
1033,stoßen::V,撞,մղել
1034,stehlen::V,盗窃,գողանալ
1035,stören::V,干扰,խանգարել
1036,belästigen::V,打搅,անհանգստացնել
1037,verbergen::V,隐藏,թաքցնել
1038,täuschen::V,欺骗,խաբել
1039,betrügen::V,欺骗,խաբել
1040,töten::V,杀,սպանել 
1041,wohnen::V,居住,բնակվել
1042,arbeiten::V,工作,աշխատել
1043,sammeln::V,收集,հավաքել
1044,pflücken::V,采,քաղել
1045,jagen::V,打猎,որս անել
1046,fischen::V,捕鱼,ձուկ բռնել
1047,fassen::V,捉住,բռնել
1048,hüten::V,守护,արածեցնել
1049,treiben::V,漂,հովուել
1050,anbinden::V,拴,չուանել
1051,füttern::V,喂,կերակրել
1052,melken::V,挤奶,կթել
1053,hacken::V,剁细,կոտորել
1054,gießen::V,浇,ջրել
1055,reifen::V,成熟,հասունանալ 
1056,kochen::V,煮,եփել
1057,backen::V,烤,թխել
1058,braten::V,煎,տապակել
1059,umrühren::V,搅拌,խառնել
1060,stricken::V,织,գործել
1061,nähen::V,缝,կարել
1062,färben::V,染色,ներկել
1063,reinigen::V,清洁,մաքրել
1064,waschen::V,洗,լվանալ
1065,abwischen::V,擦掉,սրբել
1066,spülen::V,清洗,ողողել
1067,spülen::V,清洗,պարզաջրել
1068,fegen::V,扫,ավլել
1069,kehren::V,打扫,ավլել
1070,baden::V,给...洗澡,լողանալ
1071,sich waschen::V,洗澡,լվացվել
1072,ausziehen::V,脱,հանել
1073,anziehen::V,穿,հագնել
1074,sich anziehen::V,穿衣,հագնվել
1075,kämmen::V,梳,սանրել
1076,schmücken::V,装饰,զարդարել
1077,sagen::V,说,ասել
1078,sprechen::V,说,խոսել
1079,reden::V,讲,զրուցել
1080,sich unterhalten::V,聊天,խոսակցել
1081,fragen::V,问,հարցնել
1082,bitten::V,请,խնդրել
1083,erzählen::V,叙述,պատմել
1084,mitteilen::V,通知,հաղորդել
1085,nennen::V,叫做,անվանել
1086,rufen::V,叫,կանչել
1087,prahlen::V,吹牛,պարծենալ
1088,übersetzen::V,翻译,թարգմանել
1089,denken::V,想,մտածել
1090,glauben::V,以为,հավատալ
1091,bemerken::V,发觉,նկատել
1092,erkennen::V,识别,ճանաչել
1093,begreifen::V,理解,հասկանալ
1094,verstehen::V,明白,ըմբռնել
1095,lernen::V,学,սովորել
1096,wissen::V,知道,իմանալ
1097,sich erinnern an::V,回忆,հիշել
1098,sich erinnern an::V,回忆,մտաբերել
1099,vergessen::V,忘记,մոռանալ
1100,messen::V,测量,չափել
1101,zählen::V,数,թվել
1102,zählen::V,数,հաշվել
1103,rechnen::V,计算,հաշվել
1104,rechnen::V,计算,հաշվարկել
1105,lesen::V,读,կարդալ
1106,malen::V,画,նկարել
1107,zeichnen::V,绘制,գծել
1108,schreiben::V,写,գրել
1109,besitzen::V,占有,ունենալ
1110,besitzen::V,占有,տեր լինել
1111,kaufen::V,买,գնել
1112,verkaufen::V,卖,վաճառել
1113,bezahlen::V,付钱,վճարել
1114,zahlen::V,支付,վճարել
1115,beherrschen::V,统治,ղեկավարել
1116,ertragen::V,忍耐,դիմանալ
1117,vergebens::ADV,,իզուր
1118,klirren::V,,զնգզնգալ
1119,rauschen::V,,սոսափել
1120,rühren::V,,հուզել
1121,zubereiten::V,,պատրաստել
