,Concept_ID,mn,en
60,Hunger::N,өлсгөлөн,hunger
61,Träne::N,нулимс,tear
62,Geschmack::N,амт,flavour
63,Geschmack::N,амт,flavor
64,Geruch::N,үнэр,odour
65,Geruch::N,үнэр,odor
66,Schlaf::N,нойр,sleep
67,Traum::N,зүүд,dream
68,Himmel::N,тэнгэр,sky
69,Himmel::N,огторгуй,sky
70,Sonne::N,нар,sun
71,Mond::N,сар,moon
72,Stern::N,од,star
73,Luft::N,агаар,air
74,Wind::N,салхи,wind
75,Welle::N,долгио,wave
76,Welle::N,давалгаа,wave
77,Wasser::N,ус,water
78,Stein::N,чулуу,stone
79,Boden::N,хөрс,soil
80,Boden::N,хөрс,ground
81,Erde::N,газар,earth
82,Erde::N,шороо,earth
83,Staub::N,тоос,dust
84,Rauch::N,утаа,smoke
85,Funke::N,оч,spark
86,Feuer::N,гал,fire
87,Licht::N,гэрэл,light
88,Licht::N,гэгээ,light
89,Schatten::N,сүүдэр,shadow
90,Wetter::N,тэнгэр,weather
91,Wetter::N,цаг уур,weather
92,Nebel::N,будан,fog
93,Wolke::N,үүл,cloud
94,Regen::N,бороо,rain
95,Schnee::N,цас,snow
96,Eis::N,мөс,ice
97,Frost::N,хүйт,frost
98,Kälte::N,хүйт,chill
99,Hitze::N,халуун,heat
100,Raureif::N,цан,hoarfrost
101,Raureif::N,хяруу,hoarfrost
102,Regenbogen::N,солонго,rainbow
103,Donner::N,тэнгэрийн дуу,thunder
104,Strömung::N,урсгал,current
105,Tropfen::N,дусал,drop
106,Schaum::N,хөөс,foam
107,Schmutz::N,хир,dirt
108,Schmutz::N,шавхай,dirt
109,See::N,нуур,lake
110,Sumpf::N,намаг,swamp
111,Sumpf::N,балчиг,swamp
112,Moor::N,хүлрийн намаг,moor
113,Wiese::N,нуга,meadow
114,Wald::N,ой,forest
115,Hügel::N,болдог,hill
116,Anhöhe::N,гүвээ,elevation
117,Berg::N,уул,mountain
118,Gipfel::N,орой,summit
119,Gipfel::N,оргил,summit
120,Höhle::N,агуй,cave
121,Abhang::N,хүр,slope
122,Quelle::N,булаг,source
123,Bach::N,горхи,brook
124,Fluss::N,гол,river
125,Fluss::N,мөрөн,river
126,Ufer::N,эрэг,shore
127,Küste::N,эрэг,coast
128,Festland::N,хуурай газар,land
129,Meer::N,далай,sea
130,Meer::N,тэнгис,sea
131,Bucht::N,булан,cove
132,Bucht::N,далайн тохой,cove
133,Insel::N,арал,island
134,Blume::N,цэцэг,flower
135,Gras::N,өвс,grass
136,Gras::N,ногоо,grass
137,Wurzel::N,үндэс,root
138,Baum::N,мод,tree
139,Stamm::N,иш,trunk
140,Stamm::N,гуалин,trunk
141,Rinde::N,холтос,bark
142,Ast::N,гишүү,limb
143,Zweig::N,салаа,branch
144,Blatt::N,навч,leaf
145,Birke::N,хус,birch
146,Kiefer[Baum]::N,нарс,pine
147,Weide[Baum]::N,уд,willow
148,Weide[Baum]::N,бургас,willow
149,Tanne::N,гачуур,fir
150,Horn::N,эвэр,horn
151,Feder::N,өд,feather
152,Fell::N,арьс,fur
153,Flügel::N,жигүүр,wing
154,Flügel::N,далавч,wing
155,Klaue::N,савар,claw
156,Klaue::N,хумс,claw
157,Kralle::N,савар,claw
158,Schwanz::N,сүүл,tail
159,Ei::N,өндөг,egg
160,Nest::N,үүр,nest
161,Bau::N,нүх,lair
162,Bau::N,элүү,lair
163,Tier::N,амьтан,animal
164,Tier::N,адгуус,animal
165,Herde::N,сүрэг,flock
166,Kuh::N,үнээ,cow
167,Bulle::N,бух,bull
168,Pferd::N,морь,horse
169,Pferd::N,адуу,horse
170,Schaf::N,хонь,sheep
171,Schwein::N,гахай,pig
172,Hund::N,нохой,dog
173,Katze::N,муур,cat
174,Katze::N,мигуй,cat
175,Bär::N,баавгай,bear
176,Eichhörnchen::N,хэрэм,squirrel
177,Elch::N,хандгай,elk
178,Fuchs::N,үнэг,fox
179,Hase::N,туулай,hare
180,Maus::N,хулгана,mouse
181,Wolf::N,чоно,wolf
182,Vogel::N,шувуу,bird
183,Schwarm::N,сүрэг,swarm
184,Huhn::N,тахиа,chicken
185,Hahn::N,эр тахиа,cock
186,Gans::N,галуу,goose
187,Adler::N,бүргэд,eagle
188,Ente::N,нугас,duck
189,Eule::N,ууль,owl
190,Kranich::N,тогоруу,crane
191,Krähe::N,хэрээ,crow
192,Kuckuck::N,хөхөө,cuckoo
193,Schwan::N,хун,swan
194,Fisch::N,загас,fish
195,Barsch::N,алгана,perch
196,Hecht::N,цурхай,pike
197,Schlange[Tier]::N,могой,snake
198,Wurm::N,өт,worm
199,Wurm::N,хорхой,worm
200,Spinne::N,аалз,spider
201,Ameise::N,шоргоолж,ant
202,Laus::N,бөөс,louse
203,Mücke::N,шумуул,midge
204,Fliege::N,ялаа,fly
205,Schmetterling::N,эрвээхэй,butterfly
206,Beere::N,жимсгэнэ,berry
207,Apfel::N,алим,apple
208,Pilz::N,мөөг,mushroom
209,Zwiebel::N,сонгино,onion
210,Saat::N,тариа,seed
211,Korn::N,үр,grain
212,Korn::N,мөхлөг,grain
213,Heu::N,өвс,hay
214,Schale::N,хальс,husk
215,Grube::N,алам,pit
216,Grube::N,нүх,pit
217,Falle::N,хавх,trap
218,Falle::N,занга,trap
219,Schlinge::N,урхи,noose
220,Spur::N,мөр,track
221,Asche::N,үнс,ashes
222,Dreck::N,хир,filth
223,Eisen::N,төмөр,iron
224,Gold::N,алт,gold
225,Silber::N,мөнгө,silver
226,Kohle::N,нүүрс,coal
227,Glas::N,шил,glass
228,Lehm::N,шавар,clay
229,Sand::N,элс,sand
230,Mensch::N,хүн,human
231,Mann::N,эр,man
232,Mann::N,эрэгтэй,man
233,Frau::N,эмэгтэй,woman
234,Frau::N,хатагтай,woman
235,Kind::N,хүүхэд,child
236,Junge::N,хүү,boy
237,Mädchen::N,охин,girl
238,Mädchen::N,бүсгүй,girl
239,Familie::N,айл,family
240,Großvater::N,өвгөн аав,grandfather
241,Großmutter::N,эмэг эх,grandmother
242,Großmutter::N,эмгээ,grandmother
243,Eltern::N,эцэг эх,parents
244,Vater::N,аав,father
245,Vater::N,эцэг,father
246,Mutter::N,эх,mother
247,Mutter::N,ээж,mother
248,Sohn::N,хүү,son
249,Tochter::N,охин,daughter
250,Bruder::N,ах,brother
251,Bruder::N,дүү,brother
252,Schwester::N,эгч,sister
253,Schwester::N,охин дүү,sister
254,Onkel::N,авга ах,uncle
255,Onkel::N,нагац ах,uncle
256,Tante::N,авга эгч,aunt
257,Tante::N,нагац эгч,aunt
258,Ehemann::N,нөхөр,husband
259,Ehefrau::N,эхнэр,wife
260,Ehefrau::N,гэргий,wife
261,Freude::N,баяр,joy
262,Freude::N,баясгалан,joy
263,Gelächter::N,инээдэм,laughter
264,Glück::N,жаргалан,happiness
265,Kummer::N,гаслан,grief
266,Wunsch::N,ерөөл,wish
267,Lust::N,дур,desire
268,Lust::N,хүсэл,desire
269,Geist::N,оюун,spirit
270,Gedanke::N,сэтгэл,thought
271,Gedächtnis::N,ой,memory
272,Gedächtnis::N,цээж,memory
273,Verstand::N,ухаан,mind
274,Sinn::N,утга,meaning
275,Grund::N,учир,reason
276,Wahrheit::N,үнэн,truth
277,Gespräch::N,яриа,talk
278,Märchen::N,явган үлгэр,fairy tale
279,Erzählung::N,тууж,story
280,Nachricht::N,мэдээ,message
281,Neuigkeit::N,сонин,news
282,Name::N,нэр,name
283,Rätsel::N,оньсого,puzzle
284,Rede::N,хэлсэн үг,speech
285,Sprache::N,хэл,language
286,Stimme::N,дуу,voice
287,Wort::N,үг,word
288,Zeichen::N,тамга,sign
289,Zeichen::N,тэмдэг,sign
290,Ruf::N,дуудлага,call
291,Lärm::N,шуугиан,noise
292,Lärm::N,чимээ,noise
293,Laut::N,анир,sound
294,Laut::N,дуу,sound
295,Ton::N,авиа,tone
296,Ton::N,аялгуу,tone
297,Lied::N,дуу,song
298,Ruhe::N,энх,calm
299,Ruhe::N,тайван,calm
300,Leute::N,хүмүүс,people
301,Volk::N,улс,nation
302,Arbeit::N,ажил,work
303,Arbeit::N,хөдөлмөр,work
304,Gast::N,зочин,guest
305,Gast::N,айлчин,guest
306,Geschenk::N,бэлэг,gift
307,Spiel::N,наадам,game
308,Spiel::N,тоглоом,game
309,Gesellschaft::N,хамт байх,company
310,Hilfe::N,тусламж,help
311,Freund::N,найз,friend
312,Freund::N,нөхөр,friend
313,Kamerad::N,хань,companion
314,Kamerad::N,нөхөр,companion
315,Angelegenheit::N,хэрэг,matter
316,Anzahl::N,тоо,count
317,Art::N,төрөл,sort
318,Art::N,янз,sort
319,Stück::N,хэсэг,piece
320,Teil::N,хувь,part
321,Teil::N,хэсэг,part
322,Hälfte::N,хагас,half
323,Kreis::N,тойрог,circle
324,Kreis::N,хүрээ,circle
325,Kreuz::N,загалмай,cross
326,Linie::N,шугам,line
327,Strich::N,зураас,stroke
328,Abstand::N,зай,gap
329,Entfernung::N,зай,distance
330,Entfernung::N,хол ойр,distance
331,Gegend::N,хавь,area
332,Gegend::N,газар,area
333,Platz::N,зай,space
334,Platz::N,завсар,space
335,Ort::N,газар,place
336,Ort::N,байр,place
337,Seite::N,тал,side
338,Seite::N,этгээд,side
339,Mitte::N,төв,middle
340,Mitte::N,дунд,middle
341,Gegenstand::N,юм,item
342,Sache::N,үйл,thing
343,Sache::N,хэрэг,thing
344,Rand::N,зах,fringe
345,Rand::N,хөвөө,fringe
346,Kante::N,ирмэг,edge
347,Ecke::N,өнцөг,corner
348,Spitze::N,үзүүр,tip
349,Ende::N,зах,end
350,Ende::N,үзүүр,end
351,Loch::N,цоорхой,hole
352,Loch::N,онгорхой,hole
353,Winkel::N,өнцөг,angle
354,Muster::N,хээ,pattern
355,Muster::N,угалз,pattern
356,Größe::N,хэмжээ,size
357,Länge::N,урт,length
358,Höhe::N,өндөр,height
359,Gewicht::N,жин,weight
360,Menge::N,тоо,amount
361,Haufen::N,бөөн,heap
362,Reihe::N,эгнээ,row
363,Boot::N,завь,boat
364,Ruder::N,сэлүүр,oar
365,Schlitten::N,чарга,sleigh
366,Ski::N,цана,ski
367,Lagerfeuer::N,түүдэг,campfire
368,Last::N,ачаа,load
369,Gang::N,явдал,walk
370,Schritt::N,алхам,step
371,Norden::N,умар,north
372,Süden::N,урд,south
373,Süden::N,өмнө,south
374,Westen::N,өрнө,west
375,Westen::N,баруун,west
376,Osten::N,зүүн,east
377,Osten::N,дорно,east
378,Holz::N,мод,wood
379,Brett::N,банз,board
380,Platte::N,хавтан,slab
381,Stütze::N,тулгуур,bracket
382,Stütze::N,тулга,bracket
383,Stange::N,сургааг,pole
384,Stock::N,саваа,stick
385,Stab::N,таяг,staff
386,Rohr::N,хоолой,pipe
387,Haus::N,гэр,house
388,Haus::N,байшин,house
389,Heim::N,гэр,home
390,Ofen::N,зуух,stove
391,Ofen::N,пийшин,stove
392,Fußboden::N,шал,floor
393,Tisch::N,ширээ,table
394,Stuhl::N,сандал,chair
395,Wiege::N,өлгий,cradle
396,Bett::N,ор,bed
397,Regal::N,тавиур,shelf
398,Kiste::N,авдар,box
399,Kiste::N,хайрцаг,box
400,Fenster::N,гэгээвч,window
401,Tür::N,үүд,door
402,Tür::N,хаалга,door
403,Tor::N,хаалга,gate
404,Zaun::N,хашаа,fence
405,Dach::N,дээвэр,roof
406,Leiter::N,шат,ladder
407,Besen::N,хамуур,broom
408,Besen::N,туужуу,broom
409,Spaten::N,хүрз,spade
410,Schaufel::N,хүрз,shovel
411,Gabel::N,сэрээ,fork
412,Löffel::N,халбага,spoon
413,Messer::N,хутга,knife
414,Nagel::N,хадаас,nail
415,Netz::N,өөш,net
416,Netz::N,тор,net
417,Haken::N,гох,hook
418,Griff::N,иш,handle
419,Griff::N,сэнж,handle
420,Schloss::N,цуурга,lock
421,Schloss::N,цоож,lock
422,Bild::N,зураг,picture
423,Figur::N,баримал,figure
424,Puppe::N,хүүхэлдэй,doll
425,Beutel::N,агсаа,pouch
426,Beutel::N,уут,pouch
427,Bündel::N,боодол,bundle
428,Tasche::N,цүнх,bag
429,Eimer::N,хөнөг,bucket
430,Eimer::N,хувин,bucket
431,Deckel::N,таг,cover
432,Deckel::N,хавхаг,cover
433,Geschirr::N,сав суулга,dishes
434,Sack::N,шуудай,sack
435,Tasse::N,аяга,cup
436,Topf::N,тогоо,pot
437,Kessel::N,тогоо,kettle
438,Essen::N,идээ,meal
439,Nahrung::N,хүнс,food
440,Speise::N,идээ,dish
441,Fleisch::N,мах,meat
442,Getreide::N,будаа,corn
443,Brei::N,богшмол,mush
444,Brei::N,будаа,mush
445,Brot::N,талх,bread
446,Scheibe::N,зүсэм,slice
447,Scheibe::N,хэрчим,slice
448,Fett::N,өөх,fat
449,Butter::N,тос,butter
450,Öl::N,тос,oil
451,Salz::N,давс,salt
452,Suppe::N,шөл,soup
453,Honig::N,бал,honey
454,Milch::N,сүү,milk
455,Tee::N,цай,tea
456,Leder::N,арьс,leather
457,Leder::N,савхи,leather
458,Wolle::N,ноос,wool
459,Wolle::N,унгас,wool
460,Stoff::N,бөс,cloth
461,Nadel::N,зүү,needle
462,Faden::N,боолт,thread
463,Faden::N,утас,thread
464,Knopf::N,товч,button
465,Knoten::N,зангилаа,knot
466,Farbe::N,будаг,paint
467,Kleidung::N,хувцас,clothes
468,Hemd::N,цамц,shirt
469,Kragen::N,зах заам,collar
470,Ärmel::N,ханцуй,sleeve
471,Hose::N,өмд,trousers
472,Gürtel::N,бүс,belt
473,Mütze::N,малгай,cap
474,Mütze::N,бүрх,cap
475,Schuh::N,туфли,shoe
476,Stiefel::N,гутал,boot
477,Ring::N,бөгж,ring
478,Band::N,тууз,ribbon
479,Kamm::N,сам,comb
480,Spiegel::N,толь,mirror
481,Riemen::N,тасам,strap
482,Riemen::N,сур,strap
483,Schnur::N,татлага,string
484,Leine::N,оосор,leash
485,Decke::N,хөнжил,blanket
486,Decke::N,хучлага,blanket
487,Kissen::N,дэр,pillow
488,Tuch::N,алчуур,scarf
489,Tuch::N,даавуу,scarf
490,Handtuch::N,алчуур,towel
491,Kraft::N,чадал,force
492,Kraft::N,хүч,force
493,Stärke::N,эрч,strength
494,Stärke::N,тэнхээ,strength
495,Gesundheit::N,бие,health
496,Gesundheit::N,эрүүл мэнд,health
497,Krankheit::N,эмгэг,illness
498,Schmerz::N,өвчин,pain
499,Wunde::N,шарх,wound
500,Fieber::N,халуун,fever
501,Arznei::N,эм,medicine
502,Brücke::N,гүүр,bridge
503,Brunnen::N,худаг,well
504,Weide::N,бэлчээр,pasture
505,Pfad::N,жим,path
506,Pfad::N,зөрөг,path
507,Weg::N,зам,way
508,Weg::N,харгуй,way
509,Straße::N,зам,road
510,Straße::N,харгуй,road
511,Dorf::N,тосгон,village
512,Dorf::N,гацаа,village
513,Stadt::N,хот,town
514,Brief::N,захидал,letter
515,Brief::N,захиа,letter
516,Buch::N,ном,book
517,Buch::N,бичиг,book
518,Buchstabe::N,үсэг,character
519,Zeitung::N,сонин,newspaper
520,Leben::N,амь,life
521,Leben::N,амьдрал,life
522,Tod::N,үхэл,death
523,Grab::N,булш,grave
524,Kirche::N,сүм,church
525,Sünde::N,нүгэл,sin
526,Sünde::N,хилэнц,sin
527,Gott::N,бурхан,god
528,Arbeiter::N,ажилчин,worker
529,Arbeiter::N,хөдөлмөрчин,worker
530,Chef::N,дарга,boss
531,Meister::N,дархан,master
532,Arzt::N,эмч,doctor
533,Lehrer::N,багш,teacher
534,Geld::N,цаас,money
535,Geld::N,мөнгө,money
536,Geschäft::N,наймаа,business
537,Laden::N,дэлгүүр,shop
538,Preis::N,үнэ,price
539,Ware::N,таваар,ware
540,Ware::N,бараа,ware
541,Nutzen::N,ашиг,profit
542,Reichtum::N,баялаг,wealth
543,Welt::N,дэлхий,world
544,Welt::N,орчлон,world
545,Land::N,улс,country
546,Land::N,орон,country
547,Staat::N,төр,state
548,Staat::N,гүрэн,state
549,König::N,ван,king
550,Macht::N,засаг,power
551,Grenze::N,хил,border
552,Krieg::N,дайн,war
553,Feind::N,дайсан,enemy
554,Gewalt::N,хүчирхэх,violence
555,Kampf::N,тэмцэл,fight
556,Kampf::N,байлдаан,fight
557,Bogen[Waffe]::N,нум,bow
558,Pfeil::N,годил,arrow
559,Pfeil::N,сум,arrow
560,Gewehr::N,буу,gun
561,Fehler::N,эндэл,mistake
562,Fehler::N,алдаа,mistake
563,Lüge::N,худал,lie
564,Schaden::N,хор,damage
565,Schaden::N,хөнөөл,damage
566,Unglück::N,гай,misfortune
567,Unglück::N,гамшиг,misfortune
568,Schuld::N,гэм,fault
569,Schuld::N,буруу,fault
570,Alter::N,нас,age
571,Schluss::N,эцэс,conclusion
572,Schluss::N,төгсгөл,conclusion
573,Zeit::N,цаг,time
574,Tag::N,өдөр,day
575,Morgen::N,өглөө,morning
576,Mittag::N,үд,noon
577,Abend::N,үдэш,evening
578,Nacht::N,шөнө,night
579,Woche::N,долоо хоног,week
580,Monat::N,сар,month
581,Jahr::N,жил,year
582,Frühling::N,хавар,spring
583,Sommer::N,зун,summer
584,Herbst::N,намар,autumn
585,Winter::N,өвөл,winter
586,Januar::N,нэгдүгээр сар,January
587,Februar::N,хоёрдугаар сар,February
588,März::N,гуравдугаар сар,March
589,April::N,дөрөвдүгээр сар,April
590,Mai::N,тавдугаар сар,May
591,Juni::N,зургаадугаар сар,June
592,Juli::N,долдугаар сар,July
593,August::N,наймдугаар сар,August
594,September::N,есдүгээр сар,September
595,Oktober::N,аравдугаар сар,October
596,November::N,арван нэгдүгээр сар,November
597,Dezember::N,арван хоёрдугаар сар,December
598,Montag::N,даваа,Monday
599,Dienstag::N,мягмар,Tuesday
600,Mittwoch::N,лхагва,Wednesday
601,Donnerstag::N,пүрэв,Thursday
602,Freitag::N,баасан,Friday
603,Samstag::N,бямба,Saturday
604,Sonntag::N,ням,Sunday
605,groß::A,их,big
606,groß::A,том,big
607,klein::A,бага,little
608,klein::A,жаахан,little
609,lang::A,урт,long
610,kurz::A,охор,short
611,kurz::A,богино,short
612,breit::A,өргөн,wide
613,schmal::A,уйтан,narrow
614,schmal::A,нарийн,narrow
615,dicht::A,нягт,dense
616,dicht::A,чигжүү,dense
617,dick[Gegenstand]::A,зузаан,thick
618,dünn::A,нимгэн,thin
619,fein::A,нарийн,delicate
620,fest::A,бөх,firm
621,fest::A,хатуу,firm
622,flach::A,хавтгай,flat
623,glatt::A,цагаан,smooth
624,hart::A,хатуу,hard
625,weich::A,зөөлөн,soft
626,rund::A,дугуй,round
627,rund::A,дугариг,round
628,spitz::A,шовх,pointed
629,spitz::A,шовгор,pointed
630,scharf::A,хурц,sharp
631,scharf::A,иртэй,sharp
632,stumpf::A,мохоо,blunt
633,schwer::A,хүнд,heavy
634,schön::A,гуа,beautiful
635,schön::A,сайхан,beautiful
636,heiß::A,халуун,hot
637,warm::A,дулаан,warm
638,kalt::A,хүйтэн,cold
639,kühl::A,сэрүүн,cool
640,frisch::A,эрүүл,fresh
641,frisch::A,жихүүн,fresh
642,feucht::A,чийгтэй,damp
643,nass::A,нойтон,wet
644,trocken::A,хатсан,dry
645,voll::A,дүүрэн,full
646,leer::A,хоосон,empty
647,offen::A,онгорхой,open
648,geschlossen::A,битүү,closed
649,geschlossen::A,хаалтай,closed
650,sauber::A,цэвэр,clean
651,sauber::A,хиргүй,clean
652,schmutzig::A,бохир,dirty
653,schmutzig::A,хиртэй,dirty
654,roh::A,түүхий,raw
655,reif::A,болсон,ripe
656,lecker::A,амттай,delicious
657,süß::A,амттай,sweet
658,süß::A,чихэрлэг,sweet
659,bitter::A,гашуун,bitter
660,sauer::A,эсгэлэн,sour
661,hell::A,гэгээн,bright
662,hell::A,гэрэлтэй,bright
663,dunkel::A,бараан,dark
664,dunkel::A,харанхуй,dark
665,schwarz::A,хар,black
666,weiß::A,цагаан,white
667,rot::A,улаан,red
668,gelb::A,шар,yellow
669,blau::A,хөх,blue
670,blau::A,цэнхэр,blue
671,grün::A,ногоон,green
672,grau::A,орог,grey
673,grau::A,саарал,grey
674,bunt::A,эрээн,colourful
675,bunt::A,эрээн,colorful
676,billig::A,хямд,cheap
677,teuer::A,үнэтэй,dear
678,wertvoll::A,үнэт,precious
679,blind::A,сохор,blind
680,taub::A,чих хатуу,deaf
681,kräftig::A,чийрэг,powerful
682,stark::A,хүчтэй,strong
683,stark::A,чадалтай,strong
684,schwach::A,сул,weak
685,fett::A,тарган,fat
686,fett::A,голигор,fat
687,schlank::A,голшиг,slim
688,hübsch::A,сайхан,pretty
689,hübsch::A,хөөрхөн,pretty
690,böse::A,муу,evil
691,böse::A,хортой,evil
692,dumm::A,тэнэг,stupid
693,faul::A,залхуу,lazy
694,fleißig::A,чармайлтгай,diligent
695,geizig::A,харамч,stingy
696,klug::A,цэцэн,clever
697,geschickt::A,дүйтэй,skilful
698,geschickt::A,дүйтэй,skillful
699,lieb::A,хайрт,dear
700,lustig::A,цэнгэлтэй,merry
701,sanft::A,наалинхай,gentle
702,hungrig::A,өлөн,hungry
703,hungrig::A,өлссөн,hungry
704,krank::A,өвчтэй,sick
705,nackt::A,нүцгэн,naked
706,traurig::A,гунигт,sad
707,lebendig::A,амьд,living
708,lebendig::A,амьтай,living
709,gut::A,сайн,good
710,schlecht::A,муу,bad
711,schlecht::A,өөдгүй,bad
712,richtig::A,зөв,correct
713,richtig::A,зүйтэй,correct
714,schlimm::A,муухай,nasty
715,wahr::A,үнэн,true
716,wahr::A,жинхэнэ,true
717,alt::A,хуучин,old
718,neu::A,шинэ,new
719,ehemalig::A,агсан,former
720,ehemalig::A,байсан,former
721,alt[Lebewesen]::A,өвгөн,aged
722,alt[Lebewesen]::A,хижээл,aged
723,jung::A,залуу,young
724,arm::A,ядуу,poor
725,reich::A,баян,rich
726,reich::A,баялаг,rich
727,bekannt::A,танил,familiar
728,berühmt::A,цуутай,famous
729,berühmt::A,алдартай,famous
730,fremd::A,харь,foreign
731,fremd::A,гадаад,foreign
732,verschieden::A,ондоо,different
733,verschieden::A,янз янзын,different
734,nah::A,ойрын,near
735,nah::A,дөтийн,near
736,fern::A,холын,far
737,linker::A,буруу,left
738,rechter::A,баруун,right
739,anderer::A,өөр,other
740,anderer::A,нөгөө,other
741,erster::A,нэгдэх,first
742,erster::A,нэгдүгээр,first
743,zweiter::A,хоёрдугаар,second
744,dritter::A,гуравдугаар,third
745,letzter::A,сүүлийн,last
746,allein::ADV,ганцаараа,alone
747,auf einmal::ADV,нэгмөсөн,at once
748,zusammen::ADV,цуг,together
749,zusammen::ADV,хамт,together
750,lange::ADV,удаан,long
751,plötzlich::ADV,гэнэт,suddenly
752,sofort::ADV,дороо,instantly
753,später::ADV,дараа,later
754,jetzt::ADV,өнөө,now
755,heute::ADV,өнөө,today
756,heute::ADV,өнөөдөр,today
757,morgen::ADV,маргааш,tomorrow
758,morgen::ADV,маргаадар,tomorrow
759,bald::ADV,түргэн,soon
760,bald::ADV,удахгүй,soon
761,dann::ADV,хожим,then
762,dann::ADV,тэгээд,then
763,gestern::ADV,өчигдөр,yesterday
764,einst::ADV,нэг,once
765,damals::ADV,тэгэхэд,at that time
766,danach::ADV,тэгээд,afterwards
767,danach::ADV,дараа нь,afterwards
768,vorher::ADV,урьд,before
769,zuerst::ADV,анх,at first
770,zuerst::ADV,эхлээд,at first
771,einmal::ADV,нэг удаа,once
772,manchmal::ADV,хааяа,sometimes
773,manchmal::ADV,заримдаа,sometimes
774,oft::ADV,олонтоо,often
775,immer::ADV,байнга,always
776,niemals::ADV,хэзээ ч,never
777,niemals::ADV,хэдийд ч,never
778,hier::ADV,энд,here
779,hierhin::ADV,нааш,hither
780,hierhin::ADV,нааш,to here
781,hierhin::ADV,нааш,here
782,von hier::ADV,эндээс,hence
783,dort::ADV,тэнд,there
784,dorthin::ADV,тийш,thither
785,dorthin::ADV,тийш,there
786,dorthin::ADV,тийш,to there
787,geradeaus::ADV,шулуун,ahead
788,vorwärts::ADV,урагшаа,forward
789,rückwärts::ADV,буцаан,backward
790,rückwärts::ADV,сөөргөө,backward
791,zurück::ADV,буцаж,back
792,zurück::ADV,гэдрэг,back
793,unten::ADV,дор,below
794,hinab::ADV,уруу,down
795,oben::ADV,дээр,above
796,hinauf::ADV,өөд,up
797,hinauf::ADV,дээш,up
798,überall::ADV,хааяагүй,everywhere
799,überall::ADV,энд тэндгүй,everywhere
800,nicht::ADV,эс,not
801,nicht::ADV,-гүй,not
802,ein wenig::ADV,жаахан,a little
803,kaum::ADV,арай,hardly
804,kaum::ADV,арай гэж,hardly
805,sehr::ADV,тун,very
806,so::ADV,тэгж,so
807,so::ADV,ингээд,so
808,noch::ADV,дахин,still
809,noch::ADV,дахиад,still
810,nur::ADV,зөвхөн,only
811,nur::ADV,гагцхүү,only
812,schon::ADV,нэгэнт,already
813,wieder::ADV,дахин,again
814,wieder::ADV,дахиад,again
815,vergebens::ADV,хий,in vain
816,vor::PRP,өмнө,in front of
817,hinter::PRP,ард,behind
818,unter::PRP,доор,under
819,durch::PRP,дундуур,through
820,neben::PRP,хажууд,next to
821,zwischen::PRP,завсар,between
822,zwischen::PRP,хооронд,between
823,wegen::PRP,төлөө,because of
824,wegen::PRP,дээрээс,because of
825,dies::PRN,энэ,this
826,das::PRN,тэр,that
827,alles::PRN,цөм,everything
828,alles::PRN,бүгд,everything
829,ich::PRN,би,I
830,du::PRN,чи,you
831,du::PRN,чи,thou
832,er::PRN,тэр,he
833,er::PRN,тэр хүн,he
834,wir::PRN,бид,we
835,ihr::PRN,та нар,you
836,sie::PRN,тэд,they
837,was::FPRN,юу,what
838,wer::FPRN,хэн,who
839,wo::FADV,хаа,where
840,wo::FADV,хаана,where
841,wohin::FADV,хааш,where ... to
842,wohin::FADV,хааш,where to
