,Concept_ID,ba,mdf
747,manchmal::ADV,ҡайһы берҙә,ко́ста-ко́ста
748,oft::ADV,йыш,си́деста
749,immer::ADV,һәр ҡасан,фалу
750,immer::ADV,һәр ҡасан,най
751,niemals::ADV,бер ҡасан да,аф мзя́рдонга
752,niemals::ADV,бер ваҡытта ла,аф мзя́рдонга
753,hier::ADV,бында,тяса
754,hierhin::ADV,бында,сей
755,hierhin::ADV,бында,тяза
756,von hier::ADV,бынан,тя́ста
757,von hier::ADV,ошонан,тя́ста
758,dort::ADV,шунда,тоса
759,dort::ADV,тегендә,тоса
760,dorthin::ADV,шунда,тов
761,dorthin::ADV,шунда,тоза
762,dorthin::ADV,тегеләй,тов
763,dorthin::ADV,тегеләй,тоза
764,geradeaus::ADV,тура,ви́деста
765,vorwärts::ADV,алға,и́нголи
766,rückwärts::ADV,кирегә,ме́ки
767,zurück::ADV,кирегә,ме́ки
768,unten::ADV,түбәндә,ала
769,hinab::ADV,түбәнгә,алу
770,oben::ADV,юғарыла,вяре
771,hinauf::ADV,юғарыға,вяри
772,überall::ADV,бөтә урында,се́мбе ва́стова
773,nicht::ADV,тугел,аф
774,ein wenig::ADV,аҙ,аф лама
775,kaum::ADV,көскә,а́ньцек
776,kaum::ADV,саҡ-саҡ,а́ньцек
777,sehr::ADV,ифат,пяк
778,so::ADV,шулай,ста́не
779,noch::ADV,йәнә,нинге
780,nur::ADV,бары,аньцек
781,schon::ADV,инде,ни
782,wieder::ADV,тағы,та́га
783,vergebens::ADV,бушҡа,стак
784,vor::PRP,алдында,инголе
785,hinter::PRP,артында,фтала
786,hinter::PRP,артында,мельге
787,unter::PRP,аҫтында,ала
788,durch::PRP,үтә,пачк
789,neben::PRP,эргәһендә,ваксса
790,zwischen::PRP,араһында,ёткса
791,wegen::PRP,өсөн,сюнеда
792,wegen::PRP,сәбәпле,сюнеда
793,dies::PRN,был,тя
794,dies::PRN,ошо,тя
795,das::PRN,ул,ся
796,das::PRN,ул,тона
797,alles::PRN,бөтә,сембе
798,ich::PRN,мин,мон
799,du::PRN,һин,тон
800,er::PRN,ул,сон
801,wir::PRN,беҙ,минь
802,ihr::PRN,һеҙ,тинь
803,sie::PRN,улар,синь
804,was::FPRN,ә,мезе
805,was::FPRN,ни,мезе
806,was::FPRN,нәмә,мезе
807,wer::FPRN,ҡем,кие
808,wo::FADV,ҡайҙа,коса
809,wohin::FADV,ҡайҙа,ков
810,wohin::FADV,ҡайҙа,коза
811,wie::FADV,инидәй,ко́да
812,warum::FADV,ин өсөн,мес
813,wieviel::FNUM,күпме,мзя́ра
814,eins::NUM,бер,фкя
815,zwei::NUM,ике,кафта
816,zwei::NUM,икәү,кафта
817,drei::NUM,өс,колма
818,vier::NUM,дүрт,ниле
819,fünf::NUM,биш,вете
820,sechs::NUM,алты,кота
821,sieben::NUM,ете,сисем
822,acht::NUM,һигеҙ,кафкса
823,neun::NUM,туғыҙ,ве́йхкса
824,zehn::NUM,ун,кемонь
825,elf::NUM,ун бер,кефкие
826,zwölf::NUM,ун ике,кемгафтува
827,zwanzig::NUM,егерме,комсь
828,dreißig::NUM,утыҙ,колмогемонь
829,vierzig::NUM,ҡырҡ,нильге́монь
830,fünfzig::NUM,илле,ве́дьгемонь
831,sechzig::NUM,алтмыш,ко́дгемонь
832,siebzig::NUM,етмеш,сизьге́монь
833,achtzig::NUM,һикһән,ка́фксогемонь
834,neunzig::NUM,туҡһан,ве́йхксогемонь
835,hundert::NUM,йөҙ,сяда
836,tausend::NUM,мең,тёжянь
837,und::CNJ,да,и
838,und::CNJ,да,дъ
839,oder::CNJ,йәки,или
840,oder::CNJ,йәки,али
841,stehen::V,тороу,а́щемс стя́да
842,sitzen::V,ултырыу,ащемс озада
843,liegen::V,ятыу,ма́дозь а́щемс
844,hängen::V,аҫылынып тороу,нюрьгомс
845,werden::V,булыу,арамс
846,werden::V,булыу,тиевомс
847,passieren::V,булыу,лисэмс
848,passieren::V,булыу,эвондамс
849,beginnen::V,башлау,ушедомс
850,enden::V,бөтөү,лоткамс
851,enden::V,тамамланыү,лоткамс
852,wechseln::V,үҙгәреү,по́лафнемс
853,aufgehen[Sonne]::V,ҡалҡыу,стямс
854,aufgehen[Sonne]::V,ҡалҡыу,лисемс
855,untergehen[Sonne]::V,байыу,валгомс
856,scheinen[Sonne]::V,яҡтыртып тороу,ва́лдоптомс
857,donnern::V,күкрәү,торамс
858,wehen::V,иҫеү,уфа́мс
859,strömen::V,ташыу,шудемс
860,fließen::V,ағыу,шудемс
861,sich drehen::V,әйләнеү,шаромс
862,schwanken::V,тирбәлеү,якамс
863,schwingen::V,бәүетеү,люксемс
864,schwingen::V,бәүетеү,нюрьсемс
865,fallen::V,йығылыу,прамс
866,fallen::V,йығылыу,прашендомс
867,brennen::V,яныу,паломс
868,rauchen::V,төтәү,качадомс
869,regnen::V,ямғыр яуа,пиземс
870,gefrieren::V,туңыү,эйндамс
871,gefrieren::V,туңыү,кельмомс
872,tauen::V,иреү,соламс
873,schmelzen::V,иреү,соламс
874,trocknen::V,кибеү,коськомс
875,sieden::V,ҡайнау,лакамс
876,faulen::V,сереу,наксадомс
877,verfaulen::V,сереу,наксадомс
878,reißen::V,өҙөү,сязевомс
879,reißen::V,йыртылыу,сязевомс
880,versinken::V,батыу,ваямс
881,vergehen::V,үтеү,ётамс
882,erscheinen::V,килеп сығыу,эвондамс
883,verschwinden::V,юғалыу,юма́мс
884,sinken::V,түбәнәйеү,валгомс
885,abnehmen::V,кәметеү,киремс
886,zunehmen::V,артыу,ламокстомс
887,zunehmen::V,артыу,рашнемс
888,steigen::V,күтәрелеү,кеподемс
889,wachsen::V,үҫеү,касомс
890,glänzen::V,ялтырау,цинзелдомс
891,glänzen::V,ялтырау,цифордомс
892,funkeln::V,баҙлау,ци́фтордомс
893,lärmen::V,шаулау,жалнамс
894,läuten::V,ҡағыу,гайфтемс
895,klingeln::V,ҡағыу,гайфтемс
896,klingeln::V,шылтыратыу,гайфтемс
897,klirren::V,шылтыратыу,ка́нзеркшнемс
898,brausen::V,ҡотороноу,жоледемс
899,rauschen::V,шыптырлау,вжнамс
900,rauschen::V,шыптырлау,гамнамс
901,klingen::V,яңғырау,кайгомс
902,bellen::V,өрөү,ува́мс
903,heulen::V,олоу,сувомс
904,heulen::V,олоу,урнамс
905,blasen::V,өрөү,уфа́мс
906,pfeifen::V,һызғырып ебәреү,вяшкомс
907,schreien::V,ҡысҡырыу,пешкодомс
908,stöhnen::V,уңғырашыу,куфцемс
909,zittern::V,ҡалтырау,таромс
910,leben::V,йәшәү,эрямс
911,geboren werden::V,тыуыу,шачемс
912,atmen::V,тын алыү,ажнамс
913,trinken::V,эсеү,симомс
914,essen::V,ашау,ярхцамс
915,schlucken::V,йотоу,нилемс
916,müde werden::V,арыу,сиземс
917,einschlafen::V,йоҡлап китеү,матодовомс
918,schlafen::V,йоҡлау,удомс
919,aufwachen::V,уяныу,съргоземс
920,aufstehen::V,тороу,стямс
921,sich erholen::V,ял итеү,ваймосемс
922,krank werden::V,сирләү,сярядькстомс
923,krank sein::V,сирләү,сярядемс
924,schmerzen::V,ауыртыу,сярядемс
925,husten::V,йүтәлләү,козомс
926,genesen::V,һауығыу,пъ́чкамс
927,sterben::V,үлеү,куломс
928,umkommen::V,һәләк булыу,юма́мс
929,sich bewegen::V,хәрәкәт итеү,шаштомс
930,sich rühren::V,ҡуҙғалыу,сърхка́мс
931,sich erheben::V,тороу,стямс
932,sich setzen::V,ултырыу,озамс
933,hinfallen::V,ҡолау,прамс
934,hinfallen::V,ҡолау,сяворемс
935,laufen::V,йөрөү,якамс
936,schreiten::V,атлау,молемс
937,schreiten::V,атлау,аськолямс
938,spazierengehen::V,ял итеп йороү,якамс
939,eilen::V,ашығыу,эряскодомс
940,eilen::V,ҡабаланыу,эряскодомс
941,sich beeilen::V,ашығыу,эряскодомс
942,sich beeilen::V,ҡабаланыу,эряскодомс
943,sausen::V,елеү,лиемс
944,rennen::V,йүгеп йөрөү,арнемс
945,springen::V,һикереү,комотнемс
946,klettern::V,үрмәләү,ку́цемс
947,klettern::V,үрмәләп менеү,ку́цемс
948,schaukeln::V,сайҡалыу,нюрямс
949,kriechen::V,шыуышыу,шаштомс комада
950,schwimmen::V,йоҙөү,уемс
951,tauchen::V,сумыу,юпиемс
952,tauchen::V,сумыу,чёпафнемс
953,rudern::V,ишеү,па́немс ве́неж
954,fahren::V,йөрөү,ардомс
955,fliegen::V,осоу,лиемс
956,gehen::V,барыу,молемс
957,weggehen::V,китеү,тумс
958,abfahren::V,сығыу,тумс
959,anhalten::V,тукталыу,лоткамс
960,hineingehen::V,инеү,сува́мс
961,eintreten::V,инеү,сува́мс
962,kommen::V,килеү,самс
963,ankommen::V,килеү,самс
964,ankommen::V,килеү,пачкодемс
965,zurückkommen::V,ҡайтыу,мърдамс
966,bleiben::V,ҡалыу,иля́домс
967,warten::V,көтөп тороу,учемс
968,erwarten::V,көтөү,учемс
969,suchen::V,эҙләү,вешемс
970,finden::V,табыу,мумс
971,versuchen::V,тырышып ҡарау,варчсемс
972,vorbereiten::V,әҙерләү,анокламс
973,lieben::V,яратыу,кельгомс
974,mögen::V,һөйөү,кельгомс
975,mögen::V,яратыу,кельгомс
976,lachen::V,көлөү,рахамс
977,lachen::V,көлөү,рахсемс
978,rühren::V,ҡағылыу,токамс седи
979,weinen::V,илау,авардемс
980,schimpfen::V,һүгенеү,сюцемс
981,schimpfen::V,тиргәнеү,сюцемс
982,schimpfen::V,һуҡраныу,сюцемс
983,sich ärgern::V,асыуланыу,кяжиямс
984,sich fürchten::V,ҡурҡыу,пелемс
985,fürchten::V,ҡурҡыу,пелемс
986,fliehen::V,ҡасыу,ворьгодемс
987,flüchten::V,ҡасыу,ша́домс
988,flüchten::V,ҡасыу,во́рьгодемс
989,sehen::V,күреү,няемс
990,anschauen::V,ҡарау,ваномс
991,ansehen::V,ҡарау,ваномс
992,ansehen::V,тикшереү,ваномс
993,hören::V,ишетеү,марямс
994,zuhören::V,тыңлау,ку́лхдоньомс
995,probieren::V,татыу,варжамс
996,riechen::V,еҫкәү,никса́мс
997,fühlen::V,тойоу,марямс
998,scheinen::V,кеүек күренеү,ня́евомс
999,scheinen::V,тойолоу,ня́евомс
1000,zu sehen sein::V,күренеү,ня́евомс
1001,vernehmen::V,ишетеү,марямс
1002,frieren::V,туңыү,паломс
1003,frieren::V,туңыү,кельмомс
1004,tun::V,яһау,тиемс
1005,tun::V,әшләү,тиемс
1006,können::V,алыу,маштомс
1007,können::V,мөмкин булыу,маштомс
1008,wollen::V,теләү,-не-
1009,anfangen::V,башлау,ушедомс
1010,beenden::V,бөтөрөү,аде́ламс
1011,beenden::V,тамамлау,аде́ламс
1012,aufhören::V,туктау,лоткамс
1013,gelingen::V,уңышлы булыу,удалакшнемс
1014,geraten::V,булып сығыу,лисемс
1015,öffnen::V,асыу,панжемс
1016,schließen::V,йомоу,сёлгомс
1017,stellen::V,ҡуйыу,путомс
1018,setzen::V,урынлаштырыу,озафнемс
1019,setzen::V,урынлаштырыу,озавтнемс
1020,legen::V,һалыу,путомс
1021,berühren::V,тейеү,токамс
1022,berühren::V,ҡағылыу,токамс
1023,verbinden::V,ҡушыу,сотомс
1024,verbinden::V,бәйләү,сотомс
1025,bedecken::V,ҡаплау,комачамс
1026,bedecken::V,ҡаплау,вельхтямс
1027,aufhängen::V,элеү,повфтамс
1028,anzünden::V,тоҡандырыу,крьвя́стемс
1029,aufheben::V,мендереү,кеподемс
1030,aufheben::V,мендереү,касфтомс
1031,zurücklassen::V,ҡалдырыу,ка́домс
1032,verlieren::V,юғалтыу,юма́фтомс
1033,fallen lassen::V,төшөрөп ебәреү,прафтомс
1034,machen::V,яһау,тиемс
1035,machen::V,эшләү,тиемс
1036,herstellen::V,эшләп сығарыу,анокламс
1037,bauen::V,төҙөү,путомс
1038,reparieren::V,төҙәтеү,петемс
1039,verbessern::V,яҡшыртыу,цебярьгофтомс
1040,ändern::V,үҙгәртеү,полафтомс
1041,graben::V,ҡаҙыу,шу́вомс
1042,graben::V,ҡаҙыу,та́ргамс
1043,beugen::V,бөгөү,мяндемс
1044,biegen::V,бөгөү,комафтомс
1045,drehen::V,өйрөлтөү,шо́вамс
1046,drehen::V,өйрөлтөү,ша́рфнемс
1047,drehen::V,әйләндереү,шо́вамс
1048,drehen::V,әйләндереү,ша́рфнемс
1049,wenden::V,әйләндереү,ша́рфтомс
1050,umdrehen::V,түңкәреү,шарфтомс
1051,heben::V,күтәреү,ке́подемс
1052,heben::V,мендереү,ке́подемс
1053,hochheben::V,күтәреү,ке́подемс
1054,hochheben::V,күтәреү,ка́сфтомс
1055,ergreifen::V,тотоп алыу,фатямс
1056,halten::V,тотоу,кирдемс
1057,drücken::V,ҡыҫыу,люпшта́мс
1058,schieben::V,этеү,шашфтомс
1059,schieben::V,төртөү,шашфтомс
1060,kratzen::V,ҡырыу,а́нгорямс
1061,kratzen::V,ҡырыу,киськоря́мс
1062,lecken::V,ялау,нолсемс
1063,beißen::V,тешләү,сускомс
1064,abreißen::V,өҙөү,сяземс
1065,abschneiden::V,ҡырҡыу,керомс
1066,binden::V,бәйләү,сотомс
1067,stecken::V,ҡаҙау,сялгомс
1068,brechen::V,боҙоу,си́ннемс
1069,brechen::V,боҙоу,ка́лафтомс
1070,klopfen::V,шаҡылдау,чакамс
1071,klopfen::V,шаҡылдау,чакиемс
1072,hauen::V,туҡмау,шавомс
1073,hauen::V,туҡмау,пиксомс
1074,kleben::V,йәбештереү,пе́тфнемс
1075,reiben::V,ыуыу,шо́вамс
1076,reiben::V,ышҡыу,шо́вамс
1077,streichen::V,яғыу,вадемс
1078,schleifen::V,үткерләү,шо́вамс
1079,schneiden::V,ҡырҡыу,керомс
1080,rütteln::V,һелкетеү,та́рфтомс
1081,schütteln::V,һелкетеү,шука́демс
1082,schwenken::V,болғау,яфодемс
1083,schütten::V,ҡойоу,каямс
1084,schütten::V,ҡойоу,нюрьхтя́мс
1085,füllen::V,тултырыу,пяшкодемс
1086,einwickeln::V,төрөү,тапардамс
1087,tragen::V,алып барыу,кандомс
1088,schleppen::V,һөйрәү,ускомс
1089,ziehen::V,тартыу,ускомс
1090,aufbewahren::V,һаҡлау,ванфтомс
1091,werfen::V,ырғытыу,ёрямс
1092,fangen::V,тотоу,кунда́мс
1093,packen::V,етеү,фатямс
1094,packen::V,тотоп алыу,фатямс
1095,verstecken::V,йәшереү,кяшемс
1096,teilen::V,бүлеү,явомс
1097,schicken::V,ебәреү,кучемс
1098,bringen::V,килтереү,кандомс
1099,bringen::V,килтереү,пачфтемс
1100,hinzufügen::V,өтәү,пу́томс та́га
1101,hinzufügen::V,өтәү,ма́ксомс та́га
1102,bekommen::V,алыу,сявомс
1103,erhalten::V,алыу,сявомс
1104,nehmen::V,алыу,сявомс
1105,wählen::V,һайлаү,ко́чкамс
1106,auswählen::V,һайлап алыу,кочкамс
1107,bewahren::V,һаҡлау,ванфтомс
1108,behindern::V,тотҡарлыҡ яһау,шорямс
1109,verderben::V,боҙоу,коламс
1110,verderben::V,боҙоу,гастямс
1111,beschädigen::V,боҙоу,тиендемс зиян
1112,zerbrechen::V,ҡыйратыу,тапамс
1113,zerreißen::V,йыртыу,сяземс
1114,zerstören::V,емереү,ка́лафтомс
1115,verbrennen::V,үртәү,пълхта́мс
1116,geben::V,биреү,ма́ксомс
1117,reichen::V,биреү,максомс
1118,schenken::V,бүләк итеү,каземс
1119,versprechen::V,вәғәҙә биреү,ма́ксомс вал
1120,wünschen::V,теләу,арьсемс
1121,loben::V,маҡтау,шна́мс
1122,küssen::V,үбеү,палсемс
1123,wiegen::V,бәүетеү,нюря́фтомс
1124,wiegen::V,тирбәтеү,нюря́фтомс
1125,zudecken::V,ҡаплау,вельхтямс
1126,wecken::V,уятыу,стя́фтомс
1127,wecken::V,уятыу,съ́ргозьфтемс
1128,zeigen::V,күрһәтеү,няфтемс
1129,führen::V,етәкләү,вятемс
1130,lehren::V,уҡытыу,тонафтомс
1131,lehren::V,өйрәтеү,тонафтомс
1132,unterrichten::V,уҡытыу,тонафтомс
1133,aufziehen::V,тәрбиәле,касфтомс
1134,leiten::V,етәкләү,вятемс
1135,leiten::V,етәкселек итеү,вятемс
1136,antreiben::V,ашыҡтырыу,вятемс
1137,lassen::V,мәжбүр итеү,кошардомс
1138,einladen::V,саҡырыу,тердемс
1139,einladen::V,саҡырыу,серьгядемс
1140,vereinigen::V,берләштереү,пуроптомс
1141,vereinigen::V,берләштереү,кочкамс марса
1142,besuchen::V,килеп сығыу,варжамс
1143,treffen::V,тойоү,васьфтомс
1144,treffen::V,осратыу,васьфтомс
1145,treffen::V,ҡаршылау,васьфтомс
1146,sich versammeln::V,йыйылыу,кочкавомс
1147,spielen::V,тартыу,налхксемс
1148,singen::V,йырлау,морамс
1149,tanzen::V,бейеү,кштимс
1150,sich trennen::V,айырылышыу,явомс
1151,verlassen::V,ташлау,кадондомс
1152,verlassen::V,ташлап китеү,кадондомс
1153,retten::V,ҡотҡарыу,идемс
1154,retten::V,ҡотҡарыу,араламс
1155,bewachen::V,һаҡлау,ваномс
1156,schützen::V,һаҡлау,а́раламс
1157,verteidigen::V,яҡлау,а́раламс
1158,sich schlagen::V,һуғышыу,тюремс
1159,schießen::V,атыу,ляцемс
1160,siegen::V,еңеү,сяськомс
1161,ärgern::V,асыуландырыу,кяжияфтомс
1162,schlagen::V,бәреү,токамс
1163,schlagen::V,туҡмау,токамс
1164,treten::V,тибеү,тапамс
1165,treten::V,типкеләү,тапамс
1166,stechen::V,сәнсеү,пупамс
1167,stechen::V,сәнсеү,сялгомс
1168,stoßen::V,этеү,тостядемс
1169,stoßen::V,төртөү,тостядемс
1170,stehlen::V,урлау,саламс
1171,stören::V,ҡамасаулау,шорсемс
1172,belästigen::V,бимазалау,токсамс
1173,belästigen::V,бимазалау,аф кадомс ваймама
1174,belästigen::V,ҡамасаулау,токсамс
1175,belästigen::V,ҡамасаулау,аф кадомс ваймама
1176,verbergen::V,йәшереү,кяшемс
1177,täuschen::V,ултыртыу,васькафтомс
1178,täuschen::V,ултыртыу,кяльготнемс
1179,betrügen::V,алдау,васькафнемс
1180,töten::V,үлтереү,шавомс
1181,töten::V,үлтереү,аде́ламс
1182,wohnen::V,йәшәү,эрямс
1183,arbeiten::V,эшләү,покодемс
1184,sammeln::V,йыйыу,кочкамс
1185,sammeln::V,йыйыу,пу́роптомс
1186,pflücken::V,өҙөү,фатнемс
1187,pflücken::V,өҙөү,нотфнемс
1188,jagen::V,аулау,кунда́мс
1189,fischen::V,аулау,калонь кунда́мс
1190,fassen::V,тотоу,кунда́мс
1191,hüten::V,көтөү,ваномс
1192,treiben::V,ҡыуыу,панемс
1193,anbinden::V,бәйләү,сотомс
1194,füttern::V,ашатыу,трямс
1195,füttern::V,ашатыу,а́ндомс
1196,melken::V,һауыү,потямс
1197,hacken::V,турау,лазондомс
1198,hacken::V,тапау,лазондомс
1199,gießen::V,ҡойоу,валомс
1200,reifen::V,өлғөрөү,кенеремс
1201,zubereiten::V,бешереү,анокламс
1202,kochen::V,бешереү,пидемс
1203,backen::V,бешереү,пидемс
1204,braten::V,ҡурыу,пуштомс
1205,umrühren::V,ҡатнаштырыу,шорямс
1206,stricken::V,бәйләү,кодамс
1207,nähen::V,тегеү,стамс
1208,färben::V,буяу,а́рхтомс
1209,reinigen::V,таҙартыу,ва́ткамс
1210,reinigen::V,таҙартыу,а́роптомс
1211,waschen::V,йыуыу,муськомс
1212,abwischen::V,һөртөү,нардамс
1213,spülen::V,сайҡау,оргалдомс
1214,fegen::V,һепереү,тяемс
1215,kehren::V,һепереү,тяемс
1216,baden::V,һыу инеү,э́шелямс
1217,sich waschen::V,йыуыныу,штамс
1218,ausziehen::V,сисеү,кайсефтемс
1219,anziehen::V,кейеү,ща́фтомс
1220,sich anziehen::V,кейенеү,щамс
1221,kämmen::V,тарау,се́ендемс
1222,schmücken::V,биҙәү,на́ряжамс
1223,schmücken::V,биҙәү,ма́зоптомс
1224,sagen::V,әйтеү,азомс
1225,sagen::V,әйтеү,мярьгомс
1226,sprechen::V,әйтеү,корхтамс
1227,sprechen::V,һөйләшеү,корхтамс
1228,reden::V,һөйләшеү,корхнемс
1229,sich unterhalten::V,әңгәмәләшеү,корхнемс
1230,fragen::V,һорау,ки́зефтемс
1231,bitten::V,үтенеү,а́намс
1232,bitten::V,үтенеү,ве́шемс
1233,erzählen::V,һөйләү,а́зондомс
1234,mitteilen::V,әйтеү,азомс
1235,nennen::V,атау,лемдемс
1236,nennen::V,атау,путомс лем
1237,nennen::V,исемләү,лемдемс
1238,nennen::V,исемләү,путомс лем
1239,rufen::V,саҡырыу,серьгядемс
1240,prahlen::V,маҡтаныу,шна́фтомс пря́
1241,prahlen::V,шапырыныу,шна́фтомс пря́
1242,übersetzen::V,тәржемә итеү,ётафтомс
1243,denken::V,уйлау,арьсемс
1244,glauben::V,ышаныу,кемамс
1245,bemerken::V,күреү,ня́емс
1246,erkennen::V,таныу,содамс
1247,begreifen::V,аңлау,сатомс
1248,verstehen::V,аңлау,шарьхкодемс
1249,lernen::V,өйрәнеү,тонафнемс
1250,wissen::V,белеү,со́дамс
1251,sich erinnern an::V,хәтергә алыу,лятфтамс
1252,vergessen::V,онотоу,юкстамс
1253,messen::V,үлсәү,ункснемс
1254,zählen::V,һанау,лу́вомс
1255,zählen::V,һанау,а́рьсемс
1256,rechnen::V,һанау,лувомс
1257,lesen::V,уҡыу,лувомс
1258,lesen::V,уҡыу,морафтомс
1259,malen::V,һүрәт яһау,рисова́ндамс
1260,malen::V,рәсем төшөрөү,рисова́ндамс
1261,zeichnen::V,һүрәт яһау,рисова́ндамс
1262,zeichnen::V,рәсем төшөрөү,рисова́ндамс
1263,schreiben::V,яҙыу,сёрмадомс
1264,besitzen::V,биләү,улемс азоркс
1265,kaufen::V,һатып алыу,рамамс
1266,verkaufen::V,һатыу,мимс
1267,bezahlen::V,түләү,пандомс
1268,zahlen::V,түләү,па́ндомс
1269,beherrschen::V,биләү,азорондамс
1270,ertragen::V,түҙеү,кирдемс
