,Concept_ID,udm,av
742,später::ADV,бергес,
743,später::ADV,берлогес,
744,jetzt::ADV,али,гьанже
745,jetzt::ADV,табере,гьанже
746,heute::ADV,туннэ,жакъа
747,morgen::ADV,ӵуказе,метер
748,bald::ADV,ӝоген,гьабсагӏаталъ
749,dann::ADV,берло,цинги
750,gestern::ADV,толон,сон
751,einst::ADV,огпол,цин
752,einst::ADV,одӥг пол,цин
753,damals::ADV,соку,гьебмехалъ
754,damals::ADV,соку,гьебмехалда
755,danach::ADV,собере,цинги
756,danach::ADV,собере,хадуса
757,vorher::ADV,азьло,цебе
758,vorher::ADV,азьвыл,цебе
759,zuerst::ADV,азьло,тӏоцебе
760,einmal::ADV,огпол,цинцӏул
761,einmal::ADV,огпол,цихӏин
762,einmal::ADV,огпол,цоцӏул
763,manchmal::ADV,куддыръя,олоцӏул
764,oft::ADV,ӵем,гӏемерго
765,immer::ADV,пыр,кидаго
766,immer::ADV,котьку,кидаго
767,niemals::ADV,уз ноку,киданиги
768,hier::ADV,татын,аниб
769,hierhin::ADV,татчы,анибехун
770,von hier::ADV,татысь,гьаниса
771,dort::ADV,отӥ,гьениб
772,dort::ADV,отын,гьениб
773,dorthin::ADV,отчы,гьадаба
774,geradeaus::ADV,меӵак,битӏутӏа
775,vorwärts::ADV,азьлань,цебехун
776,rückwärts::ADV,берлань,нахъ-нахъ
777,zurück::ADV,берен,нахъе
778,zurück::ADV,берлань,нахъе
779,unten::ADV,улын,ахакь
780,unten::ADV,улын,гъоркь
781,hinab::ADV,улэ,эхебе
782,oben::ADV,вылын,тӏад
783,oben::ADV,вылын,тӏадехун
784,oben::ADV,вылӥын,тӏад
785,oben::ADV,вылӥын,тӏадехун
786,hinauf::ADV,вылэ,эхеде
787,hinauf::ADV,вылӥе,эхеде
788,hinauf::ADV,выллань,эхеде
789,überall::ADV,котькытын,кибго
790,überall::ADV,пасьтана,кибго
791,nicht::ADV,уз,
792,ein wenig::ADV,ичи,дагьабго
793,ein wenig::ADV,ӧжыт,дагьабго
794,ein wenig::ADV,огшап,дагьабго
795,kaum::ADV,муртса,хӏалалъ
796,sehr::ADV,туж,кутакалда
797,sehr::ADV,лекос,кутакалда
798,so::ADV,озьы,гьедин
799,so::ADV,тазьы,гьедин
800,noch::ADV,на,жеги
801,nur::ADV,гинэ,гӏӣцӏго
802,schon::ADV,ни,
803,schon::ADV,ини,
804,wieder::ADV,нош,на́хъеги
805,wieder::ADV,кайта,на́хъеги
806,vergebens::ADV,юнме,чӏалгӏаде
807,vor::PRP,азьын,цебе
808,hinter::PRP,берын,хадуса
809,hinter::PRP,бӧрсьы,хадуса
810,unter::PRP,улын,ахакь
811,unter::PRP,улын,гъоркь
812,durch::PRP,пыр,
813,durch::PRP,пыртӥ,
814,neben::PRP,бордын,аскӏо
815,zwischen::PRP,вискын,гьоркьоб
816,wegen::PRP,сэрен,гьелда
817,dies::PRN,та,гьаб
818,dies::PRN,та,гьеб
819,das::PRN,со,доб
820,alles::PRN,ваньмыз,
821,ich::PRN,мон,дун
822,du::PRN,тон,дуца
823,er::PRN,со,доб
824,wir::PRN,ми,ниж
825,ihr::PRN,тӥ,нуж
826,sie::PRN,соос,дол
827,sie::PRN,соос,эл
828,was::FPRN,ма,щиб
829,wer::FPRN,кин,щиб
830,wo::FADV,кытын,киб
831,wo::FADV,кытын,кибехун
832,wohin::FADV,кытчы,кибехун
833,wie::FADV,кызьы,кин
834,warum::FADV,малы,щай
835,wieviel::FNUM,кӧня,кигӏан
836,eins::NUM,одӥг,цо
837,zwei::NUM,кык,кӏиго
838,drei::NUM,куинь,лъабго
839,vier::NUM,ньыль,ункъо
840,fünf::NUM,вить,щуго
841,sechs::NUM,куать,анлъго
842,sieben::NUM,сизьым,анкьго
843,acht::NUM,тямыс,микьго
844,neun::NUM,укмыс,ичӏго
845,zehn::NUM,дас,анцӏго
846,elf::NUM,дас одӥг,анцӏила цо
847,zwölf::NUM,дас кык,кӏиго-анцӏила
848,zwanzig::NUM,кызь,къого
849,dreißig::NUM,куамын,лъеберго
850,vierzig::NUM,ньыльдон,кӏикъого
851,fünfzig::NUM,витьтон,кӏикъо́ялда анцӏго
852,sechzig::NUM,куатьтон,лъабкъого
853,siebzig::NUM,сизьымдон,лъабкъо́ялда анцӏго
854,achtzig::NUM,тямыстон,ункъого
855,neunzig::NUM,укмыстон,ункъоялда а́нцӏила
856,hundert::NUM,сю,нусго
857,tausend::NUM,сюрс,азарго
858,und::CNJ,и,ва
859,und::CNJ,и,-ги
860,und::CNJ,но,ва
861,und::CNJ,но,-ги
862,oder::CNJ,яке,ялъуни
863,stehen::V,сылыны,бахъунчӏезе
864,sitzen::V,пукыны,гӏодов чӏезе
865,liegen::V,кылльыны,бегизе
866,hängen::V,ошкыса улыны,базе
867,werden::V,луыны,бахъине
868,passieren::V,луыны,лъугьине
869,passieren::V,луыны,лъугьа-бахъине
870,beginnen::V,кутскыны,байбихьизе
871,enden::V,бырыны,лъугӏизе
872,wechseln::V,воштӥськыны,хиса-басизе
873,wechseln::V,воштӥськыны,хисизе
874,aufgehen[Sonne]::V,ӝужаны,баккизе
875,untergehen[Sonne]::V,пуксьыны,щинкӏизе
876,scheinen[Sonne]::V,пиштыны,къалъ-къалъизе
877,scheinen[Sonne]::V,чиляны,къалъ-къалъизе
878,donnern::V,гудыръяны,гъугъазе
879,wehen::V,пелляськыны,пуйзе
880,strömen::V,киськыны,чвахизе
881,strömen::V,исьтӥськыны,чвахизе
882,fließen::V,бызьыны,чвахизе
883,sich drehen::V,берганы,сверизе
884,schwanken::V,вошъяськыны,хьвагӏезе
885,schwanken::V,вошъяськыны,багъа-бачаризе
886,schwingen::V,шонаськыны,щвартӏезе
887,fallen::V,усьыны,бортизе
888,brennen::V,ӝуаны,рекӏине
889,rauchen::V,ӵындыны,кӏкӏуй буризе
890,regnen::V,зорыны,базе
891,gefrieren::V,кынмыны,гӏу́низе
892,tauen::V,шунаны,биаризе
893,schmelzen::V,шунаны,биине
894,trocknen::V,куасьмыны,бакъвазе
895,sieden::V,пӧзьыны,гьалдезе
896,faulen::V,сисьмыны,махӏцине
897,verfaulen::V,сисьмыны,туризе
898,reißen::V,кеськыны,бихъизе
899,versinken::V,выйыны,гъанкъизе
900,vergehen::V,ортчыны,базе
901,vergehen::V,ортчыны,бахъизе
902,vergehen::V,ортчыны,ине
903,erscheinen::V,адскыны,баккизе
904,verschwinden::V,бырыны,къине
905,verschwinden::V,бырыны,билизе
906,sinken::V,усьыны,гӏодо́бе ккезе
907,abnehmen::V,синыны,тӏаса камизе
908,zunehmen::V,йылыны,гӏемерлъизе
909,steigen::V,лӧпкыны,бахине
910,wachsen::V,будыны,кӏодолъизе
911,glänzen::V,чиляны,цӏвакизе
912,glänzen::V,пиштыны,цӏвакизе
913,funkeln::V,чилекъяны,паркъезе
914,lärmen::V,уретыны,хъудизе
915,lärmen::V,уретыны,чӏиргъдизе
916,lärmen::V,ӵашетыны,хъудизе
917,lärmen::V,ӵашетыны,чӏиргъдизе
918,läuten::V,жингыртыны,кьабизе
919,klingeln::V,жингыртыны,кьабизе
920,klirren::V,жильккетыны,зваргъизе
921,brausen::V,лекъяськыны,гьалаглъизе
922,rauschen::V,ӵашетыны,шуршудизе
923,klingen::V,кылӥськыны,бахъине
924,bellen::V,утыны,гъанчдезе
925,heulen::V,вузыны,рурудизе
926,blasen::V,пельтыны,гьохьизе
927,pfeifen::V,шуланы,гьещтӏезе
928,schreien::V,черекъяны,ахӏизе
929,schreien::V,черекъяны,ахӏдезе
930,schreien::V,кесяськыны,ахӏизе
931,schreien::V,кесяськыны,ахӏдезе
932,stöhnen::V,ӝуштыны,зигардизе
933,zittern::V,дырекъяны,дарран
934,zittern::V,дырекъяны,гьаргьадизе
935,zittern::V,куалекъяны,дарран
936,zittern::V,куалекъяны,гьаргьадизе
937,leben::V,улыны,бетӏербахъизе
938,geboren werden::V,вордӥськыны,лъугьине
939,atmen::V,шоканы,хӏухьел биччазе
940,trinken::V,юыны,гьекъезе
941,essen::V,сиыны,квине
942,essen::V,сиыны,кваназе
943,schlucken::V,ньылыны,кӏкӏвине
944,schlucken::V,ньылыны,къулчӏизе
945,müde werden::V,жадьыны,сваказе
946,einschlafen::V,умме усьыны,кьижизе
947,einschlafen::V,умме усьыны,гъапуллъизе
948,schlafen::V,кӧлыны,кьижизе
949,aufwachen::V,сайканы,бигьине
950,aufstehen::V,султыны,бахъине
951,aufstehen::V,султыны,тӏадебахъине
952,sich erholen::V,шутэтскыны,хьи бахъизе
953,sich erholen::V,шутэтскыны,хӏалхьи гьабизе
954,krank werden::V,висьыны,унтизе
955,krank sein::V,висьыны,унтизе
956,schmerzen::V,висьыны,унтизе
957,husten::V,кызыны,хъегӏизе
958,genesen::V,юнматскыны,лъилъизе
959,genesen::V,бурмытскылыны,лъилъизе
960,sterben::V,кулыны,хвезе
961,umkommen::V,бырыны,гьалаглъизе
962,sich bewegen::V,вырыны,багъаризе
963,sich bewegen::V,вырыны,багъаргъизе
964,sich rühren::V,вырӟыны,багъаризе
965,sich rühren::V,вырӟылыны,багъаризе
966,sich erheben::V,султыны,тӏадебахъине
967,sich erheben::V,султыны,бахъине
968,sich setzen::V,пуксьыны,гӏодов чӏезе
969,hinfallen::V,усьыны,щапизе
970,laufen::V,мыныны,хьвадизе
971,schreiten::V,вамышъяны,чӏезе
972,spazierengehen::V,мыныны,тира-сверизе
973,spazierengehen::V,ветлыны,тира-сверизе
974,eilen::V,дыртыны,ракӏхӏалакине
975,eilen::V,дыртыны,дуризе
976,sich beeilen::V,дыртыны,дуризе
977,sich beeilen::V,дыртыны,гӏедегӏизе
978,sausen::V,туж ӝог мыныны,тӏуризе
979,rennen::V,бызьылыны,бекеризе
980,springen::V,тэтчаны,кӏанцӏизе
981,klettern::V,тубаны,хархадизе
982,schaukeln::V,лэйканы,гьерщезе
983,schaukeln::V,шонаськыны,гьерщезе
984,kriechen::V,нюж ветлыны,хъурщизе
985,schwimmen::V,уяны,лъедезе
986,tauchen::V,зумылыны,букъардизе
987,rudern::V,полсаны,хазе
988,fahren::V,ветлыны,ине
989,fliegen::V,лобаны,боржине
990,gehen::V,мыныны,ине
991,weggehen::V,кошкыны,ине
992,abfahren::V,кошкыны,къокъине
993,anhalten::V,дугдыны,чӏезе
994,anhalten::V,дугдыны,тархъизе
995,anhalten::V,дугдыны,лъалхъизе
996,hineingehen::V,пырыны,тӏаделъугьине
997,eintreten::V,пырыны,лъугьине
998,kommen::V,вуыны,бачӏине
999,kommen::V,лыктыны,бачӏине
1000,ankommen::V,вуыны,щвезе
1001,ankommen::V,вуыны,тӏадебачӏине
1002,zurückkommen::V,берытскыны,тадбуссине
1003,zurückkommen::V,берытскыны,тӏадбуссине
1004,bleiben::V,кыльыны,чӏезе
1005,bleiben::V,кыльыны,хутӏизе
1006,warten::V,витьыны,чӏезе
1007,erwarten::V,витьыны,балагьизе
1008,erwarten::V,возьманы,балагьизе
1009,suchen::V,утчаны,балагьизе
1010,finden::V,шедьтыны,батизе
1011,versuchen::V,турттыны,хӏалбихьизе
1012,vorbereiten::V,дасяны,хӏадурлъизабизе
1013,lieben::V,гажаны,балай бегьизе
1014,mögen::V,яратыны,бокьизе
1015,lachen::V,серекъяны,белъизе
1016,rühren::V,сюлме йӧтыны,
1017,weinen::V,бӧрдыны,гӏодизе
1018,schimpfen::V,даллашыны,гъанчдезе
1019,sich ärgern::V,лекъяськыны,вагъизе
1020,sich ärgern::V,лекъяськыны,ццида́хине
1021,sich fürchten::V,кышканы,хӏинкъизе
1022,sich fürchten::V,курданы,хӏинкъизе
1023,fürchten::V,курданы,беркъазе
1024,fürchten::V,курданы,хӏинкъа-къазе
1025,fürchten::V,кышканы,беркъазе
1026,fürchten::V,кышканы,хӏинкъа-къазе
1027,fliehen::V,пегӟыны,лъутизе
1028,flüchten::V,пегӟыны,лъутизе
1029,sehen::V,адӟыны,бихьизе
1030,anschauen::V,учкыны,бертӏамизе
1031,anschauen::V,учкыны,балагьизе
1032,ansehen::V,учкыны,бала-гъалагьизе
1033,hören::V,кылыны,рагӏизе
1034,zuhören::V,кылзыны,гӏенеккизе
1035,probieren::V,веръяны,кӏалдиб хъва́зе
1036,probieren::V,веръяны,чӏамизе
1037,riechen::V,зынъяны,су́нтӏизе
1038,fühlen::V,шӧдыны,чӏвазе
1039,scheinen::V,адскыны,
1040,zu sehen sein::V,адӟиськыны,бихьизе
1041,vernehmen::V,кылыны,рагӏизе
1042,frieren::V,кынмыны,цӏорозе
1043,tun::V,карыны,гьабизе
1044,können::V,быгатыны,кӏвезе
1045,können::V,быгатыны,лъазе
1046,wollen::V,потыны,бокьизе
1047,anfangen::V,кутскыны,байбихьизе
1048,beenden::V,быдтыны,тӏубазабизе
1049,beenden::V,быдтыны,лъугӏизабизе
1050,beenden::V,быдэстыны,тӏубазабизе
1051,beenden::V,быдэстыны,лъугӏизабизе
1052,aufhören::V,дугдыны,бахъизе
1053,gelingen::V,быгатыны,бахъизе
1054,gelingen::V,луыны,бахъизе
1055,geraten::V,лэсяны,бахъизе
1056,öffnen::V,усьтыны,рагьизе
1057,schließen::V,пытсаны,къазе
1058,stellen::V,пуктыны,чӏвазе
1059,setzen::V,пуктыны,рекӏинабизе
1060,setzen::V,пуктыны,гӏодор чӏезаризе
1061,legen::V,поныны,лъезе
1062,berühren::V,исаны,хъвазе
1063,verbinden::V,герӟаны,хьухьине
1064,verbinden::V,герӟаны,бухьине
1065,bedecken::V,пытсаны,кквезе
1066,aufhängen::V,ошыны,базе
1067,anzünden::V,ӝуатыны,бакизе
1068,anzünden::V,ӝуатыны,рекӏинабизе
1069,aufheben::V,ӝутыны,
1070,zurücklassen::V,кельтыны,тезе
1071,verlieren::V,ыштыны,билизабизе
1072,fallen lassen::V,уськытыны,бортизабизе
1073,machen::V,лэсьтыны,гьабизе
1074,herstellen::V,лэсьтыны,гьабизе
1075,herstellen::V,лэсьтыны,хӏадурлъизабизе
1076,bauen::V,пуктыны,базе
1077,bauen::V,пуктыны,гьабизе
1078,reparieren::V,тупатыны,къачӏазе
1079,verbessern::V,умоятыны,лъикӏлъизабизе
1080,ändern::V,воштыны,хисизабизе
1081,graben::V,копаны,бухъизе
1082,beugen::V,губыртыны,хьетӏизабизе
1083,biegen::V,куасаны,гьетӏизабизе
1084,drehen::V,бергатыны,тиризабизе
1085,drehen::V,бергатыны,свердизабизе
1086,wenden::V,берыктыны,бегизе
1087,umdrehen::V,берыктыны,бегизе
1088,umdrehen::V,берыктыны,бега-битӏизе
1089,heben::V,ӝутыны,борхизе
1090,hochheben::V,ӝутъяны,борхалъизабизе
1091,hochheben::V,ӝутъяны,борхизе
1092,ergreifen::V,кутыны,кквезе
1093,ergreifen::V,кырмыны,кквезе
1094,halten::V,возьыны,кквезе
1095,drücken::V,зӥбыны,къазе
1096,drücken::V,зӥбыны,къанцӏу́зе
1097,drücken::V,зӥбыны,къвал ба́зе
1098,drücken::V,пачкатыны,къазе
1099,drücken::V,пачкатыны,къанцӏу́зе
1100,drücken::V,пачкатыны,къвал ба́зе
1101,schieben::V,донганы,хъилдизе
1102,kratzen::V,вуштыны,хачазе
1103,lecken::V,нюлыны,чӏикӏизе
1104,beißen::V,куртчыны,хӏанчӏизе
1105,beißen::V,куртчыны,хӏанчӏизабизе
1106,abreißen::V,ишкалтыны,тӏезе
1107,abreißen::V,ишкалтыны,тӏезабизе
1108,abschneiden::V,шорыны,къотӏизе
1109,abschneiden::V,вандыны,къотӏизе
1110,binden::V,керттыны,бухьине
1111,stecken::V,мертчытыны,къазабизе
1112,brechen::V,тӥяны,бекизе
1113,klopfen::V,йыганы,дванкезе
1114,klopfen::V,шарккетыны,дванкезе
1115,hauen::V,жугыны,базе
1116,hauen::V,тышканы,базе
1117,kleben::V,лякыны,бацӏцӏине
1118,reiben::V,зыраны,хачазе
1119,reiben::V,вуштыны,хачазе
1120,streichen::V,зыраны,бахине
1121,streichen::V,зыраны,жужазе
1122,schleifen::V,шерыны,лъухьизе
1123,schneiden::V,вандыны,къотӏизе
1124,rütteln::V,зуркатыны,багъа-бачаризабизе
1125,schütteln::V,куалекъятыны,кӏобокӏизе
1126,schwenken::V,шонаны,гьесадизе
1127,schwenken::V,шонаны,хьвагӏезабизе
1128,schütten::V,лэзьыны,тӏезе
1129,füllen::V,тырмытыны,цӏезабизе
1130,einwickeln::V,биньыны,жемизе
1131,tragen::V,нуыны,баччизе
1132,schleppen::V,кыскыны,бехъерхъизе
1133,ziehen::V,кыскыны,цӏазе
1134,aufbewahren::V,возьыны,цӏунизе
1135,werfen::V,куяны,рехизе
1136,werfen::V,лэзяны,рехизе
1137,fangen::V,кутыны,кквезе
1138,packen::V,кутыны,кквезе
1139,packen::V,кырмыны,кквезе
1140,verstecken::V,ватыны,бахчизе
1141,teilen::V,люкыны,бикьизе
1142,schicken::V,ыстыны,битӏизе
1143,bringen::V,вайыны,баччизе
1144,hinzufügen::V,ватсаны,жубазе
1145,bekommen::V,басьтыны,щвезе
1146,erhalten::V,басьтыны,щвезе
1147,erhalten::V,басьтыны,босизе
1148,nehmen::V,кутыны,босизе
1149,nehmen::V,басьтыны,босизе
1150,wählen::V,бырйыны,бищизе
1151,auswählen::V,бырйыны,тӏасабищизе
1152,bewahren::V,возьыны,цӏунизе
1153,behindern::V,могӟытыны,квекӏен гьабизе
1154,verderben::V,сӧрыны,хвезабизе
1155,beschädigen::V,урод лэсьтыны,галгъазабизе
1156,zerbrechen::V,сӧрыны,щущазабизе
1157,zerreißen::V,кесяны,бихъизе
1158,zerstören::V,куашкатыны,биххизабизе
1159,verbrennen::V,сутыны,бухӏизе
1160,geben::V,сётыны,кьезе
1161,reichen::V,сётыны,кьезе
1162,schenken::V,кузьманы,кьезе
1163,versprechen::V,кыл сётыны,назру гьабизе
1164,wünschen::V,сӥзьыны,бокьизе
1165,loben::V,ушъяны,беццизе
1166,loben::V,ушъяны,бецца-бекъизе
1167,küssen::V,чупаны,баизе
1168,wiegen::V,веттаны,чӏучӏадизабизе
1169,wiegen::V,лэйкатыны,чӏучӏадизабизе
1170,zudecken::V,шобыртыны,тӏадбигъине
1171,wecken::V,сайкатыны,бигьинабизе
1172,zeigen::V,возьматыны,бихьизабизе
1173,führen::V,нуыны,бачине
1174,lehren::V,дышетыны,малъизе
1175,lehren::V,дышетыны,цӏализабизе
1176,unterrichten::V,дышетыны,цӏализабизе
1177,aufziehen::V,будэтыны,гӏезабизе
1178,leiten::V,кивалтыны,нухмалъи гьабизе
1179,antreiben::V,дыртытыны,гӏедегӏизабизе
1180,lassen::V,-ытыны,
1181,einladen::V,ӧтьыны,ахӏизе
1182,einladen::V,ӧтьыны,тӏадеахӏизе
1183,vereinigen::V,огазеяны,цолъизабизе
1184,besuchen::V,адӟыськыны,баккизе
1185,besuchen::V,адӟыськыны,хьвадизе
1186,treffen::V,пумитаны,дандчӏвазе
1187,sich versammeln::V,люкаськыны,данделъизе
1188,sich versammeln::V,люкаськыны,бакӏаризе
1189,spielen::V,шудыны,басандизе
1190,singen::V,кырӟаны,ахӏизе
1191,tanzen::V,эктыны,кьурдизе
1192,sich trennen::V,люкиськыны,батӏалъизе
1193,verlassen::V,куштыны,тезе
1194,verlassen::V,куштыны,рехунтезе
1195,retten::V,утьыны,хвасар гьабизе
1196,retten::V,утьыны,хвасарлъизабизе
1197,bewachen::V,возьманы,цӏунизе
1198,schützen::V,утялтыны,цӏунизе
1199,verteidigen::V,возьманы,цӏунизе
1200,sich schlagen::V,жугиськыны,багъизе
1201,schießen::V,ыбылӥськны,речӏчӏизе
1202,siegen::V,вормыны,бергьине
1203,ärgern::V,вожпоттыны,вагъизавизе
1204,schlagen::V,жуккыны,кьабизе
1205,treten::V,лёганы,мал тункизе
1206,stechen::V,бышкалтыны,къазабизе
1207,stoßen::V,донгыны,тункизе
1208,stoßen::V,донгыны,хъилдизе
1209,stehlen::V,вораны,щинкӏизабизе
1210,stehlen::V,лушканы,щинкӏизабизе
1211,stören::V,люкетыны,квекӏен гьабизе
1212,stören::V,люкетыны,татубахъи гьабизе
1213,belästigen::V,акыльтыны,рахӏатхвезабизе
1214,belästigen::V,вукылмыны,рахӏатхвезабизе
1215,verbergen::V,ватыны,бахчизе
1216,verbergen::V,ватыны,балъго тезе
1217,täuschen::V,алданы,божуда рекӏкӏ гьабизе
1218,täuschen::V,алданы,гуккизе
1219,betrügen::V,пӧяны,хӏилла гьабизе
1220,betrügen::V,пӧяны,сандирахълъи гьабизе
1221,töten::V,виыны,чӏвазе
1222,wohnen::V,улыны,яшав гьабизе
1223,arbeiten::V,ужаны,хӏалтӏизе
1224,sammeln::V,бичаны,бакӏаризе
1225,pflücken::V,ишкыны,бетӏизе
1226,jagen::V,пӧйшураны,чан гьабизе
1227,fischen::V,чорыганы,ччугӏа кквезе
1228,fassen::V,кутыны,кквезе
1229,hüten::V,возьманы,кваназабизе
1230,treiben::V,улляны,гъезе
1231,anbinden::V,думыны,бухьине
1232,füttern::V,сюдыны,кваназабизе
1233,melken::V,кыскыны,бечӏчӏизе
1234,hacken::V,кораны,чӏвазе
1235,gießen::V,киськаны,лъалъазе
1236,reifen::V,вуыны,барщизе
1237,reifen::V,кисьманы,барщизе
1238,zubereiten::V,лесьтыны,бежа-белъине
1239,kochen::V,пӧзьтыны,белъине
1240,backen::V,пыжыны,базе
1241,braten::V,пыжыны,бежизе
1242,umrühren::V,сураны,багъаризе
1243,stricken::V,керттыны,хьухьине
1244,nähen::V,вурыны,букъизе
1245,färben::V,буяны,кьер гьабизе
1246,reinigen::V,сузяны,бацӏцӏине
1247,waschen::V,мисьтаськыны,чуризе
1248,abwischen::V,ӵушылыны,бацӏцӏине
1249,spülen::V,гылъяны,хулизе
1250,fegen::V,ӵужыны,лъухьизе
1251,kehren::V,ӵужыны,лъухьизе
1252,baden::V,пыласькыны,чордезе
1253,sich waschen::V,пыласькыны,
1254,ausziehen::V,кыльыны,бахъизе
1255,anziehen::V,дӥсяны,ретӏине
1256,sich anziehen::V,дӥсьяськыны,ретӏине
1257,kämmen::V,сынаны,хазе
1258,schmücken::V,чеберъяны,чӏухӏизабизе
1259,sagen::V,шуыны,бицине
1260,sagen::V,вераны,бицине
1261,sprechen::V,вераськыны,бицине
1262,reden::V,вераськыны,гаргадизе
1263,sich unterhalten::V,вераськыны,гаргадизе
1264,fragen::V,юаны,цӏехезе
1265,fragen::V,юаны,гьикъизе
1266,bitten::V,курыны,гьаризе
1267,erzählen::V,вераны,бицине
1268,erzählen::V,мадьыны,бицине
1269,mitteilen::V,ивортыны,лъазабизе
1270,nennen::V,шуыны,цӏар лъезе
1271,rufen::V,ӧтьыны,ахӏизе
1272,prahlen::V,ушъяськыны,беццаризе
1273,übersetzen::V,берыктыны,буссинабизе
1274,denken::V,малпаны,ургъизе
1275,glauben::V,оскыны,божизе
1276,bemerken::V,адӟыны,берречӏчӏизе
1277,erkennen::V,тодыны,лъазе
1278,erkennen::V,тодыны,батӏаго бахъизе
1279,begreifen::V,валаны,бичӏчӏизе
1280,verstehen::V,валаны,
1281,lernen::V,дышетскыны,цӏализе
1282,wissen::V,тодыны,лъазе
1283,sich erinnern an::V,тодэ вайыны,ракӏалде щвезе
1284,vergessen::V,вунэтыны,кӏочене
1285,messen::V,мертаны,борцине
1286,zählen::V,лыдъяны,рикӏкӏине
1287,rechnen::V,лыдъяны,рикӏкӏине
1288,lesen::V,лыдӟыны,цӏализе
1289,malen::V,суреданы,бахъизе
1290,zeichnen::V,суреданы,бахъизе
1291,schreiben::V,гожъяны,хъвазе
1292,besitzen::V,луыны,щвезе
1293,besitzen::V,луыны,бу́кӏине
1294,kaufen::V,басьтыны,босизе
1295,verkaufen::V,вузаны,бичизе
1296,bezahlen::V,тырыны,кьезе
1297,zahlen::V,тырыны,кьезе
1298,beherrschen::V,кузёяськыны,
1299,ertragen::V,чиданы,баччизе
