,Concept_ID,en,mdf
842,klingeln::V,ring,гайфтемс
843,klirren::V,tinkle,ка́нзеркшнемс
844,brausen::V,roar,жоледемс
845,rauschen::V,rustle,вжнамс
846,rauschen::V,rustle,гамнамс
847,klingen::V,sound,кайгомс
848,bellen::V,bark,ува́мс
849,heulen::V,howl,сувомс
850,heulen::V,howl,урнамс
851,blasen::V,blow,уфа́мс
852,pfeifen::V,whistle,вяшкомс
853,schreien::V,shout,пешкодомс
854,stöhnen::V,groan,куфцемс
855,zittern::V,tremble,таромс
856,leben::V,be alive,эрямс
857,geboren werden::V,be born,шачемс
858,atmen::V,breathe,ажнамс
859,trinken::V,drink,симомс
860,essen::V,eat,ярхцамс
861,schlucken::V,swallow,нилемс
862,müde werden::V,get tired,сиземс
863,einschlafen::V,fall asleep,матодовомс
864,schlafen::V,sleep,удомс
865,aufwachen::V,wake up,съргоземс
866,aufstehen::V,get up,стямс
867,sich erholen::V,relax,ваймосемс
868,krank werden::V,fall ill,сярядькстомс
869,krank sein::V,be ill,сярядемс
870,schmerzen::V,ache,сярядемс
871,husten::V,cough,козомс
872,genesen::V,recover,пъ́чкамс
873,sterben::V,die,куломс
874,umkommen::V,perish,юма́мс
875,sich bewegen::V,move,шаштомс
876,sich rühren::V,budge,сърхка́мс
877,sich erheben::V,stand up,стямс
878,sich setzen::V,sit down,озамс
879,hinfallen::V,tumble,прамс
880,hinfallen::V,tumble,сяворемс
881,laufen::V,walk,якамс
882,schreiten::V,pace,молемс
883,schreiten::V,pace,аськолямс
884,spazierengehen::V,go for a walk,якамс
885,eilen::V,rush,эряскодомс
886,sich beeilen::V,hurry,эряскодомс
887,sausen::V,dash,лиемс
888,rennen::V,run,арнемс
889,springen::V,jump,комотнемс
890,klettern::V,climb,ку́цемс
891,schaukeln::V,seesaw,нюрямс
892,kriechen::V,creep,шаштомс комада
893,schwimmen::V,swim,уемс
894,tauchen::V,dive,юпиемс
895,tauchen::V,dive,чёпафнемс
896,rudern::V,row,па́немс ве́неж
897,fahren::V,drive,ардомс
898,fliegen::V,fly,лиемс
899,gehen::V,go,молемс
900,weggehen::V,go away,тумс
901,abfahren::V,depart,тумс
902,anhalten::V,stop,лоткамс
903,hineingehen::V,go in,сува́мс
904,eintreten::V,enter,сува́мс
905,kommen::V,come,самс
906,ankommen::V,arrive,самс
907,ankommen::V,arrive,пачкодемс
908,zurückkommen::V,come back,мърдамс
909,bleiben::V,stay,иля́домс
910,warten::V,wait,учемс
911,erwarten::V,wait for,учемс
912,suchen::V,seek,вешемс
913,suchen::V,look for,вешемс
914,finden::V,find,мумс
915,versuchen::V,try,варчсемс
916,vorbereiten::V,prepare,анокламс
917,lieben::V,love,кельгомс
918,mögen::V,like,кельгомс
919,lachen::V,laugh,рахамс
920,lachen::V,laugh,рахсемс
921,rühren::V,move,токамс седи
922,weinen::V,weep,авардемс
923,schimpfen::V,grumble,сюцемс
924,sich ärgern::V,be annoyed,кяжиямс
925,sich fürchten::V,be afraid,пелемс
926,fürchten::V,be afraid of,пелемс
927,fliehen::V,flee,ворьгодемс
928,flüchten::V,escape,ша́домс
929,flüchten::V,escape,во́рьгодемс
930,sehen::V,see,няемс
931,anschauen::V,look at,ваномс
932,ansehen::V,watch,ваномс
933,hören::V,hear,марямс
934,zuhören::V,listen,ку́лхдоньомс
935,probieren::V,taste,варжамс
936,riechen::V,smell,никса́мс
937,fühlen::V,feel,марямс
938,scheinen::V,seem,ня́евомс
939,zu sehen sein::V,show,ня́евомс
940,vernehmen::V,hear,марямс
941,frieren::V,be cold,паломс
942,frieren::V,be cold,кельмомс
943,tun::V,do,тиемс
944,können::V,can,маштомс
945,wollen::V,want,-не-
946,anfangen::V,start,ушедомс
947,beenden::V,finish,аде́ламс
948,aufhören::V,stop,лоткамс
949,gelingen::V,succeed,удалакшнемс
950,geraten::V,turn out,лисемс
951,öffnen::V,open,панжемс
952,schließen::V,close,сёлгомс
953,stellen::V,put,путомс
954,setzen::V,place,озафнемс
955,setzen::V,place,озавтнемс
956,legen::V,lay,путомс
957,berühren::V,touch,токамс
958,verbinden::V,connect,сотомс
959,bedecken::V,cover,комачамс
960,bedecken::V,cover,вельхтямс
961,aufhängen::V,hang up,повфтамс
962,anzünden::V,light,крьвя́стемс
963,aufheben::V,pick up,кеподемс
964,aufheben::V,pick up,касфтомс
965,zurücklassen::V,leave,ка́домс
966,verlieren::V,lose,юма́фтомс
967,fallen lassen::V,drop,прафтомс
968,machen::V,make,тиемс
969,herstellen::V,produce,анокламс
970,bauen::V,build,путомс
971,reparieren::V,mend,петемс
972,verbessern::V,improve,цебярьгофтомс
973,ändern::V,alter,полафтомс
974,graben::V,dig,шу́вомс
975,graben::V,dig,та́ргамс
976,beugen::V,bow,мяндемс
977,biegen::V,bend,комафтомс
978,drehen::V,spin,шо́вамс
979,drehen::V,spin,ша́рфнемс
980,wenden::V,turn,ша́рфтомс
981,umdrehen::V,turn around,шарфтомс
982,heben::V,raise,ке́подемс
983,hochheben::V,lift,ке́подемс
984,hochheben::V,lift,ка́сфтомс
985,ergreifen::V,seize,фатямс
986,halten::V,hold,кирдемс
987,drücken::V,press,люпшта́мс
988,schieben::V,push,шашфтомс
989,kratzen::V,scrape,а́нгорямс
990,kratzen::V,scrape,киськоря́мс
991,lecken::V,lick,нолсемс
992,beißen::V,bite,сускомс
993,abreißen::V,tear off,сяземс
994,abschneiden::V,cut off,керомс
995,binden::V,tie,сотомс
996,stecken::V,stick,сялгомс
997,brechen::V,break,си́ннемс
998,brechen::V,break,ка́лафтомс
999,klopfen::V,knock,чакамс
1000,klopfen::V,knock,чакиемс
1001,hauen::V,hit,шавомс
1002,hauen::V,hit,пиксомс
1003,kleben::V,glue,пе́тфнемс
1004,reiben::V,rub,шо́вамс
1005,streichen::V,spread,вадемс
1006,schleifen::V,grind,шо́вамс
1007,schneiden::V,cut,керомс
1008,rütteln::V,jolt,та́рфтомс
1009,schütteln::V,shake,шука́демс
1010,schwenken::V,swing,яфодемс
1011,schütten::V,pour,каямс
1012,schütten::V,pour,нюрьхтя́мс
1013,füllen::V,fill,пяшкодемс
1014,einwickeln::V,wrap,тапардамс
1015,tragen::V,carry,кандомс
1016,schleppen::V,drag,ускомс
1017,ziehen::V,pull,ускомс
1018,aufbewahren::V,keep,ванфтомс
1019,werfen::V,throw,ёрямс
1020,fangen::V,catch,кунда́мс
1021,packen::V,grab,фатямс
1022,verstecken::V,hide,кяшемс
1023,teilen::V,divide,явомс
1024,schicken::V,send,кучемс
1025,bringen::V,bring,кандомс
1026,bringen::V,bring,пачфтемс
1027,hinzufügen::V,add,пу́томс та́га
1028,hinzufügen::V,add,ма́ксомс та́га
1029,bekommen::V,get,сявомс
1030,erhalten::V,receive,сявомс
1031,nehmen::V,take,сявомс
1032,wählen::V,choose,ко́чкамс
1033,auswählen::V,select,кочкамс
1034,bewahren::V,preserve,ванфтомс
1035,behindern::V,hinder,шорямс
1036,verderben::V,spoil,коламс
1037,verderben::V,spoil,гастямс
1038,beschädigen::V,damage,тиендемс зиян
1039,zerbrechen::V,break,тапамс
1040,zerreißen::V,tear,сяземс
1041,zerstören::V,destroy,ка́лафтомс
1042,verbrennen::V,burn,пълхта́мс
1043,geben::V,give,ма́ксомс
1044,reichen::V,hand,максомс
1045,schenken::V,give,каземс
1046,versprechen::V,promise,ма́ксомс вал
1047,wünschen::V,wish,арьсемс
1048,loben::V,praise,шна́мс
1049,küssen::V,kiss,палсемс
1050,wiegen::V,rock,нюря́фтомс
1051,zudecken::V,cover,вельхтямс
1052,wecken::V,wake,стя́фтомс
1053,wecken::V,wake,съ́ргозьфтемс
1054,zeigen::V,show,няфтемс
1055,führen::V,guide,вятемс
1056,lehren::V,teach,тонафтомс
1057,unterrichten::V,instruct,тонафтомс
1058,aufziehen::V,bring up,касфтомс
1059,leiten::V,lead,вятемс
1060,antreiben::V,urge,вятемс
1061,lassen::V,let,кошардомс
1062,einladen::V,invite,тердемс
1063,einladen::V,invite,серьгядемс
1064,vereinigen::V,unite,пуроптомс
1065,vereinigen::V,unite,кочкамс марса
1066,besuchen::V,visit,варжамс
1067,treffen::V,meet,васьфтомс
1068,sich versammeln::V,assemble,кочкавомс
1069,spielen::V,play,налхксемс
1070,singen::V,sing,морамс
1071,tanzen::V,dance,кштимс
1072,sich trennen::V,separate,явомс
1073,verlassen::V,leave,кадондомс
1074,retten::V,rescue,идемс
1075,retten::V,rescue,араламс
1076,bewachen::V,guard,ваномс
1077,schützen::V,protect,а́раламс
1078,verteidigen::V,defend,а́раламс
1079,sich schlagen::V,brawl,тюремс
1080,schießen::V,shoot,ляцемс
1081,siegen::V,win,сяськомс
1082,ärgern::V,annoy,кяжияфтомс
1083,schlagen::V,beat,токамс
1084,treten::V,kick,тапамс
1085,stechen::V,sting,пупамс
1086,stechen::V,sting,сялгомс
1087,stoßen::V,shove,тостядемс
1088,stehlen::V,steal,саламс
1089,stören::V,disturb,шорсемс
1090,belästigen::V,bother,токсамс
1091,belästigen::V,bother,аф кадомс ваймама
1092,verbergen::V,conceal,кяшемс
1093,täuschen::V,deceive,васькафтомс
1094,täuschen::V,deceive,кяльготнемс
1095,betrügen::V,cheat,васькафнемс
1096,töten::V,kill,шавомс
1097,töten::V,kill,аде́ламс
1098,wohnen::V,dwell,эрямс
1099,arbeiten::V,work,покодемс
1100,sammeln::V,gather,кочкамс
1101,sammeln::V,gather,пу́роптомс
1102,pflücken::V,pick,фатнемс
1103,pflücken::V,pick,нотфнемс
1104,jagen::V,hunt,кунда́мс
1105,fischen::V,fish,калонь кунда́мс
1106,fassen::V,catch,кунда́мс
1107,hüten::V,herd,ваномс
1108,treiben::V,drive,панемс
1109,anbinden::V,tie up,сотомс
1110,füttern::V,feed,трямс
1111,füttern::V,feed,а́ндомс
1112,melken::V,milk,потямс
1113,hacken::V,chop,лазондомс
1114,gießen::V,water,валомс
1115,reifen::V,ripen,кенеремс
1116,zubereiten::V,cook,анокламс
1117,kochen::V,boil,пидемс
1118,backen::V,bake,пидемс
1119,braten::V,fry,пуштомс
1120,umrühren::V,stir,шорямс
1121,stricken::V,knit,кодамс
1122,nähen::V,sew,стамс
1123,färben::V,dye,а́рхтомс
1124,reinigen::V,clean,ва́ткамс
1125,reinigen::V,clean,а́роптомс
1126,waschen::V,wash,муськомс
1127,abwischen::V,wipe,нардамс
1128,spülen::V,rinse,оргалдомс
1129,fegen::V,sweep,тяемс
1130,kehren::V,sweep,тяемс
1131,baden::V,bath,э́шелямс
1132,sich waschen::V,wash,штамс
1133,ausziehen::V,take off,кайсефтемс
1134,anziehen::V,put on,ща́фтомс
1135,sich anziehen::V,get dressed,щамс
1136,kämmen::V,comb,се́ендемс
1137,schmücken::V,decorate,на́ряжамс
1138,schmücken::V,decorate,ма́зоптомс
1139,sagen::V,say,азомс
1140,sagen::V,say,мярьгомс
1141,sprechen::V,speak,корхтамс
1142,reden::V,talk,корхнемс
1143,sich unterhalten::V,chat,корхнемс
1144,fragen::V,ask,ки́зефтемс
1145,bitten::V,request,а́намс
1146,bitten::V,request,ве́шемс
1147,erzählen::V,tell,а́зондомс
1148,mitteilen::V,convey,азомс
1149,nennen::V,name,лемдемс
1150,nennen::V,name,путомс лем
1151,rufen::V,call,серьгядемс
1152,prahlen::V,brag,шна́фтомс пря́
1153,übersetzen::V,translate,ётафтомс
1154,denken::V,think,арьсемс
1155,glauben::V,believe,кемамс
1156,bemerken::V,notice,ня́емс
1157,erkennen::V,recognize,содамс
1158,begreifen::V,grasp,сатомс
1159,verstehen::V,understand,шарьхкодемс
1160,lernen::V,learn,тонафнемс
1161,wissen::V,know,со́дамс
1162,sich erinnern an::V,remember,лятфтамс
1163,vergessen::V,forget,юкстамс
1164,messen::V,measure,ункснемс
1165,zählen::V,count,лу́вомс
1166,zählen::V,count,а́рьсемс
1167,rechnen::V,calculate,лувомс
1168,lesen::V,read,лувомс
1169,lesen::V,read,морафтомс
1170,malen::V,paint,рисова́ндамс
1171,zeichnen::V,draw,рисова́ндамс
1172,schreiben::V,write,сёрмадомс
1173,besitzen::V,own,улемс азоркс
1174,kaufen::V,buy,рамамс
1175,verkaufen::V,sell,мимс
1176,bezahlen::V,pay for,пандомс
1177,zahlen::V,pay,па́ндомс
1178,beherrschen::V,rule,азорондамс
1179,ertragen::V,endure,кирдемс
