,Concept_ID,lbe,te
190,Dreck::N,венп,ముఱికి
191,Eisen::N,мах,ఇనుము
192,Gold::N,муси,బంగారము
193,Silber::N,арцу,వెండి
194,Kohle::N,кӏалаш,నేలబొగ్గు
195,Kohle::N,хъуручӏ,నేలబొగ్గు
196,Glas::N,пюрун,గాజు
197,Lehm::N,сина аьрщи,బంకమన్ను
198,Sand::N,къун,ఇసుక
199,Mensch::N,инсан,నరుడు
200,Mann::N,чув,పురుమడు
201,Mann::N,адимина,పురుమడు
202,Frau::N,щарсса,ఆడుది
203,Frau::N,хъамитайпа,ఆడుది
204,Kind::N,чӏиви оьрчӏ,బిడ్డ
205,Junge::N,оьрчӏ,బాలుడు
206,Junge::N,бурхьин оьрчӏ,బాలుడు
207,Mädchen::N,душ,బాలిక
208,Familie::N,кулпат,కుటుంబము
209,Großvater::N,ттатта,తాత
210,Großvater::N,ниттил ппу,తాత
211,Großmutter::N,буттал нину,అయ్యమ్మ
212,Eltern::N,нину-ппу,తల్లితండ్రులు
213,Vater::N,ппу,తండ్రి
214,Mutter::N,нину,తల్లి
215,Sohn::N,арс,కొడుకు
216,Tochter::N,душ,కూతురు
217,Bruder::N,уссу,పోదరుడు
218,Schwester::N,ссу,సోదరి
219,Onkel::N,буттауссу,మేనమామ
220,Tante::N,буттал ссу,మేనత్త
221,Tante::N,буттал ссу,పినతల్లి
222,Ehemann::N,лас,భర్త
223,Ehefrau::N,щар,భార్య
224,Ehefrau::N,щарсса,భార్య
225,Freude::N,шадшиву,సంతోషము
226,Freude::N,ххаришиву,సంతోషము
227,Gelächter::N,хъяхъаву,నవ్వు
228,Glück::N,талихӏ,సంతోషము
229,Kummer::N,дард,దుఃఖము
230,Wunsch::N,мурад,కోరిక
231,Lust::N,гьавас,కోరిక
232,Lust::N,ччаву,కోరిక
233,Geist::N,рухӏ,ఆత్మ
234,Gedanke::N,пикри,ఆలోచన
235,Gedächtnis::N,дакӏний личӏаву,జ్ఞాపకము
236,Verstand::N,аькьлу,మనస్సు
237,Sinn::N,мяъна,అర్థము
238,Grund::N,багьана,కారణము
239,Wahrheit::N,тӏайламур,సత్యము
240,Wahrheit::N,хӏакьмур,సత్యము
241,Gespräch::N,ихтилат,పంభాషణ
242,Märchen::N,магьа,అద్భుతకథ
243,Erzählung::N,хавар,కథ
244,Nachricht::N,хавар,వార్త
245,Neuigkeit::N,хавар,వార్త
246,Name::N,цӏа,పేరు
247,Rätsel::N,ссигьа,చిక్కు
248,Rede::N,гъалгъа,ఉపన్యాసము
249,Sprache::N,маз,భాష
250,Stimme::N,чӏу,కంరథ్సని
251,Stimme::N,чӏукӏа,కంరథ్సని
252,Wort::N,махъ,మాట
253,Zeichen::N,лишан,గుర్తు
254,Lärm::N,чӏу,సందడి
255,Laut::N,чӏу,ధ్వని
256,Ton::N,чӏу,స్వరము
257,Lied::N,балай,పాట
258,Ruhe::N,дигьалагру,గాలిలేమి
259,Leute::N,инсантал,జనులు
260,Volk::N,ил,జాతి
261,Volk::N,халкь,జాతి
262,Arbeit::N,заву,పని
263,Gast::N,хъамаличу,అతిధి
264,Geschenk::N,бухчакарши,దానము
265,Geschenk::N,лажинккакку,దానము
266,Spiel::N,тӏуркӏу,ఆట
267,Gesellschaft::N,жямат,జట్టు
268,Gesellschaft::N,ккуран,జట్టు
269,Hilfe::N,кумаг,సాహాయ్యము
270,Freund::N,дус,స్నేహితుడు
271,Kamerad::N,хӏаласу,చెలికాడు
272,Angelegenheit::N,иш,విషయము
273,Anzahl::N,аьдад,లెక్క
274,Art::N,жинс,జాతి
275,Stück::N,касак,తునుక
276,Teil::N,бутӏа,భాగము
277,Hälfte::N,дачӏи,సగము
278,Kreis::N,кюрщан,వృత్తము
279,Kreuz::N,ххач,సిలువ
280,Linie::N,щва,గీత
281,Strich::N,щва,గీత
282,Abstand::N,манзил,సందు
283,Entfernung::N,манзил,దూరము
284,Gegend::N,кӏану,విస్తీర్ణము
285,Ort::N,кӏану,స్థలము
286,Seite::N,чул,ప్రక్క
287,Seite::N,чулухалу,ప్రక్క
288,Mitte::N,дя,నడిమి
289,Gegenstand::N,зат,పద్దు
290,Sache::N,зат,వస్తువు
291,Rand::N,зума,అంచు
292,Ecke::N,мурцӏу,మూల
293,Spitze::N,мицӏ,మొన
294,Ende::N,зума,కొన
295,Loch::N,ккутӏ,రంధ్రము
296,Winkel::N,мурцӏу,కోణము
297,Muster::N,накьич,మాదిరి
298,Länge::N,лахъишиву,పొడుగు
299,Höhe::N,лахъшиву,పొడుగు
300,Gewicht::N,дуццин,భారము
301,Gewicht::N,кӏушиву,భారము
302,Haufen::N,бакӏу,రాశి
303,Reihe::N,кьюкьа,వరుస
304,Boot::N,луткка,పడవ
305,Ruder::N,весло,అడక
306,Ruder::N,чӏатӏа,అడక
307,Schlitten::N,чана,సరవండ్లు
308,Schlitten::N,санкка,సరవండ్లు
309,Ski::N,лижарду,స్కీ
310,Lagerfeuer::N,къавтӏн,నెగడు
311,Last::N,гьиву,బరువు
312,Gang::N,нанаву,నడక
313,Schritt::N,ша,అడుగు
314,Norden::N,ухссав,ఉత్తరదిక్కు
315,Norden::N,ухссавнил чулухалу,ఉత్తరదిక్కు
316,Süden::N,кьилва,దక్షిణము
317,Westen::N,баргълагавал,పడమర
318,Westen::N,баргълагавал чул,పడమర
319,Osten::N,баргъбуккай чулухалу,తూర్పు
320,Holz::N,тӏама,కొయ్య
321,Brett::N,тахта,పలక
322,Platte::N,гъуни,పలక
323,Stütze::N,гьалакӏу,వాల్సేడ్లు
324,Stange::N,къазихъ,స్తంభము
325,Stock::N,ттархь,కఱ్ఱ
326,Stab::N,ччантӏакъу,కఱ్ఱ
327,Rohr::N,бургъу,గొట్టము
328,Haus::N,къатта,ఇల్లు
329,Heim::N,къатта,స్వగృహము
330,Ofen::N,пач,పొయ్యి
331,Fußboden::N,чӏанкъатта,నేల
332,Tisch::N,усттул,మేజా
333,Stuhl::N,кӏану,కుర్చీ
334,Wiege::N,оьрчӏал кӏану,ఉయ్యాల
335,Bett::N,тах,పడక
336,Bett::N,тах,మంచం
337,Regal::N,чӏаму,అటక
338,Kiste::N,яшикӏ,వెట్టె
339,Kiste::N,къурши,వెట్టె
340,Fenster::N,чӏавахьулу,కిటికి
341,Tür::N,нуз,ద్వారము
342,Tür::N,нузкьун,ద్వారము
343,Tor::N,къапу,ద్వారము
344,Tor::N,дарваза,ద్వారము
345,Zaun::N,дайгьузанну,కంచె
346,Dach::N,магъи,ఇంటివైకప్పు
347,Dach::N,цӏиялу,ఇంటివైకప్పు
348,Leiter::N,чуртту,నిచ్చెన
349,Besen::N,чӏатлу,చీపురుకట్ట
350,Spaten::N,бил,పాఱ
351,Schaufel::N,чӏатӏа,పాఱ
352,Gabel::N,гьиссилу,ముండ్లగరిటె
353,Löffel::N,къуса,గరిటె
354,Messer::N,чӏила,కత్తి
355,Nagel::N,мяр,మేకు
356,Netz::N,къери,వల
357,Haken::N,къича,కొక్కెము
358,Griff::N,куяму,పిడి
359,Schloss::N,кьункьула,తాళము
360,Bild::N,сурат,చిత్రము
361,Puppe::N,ссихьу,బొమ్మ
362,Beutel::N,чантай,సంచి
363,Bündel::N,гьи,మూట
364,Bündel::N,къар,మూట
365,Eimer::N,бадра,చేద
366,Deckel::N,къапаза,మూత
367,Geschirr::N,пюрунчӏул,వంటకాలు
368,Geschirr::N,тӏахӏникӏичӏу,వంటకాలు
369,Sack::N,къап,గోనెసంచి
370,Sack::N,дарваг,గోనెసంచి
371,Tasse::N,пижан,గిన్నె
372,Tasse::N,пинжан,గిన్నె
373,Tasse::N,инкираччатӏи,గిన్నె
374,Tasse::N,цинцилттал бушкъап,గిన్నె
375,Topf::N,кӏункӏур,కుండ
376,Kessel::N,чаг,నీరుకాచుపాత్ర
377,Kessel::N,кӏункӏур,నీరుకాచుపాత్ర
378,Essen::N,дукия,ఆహారము
379,Essen::N,дукин,ఆహారము
380,Nahrung::N,дукра,ఆహారము
381,Speise::N,дукра,ఆహారము
382,Fleisch::N,дикӏ,మాంసము
383,Getreide::N,къама,ధాన్యము
384,Brei::N,ккурч,గుజ్జు
385,Brot::N,ччатӏ,రొట్టె
386,Scheibe::N,парча,బద్ద
387,Fett::N,аьгъушиву,క్రొవ్వు
388,Butter::N,нагь,వెన్న
389,Butter::N,лагаву,వెన్న
390,Salz::N,цӏву,ఉప్పు
391,Suppe::N,накь,చారు
392,Honig::N,ницӏ,తెనె
393,Milch::N,накӏ,పాలు
394,Tee::N,чяй,తేనీరు
395,Leder::N,бурчу,బాగుచేసివతోలు
396,Wolle::N,ппал,ఉన్ని
397,Stoff::N,янна,బట్ట
398,Nadel::N,ххалаххи,సూది
399,Faden::N,ххал,దారము
400,Knopf::N,банд,బొత్తాము
401,Knoten::N,къурхъ,ముడి
402,Farbe::N,сир,రంగు
403,Kleidung::N,янна,బట్టలు
404,Kleidung::N,лаххия,బట్టలు
405,Hemd::N,гьухъа,చొక్కాయ
406,Kragen::N,дарвач,మాల
407,Ärmel::N,кахха,చొక్కాయచెయ్యి
408,Hose::N,хӏажак,ఇజారు
409,Gürtel::N,мухӏлу,పటకా
410,Mütze::N,кьяпа,టోపి
411,Stiefel::N,чакма,బూటు
412,Ring::N,кӏисса,ఉంగరము
413,Band::N,линт,నాడా
414,Kamm::N,ттарал,దువ్వెన
415,Spiegel::N,дагьани,అద్దము
416,Riemen::N,эн,వాడా
417,Schnur::N,хьхьа,దారము
418,Decke::N,виргъан,కంబళి
419,Kissen::N,кӏаралу,తలగడ
420,Tuch::N,карщи,బట్ట
421,Handtuch::N,калихьу,తువాలు
422,Handtuch::N,лажинлихьу,తువాలు
423,Kraft::N,эллаж,బలము
424,Stärke::N,гуж,శక్తి
425,Gesundheit::N,цӏуллу-сагъшиву,ఆరోగ్యము
426,Krankheit::N,къашайшиву,రోగము
427,Schmerz::N,къюву,నొప్పి
428,Wunde::N,щаву,గాయము
429,Fieber::N,кӏиришиву,జ్వరము
430,Arznei::N,дару,మందు
431,Brücke::N,ламу,వంతెన
432,Brunnen::N,къуй,బావి
433,Brunnen::N,къуй,కూపము
434,Brunnen::N,къуй,నుయ్యి
435,Weide::N,бизантту,పచ్చికబయలు
436,Pfad::N,жегъир ххуллу,కాలిత్రోవ
437,Weg::N,ххуллу,మార్గము
438,Straße::N,ххуллу,బాట
439,Dorf::N,щар,గ్రామము
440,Dorf::N,шяравалу,గ్రామము
441,Stadt::N,шагьру,పట్టణము
442,Brief::N,чагъар,జాబు
443,Buch::N,лу,పుస్తకము
444,Buchstabe::N,хӏарп,అక్షరము
445,Zeitung::N,кказит,వార్తాపత్రిక
446,Leben::N,оьрму,ప్రాణము
447,Tod::N,ажал,మరణము
448,Tod::N,бивкӏу,మరణము
449,Tod::N,ивчӏаву,మరణము
450,Grab::N,гьав,సమాధి
451,Kirche::N,килиса,క్రెస్తవులగుడి
452,Sünde::N,бунагъ,పాపము
453,Gott::N,зал,దేవుడు
454,Arbeiter::N,зузала,పనిపాటుచేశేవాడు
455,Chef::N,ялувма,యజమానుడు
456,Meister::N,усттар,కళాకారుడు
457,Arzt::N,хӏакин,వైద్యుడు
458,Lehrer::N,учитель,ఉపాధ్యాయుడు
459,Geld::N,арцу,ద్రవ్యము
460,Geschäft::N,даву,వ్యాపారము
461,Laden::N,ттучан,అంగడి
462,Preis::N,багъа,వెల
463,Ware::N,хъус,సరకులు
464,Nutzen::N,хайр,ప్రయోజనము
465,Nutzen::N,мюнпат,ప్రయోజనము
466,Reichtum::N,давлат,ధనము
467,Reichtum::N,аваданшиву,ధనము
468,Welt::N,дуниял,ప్రపంచము
469,Land::N,билаят,దేశము
470,Staat::N,паччахӏлугъ,రాజ్యము
471,Macht::N,власть,అధికారము
472,Grenze::N,дазу,సరిహద్దు
473,Krieg::N,дяъви,యుద్ధము
474,Feind::N,душман,శత్రువు
475,Gewalt::N,къия,దౌర్జన్యము
476,Kampf::N,лачӏуи уккаву,పోట్లాట
477,Bogen[Waffe]::N,ккуртта,విల్లు
478,Pfeil::N,чӏатӏаракӏ,బాణము
479,Gewehr::N,ттупанг,తుపాకి
480,Fehler::N,гъалатӏ,తప్ప
481,Lüge::N,щялмахъ,అసత్యము
482,Schaden::N,зарал,నష్టము
483,Unglück::N,бала,దురదృష్టము
484,Schuld::N,тахсир,తప్పు
485,Alter::N,оьрму,వయస్సు
486,Schluss::N,ахир,ముగింపు
487,Zeit::N,чӏун,కాలము
488,Tag::N,кьини,దినము
489,Morgen::N,кӏюрх,ఉదయము
490,Mittag::N,ахттайн,మధ్యాహ్నము
491,Mittag::N,дяахттайн,మధ్యాహ్నము
492,Mittag::N,ахттайн чӏун,మధ్యాహ్నము
493,Abend::N,маркӏачӏан,సాయంకాలము
494,Nacht::N,хьхьу,రత్రి
495,Woche::N,нюжмар,వారము
496,Monat::N,барз,నెల
497,Jahr::N,шин,సంవత్సరము
498,Frühling::N,инт,వసంతకాలము
499,Sommer::N,гъи,వేసవికాము
500,Herbst::N,ссут,ఆకురాలుకాలము
501,Winter::N,кӏи,శీతకాలము
502,Januar::N,цалчинмур барз,జనవరి
503,Februar::N,кӏилчинмур барз,ఫిబ్రవరి
504,März::N,шамилчинмур барз,మార్చి
505,April::N,апрель,ఏప్రిలు
506,April::N,мукьилчинмур барз,ఏప్రిలు
507,Mai::N,май,మే
508,Mai::N,ххюлчинмур барз,మే
509,Juni::N,июнь,జూన్
510,Juni::N,ряххилчинмур барз,జూన్
511,Juli::N,июль,జూలై
512,Juli::N,Арулчинмур барз,జూలై
513,August::N,мяйлчинмур барз,ఆగస్టు
514,September::N,урчӏилчинмур барз,సెప్ఠెంబరు
515,Oktober::N,ацӏилчинмур барз,అక్టోబరు
516,November::N,ацӏния цалчинмур барз,నవంబరు
517,Dezember::N,ацӏния кӏилчинмур барз,డిసెంబర్
518,Montag::N,итин,సోమవారము
519,Montag::N,итин кьини,సోమవారము
520,Dienstag::N,тталат,మంగళవారము
521,Dienstag::N,тталат кьини,మంగళవారము
522,Mittwoch::N,арвахӏ,బుధవారము
523,Donnerstag::N,хамис,గురువారము
524,Freitag::N,нюжмар,శుక్రవారము
525,Freitag::N,нюжмар кьини,శుక్రవారము
526,Samstag::N,ххуллун,శనివారము
527,Samstag::N,ххуллун кьини,శనివారము
528,Sonntag::N,алхӏат,ఆదివారము
529,Sonntag::N,алхӏат кьини,ఆదివారము
530,groß::A,бугъарасса,గొప్పైన
531,klein::A,чӏивисса,చిన్న
532,lang::A,лахъисса,పొడుగాటి
533,kurz::A,кутӏасса,పొట్టి
534,breit::A,уттасса,వెడల్పైన
535,schmal::A,уттакӏюласса,ఇఱుకైన
536,dicht::A,ццунсса,దట్టమైన
537,dick[Gegenstand]::A,ганзсса,దట్టమైన
538,dünn::A,кӏюласса,పలుచని
539,fest::A,цӏакьсса,దృడమైవ
540,fest::A,кьянкьасса,దృడమైవ
541,flach::A,баягъисса,చదువైన
542,flach::A,цӏубакъасса,చదువైన
543,flach::A,куртӏ дакъасса,చదువైన
544,glatt::A,дюрчӏусса,నున్నని
545,hart::A,кьянкьасса,కఠినమైన
546,weich::A,кӏукӏлусса,మృదువైన
547,rund::A,ккурккисса,గుండ్రని
548,spitz::A,ярксса,మొనగల
549,spitz::A,дайлсса,మొనగల
550,spitz::A,мицӏ бусса,మొనగల
551,scharf::A,ярксса,పదనైన
552,scharf::A,дайлсса,పదనైన
553,scharf::A,мицӏ бусса,పదనైన
554,stumpf::A,къуркъасса,వాడిలేని
555,schwer::A,кӏусса,బరువ్తెన
556,schön::A,аьнтӏикӏасса,సుందరమైన
557,heiß::A,кӏирисса,వేడియైన
558,warm::A,гъелисса,వెచ్చని
559,kalt::A,дяркъусса,చల్లని
560,kühl::A,дюхлулсса,చల్లని
561,frisch::A,цӏусса,తాజాయైన
562,feucht::A,атилсса,చెమ్మగానున్న
563,feucht::A,хъавтусса,చెమ్మగానున్న
564,nass::A,атилсса,తడిగామన్న
565,nass::A,хъавтусса,తడిగామన్న
566,trocken::A,кьавкьсса,ఎండిన
567,trocken::A,кьакьан бувсса,ఎండిన
568,voll::A,бувцӏусса,నిండు
569,leer::A,бачӏвасса,శూన్యమైన
570,offen::A,тӏивтӏусса,తెఱచియున్న
571,geschlossen::A,лавкьусса,మూసిన
572,sauber::A,марцӏсса,పరిశుద్ధమైన
573,schmutzig::A,чапалсса,ముఱికియైన
574,roh::A,шакъавхьсса,పచ్చి
575,reif::A,дирсса,పండివ
576,lecker::A,нахӏусса,రుచి గల
577,lecker::A,тӏааьнсса,రుచి గల
578,süß::A,нацӏусса,తియ్యని
579,bitter::A,кьурчӏисса,చేదైన
580,sauer::A,туршсса,పుల్లని
581,hell::A,чаннасса,కాంతిగల
582,dunkel::A,цӏансса,చీకటియైన
583,schwarz::A,лухӏисса,నల్లని
584,weiß::A,кӏяласса,తెలుపు
585,rot::A,ятӏулсса,ఎఱ్ఱని
586,gelb::A,хъахъисса,పసుపు పచ్చ
587,blau::A,някӏсса,నీలవర్ణము
588,grün::A,щюлисса,ఆకుపచ్చని
589,grau::A,оьрусса,నెరిసిన
590,bunt::A,оьрчӏикӏурисса,రంగేలీ
591,billig::A,кьювкьусса,చౌకయైన
592,teuer::A,ххирасса,వెలపొడుగైన
593,wertvoll::A,багьасса,విలుప్తెన
594,blind::A,мурчӏисса,గ్రుడ్డి
595,taub::A,къюкӏсса,చెవిటి
596,kräftig::A,гужсса,శక్తి గల
597,stark::A,кьянкьасса,బలమైన
598,schwach::A,заэвсса,బలహీనమైన
599,fett::A,бучсса,క్రొవ్విన
600,schlank::A,бювхъусса,సన్నని
601,hübsch::A,янусса,సాగప్తెన
602,böse::A,оьсса,చెడ్డ
603,dumm::A,ахӏмакьсса,తెలివిలేని
604,faul::A,танмалсса,సోమరియైన
605,faul::A,курчӏилсса,సోమరియైన
606,fleißig::A,хӏарачат бусса,శ్రద్దగల
607,geizig::A,янттарцӏансса,పిసినారియైన
608,klug::A,аькьлу бусса,తెలివిగల
609,geschickt::A,паргалсса,నిపుణతగల
610,lieb::A,аьзизсса,ప్రియమైన
611,lustig::A,тяхъасса,ఉల్లాసము గల
612,sanft::A,иминсса,సాధువైన
613,hungrig::A,ккашилсса,ఆకలిగొనిన
614,krank::A,къашавайсса,వ్యాధిగల
615,nackt::A,кӏачӏасса,దిగంబరమైన
616,traurig::A,пашмансса,విచారముగల
617,lebendig::A,уттавасса,ప్రాణముతో నున్న
618,gut::A,ххуйсса,మంచి
619,schlecht::A,оьккисса,చెడ్డ
620,richtig::A,саргъунсса,సరియైన
621,schlimm::A,оьккисса,అసహ్యమైన
622,wahr::A,хӏакьсса,నిజమైన
623,alt::A,кугьнасса,ముసలి
624,neu::A,цӏусса,క్రొత్త
625,ehemalig::A,хъхъичӏвасса,పూర్వపు
626,alt[Lebewesen]::A,агьилсса,ముసలి
627,jung::A,чӏавасса,పసి
628,jung::A,жагьилсса,పసి
629,arm::A,мискинсса,బీద
630,reich::A,авадансса,ధనవంతుడైన
631,bekannt::A,дусъсса,తెలిసిన
632,berühmt::A,машгьурсса,ప్రపిద్దికెక్కివ
633,fremd::A,чил,అన్యమైన
634,verschieden::A,личӏи-личӏисса,భేదమైన
635,nah::A,гъансса,దగ్గఱనున్న
636,fern::A,архсса,దూరమందున్న
637,linker::A,кияхсса,ఎడమప్రక్కగ
638,linker::A,кюччахсса,ఎడమప్రక్కగ
639,rechter::A,урчӏахсса,కుడి
