,Concept_ID,fi,mhr
123,Gipfel::N,laki,чаҥга́
124,Gipfel::N,laki,курыкву́й
125,Gipfel::N,huippu,чаҥга́
126,Gipfel::N,huippu,курыкву́й
127,Höhle::N,luola,пеще́р
128,Höhle::N,luola,курыкпо́мыш
129,Abhang::N,rinne,та́йыл
130,Quelle::N,lähde,важ
131,Quelle::N,lähde,вӱдшинча́
132,Bach::N,puro,изэҥе́р
133,Fluss::N,joki,эҥе́р
134,Ufer::N,ranta,сер
135,Küste::N,rannikko,вӱдтӱ́р
136,Festland::N,manner,мла́нде
137,Meer::N,meri,те́ҥыз
138,Bucht::N,lahti,икса́
139,Insel::N,saari,отро́
140,Blume::N,kukka,пеле́дыш
141,Gras::N,ruoho,шу́до
142,Wurzel::N,juuri,вож
143,Baum::N,puu,пуше́ҥге
144,Stamm::N,runko,йы́тыр
145,Rinde::N,kuori,шӱм
146,Rinde::N,parkki,шӱм
147,Ast::N,oksa,укш
148,Zweig::N,haara,торма́к
149,Blatt::N,lehti,лышта́ш
150,Birke::N,koivu,куэ́
151,Kiefer[Baum]::N,mänty,пӱ́нчӧ
152,Kiefer[Baum]::N,petäjä,пӱ́нчӧ
153,Weide[Baum]::N,paju,уа́
154,Tanne::N,kuusi,кож
155,Horn::N,sarvi,шур
156,Feder::N,sulka,пы́стыл
157,Feder::N,höyhen,пы́стыл
158,Fell::N,talja,кова́ште
159,Flügel::N,siipi,шу́лдыр
160,Klaue::N,kynsi,кӱч
161,Kralle::N,kynsi,ла́па
162,Kralle::N,kynsi,копа́
163,Schwanz::N,häntä,поч
164,Schwanz::N,pyrstö,поч
165,Ei::N,muna,му́но
166,Nest::N,pesä,пыжа́ш
167,Bau::N,pesä,пыжа́ш
168,Tier::N,eläin,я́нлык
169,Tier::N,eläin,живо́тный
170,Herde::N,lauma,кӱ́тӱ
171,Herde::N,lauma,тӱшка́
172,Kuh::N,lehmä,ушка́л
173,Bulle::N,sonni,ӱ́шкыж
174,Pferd::N,hevonen,и́мне
175,Schaf::N,lammas,шо́рык
176,Schwein::N,sika,сӧсна́
177,Hund::N,koira,пий
178,Katze::N,kissa,пы́рыс
179,Bär::N,karhu,маска́
180,Eichhörnchen::N,orava,ур
181,Elch::N,hirvi,шо́рдо
182,Fuchs::N,kettu,ры́выж
183,Hase::N,jänis,мера́ҥ
184,Maus::N,hiiri,коля́
185,Wolf::N,susi,пи́ре
186,Vogel::N,lintu,ка́йык
187,Schwarm::N,parvi,каша́к
188,Huhn::N,kana,чы́ве
189,Hahn::N,kukko,агыта́н
190,Gans::N,hanhi,ко́мбо
191,Adler::N,kotka,карагу́ш
192,Ente::N,ankka,лу́до
193,Eule::N,pöllö,тумна́
194,Kranich::N,kurki,турня́
195,Krähe::N,varis,кора́к
196,Kuckuck::N,käki,куку́
197,Schwan::N,joutsen,йӱ́ксӧ
198,Fisch::N,kala,кол
199,Barsch::N,ahven,ола́ҥге
200,Hecht::N,hauki,нуж
201,Hecht::N,hauki,чорта́н
202,Schlange[Tier]::N,käärme,ки́шке
203,Wurm::N,mato,шукш
204,Spinne::N,hämähäkki,эҥыре́мыш
205,Ameise::N,muurahainen,ку́тко
206,Laus::N,täi,тий
207,Mücke::N,sääski,шыҥа́
208,Mücke::N,hyttynen,шыҥа́
209,Fliege::N,kärpänen,ка́рме
210,Schmetterling::N,perhonen,лы́ве
211,Beere::N,marja,мӧр
212,Apfel::N,omena,олма́
213,Pilz::N,sieni,по́ҥго
214,Zwiebel::N,sipuli,шога́н
215,Saat::N,siemenet,нӧ́шмӧ
216,Saat::N,siemenet,туш
217,Korn::N,jyvä,шу́рно
218,Korn::N,vilja,шу́рно
219,Heu::N,heinä,шу́до
220,Schale::N,kuori,шӱм
221,Grube::N,kuoppa,выне́м
222,Falle::N,loukku,лӧ́дӧ
223,Schlinge::N,ansa,о́птыш
224,Schlinge::N,ansa,шӧрга́лтыш
225,Spur::N,jälki,кыша́
226,Asche::N,tuhka,ло́мыж
227,Dreck::N,lika,лавыра́
228,Eisen::N,rauta,кӱ́ртньӧ
229,Gold::N,kulta,шӧ́ртньӧ
230,Silber::N,hopea,ший
231,Kohle::N,hiili,мландышӱ́й
232,Glas::N,lasi,янда́
233,Lehm::N,savi,шун
234,Sand::N,hiekka,ошма́
235,Mensch::N,ihminen,еҥ
236,Mensch::N,ihminen,айде́ме
237,Mann::N,mies,пӧръе́ҥ
238,Frau::N,nainen,ӱдырама́ш
239,Kind::N,lapsi,аза́
240,Junge::N,poika,рве́зе
241,Mädchen::N,tyttö,ӱдыра́ш
242,Familie::N,perhe,еш
243,Großvater::N,isoisä,коча́
244,Großmutter::N,isoäiti,кова́
245,Eltern::N,vanhemmat,ача́-ава́
246,Vater::N,isä,ача́
247,Mutter::N,äiti,ава́
248,Sohn::N,poika,э́рге
249,Tochter::N,tytär,ӱ́дыр
250,Bruder::N,veli,иза́
251,Bruder::N,veli,шо́льо
252,Schwester::N,sisko,ака́
253,Onkel::N,eno,иза́
254,Onkel::N,setä,иза́
255,Tante::N,täti,кока́
256,Ehemann::N,mies,мари́й
257,Ehemann::N,aviomies,мари́й
258,Ehefrau::N,vaimo,ва́те
259,Ehefrau::N,aviovaimo,ва́те
260,Freude::N,ilo,куа́н
261,Freude::N,ilo,куаныма́ш
262,Freude::N,riemu,куа́н
263,Freude::N,riemu,куаныма́ш
264,Gelächter::N,nauru,во́штылтыш
265,Glück::N,onni,пиа́л
266,Kummer::N,suru,о́йго
267,Kummer::N,murhe,о́йго
268,Wunsch::N,toive,ку́мыл
269,Wunsch::N,toivomus,ку́мыл
270,Lust::N,himo,ку́мыл
271,Geist::N,henki,ӧрт
272,Geist::N,henki,чон
273,Gedanke::N,aate,ой
274,Gedanke::N,aate,шоныма́ш
275,Gedanke::N,ajatus,ой
276,Gedanke::N,ajatus,шоныма́ш
277,Gedächtnis::N,muisti,шарныма́ш
278,Verstand::N,äly,уш
279,Verstand::N,järki,уш
280,Verstand::N,ymmärrys,уш
281,Sinn::N,merkitys,смысл
282,Grund::N,syy,ама́л
283,Grund::N,peruste,ама́л
284,Wahrheit::N,tosi,чын
285,Wahrheit::N,totuus,чын
286,Gespräch::N,puhelu,мутланыма́ш
287,Gespräch::N,keskustelu,мутланыма́ш
288,Märchen::N,satu,йома́к
289,Erzählung::N,tarina,ойлыма́ш
290,Erzählung::N,kertomus,ойлыма́ш
291,Nachricht::N,tieto,увертарыма́ш
292,Nachricht::N,ilmoitus,увертарыма́ш
293,Neuigkeit::N,uutinen,уве́р
294,Name::N,nimi,лӱм
295,Rätsel::N,arvoitus,ту́што
296,Rede::N,puhe,ойлыма́ш
297,Sprache::N,kieli,йы́лме
298,Stimme::N,ääni,йӱк
299,Wort::N,sana,ой
300,Wort::N,sana,мут
301,Zeichen::N,merkki,ти́ште
302,Zeichen::N,merkki,знак
303,Ruf::N,kutsu,ӱжма́ш
304,Lärm::N,melu,лӱшкыма́ш
305,Lärm::N,melu,йӱк-йӱа́н
306,Lärm::N,hälinä,лӱшкыма́ш
307,Lärm::N,hälinä,йӱк-йӱа́н
308,Laut::N,ääni,йӱк
309,Ton::N,sävel,йӱксе́м
310,Lied::N,laulu,му́ро
311,Ruhe::N,lepo,ты́мык
312,Ruhe::N,rauha,ты́мык
313,Leute::N,väki,еҥ-влак
314,Leute::N,ihmiset,еҥ-влак
315,Volk::N,kansa,ка́лык
316,Arbeit::N,työ,паша́
317,Gast::N,vieras,уна́
318,Geschenk::N,lahja,пӧле́к
319,Spiel::N,peli,мо́дыш
320,Spiel::N,peli,модма́ш
321,Spiel::N,leikki,мо́дыш
322,Spiel::N,leikki,модма́ш
323,Gesellschaft::N,seura,тӱшка́
324,Hilfe::N,apu,по́лыш
325,Freund::N,ystävä,таҥ
326,Freund::N,ystävä,йолта́ш
327,Kamerad::N,toveri,таҥ
328,Angelegenheit::N,asia,паша́
329,Anzahl::N,lukumäärä,чот
330,Art::N,laji,вид
331,Stück::N,pala,ка́тыш
332,Stück::N,pala,ла́стык
333,Stück::N,kappale,ка́тыш
334,Stück::N,kappale,ла́стык
335,Teil::N,osa,ужа́ш
336,Hälfte::N,puoli,пел
337,Hälfte::N,puoli,пе́ле
338,Kreis::N,ympyrä,ты́ртыш
339,Kreuz::N,risti,ыре́с
340,Linie::N,viiva,ли́ний
341,Strich::N,piirto,коре́ш
342,Abstand::N,väli,кокла́
343,Abstand::N,väljyys,кокла́
344,Entfernung::N,etäisyys,тора́
345,Entfernung::N,etäisyys,ку́жыт
346,Gegend::N,seutu,кунде́м
347,Platz::N,tila,ку́мдык
348,Ort::N,kohta,вер
349,Ort::N,kohta,о́лмо
350,Ort::N,paikka,вер
351,Ort::N,paikka,о́лмо
352,Seite::N,sivu,ӧ́рдыж
353,Seite::N,kylki,ӧ́рдыж
354,Mitte::N,keskus,покше́л
355,Mitte::N,puoliväli,покше́л
356,Gegenstand::N,kalu,наста́
357,Gegenstand::N,esine,наста́
358,Sache::N,asia,наста́
359,Rand::N,ääri,тӱр
360,Rand::N,syrjä,тӱр
361,Kante::N,särmä,тӱр
362,Ecke::N,nurkka,лук
363,Spitze::N,terä,вуй
364,Spitze::N,kärki,вуй
365,Ende::N,pää,муча́ш
366,Ende::N,perä,муча́ш
367,Loch::N,kolo,рож
368,Loch::N,reikä,рож
369,Winkel::N,kulma,лук
370,Muster::N,kuvio,пеза́к
371,Muster::N,kuvio,узо́р
372,Muster::N,kuvio,ӱ́лгӧ
373,Größe::N,koko,кӱ́кшыт
374,Größe::N,suuruus,кӱ́кшыт
375,Länge::N,pituus,ку́тыш
376,Höhe::N,korkeus,кӱ́кшыт
377,Gewicht::N,paino,не́лыт
378,Menge::N,määrä,чот
379,Haufen::N,kasa,кы́шыл
380,Reihe::N,rivi,рада́м
381,Boot::N,vene,пуш
382,Ruder::N,airo,эшка́к
383,Schlitten::N,reki,тер
384,Schlitten::N,reki,изде́р
385,Schlitten::N,kelkka,тер
386,Schlitten::N,kelkka,изде́р
387,Ski::N,suksi,е́че
388,Lagerfeuer::N,nuotio,туло́то
389,Last::N,kuorma,нӧ́лтыш
390,Gang::N,kulku,ошкылма́ш
391,Gang::N,käynti,ошкылма́ш
392,Schritt::N,askel,о́шкыл
393,Norden::N,pohjoinen,йӱдйыма́л
394,Süden::N,etelä,кечывалве́л
395,Westen::N,länsi,касве́л
396,Osten::N,itä,эрве́л
397,Holz::N,puu,пу
398,Brett::N,lauta,оҥа́
399,Platte::N,levy,аста́р
400,Stütze::N,noja,чара́к
401,Stange::N,tanko,лома́ш
402,Stock::N,keppi,тоя́
403,Stab::N,sauva,вара́
404,Stab::N,sauva,кашта́
405,Stab::N,seiväs,вара́
406,Stab::N,seiväs,кашта́
407,Rohr::N,putki,пуч
408,Haus::N,talo,пӧрт
409,Heim::N,koti,мӧ́ҥгӧ
410,Ofen::N,uuni,комака́
411,Fußboden::N,lattia,кӱва́р
412,Tisch::N,pöytä,ӱсте́л
413,Stuhl::N,tuoli,пӱке́н
414,Wiege::N,kehto,шепка́
415,Bett::N,sänky,ва́кшыш
416,Regal::N,hylly,шӧ́рлык
417,Kiste::N,arkku,шо́ндык
418,Kiste::N,arkku,я́шлык
419,Kiste::N,kirstu,шо́ндык
420,Kiste::N,kirstu,я́шлык
421,Kiste::N,laatikko,шо́ндык
422,Kiste::N,laatikko,я́шлык
423,Fenster::N,ikkuna,окна́
424,Tür::N,ovi,омса́
425,Tor::N,portti,капка́
426,Zaun::N,aita,сава́р
427,Dach::N,katto,леве́дыш
428,Leiter::N,tikkaat,тошка́лтыш
429,Leiter::N,tikapuut,тошка́лтыш
430,Besen::N,luuta,ӱштерво́штыр
431,Spaten::N,lapio,ко́льмо
432,Schaufel::N,lapio,сово́к
433,Schaufel::N,lapio,су́ско
434,Gabel::N,haarukka,ви́лке
435,Löffel::N,lusikka,па́не
436,Löffel::N,lusikka,совла́
437,Messer::N,veitsi,кӱ́зӧ
438,Nagel::N,naula,пуда́
439,Netz::N,verkko,вапш
440,Haken::N,haka,са́гыле
441,Haken::N,koukku,са́гыле
442,Griff::N,ripa,кыл
443,Griff::N,kahva,кыл
444,Schloss::N,lukko,кӧгӧ́н
445,Bild::N,kuva,сӱре́т
446,Figur::N,kuvio,фигу́р
447,Puppe::N,nukke,курча́к
448,Beutel::N,pussi,меша́к
449,Bündel::N,nippu,арша́ш
450,Bündel::N,kimppu,арша́ш
451,Tasche::N,laukku,сумка́
452,Eimer::N,sanko,ведра́
453,Eimer::N,ämpäri,ведра́
454,Deckel::N,kansi,ко́мдыш
455,Geschirr::N,astia,а́те
456,Sack::N,säkki,куль
457,Sack::N,säkki,меша́к
458,Tasse::N,kuppi,чу́кыр
459,Tasse::N,kuppi,чашка́
460,Topf::N,pata,ми́ске
461,Kessel::N,kattila,под
462,Essen::N,syönti,ко́чкыш
463,Nahrung::N,ruoka,ку́рго
464,Nahrung::N,ravinto,ку́рго
465,Speise::N,ruoka,ко́чкыш
466,Fleisch::N,liha,шыл
467,Getreide::N,vilja,шу́рно
468,Brei::N,puuro,пу́чымыш
469,Brot::N,leipä,ки́нде
470,Scheibe::N,viipale,ка́тыш
471,Fett::N,rasva,коя́
472,Butter::N,voi,ӱй
473,Öl::N,öljy,ӱй
474,Salz::N,suola,шинча́л
475,Suppe::N,keitto,шӱр
476,Honig::N,hunaja,мӱй
477,Milch::N,maito,шӧр
478,Tee::N,tee,чай
479,Leder::N,nahka,сура́н
480,Leder::N,nahka,шӱ́штӧ
481,Wolle::N,villa,пун
482,Stoff::N,kangas,куэ́м
483,Stoff::N,kangas,посто́
484,Nadel::N,neula,и́ме
485,Faden::N,lanka,шӱ́ртӧ
486,Knopf::N,nappi,по́лдыш
487,Knoten::N,solmu,пышке́м
488,Farbe::N,maali,чия́
489,Kleidung::N,vaatteet,чие́м
490,Kleidung::N,vaatteet,вурге́м
491,Hemd::N,paita,ту́выр
492,Kragen::N,kaulus,сога́
493,Ärmel::N,hiha,шокш
494,Hose::N,housut,йола́ш
495,Gürtel::N,vyö,ӱ́штӧ
496,Mütze::N,lakki,упш
497,Schuh::N,kenkä,боти́нке
498,Stiefel::N,saapas,кем
499,Ring::N,sormus,шерга́ш
500,Band::N,nauha,тасма́
501,Band::N,nauha,ле́нте
502,Kamm::N,kampa,шерге́
503,Spiegel::N,peili,вошто́нчыш
504,Riemen::N,hihna,кӱзанӱ́штӧ
505,Schnur::N,naru,кере́м
506,Schnur::N,naru,кандыра́
507,Schnur::N,nuora,кере́м
508,Schnur::N,nuora,кандыра́
509,Leine::N,talutushihna,вӱра́ҥ
510,Decke::N,peite,леве́дыш
511,Decke::N,peite,одея́л
512,Kissen::N,tyyny,кӱ́пчык
513,Kissen::N,pielus,кӱ́пчык
514,Tuch::N,huivi,шо́выч
515,Handtuch::N,pyyheliina,со́лык
516,Kraft::N,väki,вий
517,Kraft::N,väki,куа́т
518,Kraft::N,voima,вий
519,Kraft::N,voima,куа́т
520,Stärke::N,vahvuus,куа́т
521,Stärke::N,vahvuus,карма́н
522,Gesundheit::N,terveys,таза́лык
523,Krankheit::N,tauti,чер
524,Krankheit::N,sairaus,чер
525,Schmerz::N,kipu,ко́рштыш
526,Schmerz::N,särky,ко́рштыш
527,Wunde::N,haava,су́сыр
528,Fieber::N,kuume,йӱштыму́ж
529,Fieber::N,kuume,лихора́дке
530,Arznei::N,lääke,эм
531,Brücke::N,silta,кӱва́р
532,Brunnen::N,kaivo,вӱдвыне́м
533,Weide::N,laidun,нурше́р
534,Pfad::N,polku,йолго́рно
535,Pfad::N,polku,сокма́к
536,Weg::N,tie,ко́рно
537,Straße::N,katu,ко́рно
538,Dorf::N,kylä,ял
539,Stadt::N,kaupunki,ола́
540,Brief::N,kirje,се́рыш
541,Buch::N,kirja,книга́
542,Buchstabe::N,kirjain,буква́
543,Zeitung::N,lehti,газе́т
544,Zeitung::N,sanomalehti,газе́т
545,Leben::N,elo,и́лыш
546,Leben::N,elämä,и́лыш
547,Tod::N,kuolema,колыма́ш
548,Grab::N,hauta,шӱга́р
549,Kirche::N,kirkko,че́рке
550,Sünde::N,synti,су́лык
551,Gott::N,jumala,ю́мо
552,Arbeiter::N,työläinen,паша́зе
553,Chef::N,päällikkö,тӧра́
554,Meister::N,mestari,маста́р
555,Arzt::N,lääkäri,врач
556,Lehrer::N,opettaja,ту́ныктышо
557,Geld::N,raha,окса́
558,Geschäft::N,liike,сатулыма́ш
559,Laden::N,puoti,ке́выт
560,Laden::N,kauppa,ке́выт
561,Preis::N,hinta,ак
562,Ware::N,tavara,сату́
563,Nutzen::N,hyöty,пайда́
564,Reichtum::N,rikkaus,поя́нлык
565,Welt::N,maailma,тӱня́
566,Land::N,maa,эл
567,Staat::N,valtio,кугыжа́ныш
568,König::N,kuningas,кугыжа́
569,Macht::N,mahti,власть
570,Grenze::N,raja,грани́ца
571,Krieg::N,sota,сар
572,Feind::N,vihollinen,тушма́н
573,Gewalt::N,väkivalta,виешлыма́ш
574,Kampf::N,taistelu,кредалма́ш
575,Bogen[Waffe]::N,jousi,юҥе́ж
576,Pfeil::N,nuoli,пикш
577,Gewehr::N,kivääri,пыча́л
578,Fehler::N,vika,йо́ҥылыш
579,Fehler::N,virhe,йо́ҥылыш
580,Lüge::N,valhe,шоя́к
581,Schaden::N,vaurio,зия́н
582,Schaden::N,vahinko,зия́н
583,Unglück::N,vahinko,эҥге́к
584,Unglück::N,onnettomuus,эҥге́к
585,Schuld::N,syy,тита́к
586,Schuld::N,syy,йола́
587,Alter::N,ikä,ийго́т
588,Schluss::N,loppu,муча́ш
589,Zeit::N,aika,жап
590,Zeit::N,aika,па́гыт
591,Tag::N,päivä,ке́че
592,Morgen::N,aamu,эр
593,Morgen::N,huomen,эр
594,Mittag::N,keskipäivä,кечыва́л
595,Abend::N,ilta,кас
596,Nacht::N,yö,йӱд
597,Woche::N,viikko,арня́
598,Monat::N,kuukausi,ты́лзе
599,Jahr::N,vuosi,ий
600,Frühling::N,kevät,шо́шо
601,Sommer::N,kesä,кеҥе́ж
602,Herbst::N,syksy,шы́же
603,Winter::N,talvi,те́ле
604,Januar::N,tammikuu,шоркыйол
605,Januar::N,tammikuu,идалыкву́й
606,Januar::N,tammikuu,янва́рь
607,Februar::N,helmikuu,пургыж
608,Februar::N,helmikuu,февра́ль
609,März::N,maaliskuu,ӱярня
610,März::N,maaliskuu,март
611,April::N,huhtikuu,апре́ль
612,Mai::N,toukokuu,ага
613,Mai::N,toukokuu,май
614,Juni::N,kesäkuu,пеледыш
615,Juni::N,kesäkuu,ию́нь
616,Juli::N,heinäkuu,сӱрем
617,Juli::N,heinäkuu,ию́ль
618,August::N,elokuu,сорла
619,August::N,elokuu,агарма́н
620,August::N,elokuu,а́вгуст
621,September::N,syyskuu,идым
622,September::N,syyskuu,сентя́брь
623,Oktober::N,lokakuu,шыжа
624,Oktober::N,lokakuu,октя́брь
625,November::N,marraskuu,кылме тылзе
626,November::N,marraskuu,ноя́брь
627,Dezember::N,joulukuu,дека́брь
628,Montag::N,maanantai,шо́чмо
629,Dienstag::N,tiistai,ку́шкыжмо
630,Mittwoch::N,keskiviikko,вӱрге́че
631,Donnerstag::N,torstai,изарня́
632,Freitag::N,perjantai,кугарня́
633,Samstag::N,lauantai,шуматке́че
634,Sonntag::N,sunnuntai,рушарня́
635,groß::A,iso,кугу́
636,groß::A,suuri,кугу́
637,klein::A,pieni,изи́
638,lang::A,pitkä,кужу́
639,kurz::A,lyhyt,кӱ́чык
640,breit::A,leveä,кумда́
641,schmal::A,kapea,а́ҥысыр
642,dicht::A,taaja,ну́гыдо
643,dick[Gegenstand]::A,paksu,кӱ́жгӧ
644,dünn::A,ohut,ви́чкыж
645,fein::A,hieno,ты́гыде
646,fest::A,luja,чо́ткыдо
647,flach::A,litteä,лапка́
648,flach::A,tasainen,лапка́
649,glatt::A,sileä,яклака́
650,glatt::A,siloinen,яклака́
651,hart::A,kova,пе́ҥгыде
652,weich::A,pehmeä,пу́шкыдо
653,rund::A,pyöreä,йырге́шке
654,spitz::A,terävä,коша́р
655,scharf::A,terävä,пӱ́сӧ
656,stumpf::A,tylsä,токма́к
657,schwer::A,raskas,не́ле
658,schwer::A,painava,не́ле
659,schön::A,kaunis,сы́лне
660,heiß::A,kuuma,шо́кшо
661,warm::A,lämmin,ле́ве
662,kalt::A,kylmä,йӱ́штӧ
663,kalt::A,viluinen,йӱ́штӧ
664,kühl::A,viileä,юа́лге
665,kühl::A,viileä,южгата́
666,frisch::A,tuore,свежа́
667,feucht::A,kostea,вӱ́дыжгӧ
668,nass::A,märkä,нӧ́рӧ
669,trocken::A,kuiva,ку́кшо
670,voll::A,täysi,тич
671,leer::A,tyhjä,яра́
672,offen::A,avonainen,виш
673,geschlossen::A,suljettu,пе́тырыме
674,geschlossen::A,suljettu,тӱ́чмӧ
675,sauber::A,puhdas,ару́
676,sauber::A,puhdas,янда́р
677,schmutzig::A,likainen,лавыра́н
678,schmutzig::A,likainen,ла́выргыше
679,roh::A,raaka,кӱ́чымӧ
680,reif::A,kypsä,лӧза́
681,lecker::A,herkullinen,ту́тло
682,süß::A,makea,ше́ре
683,bitter::A,karvas,ко́чо
684,bitter::A,kitkerä,ко́чо
685,sauer::A,hapan,шо́по
686,hell::A,kirkas,во́лгыдо
687,hell::A,valoisa,во́лгыдо
688,dunkel::A,pimeä,пычке́мыш
689,schwarz::A,musta,шола́
690,weiß::A,valkea,ош
691,rot::A,punainen,йошка́р
692,gelb::A,keltainen,сар
693,blau::A,sininen,ка́нде
694,grün::A,vihreä,ужа́р
695,grau::A,harmaa,сур
696,bunt::A,kirjava,олача́
697,billig::A,halpa,шу́лдо
698,billig::A,huokea,шу́лдо
699,teuer::A,kallis,ше́рге
700,wertvoll::A,arvokas,шергака́н
701,blind::A,sokea,со́кыр
702,taub::A,kuuro,соҥгыра́
703,kräftig::A,väkevä,куа́тле
704,kräftig::A,voimakas,куа́тле
705,stark::A,vahva,вия́н
706,schwach::A,heikko,а́лдыме
707,fett::A,lihava,коя́
708,schlank::A,hoikka,йоштката́
709,schlank::A,hoikka,яжу́
710,schlank::A,solakka,йоштката́
711,schlank::A,solakka,яжу́
712,hübsch::A,soma,чеве́р
713,hübsch::A,sievä,чеве́р
714,böse::A,paha,шы́де
715,böse::A,häijy,шы́де
716,dumm::A,tyhmä,аҥыра́
717,dumm::A,typerä,аҥыра́
718,faul::A,laiska,його
719,fleißig::A,ahkera,ты́ршыше
720,geizig::A,saita,чаҥга́
721,klug::A,älykäs,уша́н
722,geschickt::A,taitava,уста́
723,lieb::A,rakas,ала́л
724,lustig::A,hauska,весела́
725,lustig::A,iloinen,весела́
726,sanft::A,lauha,ны́жылге
727,sanft::A,lempeä,ны́жылге
728,hungrig::A,nälkäinen,шу́жышо
729,krank::A,sairas,че́рле
730,nackt::A,alaston,чарама́т
731,traurig::A,surullinen,ойга́н
732,traurig::A,murheellinen,ойга́н
733,lebendig::A,elävä,и́лыше
734,gut::A,hyvä,сай
735,schlecht::A,paha,уда́
736,schlecht::A,paha,шӱ́кшӧ
