,Concept_ID,ce,la
802,zittern::V,дега,tremere
803,zittern::V,дега,trepidare
804,leben::V,даха,vivere
805,geboren werden::V,хила,nasci
806,atmen::V,садеӏа,spirare
807,trinken::V,мала,bibere
808,essen::V,кхалла,edere
809,schlucken::V,къурдбан,devorare
810,müde werden::V,кӏаддала,fatigari
811,einschlafen::V,наб кхета,obdormiscere
812,schlafen::V,вижа,dormire
813,schlafen::V,наб ян,dormire
814,schlafen::V,дижина хила,dormire
815,aufwachen::V,самадала,expergisci
816,aufstehen::V,гӏатта,exsurgere
817,sich erholen::V,садаӏа,se reficere
818,krank werden::V,цомгуш хила,aegrescere
819,krank sein::V,цомгуш хила,aegrotare
820,schmerzen::V,лаза,dolere
821,schmerzen::V,ӏийжа,dolere
822,husten::V,йовхарш етта,tussire
823,genesen::V,тадала,convalescere
824,sterben::V,дала,mori
825,umkommen::V,хӏаллакхила,perire
826,sich bewegen::V,лела,se movere
827,sich rühren::V,меттахъхьен,micare
828,sich erheben::V,хьалагlатта,surgere
829,sich setzen::V,хаа,considere
830,hinfallen::V,дожа,cadere
831,hinfallen::V,охьакхета,cadere
832,laufen::V,вада,vadere
833,laufen::V,хьада,vadere
834,schreiten::V,болар дан,gradi
835,schreiten::V,ког баккха,gradi
836,spazierengehen::V,доладала,ambulare
837,eilen::V,сихдала,properare
838,sich beeilen::V,сихдала,festinare
839,rennen::V,дада,currere
840,springen::V,ирхкхийсадала,salire
841,klettern::V,тӏедийла,niti
842,schaukeln::V,техко,oscillare
843,kriechen::V,такха,repere
844,kriechen::V,такха,serpere
845,schwimmen::V,некадан,nare
846,schwimmen::V,некадан,natare
847,tauchen::V,чулелха,mergere
848,rudern::V,дига лело,remigare
849,rudern::V,кема лело,remigare
850,fahren::V,хахка,vehi
851,fliegen::V,тӏемадала,volare
852,gehen::V,лeла,ire
853,gehen::V,лeла,vadere
854,weggehen::V,дӏадаха,abire
855,weggehen::V,дӏадаха,discedere
856,abfahren::V,дӏадаха,proficisci
857,anhalten::V,саца,consistere
858,hineingehen::V,чудала,inire
859,hineingehen::V,чудала,ingredi
860,eintreten::V,чудала,intrare
861,kommen::V,кхача,venire
862,kommen::V,дӏакхача,venire
863,kommen::V,схьакхача,venire
864,ankommen::V,кхача,advenire
865,ankommen::V,схьакхача,advenire
866,zurückkommen::V,юхада,revenire
867,bleiben::V,диса,manere
868,warten::V,хьежа,opperiri
869,warten::V,cобар дан,opperiri
870,erwarten::V,хьоьжуш ӏан,opperiri
871,erwarten::V,хьоьжуш ӏан,expectare
872,suchen::V,леха,quaerere
873,finden::V,каро,reperire
874,versuchen::V,дан хьажа,conari
875,versuchen::V,дан хьажа,temptare
876,vorbereiten::V,кечъян,parare
877,lieben::V,деза,amare
878,mögen::V,безамхила,amare
879,lachen::V,дела,ridere
880,rühren::V,хьедан,commovere
881,weinen::V,делха,flere
882,schimpfen::V,чехо,increpare
883,sich ärgern::V,оьгӏазъэха,indignari
884,sich fürchten::V,кхера,vereri
885,fürchten::V,кхера,timere
886,fliehen::V,дӏадада,fugere
887,flüchten::V,дӏадада,effugere
888,sehen::V,ган,videre
889,anschauen::V,хьажа,aspectare
890,anschauen::V,хьежа,aspectare
891,ansehen::V,хьовса,spectare
892,hören::V,хаза,audire
893,zuhören::V,ладогӏа,auscultare
894,probieren::V,хьажа,gustare
895,riechen::V,хьожа яха,olfacere
896,fühlen::V,хаадала,sentire
897,scheinen::V,мотта,videri
898,zu sehen sein::V,гуш хила,conspici
899,vernehmen::V,бартхатта,comperire
900,frieren::V,гӏоро,algere
901,tun::V,дан,facere
902,können::V,дадала,posse
903,wollen::V,тӏергӏа,velle
904,anfangen::V,доло,incipere
905,beenden::V,довла,finire
906,aufhören::V,саца,desistere
907,gelingen::V,кадала,contingere
908,geraten::V,хила,evenire
909,öffnen::V,дӏаделла,aperire
910,öffnen::V,схьаделла,aperire
911,schließen::V,къовла,claudere
912,schließen::V,дӏачӏагӏа,claudere
913,stellen::V,хlотто,sistere
914,setzen::V,дийгӏа,ponere
915,legen::V,охьадилла,ponere
916,berühren::V,хьедан,tangere
917,verbinden::V,вовшахтаса,iungere
918,bedecken::V,тилла,tegere
919,bedecken::V,тилла,operire
920,bedecken::V,тӏетаса,tegere
921,bedecken::V,тӏетаса,operire
922,aufhängen::V,хьалаолла,suspendere
923,anzünden::V,лато,accendere
924,anzünden::V,лато,inflammare
925,aufheben::V,айа,tollere
926,zurücklassen::V,дита,relinquere
927,verlieren::V,дайа,perdere
928,verlieren::V,дайа,amittere
929,fallen lassen::V,охьадожо,dimittere
930,machen::V,дан,facere
931,herstellen::V,дан,fabricare
932,bauen::V,гӏишлоян,construere
933,reparieren::V,тадан,reparare
934,verbessern::V,нисдан,emendare
935,ändern::V,хийца,mutare
936,graben::V,ахка,fodere
937,beugen::V,сатто,flectere
938,biegen::V,сатто,curvare
939,drehen::V,хьовзо,torquere
940,umdrehen::V,хьовзo,convertere
941,heben::V,айа,tollere
942,heben::V,хьалаайа,tollere
943,hochheben::V,хьалаайа,levare
944,ergreifen::V,дӏалаца,capessere
945,halten::V,латто,tenere
946,drücken::V,тӏетаӏо,premere
947,schieben::V,татта,promovere
948,kratzen::V,мӏараш тийса,radere
949,lecken::V,мотт хьекха,lambere
950,beißen::V,катoха,mordere
951,abreißen::V,схьадаккха,avellere
952,abschneiden::V,кхада,desecare
953,binden::V,дӏадехка,ligare
954,binden::V,вовшахтаса,ligare
955,stecken::V,чудахийта,inserere
956,brechen::V,кагдан,rumpere
957,klopfen::V,детта,pultare
958,hauen::V,етта,ferire
959,kleben::V,тӏелато,agglutinare
960,reiben::V,хьекхо,terere
961,streichen::V,тlехьакха,oblinere
962,schleifen::V,ирдан,acuere
963,schneiden::V,ларга,secare
964,rütteln::V,лесто,quassare
965,schütteln::V,лесто,quatere
966,schwenken::V,лесто,ventilare
967,schütten::V,дотта,fundere
968,füllen::V,дуза,complere
969,einwickeln::V,хьарчо,involvere
970,tragen::V,дахьа,ferre
971,tragen::V,дахьа,portare
972,schleppen::V,ийзо,pertrahere
973,ziehen::V,озо,trahere
974,aufbewahren::V,ӏалашдан,asservare
975,werfen::V,кхосса,iacere
976,fangen::V,леца,capere
977,packen::V,леца,capessere
978,verstecken::V,къайладаккха,abdere
979,teilen::V,декъа,partiri
980,teilen::V,декъа,dividere
981,schicken::V,дӏадахьийта,mittere
982,bringen::V,дан,apportare
983,hinzufügen::V,тӏетоха,addere
984,bekommen::V,даккха,adipisci
985,erhalten::V,даккха,accipere
986,nehmen::V,схьаэца,sumere
987,wählen::V,харжа,eligere
988,auswählen::V,харжа,deligere
989,bewahren::V,lалашдан,conservare
990,behindern::V,новкъарло ян,impedire
991,verderben::V,талхо,corrumpere
992,beschädigen::V,дохо,laedere
993,zerbrechen::V,дохо,rumpere
994,zerbrechen::V,дохо,frangere
995,zerbrechen::V,кагдан,rumpere
996,zerbrechen::V,кагдан,frangere
997,zerreißen::V,хадо,discindere
998,zerstören::V,дохо,delere
999,zerstören::V,кагдан,delere
1000,verbrennen::V,даго,urere
1001,verbrennen::V,даго,cremare
1002,geben::V,яла,dare
1003,reichen::V,дӏадала,praebere
1004,reichen::V,дӏакховдо,praebere
1005,schenken::V,совгӏат дан,donare
1006,schenken::V,совгӏат дан,largiri
1007,versprechen::V,ваӏда дан,polliceri
1008,versprechen::V,ваӏда дан,promittere
1009,wünschen::V,лаа,
1010,loben::V,хасто,laudare
1011,küssen::V,оба яккха,osculari
1012,wiegen::V,тахка,
1013,zudecken::V,тӏетаса,tegere
1014,wecken::V,самадаккха,excitare
1015,zeigen::V,гайта,monstrare
1016,führen::V,дига,ducere
1017,lehren::V,ӏамо,docere
1018,unterrichten::V,хьеха,instituere
1019,aufziehen::V,кхио,nutrire
1020,leiten::V,урхалла дан,ducere
1021,antreiben::V,сихдан,incitare
1022,lassen::V,-йта,iubere
1023,einladen::V,кхайкха,invitare
1024,vereinigen::V,цхьаьнатоха,coniungere
1025,besuchen::V,хьажахIотта,visere
1026,treffen::V,дуьхьалкхета,convenire
1027,sich versammeln::V,гулдан,convenire
1028,spielen::V,ловза,ludere
1029,singen::V,лакха,cantare
1030,tanzen::V,хелхадала,saltare
1031,sich trennen::V,къаста,digredi
1032,sich trennen::V,къаста,discedere
1033,verlassen::V,дита,deserere
1034,verlassen::V,дита,relinquere
1035,retten::V,кӏелхьардаккха,servare
1036,bewachen::V,ха дан,custodire
1037,schützen::V,лардан,tueri
1038,schützen::V,лардан,tutari
1039,verteidigen::V,лардан,defendere
1040,sich schlagen::V,етта,luctari
1041,schießen::V,детта,iaculari
1042,siegen::V,тола,vincere
1043,ärgern::V,оьгӏаздахийта,irritare
1044,schlagen::V,тоха,ferire
1045,treten::V,мийра тоха,calcare
1046,stechen::V,ӏотта,pungere
1047,stechen::V,къовзо,pungere
1048,stoßen::V,татта,tundere
1049,stehlen::V,лачкъо,furari
1050,stören::V,новкъарло ян,turbare
1051,belästigen::V,сагатдан,obtundere
1052,verbergen::V,къайладаккха,celare
1053,verbergen::V,къайладаккха,occultare
1054,täuschen::V,ӏexo,fallere
1055,betrügen::V,ледан,fraudare
1056,töten::V,ден,necare
1057,töten::V,ден,caedere
1058,wohnen::V,даха,habitare
1059,arbeiten::V,къахьега,laborare
1060,sammeln::V,гулдан,colligere
1061,pflücken::V,даха,carpere
1062,jagen::V,талла,venari
1063,fischen::V,чӏерий леца,piscari
1064,fassen::V,лаца,capere
1065,fassen::V,схьалаца,capere
1066,hüten::V,лардан,custodire
1067,treiben::V,лахка,agere
1068,anbinden::V,дӏадехка,alligare
1069,füttern::V,хӏума яла,nutrire
1070,melken::V,оза,mulgere
1071,gießen::V,хи тоха,rigare
1072,reifen::V,хьекъа,maturescere
1073,zubereiten::V,кечъян,apparare
1074,zubereiten::V,кхача бан,apparare
1075,kochen::V,кхача бан,coquere
1076,backen::V,датта,coquere
1077,braten::V,кхарза,torrere
1078,umrühren::V,кего,commovere
1079,nähen::V,тега,suere
1080,färben::V,басардан,tingere
1081,reinigen::V,цӏандан,purgare
1082,waschen::V,йила,lavare
1083,waschen::V,йитта,lavare
1084,waschen::V,дӏадайа,lavare
1085,abwischen::V,дӏадайа,abstergere
1086,spülen::V,хи кхарза,perluere
1087,fegen::V,нуй хьакха,verrere
1088,kehren::V,нуй хьакха,purgare
1089,baden::V,лийча,lavari
1090,sich waschen::V,юьхь йила,lavari
1091,ausziehen::V,духар дӏадаккха,exuere
1092,sich anziehen::V,духа,vestiri
1093,kämmen::V,ехк хьакха,pectere
1094,schmücken::V,хаздан,ornare
1095,schmücken::V,хаздан,decorare
1096,sagen::V,ала,dicere
1097,sprechen::V,баха,fari
1098,sprechen::V,мотт бийца,fari
1099,reden::V,къамел дан,loqui
1100,sich unterhalten::V,къамел дан,colloqui
1101,sich unterhalten::V,къамел дан,disputare
1102,fragen::V,хатта,rogare
1103,fragen::V,хатта,quaerere
1104,bitten::V,деха,orare
1105,bitten::V,деха,rogare
1106,erzählen::V,дийца,narrare
1107,mitteilen::V,хаам бан,communicare
1108,nennen::V,цӏе яккха,appellare
1109,rufen::V,кхайкха,vocare
1110,prahlen::V,куралла ян,gloriari
1111,prahlen::V,дозалла дан,gloriari
1112,übersetzen::V,гоч дан,vertere
1113,denken::V,ойла ян,cogitare
1114,glauben::V,теша,credere
1115,bemerken::V,ган,animadvertere
1116,erkennen::V,довза,cognoscere
1117,begreifen::V,кхета,comprehendere
1118,verstehen::V,кхета,intellegere
1119,lernen::V,деша,discere
1120,wissen::V,хаа,scire
1121,sich erinnern an::V,дагадан,meminisse
1122,vergessen::V,дицдала,oblivisci
1123,messen::V,дуста,metiri
1124,zählen::V,дагардан,numerare
1125,rechnen::V,лара,reri
1126,rechnen::V,лара,calculare
1127,lesen::V,еша,legere
1128,malen::V,сурт дилла,pingere
1129,zeichnen::V,сурт дилла,scribere
1130,schreiben::V,яздан,scribere
1131,besitzen::V,доладан,possidere
1132,kaufen::V,эца,emere
1133,verkaufen::V,дохка,vendere
1134,bezahlen::V,мах бала,pendere
1135,zahlen::V,мах бала,solvere
1136,beherrschen::V,собаре хила,regere
1137,beherrschen::V,собаре хила,imperare
1138,ertragen::V,лан,tolerare
1139,ertragen::V,лан,sustinere
1140,ertragen::V,сатоха,tolerare
1141,ertragen::V,сатоха,sustinere
1142,ertragen::V,садетта,tolerare
1143,ertragen::V,садетта,sustinere
1144,Schwarm::N,,examen
1145,Schlinge::N,,laqueus
1146,Art::N,,genus
1147,Entfernung::N,,spatium
1148,Griff::N,,manubrium
1149,Figur::N,,statunculum
1150,Bogen[Waffe]::N,,arcus
1151,so::ADV,,ita
1152,abnehmen::V,,deminui
1153,sausen::V,,currere
1154,wenden::V,,vertere
1155,hacken::V,,findere
1156,stricken::V,,texere
1157,anziehen::V,,induere
