,Concept_ID,en,ga
867,zwölf::NUM,twelve,dó dhéag
868,zwanzig::NUM,twenty,fiche
869,dreißig::NUM,thirty,tríocha
870,vierzig::NUM,forty,daichead
871,vierzig::NUM,forty,ceathracha
872,fünfzig::NUM,fifty,caoga
873,sechzig::NUM,sixty,seasca
874,siebzig::NUM,seventy,seachtó
875,achtzig::NUM,eighty,ochtó
876,neunzig::NUM,ninety,nócha
877,hundert::NUM,a hundred,céad
878,tausend::NUM,a thousand,míle
879,und::CNJ,and,agus
880,oder::CNJ,or,nó
881,stehen::V,stand,seas
882,sitzen::V,sit,suigh
883,liegen::V,lie,luigh
884,hängen::V,hang,tá crochta
885,werden::V,become,éirigh
886,passieren::V,happen,tarlaigh
887,beginnen::V,begin,tosaigh
888,enden::V,end,críochnaigh
889,wechseln::V,change,athraigh
890,aufgehen[Sonne]::V,rise,éirigh
891,untergehen[Sonne]::V,set,fuin
892,untergehen[Sonne]::V,set,téigh faoi
893,scheinen[Sonne]::V,shine,taitin
894,scheinen[Sonne]::V,shine,soilsigh
895,donnern::V,thunder,tá toirneach ann
896,wehen::V,blow,séid
897,strömen::V,stream,sil
898,fließen::V,flow,rith
899,fließen::V,flow,snigh
900,sich drehen::V,revolve,cas
901,sich drehen::V,revolve,imrothlaigh
902,schwanken::V,sway,luasc
903,schwingen::V,swing,luasc
904,fallen::V,fall,tit
905,brennen::V,burn,dóigh
906,rauchen::V,smoke,plúch toite
907,regnen::V,rain,báistigh
908,regnen::V,rain,tá ag cur báistí
909,gefrieren::V,freeze,sioc
910,gefrieren::V,freeze,reoigh
911,tauen::V,thaw,leáigh
912,tauen::V,thaw,coscair
913,schmelzen::V,melt,leáigh
914,trocknen::V,dry,triomaigh
915,sieden::V,boil,fiuch
916,sieden::V,boil,beirigh
917,faulen::V,rot,lobh
918,faulen::V,rot,dreoigh
919,verfaulen::V,decay,lobh
920,verfaulen::V,decay,feoigh
921,reißen::V,snap,bris
922,versinken::V,sink,téigh síos
923,vergehen::V,pass,téigh thart
924,erscheinen::V,appear,tar
925,verschwinden::V,disappear,imigh
926,sinken::V,drop,tit
927,sinken::V,drop,ísligh
928,abnehmen::V,decrease,maolaigh
929,abnehmen::V,decrease,laghdaigh
930,zunehmen::V,increase,méadaigh
931,steigen::V,rise,éirigh
932,wachsen::V,grow,fás
933,glänzen::V,shine,lonraigh
934,funkeln::V,sparkle,drithligh
935,lärmen::V,be noisy,tóg callán
936,läuten::V,chime,buail
937,klingeln::V,ring,buail
938,klirren::V,tinkle,cling
939,brausen::V,roar,búir
940,rauschen::V,rustle,tá ag siosarnach
941,klingen::V,sound,tá glór ag
942,bellen::V,bark,amhastraigh
943,heulen::V,howl,glam
944,blasen::V,blow,séid
945,pfeifen::V,whistle,lig fead
946,schreien::V,shout,béic
947,schreien::V,shout,glaoigh
948,stöhnen::V,groan,lig cnead
949,zittern::V,tremble,crith
950,zittern::V,tremble,creathnaigh
951,leben::V,be alive,mair
952,geboren werden::V,be born,rugadh
953,atmen::V,breathe,análaigh
954,trinken::V,drink,ól
955,essen::V,eat,ith
956,schlucken::V,swallow,slog
957,müde werden::V,get tired,tuirsigh
958,einschlafen::V,fall asleep,tit ina chodladh
959,schlafen::V,sleep,codail
960,aufwachen::V,wake up,múscail
961,aufstehen::V,get up,éirigh
962,sich erholen::V,relax,lig scíth
963,krank werden::V,fall ill,éirigh tinn
964,krank sein::V,be ill,tá tinn
965,schmerzen::V,ache,tá pian i
966,husten::V,cough,déan casacht
967,genesen::V,recover,téarnaigh
968,sterben::V,die,éag
969,sterben::V,die,faigh bás
970,umkommen::V,perish,caill
971,sich bewegen::V,move,bog
972,sich bewegen::V,move,gluais
973,sich rühren::V,budge,corraigh
974,sich erheben::V,stand up,seas suas
975,sich setzen::V,sit down,suigh
976,hinfallen::V,tumble,tit
977,laufen::V,walk,siúil
978,schreiten::V,pace,siúil
979,spazierengehen::V,go for a walk,téigh ag spaisteoireacht
980,eilen::V,rush,deifrigh
981,eilen::V,rush,brostaigh
982,sich beeilen::V,hurry,deifrigh
983,sich beeilen::V,hurry,déan deifir
984,sausen::V,dash,luathaigh
985,rennen::V,run,rith
986,springen::V,jump,léim
987,klettern::V,climb,dreap
988,schaukeln::V,seesaw,téigh ar an maide corrach
989,kriechen::V,creep,snámh
990,schwimmen::V,swim,snámh
991,tauchen::V,dive,tum
992,rudern::V,row,iomair
993,rudern::V,row,rámhaigh
994,fahren::V,drive,tiomáin
995,fliegen::V,fly,eitil
996,gehen::V,go,téigh
997,weggehen::V,go away,imigh
998,abfahren::V,depart,imigh
999,anhalten::V,stop,stad
1000,hineingehen::V,go in,téigh isteach
1001,eintreten::V,enter,téigh isteach
1002,kommen::V,come,tar
1003,ankommen::V,arrive,tar
1004,zurückkommen::V,come back,fill
1005,bleiben::V,stay,fan
1006,warten::V,wait,fan
1007,erwarten::V,wait for,tá ag súil le
1008,erwarten::V,wait for,tá ag dréim le
1009,suchen::V,seek,lorg
1010,suchen::V,look for,lorg
1011,finden::V,find,faigh
1012,finden::V,find,aimsigh
1013,versuchen::V,try,triail
1014,vorbereiten::V,prepare,réitigh
1015,lieben::V,love,gráigh
1016,mögen::V,like,taitin le
1017,mögen::V,like,is maith le
1018,lachen::V,laugh,gáir
1019,rühren::V,move,téigh i bhfeidhm ar
1020,weinen::V,weep,goil
1021,weinen::V,weep,caoin
1022,schimpfen::V,grumble,tá ag clamhsán
1023,sich ärgern::V,be annoyed,tá corraithe
1024,sich fürchten::V,be afraid,tá eagla ar
1025,fürchten::V,be afraid of,tá eagla ar
1026,fliehen::V,flee,teith
1027,flüchten::V,escape,éalaigh
1028,sehen::V,see,feic
1029,anschauen::V,look at,dearc
1030,anschauen::V,look at,féach ar
1031,ansehen::V,watch,breathnaigh
1032,hören::V,hear,cluin
1033,zuhören::V,listen,éist
1034,probieren::V,taste,bliais
1035,riechen::V,smell,bolaigh
1036,fühlen::V,feel,braith
1037,fühlen::V,feel,mothaigh
1038,scheinen::V,seem,tá an chuma ar
1039,zu sehen sein::V,show,tá le feiceáil
1040,vernehmen::V,hear,clois
1041,frieren::V,be cold,tá fuar
1042,tun::V,do,déan
1043,können::V,can,féad
1044,können::V,can,is féidir le
1045,wollen::V,want,tá ag iarraidh
1046,anfangen::V,start,tosaigh
1047,anfangen::V,start,cuir tús le
1048,beenden::V,finish,críochnaigh
1049,beenden::V,finish,cuir deireadh le
1050,aufhören::V,stop,stad
1051,gelingen::V,succeed,éirigh le
1052,geraten::V,turn out,tá deireadh ar
1053,öffnen::V,open,oscail
1054,schließen::V,close,dún
1055,schließen::V,close,iaigh
1056,stellen::V,put,cuir
1057,setzen::V,place,cuir
1058,setzen::V,place,socraigh
1059,legen::V,lay,cuir
1060,berühren::V,touch,teagmhaigh le
1061,verbinden::V,connect,ceangail
1062,bedecken::V,cover,clúdaigh
1063,bedecken::V,cover,cumhdaigh
1064,aufhängen::V,hang up,croch
1065,anzünden::V,light,las
1066,anzünden::V,light,adhain
1067,aufheben::V,pick up,tóg
1068,aufheben::V,pick up,ardaigh
1069,zurücklassen::V,leave,fág
1070,verlieren::V,lose,caill
1071,fallen lassen::V,drop,lig uait
1072,fallen lassen::V,drop,caith uait
1073,machen::V,make,déan
1074,machen::V,make,réitigh
1075,herstellen::V,produce,táirg
1076,bauen::V,build,tóg
1077,reparieren::V,mend,deisigh
1078,verbessern::V,improve,feabhsaigh
1079,ändern::V,alter,athraigh
1080,graben::V,dig,tochail
1081,beugen::V,bow,crom
1082,biegen::V,bend,lúb
1083,drehen::V,spin,cas
1084,wenden::V,turn,tiontaigh
1085,umdrehen::V,turn around,iompaigh
1086,umdrehen::V,turn around,tiontaigh
1087,heben::V,raise,ardaigh
1088,hochheben::V,lift,tóg
1089,ergreifen::V,seize,beir ar
1090,halten::V,hold,coimeád
1091,halten::V,hold,coinnigh
1092,drücken::V,press,brúigh
1093,schieben::V,push,brúigh
1094,kratzen::V,scrape,scríob
1095,lecken::V,lick,ligh
1096,lecken::V,lick,leadhb
1097,beißen::V,bite,bain greim as
1098,abreißen::V,tear off,stróic
1099,abreißen::V,tear off,tarraing
1100,abschneiden::V,cut off,scoith
1101,binden::V,tie,ceangail
1102,stecken::V,stick,sáigh
1103,brechen::V,break,bris
1104,klopfen::V,knock,cnag
1105,hauen::V,hit,buail
1106,kleben::V,glue,gliúáil
1107,reiben::V,rub,cuimil
1108,streichen::V,spread,leath
1109,schleifen::V,grind,líomh
1110,schneiden::V,cut,gearr
1111,rütteln::V,jolt,croith
1112,schütteln::V,shake,croith
1113,schwenken::V,swing,luasc
1114,schütten::V,pour,doirt
1115,füllen::V,fill,líon
1116,einwickeln::V,wrap,cuach
1117,einwickeln::V,wrap,clúdaigh
1118,tragen::V,carry,iompair
1119,schleppen::V,drag,tarraing
1120,ziehen::V,pull,tarraing
1121,aufbewahren::V,keep,coinnigh
1122,werfen::V,throw,caith
1123,fangen::V,catch,ceap
1124,packen::V,grab,beir ar
1125,verstecken::V,hide,folaigh
1126,verstecken::V,hide,cuir i bhfolach
1127,teilen::V,divide,roinn
1128,schicken::V,send,seol
1129,bringen::V,bring,beir
1130,bringen::V,bring,tabhair
1131,hinzufügen::V,add,cuir le
1132,bekommen::V,get,faigh
1133,erhalten::V,receive,faigh
1134,nehmen::V,take,tóg
1135,nehmen::V,take,glac
1136,wählen::V,choose,pioc
1137,wählen::V,choose,roghnaigh
1138,auswählen::V,select,roghnaigh
1139,bewahren::V,preserve,caomhnaigh
1140,behindern::V,hinder,cuir bac ar
1141,verderben::V,spoil,mill
1142,beschädigen::V,damage,loit
1143,beschädigen::V,damage,déan damáiste do
1144,zerbrechen::V,break,bris
1145,zerreißen::V,tear,stiall
1146,zerstören::V,destroy,mill
1147,zerstören::V,destroy,scrios
1148,verbrennen::V,burn,las
1149,verbrennen::V,burn,dóigh
1150,geben::V,give,tabhair
1151,reichen::V,hand,sín
1152,reichen::V,hand,cuir
1153,schenken::V,give,bronn
1154,schenken::V,give,tabhair
1155,versprechen::V,promise,geall
1156,wünschen::V,wish,guigh
1157,loben::V,praise,mol
1158,küssen::V,kiss,póg
1159,wiegen::V,rock,bog
1160,wiegen::V,rock,luasc
1161,zudecken::V,cover,clúdaigh
1162,wecken::V,wake,dúisigh
1163,zeigen::V,show,taispeáin
1164,führen::V,guide,treoraigh
1165,lehren::V,teach,múin
1166,lehren::V,teach,teagasc
1167,unterrichten::V,instruct,múin
1168,unterrichten::V,instruct,teagasc
1169,aufziehen::V,bring up,tóg
1170,leiten::V,lead,tá i gceannas ar
1171,antreiben::V,urge,gríosaigh
1172,lassen::V,let,cuir ag
1173,einladen::V,invite,cuir cuireadh ar
1174,vereinigen::V,unite,aontaigh
1175,besuchen::V,visit,tabhair cuairt ar
1176,treffen::V,meet,cas ar
1177,treffen::V,meet,buail le
1178,sich versammeln::V,assemble,bailigh
1179,sich versammeln::V,assemble,cruinnigh
1180,spielen::V,play,imir
1181,spielen::V,play,tá ag spraoi
1182,singen::V,sing,can
1183,tanzen::V,dance,rinc
1184,tanzen::V,dance,damhsaigh
1185,sich trennen::V,separate,scar
1186,verlassen::V,leave,fág
1187,retten::V,rescue,tarrtháil
1188,bewachen::V,guard,cosain
1189,bewachen::V,guard,gardáil
1190,schützen::V,protect,cosain
1191,verteidigen::V,defend,cosain
1192,sich schlagen::V,brawl,tá ag bruíon
1193,schießen::V,shoot,caith
1194,schießen::V,shoot,scaoil
1195,siegen::V,win,bain
1196,siegen::V,win,buaigh
1197,ärgern::V,annoy,cuir isteach ar
1198,schlagen::V,beat,buail
1199,treten::V,kick,ciceáil
1200,stechen::V,sting,sáigh
1201,stoßen::V,shove,brúigh
1202,stoßen::V,shove,soncáil
1203,stehlen::V,steal,goid
1204,stören::V,disturb,cuir isteach ar
1205,belästigen::V,bother,cuir as do
1206,verbergen::V,conceal,ceil
1207,täuschen::V,deceive,cuir dallamullóg ar
1208,betrügen::V,cheat,déan calaois ar
1209,töten::V,kill,maraigh
1210,wohnen::V,dwell,cuir faoi
1211,wohnen::V,dwell,tá ina chónaí
1212,arbeiten::V,work,oibrigh
1213,sammeln::V,gather,bailigh
1214,sammeln::V,gather,cruinnigh
1215,pflücken::V,pick,pioc
1216,jagen::V,hunt,seilg
1217,fischen::V,fish,iasc
1218,fassen::V,catch,beir ar
1219,hüten::V,herd,aoirigh
1220,treiben::V,drive,seol
1221,treiben::V,drive,tiomáin
1222,anbinden::V,tie up,ceangail
1223,füttern::V,feed,cothaigh
1224,füttern::V,feed,beathaigh
1225,melken::V,milk,bligh
1226,melken::V,milk,crúigh
1227,hacken::V,chop,gearr
1228,gießen::V,water,uiscigh
1229,reifen::V,ripen,aibigh
1230,zubereiten::V,cook,cócaráil
1231,kochen::V,boil,bruith
1232,kochen::V,boil,beirigh
1233,backen::V,bake,bácáil
1234,braten::V,fry,róst
1235,braten::V,fry,frioch
1236,umrühren::V,stir,measc
1237,stricken::V,knit,cniotáil
1238,nähen::V,sew,fuaigh
1239,färben::V,dye,dathaigh
1240,reinigen::V,clean,glan
1241,waschen::V,wash,nigh
1242,abwischen::V,wipe,glan
1243,spülen::V,rinse,sruthlaigh
1244,fegen::V,sweep,scuab
1245,kehren::V,sweep,scuab
1246,baden::V,bath,folc
1247,sich waschen::V,wash,nigh é féin
1248,ausziehen::V,take off,bain de
1249,anziehen::V,put on,cuir ar
1250,sich anziehen::V,get dressed,gléas é féin
1251,kämmen::V,comb,cíor
1252,schmücken::V,decorate,maisigh
1253,sagen::V,say,abair
1254,sprechen::V,speak,labhair
1255,reden::V,talk,caintigh
1256,sich unterhalten::V,chat,caintigh
1257,sich unterhalten::V,chat,tá ag comhrá
1258,fragen::V,ask,fiafraigh
1259,fragen::V,ask,cuir ceist
1260,bitten::V,request,iarr
1261,erzählen::V,tell,inis
1262,erzählen::V,tell,eachtraigh
1263,mitteilen::V,convey,aithris
1264,mitteilen::V,convey,cuir in iúl
1265,nennen::V,name,ainmnigh
1266,rufen::V,call,glaoigh
1267,prahlen::V,brag,maígh
1268,übersetzen::V,translate,aistrigh
1269,denken::V,think,síl
1270,denken::V,think,ceap
1271,glauben::V,believe,creid
1272,bemerken::V,notice,tabhair faoi deara
1273,erkennen::V,recognize,aithin
1274,begreifen::V,grasp,tuig
1275,verstehen::V,understand,tuig
1276,lernen::V,learn,foghlaim
1277,wissen::V,know,tá a fhios ag
1278,sich erinnern an::V,remember,cuimhnigh ar
1279,sich erinnern an::V,remember,is cuimhne ar
1280,vergessen::V,forget,dearmad
1281,messen::V,measure,tomhais
1282,zählen::V,count,cuntais
1283,rechnen::V,calculate,ríomh
1284,rechnen::V,calculate,áirigh
1285,lesen::V,read,léigh
1286,malen::V,paint,péinteáil
1287,zeichnen::V,draw,línigh
1288,zeichnen::V,draw,tarraing
1289,schreiben::V,write,scríobh
1290,besitzen::V,own,is le
1291,kaufen::V,buy,ceannaigh
1292,verkaufen::V,sell,díol
1293,bezahlen::V,pay for,íoc as
1294,zahlen::V,pay,íoc
1295,beherrschen::V,rule,rialaigh
1296,ertragen::V,endure,seas
1297,ertragen::V,endure,fulaing
1298,ertragen::V,endure,foighnigh
