,Concept_ID,ro,hu
265,Junge::N,flăcău,fiú
266,Mädchen::N,fată,lány
267,Familie::N,familie,család
268,Großvater::N,bunic,nagyapa
269,Großvater::N,tată mare,nagyapa
270,Großmutter::N,bunică,nagyanya
271,Großmutter::N,mamă mare,nagyanya
272,Eltern::N,părinți,szülők
273,Vater::N,tată,apa
274,Vater::N,tată,atya
275,Vater::N,părinte,apa
276,Vater::N,părinte,atya
277,Mutter::N,mamă,anya
278,Sohn::N,fiu,fiú
279,Sohn::N,fecior,fiú
280,Tochter::N,fiică,lány
281,Bruder::N,frate,fivér
282,Bruder::N,frate,testvér
283,Schwester::N,soră,nővér
284,Schwester::N,soră,lánytestvér
285,Onkel::N,unchi,nagybácsi
286,Tante::N,mătușă,nagynéni
287,Ehemann::N,soț,férj
288,Ehemann::N,bărbat,férj
289,Ehefrau::N,soție,feleség
290,Freude::N,bucurie,öröm
291,Gelächter::N,râset,nevetés
292,Gelächter::N,râset,hahotázás
293,Glück::N,fericire,boldogság
294,Kummer::N,mâhnire,bánat
295,Wunsch::N,dorință,óhaj
296,Wunsch::N,deziderat,óhaj
297,Lust::N,poftă,kedv
298,Lust::N,înclinare,kedv
299,Geist::N,duh,elme
300,Geist::N,duh,szellem
301,Geist::N,minte,elme
302,Geist::N,minte,szellem
303,Geist::N,suflet,elme
304,Geist::N,suflet,szellem
305,Gedanke::N,gând,gondolat
306,Gedanke::N,cuget,gondolat
307,Gedächtnis::N,memorie,emlékezet
308,Verstand::N,minte,ész
309,Verstand::N,minte,értelem
310,Verstand::N,intelect,ész
311,Verstand::N,intelect,értelem
312,Sinn::N,sens,értelem
313,Sinn::N,înțeles,értelem
314,Grund::N,cauză,ok
315,Grund::N,cauză,alap
316,Grund::N,pricină,ok
317,Grund::N,pricină,alap
318,Wahrheit::N,adevăr,igaz
319,Wahrheit::N,adevăr,igazság
320,Gespräch::N,convorbire,beszélgetés
321,Gespräch::N,conversație,beszélgetés
322,Märchen::N,basm,mese
323,Märchen::N,poveste,mese
324,Erzählung::N,poveste,elbeszélés
325,Nachricht::N,veste,hír
326,Nachricht::N,veste,híradás
327,Neuigkeit::N,noutate,újság
328,Neuigkeit::N,actualitate,újság
329,Name::N,nume,név
330,Rätsel::N,ghicitoare,rejtvény
331,Rede::N,discurs,beszéd
332,Rede::N,discurs,szónoklat
333,Sprache::N,limbă,nyelv
334,Sprache::N,limbaj,nyelv
335,Stimme::N,glas,hang
336,Wort::N,cuvânt,szó
337,Zeichen::N,semn,jel
338,Zeichen::N,semnal,jel
339,Ruf::N,chemare,kiáltás
340,Lärm::N,zgomot,zaj
341,Lärm::N,tărăboi,zaj
342,Laut::N,sunet,hang
343,Ton::N,ton,hang
344,Lied::N,cântec,dal
345,Lied::N,cântec,ének
346,Ruhe::N,odihnă,csend
347,Ruhe::N,odihnă,nyugalom
348,Ruhe::N,liniște,csend
349,Ruhe::N,liniște,nyugalom
350,Leute::N,lume,emberek
351,Leute::N,oameni,emberek
352,Volk::N,popor,nép
353,Volk::N,națiune,nép
354,Arbeit::N,lucru,dolog
355,Gast::N,musafir,vendég
356,Geschenk::N,dar,ajándék
357,Geschenk::N,cadou,ajándék
358,Spiel::N,joc,játék
359,Gesellschaft::N,societate,társaság
360,Hilfe::N,ajutor,segítség
361,Freund::N,amic,barát
362,Freund::N,prieten,barát
363,Kamerad::N,tovarăș,társ
364,Angelegenheit::N,afacere,ügy
365,Anzahl::N,număr,szám
366,Anzahl::N,cantitate,szám
367,Art::N,fel,faj
368,Art::N,fel,fajta
369,Art::N,specie,faj
370,Art::N,specie,fajta
371,Stück::N,bucată,darab
372,Teil::N,parte,rész
373,Teil::N,porție,rész
374,Hälfte::N,jumătate,fél
375,Kreis::N,cerc,kör
376,Kreuz::N,cruce,kereszt
377,Linie::N,linie,vonal
378,Strich::N,linie,vonás
379,Strich::N,trăsătură,vonás
380,Abstand::N,distanță,köz
381,Abstand::N,depărtare,köz
382,Entfernung::N,distanță,távolság
383,Entfernung::N,depărtare,távolság
384,Gegend::N,regiune,táj
385,Gegend::N,regiune,vidék
386,Platz::N,loc,hely
387,Ort::N,loc,hely
388,Seite::N,latură,fél
389,Seite::N,latură,oldal
390,Mitte::N,centru,közép
391,Gegenstand::N,obiect,tárgy
392,Sache::N,lucru,dolog
393,Sache::N,chestie,dolog
394,Rand::N,bordură,szél
395,Rand::N,bordură,perem
396,Rand::N,bordură,szegély
397,Kante::N,muchie,él
398,Kante::N,bordură,él
399,Ecke::N,colț,sarok
400,Ecke::N,colț,szöglet
401,Spitze::N,vârf,csúcs
402,Spitze::N,creștet,csúcs
403,Ende::N,capăt,vég
404,Loch::N,gaură,lyuk
405,Winkel::N,colț,szög
406,Muster::N,desen,minta
407,Größe::N,mărime,nagyság
408,Länge::N,lungime,hossz
409,Länge::N,lungime,hosszúság
410,Höhe::N,înălțime,magasság
411,Gewicht::N,greutate,súly
412,Menge::N,cantitate,sokaság
413,Menge::N,cantitate,mennyiség
414,Haufen::N,grămadă,halom
415,Reihe::N,șir,sor
416,Reihe::N,rând,sor
417,Boot::N,barcă,csónak
418,Boot::N,luntre,csónak
419,Ruder::N,vâslă,evező
420,Ruder::N,lopată,evező
421,Schlitten::N,sanie,szánkó
422,Ski::N,schi,sí
423,Lagerfeuer::N,foc de tabără,tábortűz
424,Last::N,povară,teher
425,Last::N,sarcină,teher
426,Gang::N,mers,járás
427,Gang::N,umblet,járás
428,Schritt::N,pas,lépés
429,Norden::N,nord,észak
430,Norden::N,miazănoapte,észak
431,Süden::N,sud,dél
432,Süden::N,miazăzi,dél
433,Westen::N,apus,nyugat
434,Osten::N,est,kelet
435,Osten::N,răsărit,kelet
436,Holz::N,lemn,fa
437,Brett::N,scândură,deszka
438,Platte::N,placă,lap
439,Platte::N,placă,lemez
440,Stütze::N,proptea,támasz
441,Stütze::N,proptea,támaszték
442,Stange::N,bară,rúd
443,Stange::N,bară,pózna
444,Stange::N,prăjină,rúd
445,Stange::N,prăjină,pózna
446,Stock::N,băț,pálca
447,Stock::N,baston,pálca
448,Stab::N,baston,bot
449,Stab::N,prăjină,bot
450,Rohr::N,tub,cső
451,Rohr::N,țeavă,cső
452,Haus::N,casă,ház
453,Heim::N,casă,otthon
454,Heim::N,cămin,otthon
455,Ofen::N,sobă,kályha
456,Fußboden::N,podea,padló
457,Fußboden::N,dușumea,padló
458,Tisch::N,masă,asztal
459,Stuhl::N,scaun,szék
460,Wiege::N,leagăn,bölcső
461,Bett::N,pat,ágy
462,Regal::N,rafturi,polc
463,Regal::N,rafturi,állvány
464,Kiste::N,ladă,láda
465,Kiste::N,cutie,láda
466,Fenster::N,fereastră,ablak
467,Tür::N,ușă,ajtó
468,Tor::N,poartă,kapu
469,Zaun::N,gard,kerítés
470,Dach::N,acoperiș,tető
471,Leiter::N,scară,létra
472,Besen::N,mătură,seprű
473,Spaten::N,cazma,ásó
474,Spaten::N,hârleț,ásó
475,Schaufel::N,lopată,lapát
476,Gabel::N,furculiță,villa
477,Löffel::N,lingură,kanál
478,Messer::N,cuțit,kés
479,Nagel::N,cui,szeg
480,Netz::N,plasă,háló
481,Haken::N,cârlig,kampó
482,Griff::N,mâner,nyél
483,Griff::N,mâner,fogantyú
484,Schloss::N,lacăt,zár
485,Bild::N,tablou,kép
486,Bild::N,imagine,kép
487,Figur::N,chip,alak
488,Figur::N,figură,alak
489,Puppe::N,păpușă,bábu
490,Beutel::N,pungă,zacskó
491,Beutel::N,săculeț,zacskó
492,Bündel::N,mănunchi,köteg
493,Tasche::N,geantă,táska
494,Eimer::N,găleată,vödör
495,Deckel::N,capac,fedő
496,Deckel::N,capac,fedél
497,Geschirr::N,vase,edény
498,Geschirr::N,tacâmuri,edény
499,Sack::N,sac,zsák
500,Tasse::N,ceașcă,csésze
501,Topf::N,oală,fazék
502,Kessel::N,cazan,üst
503,Kessel::N,cazan,bogrács
504,Kessel::N,căldare,üst
505,Kessel::N,căldare,bogrács
506,Essen::N,mâncare,evés
507,Essen::N,mâncare,étkezés
508,Nahrung::N,hrană,ennivaló
509,Nahrung::N,aliment,ennivaló
510,Speise::N,bucate,étel
511,Speise::N,fel de bucate,étel
512,Fleisch::N,carne,hús
513,Getreide::N,cereale,gabona
514,Brei::N,pireu,pép
515,Brei::N,pireu,kása
516,Brot::N,pâine,kenyér
517,Scheibe::N,felie,szelet
518,Scheibe::N,bucată,szelet
519,Fett::N,untură,háj
520,Fett::N,untură,zsír
521,Fett::N,grăsime,háj
522,Fett::N,grăsime,zsír
523,Butter::N,unt,vaj
524,Öl::N,ulei,olaj
525,Salz::N,sare,só
526,Suppe::N,supă,leves
527,Suppe::N,ciorbă,leves
528,Honig::N,miere,méz
529,Milch::N,lapte,tej
530,Tee::N,ceai,tea
531,Leder::N,piele,bőr
532,Wolle::N,lână,gyapjú
533,Stoff::N,stofă,szövet
534,Nadel::N,ac,tű
535,Faden::N,ață,fonál
536,Knopf::N,buton,gomb
537,Knoten::N,nod,csomó
538,Farbe::N,vopsea,szín
539,Farbe::N,vopsea,festék
540,Kleidung::N,haine,ruha
541,Kleidung::N,haine,ruházat
542,Kleidung::N,îmbrăcăminte,ruha
543,Kleidung::N,îmbrăcăminte,ruházat
544,Hemd::N,cămașă,ing
545,Kragen::N,guler,gallér
546,Ärmel::N,mânecă,ujj
547,Hose::N,pantaloni,gatya
548,Hose::N,pantaloni,nadrág
549,Gürtel::N,cordon,öv
550,Mütze::N,șapcă,sapka
551,Schuh::N,gheată,cipő
552,Stiefel::N,cizmă,csizma
553,Ring::N,inel,gyűrű
554,Ring::N,verigă,gyűrű
555,Band::N,panglică,szalag
556,Band::N,șiret,szalag
557,Kamm::N,pieptene,fésű
558,Spiegel::N,oglindă,tükör
559,Riemen::N,curea,szíj
560,Schnur::N,funie,zsinór
561,Schnur::N,sfoară,zsinór
562,Leine::N,lesă,póráz
563,Leine::N,curea,póráz
564,Decke::N,pătură,takaró
565,Kissen::N,pernă,párna
566,Tuch::N,batic,kendő
567,Handtuch::N,prosop,törülköző
568,Handtuch::N,ștergar,törülköző
569,Kraft::N,forță,erő
570,Kraft::N,putere,erő
571,Stärke::N,tărie,erő
572,Stärke::N,tărie,erősség
573,Stärke::N,vigoare,erő
574,Stärke::N,vigoare,erősség
575,Gesundheit::N,sănătate,egészség
576,Krankheit::N,boală,kór
577,Krankheit::N,boală,betegség
578,Krankheit::N,maladie,kór
579,Krankheit::N,maladie,betegség
580,Schmerz::N,durere,fájdalom
581,Wunde::N,rană,seb
582,Fieber::N,febră,láz
583,Arznei::N,leac,orvosság
584,Arznei::N,leac,gyógyszer
585,Arznei::N,medicament,orvosság
586,Arznei::N,medicament,gyógyszer
587,Brücke::N,pod,híd
588,Brücke::N,punte,híd
589,Brunnen::N,puț,kút
590,Weide::N,izlaz,legelő
591,Weide::N,pășune,legelő
592,Pfad::N,cărare,ösvény
593,Weg::N,drum,út
594,Straße::N,cale,út
595,Straße::N,stradă,út
596,Dorf::N,sat,falu
597,Stadt::N,oraș,város
598,Brief::N,scrisoare,levél
599,Buch::N,carte,könyv
600,Buchstabe::N,literă,betű
601,Buchstabe::N,caracter,betű
602,Zeitung::N,ziar,újság
603,Zeitung::N,ziar,hírlap
604,Zeitung::N,gazetă,újság
605,Zeitung::N,gazetă,hírlap
606,Leben::N,viață,élet
607,Tod::N,moarte,halál
608,Grab::N,groapă,sír
609,Grab::N,mormânt,sír
610,Kirche::N,biserică,templom
611,Sünde::N,păcat,bűn
612,Sünde::N,păcat,vétek
613,Gott::N,zeu,isten
614,Arbeiter::N,muncitor,munkás
615,Chef::N,șef,főnök
616,Meister::N,meșter,mester
617,Meister::N,maestru,mester
618,Arzt::N,medic,orvos
619,Arzt::N,doctor,orvos
620,Lehrer::N,profesor,tanár
621,Lehrer::N,profesor,tanító
622,Lehrer::N,învățător,tanár
623,Lehrer::N,învățător,tanító
624,Geld::N,bani,pénz
625,Geld::N,parale,pénz
626,Geschäft::N,treabă,üzlet
627,Geschäft::N,afacere,üzlet
628,Laden::N,magazin,bolt
629,Laden::N,prăvălie,bolt
630,Preis::N,preț,ár
631,Ware::N,marfă,áru
632,Nutzen::N,folos,haszon
633,Nutzen::N,profit,haszon
634,Reichtum::N,avuție,gazdagság
635,Reichtum::N,bogăție,gazdagság
636,Welt::N,lume,világ
637,Land::N,țară,ország
638,Staat::N,stat,állam
639,König::N,rege,király
640,Macht::N,putere,hatalom
641,Macht::N,putință,hatalom
642,Grenze::N,hotar,határ
643,Grenze::N,graniță,határ
644,Grenze::N,frontieră,határ
645,Krieg::N,război,háború
646,Feind::N,dușman,ellenség
647,Gewalt::N,violență,erőszak
648,Kampf::N,luptă,harc
649,Bogen[Waffe]::N,arc,íj
650,Pfeil::N,săgeată,nyíl
651,Gewehr::N,armă,puska
652,Gewehr::N,armă,fegyver
653,Gewehr::N,pușcă,puska
654,Gewehr::N,pușcă,fegyver
655,Fehler::N,eroare,hiba
656,Fehler::N,greșeală,hiba
657,Lüge::N,minciună,hazugság
658,Schaden::N,daună,kár
659,Schaden::N,pagubă,kár
660,Unglück::N,nenorocire,csapás
661,Unglück::N,nenorocire,balszerencse
662,Schuld::N,vină,bűn
663,Alter::N,etate,kor
664,Alter::N,vârstă,kor
665,Schluss::N,sfârșit,vég
666,Schluss::N,sfârșit,befejezés
667,Zeit::N,timp,idő
668,Zeit::N,vreme,idő
669,Tag::N,zi,nap
670,Morgen::N,dimineață,reggel
671,Mittag::N,prânz,dél
672,Mittag::N,amiază,dél
673,Abend::N,seară,este
674,Nacht::N,noapte,éj
675,Nacht::N,noapte,éjszaka
676,Woche::N,săptămână,hét
677,Monat::N,lună,hó
678,Monat::N,lună,hónap
679,Jahr::N,an,év
680,Frühling::N,primăvară,tavasz
681,Sommer::N,vară,nyár
682,Herbst::N,toamnă,ősz
683,Winter::N,iarnă,tél
684,Januar::N,ianuarie,január
685,Februar::N,februarie,február
686,März::N,martie,március
687,April::N,aprilie,április
688,Mai::N,mai,május
689,Juni::N,iunie,június
690,Juli::N,iulie,július
691,August::N,august,augusztus
692,September::N,septembrie,szeptember
693,Oktober::N,octombrie,október
694,November::N,noiembrie,november
695,Dezember::N,decembrie,december
696,Montag::N,luni,hétfő
697,Dienstag::N,marți,kedd
698,Mittwoch::N,miercuri,szerda
699,Donnerstag::N,joi,csütörtök
700,Freitag::N,vineri,péntek
701,Samstag::N,sâmbătă,szombat
702,Sonntag::N,duminică,vasárnap
703,groß::A,mare,nagy
704,klein::A,mic,pici
705,klein::A,mic,kicsi
706,lang::A,lung,hosszú
707,kurz::A,scurt,rövid
708,breit::A,lat,széles
709,breit::A,larg,széles
710,schmal::A,strâmt,keskeny
711,dicht::A,des,sűrű
712,dick[Gegenstand]::A,gros,vastag
713,dünn::A,subțire,vékony
714,fein::A,fin,vékony
715,fein::A,subțire,vékony
716,fest::A,tare,szilárd
717,fest::A,solid,szilárd
718,flach::A,șes,sík
719,flach::A,șes,lapos
720,flach::A,plan,sík
721,flach::A,plan,lapos
722,glatt::A,lins,sima
723,hart::A,dur,kemény
724,weich::A,moale,puha
725,rund::A,rotund,kerek
726,rund::A,circular,kerek
727,spitz::A,ascuțit,hegyes
728,scharf::A,tăios,éles
729,scharf::A,ascuțit,éles
730,stumpf::A,tocit,tompa
731,stumpf::A,tocit,életlen
732,schwer::A,greu,nehéz
733,schwer::A,greu,súlyos
734,schön::A,frumos,szép
735,heiß::A,cald,forró
736,heiß::A,fierbinte,forró
737,warm::A,cald,meleg
738,warm::A,fierbinte,meleg
739,kalt::A,rece,hideg
740,kühl::A,rece,hűs
741,kühl::A,rece,hűvös
742,kühl::A,răcoros,hűs
743,kühl::A,răcoros,hűvös
744,frisch::A,răcoros,üde
745,frisch::A,răcoros,friss
746,frisch::A,proaspăt,üde
747,frisch::A,proaspăt,friss
748,feucht::A,umed,nedves
749,feucht::A,jilav,nedves
750,nass::A,ud,vizes
751,trocken::A,sec,száraz
752,trocken::A,uscat,száraz
753,voll::A,plin,telt
754,leer::A,gol,üres
755,offen::A,deschis,nyílt
756,offen::A,deschis,nyitott
757,geschlossen::A,închis,zárt
758,geschlossen::A,închis,csukott
759,sauber::A,curat,tiszta
760,schmutzig::A,murdar,piszkos
761,schmutzig::A,murdar,szennyes
762,roh::A,crud,nyers
763,reif::A,copt,érett
764,lecker::A,gustos,finom
765,süß::A,dulce,édes
766,bitter::A,amar,keserű
767,sauer::A,acru,savanyú
768,hell::A,clar,világos
769,hell::A,luminos,világos
770,dunkel::A,obscur,sötét
771,dunkel::A,întunecos,sötét
772,schwarz::A,negru,fekete
773,weiß::A,alb,fehér
774,rot::A,roșu,vörös
775,gelb::A,galben,sárga
776,blau::A,albastru,kék
777,grün::A,verde,zöld
778,grau::A,gri,ősz
779,grau::A,gri,szürke
780,grau::A,cenușiu,ősz
781,grau::A,cenușiu,szürke
782,bunt::A,colorat,tarka
783,bunt::A,colorat,színes
784,billig::A,ieftin,olcsó
785,teuer::A,scump,drága
786,wertvoll::A,prețios,értékes
787,blind::A,orb,vak
788,taub::A,surd,süket
789,kräftig::A,tare,erős
790,kräftig::A,forte,erős
791,kräftig::A,robust,erős
792,stark::A,viguros,erős
793,stark::A,puternic,erős
794,schwach::A,slab,gyenge
795,schwach::A,slab,erőtlen
796,schwach::A,debil,gyenge
797,schwach::A,debil,erőtlen
798,fett::A,gras,hájas
799,schlank::A,zvelt,karcsú
800,hübsch::A,drăguț,csinos
801,böse::A,rău,rossz
802,böse::A,rău,gonosz
803,böse::A,răutăcios,rossz
804,böse::A,răutăcios,gonosz
805,dumm::A,nerod,buta
806,dumm::A,nerod,ostoba
807,dumm::A,tâmpit,buta
808,dumm::A,tâmpit,ostoba
809,faul::A,leneș,lusta
810,fleißig::A,harnic,szorgalmas
811,fleißig::A,sârguincios,szorgalmas
812,geizig::A,calic,fukar
813,geizig::A,calic,fösvény
814,geizig::A,zgârcit,fukar
815,geizig::A,zgârcit,fösvény
816,klug::A,isteț,okos
817,klug::A,isteț,eszes
818,klug::A,deștept,okos
819,klug::A,deștept,eszes
820,geschickt::A,dibaci,ügyes
821,lieb::A,drag,drága
822,lieb::A,drag,kedves
823,lieb::A,iubit,drága
824,lieb::A,iubit,kedves
825,lustig::A,vesel,víg
826,lustig::A,vesel,vidám
827,sanft::A,blând,enyhe
828,sanft::A,blajin,enyhe
829,hungrig::A,flămând,éhes
830,krank::A,bolnav,beteg
831,nackt::A,gol,csupasz
832,nackt::A,gol,meztelen
833,traurig::A,trist,bús
834,traurig::A,trist,szomorú
835,traurig::A,mâhnit,bús
836,traurig::A,mâhnit,szomorú
837,lebendig::A,viu,élő
838,gut::A,bun,jó
839,schlecht::A,rău,rossz
840,schlecht::A,prost,rossz
841,richtig::A,drept,helyes
842,richtig::A,corect,helyes
843,schlimm::A,rău,rossz
844,wahr::A,adevărat,igaz
845,alt::A,uzat,ó
846,alt::A,uzat,régi
847,alt::A,vechi,ó
848,alt::A,vechi,régi
849,neu::A,nou,új
850,ehemalig::A,fost,volt
851,ehemalig::A,fost,egykori
